season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090048,5,88,Hull_City,Home,43442,53371.0,David Meyler,david-meyler,M,False,,,8.0,23.0,34.0,57.0,,,6.0,,,1.0,,,,4.0,5.0,2.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,11.0,,6.5,,,,3.0,1.0,1.0,,9.0,,25.0,37.0,61.0,1,1.0,76.0,1.0,,1.0,1.0
2016-17,7090048,5,88,Hull_City,Home,44567,58791.0,Ryan Mason,ryan-mason,M,True,,,1.0,11.0,8.0,19.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,2.0,,,32.0,,1.0,,,,,,1.0,,6.7,,,,1.0,,,,1.0,,12.0,8.0,20.0,0,,24.0,,,,
2016-17,7090048,5,88,Hull_City,Home,48547,59856.0,Abel Hernández,abel-hernandez,F,False,,,,1.0,5.0,6.0,1.0,1.0,2.0,,,,,,,3.0,6.0,1.0,,,2.0,,,,,,1.0,,77.0,,,,,,,,10.0,,6.4,,,1.0,,,,,,3.0,4.0,7.0,11.0,1,,18.0,2.0,,,
2016-17,7090048,5,88,Hull_City,Home,61238,82771.0,Markus Henriksen,markus-henriksen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090048,5,88,Hull_City,Home,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,10.0,19.0,41.0,60.0,,,6.0,,,,,,,1.0,1.0,8.0,,,,,,,,2.0,,,90.0,,,,,,,,11.0,,7.8,,,1.0,2.0,1.0,,,12.0,,25.0,44.0,69.0,1,6.0,84.0,,1.0,1.0,5.0
2016-17,7090048,5,88,Hull_City,Home,98431,91126.0,Will Keane,will-keane,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090048,5,88,Hull_City,Home,149380,95658.0,Harry Maguire,harry-maguire,D,True,,,,4.0,25.0,29.0,,,4.0,,,,1.0,,,1.0,2.0,4.0,,,,,,,,1.0,,,48.0,,1.0,,,,,,4.0,,6.6,,,,1.0,,,,2.0,,7.0,25.0,32.0,0,2.0,40.0,,2.0,,2.0
2016-17,7090048,5,88,Hull_City,Home,262911,122798.0,Andy Robertson,andy-robertson,D,False,1.0,,2.0,14.0,22.0,35.0,,,2.0,,,,,,,,1.0,3.0,,,1.0,,,,,,,1.0,90.0,,1.0,,,,,,10.0,,5.8,,,,,1.0,4.0,,5.0,,20.0,26.0,42.0,0,2.0,60.0,,,1.0,1.0
2016-17,7090054,6,88,Hull_City,Away,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090054,6,88,Hull_City,Away,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090054,6,88,Hull_City,Away,9004,15144.0,David Marshall,david-marshall,G,False,,,7.0,6.0,8.0,14.0,,,12.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,2.0,,,17.0,,6.2,3.0,6.0,,,,,,23.0,,19.0,12.0,31.0,0,,43.0,,,,
2016-17,7090054,6,88,Hull_City,Away,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,,,,1.0,10.0,11.0,,1.0,4.0,,,,5.0,,,3.0,9.0,6.0,,,,,,,,,,,90.0,,1.0,,,,,,11.0,,5.6,,,1.0,2.0,3.0,3.0,,1.0,,7.0,11.0,15.0,1,,32.0,,3.0,2.0,
2016-17,7090054,6,88,Hull_City,Away,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,False,,,1.0,1.0,8.0,9.0,,,1.0,,,,2.0,,,2.0,5.0,1.0,,,1.0,,,,,2.0,,,45.0,,,,,,,,7.0,,6.0,,,,1.0,,,,1.0,,3.0,10.0,13.0,0,1.0,20.0,1.0,,,1.0
2016-17,7090054,6,88,Hull_City,Away,10281,19115.0,Curtis Davies,curtis-davies,D,False,,,1.0,1.0,12.0,13.0,1.0,,2.0,,,,1.0,,,,3.0,1.0,,,1.0,,,,,2.0,,,90.0,,3.0,,,,,,5.0,,6.3,,,,5.0,,,,3.0,,3.0,15.0,18.0,0,1.0,30.0,,,,
2016-17,7090054,6,88,Hull_City,Away,17801,39472.0,Dieumerci Mbokani,dieumerci-mbokani,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090054,6,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,1.0,1.0,5.0,6.0,,,2.0,,,,1.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,29.0,,1.0,,1.0,,,,3.0,,5.0,,,,2.0,,,,3.0,,2.0,6.0,8.0,0,2.0,16.0,,,,1.0
2016-17,7090054,6,88,Hull_City,Away,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,2.0,5.0,36.0,41.0,,3.0,5.0,,,,,,,1.0,1.0,9.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,7.0,,6.9,,,,9.0,4.0,,,5.0,,7.0,39.0,46.0,0,2.0,71.0,1.0,,4.0,2.0
2016-17,7090054,6,88,Hull_City,Away,43247,111847.0,Adama Diomandé,adama-diomande,F,False,,,,2.0,1.0,3.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,33.0,,,,,,,,3.0,,6.2,,,,1.0,,,,,,3.0,1.0,4.0,0,1.0,9.0,1.0,,,1.0
2016-17,7090054,6,88,Hull_City,Away,43442,53371.0,David Meyler,david-meyler,M,True,,,,2.0,6.0,8.0,2.0,,3.0,,,,1.0,,,1.0,4.0,5.0,,,,,1.0,,,,,,57.0,1.0,,,,,,,15.0,,6.9,,,,1.0,,1.0,,7.0,,8.0,10.0,17.0,1,3.0,36.0,,2.0,,2.0
2016-17,7090054,6,88,Hull_City,Away,44567,58791.0,Ryan Mason,ryan-mason,M,False,,,,3.0,8.0,11.0,1.0,,5.0,,,,3.0,,,,7.0,2.0,,,2.0,,,,,1.0,,,73.0,,2.0,,,,,,6.0,,6.2,,,,1.0,2.0,,,,,3.0,12.0,15.0,0,1.0,25.0,1.0,,1.0,1.0
2016-17,7090054,6,88,Hull_City,Away,48547,59856.0,Abel Hernández,abel-hernandez,F,False,,,,1.0,8.0,9.0,3.0,2.0,3.0,,,,1.0,,,1.0,8.0,2.0,,,1.0,,,,,,,,90.0,,,,,,,,9.0,,6.0,,,,,2.0,,,,1.0,4.0,9.0,13.0,0,,21.0,2.0,1.0,,
2016-17,7090054,6,88,Hull_City,Away,61238,82771.0,Markus Henriksen,markus-henriksen,D,True,,,,,4.0,4.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,17.0,,,,,,,,1.0,,6.4,,,,,,,,,,1.0,4.0,5.0,0,,5.0,,,,
2016-17,7090054,6,88,Hull_City,Away,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,2.0,11.0,20.0,31.0,1.0,1.0,5.0,,,,3.0,,,1.0,7.0,8.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,16.0,,6.5,,,,3.0,6.0,1.0,,7.0,,18.0,23.0,40.0,0,3.0,61.0,2.0,,4.0,2.0
2016-17,7090054,6,88,Hull_City,Away,98431,91126.0,Will Keane,will-keane,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090054,6,88,Hull_City,Away,149380,95658.0,Harry Maguire,harry-maguire,D,True,,,1.0,2.0,12.0,14.0,1.0,,3.0,,,,2.0,,,,3.0,5.0,,,,1.0,,,,2.0,1.0,,45.0,,,,,,,,1.0,,6.7,,,,,3.0,,,2.0,,3.0,12.0,15.0,0,,23.0,,2.0,3.0,
2016-17,7090054,6,88,Hull_City,Away,262911,122798.0,Andy Robertson,andy-robertson,D,False,,,2.0,5.0,11.0,16.0,,,5.0,,,,2.0,,,,5.0,6.0,,,2.0,,,,,,,,90.0,,1.0,,1.0,,,,10.0,,5.6,,,,2.0,2.0,,,8.0,,9.0,14.0,23.0,0,5.0,37.0,,,1.0,4.0
2016-17,7090068,7,88,Hull_City,Home,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090068,7,88,Hull_City,Home,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,,,,1.0,6.0,7.0,,,2.0,,,,1.0,,,1.0,3.0,1.0,,,1.0,,,,,,,,27.0,,,,,,,,1.0,,6.4,,,,,,,,,,1.0,6.0,7.0,0,1.0,9.0,,,,
2016-17,7090068,7,88,Hull_City,Home,9004,15144.0,David Marshall,david-marshall,G,False,,,10.0,8.0,3.0,11.0,,,13.0,,,,1.0,,,,1.0,,,,,,,5.0,,,,,90.0,,,,,,,,14.0,,7.0,1.0,6.0,,,,,1.0,24.0,,19.0,6.0,25.0,0,,42.0,,,,
2016-17,7090068,7,88,Hull_City,Home,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,,,1.0,12.0,7.0,19.0,,,3.0,,,,1.0,,,6.0,9.0,6.0,,,2.0,,,,,1.0,,,90.0,1.0,,,,,,,21.0,,5.9,,,1.0,,1.0,9.0,,1.0,,27.0,7.0,25.0,2,3.0,51.0,,2.0,1.0,2.0
2016-17,7090068,7,88,Hull_City,Home,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,True,,,1.0,8.0,6.0,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,2.0,,6.9,,,1.0,,,,,1.0,,9.0,7.0,16.0,1,,17.0,,,,
2016-17,7090068,7,88,Hull_City,Home,10281,19115.0,Curtis Davies,curtis-davies,D,False,,,1.0,6.0,29.0,35.0,1.0,1.0,3.0,,,,1.0,,,,2.0,6.0,,,,,,,,6.0,,,90.0,,1.0,,,,,,5.0,,7.5,,,,5.0,,,,1.0,,8.0,32.0,40.0,0,4.0,60.0,,1.0,,2.0
2016-17,7090068,7,88,Hull_City,Home,17801,39472.0,Dieumerci Mbokani,dieumerci-mbokani,F,False,,,,7.0,2.0,9.0,8.0,8.0,1.0,,,,,,,2.0,10.0,12.0,,,,,,,,,,,90.0,,1.0,,,,,,17.0,,7.0,,,,3.0,1.0,1.0,,,1.0,19.0,2.0,20.0,0,,35.0,3.0,3.0,1.0,
2016-17,7090068,7,88,Hull_City,Home,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,7.0,18.0,30.0,48.0,2.0,,4.0,,,,2.0,1.0,,,5.0,3.0,,1.0,2.0,,,,,5.0,1.0,,90.0,,2.0,,,,,,6.0,,7.4,,,,3.0,,,,9.0,,22.0,31.0,53.0,0,3.0,70.0,,,,3.0
2016-17,7090068,7,88,Hull_City,Home,43247,111847.0,Adama Diomandé,adama-diomande,F,False,,,,7.0,5.0,12.0,1.0,1.0,3.0,,,,4.0,,,5.0,12.0,5.0,,,1.0,,,,,1.0,1.0,,63.0,,,,,,,,9.0,,5.7,,,,1.0,2.0,,,,,8.0,6.0,14.0,0,2.0,28.0,1.0,1.0,1.0,
2016-17,7090068,7,88,Hull_City,Home,43442,53371.0,David Meyler,david-meyler,M,False,1.0,,2.0,15.0,17.0,31.0,,1.0,2.0,,,,,,,,2.0,1.0,,,1.0,,,,,5.0,1.0,,90.0,,,,,,,,23.0,,6.7,,,,4.0,1.0,3.0,,8.0,,25.0,20.0,42.0,0,,74.0,1.0,,,
2016-17,7090068,7,88,Hull_City,Home,44567,58791.0,Ryan Mason,ryan-mason,M,False,,,1.0,11.0,17.0,28.0,1.0,,6.0,,,2.0,3.0,,,,4.0,3.0,,,,,,,,,,,90.0,1.0,,,,,,,5.0,,6.5,,,1.0,,,,,3.0,,13.0,18.0,31.0,4,1.0,41.0,2.0,2.0,,
2016-17,7090068,7,88,Hull_City,Home,48547,59856.0,Abel Hernández,abel-hernandez,F,True,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,18.0,,,,,,,,3.0,,6.6,,,,,,,,,,3.0,1.0,4.0,0,,6.0,2.0,,,
2016-17,7090068,7,88,Hull_City,Home,61238,82771.0,Markus Henriksen,markus-henriksen,D,False,,,,2.0,,2.0,5.0,1.0,1.0,,,1.0,,,,,8.0,5.0,,,4.0,,,,,,,,72.0,,,,,,,,7.0,,6.4,,,,2.0,1.0,1.0,,,,7.0,,6.0,1,3.0,22.0,,2.0,,1.0
2016-17,7090068,7,88,Hull_City,Home,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,2.0,10.0,31.0,41.0,,,6.0,,,,3.0,,,1.0,5.0,5.0,,,1.0,,,,,1.0,1.0,,81.0,,,,,,,,7.0,,6.9,,,,3.0,,,,3.0,,12.0,35.0,47.0,0,4.0,59.0,,1.0,,3.0
2016-17,7090068,7,88,Hull_City,Home,98431,91126.0,Will Keane,will-keane,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090068,7,88,Hull_City,Home,149380,95658.0,Harry Maguire,harry-maguire,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090068,7,88,Hull_City,Home,262911,122798.0,Andy Robertson,andy-robertson,D,False,,,4.0,19.0,23.0,42.0,,,6.0,,,,2.0,,,1.0,4.0,4.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,19.0,,6.6,,,,4.0,,1.0,,13.0,,28.0,28.0,55.0,0,2.0,81.0,1.0,2.0,,1.0
2016-17,7090068,7,88,Hull_City,Home,353214,156686.0,James Weir,james-weir,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090078,8,88,Hull_City,Away,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090078,8,88,Hull_City,Away,9003,9110.0,Shaun Maloney,shaun-maloney,M,False,1.0,,,10.0,13.0,22.0,,1.0,3.0,,,,1.0,,,1.0,3.0,5.0,,,1.0,,,,,,1.0,,55.0,,1.0,,,,,,5.0,,6.7,,,1.0,,1.0,3.0,,,,13.0,14.0,24.0,1,1.0,37.0,,2.0,1.0,1.0
2016-17,7090078,8,88,Hull_City,Away,9004,15144.0,David Marshall,david-marshall,G,False,,,8.0,4.0,5.0,9.0,,1.0,8.0,,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,1.0,,,8.0,,5.7,2.0,4.0,,,,,,16.0,,10.0,7.0,17.0,0,,26.0,,,,
2016-17,7090078,8,88,Hull_City,Away,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,,,4.0,18.0,11.0,29.0,4.0,1.0,2.0,,,,2.0,,,1.0,12.0,2.0,,,5.0,,,,,,2.0,,90.0,1.0,,,1.0,,,,13.0,,5.3,,,1.0,,1.0,6.0,,4.0,,28.0,11.0,33.0,2,1.0,46.0,1.0,,,1.0
2016-17,7090078,8,88,Hull_City,Away,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,True,,,1.0,6.0,13.0,19.0,,,5.0,,,,,,,,,4.0,,,,,,,,,,,35.0,1.0,,,,,,,7.0,,6.8,,,,,,1.0,,3.0,,11.0,15.0,25.0,1,3.0,32.0,,1.0,,2.0
2016-17,7090078,8,88,Hull_City,Away,10281,19115.0,Curtis Davies,curtis-davies,D,False,,,1.0,6.0,25.0,31.0,,,3.0,,,,,,,,,3.0,,,,,,,,2.0,,,90.0,,,,,,,,3.0,,6.2,,,,5.0,,,,3.0,,8.0,26.0,34.0,0,2.0,46.0,,1.0,,1.0
2016-17,7090078,8,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,1.0,,3.0,22.0,21.0,42.0,,,7.0,,,,2.0,,,,4.0,3.0,,,2.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,16.0,,5.6,,,,3.0,1.0,4.0,,9.0,,36.0,22.0,54.0,0,2.0,75.0,,,1.0,1.0
2016-17,7090078,8,88,Hull_City,Away,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,1.0,25.0,29.0,54.0,1.0,,10.0,,,,,,,,3.0,6.0,,,1.0,1.0,,,,1.0,2.0,,90.0,,1.0,,,,,,13.0,,6.9,,,,2.0,2.0,,,2.0,,33.0,30.0,63.0,0,5.0,79.0,3.0,,1.0,3.0
2016-17,7090078,8,88,Hull_City,Away,43247,111847.0,Adama Diomandé,adama-diomande,F,True,,,,3.0,,3.0,1.0,2.0,1.0,,,,,,,,2.0,3.0,,,1.0,,,,,,,,27.0,1.0,,,,,,,1.0,,6.8,,,1.0,,,,,,,4.0,,4.0,2,1.0,9.0,,,,1.0
2016-17,7090078,8,88,Hull_City,Away,43442,53371.0,David Meyler,david-meyler,M,True,1.0,,,8.0,6.0,13.0,,,,,,,,,,,,2.0,,,,,,,,1.0,2.0,,12.0,,,,,,,,5.0,,6.9,,,,,,2.0,,1.0,,10.0,9.0,17.0,0,2.0,24.0,,,,2.0
2016-17,7090078,8,88,Hull_City,Away,44567,58791.0,Ryan Mason,ryan-mason,M,False,1.0,,1.0,13.0,10.0,22.0,1.0,,2.0,,,1.0,,,,1.0,3.0,2.0,,,1.0,,1.0,,,,,,78.0,1.0,,,,,,,8.0,,7.0,,,1.0,,,2.0,,2.0,,17.0,11.0,26.0,3,1.0,37.0,,1.0,,1.0
2016-17,7090078,8,88,Hull_City,Away,48547,59856.0,Abel Hernández,abel-hernandez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090078,8,88,Hull_City,Away,61238,82771.0,Markus Henriksen,markus-henriksen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090078,8,88,Hull_City,Away,74440,74033.0,Sam Clucas,sam-clucas,M,False,,,5.0,18.0,31.0,49.0,,,11.0,,,,3.0,,,,4.0,7.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,11.0,,6.5,,,1.0,1.0,2.0,2.0,,8.0,,23.0,35.0,56.0,1,4.0,76.0,,1.0,2.0,3.0
2016-17,7090078,8,88,Hull_City,Away,98431,91126.0,Will Keane,will-keane,F,False,,,,13.0,12.0,25.0,4.0,2.0,5.0,,,,1.0,,,4.0,9.0,2.0,,,,,,,,,,,90.0,,,,,,,,9.0,,6.2,,,,1.0,,1.0,,1.0,,15.0,14.0,28.0,0,,37.0,1.0,,,
2016-17,7090078,8,88,Hull_City,Away,149380,95658.0,Harry Maguire,harry-maguire,D,False,,,5.0,10.0,19.0,29.0,1.0,,7.0,,,,,,,1.0,2.0,5.0,,,,,,,,2.0,,,90.0,,3.0,,,,,,12.0,,6.7,,,1.0,3.0,2.0,1.0,,11.0,,17.0,23.0,39.0,1,2.0,55.0,,1.0,2.0,2.0
2016-17,7090078,8,88,Hull_City,Away,262911,122798.0,Andy Robertson,andy-robertson,D,False,1.0,,1.0,20.0,13.0,32.0,1.0,1.0,3.0,,,,1.0,,,,4.0,2.0,,,2.0,,,,,1.0,,,63.0,,1.0,,,,,,15.0,,5.9,,,,2.0,1.0,5.0,,4.0,,31.0,15.0,41.0,0,,55.0,1.0,,1.0,
2016-17,7090078,8,88,Hull_City,Away,353214,156686.0,James Weir,james-weir,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090098,9,88,Hull_City,Home,927,12679.0,Michael Dawson,michael-dawson,D,False,,,3.0,9.0,36.0,45.0,,3.0,2.0,,,,,,,1.0,1.0,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,7.0,,6.9,,,,7.0,,,,8.0,,13.0,38.0,51.0,0,1.0,65.0,,,,1.0
2016-17,7090098,9,88,Hull_City,Home,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090098,9,88,Hull_City,Home,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090098,9,88,Hull_City,Home,9004,15144.0,David Marshall,david-marshall,G,False,,,8.0,5.0,9.0,14.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,12.0,1.0,6.7,4.0,4.0,,1.0,,,,20.0,,16.0,10.0,26.0,0,,37.0,,,,
2016-17,7090098,9,88,Hull_City,Home,9127,18987.0,Robert Snodgrass,robert-snodgrass,M,False,1.0,,,19.0,7.0,25.0,1.0,,2.0,,,,,,,,2.0,1.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,13.0,,6.5,,,,,,5.0,,,,25.0,7.0,27.0,0,1.0,43.0,5.0,,,
2016-17,7090098,9,88,Hull_City,Home,9689,15109.0,Tom Huddlestone,tom-huddlestone,M,False,,,5.0,14.0,15.0,29.0,,,4.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,2.0,1.0,,68.0,,,,,,,,11.0,,6.5,,,,2.0,,1.0,,6.0,,21.0,17.0,37.0,0,1.0,47.0,1.0,1.0,,1.0
2016-17,7090098,9,88,Hull_City,Home,10281,19115.0,Curtis Davies,curtis-davies,D,False,,,3.0,10.0,27.0,37.0,5.0,6.0,3.0,,,,,,,,7.0,9.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,9.0,,6.9,,,,7.0,1.0,1.0,,7.0,,17.0,29.0,45.0,0,2.0,62.0,,1.0,1.0,1.0
2016-17,7090098,9,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,1.0,,1.0,19.0,18.0,36.0,,3.0,6.0,,,,3.0,,,1.0,5.0,5.0,,,1.0,,,,,5.0,,,90.0,,,,,,,,22.0,,6.4,,,,5.0,,6.0,,5.0,,33.0,21.0,48.0,0,2.0,85.0,1.0,,,2.0
2016-17,7090098,9,88,Hull_City,Home,34578,49944.0,Jake Livermore,jake-livermore,M,False,,,9.0,42.0,19.0,61.0,2.0,2.0,6.0,,,,,,,1.0,5.0,5.0,,,3.0,,,,,1.0,,,90.0,,,,,,,,8.0,,6.9,,,1.0,2.0,,,,12.0,,47.0,19.0,66.0,1,2.0,77.0,2.0,1.0,,1.0
2016-17,7090098,9,88,Hull_City,Home,43247,111847.0,Adama Diomandé,adama-diomande,F,True,,,1.0,10.0,1.0,11.0,2.0,,1.0,,,,,,,,3.0,1.0,,,1.0,,,,,,1.0,,22.0,,,,,,,,1.0,,6.8,,,,1.0,1.0,,,1.0,1.0,10.0,1.0,11.0,0,,17.0,1.0,,1.0,
2016-17,7090098,9,88,Hull_City,Home,43442,53371.0,David Meyler,david-meyler,M,False,,,,5.0,8.0,13.0,5.0,,2.0,,,,2.0,,,4.0,11.0,2.0,,,,,,,,1.0,,,55.0,,,,,,,,14.0,,5.8,,,,1.0,,,,1.0,,12.0,10.0,22.0,0,2.0,38.0,,,,1.0
2016-17,7090098,9,88,Hull_City,Home,44567,58791.0,Ryan Mason,ryan-mason,M,False,2.0,,,25.0,15.0,38.0,1.0,,3.0,,,,,,,1.0,5.0,4.0,,,3.0,,,,,2.0,2.0,,90.0,,,,,,,,11.0,,7.0,,,1.0,1.0,,3.0,,1.0,,30.0,16.0,43.0,1,3.0,60.0,4.0,1.0,,3.0
2016-17,7090098,9,88,Hull_City,Home,48547,59856.0,Abel Hernández,abel-hernandez,F,True,,,,10.0,2.0,12.0,3.0,1.0,2.0,,,,,,,,4.0,2.0,,,1.0,,,,,,1.0,,35.0,2.0,,,,,,,6.0,,7.1,,,2.0,,,,,1.0,,11.0,3.0,14.0,4,,23.0,3.0,1.0,,
2016-17,7090098,9,88,Hull_City,Home,74440,74033.0,Sam Clucas,sam-clucas,M,False,4.0,,,14.0,16.0,26.0,1.0,,5.0,,,,3.0,,,2.0,6.0,4.0,,,,,,,,,2.0,,90.0,,,,,,,,12.0,,6.5,,,,6.0,2.0,6.0,,4.0,,21.0,17.0,32.0,0,2.0,60.0,,,2.0,2.0
2016-17,7090098,9,88,Hull_City,Home,98431,91126.0,Will Keane,will-keane,F,False,,,,5.0,3.0,8.0,2.0,1.0,3.0,,,1.0,2.0,,,4.0,11.0,2.0,,,3.0,,,,,,1.0,,68.0,,,,,,,,14.0,,6.3,,,2.0,,,1.0,,,,8.0,3.0,10.0,3,,26.0,7.0,1.0,,
2016-17,7090098,9,88,Hull_City,Home,149380,95658.0,Harry Maguire,harry-maguire,D,True,,,,7.0,3.0,10.0,,1.0,1.0,,,,,,,,,4.0,,,,,,,,,,,22.0,,,,,,,,5.0,,6.9,,,,3.0,,,,,,11.0,4.0,15.0,0,2.0,21.0,,1.0,,2.0
2016-17,7090098,9,88,Hull_City,Home,353214,156686.0,James Weir,james-weir,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090098,9,88,Hull_City,Home,830238,221267.0,Josh Tymon,josh-tymon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090095,10,88,Hull_City,Away,927,12679.0,Michael Dawson,michael-dawson,D,False,,,3.0,6.0,15.0,21.0,3.0,3.0,1.0,,,,,,,,3.0,3.0,,,,,,,,1.0,,,90.0,,3.0,1.0,,,,,7.0,,6.9,,,,12.0,,,,7.0,,10.0,18.0,28.0,0,,47.0,,,,
2016-17,7090095,10,88,Hull_City,Away,4387,11974.0,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090095,10,88,Hull_City,Away,9003,9110.0,Shaun Maloney,shaun-maloney,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090095,10,88,Hull_City,Away,9004,15144.0,David Marshall,david-marshall,G,False,,,6.0,4.0,2.0,6.0,,,8.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,22.0,1.0,6.5,,,,1.0,,,,28.0,,24.0,4.0,28.0,0,,37.0,,,,
