matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalRedCard,totalScoringAtt,totalTackle,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645200,1,2026-08-22 15:00:00,2,Leeds,Away,141.0,6.0,1.0,3.0,2.0,4.0,94.0,5.0,3.0,5.0,7.0,3.0,24.0,232.0,6.0,30.0,25.0,4.0,1.0,,,1.0,1.0,2.0,1.0,,4.0,0.0,,7.0,6.0,6.0,6.0,5.0,49.0,43.0,,,,2.0,5.0,6.0,10.0,2.0,4.0,1.0,0.0,3.0,1.0,61.0,66.0,2.0,31.0,23.0,0.354978,0.4699,0.0817,0.5328,0.3277,63.0,14.0,15.0,,3.0,1.0,2.0,135.0,,,,,10.0,0.0,1.0,,23.0,,15.0,15.0,1.0,0.0,5.0,67.0,63.0,33.0,3.0,1.0,1.0,4.0,3.0,300.0,1.0,,0.0,42.0,47.0,21.0,129.0,129.0,3.0,9.0,24.0,43.7,,,,,11.0,0.0,75.0,1.0,1.0,3.0,1.0,,2.0,2.0,0.0,2.0,38.0,217.0,5.0,5.0,156.0,21.0,31.0,12.0,2.0,8.0,6.0,,92.0,12.0,178.0,1.0,3.0,23.0,6.0,58.0,3.0,326.0,0.0,11.0,19.0,12.0,1.0,500.0,15.0,13.0,0.0,7.0,2.0,12.0,0.0
2645210,2,2026-08-30 14:00:00,2,Leeds,Home,168.0,17.0,,3.0,3.0,2.0,117.0,5.0,,5.0,7.0,9.0,28.0,282.0,10.0,18.0,21.0,6.0,,1.0,1.0,0.0,1.0,1.0,,,9.0,0.0,,2.0,17.0,5.0,6.0,6.0,58.0,47.0,1.0,,1.0,1.0,4.0,6.0,10.0,5.0,9.0,8.0,0.0,6.0,2.0,52.0,62.0,1.0,46.0,32.0,0.236078,1.4553,0.0664,1.1697,0.8126,62.0,5.0,13.0,1.0,4.0,3.0,1.0,141.0,1.0,,1.0,,8.0,1.0,2.0,,32.0,,11.0,11.0,3.0,0.0,5.0,84.0,60.0,31.0,6.0,0.0,3.0,4.0,2.0,349.0,10.0,,0.0,33.0,53.0,34.0,153.0,153.0,3.0,19.0,18.0,46.6,,,1.0,,14.0,0.0,86.0,4.0,,4.0,1.0,1.0,4.0,1.0,0.0,5.0,62.0,267.0,4.0,7.0,193.0,33.0,46.0,22.0,5.0,25.0,20.0,1.0,108.0,10.0,201.0,2.0,,21.0,10.0,59.0,2.0,369.0,0.0,12.0,19.0,22.0,0.0,604.0,19.0,11.0,0.0,9.0,5.0,7.0,0.0
2645217,3,2026-09-05 15:00:00,2,Leeds,Away,95.0,9.0,1.0,1.0,,2.0,77.0,3.0,,8.0,7.0,6.0,15.0,171.0,3.0,21.0,21.0,5.0,1.0,5.0,,0.0,,,,1.0,4.0,0.0,1.0,6.0,11.0,9.0,10.0,,39.0,35.0,3.0,4.0,1.0,6.0,9.0,1.0,10.0,6.0,5.0,2.0,0.0,3.0,2.0,54.0,58.0,6.0,35.0,17.0,0.928357,2.4929,,1.9018,0.6811,38.0,16.0,13.0,,2.0,,,122.0,1.0,1.0,,1.0,8.0,0.0,2.0,1.0,17.0,1.0,8.0,8.0,2.0,0.0,8.0,42.0,50.0,19.0,7.0,1.0,2.0,5.0,5.0,224.0,6.0,3.0,0.0,39.0,28.0,33.0,139.0,139.0,2.0,9.0,13.0,32.9,1.0,2.0,,2.0,16.0,0.0,49.0,4.0,,4.0,,,4.0,,0.0,4.0,40.0,157.0,9.0,7.0,115.0,21.0,35.0,12.0,6.0,13.0,7.0,,76.0,5.0,150.0,2.0,,26.0,6.0,52.0,2.0,252.0,0.0,10.0,17.0,16.0,3.0,463.0,19.0,20.0,0.0,7.0,6.0,9.0,0.0
