matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210276,1,2021-08-14 12:30:00,2,Leeds,Away,242.0,20.0,,4.0,4.0,1.0,1.0,105.0,4.0,1.0,10.0,1.0,1.0,23.0,343.0,,,15.0,11.0,9.0,5.0,1.0,2.0,,,,,,,,,,,,,5.0,,,,,3.0,6.0,12.0,4.0,3.0,7.0,62.0,63.0,2.0,2.0,,,21.0,1.0,12.0,,,4.0,5.0,4.0,1.0,3.0,1.0,38.0,51.0,,14.0,3.0,,,35.0,42.0,9.0,10.0,,,2.0,3.0,,148.0,1.0,,1.0,,10.0,1.0,1.0,,3.0,,14.0,14.0,,10.0,116.0,55.0,32.0,5.0,,4.0,3.0,3.0,410.0,3.0,1.0,,52.0,39.0,21.0,,,,,137.0,137.0,4.0,27.0,22.0,51.4,,,,2.0,21.0,0.0,112.0,1.0,2.0,3.0,,,6.0,,3.0,15.0,51.0,322.0,10.0,7.0,280.0,53.0,14.0,12.0,2.0,14.0,12.0,,85.0,1.0,172.0,1.0,1.0,13.0,1.0,62.0,3.0,438.0,1.0,0.0,10.0,23.0,1.0,17.0,2.0,623.0,11.0,20.0,9.0,4.0,13.0,0.0
2210285,2,2021-08-21 15:00:00,2,Leeds,Home,284.0,21.0,1.0,4.0,3.0,1.0,1.0,237.0,8.0,,5.0,,,20.0,517.0,,,21.0,17.0,16.0,8.0,3.0,4.0,,,,,,,,,,,,,10.0,,,,,3.0,4.0,9.0,8.0,7.0,10.0,73.0,57.0,1.0,,1.0,,11.0,7.0,8.0,,,8.0,9.0,7.0,,6.0,3.0,47.0,58.0,,6.0,4.0,,,29.0,58.0,6.0,12.0,1.0,,1.0,2.0,,169.0,2.0,2.0,1.0,1.0,8.0,1.0,,,4.0,1.0,9.0,9.0,,5.0,189.0,69.0,53.0,5.0,1.0,5.0,8.0,4.0,583.0,4.0,1.0,,84.0,103.0,33.0,1.0,1.0,1.0,,150.0,150.0,3.0,20.0,29.0,70.0,,,1.0,,11.0,0.0,175.0,4.0,2.0,6.0,2.0,,6.0,1.0,2.0,10.0,115.0,494.0,7.0,13.0,311.0,42.0,6.0,22.0,7.0,25.0,18.0,,160.0,4.0,320.0,,,5.0,1.0,44.0,,606.0,,0.0,17.0,19.0,1.0,22.0,2.0,811.0,19.0,22.0,12.0,8.0,9.0,0.0
2210293,3,2021-08-29 14:00:00,2,Leeds,Away,262.0,26.0,3.0,4.0,2.0,4.0,1.0,168.0,5.0,,10.0,4.0,2.0,39.0,426.0,,,19.0,32.0,18.0,6.0,3.0,3.0,,,,,,,,,,,,,8.0,,,,,1.0,7.0,9.0,3.0,9.0,3.0,76.0,77.0,1.0,1.0,1.0,2.0,20.0,5.0,8.0,,,5.0,13.0,9.0,,13.0,3.0,72.0,54.0,2.0,16.0,9.0,,,20.0,65.0,9.0,12.0,1.0,,,1.0,,180.0,,,,,7.0,1.0,3.0,,9.0,,8.0,8.0,1.0,10.0,126.0,71.0,44.0,5.0,,4.0,5.0,2.0,497.0,3.0,2.0,,62.0,79.0,32.0,,,,,167.0,167.0,3.0,31.0,31.0,64.1,,,1.0,1.0,20.0,0.0,139.0,2.0,,2.0,,,5.0,1.0,2.0,6.0,71.0,406.0,7.0,9.0,296.0,58.0,16.0,17.0,5.0,27.0,23.0,,117.0,8.0,252.0,3.0,,13.0,3.0,83.0,2.0,521.0,,0.0,12.0,17.0,2.0,20.0,3.0,735.0,24.0,21.0,7.0,5.0,10.0,0.0
2210306,4,2021-09-12 16:30:00,2,Leeds,Home,236.0,23.0,,4.0,4.0,1.0,1.0,96.0,7.0,1.0,11.0,1.0,1.0,18.0,328.0,1.0,,12.0,8.0,7.0,6.0,1.0,,,,,,,,,1.0,,,,,8.0,,,,,1.0,3.0,22.0,8.0,8.0,1.0,54.0,57.0,,,,3.0,17.0,1.0,9.0,1.0,,2.0,8.0,7.0,,4.0,1.0,34.0,37.0,3.0,17.0,10.0,,,19.0,37.0,9.0,7.0,,,2.0,2.0,,136.0,,,,,9.0,,2.0,,10.0,,10.0,10.0,1.0,11.0,105.0,50.0,28.0,11.0,,4.0,3.0,4.0,381.0,15.0,1.0,,50.0,40.0,25.0,,,,,128.0,128.0,3.0,21.0,21.0,44.1,,,,,17.0,0.0,109.0,5.0,1.0,5.0,,,4.0,,3.0,7.0,55.0,308.0,9.0,7.0,266.0,39.0,17.0,11.0,2.0,19.0,17.0,,80.0,1.0,157.0,2.0,1.0,12.0,1.0,44.0,2.0,404.0,1.0,1.0,9.0,16.0,2.0,13.0,2.0,592.0,21.0,25.0,7.0,2.0,8.0,0.0
2210316,5,2021-09-17 20:00:00,2,Leeds,Away,226.0,26.0,,3.0,3.0,,,237.0,9.0,,9.0,2.0,6.0,29.0,460.0,,1.0,26.0,14.0,9.0,15.0,2.0,3.0,1.0,,,,,,,,,,1.0,,18.0,,,,,1.0,5.0,10.0,7.0,10.0,12.0,71.0,55.0,,1.0,,,15.0,4.0,7.0,,1.0,5.0,12.0,6.0,,8.0,2.0,49.0,48.0,,14.0,6.0,,1.0,30.0,56.0,11.0,9.0,,,1.0,,,169.0,1.0,,1.0,,9.0,1.0,,,6.0,,6.0,6.0,,9.0,150.0,74.0,53.0,4.0,1.0,6.0,12.0,9.0,520.0,2.0,3.0,,73.0,76.0,36.0,,,,,136.0,136.0,2.0,24.0,20.0,64.6,,2.0,,,15.0,0.0,151.0,4.0,2.0,6.0,1.0,1.0,9.0,,3.0,13.0,105.0,440.0,5.0,18.0,242.0,41.0,14.0,20.0,5.0,23.0,18.0,1.0,145.0,2.0,322.0,,,11.0,6.0,54.0,1.0,541.0,,0.0,22.0,19.0,2.0,26.0,2.0,745.0,36.0,14.0,11.0,5.0,9.0,0.0
2210326,6,2021-09-25 15:00:00,2,Leeds,Home,214.0,14.0,1.0,2.0,1.0,,,124.0,9.0,,7.0,2.0,3.0,18.0,336.0,,,12.0,19.0,19.0,10.0,,1.0,1.0,,,,,,1.0,,,,,,14.0,,,1.0,,,7.0,12.0,9.0,6.0,9.0,53.0,52.0,1.0,1.0,,2.0,10.0,6.0,7.0,1.0,,5.0,6.0,2.0,,5.0,2.0,51.0,44.0,2.0,16.0,10.0,,,23.0,44.0,10.0,5.0,,,,1.0,,138.0,1.0,1.0,1.0,,10.0,1.0,3.0,,10.0,1.0,4.0,4.0,,7.0,109.0,57.0,21.0,7.0,1.0,2.0,9.0,5.0,395.0,5.0,2.0,1.0,35.0,48.0,27.0,,,,,124.0,124.0,6.0,21.0,18.0,53.5,1.0,3.0,,2.0,10.0,0.0,114.0,4.0,2.0,5.0,,1.0,4.0,1.0,3.0,8.0,71.0,319.0,7.0,11.0,228.0,39.0,16.0,15.0,4.0,13.0,9.0,1.0,109.0,1.0,199.0,4.0,,13.0,3.0,50.0,2.0,414.0,,0.0,15.0,16.0,2.0,15.0,3.0,583.0,27.0,13.0,5.0,5.0,9.0,0.0
2210335,7,2021-10-02 15:00:00,2,Leeds,Home,245.0,26.0,,2.0,2.0,,,162.0,6.0,1.0,4.0,4.0,6.0,30.0,405.0,,3.0,20.0,14.0,11.0,12.0,,1.0,,,1.0,,,1.0,,,,,,,16.0,,1.0,,,2.0,5.0,3.0,2.0,10.0,10.0,62.0,72.0,,,1.0,2.0,20.0,6.0,3.0,,,6.0,14.0,3.0,1.0,9.0,,46.0,49.0,2.0,11.0,2.0,,1.0,19.0,60.0,10.0,15.0,,1.0,6.0,4.0,1.0,165.0,,,,,6.0,,,1.0,2.0,1.0,3.0,3.0,,4.0,136.0,61.0,36.0,3.0,,6.0,6.0,4.0,478.0,1.0,4.0,,50.0,60.0,42.0,,,,,159.0,159.0,9.0,25.0,34.0,66.9,1.0,,,,20.0,0.0,134.0,1.0,,1.0,,,10.0,,2.0,13.0,91.0,388.0,8.0,12.0,265.0,46.0,11.0,20.0,5.0,26.0,21.0,,148.0,1.0,258.0,,1.0,19.0,6.0,60.0,,497.0,,0.0,20.0,14.0,4.0,20.0,0.0,696.0,29.0,18.0,9.0,6.0,11.0,0.0
2210349,8,2021-10-16 15:00:00,2,Leeds,Away,232.0,21.0,,1.0,1.0,2.0,,116.0,13.0,1.0,3.0,6.0,2.0,28.0,347.0,,,26.0,20.0,14.0,2.0,,,,,,,,,,,,,,1.0,3.0,,,,,,11.0,8.0,11.0,2.0,1.0,67.0,61.0,,1.0,,2.0,19.0,1.0,17.0,1.0,,1.0,3.0,5.0,,14.0,1.0,73.0,61.0,2.0,15.0,7.0,,1.0,35.0,46.0,14.0,15.0,,,,,,175.0,,,,,15.0,,,,7.0,,15.0,15.0,2.0,3.0,104.0,71.0,38.0,8.0,,1.0,1.0,,420.0,3.0,1.0,,36.0,62.0,17.0,,,,,158.0,158.0,2.0,29.0,26.0,54.7,,,,,19.0,0.0,106.0,2.0,2.0,3.0,2.0,,2.0,,3.0,23.0,57.0,319.0,8.0,2.0,277.0,54.0,15.0,19.0,1.0,9.0,8.0,,91.0,7.0,184.0,,1.0,25.0,2.0,73.0,2.0,452.0,,0.0,3.0,21.0,1.0,26.0,3.0,647.0,11.0,20.0,11.0,1.0,14.0,0.0
2210357,9,2021-10-23 15:00:00,2,Leeds,Home,203.0,20.0,3.0,9.0,6.0,2.0,3.0,208.0,4.0,3.0,5.0,6.0,4.0,25.0,402.0,,,13.0,12.0,12.0,9.0,4.0,4.0,,,,,,,,,,,,,11.0,1.0,,,,2.0,13.0,5.0,3.0,13.0,5.0,60.0,70.0,1.0,1.0,1.0,,16.0,5.0,11.0,,,6.0,8.0,3.0,,11.0,,54.0,70.0,,12.0,4.0,,1.0,27.0,54.0,15.0,12.0,1.0,,5.0,4.0,,142.0,,,,,4.0,,,,4.0,,14.0,14.0,2.0,5.0,136.0,55.0,37.0,3.0,,6.0,7.0,4.0,479.0,2.0,2.0,,64.0,95.0,38.0,,,,1.0,141.0,141.0,11.0,22.0,32.0,63.0,,,1.0,1.0,16.0,0.0,156.0,1.0,2.0,3.0,1.0,,9.0,,3.0,9.0,92.0,388.0,6.0,13.0,220.0,41.0,12.0,26.0,6.0,21.0,15.0,,144.0,3.0,295.0,,3.0,17.0,6.0,48.0,1.0,494.0,,0.0,18.0,25.0,2.0,14.0,2.0,717.0,39.0,17.0,21.0,6.0,15.0,0.0
2210367,10,2021-10-31 14:00:00,2,Leeds,Away,148.0,17.0,,2.0,2.0,,1.0,106.0,5.0,1.0,11.0,4.0,3.0,24.0,252.0,,1.0,22.0,20.0,23.0,8.0,2.0,,1.0,,,,,,,,,,,,11.0,,,,,2.0,13.0,5.0,9.0,6.0,7.0,44.0,64.0,1.0,1.0,,2.0,14.0,5.0,14.0,,,,5.0,,,8.0,3.0,74.0,68.0,2.0,20.0,13.0,,,27.0,44.0,23.0,13.0,1.0,,3.0,2.0,,143.0,2.0,,2.0,,9.0,2.0,1.0,,13.0,,7.0,7.0,,11.0,77.0,66.0,33.0,5.0,1.0,2.0,10.0,6.0,323.0,4.0,3.0,,26.0,44.0,19.0,,,,,141.0,141.0,3.0,23.0,25.0,52.1,,,,,14.0,0.0,81.0,1.0,1.0,2.0,,1.0,2.0,,3.0,14.0,59.0,235.0,6.0,12.0,187.0,33.0,20.0,22.0,,7.0,7.0,1.0,88.0,4.0,165.0,1.0,1.0,21.0,5.0,58.0,,345.0,,0.0,13.0,21.0,4.0,24.0,4.0,554.0,21.0,21.0,13.0,,10.0,0.0
