season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attLgRight,clearanceOffLine,attPenMiss,attPenPost,attLgLeft,expectedGoalsOnTarget,subsGoals,penaltySave,attOboxOwnGoal,keeperGoals,winningGoal
2021-22,2210377,11,2021-11-07 14:00:00,13,Leicester,Away,159.0,9.0,1.0,1.0,,3.0,,95.0,10.0,,6.0,2.0,4.0,17.0,253.0,,1.0,7.0,7.0,15.0,4.0,,3.0,,,,,,,,,,,1.0,6.0,,,,,,,4.0,10.0,8.0,7.0,2.0,44.0,74.0,,1.0,,4.0,22.0,,11.0,1.0,5.0,3.0,,,5.0,3.0,35.0,65.0,4.0,32.0,14.0,,,,,,,38.0,48.0,5.0,12.0,1.0,,2.0,2.0,,159.0,1.0,,,1.0,,,14.0,1.0,1.0,,14.0,1.0,9.0,9.0,3.0,6.0,86.0,61.0,24.0,10.0,,3.0,2.0,3.0,326.0,4.0,2.0,,51.0,22.0,23.0,,,,,151.0,151.0,7.0,30.0,28.0,44.2,,,1.0,,22.0,0.0,67.0,2.0,2.0,4.0,,,,6.0,,3.0,16.0,49.0,235.0,7.0,5.0,190.0,29.0,32.0,12.0,5.0,10.0,5.0,,93.0,5.0,176.0,1.0,,14.0,5.0,55.0,2.0,356.0,,0.0,9.0,33.0,2.0,11.0,1.0,554.0,18.0,19.0,5.0,5.0,18.0,0.0,,,,,,,,,,,
2021-22,2210377,11,2021-11-07 14:00:00,2,Leeds,Home,183.0,13.0,2.0,4.0,2.0,,,155.0,9.0,,7.0,2.0,3.0,24.0,334.0,,,24.0,15.0,7.0,8.0,3.0,9.0,,1.0,,,,1.0,,,,,,8.0,,,,,,,11.0,7.0,2.0,10.0,8.0,55.0,81.0,3.0,3.0,,,25.0,4.0,5.0,,10.0,12.0,9.0,,14.0,1.0,65.0,35.0,,14.0,5.0,,1.0,,,,,38.0,53.0,12.0,5.0,,,2.0,1.0,1.0,168.0,,,,,,,10.0,,1.0,,5.0,1.0,18.0,18.0,2.0,7.0,101.0,65.0,40.0,5.0,1.0,5.0,6.0,5.0,413.0,,1.0,,71.0,50.0,44.0,,,,,180.0,180.0,7.0,27.0,40.0,55.8,,2.0,,1.0,25.0,0.0,107.0,2.0,,2.0,,,,9.0,,2.0,22.0,103.0,318.0,15.0,11.0,210.0,39.0,14.0,30.0,9.0,31.0,22.0,,149.0,,252.0,1.0,,10.0,4.0,52.0,1.0,431.0,,0.0,18.0,12.0,1.0,25.0,1.0,675.0,27.0,20.0,11.0,10.0,9.0,0.0,,,,,,,,,,,
2021-22,2210380,11,2021-11-07 16:30:00,14,Liverpool,Away,219.0,34.0,,6.0,6.0,2.0,1.0,377.0,2.0,1.0,4.0,3.0,4.0,27.0,590.0,1.0,1.0,16.0,17.0,19.0,9.0,2.0,,,1.0,,,,1.0,1.0,,,,,13.0,,,,,,2.0,2.0,6.0,2.0,12.0,4.0,98.0,69.0,2.0,2.0,,2.0,18.0,6.0,9.0,1.0,2.0,15.0,6.0,1.0,3.0,,40.0,44.0,2.0,13.0,6.0,,,,,,,25.0,93.0,6.0,9.0,,,5.0,1.0,1.0,221.0,2.0,,1.0,2.0,,,3.0,1.0,1.0,,6.0,,12.0,12.0,,4.0,180.0,59.0,41.0,3.0,,4.0,9.0,5.0,663.0,2.0,1.0,1.0,92.0,74.0,46.0,,,,,143.0,143.0,6.0,22.0,36.0,69.1,,,,,18.0,0.0,184.0,1.0,,1.0,,,,5.0,,3.0,16.0,186.0,571.0,9.0,13.0,233.0,63.0,13.0,15.0,2.0,24.0,22.0,,250.0,4.0,474.0,1.0,1.0,8.0,4.0,47.0,,683.0,2.0,0.0,16.0,6.0,5.0,19.0,1.0,857.0,45.0,20.0,10.0,2.0,4.0,0.0,,,,,,,,,,,
2021-22,2210380,11,2021-11-07 16:30:00,21,West Ham,Home,114.0,15.0,2.0,4.0,2.0,3.0,,101.0,6.0,,3.0,2.0,1.0,26.0,211.0,1.0,1.0,12.0,19.0,17.0,3.0,1.0,2.0,1.0,,,,,,,,,,,4.0,,,1.0,,,1.0,4.0,12.0,4.0,5.0,2.0,42.0,72.0,2.0,,2.0,2.0,18.0,2.0,10.0,1.0,3.0,9.0,3.0,1.0,3.0,2.0,44.0,40.0,2.0,35.0,16.0,,,,,,,25.0,52.0,11.0,6.0,,,1.0,1.0,,134.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,,2.0,16.0,1.0,14.0,14.0,,3.0,62.0,57.0,22.0,2.0,1.0,1.0,5.0,3.0,278.0,6.0,1.0,,69.0,29.0,17.0,,,,,130.0,130.0,2.0,42.0,18.0,30.9,1.0,,,,18.0,0.0,61.0,3.0,,3.0,,2.0,1.0,2.0,,3.0,9.0,51.0,199.0,7.0,6.0,145.0,37.0,35.0,12.0,3.0,16.0,13.0,2.0,86.0,10.0,170.0,,,15.0,1.0,62.0,2.0,299.0,1.0,0.0,7.0,8.0,1.0,15.0,1.0,478.0,12.0,18.0,9.0,3.0,3.0,0.0,,,,,,,,,,,
2021-22,2210383,12,2021-11-20 12:30:00,13,Leicester,Home,179.0,10.0,,2.0,2.0,1.0,,97.0,6.0,,7.0,2.0,2.0,13.0,274.0,,,27.0,13.0,8.0,2.0,1.0,,,,,,,,,,,,,4.0,,,,,,,12.0,9.0,7.0,1.0,3.0,50.0,60.0,1.0,1.0,,1.0,23.0,,13.0,,3.0,1.0,3.0,,7.0,2.0,56.0,44.0,1.0,11.0,5.0,,,,,,,30.0,43.0,15.0,8.0,,,,,,148.0,,,,,,,7.0,,,,5.0,,13.0,13.0,,7.0,82.0,52.0,20.0,5.0,,1.0,2.0,3.0,350.0,2.0,1.0,,33.0,43.0,12.0,,,,,142.0,142.0,9.0,19.0,22.0,38.3,,,,1.0,23.0,0.0,94.0,3.0,1.0,4.0,,,,1.0,,3.0,17.0,48.0,258.0,10.0,3.0,210.0,34.0,11.0,16.0,2.0,6.0,4.0,,86.0,4.0,170.0,,,15.0,2.0,45.0,3.0,374.0,,0.0,4.0,20.0,,30.0,3.0,553.0,4.0,16.0,8.0,3.0,9.0,0.0,,,,,,,,,,,
2021-22,2210383,12,2021-11-20 12:30:00,8,Chelsea,Away,282.0,26.0,1.0,3.0,2.0,3.0,,237.0,3.0,,4.0,3.0,10.0,27.0,516.0,1.0,2.0,23.0,8.0,13.0,8.0,1.0,1.0,,,1.0,,,2.0,,,,,,11.0,,,1.0,,,2.0,6.0,1.0,3.0,9.0,7.0,89.0,71.0,5.0,3.0,2.0,,24.0,2.0,8.0,,5.0,3.0,3.0,1.0,13.0,2.0,44.0,56.0,,10.0,5.0,,,,,,,30.0,52.0,8.0,15.0,,,3.0,1.0,2.0,214.0,3.0,1.0,2.0,2.0,1.0,,4.0,2.0,,,5.0,1.0,4.0,4.0,,4.0,160.0,82.0,61.0,3.0,1.0,5.0,7.0,7.0,586.0,,,,41.0,108.0,20.0,,,,,147.0,147.0,6.0,25.0,35.0,61.7,1.0,,,,24.0,0.0,144.0,,3.0,3.0,,,,7.0,,3.0,13.0,102.0,496.0,13.0,12.0,316.0,44.0,10.0,20.0,5.0,12.0,7.0,,135.0,7.0,303.0,,,12.0,11.0,47.0,4.0,607.0,1.0,0.0,16.0,15.0,3.0,24.0,1.0,803.0,22.0,22.0,13.0,5.0,13.0,0.0,,,,,,,,,,,
2021-22,2210381,12,2021-11-20 15:00:00,36,Brighton,Away,331.0,19.0,1.0,3.0,2.0,,,215.0,4.0,,2.0,1.0,,33.0,543.0,,,19.0,9.0,16.0,4.0,,,,,,,,,,,,,,6.0,,,,,,,7.0,7.0,2.0,3.0,3.0,101.0,53.0,1.0,1.0,,3.0,20.0,4.0,8.0,,6.0,14.0,3.0,,6.0,3.0,46.0,56.0,3.0,21.0,10.0,,,,,,,25.0,68.0,13.0,7.0,,,,1.0,,172.0,,,,,,,6.0,,,,10.0,,3.0,3.0,,2.0,166.0,60.0,42.0,5.0,,,4.0,2.0,592.0,3.0,,,62.0,116.0,24.0,,,,,115.0,115.0,4.0,25.0,21.0,63.0,,,,1.0,20.0,0.0,169.0,3.0,,3.0,,1.0,,,,3.0,8.0,102.0,529.0,7.0,4.0,350.0,36.0,21.0,27.0,6.0,24.0,18.0,,136.0,1.0,282.0,,,7.0,,53.0,,608.0,,0.0,6.0,16.0,,20.0,3.0,786.0,12.0,12.0,17.0,7.0,11.0,0.0,,,,,,,,,,,
2021-22,2210381,12,2021-11-20 15:00:00,7,Aston Villa,Home,137.0,15.0,1.0,4.0,3.0,1.0,,157.0,4.0,,1.0,,3.0,13.0,290.0,,,16.0,16.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,,,7.0,,,,,,1.0,5.0,3.0,3.0,7.0,2.0,48.0,51.0,,,1.0,6.0,17.0,3.0,17.0,,5.0,9.0,5.0,1.0,10.0,,56.0,46.0,6.0,15.0,6.0,,,,,,,25.0,41.0,7.0,13.0,1.0,,2.0,2.0,,110.0,1.0,,,1.0,,1.0,5.0,1.0,2.0,,6.0,,9.0,9.0,,1.0,92.0,38.0,20.0,7.0,,,6.0,5.0,331.0,4.0,,,62.0,31.0,31.0,,,,,112.0,112.0,6.0,24.0,18.0,37.0,,,,,17.0,0.0,102.0,2.0,,2.0,,2.0,1.0,1.0,,3.0,17.0,81.0,275.0,7.0,6.0,157.0,34.0,15.0,14.0,3.0,19.0,16.0,2.0,111.0,2.0,214.0,2.0,,10.0,3.0,39.0,1.0,352.0,1.0,0.0,9.0,16.0,1.0,20.0,3.0,535.0,23.0,14.0,8.0,5.0,10.0,0.0,,,,,,,,,,,
2021-22,2210382,12,2021-11-20 15:00:00,31,Crystal Palace,Away,209.0,13.0,3.0,6.0,3.0,1.0,,189.0,8.0,1.0,9.0,6.0,5.0,21.0,392.0,,2.0,19.0,31.0,16.0,10.0,2.0,5.0,2.0,,1.0,,,1.0,,,,,,12.0,,,,,,,7.0,10.0,5.0,12.0,6.0,74.0,68.0,2.0,1.0,1.0,3.0,14.0,4.0,5.0,,6.0,6.0,8.0,1.0,7.0,4.0,66.0,42.0,3.0,26.0,14.0,,,,,,,22.0,48.0,15.0,14.0,2.0,,3.0,1.0,1.0,164.0,2.0,,2.0,2.0,,,8.0,2.0,,,14.0,1.0,3.0,3.0,1.0,9.0,120.0,79.0,39.0,3.0,,4.0,10.0,8.0,462.0,2.0,,,62.0,65.0,30.0,,,,,140.0,140.0,3.0,28.0,28.0,60.5,,2.0,1.0,1.0,14.0,0.0,130.0,4.0,2.0,6.0,,,2.0,6.0,1.0,3.0,9.0,95.0,368.0,7.0,14.0,236.0,34.0,26.0,14.0,5.0,20.0,15.0,2.0,123.0,3.0,272.0,,1.0,30.0,5.0,58.0,,488.0,,0.0,18.0,6.0,3.0,21.0,3.0,676.0,28.0,13.0,6.0,6.0,2.0,0.0,,,,,,,,,,,
2021-22,2210382,12,2021-11-20 15:00:00,90,Burnley,Home,97.0,11.0,1.0,7.0,6.0,5.0,2.0,123.0,3.0,1.0,3.0,12.0,3.0,27.0,213.0,,,17.0,16.0,31.0,4.0,2.0,1.0,,,1.0,,,1.0,,,,,1.0,7.0,,,,,,6.0,9.0,12.0,6.0,10.0,5.0,48.0,61.0,1.0,1.0,,2.0,15.0,2.0,6.0,,3.0,9.0,6.0,1.0,2.0,,42.0,66.0,2.0,16.0,7.0,,1.0,,,,,22.0,55.0,14.0,15.0,2.0,,5.0,6.0,1.0,153.0,3.0,1.0,3.0,1.0,2.0,,5.0,1.0,,,7.0,,6.0,6.0,1.0,3.0,63.0,68.0,28.0,6.0,,2.0,7.0,9.0,292.0,4.0,,,63.0,50.0,39.0,,,,,142.0,142.0,3.0,25.0,28.0,39.5,,2.0,1.0,1.0,15.0,0.0,47.0,4.0,1.0,5.0,,,,4.0,,2.0,13.0,52.0,201.0,5.0,9.0,118.0,34.0,16.0,9.0,3.0,24.0,21.0,,93.0,13.0,217.0,,1.0,33.0,4.0,71.0,1.0,311.0,,0.0,15.0,15.0,1.0,20.0,2.0,488.0,19.0,17.0,5.0,3.0,11.0,0.0,,,,,,,,,,,
2021-22,2210386,12,2021-11-20 15:00:00,4,Newcastle,Home,118.0,14.0,3.0,10.0,7.0,,,148.0,3.0,,1.0,4.0,2.0,32.0,256.0,,,31.0,15.0,26.0,16.0,2.0,3.0,,,,,,,1.0,,,,,17.0,,,,,,3.0,7.0,7.0,4.0,16.0,7.0,57.0,61.0,3.0,2.0,2.0,,18.0,5.0,2.0,,8.0,9.0,13.0,1.0,9.0,1.0,50.0,62.0,,18.0,9.0,1.0,,,,,,34.0,51.0,13.0,11.0,2.0,,3.0,2.0,,131.0,2.0,1.0,2.0,1.0,1.0,,6.0,2.0,,1.0,9.0,,10.0,10.0,2.0,1.0,91.0,68.0,30.0,2.0,,9.0,11.0,9.0,330.0,3.0,3.0,1.0,47.0,55.0,41.0,,,,,167.0,167.0,5.0,27.0,26.0,52.2,,2.0,1.0,,18.0,0.0,75.0,1.0,1.0,1.0,,,,9.0,,2.0,14.0,78.0,242.0,9.0,20.0,152.0,38.0,18.0,24.0,7.0,31.0,24.0,,114.0,3.0,233.0,,,21.0,3.0,71.0,,354.0,2.0,0.0,23.0,13.0,1.0,32.0,2.0,582.0,37.0,23.0,12.0,8.0,6.0,0.0,,1.0,,,,,,,,,
2021-22,2210386,12,2021-11-20 15:00:00,94,Brentford,Away,114.0,22.0,,1.0,1.0,3.0,,113.0,5.0,2.0,7.0,8.0,1.0,32.0,226.0,,,17.0,26.0,15.0,5.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,8.0,,,,,,,7.0,16.0,7.0,6.0,4.0,56.0,58.0,1.0,1.0,1.0,3.0,14.0,2.0,12.0,,2.0,7.0,2.0,,7.0,1.0,62.0,50.0,3.0,35.0,18.0,,,,,,,34.0,40.0,11.0,12.0,1.0,,3.0,,1.0,158.0,2.0,,2.0,2.0,,,8.0,2.0,1.0,,18.0,1.0,7.0,7.0,,7.0,62.0,70.0,30.0,8.0,1.0,3.0,4.0,4.0,306.0,6.0,1.0,,48.0,24.0,29.0,,,,,153.0,153.0,3.0,16.0,27.0,47.8,,2.0,1.0,,14.0,0.0,59.0,5.0,1.0,6.0,,,1.0,4.0,,3.0,20.0,55.0,206.0,6.0,7.0,142.0,47.0,35.0,8.0,2.0,11.0,9.0,1.0,92.0,11.0,204.0,1.0,2.0,35.0,3.0,77.0,2.0,335.0,,0.0,10.0,21.0,,23.0,2.0,541.0,21.0,12.0,2.0,2.0,13.0,0.0,,1.0,,,,,,,,,
2021-22,2210387,12,2021-11-20 15:00:00,20,Southampton,Away,215.0,26.0,3.0,7.0,4.0,,,263.0,1.0,,7.0,1.0,6.0,31.0,471.0,2.0,,11.0,23.0,24.0,11.0,1.0,,,,,,,,,,,,,17.0,,,,,,,6.0,5.0,3.0,8.0,9.0,77.0,82.0,,,,2.0,10.0,8.0,4.0,,7.0,11.0,7.0,,8.0,1.0,52.0,61.0,2.0,14.0,9.0,,,,,,,23.0,71.0,9.0,8.0,1.0,,1.0,1.0,,188.0,1.0,,,1.0,,,4.0,1.0,,,9.0,,14.0,14.0,1.0,7.0,149.0,77.0,46.0,5.0,,2.0,11.0,5.0,554.0,2.0,2.0,,76.0,57.0,39.0,,,,,156.0,156.0,5.0,33.0,36.0,63.0,,3.0,,,10.0,0.0,154.0,1.0,1.0,2.0,,,,4.0,1.0,3.0,12.0,134.0,460.0,2.0,13.0,248.0,51.0,14.0,27.0,7.0,26.0,19.0,,173.0,3.0,346.0,,,13.0,6.0,60.0,1.0,568.0,2.0,0.0,17.0,10.0,1.0,13.0,2.0,772.0,38.0,19.0,19.0,7.0,8.0,0.0,,,,,,,,,,,
2021-22,2210387,12,2021-11-20 15:00:00,45,Norwich,Home,97.0,18.0,2.0,3.0,1.0,1.0,,131.0,4.0,,1.0,4.0,3.0,22.0,225.0,,,14.0,24.0,23.0,4.0,1.0,2.0,,,,,,,,,,,,6.0,,,,,,,5.0,8.0,9.0,5.0,3.0,59.0,67.0,,,,,13.0,2.0,19.0,,5.0,10.0,3.0,1.0,6.0,1.0,61.0,52.0,,24.0,14.0,,1.0,,,,,23.0,58.0,8.0,9.0,1.0,,1.0,1.0,,162.0,2.0,1.0,2.0,1.0,1.0,,10.0,1.0,,,14.0,,13.0,13.0,2.0,1.0,61.0,77.0,29.0,7.0,,2.0,5.0,4.0,305.0,7.0,1.0,,54.0,65.0,19.0,,,,,156.0,156.0,11.0,29.0,19.0,37.0,,,3.0,2.0,13.0,0.0,51.0,2.0,2.0,4.0,,,,2.0,,3.0,11.0,78.0,210.0,9.0,7.0,119.0,42.0,24.0,8.0,5.0,19.0,14.0,,126.0,8.0,233.0,,,21.0,3.0,68.0,,333.0,1.0,0.0,8.0,16.0,,18.0,3.0,507.0,15.0,17.0,4.0,5.0,8.0,0.0,,,,,,,,,,,
2021-22,2210389,12,2021-11-20 15:00:00,1,Man Utd,Away,290.0,24.0,,3.0,3.0,1.0,,155.0,7.0,,2.0,3.0,5.0,30.0,442.0,,3.0,18.0,15.0,20.0,7.0,,,1.0,,,,,,,,,,1.0,9.0,,,,,,,4.0,15.0,5.0,8.0,1.0,83.0,64.0,3.0,2.0,1.0,,12.0,1.0,4.0,1.0,3.0,6.0,3.0,,13.0,1.0,46.0,51.0,,18.0,7.0,1.0,1.0,,,,,31.0,43.0,5.0,7.0,,,1.0,,,185.0,1.0,,1.0,1.0,,,11.0,1.0,,,7.0,,7.0,7.0,,2.0,148.0,74.0,42.0,9.0,,5.0,3.0,3.0,530.0,7.0,1.0,,52.0,65.0,20.0,,1.0,1.0,,160.0,160.0,2.0,43.0,17.0,61.3,,,,,12.0,0.0,137.0,3.0,,3.0,1.0,,1.0,5.0,,4.0,17.0,57.0,425.0,6.0,8.0,341.0,44.0,18.0,20.0,3.0,12.0,9.0,1.0,88.0,1.0,224.0,,,20.0,5.0,60.0,4.0,553.0,,1.0,9.0,13.0,3.0,19.0,1.0,727.0,20.0,12.0,11.0,3.0,8.0,0.0,,,,,,,,1.0,,,
2021-22,2210389,12,2021-11-20 15:00:00,57,Watford,Home,87.0,14.0,4.0,8.0,4.0,3.0,,145.0,3.0,,,7.0,1.0,28.0,224.0,1.0,,16.0,20.0,15.0,5.0,4.0,4.0,1.0,,1.0,,,2.0,,,,,,13.0,,1.0,,,,,5.0,8.0,1.0,15.0,5.0,61.0,69.0,2.0,2.0,1.0,,12.0,7.0,11.0,1.0,8.0,8.0,8.0,,6.0,1.0,51.0,46.0,,13.0,6.0,,,,,,,31.0,68.0,7.0,5.0,1.0,,4.0,1.0,2.0,152.0,4.0,,3.0,4.0,,,6.0,4.0,,,6.0,,12.0,12.0,1.0,,53.0,72.0,22.0,3.0,2.0,3.0,10.0,7.0,318.0,1.0,1.0,,53.0,66.0,31.0,,,,1.0,155.0,155.0,8.0,21.0,36.0,38.7,,,,1.0,12.0,0.0,69.0,2.0,,2.0,,,1.0,6.0,1.0,3.0,14.0,84.0,216.0,6.0,13.0,99.0,25.0,13.0,11.0,6.0,23.0,17.0,1.0,146.0,5.0,259.0,,,33.0,2.0,68.0,1.0,335.0,1.0,0.0,20.0,22.0,,21.0,2.0,505.0,35.0,9.0,4.0,9.0,13.0,0.0,,,,,,,,,,,
2021-22,2210390,12,2021-11-20 15:00:00,21,West Ham,Away,216.0,17.0,1.0,6.0,5.0,,,206.0,9.0,1.0,5.0,2.0,,23.0,416.0,,,13.0,11.0,11.0,4.0,1.0,1.0,,,,,,,,,,,,7.0,,,,,,,2.0,8.0,7.0,3.0,5.0,65.0,50.0,,,,1.0,12.0,2.0,14.0,,3.0,13.0,6.0,,5.0,1.0,50.0,38.0,1.0,22.0,9.0,,,,,,,26.0,55.0,9.0,6.0,,,1.0,1.0,,144.0,,,,,,,11.0,,1.0,1.0,9.0,,12.0,12.0,,5.0,138.0,64.0,40.0,7.0,,2.0,3.0,3.0,464.0,3.0,3.0,,76.0,63.0,25.0,,,,,118.0,118.0,3.0,25.0,17.0,47.6,,,,1.0,12.0,0.0,135.0,1.0,3.0,4.0,,,,3.0,,3.0,15.0,88.0,401.0,6.0,5.0,229.0,36.0,22.0,21.0,3.0,23.0,20.0,,120.0,2.0,276.0,1.0,1.0,7.0,,45.0,1.0,482.0,,0.0,8.0,12.0,,17.0,1.0,658.0,16.0,10.0,9.0,3.0,7.0,0.0,,,,,,,,,,,
2021-22,2210390,12,2021-11-20 15:00:00,39,Wolves,Home,267.0,22.0,2.0,4.0,2.0,1.0,1.0,189.0,4.0,2.0,7.0,2.0,10.0,30.0,452.0,,1.0,13.0,11.0,11.0,8.0,3.0,3.0,1.0,,,,,,,,,,1.0,11.0,,,,,,1.0,3.0,3.0,5.0,8.0,7.0,72.0,59.0,2.0,2.0,,5.0,8.0,3.0,9.0,,7.0,12.0,4.0,,5.0,,38.0,50.0,5.0,20.0,12.0,,,,,,,26.0,51.0,6.0,8.0,1.0,,1.0,2.0,,159.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,12.0,,14.0,14.0,,7.0,156.0,66.0,42.0,3.0,,6.0,6.0,5.0,514.0,2.0,3.0,,54.0,61.0,26.0,,,,,122.0,122.0,5.0,19.0,27.0,52.4,,,,1.0,8.0,0.0,143.0,,3.0,3.0,,,1.0,7.0,,2.0,11.0,85.0,441.0,1.0,12.0,292.0,39.0,20.0,21.0,7.0,25.0,18.0,1.0,110.0,3.0,263.0,1.0,2.0,13.0,11.0,54.0,,530.0,,0.0,15.0,17.0,3.0,13.0,1.0,707.0,20.0,8.0,14.0,7.0,13.0,0.0,,,,,,,,,,,
2021-22,2210384,12,2021-11-20 17:30:00,14,Liverpool,Home,337.0,19.0,1.0,5.0,4.0,2.0,2.0,233.0,3.0,,2.0,2.0,4.0,30.0,565.0,1.0,,15.0,11.0,11.0,8.0,2.0,2.0,,,,,,,,,,,,15.0,,,,,,2.0,11.0,3.0,2.0,16.0,3.0,109.0,57.0,4.0,1.0,4.0,,7.0,7.0,9.0,,6.0,5.0,4.0,,3.0,1.0,52.0,44.0,,9.0,3.0,,,,,,,24.0,52.0,15.0,11.0,3.0,,2.0,2.0,,185.0,3.0,1.0,3.0,2.0,1.0,,3.0,3.0,,,3.0,,4.0,4.0,,2.0,175.0,84.0,58.0,1.0,,3.0,10.0,9.0,617.0,2.0,3.0,,56.0,82.0,27.0,,,,,125.0,125.0,10.0,17.0,28.0,62.5,,,,,7.0,0.0,170.0,1.0,2.0,3.0,,,,3.0,1.0,3.0,16.0,72.0,545.0,3.0,13.0,352.0,51.0,9.0,24.0,6.0,17.0,11.0,,112.0,6.0,304.0,,,6.0,5.0,56.0,2.0,639.0,1.0,0.0,19.0,14.0,,17.0,2.0,807.0,41.0,14.0,9.0,6.0,8.0,0.0,,,,,,,,,,,
2021-22,2210384,12,2021-11-20 17:30:00,3,Arsenal,Away,195.0,13.0,,2.0,2.0,,,118.0,5.0,,4.0,4.0,4.0,24.0,311.0,,1.0,14.0,11.0,11.0,5.0,,,1.0,,,,,,,,,,,5.0,,,,,,,6.0,16.0,3.0,3.0,2.0,61.0,59.0,,,,,7.0,2.0,9.0,,1.0,5.0,1.0,,8.0,3.0,44.0,52.0,,18.0,9.0,1.0,2.0,,,,,24.0,48.0,12.0,15.0,,,,,,151.0,,,,,,,8.0,,,1.0,9.0,,8.0,8.0,,4.0,85.0,54.0,29.0,6.0,,,5.0,3.0,353.0,6.0,1.0,,30.0,46.0,15.0,,,,,119.0,119.0,,30.0,23.0,37.5,,,,1.0,7.0,0.0,87.0,5.0,,5.0,,1.0,1.0,,1.0,3.0,8.0,52.0,285.0,4.0,5.0,223.0,26.0,18.0,15.0,1.0,7.0,6.0,1.0,79.0,2.0,168.0,,,15.0,4.0,51.0,8.0,384.0,1.0,0.0,5.0,18.0,3.0,16.0,0.0,556.0,5.0,16.0,9.0,1.0,6.0,0.0,,,,,,,,,,,
2021-22,2210385,12,2021-11-21 14:00:00,11,Everton,Away,97.0,15.0,,4.0,4.0,,,79.0,3.0,,2.0,2.0,,15.0,172.0,,,8.0,15.0,5.0,2.0,,,,,,,1.0,1.0,,,,1.0,,3.0,,,,,,,7.0,12.0,5.0,3.0,1.0,44.0,48.0,,,,3.0,16.0,3.0,8.0,,1.0,9.0,2.0,,7.0,1.0,45.0,38.0,3.0,17.0,6.0,1.0,,,,,,19.0,25.0,7.0,5.0,,,2.0,1.0,1.0,113.0,,,,,,,13.0,,1.0,,6.0,,6.0,6.0,2.0,2.0,44.0,52.0,22.0,7.0,,,2.0,1.0,224.0,4.0,,,29.0,39.0,16.0,,,,,117.0,117.0,1.0,33.0,7.0,22.7,,,,1.0,16.0,0.0,46.0,2.0,2.0,4.0,,,,,1.0,3.0,10.0,46.0,162.0,7.0,2.0,126.0,35.0,17.0,18.0,1.0,13.0,12.0,,66.0,1.0,134.0,2.0,,19.0,,55.0,2.0,247.0,,0.0,4.0,18.0,,9.0,1.0,401.0,11.0,15.0,10.0,1.0,7.0,0.0,,,,,,,,,,,
