season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickGoal,attIboxOwnGoal,attLgCentre,ownGoals,secondYellow,attObxdRight,attPenMiss,attFreekickPost,goalFastbreak,attLgRight,attPenPost,attLgLeft
2017-18,918938,5,2017-09-17 16:00:00,11,Everton,Away,237.0,12.0,1.0,2.0,1.0,,1.0,180.0,4.0,1.0,4.0,7.0,11.0,30.0,415.0,,,15.0,14.0,8.0,3.0,2.0,,,,,,,5.0,,,,,,1.0,6.0,12.0,4.0,5.0,2.0,77.0,63.0,,2.0,,3.0,15.0,2.0,9.0,,1.0,1.0,2.0,1.0,,11.0,1.0,50.0,49.0,3.0,29.0,16.0,1.0,,56.0,14.0,15.0,,,2.0,3.0,,167.0,,,,,,9.0,,,1.0,16.0,,15.0,15.0,1.0,4.0,140.0,84.0,49.0,4.0,,2.0,3.0,3.0,480.0,4.0,2.0,47.0,62.0,17.0,1.0,1.0,1.0,,,135.0,135.0,3.0,32.0,22.0,50.8,,,,,15.0,0.0,126.0,3.0,,3.0,,,2.0,1.0,3.0,55.0,392.0,4.0,5.0,262.0,39.0,29.0,7.0,1.0,7.0,6.0,,95.0,4.0,255.0,,1.0,21.0,12.0,66.0,3.0,510.0,,0.0,7.0,22.0,,19.0,1.0,682.0,6.0,12.0,4.0,1.0,17.0,0.0,,,,,,,,,,,,,
2017-18,918952,6,2017-09-23 12:30:00,21,West Ham,Home,118.0,21.0,2.0,5.0,3.0,3.0,,148.0,3.0,2.0,2.0,13.0,8.0,49.0,261.0,,,23.0,22.0,16.0,6.0,,,,,,,,7.0,,,,,,,8.0,7.0,8.0,6.0,4.0,58.0,65.0,1.0,,1.0,2.0,25.0,1.0,9.0,,1.0,4.0,9.0,12.0,,12.0,1.0,60.0,60.0,2.0,23.0,13.0,,,63.0,10.0,20.0,1.0,,4.0,2.0,,151.0,2.0,,2.0,1.0,1.0,6.0,1.0,,,13.0,,18.0,18.0,1.0,2.0,90.0,85.0,41.0,3.0,1.0,4.0,4.0,4.0,332.0,3.0,2.0,90.0,56.0,30.0,,,,,,173.0,173.0,3.0,28.0,29.0,48.9,,,,,25.0,0.0,68.0,1.0,1.0,2.0,1.0,,5.0,,3.0,66.0,239.0,11.0,8.0,140.0,39.0,23.0,13.0,3.0,26.0,23.0,,111.0,7.0,253.0,,2.0,42.0,10.0,97.0,6.0,367.0,,0.0,10.0,19.0,2.0,28.0,4.0,592.0,18.0,14.0,6.0,4.0,15.0,0.0,,,,,,,,,,,,,
2017-18,918952,6,2017-09-23 12:30:00,6,Spurs,Away,145.0,13.0,,3.0,3.0,2.0,,151.0,3.0,3.0,3.0,4.0,11.0,29.0,293.0,,2.0,24.0,16.0,22.0,8.0,,,,,2.0,,,10.0,,,,1.0,1.0,1.0,10.0,6.0,4.0,7.0,8.0,33.0,66.0,1.0,,2.0,3.0,24.0,3.0,6.0,,,3.0,5.0,8.0,,14.0,,60.0,60.0,3.0,39.0,25.0,,,53.0,20.0,10.0,2.0,,2.0,,2.0,163.0,1.0,,1.0,1.0,,8.0,2.0,,,25.0,2.0,9.0,9.0,,3.0,99.0,81.0,42.0,4.0,1.0,4.0,5.0,5.0,368.0,1.0,3.0,72.0,46.0,28.0,,,,,,160.0,160.0,3.0,31.0,28.0,51.1,2.0,,,,24.0,0.0,99.0,2.0,,2.0,,,7.0,,3.0,58.0,276.0,11.0,9.0,167.0,32.0,39.0,14.0,3.0,16.0,13.0,,100.0,9.0,243.0,,3.0,20.0,12.0,69.0,5.0,394.0,,1.0,15.0,19.0,5.0,29.0,2.0,618.0,15.0,14.0,9.0,3.0,13.0,0.0,,,,,,1.0,,,1.0,,,,
2017-18,918945,6,2017-09-23 15:00:00,38,Huddersfield,Away,185.0,18.0,,2.0,2.0,7.0,,133.0,2.0,,3.0,15.0,7.0,31.0,316.0,,,27.0,26.0,22.0,5.0,1.0,,,,1.0,,,6.0,,,,,,,6.0,1.0,3.0,2.0,7.0,70.0,71.0,,,,,18.0,2.0,7.0,,,4.0,4.0,10.0,,10.0,,60.0,61.0,,35.0,21.0,,,60.0,14.0,9.0,,1.0,3.0,2.0,1.0,178.0,,,,,,5.0,,2.0,,21.0,,17.0,17.0,1.0,3.0,87.0,78.0,33.0,3.0,,4.0,2.0,2.0,394.0,1.0,1.0,58.0,73.0,25.0,,,,,,153.0,153.0,,34.0,29.0,48.0,,,,,18.0,0.0,82.0,,2.0,3.0,1.0,,5.0,,3.0,58.0,305.0,7.0,6.0,213.0,29.0,35.0,11.0,2.0,18.0,16.0,,94.0,21.0,222.0,2.0,,45.0,9.0,77.0,3.0,417.0,,0.0,9.0,25.0,,31.0,2.0,632.0,4.0,12.0,6.0,4.0,21.0,0.0,,,,,,,,,,,,,
2017-18,918945,6,2017-09-23 15:00:00,90,Burnley,Home,156.0,18.0,1.0,2.0,1.0,2.0,,179.0,2.0,1.0,6.0,14.0,8.0,43.0,333.0,,1.0,26.0,22.0,26.0,2.0,,,,,,,,4.0,,,,,,,7.0,2.0,7.0,1.0,3.0,90.0,70.0,1.0,1.0,,4.0,14.0,1.0,6.0,,,3.0,3.0,4.0,,19.0,1.0,61.0,60.0,4.0,22.0,10.0,,,86.0,9.0,13.0,,1.0,2.0,2.0,,187.0,,,,,,7.0,,1.0,,10.0,,13.0,13.0,,6.0,90.0,100.0,56.0,4.0,,1.0,1.0,2.0,434.0,2.0,1.0,85.0,59.0,26.0,,,,,,182.0,182.0,3.0,20.0,37.0,52.0,,,,1.0,14.0,0.0,89.0,1.0,1.0,2.0,,,1.0,,2.0,75.0,322.0,7.0,2.0,175.0,31.0,22.0,13.0,3.0,12.0,9.0,,148.0,14.0,293.0,1.0,1.0,46.0,9.0,89.0,5.0,456.0,,0.0,4.0,15.0,1.0,31.0,3.0,645.0,7.0,12.0,7.0,3.0,9.0,0.0,,,,,,,,,,,,,
2017-18,918946,6,2017-09-23 15:00:00,11,Everton,Home,147.0,18.0,2.0,7.0,5.0,1.0,,194.0,3.0,,2.0,5.0,12.0,31.0,334.0,,1.0,22.0,14.0,15.0,9.0,1.0,,,,,,,9.0,,,,,,,9.0,3.0,5.0,9.0,3.0,66.0,73.0,2.0,2.0,1.0,3.0,16.0,4.0,10.0,,2.0,4.0,16.0,3.0,,6.0,2.0,49.0,46.0,3.0,24.0,6.0,,,76.0,12.0,11.0,,,2.0,2.0,,157.0,1.0,,1.0,1.0,,5.0,2.0,1.0,,6.0,1.0,21.0,21.0,2.0,2.0,102.0,85.0,40.0,6.0,,5.0,6.0,3.0,400.0,2.0,2.0,47.0,75.0,37.0,,,,,,145.0,145.0,7.0,29.0,27.0,50.6,,,3.0,1.0,16.0,0.0,101.0,1.0,2.0,3.0,2.0,,5.0,,3.0,108.0,321.0,6.0,11.0,165.0,35.0,24.0,10.0,3.0,24.0,21.0,,159.0,4.0,285.0,1.0,,25.0,15.0,75.0,3.0,426.0,,0.0,12.0,19.0,1.0,25.0,3.0,623.0,23.0,15.0,3.0,4.0,13.0,0.0,,,,1.0,,,,,,,,,
2017-18,918946,6,2017-09-23 15:00:00,91,Bournemouth,Away,139.0,16.0,3.0,5.0,2.0,2.0,,187.0,4.0,,4.0,3.0,12.0,32.0,321.0,,,12.0,15.0,14.0,5.0,1.0,,,,,,,6.0,,,,,,,3.0,9.0,3.0,3.0,5.0,64.0,61.0,,,,2.0,17.0,2.0,3.0,1.0,,6.0,11.0,5.0,,11.0,,46.0,49.0,2.0,22.0,6.0,,,55.0,11.0,12.0,1.0,,2.0,1.0,,151.0,1.0,,,1.0,,8.0,1.0,3.0,,6.0,,5.0,5.0,1.0,5.0,96.0,72.0,46.0,4.0,,2.0,5.0,4.0,387.0,5.0,5.0,67.0,47.0,32.0,,,,,,156.0,156.0,5.0,21.0,24.0,49.4,,3.0,,1.0,17.0,0.0,104.0,1.0,,,,,2.0,,3.0,87.0,305.0,8.0,7.0,169.0,30.0,22.0,18.0,4.0,21.0,17.0,,128.0,3.0,267.0,3.0,,15.0,12.0,59.0,1.0,415.0,,0.0,8.0,13.0,,20.0,1.0,598.0,17.0,12.0,10.0,6.0,11.0,0.0,,,,,,,,,,,,,
2017-18,918948,6,2017-09-23 15:00:00,31,Crystal Palace,Away,124.0,9.0,,2.0,2.0,1.0,1.0,83.0,6.0,,3.0,7.0,11.0,24.0,205.0,,1.0,17.0,10.0,10.0,3.0,,,,,,,1.0,4.0,,,,,,,4.0,21.0,4.0,2.0,3.0,43.0,58.0,1.0,2.0,,5.0,18.0,3.0,14.0,,,2.0,7.0,2.0,,5.0,2.0,35.0,46.0,5.0,30.0,13.0,,2.0,40.0,7.0,6.0,,,1.0,1.0,,121.0,,,,,,10.0,,1.0,1.0,13.0,2.0,15.0,15.0,2.0,3.0,65.0,62.0,29.0,8.0,,,3.0,,258.0,9.0,,43.0,31.0,13.0,,,,,,109.0,109.0,1.0,34.0,14.0,28.1,,,,1.0,18.0,0.0,52.0,4.0,,4.0,,,2.0,,2.0,30.0,189.0,7.0,4.0,146.0,21.0,30.0,15.0,1.0,11.0,10.0,,65.0,7.0,146.0,1.0,,21.0,14.0,57.0,1.0,281.0,,0.0,5.0,16.0,1.0,21.0,1.0,458.0,11.0,13.0,14.0,2.0,9.0,0.0,,,,,,,,,,,,,
2017-18,918948,6,2017-09-23 15:00:00,43,Man City,Home,230.0,27.0,3.0,7.0,4.0,,,433.0,4.0,1.0,8.0,1.0,15.0,24.0,656.0,2.0,1.0,21.0,10.0,10.0,11.0,2.0,,,,,,1.0,20.0,,,,,,,4.0,2.0,3.0,21.0,4.0,100.0,68.0,8.0,6.0,4.0,4.0,19.0,9.0,14.0,,,8.0,14.0,3.0,,12.0,,46.0,35.0,4.0,6.0,3.0,,,85.0,6.0,6.0,4.0,,2.0,1.0,,176.0,5.0,,4.0,5.0,,5.0,5.0,,,3.0,,11.0,11.0,2.0,8.0,230.0,53.0,44.0,2.0,,5.0,13.0,9.0,709.0,3.0,2.0,105.0,99.0,46.0,,,,,,119.0,119.0,7.0,17.0,35.0,71.9,,,,1.0,19.0,0.0,218.0,,,,1.0,,7.0,1.0,3.0,223.0,642.0,7.0,18.0,239.0,38.0,6.0,18.0,6.0,24.0,18.0,,267.0,2.0,509.0,,1.0,3.0,18.0,34.0,,724.0,5.0,0.0,25.0,6.0,2.0,21.0,3.0,911.0,58.0,16.0,14.0,8.0,3.0,0.0,,,,,,,,,,,,,
2017-18,918949,6,2017-09-23 15:00:00,1,Man Utd,Away,131.0,16.0,2.0,3.0,1.0,3.0,,160.0,4.0,,1.0,11.0,9.0,34.0,288.0,,,13.0,6.0,18.0,5.0,1.0,,1.0,,1.0,,,7.0,,,,,,,6.0,8.0,6.0,6.0,3.0,57.0,63.0,,,1.0,5.0,17.0,2.0,8.0,1.0,1.0,4.0,4.0,1.0,,12.0,2.0,41.0,50.0,5.0,40.0,18.0,,,54.0,9.0,12.0,1.0,,1.0,,1.0,148.0,,,,,,9.0,1.0,1.0,,18.0,,12.0,12.0,2.0,1.0,83.0,67.0,43.0,8.0,,2.0,4.0,4.0,334.0,5.0,2.0,59.0,64.0,20.0,,,,,,130.0,130.0,4.0,28.0,20.0,39.4,,,,,17.0,0.0,80.0,2.0,2.0,3.0,1.0,,3.0,,3.0,72.0,268.0,7.0,6.0,150.0,25.0,40.0,11.0,4.0,9.0,5.0,,115.0,11.0,227.0,1.0,,25.0,11.0,66.0,2.0,368.0,1.0,0.0,9.0,16.0,2.0,18.0,4.0,564.0,17.0,17.0,5.0,4.0,9.0,0.0,,,,,,,,,,,,,
2017-18,918949,6,2017-09-23 15:00:00,20,Southampton,Home,196.0,14.0,4.0,7.0,3.0,4.0,1.0,264.0,2.0,,6.0,7.0,14.0,27.0,453.0,,,20.0,18.0,6.0,8.0,2.0,,,,,,,10.0,,,,,,,8.0,6.0,3.0,8.0,6.0,76.0,72.0,,,,2.0,20.0,4.0,5.0,,,8.0,13.0,8.0,,13.0,1.0,50.0,41.0,2.0,10.0,5.0,,1.0,75.0,12.0,9.0,,,1.0,2.0,,182.0,,,,,,3.0,,,,5.0,,11.0,11.0,1.0,6.0,135.0,65.0,47.0,4.0,,3.0,7.0,4.0,530.0,2.0,2.0,64.0,70.0,50.0,,,,,,148.0,148.0,3.0,32.0,30.0,60.6,,,,,20.0,0.0,151.0,2.0,1.0,3.0,,,6.0,,3.0,128.0,441.0,8.0,10.0,215.0,28.0,10.0,11.0,8.0,31.0,23.0,,179.0,11.0,360.0,,,21.0,14.0,53.0,3.0,544.0,1.0,0.0,14.0,18.0,1.0,21.0,1.0,736.0,25.0,11.0,8.0,8.0,13.0,0.0,,,,,,,,,,,,,
2017-18,918950,6,2017-09-23 15:00:00,110,Stoke,Home,131.0,13.0,1.0,4.0,3.0,3.0,2.0,192.0,2.0,,7.0,5.0,2.0,27.0,319.0,,,24.0,11.0,7.0,6.0,1.0,,,,1.0,,,8.0,,,,,,3.0,4.0,6.0,1.0,7.0,6.0,65.0,63.0,1.0,1.0,,1.0,20.0,4.0,14.0,,,5.0,16.0,3.0,,16.0,,56.0,41.0,1.0,8.0,,1.0,,72.0,5.0,13.0,,,4.0,3.0,1.0,157.0,,,,,,3.0,,,,,,13.0,13.0,,7.0,94.0,71.0,38.0,,,4.0,3.0,2.0,387.0,,6.0,78.0,72.0,38.0,,,,,,156.0,156.0,5.0,26.0,23.0,44.1,,,,,20.0,0.0,91.0,,,,,,7.0,,2.0,109.0,306.0,5.0,8.0,144.0,31.0,8.0,13.0,5.0,27.0,22.0,,161.0,5.0,290.0,,,26.0,4.0,63.0,,407.0,,0.0,13.0,18.0,,27.0,2.0,593.0,21.0,10.0,3.0,5.0,12.0,0.0,,,,,,,,,,,,,
2017-18,918950,6,2017-09-23 15:00:00,8,Chelsea,Away,255.0,10.0,,,,3.0,,211.0,7.0,,7.0,4.0,9.0,24.0,466.0,,2.0,14.0,7.0,11.0,3.0,,,,,,,1.0,7.0,,,,,,,9.0,7.0,6.0,6.0,1.0,71.0,71.0,2.0,1.0,2.0,6.0,15.0,,3.0,,1.0,,5.0,,,11.0,,41.0,56.0,6.0,29.0,16.0,,,46.0,14.0,5.0,4.0,,1.0,,,175.0,3.0,,2.0,3.0,,8.0,4.0,,1.0,16.0,,11.0,11.0,2.0,8.0,141.0,85.0,53.0,5.0,,3.0,3.0,4.0,532.0,4.0,,46.0,58.0,19.0,,,,,,130.0,130.0,2.0,38.0,22.0,55.9,,,,,15.0,0.0,160.0,1.0,1.0,2.0,,,3.0,,3.0,88.0,452.0,9.0,6.0,278.0,25.0,29.0,21.0,,5.0,5.0,,115.0,7.0,274.0,,,21.0,11.0,55.0,1.0,547.0,,0.0,7.0,26.0,5.0,17.0,2.0,739.0,15.0,21.0,14.0,,24.0,0.0,,,,,,,,,,,,,
2017-18,918951,6,2017-09-23 15:00:00,57,Watford,Away,184.0,13.0,,2.0,2.0,2.0,,158.0,4.0,,4.0,8.0,12.0,28.0,340.0,,,18.0,23.0,29.0,3.0,,,,,,,,8.0,,,,,,,10.0,8.0,2.0,4.0,4.0,64.0,60.0,1.0,,2.0,,13.0,2.0,8.0,,,4.0,4.0,3.0,,11.0,1.0,68.0,65.0,,43.0,28.0,,,51.0,16.0,8.0,1.0,1.0,3.0,1.0,,160.0,1.0,,,1.0,,8.0,2.0,1.0,,28.0,,12.0,12.0,1.0,6.0,107.0,78.0,48.0,6.0,1.0,1.0,3.0,4.0,415.0,3.0,2.0,67.0,66.0,20.0,,,,,,151.0,151.0,4.0,22.0,24.0,49.2,,,,1.0,13.0,0.0,102.0,2.0,,2.0,1.0,,2.0,,3.0,63.0,333.0,6.0,4.0,211.0,28.0,43.0,22.0,4.0,12.0,8.0,,96.0,4.0,234.0,1.0,,31.0,13.0,64.0,3.0,433.0,,0.0,8.0,17.0,,22.0,3.0,643.0,21.0,15.0,12.0,4.0,7.0,0.0,,,,,,,,,,,,,
2017-18,918951,6,2017-09-23 15:00:00,80,Swansea,Home,182.0,14.0,2.0,8.0,6.0,2.0,2.0,149.0,1.0,,4.0,6.0,14.0,26.0,323.0,,,21.0,29.0,23.0,3.0,3.0,,,,1.0,,,4.0,,,,,,3.0,3.0,4.0,4.0,8.0,2.0,72.0,53.0,,1.0,1.0,,13.0,4.0,12.0,,,5.0,12.0,11.0,,15.0,2.0,65.0,68.0,,17.0,9.0,,1.0,62.0,9.0,16.0,,1.0,5.0,5.0,1.0,167.0,,,,,,4.0,1.0,,1.0,9.0,,10.0,10.0,2.0,4.0,91.0,67.0,38.0,4.0,,2.0,4.0,3.0,409.0,2.0,,41.0,63.0,47.0,,,,,,166.0,166.0,2.0,23.0,24.0,50.8,,,,,13.0,0.0,99.0,1.0,1.0,2.0,,,3.0,1.0,3.0,54.0,312.0,7.0,6.0,212.0,32.0,17.0,10.0,5.0,33.0,28.0,,97.0,5.0,250.0,,,27.0,16.0,62.0,,429.0,,0.0,10.0,21.0,,24.0,1.0,628.0,20.0,14.0,8.0,6.0,19.0,0.0,,,,,,,,,,,,,
2017-18,918947,6,2017-09-23 17:30:00,13,Leicester,Home,103.0,14.0,1.0,5.0,4.0,4.0,1.0,139.0,4.0,1.0,2.0,5.0,,22.0,237.0,,,30.0,30.0,24.0,5.0,2.0,,,,,,,7.0,,1.0,,,,2.0,6.0,13.0,10.0,9.0,3.0,43.0,67.0,1.0,2.0,2.0,3.0,12.0,3.0,12.0,,1.0,3.0,14.0,7.0,,8.0,1.0,68.0,61.0,3.0,26.0,11.0,,,72.0,13.0,13.0,2.0,,5.0,3.0,,169.0,1.0,,,1.0,,8.0,1.0,1.0,,11.0,,9.0,9.0,2.0,2.0,81.0,91.0,35.0,6.0,,1.0,7.0,7.0,334.0,8.0,4.0,72.0,66.0,43.0,,,,,1.0,196.0,196.0,5.0,23.0,32.0,43.3,,,,,12.0,0.0,67.0,2.0,1.0,3.0,1.0,,2.0,,3.0,61.0,224.0,8.0,8.0,121.0,39.0,26.0,16.0,2.0,26.0,24.0,,125.0,22.0,265.0,1.0,1.0,25.0,1.0,64.0,4.0,360.0,,0.0,12.0,15.0,1.0,41.0,3.0,590.0,15.0,19.0,10.0,3.0,14.0,0.0,,,,,,,,,,,,,
2017-18,918947,6,2017-09-23 17:30:00,14,Liverpool,Away,172.0,21.0,2.0,6.0,4.0,1.0,,186.0,2.0,,5.0,9.0,10.0,26.0,352.0,1.0,,16.0,24.0,30.0,14.0,2.0,1.0,,,1.0,,,20.0,,,,1.0,,,9.0,9.0,3.0,13.0,10.0,65.0,69.0,1.0,1.0,1.0,2.0,13.0,8.0,10.0,,2.0,6.0,8.0,3.0,,9.0,5.0,61.0,68.0,2.0,34.0,18.0,,1.0,75.0,14.0,13.0,2.0,,1.0,,1.0,218.0,2.0,,2.0,2.0,,4.0,2.0,2.0,,18.0,1.0,8.0,8.0,,5.0,104.0,91.0,38.0,3.0,1.0,8.0,10.0,6.0,460.0,3.0,1.0,46.0,85.0,29.0,,1.0,1.0,1.0,,183.0,183.0,5.0,26.0,27.0,56.7,1.0,,,1.0,13.0,0.0,99.0,4.0,1.0,5.0,,1.0,9.0,,3.0,110.0,336.0,2.0,18.0,219.0,41.0,34.0,18.0,6.0,17.0,11.0,2.0,160.0,8.0,284.0,2.0,,38.0,12.0,71.0,1.0,486.0,1.0,0.0,23.0,14.0,,25.0,3.0,688.0,37.0,12.0,12.0,6.0,9.0,0.0,,1.0,,,,,,,,1.0,,,
2017-18,918944,6,2017-09-24 16:00:00,36,Brighton,Home,179.0,22.0,1.0,3.0,2.0,7.0,,163.0,6.0,,2.0,4.0,12.0,38.0,339.0,,,21.0,21.0,33.0,4.0,,,,,,,,5.0,,,,,,1.0,3.0,9.0,8.0,5.0,2.0,58.0,52.0,,,,4.0,15.0,2.0,11.0,,,2.0,13.0,5.0,,8.0,2.0,51.0,62.0,4.0,40.0,25.0,,1.0,58.0,6.0,8.0,1.0,,2.0,1.0,,166.0,1.0,,1.0,,1.0,11.0,,1.0,,25.0,,11.0,11.0,3.0,2.0,105.0,74.0,32.0,8.0,,2.0,3.0,3.0,412.0,5.0,2.0,86.0,81.0,28.0,,,,,,145.0,145.0,3.0,21.0,19.0,48.8,,,,,15.0,0.0,109.0,3.0,2.0,5.0,,,2.0,2.0,1.0,82.0,325.0,9.0,5.0,195.0,39.0,40.0,12.0,2.0,21.0,19.0,,128.0,14.0,264.0,1.0,,19.0,13.0,75.0,1.0,438.0,,0.0,7.0,16.0,1.0,25.0,2.0,629.0,20.0,7.0,6.0,2.0,8.0,0.0,,,,,,,1.0,,,,,,
2017-18,918944,6,2017-09-24 16:00:00,4,Newcastle,Away,165.0,13.0,2.0,3.0,1.0,1.0,,203.0,5.0,2.0,4.0,1.0,12.0,13.0,365.0,,,25.0,33.0,21.0,6.0,2.0,,1.0,1.0,3.0,,,11.0,,,,,,1.0,3.0,5.0,2.0,9.0,8.0,62.0,46.0,1.0,2.0,,4.0,15.0,5.0,6.0,,,8.0,8.0,5.0,,9.0,2.0,62.0,51.0,4.0,29.0,14.0,,,51.0,8.0,6.0,,,4.0,1.0,3.0,147.0,,,,,,9.0,,,,14.0,1.0,12.0,12.0,2.0,5.0,121.0,64.0,26.0,2.0,,4.0,4.0,5.0,441.0,1.0,2.0,37.0,75.0,40.0,,,,,,142.0,142.0,3.0,13.0,22.0,51.2,,,,,15.0,0.0,128.0,1.0,1.0,2.0,1.0,,7.0,,3.0,116.0,354.0,2.0,8.0,189.0,34.0,29.0,18.0,6.0,20.0,14.0,,160.0,6.0,289.0,1.0,2.0,16.0,13.0,44.0,,458.0,1.0,0.0,17.0,14.0,1.0,28.0,1.0,658.0,24.0,10.0,11.0,8.0,10.0,0.0,,,,,,,,,,,,,
2017-18,918943,6,2017-09-25 20:00:00,3,Arsenal,Home,220.0,24.0,1.0,3.0,2.0,2.0,2.0,320.0,3.0,,8.0,4.0,18.0,35.0,537.0,,2.0,17.0,21.0,24.0,7.0,2.0,1.0,2.0,1.0,3.0,,,9.0,1.0,,,,,1.0,4.0,4.0,3.0,10.0,6.0,88.0,61.0,1.0,1.0,2.0,2.0,8.0,4.0,10.0,1.0,1.0,7.0,8.0,2.0,,10.0,2.0,53.0,69.0,2.0,24.0,18.0,,1.0,68.0,8.0,17.0,2.0,,7.0,3.0,3.0,185.0,,,,,,6.0,,1.0,2.0,18.0,1.0,12.0,12.0,2.0,8.0,173.0,73.0,57.0,4.0,,4.0,5.0,6.0,595.0,2.0,,68.0,105.0,33.0,,,,,1.0,133.0,133.0,4.0,20.0,28.0,69.1,,,,1.0,8.0,0.0,169.0,3.0,,2.0,,1.0,6.0,,3.0,173.0,520.0,3.0,9.0,234.0,35.0,24.0,19.0,5.0,18.0,13.0,1.0,217.0,5.0,399.0,1.0,,11.0,22.0,53.0,,615.0,1.0,0.0,16.0,15.0,4.0,19.0,1.0,821.0,35.0,22.0,13.0,7.0,9.0,0.0,,,,,,,,,,,,,
2017-18,918943,6,2017-09-25 20:00:00,35,West Brom,Away,84.0,22.0,1.0,3.0,2.0,5.0,,107.0,3.0,1.0,2.0,8.0,3.0,26.0,188.0,,1.0,10.0,24.0,21.0,3.0,1.0,,,,,,,5.0,,,,,,1.0,11.0,10.0,6.0,4.0,3.0,38.0,58.0,,2.0,,2.0,8.0,1.0,13.0,,1.0,4.0,7.0,1.0,,11.0,1.0,69.0,53.0,2.0,23.0,12.0,,,53.0,17.0,6.0,,,2.0,1.0,,116.0,,,,,,9.0,,1.0,,12.0,1.0,20.0,20.0,,2.0,56.0,66.0,29.0,7.0,,1.0,3.0,3.0,251.0,4.0,4.0,34.0,31.0,23.0,1.0,1.0,1.0,,,133.0,133.0,6.0,26.0,15.0,30.9,,,,,8.0,0.0,62.0,1.0,3.0,4.0,1.0,,3.0,,3.0,43.0,180.0,3.0,4.0,98.0,40.0,23.0,14.0,4.0,13.0,9.0,,91.0,14.0,187.0,1.0,1.0,28.0,3.0,67.0,,272.0,,0.0,7.0,16.0,1.0,16.0,4.0,439.0,15.0,14.0,10.0,4.0,12.0,0.0,,,,,,,,,,,,,
2017-18,918957,7,2017-09-30 12:30:00,38,Huddersfield,Home,155.0,15.0,,,,,,114.0,5.0,,3.0,9.0,9.0,32.0,269.0,,,27.0,14.0,11.0,3.0,,,,,,,,6.0,,,1.0,,,,6.0,10.0,4.0,2.0,4.0,70.0,67.0,,,,3.0,26.0,3.0,12.0,,,4.0,16.0,3.0,,7.0,1.0,48.0,44.0,3.0,25.0,9.0,1.0,1.0,52.0,7.0,3.0,,,1.0,1.0,,148.0,,,,,,7.0,,,1.0,9.0,1.0,21.0,21.0,1.0,3.0,79.0,68.0,31.0,7.0,,1.0,2.0,1.0,348.0,2.0,,65.0,63.0,30.0,,,,,,161.0,161.0,8.0,27.0,26.0,40.5,1.0,,,,26.0,0.0,71.0,3.0,,3.0,,,2.0,,3.0,56.0,257.0,11.0,3.0,176.0,34.0,25.0,14.0,3.0,23.0,20.0,,107.0,7.0,215.0,1.0,,30.0,11.0,71.0,4.0,368.0,,0.0,6.0,25.0,1.0,31.0,1.0,579.0,10.0,15.0,5.0,4.0,16.0,0.0,,,,,,,,,,,,,
