season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attObxdLeft,secondYellow,attFreekickPost,ptsGainedLosingPos,attOboxOwnGoal,fwdPass,attPenMiss,attPenPost,leftsidePass,attLgLeft,bigChanceScored
2009-10,284095,10,2009-10-25 14:00:00,1,Man Utd,Away,162.0,21.0,,7.0,7.0,8.0,,205.0,6.0,1.0,,10.0,19.0,46.0,360.0,,,23.0,16.0,21.0,5.0,,,,,,1.0,2.0,,,,,,,1.0,,,,8.0,8.0,,,64.0,3.0,3.0,6.0,,1.0,12.0,4.0,,27.0,3.0,66.0,73.0,3.0,19.0,12.0,,2.0,,,,,,86.0,13.0,20.0,,,,,2.0,,,,,,,10.0,,1.0,1.0,20.0,1.0,18.0,18.0,1.0,,1.0,104.0,61.0,5.0,,2.0,3.0,3.0,,5.0,,44.0,63.0,19.0,,,,,,185.0,175.0,3.0,32.0,24.0,56.2,1.0,,2.0,0.0,2.0,1.0,,,,2.0,,,2.0,91.0,,5.0,187.0,39.0,29.0,12.0,1.0,19.0,18.0,,157.0,16.0,308.0,1.0,1.0,27.0,21.0,74.0,3.0,476.0,1.0,1.0,8.0,25.0,6.0,30.0,2.0,769.0,,,7.0,1.0,22.0,0.0,,1.0,,,,,,,,,
2009-10,284095,10,2009-10-25 14:00:00,14,Liverpool,Home,116.0,13.0,1.0,5.0,4.0,6.0,,144.0,3.0,2.0,2.0,9.0,11.0,26.0,255.0,1.0,1.0,17.0,21.0,16.0,8.0,,,1.0,,,1.0,1.0,,,,,,,,,,2.0,4.0,4.0,,,63.0,4.0,5.0,7.0,,5.0,12.0,5.0,,18.0,1.0,73.0,66.0,4.0,20.0,12.0,,,,,,,,85.0,20.0,12.0,2.0,,,,1.0,2.0,,2.0,2.0,,1.0,7.0,,1.0,,24.0,,22.0,21.0,3.0,,3.0,97.0,47.0,1.0,,3.0,7.0,5.0,,3.0,,40.0,54.0,20.0,,,,,,180.0,159.0,,32.0,21.0,43.8,,,,0.0,2.0,1.0,,,1.0,6.0,,,2.0,62.0,,10.0,135.0,33.0,41.0,13.0,5.0,25.0,20.0,,128.0,17.0,250.0,1.0,2.0,33.0,14.0,64.0,1.0,360.0,1.0,1.0,16.0,32.0,4.0,20.0,1.0,658.0,,,6.0,5.0,23.0,0.0,,1.0,,,,,,,,,
2009-10,284096,10,2009-10-25 15:00:00,43,Man City,Home,171.0,21.0,7.0,10.0,3.0,1.0,,227.0,2.0,,6.0,5.0,17.0,59.0,388.0,,2.0,23.0,12.0,15.0,11.0,7.0,,2.0,,,,,,,,,,,,,,3.0,8.0,5.0,,,55.0,1.0,7.0,5.0,,14.0,15.0,8.0,1.0,14.0,2.0,49.0,47.0,1.0,9.0,4.0,,,,,,,,76.0,14.0,12.0,,,,,,2.0,,1.0,1.0,1.0,,7.0,,,2.0,8.0,,19.0,19.0,1.0,,6.0,92.0,45.0,2.0,1.0,9.0,11.0,6.0,,1.0,,94.0,75.0,17.0,,,,,,166.0,155.0,2.0,17.0,27.0,57.3,,,,0.0,2.0,1.0,,,2.0,11.0,2.0,,3.0,99.0,,20.0,182.0,38.0,20.0,12.0,13.0,37.0,24.0,,150.0,4.0,337.0,1.0,,24.0,19.0,87.0,3.0,482.0,,0.0,24.0,14.0,4.0,29.0,0.0,735.0,,,6.0,14.0,9.0,0.0,,,,,,,,,,,
2009-10,284096,10,2009-10-25 15:00:00,54,Fulham,Away,144.0,14.0,2.0,5.0,3.0,4.0,,139.0,4.0,,2.0,6.0,18.0,14.0,278.0,1.0,2.0,12.0,15.0,12.0,7.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,,1.0,14.0,10.0,,,49.0,11.0,1.0,6.0,,2.0,5.0,1.0,,12.0,3.0,47.0,49.0,11.0,17.0,9.0,,,,,,,,51.0,13.0,12.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,17.0,,3.0,1.0,24.0,,24.0,24.0,2.0,,2.0,100.0,46.0,14.0,2.0,5.0,5.0,5.0,,5.0,,31.0,42.0,10.0,,,,,,149.0,128.0,,16.0,20.0,42.7,,,1.0,0.0,3.0,1.0,,1.0,2.0,7.0,,,1.0,50.0,,10.0,168.0,29.0,38.0,7.0,2.0,10.0,8.0,,84.0,6.0,210.0,3.0,,27.0,19.0,39.0,3.0,368.0,1.0,0.0,13.0,20.0,4.0,15.0,2.0,621.0,,,5.0,2.0,19.0,0.0,,,,,,,,,,,
2009-10,284098,10,2009-10-25 16:15:00,21,West Ham,Home,139.0,19.0,1.0,4.0,3.0,4.0,1.0,142.0,4.0,1.0,5.0,10.0,25.0,32.0,277.0,,2.0,20.0,9.0,23.0,5.0,2.0,2.0,,0.0,1.0,1.0,3.0,,1.0,,8.0,1.0,,,,,2.0,11.0,6.0,7.0,9.0,49.0,3.0,6.0,16.0,,6.0,9.0,6.0,0.0,12.0,3.0,69.0,66.0,3.0,23.0,12.0,1.0,,0.6531,2.09594,0.2263,1.4827,1.4179,68.0,19.0,16.0,1.0,,7.0,4.0,3.0,,,,,,,10.0,0.0,2.0,2.0,23.0,,21.0,21.0,1.0,0.0,5.0,88.0,59.0,8.0,0.0,5.0,2.0,3.0,340.0,5.0,0.0,42.0,49.0,32.0,,,,,1.0,139.0,139.0,3.0,21.0,18.0,46.9,,,3.0,0.0,3.0,1.0,4.0,,,7.0,,1.0,3.0,57.0,266.0,7.0,152.0,33.0,42.0,24.0,6.0,25.0,19.0,,107.0,12.0,234.0,2.0,1.0,14.0,28.0,51.0,5.0,361.0,,1.0,16.0,18.0,4.0,22.0,2.0,596.0,22.0,0.0,9.0,6.0,14.0,0.0,,1.0,,1.0,,,,,,,
2009-10,284098,10,2009-10-25 16:15:00,3,Arsenal,Away,108.0,12.0,2.0,6.0,4.0,1.0,,221.0,5.0,,5.0,2.0,12.0,29.0,323.0,,2.0,14.0,23.0,9.0,11.0,3.0,2.0,1.0,0.0,,,2.0,,,,13.0,0.0,,,,,,7.0,9.0,11.0,6.0,61.0,4.0,5.0,9.0,,8.0,12.0,4.0,1.0,10.0,1.0,66.0,69.0,4.0,17.0,7.0,1.0,,1.0822,1.1379,0.09,1.4179,1.4827,76.0,16.0,17.0,1.0,,4.0,2.0,2.0,1.0,1.0,1.0,,1.0,,9.0,1.0,1.0,,20.0,,27.0,27.0,,0.0,5.0,78.0,38.0,6.0,0.0,6.0,9.0,6.0,386.0,6.0,0.0,70.0,64.0,32.0,1.0,1.0,1.0,,,132.0,132.0,3.0,34.0,18.0,53.1,,2.0,,0.0,,1.0,1.0,1.0,1.0,6.0,,0.0,2.0,101.0,307.0,15.0,118.0,19.0,36.0,24.0,8.0,26.0,18.0,1.0,150.0,8.0,320.0,1.0,,29.0,14.0,62.0,2.0,412.0,2.0,0.0,17.0,27.0,6.0,17.0,2.0,653.0,21.0,0.0,16.0,8.0,16.0,0.0,,,,,,,,,,,
2009-10,284100,11,2009-10-31 12:45:00,3,Arsenal,Home,173.0,15.0,1.0,4.0,3.0,3.0,,212.0,2.0,,12.0,8.0,23.0,23.0,381.0,,4.0,15.0,23.0,15.0,10.0,2.0,,3.0,,,,,,,,,,,,,,1.0,4.0,6.0,,,89.0,,4.0,9.0,,6.0,8.0,3.0,,19.0,1.0,77.0,62.0,,15.0,13.0,,,,,,,,67.0,14.0,10.0,2.0,,,,,2.0,,1.0,2.0,,1.0,5.0,,3.0,2.0,21.0,,24.0,24.0,,,12.0,105.0,65.0,2.0,1.0,6.0,8.0,8.0,,2.0,,43.0,82.0,22.0,,,,,,168.0,156.0,2.0,36.0,32.0,52.0,,,,0.0,2.0,2.0,,,3.0,6.0,1.0,,3.0,99.0,,14.0,193.0,28.0,27.0,27.0,5.0,18.0,13.0,,152.0,11.0,306.0,5.0,,30.0,28.0,51.0,4.0,481.0,,0.0,18.0,24.0,11.0,17.0,1.0,781.0,,,13.0,6.0,19.0,0.0,,,,,,,,,,,
2009-10,284100,11,2009-10-31 12:45:00,6,Spurs,Away,165.0,29.0,,3.0,3.0,4.0,,178.0,7.0,,7.0,17.0,20.0,40.0,340.0,,2.0,11.0,15.0,23.0,7.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,2.0,12.0,6.0,,,67.0,4.0,2.0,13.0,,2.0,7.0,4.0,,17.0,2.0,62.0,77.0,4.0,18.0,7.0,,,,,,,,84.0,11.0,12.0,,,,,1.0,,,,,,,10.0,,3.0,1.0,9.0,,30.0,30.0,5.0,,7.0,98.0,62.0,6.0,,4.0,4.0,4.0,,4.0,,60.0,35.0,28.0,,,,,,156.0,153.0,3.0,28.0,25.0,48.0,,,1.0,0.0,5.0,,,3.0,1.0,4.0,,,3.0,74.0,,8.0,186.0,64.0,21.0,16.0,2.0,15.0,13.0,,131.0,19.0,273.0,3.0,,31.0,24.0,66.0,3.0,444.0,,0.0,10.0,33.0,4.0,18.0,1.0,715.0,,,9.0,2.0,28.0,0.0,,,,,,,,,,,
2009-10,284102,11,2009-10-31 15:00:00,30,Bolton,Home,61.0,13.0,2.0,6.0,4.0,11.0,,123.0,10.0,,2.0,16.0,12.0,40.0,178.0,,,11.0,8.0,16.0,8.0,2.0,,,,1.0,,2.0,,,,,,,,,,2.0,21.0,12.0,,,30.0,3.0,4.0,14.0,,8.0,13.0,12.0,,7.0,6.0,46.0,49.0,3.0,22.0,7.0,,1.0,,,,,,87.0,11.0,7.0,,,,,2.0,,,,,,,16.0,,1.0,,16.0,,16.0,16.0,1.0,,2.0,75.0,43.0,10.0,,6.0,4.0,2.0,,8.0,,34.0,52.0,28.0,1.0,1.0,1.0,,,140.0,124.0,,15.0,7.0,34.6,,,,0.0,8.0,2.0,,,,9.0,,,3.0,76.0,,10.0,73.0,31.0,38.0,10.0,7.0,35.0,28.0,,124.0,22.0,211.0,1.0,,32.0,13.0,66.0,,249.0,,1.0,15.0,22.0,1.0,16.0,1.0,510.0,,,4.0,8.0,15.0,0.0,,,,,,,,,,,
2009-10,284102,11,2009-10-31 15:00:00,8,Chelsea,Away,222.0,23.0,5.0,9.0,5.0,2.0,,235.0,5.0,,14.0,6.0,24.0,48.0,448.0,1.0,2.0,25.0,16.0,8.0,21.0,5.0,,2.0,,,,,,1.0,,,1.0,,1.0,,,2.0,5.0,10.0,,,67.0,2.0,8.0,4.0,,9.0,12.0,3.0,1.0,13.0,,49.0,46.0,2.0,25.0,16.0,,,,,,,,75.0,7.0,11.0,1.0,,,,,3.0,,3.0,3.0,,1.0,11.0,,4.0,,25.0,1.0,11.0,11.0,1.0,,14.0,85.0,60.0,8.0,2.0,11.0,18.0,14.0,,4.0,,65.0,57.0,16.0,,,,,1.0,135.0,122.0,2.0,29.0,18.0,65.4,1.0,,,0.0,2.0,,,1.0,2.0,11.0,,,,100.0,,29.0,235.0,32.0,38.0,23.0,9.0,24.0,16.0,,147.0,9.0,310.0,4.0,,15.0,25.0,65.0,4.0,521.0,1.0,0.0,33.0,13.0,7.0,27.0,1.0,823.0,,,14.0,10.0,8.0,0.0,,,,,,,,,,,
2009-10,284103,11,2009-10-31 15:00:00,88,Hull,Away,89.0,4.0,,,,4.0,,79.0,2.0,,9.0,11.0,13.0,16.0,168.0,,1.0,24.0,14.0,16.0,6.0,,1.0,,,,,,,,,6.0,,,,,,1.0,7.0,6.0,2.0,6.0,37.0,4.0,4.0,3.0,,1.0,7.0,2.0,,14.0,1.0,48.0,57.0,4.0,19.0,9.0,,,,,,,,71.0,15.0,13.0,,,4.0,2.0,,,,,,,,12.0,,2.0,1.0,24.0,,20.0,20.0,2.0,,9.0,88.0,29.0,8.0,,,6.0,3.0,253.0,3.0,,33.0,41.0,22.0,1.0,1.0,1.0,,,173.0,151.0,1.0,9.0,13.0,40.7,,,,0.0,1.0,1.0,2.0,1.0,,1.0,,,3.0,33.0,163.0,6.0,109.0,12.0,41.0,10.0,1.0,12.0,11.0,,91.0,10.0,180.0,2.0,,40.0,15.0,63.0,5.0,277.0,,1.0,8.0,21.0,1.0,32.0,2.0,494.0,7.0,,7.0,1.0,15.0,0.0,,1.0,,,,,,,,,
2009-10,284103,11,2009-10-31 15:00:00,90,Burnley,Home,104.0,14.0,3.0,4.0,1.0,5.0,,185.0,1.0,1.0,4.0,4.0,13.0,18.0,285.0,1.0,1.0,24.0,16.0,14.0,5.0,3.0,4.0,,,,,2.0,,1.0,,6.0,1.0,,,,,,2.0,6.0,7.0,6.0,39.0,,3.0,7.0,,8.0,15.0,6.0,2.0,9.0,2.0,57.0,48.0,,26.0,10.0,,,,,,,,89.0,13.0,14.0,,,8.0,3.0,2.0,1.0,,,1.0,,,5.0,1.0,3.0,,16.0,,13.0,13.0,,,4.0,93.0,39.0,1.0,,4.0,5.0,4.0,378.0,4.0,,72.0,88.0,43.0,,,,,1.0,185.0,174.0,2.0,7.0,18.0,59.3,,,2.0,0.0,1.0,2.0,3.0,,,6.0,,,3.0,102.0,275.0,9.0,123.0,31.0,37.0,15.0,5.0,29.0,24.0,,166.0,10.0,308.0,3.0,1.0,32.0,17.0,64.0,1.0,402.0,1.0,0.0,13.0,17.0,3.0,34.0,1.0,617.0,30.0,,3.0,8.0,14.0,0.0,,,,,,,,,,,
2009-10,284104,11,2009-10-31 15:00:00,11,Everton,Home,78.0,17.0,,3.0,3.0,5.0,,145.0,6.0,1.0,4.0,9.0,12.0,31.0,220.0,,1.0,22.0,17.0,25.0,8.0,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,8.0,7.0,,,39.0,5.0,2.0,5.0,,3.0,12.0,8.0,,10.0,2.0,52.0,63.0,5.0,21.0,11.0,,,,,,,,75.0,18.0,17.0,,,,,1.0,1.0,,,1.0,,1.0,13.0,,,2.0,29.0,,20.0,20.0,,,4.0,76.0,41.0,4.0,1.0,7.0,3.0,2.0,,5.0,,31.0,45.0,34.0,,,,,,161.0,132.0,1.0,6.0,25.0,47.7,,,,0.0,3.0,,,,1.0,7.0,,,2.0,73.0,,10.0,88.0,27.0,50.0,9.0,3.0,28.0,25.0,,128.0,18.0,242.0,,1.0,27.0,13.0,56.0,1.0,302.0,1.0,1.0,11.0,16.0,4.0,25.0,1.0,551.0,,,5.0,3.0,10.0,0.0,,,,,,,,,,,
2009-10,284104,11,2009-10-31 15:00:00,7,Aston Villa,Away,101.0,13.0,2.0,12.0,10.0,6.0,,146.0,10.0,,6.0,12.0,11.0,20.0,235.0,,,16.0,25.0,17.0,9.0,1.0,,,,,,1.0,,,,,,,,,,2.0,6.0,5.0,,,40.0,5.0,6.0,5.0,,4.0,13.0,12.0,,12.0,,63.0,52.0,5.0,22.0,7.0,,,,,,,,85.0,18.0,16.0,1.0,,,,1.0,,,,,,,14.0,,1.0,1.0,14.0,,18.0,18.0,1.0,,6.0,92.0,46.0,3.0,,5.0,5.0,4.0,,2.0,,66.0,57.0,21.0,,,,,,155.0,140.0,,22.0,7.0,52.3,,,1.0,0.0,,1.0,,,,5.0,,,2.0,79.0,,10.0,112.0,31.0,37.0,9.0,4.0,31.0,27.0,,138.0,18.0,248.0,1.0,,28.0,12.0,47.0,1.0,329.0,,1.0,15.0,14.0,,22.0,2.0,572.0,,,5.0,4.0,12.0,0.0,,1.0,,,,,,,,,
2009-10,284105,11,2009-10-31 15:00:00,14,Liverpool,Away,269.0,16.0,1.0,4.0,4.0,1.0,,274.0,3.0,,8.0,4.0,28.0,80.0,539.0,,,17.0,15.0,9.0,5.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,8.0,5.0,,,54.0,,4.0,5.0,,2.0,10.0,4.0,,11.0,1.0,52.0,41.0,,10.0,5.0,,,,,,,,99.0,13.0,10.0,1.0,,,,1.0,,,,,,,5.0,,1.0,,8.0,1.0,17.0,17.0,,,8.0,90.0,51.0,2.0,,4.0,2.0,1.0,,3.0,,58.0,114.0,16.0,,,,,,149.0,138.0,,23.0,22.0,64.2,1.0,,1.0,0.0,2.0,1.0,,,,5.0,,,3.0,139.0,,6.0,282.0,41.0,21.0,14.0,2.0,18.0,17.0,,202.0,5.0,373.0,1.0,,19.0,33.0,109.0,2.0,637.0,1.0,2.0,10.0,16.0,3.0,20.0,0.0,855.0,,,6.0,2.0,13.0,0.0,,,,,,,,,,,
2009-10,284105,11,2009-10-31 15:00:00,54,Fulham,Home,137.0,17.0,,3.0,3.0,4.0,,128.0,,,3.0,9.0,21.0,26.0,262.0,,1.0,17.0,9.0,15.0,4.0,1.0,,,,,,1.0,,,,,,,,,,2.0,1.0,9.0,,,49.0,1.0,3.0,6.0,,2.0,6.0,3.0,,15.0,,41.0,52.0,1.0,16.0,8.0,,,,,,,,61.0,10.0,13.0,2.0,,,,1.0,3.0,,3.0,3.0,,,3.0,,1.0,,18.0,,20.0,20.0,1.0,,3.0,87.0,54.0,2.0,1.0,2.0,6.0,6.0,,4.0,,30.0,46.0,17.0,,,,,,144.0,128.0,2.0,27.0,12.0,35.8,,,2.0,0.0,,,,,,4.0,,,3.0,56.0,,8.0,164.0,29.0,32.0,6.0,1.0,10.0,9.0,,100.0,13.0,202.0,1.0,,35.0,23.0,55.0,3.0,356.0,2.0,0.0,13.0,19.0,3.0,22.0,1.0,575.0,,,5.0,2.0,13.0,0.0,,,,,,,,,,,
2009-10,284107,11,2009-10-31 15:00:00,111,Wigan,Away,136.0,12.0,,2.0,2.0,4.0,,150.0,8.0,1.0,8.0,4.0,5.0,44.0,284.0,,,16.0,10.0,15.0,6.0,,,1.0,,1.0,,1.0,,,,,,,,,,,13.0,12.0,,,50.0,2.0,4.0,7.0,,4.0,5.0,2.0,,20.0,2.0,59.0,58.0,2.0,20.0,12.0,,,,,,,,59.0,10.0,10.0,,,,,1.0,,,,,,,15.0,,1.0,,30.0,,24.0,24.0,2.0,,8.0,79.0,36.0,7.0,,3.0,3.0,,,4.0,,78.0,43.0,14.0,1.0,1.0,1.0,,,172.0,149.0,,18.0,18.0,51.1,,,1.0,0.0,1.0,3.0,,1.0,1.0,4.0,,,2.0,52.0,,6.0,156.0,23.0,43.0,21.0,4.0,12.0,8.0,,98.0,6.0,230.0,1.0,1.0,20.0,6.0,74.0,1.0,374.0,,0.0,8.0,24.0,3.0,25.0,1.0,646.0,,,9.0,4.0,16.0,0.0,1.0,,,,,,,,,,
2009-10,284107,11,2009-10-31 15:00:00,47,Portsmouth,Home,91.0,16.0,1.0,9.0,8.0,3.0,,195.0,4.0,,1.0,4.0,20.0,17.0,277.0,,2.0,22.0,15.0,10.0,11.0,4.0,,1.0,,1.0,,3.0,,1.0,,,1.0,,,,,2.0,4.0,4.0,,,57.0,1.0,6.0,9.0,,7.0,19.0,,,17.0,,58.0,59.0,1.0,19.0,11.0,,,,,,,,86.0,10.0,10.0,4.0,,,,3.0,3.0,,3.0,3.0,,1.0,7.0,,,,17.0,,32.0,32.0,1.0,,2.0,87.0,51.0,4.0,,8.0,10.0,8.0,,3.0,,44.0,67.0,25.0,,,,,1.0,141.0,135.0,3.0,18.0,28.0,48.9,,,,0.0,,,,,1.0,11.0,1.0,,3.0,112.0,,18.0,99.0,31.0,25.0,14.0,5.0,26.0,21.0,,165.0,11.0,284.0,,,16.0,22.0,40.0,5.0,357.0,,0.0,25.0,32.0,4.0,27.0,0.0,644.0,,,7.0,7.0,23.0,0.0,,,,,,,,,,,
2009-10,284108,11,2009-10-31 15:00:00,110,Stoke,Home,83.0,5.0,2.0,7.0,5.0,6.0,,74.0,3.0,,2.0,8.0,11.0,16.0,150.0,,1.0,13.0,28.0,21.0,3.0,3.0,,,,,,1.0,,,,,,,,,,1.0,5.0,6.0,,,39.0,,1.0,5.0,,4.0,8.0,4.0,,10.0,,62.0,62.0,,20.0,12.0,,,,,,,,76.0,14.0,16.0,1.0,,,,1.0,1.0,,1.0,1.0,,,6.0,,3.0,1.0,28.0,,20.0,18.0,1.0,,2.0,95.0,26.0,3.0,1.0,4.0,3.0,4.0,,4.0,,57.0,33.0,29.0,,,,,,188.0,169.0,,15.0,12.0,43.7,,,,0.0,,2.0,,,,5.0,,,3.0,37.0,,7.0,105.0,15.0,39.0,10.0,4.0,17.0,13.0,,101.0,15.0,181.0,3.0,,54.0,12.0,64.0,2.0,269.0,,0.0,10.0,21.0,2.0,32.0,0.0,507.0,,,4.0,4.0,14.0,0.0,,,,,,,,,,,
2009-10,284108,11,2009-10-31 15:00:00,39,Wolves,Away,88.0,14.0,2.0,4.0,2.0,3.0,,150.0,2.0,,4.0,8.0,14.0,27.0,234.0,,,27.0,21.0,28.0,7.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,8.0,2.0,,,44.0,4.0,4.0,4.0,,3.0,6.0,6.0,2.0,11.0,1.0,62.0,62.0,4.0,29.0,18.0,,,,,,,,91.0,17.0,13.0,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,8.0,,6.0,1.0,32.0,,11.0,8.0,,,4.0,83.0,33.0,4.0,,3.0,7.0,4.0,,1.0,,58.0,41.0,28.0,,,,,,184.0,165.0,3.0,11.0,21.0,56.3,,,,0.0,2.0,,,2.0,,3.0,,,3.0,71.0,,10.0,108.0,32.0,48.0,15.0,3.0,16.0,13.0,,145.0,13.0,259.0,6.0,,36.0,17.0,60.0,2.0,351.0,1.0,0.0,11.0,16.0,1.0,34.0,3.0,592.0,,,5.0,3.0,11.0,0.0,,,,,,,,,,,
2009-10,284109,11,2009-10-31 15:00:00,21,West Ham,Away,120.0,11.0,1.0,2.0,1.0,5.0,,105.0,5.0,1.0,9.0,12.0,11.0,24.0,223.0,,,13.0,17.0,17.0,11.0,3.0,,,,,,,,,,,,,,,,2.0,15.0,6.0,,,62.0,5.0,2.0,12.0,,3.0,1.0,2.0,,20.0,2.0,80.0,56.0,4.0,38.0,23.0,,,,,,,,65.0,17.0,13.0,2.0,,,,,2.0,,2.0,2.0,,,14.0,,2.0,,33.0,,27.0,26.0,2.0,,9.0,92.0,41.0,7.0,,6.0,10.0,8.0,,3.0,,31.0,30.0,17.0,,,,,,167.0,145.0,4.0,22.0,18.0,43.1,,,,0.0,5.0,,,2.0,,7.0,,,2.0,50.0,,16.0,143.0,21.0,59.0,19.0,2.0,10.0,8.0,,89.0,12.0,179.0,2.0,1.0,31.0,12.0,53.0,,312.0,,1.0,17.0,21.0,2.0,18.0,2.0,605.0,,,5.0,3.0,17.0,0.0,,1.0,,,,,,,,,
2009-10,284109,11,2009-10-31 15:00:00,56,Sunderland,Home,108.0,17.0,2.0,8.0,6.0,5.0,,204.0,5.0,,5.0,13.0,19.0,25.0,304.0,2.0,5.0,22.0,17.0,17.0,11.0,3.0,,3.0,1.0,,,1.0,,,,,,,1.0,,,2.0,9.0,8.0,,,67.0,,4.0,5.0,1.0,7.0,19.0,11.0,,16.0,2.0,56.0,80.0,,12.0,10.0,,1.0,,,,,,86.0,13.0,17.0,,,,,1.0,,,,,,,9.0,,1.0,,15.0,1.0,23.0,23.0,,,5.0,88.0,43.0,3.0,2.0,9.0,5.0,7.0,,2.0,,85.0,61.0,31.0,,,,,,173.0,165.0,2.0,29.0,25.0,56.9,1.0,,,0.0,3.0,3.0,,2.0,3.0,10.0,,,1.0,118.0,,14.0,122.0,26.0,20.0,17.0,7.0,39.0,32.0,,177.0,15.0,320.0,1.0,,37.0,22.0,55.0,2.0,403.0,3.0,1.0,21.0,34.0,8.0,30.0,3.0,719.0,,,12.0,7.0,26.0,0.0,,,,,,,,,,,
2009-10,284106,11,2009-10-31 17:30:00,1,Man Utd,Home,174.0,23.0,3.0,6.0,3.0,2.0,,284.0,5.0,,4.0,2.0,24.0,38.0,452.0,,1.0,28.0,25.0,15.0,16.0,3.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,2.0,1.0,,,53.0,,6.0,,,7.0,19.0,4.0,,8.0,1.0,52.0,55.0,,7.0,6.0,,,,,,,,93.0,11.0,20.0,2.0,,,,1.0,2.0,,1.0,2.0,,,7.0,,1.0,,17.0,,11.0,11.0,,,5.0,89.0,49.0,2.0,,9.0,12.0,6.0,,1.0,,90.0,70.0,21.0,,,,,,168.0,151.0,1.0,20.0,25.0,65.6,,,1.0,0.0,,1.0,,1.0,1.0,13.0,,,2.0,137.0,,21.0,192.0,43.0,24.0,11.0,6.0,32.0,26.0,,200.0,5.0,393.0,1.0,,21.0,24.0,65.0,3.0,553.0,1.0,0.0,25.0,17.0,6.0,30.0,0.0,795.0,,,3.0,7.0,12.0,0.0,,,,,,,,,,,
