season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attLgLeft,attOboxOwnGoal,attPenPost,attLgRight,attPenMiss,ptsGainedLosingPos,blockedPass,putThrough
2011-12,360532,7,2011-10-01 12:45:00,14,Liverpool,Away,200.0,11.0,3.0,5.0,2.0,3.0,,222.0,7.0,,8.0,7.0,19.0,55.0,417.0,1.0,,22.0,9.0,17.0,6.0,4.0,,,,,,1.0,,,,,8.0,,1.0,1.0,1.0,,2.0,3.0,9.0,,,68.0,45.0,2.0,2.0,2.0,3.0,3.0,8.0,,9.0,11.0,11.0,,6.0,1.0,40.0,53.0,3.0,13.0,9.0,,,76.0,10.0,15.0,2.0,,3.0,1.0,1.0,170.0,1.0,,1.0,1.0,,,8.0,2.0,2.0,1.0,16.0,2.0,6.0,5.0,,8.0,133.0,68.0,42.0,5.0,,5.0,6.0,7.0,,3.0,4.0,,73.0,75.0,25.0,,,,,1.0,142.0,133.0,,22.0,13.0,64.0,2.0,,1.0,0.0,123.0,1.0,2.0,,,1.0,,6.0,,3.0,126.0,,11.0,216.0,32.0,22.0,10.0,9.0,32.0,23.0,,175.0,7.0,310.0,2.0,,18.0,21.0,78.0,1.0,494.0,2.0,0.0,16.0,19.0,2.0,22.0,1.0,676.0,,9.0,2.0,9.0,11.0,0.0,,,,,,,,,
2011-12,360529,7,2011-10-01 15:00:00,111,Wigan,Away,163.0,23.0,1.0,3.0,2.0,2.0,,208.0,7.0,,4.0,1.0,12.0,42.0,368.0,,,24.0,10.0,12.0,12.0,2.0,,1.0,,,,,,,,,12.0,,,,,,1.0,7.0,9.0,,,69.0,37.0,,,,,5.0,4.0,,10.0,9.0,9.0,,7.0,,50.0,46.0,,8.0,2.0,,,64.0,7.0,11.0,,,1.0,1.0,,133.0,,,,,,,10.0,,,1.0,4.0,,3.0,3.0,1.0,4.0,129.0,77.0,51.0,5.0,,6.0,8.0,4.0,,4.0,1.0,,99.0,47.0,17.0,,,,,,152.0,139.0,1.0,18.0,10.0,61.2,,,,0.0,105.0,2.0,2.0,,,1.0,1.0,6.0,,3.0,89.0,,14.0,185.0,41.0,21.0,35.0,6.0,25.0,19.0,1.0,118.0,4.0,276.0,,,3.0,12.0,60.0,1.0,436.0,,0.0,15.0,11.0,,30.0,1.0,627.0,,8.0,12.0,10.0,9.0,0.0,,,,,,,,,
2011-12,360529,7,2011-10-01 15:00:00,7,Aston Villa,Home,84.0,17.0,1.0,4.0,3.0,1.0,1.0,114.0,3.0,,2.0,6.0,9.0,25.0,194.0,,,21.0,12.0,10.0,11.0,1.0,,,,,,1.0,,1.0,,,14.0,,,,,,1.0,7.0,8.0,,,42.0,53.0,3.0,2.0,1.0,6.0,4.0,12.0,,5.0,10.0,4.0,,4.0,3.0,46.0,50.0,6.0,15.0,3.0,,,71.0,11.0,6.0,2.0,,1.0,1.0,1.0,108.0,2.0,,1.0,2.0,,,9.0,2.0,4.0,,7.0,1.0,10.0,6.0,,2.0,59.0,66.0,29.0,10.0,,6.0,8.0,6.0,,5.0,2.0,,54.0,28.0,22.0,,,,,,137.0,122.0,1.0,24.0,15.0,38.8,,,,0.0,63.0,3.0,1.0,,,,,6.0,,3.0,60.0,,14.0,91.0,28.0,30.0,11.0,3.0,18.0,15.0,,113.0,10.0,199.0,4.0,,24.0,9.0,55.0,4.0,272.0,,0.0,16.0,30.0,1.0,25.0,0.0,474.0,,3.0,4.0,5.0,24.0,0.0,,,,,,,,,
2011-12,360530,7,2011-10-01 15:00:00,43,Man City,Away,247.0,18.0,1.0,5.0,4.0,,,307.0,4.0,,15.0,,11.0,34.0,549.0,1.0,1.0,18.0,2.0,9.0,14.0,1.0,,1.0,,,,,,,,,14.0,,,,,1.0,1.0,2.0,4.0,,,95.0,57.0,1.0,1.0,,2.0,5.0,4.0,,5.0,13.0,6.0,1.0,12.0,,38.0,35.0,2.0,17.0,13.0,,,66.0,15.0,9.0,1.0,,3.0,1.0,,185.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,21.0,1.0,2.0,2.0,,15.0,167.0,70.0,50.0,4.0,2.0,7.0,11.0,7.0,,,1.0,,107.0,102.0,15.0,,,,,,117.0,106.0,3.0,23.0,16.0,66.8,1.0,,1.0,0.0,165.0,1.0,3.0,,,,1.0,7.0,,3.0,160.0,,18.0,257.0,29.0,28.0,9.0,2.0,22.0,20.0,2.0,196.0,,377.0,2.0,,11.0,13.0,48.0,,612.0,1.0,0.0,19.0,15.0,5.0,20.0,1.0,777.0,,3.0,2.0,5.0,13.0,0.0,,,,,,,,,
2011-12,360530,7,2011-10-01 15:00:00,5,Blackburn,Home,125.0,8.0,,1.0,1.0,2.0,1.0,105.0,4.0,,,4.0,16.0,15.0,229.0,,1.0,13.0,9.0,2.0,5.0,,,,,,,,,,,,5.0,,,,,,,14.0,5.0,,,60.0,40.0,,,,2.0,,2.0,,4.0,6.0,2.0,,5.0,2.0,35.0,38.0,2.0,10.0,4.0,,1.0,66.0,9.0,13.0,,,3.0,3.0,,113.0,,,,,,,11.0,,2.0,,6.0,,30.0,24.0,3.0,,67.0,76.0,30.0,5.0,,1.0,4.0,4.0,,5.0,,,34.0,40.0,21.0,,,,,,125.0,115.0,1.0,24.0,10.0,33.2,,,,0.0,60.0,2.0,1.0,,,,,2.0,,1.0,41.0,,5.0,135.0,17.0,20.0,14.0,3.0,14.0,11.0,,90.0,4.0,179.0,2.0,,33.0,16.0,49.0,,300.0,,0.0,6.0,19.0,1.0,19.0,1.0,461.0,,3.0,4.0,4.0,15.0,0.0,,,,,,,,,
2011-12,360534,7,2011-10-01 15:00:00,1,Man Utd,Home,223.0,26.0,4.0,7.0,3.0,1.0,,350.0,7.0,1.0,12.0,4.0,15.0,52.0,566.0,1.0,1.0,10.0,7.0,5.0,9.0,4.0,,,,,,,,,,,14.0,,,,,,1.0,8.0,9.0,,,65.0,69.0,1.0,1.0,1.0,1.0,8.0,3.0,,10.0,19.0,8.0,,8.0,,36.0,23.0,1.0,22.0,12.0,,1.0,81.0,9.0,6.0,1.0,,1.0,,,194.0,2.0,,2.0,1.0,1.0,,12.0,1.0,1.0,,17.0,,7.0,4.0,,12.0,196.0,66.0,46.0,3.0,1.0,6.0,9.0,4.0,,5.0,1.0,,85.0,94.0,29.0,,,,,,153.0,144.0,4.0,27.0,25.0,67.5,,,,0.0,190.0,1.0,2.0,,,2.0,,8.0,2.0,3.0,200.0,,15.0,234.0,39.0,31.0,16.0,8.0,35.0,27.0,,254.0,2.0,446.0,1.0,1.0,9.0,17.0,64.0,6.0,645.0,1.0,0.0,20.0,5.0,2.0,10.0,1.0,829.0,,8.0,7.0,10.0,4.0,0.0,,,,,,,,,
2011-12,360534,7,2011-10-01 15:00:00,45,Norwich,Away,125.0,11.0,2.0,4.0,2.0,1.0,,105.0,3.0,,4.0,8.0,5.0,22.0,226.0,,1.0,12.0,5.0,7.0,12.0,2.0,,1.0,,,,,,,,,13.0,,,,,,,10.0,10.0,,,46.0,46.0,,1.0,,6.0,5.0,7.0,,3.0,6.0,3.0,,3.0,,23.0,36.0,6.0,15.0,5.0,,,81.0,6.0,9.0,,,1.0,1.0,,143.0,,,,,,,12.0,,1.0,,14.0,1.0,22.0,20.0,2.0,4.0,56.0,85.0,37.0,10.0,,7.0,7.0,3.0,,8.0,1.0,,22.0,34.0,20.0,,,,,,145.0,124.0,1.0,27.0,10.0,32.5,,,,0.0,66.0,,2.0,,,,1.0,9.0,1.0,3.0,50.0,,14.0,144.0,29.0,36.0,5.0,2.0,12.0,10.0,1.0,103.0,9.0,179.0,1.0,,35.0,6.0,59.0,1.0,311.0,1.0,0.0,17.0,17.0,1.0,16.0,0.0,494.0,,11.0,3.0,3.0,8.0,0.0,,,,,,,,,
2011-12,360535,7,2011-10-01 15:00:00,35,West Brom,Away,151.0,24.0,3.0,3.0,1.0,2.0,,166.0,5.0,,6.0,7.0,26.0,24.0,314.0,,,17.0,21.0,16.0,3.0,2.0,,,,,,,,,,,4.0,,,,,,1.0,8.0,6.0,,,56.0,65.0,,,1.0,1.0,3.0,5.0,,4.0,9.0,8.0,,14.0,1.0,61.0,47.0,1.0,16.0,6.0,,,67.0,16.0,9.0,1.0,,2.0,2.0,,166.0,1.0,1.0,1.0,,1.0,,9.0,1.0,2.0,2.0,13.0,,14.0,10.0,2.0,7.0,90.0,82.0,44.0,7.0,1.0,3.0,3.0,3.0,,1.0,1.0,,44.0,57.0,25.0,,,,,,174.0,161.0,2.0,26.0,27.0,48.1,,,,0.0,90.0,4.0,1.0,,,,,3.0,,2.0,88.0,,6.0,173.0,39.0,29.0,11.0,4.0,22.0,19.0,,128.0,8.0,251.0,2.0,,26.0,29.0,47.0,3.0,402.0,1.0,0.0,9.0,18.0,1.0,21.0,0.0,607.0,,20.0,4.0,4.0,10.0,0.0,,,,,,,,,
2011-12,360535,7,2011-10-01 15:00:00,56,Sunderland,Home,145.0,29.0,1.0,4.0,3.0,8.0,2.0,194.0,6.0,1.0,3.0,6.0,24.0,36.0,335.0,,2.0,16.0,16.0,21.0,8.0,2.0,,2.0,,,,,,,,,11.0,,,,,,2.0,3.0,6.0,,,55.0,72.0,1.0,1.0,,2.0,1.0,4.0,,7.0,12.0,8.0,,13.0,1.0,47.0,61.0,2.0,13.0,9.0,1.0,,84.0,11.0,14.0,1.0,,4.0,2.0,,184.0,2.0,,2.0,2.0,,,6.0,2.0,2.0,2.0,16.0,,18.0,15.0,2.0,3.0,94.0,95.0,58.0,4.0,1.0,5.0,7.0,7.0,,3.0,3.0,,57.0,65.0,29.0,,,,,,177.0,167.0,1.0,36.0,27.0,51.9,,,1.0,0.0,103.0,,1.0,,,1.0,2.0,6.0,,3.0,95.0,,12.0,168.0,53.0,23.0,10.0,7.0,29.0,22.0,2.0,148.0,18.0,297.0,2.0,1.0,23.0,28.0,67.0,3.0,436.0,2.0,0.0,14.0,21.0,5.0,20.0,2.0,639.0,,13.0,5.0,7.0,14.0,0.0,,,,,,,,,
2011-12,360538,7,2011-10-01 15:00:00,39,Wolves,Home,94.0,6.0,3.0,15.0,12.0,3.0,1.0,171.0,5.0,1.0,5.0,15.0,5.0,23.0,250.0,,2.0,26.0,13.0,13.0,17.0,2.0,,,,,1.0,1.0,,,1.0,,22.0,,,,,,4.0,11.0,2.0,,,56.0,30.0,1.0,1.0,,2.0,8.0,5.0,,9.0,20.0,13.0,,9.0,1.0,37.0,42.0,2.0,7.0,4.0,,,95.0,8.0,10.0,1.0,,7.0,3.0,1.0,146.0,1.0,,1.0,1.0,,,10.0,1.0,2.0,,8.0,1.0,9.0,7.0,1.0,5.0,73.0,75.0,39.0,5.0,,11.0,9.0,7.0,,3.0,,,52.0,42.0,26.0,,,,,,145.0,138.0,,10.0,14.0,54.1,,,,0.0,56.0,2.0,1.0,,,,,13.0,,2.0,104.0,,20.0,111.0,11.0,14.0,8.0,9.0,45.0,36.0,,163.0,8.0,265.0,2.0,1.0,32.0,5.0,45.0,2.0,331.0,,0.0,28.0,13.0,2.0,30.0,1.0,525.0,,5.0,6.0,10.0,10.0,0.0,,,,,,,,,
2011-12,360538,7,2011-10-01 15:00:00,4,Newcastle,Away,89.0,4.0,1.0,2.0,1.0,3.0,,137.0,5.0,2.0,2.0,9.0,17.0,15.0,224.0,,1.0,10.0,13.0,13.0,11.0,,,2.0,,,,,,,,,12.0,,,,,,,20.0,8.0,,,60.0,49.0,2.0,1.0,1.0,7.0,3.0,6.0,,5.0,8.0,2.0,,10.0,3.0,42.0,37.0,7.0,35.0,11.0,,,56.0,10.0,8.0,1.0,,,,,115.0,1.0,1.0,1.0,,1.0,,21.0,1.0,4.0,,17.0,,16.0,12.0,1.0,2.0,64.0,77.0,34.0,10.0,1.0,5.0,7.0,5.0,,8.0,2.0,,26.0,51.0,14.0,,,,,,157.0,143.0,4.0,16.0,19.0,45.9,,,5.0,0.0,56.0,5.0,1.0,,,,2.0,5.0,,3.0,58.0,,12.0,103.0,12.0,49.0,8.0,4.0,14.0,10.0,2.0,96.0,9.0,206.0,4.0,2.0,22.0,18.0,34.0,8.0,295.0,1.0,0.0,13.0,11.0,4.0,15.0,2.0,516.0,,16.0,5.0,5.0,9.0,0.0,,,,,,,,,
2011-12,360531,7,2011-10-02 13:30:00,30,Bolton,Home,178.0,18.0,1.0,2.0,1.0,5.0,1.0,169.0,7.0,1.0,4.0,15.0,43.0,38.0,345.0,,2.0,23.0,8.0,6.0,9.0,1.0,,1.0,,,,2.0,,,,,9.0,,,,,,3.0,14.0,5.0,,,73.0,59.0,1.0,1.0,,1.0,7.0,3.0,,4.0,3.0,4.0,1.0,8.0,1.0,34.0,41.0,1.0,13.0,10.0,2.0,,69.0,10.0,11.0,,,4.0,1.0,2.0,151.0,1.0,1.0,1.0,,1.0,,11.0,,,1.0,12.0,1.0,20.0,19.0,3.0,4.0,105.0,81.0,55.0,5.0,,3.0,8.0,4.0,,3.0,2.0,,50.0,51.0,18.0,,,,,,125.0,121.0,2.0,22.0,26.0,40.9,,,,0.0,93.0,3.0,1.0,,,2.0,1.0,4.0,,3.0,83.0,,11.0,192.0,31.0,17.0,14.0,4.0,12.0,8.0,1.0,132.0,11.0,242.0,1.0,1.0,26.0,47.0,59.0,2.0,422.0,,0.0,15.0,16.0,7.0,25.0,1.0,607.0,,10.0,8.0,4.0,12.0,0.0,,,,,,,,,
2011-12,360531,7,2011-10-02 13:30:00,8,Chelsea,Away,348.0,16.0,1.0,3.0,2.0,1.0,,209.0,6.0,2.0,9.0,1.0,34.0,49.0,554.0,,5.0,13.0,6.0,8.0,13.0,,,2.0,,,,,,,,,16.0,,,,,,,7.0,8.0,,,93.0,61.0,3.0,1.0,3.0,,3.0,8.0,1.0,5.0,9.0,3.0,,14.0,1.0,41.0,34.0,,20.0,7.0,,1.0,63.0,11.0,9.0,2.0,,,,,205.0,4.0,1.0,3.0,3.0,1.0,,9.0,4.0,1.0,,13.0,,11.0,10.0,,9.0,148.0,79.0,62.0,4.0,3.0,6.0,11.0,9.0,,8.0,2.0,,64.0,44.0,23.0,,,,,,115.0,108.0,2.0,30.0,20.0,59.1,,,,0.0,168.0,1.0,2.0,,,,2.0,7.0,,3.0,78.0,,17.0,358.0,28.0,27.0,5.0,4.0,16.0,12.0,2.0,112.0,2.0,272.0,1.0,2.0,5.0,36.0,63.0,1.0,614.0,,0.0,19.0,14.0,10.0,16.0,2.0,781.0,,10.0,3.0,5.0,13.0,0.0,,,,,,,,,
2011-12,360533,7,2011-10-02 15:00:00,52,QPR,Away,137.0,14.0,,7.0,7.0,5.0,,235.0,3.0,,2.0,11.0,11.0,38.0,365.0,,1.0,19.0,12.0,12.0,12.0,1.0,,,,,1.0,2.0,,,,,15.0,,,,,,,13.0,9.0,,,55.0,56.0,,,,2.0,5.0,4.0,1.0,4.0,12.0,8.0,,11.0,2.0,37.0,35.0,2.0,13.0,5.0,,,78.0,7.0,10.0,,,3.0,1.0,2.0,148.0,,,,,,,7.0,,,,10.0,,22.0,13.0,,2.0,108.0,89.0,61.0,4.0,,6.0,7.0,5.0,,7.0,3.0,,46.0,64.0,18.0,1.0,1.0,1.0,,,158.0,146.0,3.0,23.0,23.0,51.1,,,1.0,0.0,135.0,3.0,1.0,,,,,7.0,,3.0,109.0,,13.0,157.0,28.0,25.0,5.0,3.0,24.0,21.0,,146.0,10.0,313.0,,,27.0,11.0,53.0,3.0,446.0,,0.0,17.0,11.0,1.0,23.0,3.0,645.0,,20.0,2.0,4.0,7.0,0.0,,,,,,,,,
2011-12,360533,7,2011-10-02 15:00:00,54,Fulham,Home,147.0,15.0,1.0,5.0,4.0,3.0,,209.0,5.0,,3.0,8.0,19.0,32.0,351.0,2.0,,23.0,12.0,12.0,11.0,,,1.0,,,,,,,,,20.0,1.0,,,,,1.0,4.0,13.0,,,73.0,49.0,3.0,,5.0,3.0,6.0,2.0,,4.0,8.0,,,4.0,3.0,35.0,37.0,3.0,15.0,6.0,,1.0,73.0,12.0,7.0,5.0,,4.0,,,152.0,4.0,1.0,4.0,3.0,1.0,,13.0,4.0,1.0,2.0,12.0,,17.0,11.0,1.0,3.0,111.0,85.0,43.0,4.0,1.0,5.0,10.0,10.0,,5.0,1.0,,56.0,49.0,15.0,,,,,1.0,142.0,129.0,1.0,21.0,21.0,48.9,,,,0.0,96.0,,5.0,,,,1.0,6.0,,3.0,107.0,,15.0,160.0,33.0,28.0,11.0,3.0,11.0,8.0,1.0,152.0,6.0,283.0,1.0,,22.0,21.0,55.0,1.0,432.0,2.0,0.0,22.0,14.0,1.0,27.0,2.0,625.0,,17.0,4.0,4.0,12.0,0.0,,,,,,,,,
2011-12,360536,7,2011-10-02 15:00:00,110,Stoke,Away,66.0,13.0,2.0,6.0,4.0,4.0,,135.0,12.0,1.0,1.0,22.0,13.0,34.0,195.0,,,10.0,5.0,18.0,5.0,1.0,,,,,,2.0,,,,,,,,,,1.0,1.0,3.0,8.0,,,47.0,37.0,,,,2.0,3.0,8.0,,5.0,12.0,6.0,,15.0,1.0,49.0,61.0,2.0,26.0,16.0,1.0,,78.0,18.0,14.0,,,,,2.0,113.0,,,,,,,12.0,,1.0,,21.0,2.0,10.0,7.0,2.0,2.0,46.0,72.0,50.0,6.0,,4.0,2.0,2.0,,4.0,2.0,,27.0,52.0,27.0,1.0,1.0,1.0,,,170.0,157.0,2.0,13.0,15.0,40.9,1.0,,,0.0,74.0,,1.0,,,2.0,,6.0,,3.0,72.0,,6.0,73.0,19.0,39.0,11.0,5.0,27.0,22.0,,129.0,14.0,234.0,1.0,1.0,39.0,14.0,46.0,2.0,280.0,,0.0,11.0,21.0,,20.0,5.0,493.0,,18.0,8.0,5.0,12.0,0.0,1.0,,,,,,,,
2011-12,360536,7,2011-10-02 15:00:00,80,Swansea,Home,207.0,14.0,2.0,3.0,1.0,2.0,,140.0,4.0,,1.0,25.0,40.0,45.0,344.0,,,24.0,18.0,5.0,3.0,2.0,,,,,,2.0,,,,,,1.0,,,,,,4.0,7.0,,,89.0,64.0,,,2.0,5.0,4.0,8.0,,6.0,7.0,3.0,,11.0,3.0,61.0,49.0,5.0,16.0,9.0,,,54.0,15.0,18.0,2.0,,,,2.0,170.0,,,,,,,6.0,,1.0,1.0,18.0,,7.0,7.0,1.0,1.0,90.0,93.0,56.0,5.0,,2.0,3.0,3.0,,3.0,2.0,,41.0,68.0,10.0,,,,,1.0,170.0,151.0,2.0,28.0,26.0,59.1,,,,0.0,93.0,1.0,1.0,,,1.0,,4.0,,2.0,60.0,,5.0,243.0,25.0,35.0,18.0,4.0,14.0,10.0,,97.0,9.0,213.0,2.0,,57.0,41.0,71.0,2.0,442.0,,0.0,11.0,18.0,1.0,27.0,3.0,634.0,,12.0,8.0,6.0,10.0,0.0,,,,,,,,,
2011-12,360537,7,2011-10-02 16:00:00,3,Arsenal,Away,167.0,13.0,2.0,4.0,2.0,3.0,,252.0,4.0,1.0,6.0,2.0,20.0,26.0,415.0,1.0,1.0,17.0,21.0,8.0,9.0,1.0,,,,1.0,,1.0,,,1.0,,11.0,,,,,,,12.0,6.0,,,63.0,63.0,2.0,1.0,1.0,3.0,3.0,11.0,,7.0,11.0,8.0,,23.0,4.0,70.0,45.0,1.0,19.0,8.0,1.0,1.0,86.0,8.0,11.0,,1.0,2.0,,1.0,187.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,,12.0,,17.0,13.0,2.0,6.0,122.0,83.0,43.0,9.0,1.0,4.0,7.0,5.0,,4.0,1.0,,62.0,61.0,21.0,,,,,,165.0,158.0,1.0,30.0,25.0,61.7,,,1.0,0.0,131.0,3.0,1.0,,,1.0,,5.0,,3.0,120.0,,11.0,185.0,22.0,24.0,11.0,5.0,24.0,19.0,,169.0,8.0,342.0,1.0,1.0,18.0,22.0,48.0,2.0,503.0,1.0,0.0,13.0,22.0,7.0,21.0,1.0,718.0,,5.0,4.0,7.0,15.0,0.0,,,,,,,,,
2011-12,360537,7,2011-10-02 16:00:00,6,Spurs,Home,106.0,10.0,2.0,4.0,2.0,,,125.0,4.0,,5.0,11.0,2.0,22.0,227.0,,2.0,17.0,8.0,21.0,11.0,3.0,,3.0,,,,2.0,,,,,12.0,,,,,,,7.0,6.0,,,34.0,63.0,4.0,4.0,,2.0,4.0,4.0,,9.0,13.0,2.0,1.0,16.0,3.0,45.0,70.0,2.0,27.0,11.0,,,57.0,12.0,8.0,,1.0,4.0,2.0,2.0,127.0,1.0,,1.0,1.0,,,7.0,2.0,1.0,1.0,23.0,,20.0,16.0,3.0,5.0,76.0,85.0,44.0,7.0,1.0,8.0,7.0,6.0,,3.0,1.0,,49.0,30.0,19.0,,,,,,165.0,148.0,4.0,25.0,23.0,38.3,,,,0.0,65.0,1.0,3.0,,,,3.0,8.0,1.0,3.0,61.0,,15.0,120.0,21.0,44.0,17.0,7.0,24.0,17.0,3.0,96.0,8.0,206.0,1.0,,27.0,3.0,47.0,6.0,302.0,,0.0,18.0,30.0,2.0,23.0,2.0,553.0,,14.0,11.0,9.0,21.0,0.0,,,,,,,,,
2011-12,360541,8,2011-10-15 12:45:00,1,Man Utd,Away,88.0,8.0,3.0,6.0,3.0,3.0,,167.0,3.0,,4.0,2.0,7.0,31.0,249.0,,,23.0,6.0,9.0,4.0,2.0,,1.0,,,1.0,1.0,,,,,8.0,,,,,,,7.0,8.0,,,37.0,53.0,1.0,,1.0,4.0,2.0,5.0,,3.0,5.0,2.0,,24.0,3.0,49.0,45.0,4.0,19.0,7.0,1.0,,71.0,11.0,8.0,1.0,,2.0,1.0,1.0,125.0,1.0,,1.0,,1.0,,16.0,,3.0,,27.0,,18.0,13.0,1.0,4.0,87.0,79.0,31.0,8.0,,4.0,3.0,2.0,,4.0,1.0,,79.0,45.0,16.0,,,,,,181.0,153.0,1.0,19.0,22.0,44.2,,,3.0,0.0,93.0,2.0,2.0,,,1.0,1.0,7.0,1.0,3.0,78.0,,7.0,104.0,18.0,47.0,8.0,3.0,11.0,8.0,1.0,125.0,8.0,249.0,3.0,,27.0,10.0,59.0,1.0,342.0,,0.0,11.0,23.0,1.0,25.0,3.0,571.0,,11.0,5.0,3.0,20.0,0.0,,,,,,,,,
2011-12,360541,8,2011-10-15 12:45:00,14,Liverpool,Home,155.0,9.0,2.0,4.0,2.0,3.0,,177.0,4.0,1.0,8.0,3.0,14.0,27.0,328.0,,,23.0,9.0,6.0,9.0,1.0,,2.0,1.0,,,1.0,,1.0,,,12.0,,,,,,,6.0,5.0,,,67.0,59.0,2.0,4.0,,1.0,4.0,5.0,,8.0,14.0,8.0,,15.0,,45.0,49.0,1.0,8.0,5.0,,,69.0,10.0,11.0,,,4.0,4.0,1.0,170.0,,,,,,,9.0,,1.0,2.0,7.0,,21.0,18.0,,8.0,105.0,82.0,45.0,3.0,1.0,4.0,6.0,5.0,,2.0,4.0,,58.0,79.0,21.0,,,,,,179.0,171.0,4.0,17.0,25.0,55.8,,,,0.0,78.0,,1.0,,,1.0,2.0,6.0,,1.0,89.0,,10.0,174.0,27.0,16.0,13.0,7.0,33.0,26.0,2.0,139.0,9.0,279.0,1.0,1.0,15.0,14.0,48.0,3.0,420.0,,0.0,15.0,27.0,,26.0,1.0,649.0,,12.0,5.0,8.0,17.0,0.0,,,,,,,,,
2011-12,360542,8,2011-10-15 15:00:00,43,Man City,Home,304.0,13.0,3.0,5.0,2.0,1.0,,285.0,1.0,1.0,5.0,3.0,22.0,27.0,584.0,,1.0,26.0,4.0,5.0,8.0,,,,,,,,,,,,12.0,,,,,,,7.0,3.0,,,92.0,60.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,12.0,,36.0,30.0,1.0,8.0,5.0,,1.0,67.0,11.0,7.0,1.0,,,,,188.0,4.0,1.0,2.0,3.0,1.0,,3.0,2.0,1.0,,13.0,,9.0,7.0,1.0,5.0,181.0,72.0,57.0,1.0,2.0,4.0,8.0,8.0,,4.0,3.0,,78.0,80.0,14.0,,,,,,144.0,132.0,2.0,28.0,24.0,64.1,,,,0.0,202.0,2.0,1.0,,,,,4.0,,3.0,112.0,,12.0,322.0,26.0,20.0,14.0,4.0,11.0,7.0,,154.0,8.0,352.0,1.0,1.0,8.0,24.0,42.0,2.0,663.0,2.0,0.0,14.0,12.0,9.0,31.0,1.0,831.0,,15.0,6.0,5.0,10.0,0.0,,,,,,,,,
