season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attLgCentre,attPenMiss,attPenPost,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,attPenTarget,attOboxOwnGoal,attLgLeft,attLgRight
2020-21,2128398,12,2020-12-12 20:00:00,11,Everton,Home,74.0,8.0,2.0,4.0,2.0,4.0,,92.0,3.0,,3.0,5.0,1.0,21.0,162.0,,,14.0,20.0,22.0,5.0,2.0,3.0,1.0,0.0,1.0,,,1.0,,,,,4.0,1.0,,,,,6.0,4.0,6.0,8.0,1.0,35.0,59.0,,,1.0,3.0,17.0,2.0,15.0,,1.0,6.0,9.0,1.0,0.0,13.0,2.0,60.0,62.0,3.0,33.0,17.0,,,41.0,42.0,10.0,11.0,,1.0,4.0,2.0,1.0,114.0,,,,,,,6.0,0.0,1.0,1.0,17.0,,26.0,26.0,3.0,0.0,3.0,43.0,55.0,22.0,6.0,1.0,2.0,5.0,4.0,220.0,3.0,1.0,0.0,54.0,31.0,22.0,,,,,1.0,149.0,149.0,2.0,30.0,19.0,28.0,,,,2.0,17.0,0.0,49.0,1.0,2.0,3.0,,,1.0,3.0,1.0,0.0,3.0,21.0,52.0,152.0,9.0,7.0,97.0,18.0,33.0,20.0,5.0,17.0,12.0,1.0,83.0,11.0,161.0,1.0,,22.0,1.0,55.0,4.0,241.0,,0.0,9.0,13.0,,24.0,2.0,479.0,16.0,24.0,0.0,16.0,6.0,7.0,0.0,,,,,,,,,,,,
2020-21,2128398,12,2020-12-12 20:00:00,8,Chelsea,Away,300.0,22.0,,4.0,4.0,2.0,1.0,243.0,7.0,1.0,,2.0,7.0,27.0,539.0,,,34.0,22.0,20.0,6.0,,1.0,,0.0,,1.0,1.0,2.0,,,,,6.0,0.0,,,1.0,1.0,6.0,8.0,1.0,4.0,6.0,108.0,55.0,,1.0,,3.0,17.0,3.0,16.0,,,6.0,18.0,9.0,0.0,11.0,2.0,62.0,60.0,3.0,15.0,6.0,,,41.0,73.0,11.0,9.0,,1.0,3.0,1.0,2.0,216.0,,,,,,,7.0,0.0,1.0,,6.0,2.0,6.0,6.0,,0.0,,149.0,71.0,53.0,6.0,0.0,3.0,3.0,3.0,617.0,2.0,1.0,0.0,52.0,108.0,40.0,1.0,1.0,1.0,,,166.0,166.0,1.0,27.0,25.0,72.0,1.0,,,,17.0,0.0,166.0,3.0,,3.0,,1.0,,4.0,,0.0,2.0,20.0,117.0,519.0,5.0,6.0,335.0,48.0,15.0,17.0,4.0,32.0,28.0,,164.0,5.0,336.0,1.0,1.0,12.0,9.0,56.0,1.0,639.0,,0.0,10.0,17.0,,35.0,3.0,861.0,22.0,21.0,0.0,15.0,6.0,9.0,0.0,,,,,,,,,,,,
2020-21,2128404,12,2020-12-13 12:00:00,20,Southampton,Home,327.0,20.0,5.0,7.0,2.0,1.0,1.0,171.0,4.0,,4.0,1.0,8.0,21.0,491.0,,1.0,17.0,15.0,22.0,7.0,3.0,3.0,,,1.0,,,1.0,,,,1.0,11.0,,,,,1.0,3.0,3.0,,11.0,5.0,114.0,54.0,4.0,2.0,2.0,1.0,13.0,3.0,6.0,,,8.0,6.0,1.0,,13.0,,46.0,65.0,1.0,18.0,10.0,,,28.0,45.0,8.0,13.0,1.0,,3.0,4.0,1.0,162.0,3.0,,1.0,2.0,1.0,,4.0,2.0,,,10.0,,9.0,9.0,1.0,,4.0,148.0,66.0,45.0,4.0,1.0,5.0,8.0,6.0,558.0,,1.0,,62.0,48.0,35.0,,,,,,124.0,124.0,7.0,24.0,19.0,68.2,,,,,13.0,0.0,148.0,,,,,,,7.0,,,3.0,14.0,71.0,478.0,7.0,13.0,351.0,50.0,18.0,13.0,8.0,19.0,11.0,,113.0,1.0,240.0,,,14.0,9.0,54.0,3.0,572.0,,0.0,16.0,21.0,2.0,19.0,0.0,758.0,27.0,8.0,,9.0,8.0,13.0,0.0,,,,,,,,,,,,
2020-21,2128404,12,2020-12-13 12:00:00,49,Sheff Utd,Away,65.0,4.0,1.0,2.0,1.0,3.0,,116.0,5.0,,2.0,10.0,2.0,22.0,179.0,,,19.0,22.0,15.0,2.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,7.0,11.0,5.0,3.0,,47.0,49.0,,,,,14.0,,9.0,,,4.0,12.0,1.0,,13.0,,65.0,46.0,,19.0,9.0,,1.0,28.0,43.0,14.0,8.0,,,1.0,1.0,,123.0,,,,,,,9.0,,,1.0,9.0,,13.0,13.0,1.0,,2.0,38.0,65.0,30.0,8.0,,3.0,,,227.0,3.0,1.0,,71.0,38.0,23.0,,,,,,126.0,126.0,4.0,11.0,16.0,31.8,,,,1.0,14.0,0.0,51.0,2.0,1.0,3.0,,,,3.0,,,3.0,14.0,65.0,160.0,6.0,3.0,80.0,18.0,19.0,14.0,2.0,16.0,14.0,,99.0,10.0,195.0,,,32.0,2.0,61.0,,259.0,,0.0,3.0,17.0,,23.0,1.0,425.0,7.0,6.0,,6.0,4.0,11.0,0.0,,,,,,,,,,,,
2020-21,2128397,12,2020-12-13 14:15:00,31,Crystal Palace,Home,134.0,18.0,4.0,5.0,1.0,5.0,,144.0,4.0,,5.0,7.0,2.0,32.0,273.0,,,21.0,10.0,22.0,9.0,3.0,4.0,,0.0,,,,2.0,,,,,7.0,0.0,,,1.0,3.0,8.0,7.0,7.0,11.0,5.0,43.0,60.0,1.0,1.0,1.0,,14.0,6.0,5.0,,,4.0,6.0,3.0,0.0,14.0,4.0,49.0,50.0,,26.0,10.0,1.0,,33.0,41.0,15.0,10.0,,,4.0,1.0,2.0,130.0,,,,,,,8.0,0.0,,1.0,10.0,1.0,16.0,16.0,2.0,0.0,5.0,86.0,56.0,38.0,7.0,1.0,5.0,7.0,5.0,324.0,3.0,2.0,0.0,58.0,32.0,25.0,,,,,,121.0,121.0,5.0,23.0,25.0,42.9,1.0,,1.0,1.0,14.0,0.0,85.0,4.0,1.0,5.0,,,,5.0,,0.0,2.0,23.0,78.0,258.0,5.0,12.0,162.0,27.0,26.0,13.0,4.0,14.0,10.0,,104.0,11.0,196.0,,,21.0,3.0,56.0,4.0,344.0,1.0,0.0,16.0,11.0,,23.0,1.0,546.0,26.0,13.0,0.0,7.0,4.0,8.0,0.0,,,,,,,,,,,,
2020-21,2128397,12,2020-12-13 14:15:00,6,Spurs,Away,139.0,25.0,1.0,2.0,1.0,1.0,,228.0,5.0,,7.0,5.0,1.0,32.0,365.0,,1.0,15.0,22.0,10.0,3.0,3.0,1.0,,0.0,1.0,,1.0,3.0,,,,,9.0,0.0,,,,1.0,7.0,11.0,5.0,7.0,7.0,70.0,64.0,1.0,2.0,,2.0,12.0,3.0,7.0,,,7.0,4.0,6.0,0.0,6.0,1.0,50.0,49.0,2.0,12.0,7.0,1.0,,33.0,59.0,11.0,14.0,1.0,,6.0,2.0,3.0,144.0,1.0,,,1.0,,,6.0,1.0,,1.0,7.0,2.0,4.0,4.0,1.0,0.0,7.0,118.0,65.0,37.0,4.0,0.0,3.0,4.0,6.0,435.0,5.0,2.0,0.0,100.0,63.0,36.0,,,,,,140.0,140.0,4.0,23.0,27.0,57.1,,2.0,,,12.0,0.0,125.0,3.0,1.0,4.0,,,,5.0,,0.0,3.0,10.0,109.0,346.0,7.0,7.0,159.0,49.0,12.0,10.0,7.0,19.0,12.0,,156.0,5.0,317.0,,,15.0,2.0,56.0,,457.0,,0.0,14.0,20.0,2.0,22.0,1.0,638.0,16.0,11.0,0.0,5.0,7.0,13.0,0.0,,,,,,,,,,,,
2020-21,2128399,12,2020-12-13 16:30:00,14,Liverpool,Away,251.0,12.0,2.0,4.0,2.0,2.0,,367.0,7.0,1.0,2.0,2.0,2.0,30.0,614.0,,,27.0,19.0,12.0,6.0,,,,,,,,1.0,,,,,9.0,1.0,,,,1.0,2.0,6.0,4.0,7.0,5.0,75.0,59.0,2.0,2.0,1.0,,16.0,4.0,11.0,,,8.0,9.0,13.0,,9.0,2.0,51.0,54.0,,22.0,12.0,,,33.0,82.0,5.0,7.0,1.0,,5.0,3.0,1.0,163.0,,,,,,,7.0,,,1.0,12.0,,7.0,7.0,1.0,,2.0,228.0,65.0,43.0,6.0,,2.0,4.0,6.0,692.0,1.0,1.0,,100.0,110.0,50.0,,,,,1.0,160.0,160.0,7.0,30.0,20.0,75.1,,,1.0,,16.0,0.0,241.0,3.0,1.0,4.0,,,,2.0,,,3.0,18.0,135.0,599.0,6.0,6.0,272.0,41.0,22.0,22.0,8.0,33.0,25.0,,193.0,2.0,468.0,,1.0,13.0,3.0,60.0,2.0,707.0,,0.0,12.0,21.0,,27.0,1.0,925.0,27.0,18.0,,14.0,8.0,12.0,0.0,,,,,,,,,,,,
2020-21,2128399,12,2020-12-13 16:30:00,54,Fulham,Home,66.0,15.0,1.0,3.0,2.0,1.0,,90.0,6.0,,2.0,5.0,,28.0,153.0,,1.0,14.0,12.0,19.0,5.0,1.0,2.0,,,,,,,,,,,7.0,,,,,1.0,5.0,7.0,5.0,6.0,4.0,24.0,60.0,3.0,4.0,,5.0,11.0,1.0,14.0,,1.0,6.0,8.0,3.0,,11.0,3.0,54.0,51.0,5.0,42.0,25.0,,,33.0,47.0,9.0,4.0,,,2.0,,,118.0,1.0,,1.0,,1.0,,8.0,,1.0,2.0,25.0,,17.0,17.0,1.0,,2.0,30.0,51.0,20.0,8.0,1.0,2.0,5.0,5.0,206.0,2.0,3.0,,35.0,37.0,29.0,1.0,1.0,1.0,,,141.0,141.0,5.0,31.0,13.0,24.9,,2.0,,1.0,11.0,0.0,55.0,2.0,3.0,5.0,,,,4.0,,,3.0,15.0,61.0,139.0,5.0,7.0,85.0,23.0,42.0,21.0,6.0,17.0,11.0,,96.0,6.0,159.0,1.0,,26.0,1.0,63.0,2.0,227.0,,0.0,10.0,17.0,1.0,19.0,3.0,452.0,21.0,22.0,,11.0,6.0,8.0,0.0,,,,,,,,,,,,
2020-21,2128396,12,2020-12-13 19:15:00,3,Arsenal,Home,252.0,17.0,2.0,7.0,5.0,1.0,,217.0,6.0,1.0,5.0,1.0,1.0,24.0,462.0,1.0,,27.0,25.0,10.0,15.0,1.0,3.0,,,,,,,1.0,,,,14.0,,,,,1.0,4.0,8.0,3.0,12.0,6.0,82.0,50.0,3.0,3.0,,,14.0,6.0,4.0,,2.0,13.0,20.0,8.0,,7.0,1.0,46.0,36.0,,10.0,5.0,,,28.0,73.0,5.0,10.0,,,1.0,2.0,,183.0,,,,,,,11.0,,,,5.0,,8.0,8.0,1.0,,5.0,150.0,72.0,34.0,4.0,,5.0,11.0,6.0,526.0,3.0,2.0,1.0,71.0,80.0,48.0,,,,,,163.0,163.0,2.0,20.0,21.0,64.7,,,,,14.0,0.0,142.0,1.0,1.0,2.0,,,,6.0,3.0,,3.0,12.0,139.0,439.0,6.0,16.0,281.0,34.0,10.0,9.0,8.0,38.0,30.0,,181.0,3.0,314.0,,1.0,16.0,2.0,61.0,3.0,557.0,1.0,1.0,18.0,12.0,,31.0,2.0,757.0,39.0,16.0,,4.0,13.0,5.0,0.0,,,,,,,,,,,,
2020-21,2128396,12,2020-12-13 19:15:00,90,Burnley,Away,113.0,11.0,2.0,6.0,4.0,3.0,2.0,113.0,2.0,3.0,3.0,8.0,1.0,30.0,220.0,,,11.0,10.0,25.0,5.0,3.0,2.0,,,,,,,,,,,5.0,,,,,3.0,3.0,12.0,6.0,7.0,3.0,78.0,66.0,1.0,1.0,,3.0,11.0,3.0,4.0,,,4.0,4.0,6.0,,7.0,2.0,36.0,46.0,3.0,40.0,18.0,,,28.0,51.0,11.0,5.0,,,3.0,3.0,,131.0,,,,,,,5.0,,1.0,1.0,18.0,,17.0,17.0,3.0,,3.0,49.0,75.0,29.0,13.0,,4.0,4.0,2.0,289.0,6.0,,,39.0,60.0,27.0,,,,,,128.0,128.0,4.0,20.0,27.0,35.3,,,,1.0,11.0,0.0,49.0,6.0,,6.0,,,,5.0,1.0,,2.0,16.0,56.0,212.0,5.0,8.0,134.0,33.0,40.0,9.0,4.0,17.0,13.0,,96.0,9.0,190.0,1.0,3.0,28.0,2.0,80.0,3.0,307.0,,0.0,10.0,12.0,,14.0,1.0,499.0,16.0,12.0,,4.0,4.0,7.0,0.0,,,,,,,,,,,,
2020-21,2128401,12,2020-12-13 19:15:00,13,Leicester,Home,214.0,22.0,,3.0,3.0,3.0,,258.0,4.0,,7.0,4.0,8.0,40.0,469.0,2.0,,12.0,10.0,15.0,10.0,,4.0,,0.0,,,,,,,,,11.0,0.0,,1.0,,,6.0,6.0,6.0,13.0,2.0,105.0,60.0,1.0,1.0,1.0,,19.0,4.0,10.0,,1.0,9.0,9.0,7.0,0.0,15.0,1.0,53.0,45.0,,20.0,16.0,,,24.0,53.0,9.0,10.0,3.0,,1.0,1.0,,152.0,3.0,,1.0,3.0,,,4.0,3.0,,1.0,16.0,1.0,14.0,14.0,,0.0,7.0,139.0,57.0,42.0,5.0,0.0,4.0,9.0,6.0,515.0,4.0,,0.0,72.0,106.0,27.0,,,,,,128.0,128.0,3.0,25.0,25.0,54.1,1.0,,,,19.0,0.0,143.0,4.0,,4.0,,,,5.0,,0.0,3.0,10.0,128.0,447.0,8.0,13.0,234.0,33.0,20.0,19.0,,17.0,17.0,,158.0,4.0,322.0,,,12.0,8.0,54.0,4.0,539.0,2.0,0.0,15.0,12.0,,15.0,2.0,727.0,30.0,12.0,0.0,9.0,9.0,6.0,0.0,,,,,,,,,,,,
2020-21,2128401,12,2020-12-13 19:15:00,36,Brighton,Away,219.0,23.0,1.0,3.0,2.0,1.0,1.0,156.0,7.0,,7.0,4.0,5.0,34.0,372.0,,1.0,9.0,15.0,10.0,6.0,3.0,3.0,,0.0,,,,,,,,,6.0,0.0,,,,3.0,5.0,13.0,2.0,6.0,6.0,81.0,54.0,1.0,1.0,,2.0,17.0,4.0,9.0,,,5.0,4.0,3.0,0.0,7.0,1.0,45.0,53.0,2.0,11.0,3.0,,,24.0,56.0,10.0,8.0,,,3.0,3.0,,136.0,,,,,,,8.0,0.0,,,3.0,,15.0,15.0,2.0,0.0,8.0,106.0,45.0,27.0,9.0,0.0,4.0,5.0,4.0,432.0,4.0,2.0,0.0,41.0,77.0,24.0,,,,,,120.0,120.0,2.0,22.0,22.0,45.9,,,,1.0,17.0,0.0,132.0,3.0,,3.0,,,,4.0,,0.0,3.0,14.0,72.0,351.0,9.0,9.0,243.0,40.0,11.0,15.0,4.0,14.0,10.0,,110.0,3.0,226.0,,,16.0,5.0,60.0,1.0,455.0,1.0,0.0,12.0,25.0,1.0,13.0,1.0,629.0,11.0,6.0,0.0,10.0,5.0,14.0,0.0,,,,,,,,,,,,
2020-21,2128413,13,2020-12-15 18:00:00,39,Wolves,Home,177.0,20.0,1.0,2.0,1.0,2.0,1.0,161.0,7.0,,3.0,,7.0,28.0,336.0,,,13.0,12.0,27.0,5.0,2.0,3.0,2.0,,,,,,,,,,8.0,,,,,1.0,9.0,7.0,6.0,6.0,6.0,66.0,60.0,,,,1.0,18.0,2.0,10.0,,1.0,5.0,10.0,3.0,,6.0,,48.0,69.0,1.0,34.0,27.0,,,36.0,45.0,12.0,11.0,2.0,,2.0,2.0,,144.0,2.0,,,1.0,1.0,1.0,9.0,1.0,1.0,,27.0,,14.0,14.0,1.0,,3.0,111.0,52.0,33.0,6.0,,5.0,4.0,4.0,391.0,4.0,3.0,,57.0,45.0,31.0,,,,,,135.0,135.0,4.0,35.0,14.0,45.1,,,3.0,,18.0,0.0,97.0,,2.0,2.0,,,2.0,6.0,,,3.0,20.0,69.0,316.0,7.0,9.0,204.0,39.0,34.0,23.0,2.0,17.0,15.0,3.0,102.0,7.0,231.0,1.0,,14.0,8.0,55.0,1.0,418.0,,0.0,12.0,17.0,,14.0,2.0,625.0,16.0,19.0,,15.0,5.0,10.0,0.0,,,,,,,,,,,,
2020-21,2128413,13,2020-12-15 18:00:00,8,Chelsea,Away,187.0,28.0,4.0,8.0,4.0,,,245.0,7.0,,6.0,2.0,2.0,40.0,424.0,,,16.0,27.0,12.0,6.0,3.0,4.0,,,,,1.0,1.0,,,,,7.0,,1.0,,,1.0,8.0,6.0,6.0,7.0,6.0,73.0,56.0,1.0,2.0,,3.0,16.0,4.0,15.0,,1.0,6.0,13.0,13.0,,8.0,1.0,69.0,48.0,3.0,19.0,13.0,,,36.0,54.0,12.0,12.0,1.0,,4.0,2.0,1.0,157.0,1.0,,1.0,1.0,,,7.0,1.0,,1.0,13.0,1.0,7.0,7.0,1.0,,6.0,135.0,47.0,37.0,5.0,,4.0,6.0,3.0,474.0,2.0,,,117.0,66.0,44.0,,,,,,128.0,128.0,3.0,26.0,21.0,54.9,1.0,3.0,,,16.0,0.0,129.0,,2.0,2.0,,,,6.0,,,2.0,16.0,119.0,407.0,8.0,10.0,206.0,41.0,19.0,19.0,6.0,34.0,28.0,,157.0,2.0,322.0,,,11.0,2.0,57.0,,494.0,1.0,0.0,13.0,14.0,,17.0,2.0,698.0,35.0,14.0,,10.0,6.0,6.0,0.0,,,,,,,,,,,,
2020-21,2128415,13,2020-12-15 20:00:00,35,West Brom,Away,72.0,8.0,,2.0,2.0,6.0,1.0,63.0,7.0,1.0,3.0,4.0,1.0,20.0,133.0,,,11.0,19.0,15.0,2.0,,1.0,,,,,,,,,,,3.0,,,,,1.0,5.0,17.0,9.0,3.0,2.0,36.0,44.0,,1.0,,3.0,14.0,,9.0,,,2.0,3.0,,,6.0,2.0,47.0,38.0,3.0,31.0,16.0,,,36.0,34.0,8.0,5.0,,,1.0,1.0,,112.0,,,,,,,16.0,,1.0,,16.0,,12.0,12.0,4.0,,3.0,38.0,56.0,15.0,13.0,,2.0,,1.0,191.0,8.0,,,18.0,50.0,8.0,,,,,,120.0,120.0,1.0,24.0,9.0,22.8,,,1.0,,14.0,0.0,38.0,4.0,2.0,7.0,,,,4.0,,,3.0,17.0,19.0,122.0,8.0,2.0,98.0,30.0,31.0,11.0,1.0,5.0,4.0,,52.0,8.0,131.0,1.0,1.0,17.0,1.0,63.0,2.0,224.0,,0.0,5.0,13.0,,12.0,3.0,380.0,6.0,12.0,,6.0,2.0,8.0,0.0,,,,,,,,,,,,
2020-21,2128415,13,2020-12-15 20:00:00,43,Man City,Home,178.0,18.0,5.0,9.0,4.0,,,509.0,5.0,1.0,3.0,2.0,4.0,25.0,678.0,1.0,,20.0,15.0,19.0,15.0,4.0,6.0,1.0,,1.0,,1.0,2.0,1.0,,,,18.0,,,,,,2.0,4.0,2.0,17.0,9.0,103.0,52.0,3.0,3.0,1.0,1.0,17.0,8.0,6.0,,,13.0,9.0,10.0,,7.0,1.0,38.0,47.0,1.0,10.0,5.0,,,36.0,96.0,5.0,8.0,,,4.0,1.0,2.0,172.0,1.0,,1.0,1.0,,,5.0,1.0,,,5.0,,8.0,8.0,1.0,,3.0,228.0,57.0,48.0,2.0,1.0,9.0,11.0,7.0,737.0,,2.0,1.0,109.0,109.0,53.0,,,,,,132.0,132.0,4.0,18.0,27.0,77.2,,2.0,,,17.0,0.0,249.0,1.0,,1.0,,,1.0,11.0,2.0,,2.0,19.0,257.0,664.0,6.0,20.0,197.0,34.0,10.0,15.0,12.0,32.0,20.0,1.0,306.0,1.0,587.0,,1.0,4.0,4.0,33.0,3.0,752.0,1.0,0.0,26.0,11.0,,20.0,2.0,932.0,47.0,17.0,,9.0,13.0,4.0,0.0,,,,,,,,,,,,
2020-21,2128406,13,2020-12-16 18:00:00,20,Southampton,Away,257.0,28.0,2.0,3.0,1.0,1.0,1.0,289.0,3.0,,3.0,2.0,8.0,28.0,543.0,1.0,2.0,16.0,18.0,11.0,5.0,,1.0,,,,,,,,,,,10.0,,1.0,,,2.0,9.0,5.0,4.0,5.0,8.0,110.0,58.0,2.0,1.0,1.0,2.0,17.0,2.0,8.0,,,7.0,9.0,5.0,,3.0,3.0,46.0,41.0,2.0,13.0,8.0,,,33.0,79.0,13.0,11.0,,,4.0,4.0,,182.0,1.0,,1.0,1.0,,,4.0,1.0,,,8.0,1.0,9.0,9.0,2.0,,3.0,188.0,61.0,29.0,2.0,1.0,2.0,4.0,3.0,615.0,2.0,,,77.0,69.0,40.0,,,,,,134.0,134.0,10.0,21.0,22.0,64.8,1.0,2.0,,,17.0,0.0,152.0,2.0,1.0,4.0,,,,8.0,,,2.0,18.0,132.0,529.0,6.0,6.0,275.0,55.0,13.0,13.0,7.0,25.0,18.0,,175.0,4.0,382.0,,,13.0,8.0,56.0,1.0,632.0,3.0,0.0,13.0,11.0,2.0,19.0,3.0,791.0,23.0,11.0,,8.0,7.0,8.0,0.0,,,,,,,,,,,,
2020-21,2128406,13,2020-12-16 18:00:00,3,Arsenal,Home,156.0,16.0,,1.0,1.0,1.0,1.0,107.0,2.0,1.0,7.0,3.0,2.0,27.0,262.0,,,17.0,11.0,18.0,5.0,2.0,,,,,,,,,,,,7.0,,1.0,,,2.0,8.0,5.0,8.0,5.0,4.0,52.0,57.0,1.0,,1.0,2.0,17.0,2.0,8.0,,,2.0,6.0,2.0,,5.0,,41.0,46.0,2.0,28.0,14.0,,1.0,33.0,57.0,13.0,13.0,1.0,,2.0,2.0,,134.0,1.0,,1.0,1.0,,,5.0,1.0,,2.0,14.0,1.0,17.0,17.0,4.0,,7.0,82.0,64.0,33.0,7.0,,2.0,6.0,4.0,320.0,2.0,1.0,,58.0,23.0,16.0,,,,,,115.0,115.0,1.0,27.0,21.0,35.2,1.0,,1.0,2.0,17.0,0.0,72.0,1.0,1.0,2.0,1.0,1.0,,3.0,,,3.0,15.0,50.0,250.0,9.0,8.0,175.0,34.0,28.0,14.0,1.0,11.0,10.0,,93.0,3.0,176.0,,1.0,17.0,2.0,56.0,1.0,340.0,,1.0,9.0,8.0,,18.0,1.0,517.0,15.0,13.0,,8.0,2.0,6.0,0.0,,,,,,,,,,,,
2020-21,2128409,13,2020-12-16 18:00:00,2,Leeds,Home,183.0,31.0,3.0,11.0,8.0,3.0,,272.0,6.0,,5.0,1.0,3.0,29.0,444.0,,,16.0,19.0,18.0,14.0,2.0,3.0,2.0,,,,,,,,,,21.0,,,,,1.0,6.0,8.0,2.0,17.0,8.0,83.0,63.0,2.0,,3.0,,20.0,7.0,14.0,,,7.0,18.0,11.0,2.0,4.0,2.0,51.0,50.0,,12.0,8.0,,,29.0,64.0,10.0,12.0,1.0,,2.0,1.0,,177.0,4.0,,3.0,4.0,,2.0,8.0,5.0,,,8.0,1.0,19.0,19.0,2.0,,5.0,139.0,64.0,47.0,4.0,2.0,6.0,14.0,10.0,507.0,1.0,2.0,,95.0,74.0,55.0,,,,,,145.0,145.0,4.0,25.0,28.0,68.7,,,3.0,1.0,20.0,0.0,134.0,2.0,,2.0,,1.0,2.0,8.0,1.0,,3.0,16.0,152.0,421.0,6.0,20.0,204.0,43.0,12.0,11.0,6.0,36.0,30.0,4.0,198.0,6.0,365.0,,,6.0,3.0,45.0,4.0,533.0,,0.0,25.0,13.0,1.0,17.0,3.0,728.0,47.0,16.0,,7.0,7.0,6.0,0.0,,,,,,,,,,,,
2020-21,2128409,13,2020-12-16 18:00:00,4,Newcastle,Away,70.0,11.0,2.0,6.0,4.0,1.0,1.0,98.0,4.0,,1.0,6.0,6.0,17.0,162.0,,,11.0,18.0,19.0,5.0,2.0,2.0,1.0,,1.0,,,1.0,,,,,6.0,,,,,1.0,9.0,17.0,8.0,8.0,2.0,38.0,58.0,2.0,1.0,1.0,5.0,15.0,1.0,7.0,,,4.0,8.0,2.0,1.0,8.0,4.0,50.0,51.0,5.0,33.0,16.0,,,29.0,44.0,13.0,10.0,,,2.0,1.0,1.0,129.0,2.0,1.0,1.0,1.0,1.0,,13.0,1.0,1.0,1.0,16.0,1.0,10.0,10.0,2.0,,1.0,37.0,66.0,31.0,7.0,1.0,4.0,5.0,4.0,210.0,7.0,2.0,,29.0,43.0,20.0,,,,,,128.0,128.0,2.0,30.0,17.0,31.3,,3.0,,,15.0,0.0,42.0,5.0,,5.0,,3.0,1.0,5.0,,,3.0,13.0,46.0,145.0,9.0,9.0,86.0,30.0,33.0,19.0,4.0,15.0,11.0,1.0,79.0,5.0,175.0,1.0,,19.0,7.0,60.0,2.0,246.0,,0.0,10.0,8.0,,13.0,1.0,446.0,20.0,16.0,,14.0,4.0,3.0,0.0,,,,,,,,,,,,
