season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attLgCentre,attPenMiss,attPenPost,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,attPenTarget,attOboxOwnGoal,attLgLeft,attLgRight
2020-21,2128288,1,2020-09-12 12:30:00,3,Arsenal,Away,367.0,16.0,2.0,4.0,2.0,,,199.0,4.0,,3.0,,5.0,31.0,562.0,,2.0,20.0,8.0,7.0,4.0,2.0,2.0,,,,1.0,,2.0,,,,,8.0,,,1.0,,1.0,6.0,1.0,4.0,9.0,4.0,84.0,45.0,1.0,1.0,2.0,,4.0,3.0,6.0,,,3.0,11.0,3.0,1.0,8.0,1.0,36.0,35.0,,11.0,10.0,,,31.0,55.0,12.0,12.0,2.0,,4.0,,2.0,127.0,2.0,1.0,2.0,1.0,1.0,,4.0,2.0,,1.0,10.0,1.0,18.0,18.0,,,3.0,218.0,57.0,39.0,2.0,,2.0,6.0,6.0,608.0,1.0,1.0,,65.0,64.0,26.0,,,,,,99.0,99.0,10.0,15.0,17.0,54.4,1.0,,,,13.0,0.0,197.0,,2.0,2.0,,,,4.0,,,3.0,17.0,91.0,545.0,4.0,8.0,384.0,38.0,11.0,9.0,2.0,16.0,14.0,,123.0,,258.0,,,2.0,5.0,52.0,2.0,626.0,,0.0,13.0,12.0,2.0,21.0,2.0,775.0,26.0,8.0,,6.0,3.0,5.0,0.0,,,,,,,,,,,,
2020-21,2128288,1,2020-09-12 12:30:00,54,Fulham,Home,246.0,13.0,,2.0,2.0,1.0,,217.0,3.0,1.0,2.0,6.0,1.0,32.0,461.0,,,20.0,7.0,8.0,3.0,,,,,,,,,,,,,4.0,,,,,1.0,5.0,9.0,4.0,1.0,4.0,99.0,50.0,,,,4.0,5.0,1.0,6.0,1.0,,2.0,5.0,5.0,,6.0,,35.0,36.0,4.0,7.0,4.0,,1.0,31.0,47.0,12.0,11.0,,,4.0,3.0,,159.0,,,,,,,4.0,,,,4.0,,10.0,10.0,1.0,,2.0,134.0,66.0,50.0,3.0,,,3.0,2.0,505.0,4.0,,,70.0,86.0,17.0,,,,,,107.0,107.0,3.0,28.0,15.0,45.6,,,,,9.0,0.0,131.0,3.0,,2.0,,,,2.0,1.0,,3.0,14.0,95.0,444.0,5.0,3.0,272.0,24.0,7.0,12.0,2.0,15.0,13.0,,115.0,3.0,266.0,,1.0,19.0,1.0,55.0,2.0,523.0,,0.0,5.0,11.0,,20.0,2.0,667.0,3.0,18.0,,6.0,2.0,7.0,0.0,1.0,,,,,,,,,,,
2020-21,2128287,1,2020-09-12 15:00:00,20,Southampton,Away,242.0,24.0,1.0,3.0,2.0,1.0,1.0,219.0,6.0,1.0,8.0,5.0,5.0,33.0,458.0,,,28.0,30.0,30.0,5.0,1.0,1.0,,,2.0,,,2.0,,,,,5.0,,,,,1.0,6.0,5.0,,7.0,2.0,86.0,54.0,2.0,2.0,,3.0,14.0,1.0,10.0,,1.0,3.0,8.0,5.0,,10.0,,65.0,77.0,3.0,15.0,5.0,,,20.0,66.0,11.0,14.0,,,4.0,2.0,2.0,212.0,,,,,,,7.0,,1.0,1.0,5.0,,9.0,9.0,,,8.0,123.0,105.0,52.0,7.0,,1.0,5.0,5.0,557.0,,2.0,,67.0,91.0,32.0,,,,,,177.0,177.0,5.0,28.0,11.0,70.6,,,,,14.0,0.0,159.0,2.0,,2.0,,1.0,,3.0,,,3.0,8.0,94.0,438.0,8.0,6.0,270.0,50.0,15.0,11.0,3.0,18.0,15.0,,140.0,4.0,328.0,2.0,1.0,26.0,6.0,74.0,,580.0,,0.0,9.0,28.0,,32.0,1.0,787.0,21.0,19.0,,6.0,3.0,18.0,0.0,,,,,,,,,,,,
2020-21,2128287,1,2020-09-12 15:00:00,31,Crystal Palace,Home,50.0,6.0,4.0,8.0,4.0,1.0,2.0,79.0,2.0,,,6.0,1.0,19.0,121.0,,,21.0,30.0,30.0,1.0,3.0,1.0,2.0,,,,,,,,,,2.0,,,,,2.0,10.0,7.0,2.0,5.0,,22.0,70.0,3.0,2.0,1.0,2.0,16.0,,6.0,,1.0,7.0,7.0,2.0,,23.0,4.0,77.0,65.0,2.0,22.0,11.0,,,20.0,51.0,14.0,10.0,1.0,,2.0,2.0,,153.0,1.0,,1.0,1.0,,1.0,6.0,1.0,,,11.0,,12.0,12.0,,,,36.0,82.0,32.0,3.0,,2.0,3.0,3.0,209.0,1.0,3.0,,61.0,52.0,18.0,,,,,,194.0,194.0,3.0,32.0,25.0,29.4,,,,1.0,16.0,0.0,25.0,5.0,,5.0,,1.0,2.0,2.0,,,2.0,12.0,35.0,111.0,5.0,5.0,79.0,17.0,22.0,15.0,5.0,16.0,11.0,3.0,74.0,9.0,173.0,,,37.0,1.0,73.0,4.0,236.0,,0.0,5.0,15.0,1.0,33.0,2.0,449.0,14.0,24.0,,10.0,7.0,9.0,0.0,,,,,,,,,,,,
2020-21,2128289,1,2020-09-12 17:30:00,14,Liverpool,Home,124.0,14.0,4.0,4.0,,1.0,,208.0,,,4.0,1.0,7.0,14.0,328.0,,,26.0,12.0,14.0,11.0,2.0,3.0,1.0,,,,,,,,,,16.0,2.0,,,,1.0,3.0,4.0,2.0,17.0,5.0,64.0,79.0,1.0,,3.0,,15.0,13.0,9.0,,,9.0,3.0,7.0,1.0,21.0,,64.0,51.0,,11.0,1.0,1.0,,23.0,72.0,9.0,5.0,3.0,,2.0,2.0,,167.0,1.0,1.0,1.0,,1.0,,3.0,,1.0,,1.0,,14.0,14.0,2.0,,4.0,97.0,70.0,37.0,,,2.0,12.0,6.0,415.0,2.0,3.0,,52.0,63.0,49.0,,,,,2.0,185.0,185.0,11.0,26.0,34.0,48.8,,,,,15.0,0.0,104.0,,,,,,1.0,3.0,2.0,,3.0,11.0,112.0,320.0,7.0,14.0,139.0,39.0,11.0,32.0,8.0,20.0,12.0,1.0,178.0,3.0,313.0,1.0,,19.0,9.0,59.0,2.0,432.0,2.0,0.0,22.0,13.0,1.0,34.0,1.0,661.0,49.0,18.0,,19.0,9.0,10.0,0.0,,,,,,,,,,,,
2020-21,2128289,1,2020-09-12 17:30:00,2,Leeds,Away,258.0,32.0,,3.0,3.0,1.0,,92.0,6.0,1.0,10.0,2.0,6.0,29.0,347.0,,1.0,22.0,14.0,12.0,1.0,,,,,1.0,,,1.0,,,,,5.0,,,,,,4.0,17.0,5.0,4.0,2.0,68.0,69.0,,,,2.0,13.0,2.0,19.0,,,,1.0,8.0,,9.0,2.0,51.0,64.0,2.0,34.0,14.0,,,23.0,44.0,6.0,9.0,1.0,,1.0,,1.0,156.0,2.0,,1.0,2.0,,,12.0,3.0,,1.0,14.0,,12.0,12.0,,,11.0,115.0,61.0,32.0,9.0,2.0,,3.0,3.0,432.0,12.0,2.0,,53.0,47.0,15.0,2.0,2.0,2.0,,,163.0,163.0,3.0,35.0,18.0,51.2,,,,1.0,13.0,0.0,120.0,1.0,1.0,3.0,,,,1.0,,,3.0,12.0,40.0,326.0,7.0,3.0,302.0,56.0,34.0,13.0,,9.0,9.0,,80.0,4.0,166.0,,1.0,17.0,6.0,70.0,5.0,459.0,,0.0,6.0,34.0,1.0,25.0,0.0,695.0,14.0,21.0,,9.0,,20.0,0.0,,,,,,,,,,,,
2020-21,2128293,1,2020-09-12 20:00:00,21,West Ham,Home,192.0,13.0,1.0,4.0,3.0,1.0,,205.0,2.0,,5.0,4.0,,21.0,393.0,1.0,,13.0,25.0,17.0,10.0,1.0,4.0,1.0,,,,,,,,,,10.0,,1.0,,,1.0,9.0,10.0,5.0,10.0,5.0,67.0,59.0,,,,1.0,14.0,7.0,9.0,,,8.0,14.0,9.0,,8.0,,57.0,41.0,1.0,18.0,10.0,,,23.0,56.0,13.0,7.0,,,,,,161.0,,,,,,,7.0,,,2.0,10.0,2.0,7.0,7.0,1.0,,5.0,127.0,66.0,44.0,7.0,,4.0,7.0,3.0,452.0,6.0,,,64.0,89.0,34.0,,,,,,132.0,132.0,1.0,28.0,24.0,58.3,1.0,,,,14.0,0.0,119.0,,,,,,1.0,5.0,1.0,,3.0,9.0,81.0,379.0,6.0,11.0,215.0,39.0,18.0,10.0,7.0,30.0,23.0,1.0,111.0,5.0,289.0,,,12.0,1.0,52.0,2.0,474.0,1.0,0.0,15.0,14.0,,17.0,2.0,640.0,28.0,6.0,,5.0,8.0,2.0,0.0,,,,,,,,,,,,
2020-21,2128293,1,2020-09-12 20:00:00,4,Newcastle,Away,117.0,21.0,2.0,7.0,5.0,2.0,,156.0,2.0,,2.0,7.0,2.0,34.0,266.0,,,8.0,17.0,25.0,10.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,13.0,,,,,,3.0,10.0,5.0,10.0,5.0,63.0,68.0,1.0,,1.0,4.0,10.0,6.0,5.0,,,7.0,7.0,7.0,,8.0,1.0,41.0,57.0,4.0,28.0,15.0,,,23.0,58.0,7.0,11.0,1.0,,1.0,,1.0,136.0,2.0,,2.0,2.0,,,3.0,2.0,,,15.0,,5.0,5.0,,,2.0,71.0,66.0,31.0,8.0,1.0,7.0,6.0,2.0,320.0,7.0,1.0,,46.0,50.0,29.0,,,,,,123.0,123.0,3.0,27.0,32.0,41.7,,,,,10.0,0.0,72.0,3.0,,3.0,,,2.0,7.0,,,3.0,14.0,78.0,255.0,4.0,13.0,136.0,39.0,28.0,15.0,6.0,20.0,14.0,2.0,114.0,5.0,226.0,,,25.0,2.0,72.0,4.0,342.0,2.0,0.0,15.0,13.0,,10.0,2.0,526.0,25.0,13.0,,9.0,7.0,10.0,0.0,,,,,,,,,,,,
2020-21,2128292,1,2020-09-13 14:00:00,13,Leicester,Away,268.0,9.0,,1.0,1.0,1.0,,244.0,3.0,,3.0,,3.0,23.0,511.0,,1.0,31.0,16.0,9.0,4.0,,1.0,1.0,,,,1.0,1.0,,,,,8.0,2.0,,,,1.0,7.0,3.0,4.0,11.0,2.0,112.0,53.0,1.0,1.0,3.0,1.0,12.0,3.0,3.0,,1.0,5.0,5.0,7.0,1.0,4.0,,35.0,46.0,1.0,14.0,6.0,,1.0,46.0,43.0,9.0,11.0,2.0,,3.0,1.0,1.0,186.0,1.0,,1.0,1.0,,,6.0,1.0,,,6.0,,14.0,14.0,1.0,,3.0,154.0,85.0,57.0,2.0,,1.0,4.0,7.0,584.0,3.0,1.0,,83.0,88.0,24.0,,,,,2.0,132.0,132.0,2.0,24.0,24.0,64.2,,,,,12.0,0.0,152.0,1.0,,1.0,,2.0,1.0,3.0,,,2.0,20.0,72.0,496.0,5.0,5.0,296.0,20.0,14.0,12.0,4.0,17.0,13.0,1.0,98.0,2.0,325.0,,,17.0,4.0,51.0,3.0,604.0,1.0,0.0,13.0,17.0,1.0,31.0,1.0,779.0,26.0,12.0,,9.0,5.0,10.0,0.0,,,,,,,,,,,,
2020-21,2128292,1,2020-09-13 14:00:00,35,West Brom,Home,142.0,22.0,,,,3.0,,113.0,2.0,,3.0,8.0,3.0,37.0,255.0,,,14.0,9.0,16.0,4.0,,,,,,,,1.0,,,,,5.0,,,,,1.0,8.0,11.0,2.0,3.0,4.0,61.0,59.0,,,,2.0,12.0,3.0,9.0,,,2.0,5.0,2.0,,8.0,,46.0,35.0,2.0,13.0,10.0,,,46.0,52.0,12.0,9.0,,,1.0,,1.0,134.0,,,,,,,6.0,,,1.0,10.0,,10.0,10.0,,,3.0,73.0,67.0,35.0,5.0,,2.0,2.0,1.0,313.0,2.0,,,59.0,45.0,12.0,2.0,2.0,2.0,,,134.0,134.0,7.0,25.0,22.0,35.8,,,,,12.0,0.0,68.0,3.0,1.0,4.0,,1.0,,3.0,,,3.0,26.0,56.0,241.0,6.0,4.0,161.0,42.0,13.0,12.0,2.0,9.0,7.0,,95.0,4.0,184.0,,,17.0,4.0,68.0,4.0,336.0,,0.0,7.0,7.0,,22.0,1.0,487.0,8.0,15.0,,3.0,2.0,5.0,0.0,,,,,,,,,,,,
