season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attObxdRight,attPenMiss,penaltySave,secondYellow,attLgRight,attPenPost
2016-17,855450,28,2017-04-26 19:45:00,25,Boro,Home,125.0,22.0,,3.0,3.0,3.0,,160.0,2.0,,4.0,11.0,8.0,34.0,282.0,,1.0,18.0,39.0,28.0,2.0,,1.0,,,1.0,,1.0,,,,,1.0,4.0,,,,,,,9.0,4.0,6.0,2.0,4.0,70.0,67.0,1.0,1.0,1.0,1.0,16.0,1.0,9.0,,,3.0,13.0,2.0,,12.0,2.0,77.0,55.0,1.0,32.0,20.0,,,55.0,15.0,10.0,,,2.0,1.0,1.0,167.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,1.0,20.0,,14.0,14.0,1.0,4.0,95.0,85.0,43.0,5.0,1.0,2.0,1.0,2.0,365.0,2.0,3.0,,52.0,67.0,27.0,,,,,168.0,168.0,6.0,31.0,18.0,48.9,,,,,16.0,0.0,65.0,2.0,2.0,4.0,,,3.0,,2.0,71.0,262.0,6.0,3.0,160.0,38.0,32.0,8.0,2.0,18.0,16.0,,114.0,12.0,255.0,1.0,,38.0,10.0,82.0,1.0,397.0,,0.0,6.0,13.0,2.0,23.0,3.0,577.0,8.0,14.0,5.0,3.0,8.0,0.0,,,,,,,
2016-17,855450,28,2017-04-26 19:45:00,56,Sunderland,Away,127.0,21.0,1.0,6.0,5.0,9.0,1.0,181.0,5.0,1.0,3.0,12.0,14.0,44.0,302.0,,1.0,18.0,28.0,39.0,7.0,1.0,2.0,,,,1.0,1.0,,,,,,6.0,,,,,,1.0,7.0,2.0,4.0,4.0,6.0,61.0,67.0,,,,4.0,16.0,2.0,5.0,,,5.0,7.0,6.0,,9.0,1.0,55.0,77.0,4.0,23.0,14.0,,,75.0,11.0,14.0,,,2.0,1.0,1.0,171.0,,,,,,,7.0,,1.0,1.0,14.0,,17.0,17.0,1.0,3.0,90.0,80.0,43.0,3.0,,3.0,5.0,4.0,390.0,1.0,3.0,,62.0,47.0,39.0,,,,,167.0,167.0,4.0,20.0,37.0,51.1,,,,,16.0,0.0,94.0,1.0,,1.0,1.0,,4.0,,3.0,93.0,286.0,10.0,8.0,148.0,45.0,23.0,13.0,5.0,19.0,14.0,,155.0,14.0,287.0,1.0,1.0,27.0,14.0,82.0,6.0,416.0,,0.0,10.0,15.0,2.0,19.0,3.0,609.0,15.0,17.0,9.0,5.0,11.0,0.0,,,,,,,
2016-17,855446,28,2017-04-26 20:00:00,31,Crystal Palace,Home,76.0,14.0,2.0,6.0,4.0,4.0,2.0,87.0,5.0,,1.0,9.0,6.0,25.0,157.0,,,11.0,20.0,22.0,3.0,2.0,2.0,,,,,,,,,,,3.0,,,,,,1.0,4.0,10.0,8.0,5.0,1.0,38.0,75.0,,,,4.0,23.0,3.0,11.0,,1.0,2.0,7.0,3.0,,22.0,1.0,68.0,69.0,4.0,26.0,13.0,,,53.0,13.0,15.0,,,3.0,3.0,,139.0,,,,,,,13.0,,,,13.0,,16.0,16.0,2.0,1.0,37.0,81.0,33.0,11.0,,2.0,3.0,1.0,231.0,6.0,3.0,,47.0,34.0,20.0,,,,,164.0,164.0,6.0,43.0,19.0,31.1,,,,,23.0,0.0,50.0,2.0,1.0,3.0,,,2.0,,3.0,44.0,142.0,15.0,5.0,97.0,33.0,26.0,10.0,2.0,15.0,13.0,,92.0,13.0,182.0,,,40.0,6.0,81.0,1.0,264.0,,0.0,6.0,24.0,,15.0,3.0,478.0,17.0,16.0,8.0,2.0,15.0,0.0,,,,,,,
2016-17,855446,28,2017-04-26 20:00:00,6,Spurs,Away,178.0,27.0,3.0,6.0,3.0,3.0,,320.0,5.0,,1.0,9.0,10.0,43.0,492.0,1.0,,26.0,22.0,20.0,11.0,2.0,4.0,,,,,,,,,,,14.0,,,,,,,8.0,5.0,1.0,10.0,8.0,79.0,65.0,1.0,1.0,,3.0,23.0,6.0,8.0,,,11.0,13.0,4.0,,14.0,1.0,69.0,68.0,3.0,26.0,14.0,,,89.0,15.0,13.0,1.0,,,,,204.0,1.0,,,1.0,,,5.0,1.0,,,14.0,,5.0,5.0,,1.0,161.0,85.0,52.0,2.0,,7.0,7.0,4.0,569.0,3.0,1.0,,75.0,84.0,39.0,,,,,162.0,162.0,9.0,24.0,29.0,68.9,,,,,23.0,0.0,149.0,1.0,,1.0,4.0,,8.0,2.0,3.0,163.0,469.0,8.0,14.0,197.0,41.0,26.0,21.0,8.0,25.0,17.0,,218.0,13.0,421.0,,,24.0,10.0,70.0,,593.0,2.0,0.0,18.0,24.0,,28.0,3.0,810.0,26.0,15.0,11.0,11.0,17.0,0.0,,,,,,,
2016-17,855445,28,2017-05-15 20:00:00,57,Watford,Away,264.0,12.0,1.0,1.0,,,,183.0,2.0,,2.0,6.0,14.0,19.0,446.0,,,21.0,12.0,6.0,4.0,,2.0,,,,,,,1.0,,,1.0,7.0,,,,,,,7.0,17.0,7.0,4.0,5.0,96.0,62.0,,,2.0,1.0,22.0,1.0,16.0,,,3.0,2.0,2.0,,24.0,4.0,72.0,33.0,1.0,17.0,4.0,,3.0,44.0,12.0,6.0,1.0,,1.0,1.0,,138.0,,,,,,,5.0,3.0,,,4.0,,15.0,15.0,2.0,2.0,158.0,67.0,40.0,8.0,1.0,3.0,1.0,3.0,500.0,8.0,2.0,,87.0,56.0,11.0,,,,,139.0,139.0,3.0,32.0,21.0,52.9,,,,,22.0,0.0,130.0,4.0,1.0,5.0,,,5.0,,2.0,55.0,433.0,11.0,4.0,287.0,26.0,17.0,17.0,3.0,8.0,5.0,,85.0,1.0,243.0,,,18.0,15.0,45.0,2.0,522.0,1.0,1.0,9.0,12.0,,25.0,4.0,713.0,7.0,16.0,9.0,3.0,8.0,0.0,,,,,1.0,,
2016-17,855445,28,2017-05-15 20:00:00,8,Chelsea,Home,190.0,17.0,3.0,4.0,1.0,3.0,,195.0,3.0,,6.0,3.0,13.0,29.0,381.0,,3.0,14.0,6.0,12.0,14.0,3.0,8.0,1.0,,,,,,,,,,16.0,,,,,,,4.0,4.0,5.0,17.0,7.0,80.0,64.0,2.0,,2.0,1.0,22.0,8.0,9.0,,,8.0,6.0,,1.0,10.0,,33.0,72.0,1.0,14.0,8.0,2.0,,44.0,7.0,12.0,1.0,,2.0,1.0,,147.0,3.0,,2.0,1.0,2.0,,5.0,1.0,,1.0,8.0,,12.0,12.0,,6.0,121.0,55.0,36.0,3.0,1.0,6.0,14.0,9.0,430.0,1.0,1.0,,59.0,56.0,25.0,,,,,120.0,120.0,11.0,20.0,27.0,47.1,,,,,22.0,0.0,108.0,,,,,1.0,7.0,,3.0,105.0,359.0,11.0,20.0,215.0,30.0,14.0,19.0,4.0,11.0,7.0,1.0,141.0,5.0,252.0,,,8.0,14.0,52.0,4.0,456.0,,0.0,24.0,32.0,5.0,17.0,2.0,662.0,38.0,17.0,16.0,8.0,20.0,0.0,,,,,,,
2016-17,855451,28,2017-05-17 19:45:00,1,Man Utd,Away,147.0,9.0,,1.0,1.0,5.0,,225.0,8.0,1.0,2.0,7.0,14.0,27.0,371.0,,,14.0,14.0,11.0,7.0,,1.0,1.0,,,,,,,,,,10.0,,,,,1.0,,5.0,10.0,7.0,3.0,8.0,79.0,54.0,,,,2.0,24.0,2.0,12.0,,1.0,3.0,,2.0,,8.0,5.0,47.0,33.0,2.0,32.0,16.0,,,55.0,10.0,7.0,,,,1.0,,158.0,,,,,,,10.0,,2.0,1.0,16.0,1.0,12.0,12.0,2.0,2.0,101.0,72.0,47.0,7.0,,6.0,1.0,1.0,428.0,4.0,3.0,,85.0,43.0,20.0,,1.0,1.0,,117.0,117.0,4.0,24.0,19.0,47.2,1.0,,,1.0,24.0,0.0,112.0,2.0,4.0,6.0,2.0,1.0,8.0,,3.0,81.0,353.0,13.0,7.0,165.0,20.0,32.0,10.0,3.0,6.0,3.0,1.0,121.0,16.0,291.0,2.0,1.0,19.0,15.0,51.0,3.0,450.0,,0.0,11.0,9.0,2.0,21.0,1.0,616.0,13.0,8.0,6.0,3.0,7.0,0.0,,,,1.0,,,
2016-17,855451,28,2017-05-17 19:45:00,20,Southampton,Home,205.0,16.0,2.0,6.0,4.0,1.0,,196.0,6.0,,4.0,2.0,20.0,18.0,395.0,,,14.0,11.0,14.0,9.0,2.0,3.0,,,1.0,1.0,2.0,,,,,,9.0,,1.0,,,,2.0,1.0,3.0,8.0,10.0,7.0,64.0,60.0,,1.0,,,24.0,4.0,6.0,,,7.0,13.0,3.0,,7.0,2.0,33.0,47.0,,11.0,3.0,,1.0,56.0,7.0,9.0,,,3.0,1.0,2.0,179.0,,,,,,,10.0,,1.0,,3.0,,9.0,9.0,2.0,4.0,114.0,70.0,44.0,3.0,,4.0,7.0,6.0,463.0,2.0,,,64.0,83.0,31.0,,,,1.0,133.0,133.0,2.0,28.0,26.0,52.8,,,,,24.0,0.0,127.0,1.0,,1.0,,,7.0,,3.0,84.0,379.0,11.0,11.0,225.0,29.0,11.0,14.0,7.0,24.0,17.0,,131.0,7.0,283.0,1.0,,21.0,23.0,48.0,,484.0,2.0,0.0,17.0,12.0,,15.0,2.0,647.0,30.0,16.0,12.0,7.0,9.0,0.0,,,,,,,
2016-17,855460,29,2017-03-18 12:30:00,3,Arsenal,Away,229.0,23.0,3.0,6.0,3.0,2.0,,436.0,7.0,1.0,4.0,2.0,14.0,31.0,659.0,,1.0,9.0,12.0,17.0,7.0,1.0,1.0,,,,,1.0,,,,,,9.0,,,1.0,,,,1.0,11.0,1.0,6.0,5.0,98.0,62.0,1.0,1.0,,,15.0,5.0,10.0,1.0,1.0,5.0,9.0,6.0,,12.0,3.0,41.0,41.0,,19.0,10.0,1.0,,88.0,6.0,5.0,,,2.0,,1.0,213.0,1.0,,1.0,1.0,,,7.0,1.0,,,10.0,1.0,10.0,10.0,,4.0,217.0,71.0,54.0,4.0,1.0,4.0,5.0,2.0,733.0,2.0,2.0,,109.0,118.0,43.0,,,,,143.0,143.0,4.0,29.0,23.0,76.7,1.0,,,,15.0,0.0,224.0,5.0,,4.0,,,4.0,1.0,3.0,192.0,642.0,10.0,9.0,248.0,43.0,19.0,12.0,4.0,19.0,15.0,,254.0,5.0,523.0,,1.0,15.0,14.0,61.0,1.0,752.0,1.0,0.0,11.0,10.0,2.0,11.0,0.0,915.0,27.0,18.0,10.0,5.0,8.0,0.0,,,,,,,
2016-17,855460,29,2017-03-18 12:30:00,35,West Brom,Home,68.0,8.0,3.0,6.0,3.0,1.0,,68.0,2.0,3.0,,6.0,2.0,16.0,130.0,,2.0,11.0,17.0,12.0,7.0,1.0,3.0,3.0,,,,,,,,,1.0,9.0,,,,,,,1.0,6.0,5.0,11.0,1.0,27.0,65.0,3.0,1.0,2.0,2.0,15.0,1.0,10.0,,,4.0,7.0,2.0,2.0,7.0,1.0,41.0,41.0,2.0,23.0,8.0,,,45.0,5.0,6.0,,,1.0,1.0,,114.0,2.0,2.0,2.0,,2.0,,5.0,1.0,3.0,,8.0,,18.0,18.0,4.0,,44.0,60.0,18.0,5.0,,3.0,7.0,8.0,201.0,5.0,,,33.0,32.0,22.0,,,,,131.0,131.0,3.0,36.0,18.0,23.3,,,,,15.0,0.0,36.0,1.0,,1.0,,3.0,3.0,,3.0,32.0,124.0,5.0,10.0,90.0,27.0,23.0,13.0,4.0,14.0,10.0,3.0,82.0,7.0,145.0,3.0,3.0,23.0,3.0,57.0,2.0,221.0,,0.0,12.0,14.0,4.0,21.0,1.0,390.0,16.0,10.0,10.0,4.0,10.0,0.0,,,,,,,
2016-17,855453,29,2017-03-18 15:00:00,31,Crystal Palace,Home,90.0,8.0,1.0,3.0,2.0,2.0,,100.0,4.0,,3.0,6.0,4.0,19.0,187.0,,1.0,14.0,19.0,23.0,3.0,1.0,1.0,,,,,,,,,,,5.0,,,,,,1.0,3.0,2.0,4.0,5.0,2.0,35.0,64.0,1.0,1.0,,2.0,18.0,2.0,9.0,,1.0,3.0,10.0,1.0,,8.0,1.0,50.0,64.0,2.0,43.0,31.0,,1.0,67.0,8.0,14.0,,,4.0,7.0,,154.0,,,,,,,9.0,,2.0,1.0,31.0,,7.0,7.0,1.0,3.0,49.0,66.0,26.0,2.0,,3.0,1.0,,264.0,,2.0,,45.0,45.0,35.0,,,,,154.0,154.0,5.0,34.0,21.0,43.0,,,,,18.0,0.0,46.0,,2.0,2.0,2.0,,5.0,,3.0,55.0,177.0,12.0,5.0,119.0,18.0,43.0,17.0,3.0,21.0,18.0,,103.0,5.0,186.0,3.0,,37.0,4.0,70.0,1.0,284.0,,0.0,7.0,18.0,1.0,19.0,0.0,496.0,18.0,16.0,10.0,3.0,13.0,0.0,,,,,,,
2016-17,855453,29,2017-03-18 15:00:00,57,Watford,Away,139.0,14.0,,2.0,2.0,3.0,,135.0,1.0,,1.0,8.0,14.0,19.0,272.0,,,20.0,23.0,19.0,4.0,1.0,,,,,,,1.0,,,,,5.0,,,,,,,5.0,6.0,2.0,2.0,4.0,62.0,57.0,,,,4.0,18.0,,10.0,,,2.0,5.0,2.0,,7.0,,64.0,50.0,4.0,28.0,15.0,,,73.0,15.0,7.0,,,1.0,1.0,,165.0,,,,,,,9.0,,1.0,1.0,15.0,,6.0,6.0,,4.0,83.0,76.0,27.0,3.0,,3.0,2.0,2.0,374.0,2.0,1.0,1.0,57.0,51.0,34.0,,,,,183.0,183.0,1.0,34.0,15.0,57.0,,,,1.0,18.0,0.0,84.0,,,,,,4.0,,3.0,63.0,263.0,6.0,5.0,163.0,31.0,28.0,20.0,2.0,10.0,8.0,,131.0,12.0,241.0,1.0,,42.0,15.0,74.0,1.0,394.0,1.0,0.0,6.0,15.0,,36.0,2.0,577.0,19.0,14.0,9.0,2.0,11.0,0.0,,,,,,,
2016-17,855454,29,2017-03-18 15:00:00,11,Everton,Home,147.0,12.0,1.0,2.0,1.0,,,232.0,4.0,,1.0,8.0,13.0,35.0,377.0,,4.0,24.0,14.0,8.0,7.0,1.0,2.0,,,,,,,,,,2.0,11.0,,,,,,1.0,4.0,4.0,2.0,12.0,2.0,87.0,66.0,3.0,,4.0,3.0,17.0,2.0,1.0,,,5.0,7.0,3.0,,19.0,,46.0,43.0,3.0,33.0,17.0,,1.0,63.0,9.0,7.0,2.0,,5.0,3.0,,169.0,3.0,,3.0,3.0,,,10.0,4.0,1.0,,17.0,,16.0,16.0,1.0,2.0,107.0,73.0,43.0,8.0,1.0,3.0,8.0,8.0,451.0,2.0,1.0,,75.0,79.0,30.0,,,,,155.0,155.0,8.0,24.0,30.0,51.5,,,,1.0,17.0,0.0,106.0,,,,1.0,,4.0,,3.0,106.0,366.0,8.0,11.0,170.0,23.0,33.0,12.0,2.0,15.0,13.0,,154.0,6.0,314.0,1.0,,26.0,13.0,70.0,4.0,469.0,,0.0,14.0,19.0,7.0,30.0,2.0,689.0,23.0,16.0,9.0,5.0,12.0,0.0,,,,,,,
2016-17,855454,29,2017-03-18 15:00:00,88,Hull,Away,178.0,16.0,1.0,4.0,3.0,,,142.0,8.0,,8.0,2.0,11.0,26.0,316.0,,,14.0,8.0,14.0,3.0,1.0,1.0,,,,,,,,,,,5.0,,,,,,,4.0,12.0,2.0,4.0,2.0,71.0,68.0,,1.0,,2.0,17.0,2.0,9.0,,,8.0,10.0,7.0,,15.0,2.0,43.0,46.0,2.0,15.0,9.0,1.0,1.0,50.0,7.0,9.0,,,,1.0,,166.0,,,,,,,11.0,,,,9.0,,17.0,17.0,,8.0,102.0,71.0,35.0,5.0,,2.0,2.0,,396.0,2.0,1.0,,69.0,57.0,31.0,,,,,166.0,166.0,,31.0,29.0,48.5,,,,1.0,17.0,0.0,86.0,3.0,1.0,4.0,,,4.0,,3.0,50.0,292.0,9.0,4.0,205.0,39.0,15.0,5.0,7.0,25.0,18.0,,87.0,5.0,245.0,,,19.0,13.0,60.0,,425.0,1.0,1.0,6.0,22.0,,15.0,0.0,614.0,13.0,15.0,1.0,8.0,13.0,0.0,,,,,,,
2016-17,855457,29,2017-03-18 15:00:00,110,Stoke,Home,88.0,8.0,2.0,3.0,1.0,,,109.0,6.0,,1.0,7.0,9.0,19.0,194.0,,,10.0,16.0,13.0,2.0,1.0,2.0,,,,,,,,,,,2.0,1.0,,,,,,9.0,13.0,7.0,5.0,,43.0,62.0,,,1.0,2.0,17.0,2.0,11.0,,,5.0,5.0,2.0,,20.0,3.0,64.0,49.0,2.0,17.0,7.0,1.0,,70.0,16.0,9.0,1.0,,3.0,,,128.0,,,,,,,10.0,,1.0,1.0,7.0,,16.0,16.0,2.0,1.0,56.0,55.0,19.0,11.0,,2.0,1.0,1.0,263.0,8.0,3.0,,41.0,41.0,19.0,,,,1.0,157.0,157.0,1.0,39.0,19.0,36.2,,,,,17.0,0.0,63.0,3.0,2.0,5.0,2.0,,2.0,,2.0,47.0,181.0,10.0,3.0,109.0,29.0,17.0,10.0,5.0,12.0,7.0,,101.0,6.0,193.0,1.0,,33.0,11.0,62.0,3.0,290.0,2.0,1.0,5.0,21.0,1.0,22.0,4.0,479.0,21.0,11.0,7.0,5.0,13.0,0.0,,,,,1.0,,
2016-17,855457,29,2017-03-18 15:00:00,8,Chelsea,Away,241.0,25.0,4.0,3.0,1.0,6.0,,201.0,3.0,,3.0,2.0,19.0,38.0,439.0,,2.0,22.0,13.0,16.0,12.0,3.0,6.0,1.0,1.0,,1.0,3.0,,1.0,,1.0,,7.0,,,1.0,,1.0,4.0,2.0,5.0,,13.0,7.0,99.0,66.0,1.0,1.0,1.0,2.0,17.0,8.0,7.0,,,11.0,5.0,,1.0,16.0,,49.0,64.0,2.0,29.0,10.0,,,52.0,11.0,15.0,1.0,,6.0,1.0,3.0,182.0,,,,,,,3.0,,,1.0,10.0,2.0,15.0,15.0,3.0,3.0,122.0,62.0,44.0,5.0,,3.0,12.0,7.0,495.0,2.0,6.0,,45.0,65.0,23.0,1.0,1.0,1.0,,136.0,136.0,7.0,27.0,29.0,63.8,2.0,,,,17.0,0.0,119.0,,,,,1.0,5.0,2.0,3.0,113.0,413.0,7.0,15.0,266.0,43.0,29.0,16.0,6.0,10.0,6.0,1.0,152.0,10.0,266.0,,,8.0,20.0,60.0,2.0,522.0,1.0,0.0,20.0,23.0,9.0,23.0,2.0,740.0,27.0,16.0,11.0,11.0,18.0,0.0,1.0,,,,,,
2016-17,855458,29,2017-03-18 15:00:00,56,Sunderland,Home,91.0,11.0,,7.0,7.0,3.0,1.0,102.0,7.0,,4.0,7.0,6.0,27.0,186.0,,,17.0,31.0,24.0,9.0,2.0,2.0,,,,,,,,,,,10.0,,,,,,2.0,9.0,9.0,7.0,7.0,7.0,39.0,64.0,2.0,2.0,,2.0,7.0,2.0,7.0,,,3.0,10.0,6.0,,5.0,1.0,59.0,50.0,2.0,51.0,31.0,,1.0,68.0,14.0,7.0,,,,1.0,,141.0,,,,,,,15.0,,2.0,1.0,31.0,,10.0,10.0,,4.0,60.0,88.0,31.0,5.0,,4.0,7.0,5.0,262.0,6.0,1.0,,48.0,50.0,26.0,,,,,148.0,148.0,3.0,24.0,18.0,44.0,,,,1.0,7.0,0.0,57.0,2.0,1.0,3.0,,,7.0,,2.0,49.0,170.0,2.0,11.0,114.0,26.0,51.0,8.0,2.0,19.0,17.0,,101.0,8.0,202.0,2.0,,41.0,6.0,85.0,,297.0,,0.0,14.0,15.0,2.0,19.0,3.0,487.0,15.0,13.0,4.0,3.0,12.0,0.0,,,,,,,
2016-17,855458,29,2017-03-18 15:00:00,90,Burnley,Away,104.0,7.0,4.0,7.0,3.0,7.0,1.0,175.0,4.0,2.0,2.0,16.0,10.0,40.0,272.0,,1.0,20.0,24.0,31.0,9.0,2.0,3.0,,,1.0,,1.0,,,,,,10.0,,,,,,2.0,2.0,7.0,7.0,9.0,7.0,63.0,58.0,1.0,1.0,,2.0,7.0,6.0,4.0,,,5.0,5.0,9.0,,9.0,2.0,50.0,59.0,2.0,37.0,28.0,,,94.0,7.0,13.0,,,4.0,2.0,1.0,168.0,,,,,,,8.0,,1.0,,28.0,,9.0,9.0,1.0,2.0,78.0,95.0,40.0,3.0,,6.0,5.0,3.0,360.0,2.0,2.0,,58.0,49.0,49.0,,,,,164.0,164.0,3.0,19.0,27.0,56.0,,,,,7.0,0.0,75.0,4.0,1.0,5.0,1.0,,7.0,,2.0,85.0,260.0,5.0,11.0,117.0,18.0,37.0,13.0,5.0,21.0,16.0,,157.0,19.0,288.0,1.0,2.0,56.0,10.0,92.0,1.0,384.0,,0.0,16.0,9.0,1.0,28.0,1.0,589.0,27.0,12.0,7.0,5.0,4.0,0.0,,,,,,,
2016-17,855461,29,2017-03-18 15:00:00,13,Leicester,Away,104.0,19.0,,1.0,1.0,3.0,,131.0,1.0,,1.0,6.0,12.0,26.0,234.0,,3.0,9.0,35.0,16.0,6.0,,3.0,1.0,,,1.0,1.0,,1.0,,,2.0,6.0,,,,,,1.0,8.0,12.0,8.0,8.0,3.0,46.0,76.0,4.0,2.0,2.0,3.0,12.0,2.0,13.0,1.0,,5.0,6.0,,1.0,7.0,3.0,81.0,54.0,3.0,28.0,16.0,,,70.0,14.0,10.0,1.0,,2.0,1.0,1.0,176.0,3.0,,1.0,1.0,2.0,,12.0,1.0,3.0,,16.0,,5.0,5.0,,1.0,69.0,94.0,36.0,6.0,1.0,3.0,6.0,5.0,323.0,5.0,3.0,,63.0,71.0,24.0,,,,,171.0,171.0,5.0,30.0,32.0,41.4,,,,3.0,12.0,0.0,63.0,4.0,1.0,4.0,1.0,1.0,4.0,,3.0,52.0,226.0,5.0,9.0,132.0,33.0,28.0,21.0,4.0,11.0,7.0,1.0,107.0,10.0,233.0,3.0,,40.0,14.0,88.0,,354.0,,0.0,11.0,23.0,3.0,18.0,1.0,530.0,15.0,9.0,8.0,5.0,17.0,0.0,,,,,,,
2016-17,855461,29,2017-03-18 15:00:00,21,West Ham,Home,180.0,22.0,3.0,7.0,4.0,5.0,,221.0,4.0,1.0,5.0,12.0,8.0,50.0,394.0,,1.0,21.0,16.0,35.0,12.0,2.0,5.0,,1.0,,1.0,3.0,,,,,2.0,10.0,,,,,,1.0,5.0,8.0,3.0,12.0,8.0,63.0,72.0,2.0,2.0,1.0,2.0,12.0,5.0,8.0,,,6.0,16.0,10.0,,12.0,1.0,54.0,81.0,2.0,22.0,17.0,,,70.0,10.0,14.0,,,6.0,2.0,3.0,175.0,1.0,,1.0,,1.0,,7.0,,1.0,,17.0,,15.0,15.0,2.0,6.0,119.0,84.0,53.0,5.0,2.0,8.0,7.0,7.0,456.0,2.0,,,73.0,68.0,37.0,,,,,153.0,153.0,4.0,29.0,31.0,58.6,,,,,12.0,0.0,121.0,,2.0,2.0,2.0,,8.0,1.0,3.0,109.0,378.0,7.0,15.0,199.0,31.0,22.0,24.0,6.0,34.0,28.0,,150.0,17.0,313.0,1.0,1.0,23.0,8.0,75.0,2.0,478.0,,0.0,20.0,20.0,1.0,25.0,0.0,710.0,24.0,12.0,13.0,6.0,15.0,0.0,,,,,,,
2016-17,855452,29,2017-03-18 17:30:00,80,Swansea,Away,161.0,17.0,1.0,14.0,13.0,3.0,2.0,227.0,8.0,,6.0,5.0,20.0,35.0,374.0,,,20.0,9.0,16.0,3.0,1.0,3.0,,,,,1.0,1.0,,,,,3.0,,,,,,2.0,5.0,6.0,7.0,4.0,6.0,91.0,65.0,,,,2.0,21.0,4.0,13.0,,1.0,4.0,17.0,7.0,,15.0,3.0,48.0,55.0,2.0,12.0,7.0,,2.0,58.0,9.0,10.0,,,4.0,4.0,1.0,168.0,,,,,,,9.0,,1.0,,7.0,,14.0,14.0,,6.0,115.0,83.0,52.0,2.0,,2.0,2.0,1.0,455.0,2.0,1.0,1.0,66.0,94.0,34.0,,,,,151.0,151.0,4.0,29.0,24.0,52.2,,,,,21.0,0.0,102.0,1.0,4.0,5.0,,,5.0,,3.0,93.0,356.0,12.0,4.0,195.0,42.0,12.0,13.0,3.0,31.0,28.0,,138.0,10.0,312.0,1.0,,20.0,25.0,73.0,1.0,476.0,2.0,0.0,10.0,18.0,1.0,24.0,2.0,677.0,17.0,9.0,11.0,4.0,13.0,0.0,,,,,,,
