season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attOpenplay,attPenGoal,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,headClearance,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attFreekickTarget,attPostLeft,clearanceOffLine,handBall,hitWoodwork,postScoringAtt,ptsDroppedWinningPos,attObxdLeft,attPenPost,penGoalsConceded,penaltyConceded,penaltyFaced,attPostRight,errorLeadToGoal,goalAssistDeadball,goalAssistSetplay,attIboxOwnGoal,attOneOnOne,foulThrowIn,attLgCentre,attLgLeft,attObxdRight,attPostHigh,attFreekickPost,attLgRight
2026-27,2645195,1,2026-08-21 20:00:00,3,Arsenal,Home,230.0,11.0,,1.0,1.0,1.0,,336.0,5.0,2.0,7.0,5.0,7.0,21.0,565.0,1.0,,10.0,17.0,11.0,15.0,,5.0,2.0,0.0,1.0,1.0,14.0,0.0,,4.0,1.0,3.0,10.0,10.0,82.0,44.0,,,1.0,2.0,7.0,8.0,3.0,,8.0,11.0,4.0,0.0,1.0,,34.0,37.0,2.0,24.0,16.0,,0.928032,1.8822,0.0377,2.4369,0.0369,57.0,10.0,13.0,1.0,2.0,,1.0,133.0,2.0,2.0,2.0,1.0,5.0,3.0,,16.0,5.0,5.0,,0.0,7.0,190.0,57.0,47.0,2.0,2.0,5.0,12.0,6.0,594.0,1.0,1.0,0.0,51.0,108.0,33.0,,91.0,91.0,6.0,13.0,18.0,64.1,,,14.0,0.0,211.0,1.0,,1.0,1.0,2.0,6.0,1.0,0.0,5.0,180.0,543.0,7.0,17.0,240.0,20.0,24.0,7.0,4.0,19.0,15.0,2.0,210.0,3.0,395.0,,2.0,10.0,7.0,32.0,5.0,616.0,3.0,0.0,20.0,9.0,2.0,11.0,1.0,777.0,36.0,11.0,0.0,4.0,8.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,2645195,1,2026-08-21 20:00:00,9,Coventry,Away,112.0,15.0,,1.0,1.0,1.0,,160.0,1.0,,3.0,13.0,6.0,32.0,271.0,,,5.0,11.0,17.0,3.0,,,,0.0,,,4.0,0.0,,6.0,10.0,10.0,1.0,3.0,72.0,42.0,1.0,1.0,,3.0,4.0,1.0,4.0,,2.0,3.0,3.0,0.0,3.0,2.0,37.0,34.0,3.0,30.0,16.0,1.0,0.239712,0.2043,,0.0369,2.4369,57.0,13.0,10.0,,2.0,2.0,,127.0,,,,,6.0,0.0,1.0,16.0,9.0,9.0,1.0,0.0,3.0,84.0,58.0,33.0,8.0,0.0,1.0,2.0,1.0,324.0,9.0,1.0,0.0,62.0,65.0,23.0,,103.0,103.0,2.0,19.0,14.0,35.9,,,12.0,0.0,64.0,1.0,2.0,2.0,,,2.0,,0.0,4.0,71.0,256.0,4.0,3.0,130.0,27.0,30.0,9.0,2.0,10.0,8.0,,113.0,5.0,227.0,1.0,,30.0,8.0,64.0,,347.0,,0.0,4.0,4.0,1.0,7.0,1.0,477.0,3.0,6.0,0.0,3.0,2.0,2.0,0.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
2026-27,2645198,1,2026-08-22 12:30:00,1,Man Utd,Away,197.0,26.0,2.0,9.0,7.0,3.0,,400.0,5.0,1.0,5.0,3.0,14.0,25.0,588.0,,1.0,24.0,22.0,17.0,18.0,1.0,2.0,1.0,0.0,,,17.0,0.0,,4.0,5.0,3.0,15.0,6.0,106.0,49.0,2.0,2.0,,,2.0,8.0,3.0,,6.0,18.0,16.0,0.0,4.0,1.0,50.0,36.0,,16.0,9.0,,1.94239,1.8264,,0.5968,1.9266,87.0,9.0,9.0,,,1.0,,186.0,,,,,5.0,0.0,,9.0,3.0,3.0,,0.0,5.0,192.0,59.0,37.0,1.0,0.0,7.0,12.0,5.0,650.0,1.0,,0.0,88.0,103.0,63.0,,151.0,151.0,2.0,17.0,25.0,71.7,,,13.0,0.0,185.0,2.0,,2.0,,1.0,8.0,,0.0,5.0,214.0,569.0,2.0,19.0,215.0,45.0,16.0,17.0,4.0,39.0,35.0,1.0,261.0,5.0,493.0,,1.0,11.0,16.0,48.0,3.0,669.0,,0.0,21.0,6.0,3.0,30.0,1.0,858.0,41.0,14.0,0.0,4.0,6.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,2645198,1,2026-08-22 12:30:00,88,Hull,Home,113.0,7.0,1.0,5.0,4.0,,1.0,72.0,3.0,2.0,9.0,8.0,3.0,19.0,180.0,,,8.0,17.0,22.0,4.0,,2.0,,0.0,,,3.0,0.0,2.0,5.0,15.0,6.0,5.0,3.0,31.0,49.0,1.0,1.0,2.0,2.0,9.0,1.0,4.0,,1.0,8.0,5.0,2.0,4.0,2.0,36.0,50.0,2.0,53.0,23.0,,0.607059,1.0081,,1.9266,0.5968,48.0,10.0,9.0,,1.0,1.0,,108.0,1.0,1.0,,,12.0,0.0,4.0,23.0,6.0,6.0,3.0,0.0,9.0,63.0,69.0,24.0,6.0,0.0,2.0,3.0,4.0,230.0,7.0,3.0,0.0,31.0,50.0,18.0,,110.0,110.0,,18.0,11.0,28.3,,,11.0,0.0,55.0,3.0,2.0,5.0,,,3.0,,0.0,5.0,40.0,171.0,9.0,5.0,124.0,21.0,53.0,5.0,1.0,15.0,14.0,,71.0,5.0,148.0,4.0,2.0,33.0,4.0,68.0,,257.0,,0.0,8.0,17.0,,10.0,2.0,457.0,11.0,12.0,0.0,3.0,1.0,11.0,0.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,
2026-27,2645197,1,2026-08-22 15:00:00,11,Everton,Home,154.0,14.0,,2.0,2.0,,,191.0,4.0,1.0,3.0,3.0,8.0,27.0,343.0,,,16.0,13.0,18.0,10.0,1.0,2.0,1.0,0.0,,,12.0,0.0,2.0,3.0,8.0,3.0,11.0,5.0,59.0,63.0,1.0,,1.0,2.0,18.0,7.0,3.0,,4.0,8.0,2.0,0.0,10.0,1.0,46.0,53.0,2.0,19.0,13.0,1.0,0.865864,1.1194,,1.6548,0.9406,46.0,5.0,14.0,1.0,2.0,1.0,,136.0,2.0,2.0,1.0,,6.0,1.0,,13.0,8.0,8.0,2.0,0.0,3.0,108.0,61.0,37.0,,1.0,3.0,10.0,5.0,389.0,3.0,1.0,0.0,78.0,48.0,31.0,,141.0,141.0,6.0,27.0,21.0,41.9,,,31.0,0.0,114.0,3.0,1.0,4.0,,1.0,4.0,1.0,0.0,4.0,110.0,323.0,18.0,13.0,179.0,28.0,19.0,19.0,3.0,14.0,11.0,1.0,142.0,7.0,252.0,,1.0,16.0,8.0,55.0,2.0,417.0,1.0,0.0,16.0,18.0,1.0,23.0,0.0,637.0,35.0,20.0,0.0,4.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2026-27,2645197,1,2026-08-22 15:00:00,31,Crystal Palace,Away,262.0,17.0,,2.0,2.0,1.0,,245.0,11.0,1.0,8.0,4.0,11.0,12.0,505.0,,1.0,14.0,18.0,13.0,10.0,,,2.0,0.0,,,11.0,0.0,,4.0,11.0,5.0,8.0,3.0,91.0,53.0,4.0,4.0,,1.0,13.0,3.0,4.0,,,5.0,7.0,0.0,13.0,1.0,53.0,46.0,1.0,34.0,21.0,2.0,1.3833,1.9612,,0.9406,1.6548,56.0,15.0,5.0,,,,,152.0,,,,,11.0,0.0,,21.0,10.0,10.0,1.0,0.0,8.0,167.0,44.0,32.0,4.0,0.0,4.0,6.0,4.0,560.0,7.0,1.0,0.0,63.0,58.0,21.0,,128.0,128.0,7.0,22.0,14.0,58.1,,2.0,31.0,0.0,171.0,3.0,,3.0,,2.0,4.0,,0.0,5.0,115.0,484.0,13.0,10.0,286.0,27.0,34.0,8.0,,12.0,12.0,2.0,150.0,3.0,307.0,,1.0,17.0,12.0,32.0,,581.0,1.0,0.0,11.0,25.0,4.0,16.0,1.0,792.0,14.0,21.0,0.0,3.0,,16.0,0.0,,,,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
2026-27,2645199,1,2026-08-22 15:00:00,40,Ipswich,Home,140.0,16.0,1.0,5.0,4.0,2.0,,127.0,4.0,,6.0,4.0,7.0,18.0,262.0,,,11.0,14.0,14.0,7.0,,1.0,2.0,0.0,,,8.0,0.0,1.0,7.0,5.0,6.0,8.0,2.0,56.0,51.0,2.0,1.0,1.0,2.0,6.0,1.0,10.0,,3.0,7.0,4.0,0.0,9.0,1.0,51.0,61.0,2.0,33.0,23.0,,1.03177,1.7958,,1.6288,0.3462,56.0,12.0,14.0,1.0,1.0,1.0,,112.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,23.0,9.0,9.0,1.0,0.0,7.0,86.0,64.0,30.0,5.0,0.0,5.0,4.0,3.0,309.0,5.0,1.0,0.0,42.0,38.0,19.0,,120.0,120.0,3.0,17.0,22.0,37.8,,1.0,12.0,0.0,79.0,2.0,1.0,2.0,,2.0,6.0,,1.0,5.0,51.0,243.0,6.0,9.0,154.0,33.0,33.0,18.0,3.0,15.0,12.0,3.0,87.0,6.0,194.0,1.0,,23.0,9.0,51.0,1.0,333.0,1.0,0.0,10.0,22.0,,16.0,0.0,534.0,21.0,15.0,0.0,11.0,3.0,15.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2026-27,2645199,1,2026-08-22 15:00:00,56,Sunderland,Away,282.0,15.0,1.0,4.0,3.0,,,211.0,6.0,,5.0,2.0,14.0,32.0,489.0,,1.0,23.0,14.0,14.0,8.0,1.0,3.0,1.0,1.0,,1.0,6.0,0.0,,8.0,8.0,2.0,5.0,6.0,98.0,47.0,2.0,2.0,,1.0,5.0,4.0,11.0,,5.0,9.0,10.0,0.0,14.0,,61.0,51.0,1.0,13.0,11.0,1.0,0.822541,0.6644,0.0633,0.3462,1.6288,66.0,14.0,12.0,,2.0,1.0,1.0,159.0,,,,,6.0,0.0,1.0,11.0,9.0,9.0,2.0,0.0,5.0,157.0,74.0,43.0,3.0,1.0,3.0,6.0,4.0,533.0,1.0,,0.0,89.0,67.0,30.0,,134.0,134.0,2.0,21.0,17.0,62.2,,1.0,13.0,0.0,143.0,1.0,,1.0,2.0,1.0,3.0,,0.0,5.0,99.0,468.0,5.0,9.0,291.0,36.0,13.0,18.0,3.0,23.0,20.0,1.0,139.0,1.0,289.0,1.0,,15.0,14.0,57.0,4.0,557.0,2.0,0.0,11.0,16.0,2.0,28.0,3.0,750.0,18.0,15.0,0.0,10.0,5.0,7.0,0.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,,
2026-27,2645200,1,2026-08-22 15:00:00,17,Nott'm Forest,Home,176.0,18.0,1.0,4.0,3.0,2.0,,149.0,4.0,,6.0,3.0,14.0,28.0,321.0,,1.0,21.0,25.0,30.0,7.0,2.0,2.0,,0.0,1.0,1.0,4.0,0.0,2.0,8.0,6.0,5.0,6.0,6.0,69.0,47.0,,,,,7.0,2.0,7.0,,3.0,6.0,7.0,0.0,9.0,2.0,66.0,61.0,,32.0,20.0,1.0,0.757488,0.6562,0.0749,0.3277,0.5328,60.0,15.0,14.0,,4.0,3.0,1.0,149.0,,,,,6.0,0.0,,20.0,2.0,2.0,,0.0,6.0,91.0,64.0,28.0,2.0,0.0,5.0,4.0,2.0,389.0,6.0,,0.0,45.0,41.0,36.0,,147.0,147.0,2.0,21.0,15.0,56.3,,,13.0,0.0,102.0,1.0,1.0,2.0,1.0,,8.0,1.0,0.0,4.0,72.0,306.0,7.0,9.0,204.0,39.0,32.0,20.0,3.0,19.0,16.0,,110.0,6.0,226.0,,,25.0,17.0,71.0,3.0,411.0,1.0,0.0,12.0,8.0,2.0,25.0,2.0,615.0,22.0,16.0,0.0,10.0,3.0,5.0,0.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
2026-27,2645200,1,2026-08-22 15:00:00,2,Leeds,Away,141.0,6.0,1.0,3.0,2.0,4.0,,94.0,5.0,3.0,5.0,7.0,3.0,24.0,232.0,,,6.0,30.0,25.0,4.0,1.0,,,1.0,1.0,2.0,4.0,0.0,,7.0,6.0,6.0,6.0,5.0,49.0,43.0,,,,2.0,5.0,6.0,10.0,,2.0,4.0,1.0,0.0,3.0,1.0,61.0,66.0,2.0,31.0,23.0,,0.354978,0.4699,0.0817,0.5328,0.3277,63.0,14.0,15.0,,3.0,1.0,2.0,135.0,,,,,10.0,0.0,1.0,23.0,15.0,15.0,1.0,0.0,5.0,67.0,63.0,33.0,3.0,1.0,1.0,4.0,3.0,300.0,1.0,,0.0,42.0,47.0,21.0,,129.0,129.0,3.0,9.0,24.0,43.7,,,11.0,0.0,75.0,1.0,1.0,3.0,1.0,,2.0,2.0,0.0,2.0,38.0,217.0,5.0,5.0,156.0,21.0,31.0,12.0,2.0,8.0,6.0,,92.0,12.0,178.0,1.0,3.0,23.0,6.0,58.0,3.0,326.0,,0.0,11.0,19.0,,12.0,1.0,500.0,15.0,13.0,0.0,7.0,2.0,12.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
