season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attLgLeft,attLgRight,attPenTarget,penGoalsConceded,penaltyConceded,penaltyFaced,attFreekickPost,penaltySave,attPenPost,secondYellow,attPenMiss,attOboxOwnGoal
2025-26,2561999,11,2025-11-08 15:00:00,11,Everton,Home,152.0,6.0,3.0,6.0,3.0,1.0,,196.0,3.0,,2.0,1.0,10.0,16.0,342.0,,,14.0,12.0,17.0,7.0,1.0,5.0,,0.0,1.0,1.0,3.0,,,,,,3.0,0.0,1.0,,,,4.0,5.0,3.0,6.0,8.0,71.0,40.0,4.0,2.0,2.0,1.0,12.0,4.0,9.0,,,7.0,8.0,5.0,1.0,4.0,2.0,49.0,50.0,1.0,23.0,11.0,,,1.21879,1.4392,0.1361,1.4565,0.9135,53.0,11.0,13.0,,,6.0,2.0,3.0,142.0,2.0,1.0,1.0,1.0,1.0,,4.0,0.0,,,11.0,1.0,4.0,4.0,,0.0,2.0,96.0,52.0,31.0,5.0,1.0,4.0,6.0,5.0,389.0,2.0,,0.0,57.0,72.0,33.0,,125.0,125.0,5.0,17.0,14.0,50.1,1.0,,,,21.0,0.0,97.0,4.0,,4.0,1.0,,5.0,1.0,0.0,3.0,117.0,328.0,12.0,10.0,166.0,17.0,23.0,19.0,7.0,22.0,15.0,107035.23,,155.0,4.0,262.0,,,15.0,12.0,40.0,5.0,406.0,1.0,0.0,14.0,15.0,1.0,22.0,2.0,603.0,26.0,15.0,0.0,6.0,7.0,10.0,0.0,,,,,,,,,,,,
2025-26,2561999,11,2025-11-08 15:00:00,54,Fulham,Away,217.0,19.0,1.0,2.0,2.0,1.0,,123.0,6.0,,3.0,3.0,1.0,22.0,338.0,,,15.0,17.0,12.0,6.0,,,,0.0,,,1.0,,,,,,5.0,0.0,,,,1.0,6.0,6.0,8.0,5.0,3.0,59.0,36.0,,,,3.0,7.0,3.0,6.0,,,5.0,8.0,2.0,0.0,5.0,1.0,50.0,49.0,3.0,34.0,21.0,,,0.326061,0.3994,0.1747,0.9135,1.4565,37.0,14.0,11.0,,,2.0,1.0,1.0,111.0,,,,,,,7.0,0.0,,1.0,21.0,,13.0,13.0,3.0,0.0,3.0,114.0,48.0,32.0,7.0,0.0,,6.0,4.0,385.0,4.0,,0.0,32.0,40.0,23.0,,115.0,115.0,2.0,19.0,11.0,49.9,,,,1.0,19.0,0.0,127.0,1.0,2.0,3.0,,,1.0,,0.0,5.0,56.0,317.0,7.0,6.0,246.0,33.0,34.0,19.0,3.0,14.0,11.0,105733.07,,92.0,3.0,179.0,,,19.0,2.0,47.0,1.0,411.0,,0.0,8.0,17.0,1.0,18.0,2.0,602.0,19.0,11.0,0.0,9.0,5.0,12.0,0.0,,,,,,,,,,,,
2025-26,2562004,11,2025-11-08 15:00:00,21,West Ham,Home,147.0,7.0,2.0,4.0,2.0,1.0,,165.0,5.0,,5.0,7.0,11.0,25.0,308.0,,,10.0,21.0,9.0,7.0,2.0,6.0,1.0,0.0,,,1.0,,,,,,8.0,0.0,,,,,7.0,9.0,7.0,8.0,7.0,74.0,45.0,,,3.0,,10.0,8.0,3.0,,,7.0,7.0,5.0,0.0,4.0,1.0,54.0,41.0,,30.0,11.0,1.0,,0.586273,3.0211,0.0728,3.058,2.3247,47.0,15.0,12.0,1.0,,2.0,1.0,1.0,131.0,,,,,,,8.0,1.0,1.0,1.0,11.0,,13.0,13.0,2.0,0.0,5.0,82.0,51.0,27.0,4.0,0.0,1.0,8.0,6.0,349.0,7.0,1.0,0.0,45.0,53.0,28.0,,115.0,115.0,3.0,16.0,20.0,42.6,,,3.0,1.0,23.0,0.0,87.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,71.0,286.0,10.0,9.0,161.0,17.0,30.0,18.0,5.0,18.0,13.0,108756.36,1.0,102.0,4.0,231.0,1.0,,23.0,11.0,55.0,2.0,374.0,,0.0,15.0,14.0,,15.0,2.0,579.0,22.0,12.0,0.0,6.0,7.0,10.0,0.0,,,,,,,,,,,,
2025-26,2562004,11,2025-11-08 15:00:00,90,Burnley,Away,226.0,17.0,,3.0,3.0,,,217.0,,,4.0,4.0,10.0,21.0,440.0,,1.0,10.0,9.0,21.0,9.0,,3.0,1.0,0.0,1.0,1.0,2.0,,,,,,11.0,0.0,,,,,5.0,8.0,7.0,9.0,7.0,83.0,49.0,2.0,2.0,2.0,2.0,11.0,7.0,6.0,,,4.0,6.0,3.0,0.0,7.0,2.0,41.0,54.0,2.0,28.0,18.0,,1.0,1.06113,1.0573,0.0858,2.3247,3.058,68.0,13.0,14.0,1.0,,3.0,2.0,2.0,141.0,,,,,,,3.0,2.0,1.0,1.0,18.0,,7.0,7.0,2.0,0.0,4.0,151.0,61.0,37.0,7.0,1.0,1.0,8.0,7.0,495.0,8.0,4.0,0.0,52.0,72.0,34.0,,128.0,128.0,3.0,21.0,20.0,57.4,,3.0,,,21.0,0.0,142.0,1.0,2.0,3.0,1.0,1.0,2.0,,0.0,5.0,94.0,424.0,11.0,10.0,240.0,32.0,28.0,10.0,2.0,13.0,11.0,110481.26,1.0,141.0,2.0,290.0,1.0,,15.0,10.0,50.0,1.0,517.0,3.0,0.0,16.0,16.0,2.0,17.0,2.0,710.0,25.0,15.0,0.0,3.0,4.0,11.0,0.0,,,,,,,,,,,,
2025-26,2562002,11,2025-11-08 17:30:00,3,Arsenal,Away,134.0,10.0,1.0,4.0,3.0,3.0,,330.0,1.0,,2.0,6.0,4.0,10.0,460.0,,1.0,18.0,21.0,31.0,7.0,,1.0,1.0,0.0,,1.0,1.0,,1.0,,,,13.0,0.0,1.0,,,,5.0,6.0,,12.0,5.0,79.0,38.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,,,2.0,10.0,9.0,0.0,7.0,1.0,50.0,60.0,1.0,25.0,19.0,,,1.03988,1.9143,0.0357,1.3769,0.8198,62.0,13.0,13.0,,,3.0,2.0,1.0,146.0,2.0,,1.0,2.0,,,3.0,2.0,,,19.0,1.0,3.0,3.0,,0.0,2.0,158.0,49.0,26.0,2.0,2.0,4.0,5.0,7.0,510.0,2.0,1.0,0.0,76.0,97.0,45.0,,114.0,114.0,6.0,11.0,19.0,64.8,1.0,2.0,1.0,,12.0,0.0,146.0,1.0,,1.0,,1.0,6.0,1.0,0.0,1.0,187.0,448.0,3.0,9.0,150.0,20.0,25.0,17.0,1.0,22.0,21.0,112204.94,1.0,224.0,7.0,401.0,,,24.0,4.0,36.0,,529.0,1.0,0.0,17.0,12.0,2.0,21.0,1.0,705.0,32.0,7.0,0.0,8.0,2.0,4.0,0.0,,,,,,,,,,,,
2025-26,2562002,11,2025-11-08 17:30:00,56,Sunderland,Home,109.0,9.0,,,,1.0,,117.0,,,3.0,6.0,4.0,12.0,226.0,,,6.0,31.0,21.0,4.0,,1.0,,0.0,,,,,,,,,4.0,0.0,,,,1.0,4.0,12.0,5.0,6.0,,45.0,29.0,1.0,,2.0,4.0,5.0,2.0,8.0,,,2.0,1.0,6.0,1.0,7.0,1.0,60.0,50.0,4.0,39.0,21.0,1.0,1.0,0.332842,0.4357,,0.8198,1.3769,43.0,13.0,13.0,,,1.0,2.0,,109.0,1.0,,1.0,1.0,1.0,,6.0,1.0,,,21.0,,6.0,6.0,,0.0,3.0,70.0,55.0,23.0,2.0,0.0,2.0,3.0,2.0,266.0,4.0,,0.0,36.0,30.0,28.0,,109.0,109.0,,13.0,7.0,35.2,,2.0,1.0,1.0,9.0,0.0,63.0,4.0,1.0,5.0,2.0,,2.0,,1.0,4.0,51.0,216.0,5.0,5.0,123.0,15.0,39.0,7.0,2.0,11.0,9.0,109501.67,,78.0,3.0,175.0,,,23.0,4.0,41.0,2.0,287.0,,0.0,6.0,16.0,2.0,17.0,2.0,457.0,14.0,12.0,0.0,2.0,2.0,8.0,0.0,,,,,,,,,,,,
2025-26,2561997,11,2025-11-08 20:00:00,39,Wolves,Away,174.0,12.0,,1.0,1.0,2.0,1.0,106.0,4.0,1.0,5.0,9.0,5.0,29.0,279.0,,,19.0,7.0,9.0,2.0,,,,0.0,,,,,,,,,3.0,0.0,,,,,9.0,13.0,7.0,1.0,2.0,78.0,39.0,,,,3.0,6.0,,9.0,,,1.0,5.0,2.0,0.0,6.0,3.0,38.0,35.0,3.0,30.0,19.0,,3.0,0.114962,0.1675,,,3.1901,40.0,14.0,12.0,,,2.0,1.0,,129.0,,,,,,,8.0,0.0,,1.0,19.0,,12.0,12.0,3.0,0.0,5.0,65.0,55.0,28.0,10.0,0.0,2.0,,,322.0,5.0,,0.0,54.0,30.0,12.0,,99.0,99.0,2.0,22.0,8.0,35.9,,,,1.0,11.0,0.0,74.0,3.0,2.0,5.0,,,3.0,,0.0,2.0,52.0,263.0,6.0,2.0,191.0,26.0,30.0,7.0,1.0,9.0,8.0,109439.96,,78.0,6.0,164.0,,1.0,23.0,6.0,58.0,,346.0,,0.0,3.0,10.0,1.0,19.0,2.0,508.0,8.0,15.0,0.0,4.0,1.0,3.0,0.0,,,,,,,,,,,,
2025-26,2561997,11,2025-11-08 20:00:00,8,Chelsea,Home,220.0,15.0,1.0,4.0,3.0,,,327.0,2.0,,2.0,3.0,15.0,25.0,543.0,1.0,3.0,11.0,9.0,7.0,12.0,,1.0,1.0,0.0,,1.0,1.0,,,1.0,,1.0,18.0,0.0,,1.0,,,8.0,1.0,2.0,13.0,7.0,102.0,42.0,4.0,3.0,3.0,2.0,3.0,6.0,4.0,,,10.0,13.0,7.0,1.0,3.0,,35.0,38.0,2.0,15.0,8.0,,1.0,2.76337,3.3063,0.0394,3.1901,,70.0,12.0,13.0,,,3.0,,1.0,153.0,2.0,,2.0,2.0,,1.0,4.0,3.0,1.0,,8.0,1.0,7.0,7.0,1.0,0.0,2.0,178.0,65.0,45.0,1.0,2.0,3.0,11.0,8.0,592.0,1.0,,0.0,85.0,73.0,40.0,,118.0,118.0,4.0,15.0,20.0,64.1,1.0,,,,12.0,0.0,181.0,,,,,1.0,6.0,1.0,0.0,5.0,183.0,524.0,3.0,14.0,235.0,28.0,15.0,16.0,6.0,26.0,20.0,108122.63,2.0,227.0,1.0,405.0,1.0,,10.0,16.0,44.0,,614.0,3.0,0.0,20.0,9.0,5.0,12.0,1.0,772.0,36.0,14.0,0.0,9.0,10.0,8.0,0.0,,,,,,,,,,,,
2025-26,2561995,11,2025-11-09 14:00:00,7,Aston Villa,Home,148.0,14.0,1.0,3.0,2.0,1.0,,126.0,5.0,1.0,5.0,2.0,1.0,20.0,271.0,,1.0,10.0,11.0,8.0,9.0,1.0,5.0,1.0,1.0,,,1.0,,,,,1.0,8.0,0.0,,,,2.0,6.0,6.0,6.0,10.0,6.0,56.0,40.0,2.0,2.0,,4.0,11.0,6.0,13.0,,,6.0,6.0,3.0,0.0,10.0,2.0,47.0,54.0,4.0,22.0,11.0,,,0.678551,1.6986,0.149,2.2751,1.0593,54.0,8.0,19.0,,,5.0,2.0,1.0,113.0,2.0,1.0,1.0,,2.0,,7.0,1.0,2.0,1.0,11.0,,6.0,6.0,1.0,0.0,5.0,86.0,50.0,25.0,9.0,2.0,2.0,9.0,8.0,315.0,4.0,1.0,0.0,52.0,29.0,27.0,,125.0,125.0,5.0,10.0,16.0,51.8,,,,,19.0,0.0,91.0,1.0,2.0,3.0,,1.0,2.0,1.0,2.0,6.0,69.0,249.0,11.0,11.0,167.0,27.0,22.0,13.0,5.0,16.0,11.0,107631.04,1.0,110.0,2.0,195.0,2.0,1.0,15.0,1.0,48.0,,346.0,,0.0,16.0,20.0,2.0,15.0,2.0,548.0,27.0,15.0,0.0,7.0,6.0,12.0,0.0,,,,,1.0,1.0,,1.0,,,,
2025-26,2561995,11,2025-11-09 14:00:00,91,Bournemouth,Away,122.0,13.0,2.0,2.0,,2.0,,133.0,2.0,,4.0,6.0,8.0,17.0,253.0,,2.0,18.0,8.0,11.0,6.0,1.0,3.0,1.0,0.0,1.0,,1.0,,,,,,6.0,0.0,,1.0,,1.0,12.0,10.0,6.0,6.0,6.0,57.0,44.0,1.0,2.0,,,8.0,4.0,7.0,,,9.0,9.0,2.0,0.0,6.0,2.0,54.0,47.0,,35.0,16.0,,1.0,0.506693,1.6099,0.2261,1.0593,2.2751,43.0,20.0,7.0,,1.0,4.0,1.0,1.0,111.0,,,,,,,4.0,0.0,,1.0,16.0,1.0,11.0,11.0,1.0,0.0,4.0,73.0,53.0,32.0,6.0,0.0,2.0,5.0,3.0,302.0,4.0,,0.0,64.0,43.0,27.0,1.0,126.0,126.0,4.0,25.0,9.0,48.2,1.0,,,1.0,23.0,0.0,75.0,2.0,2.0,4.0,,1.0,5.0,1.0,0.0,6.0,68.0,243.0,8.0,7.0,140.0,24.0,35.0,27.0,9.0,21.0,12.0,105635.98,1.0,93.0,3.0,197.0,,1.0,19.0,8.0,38.0,2.0,316.0,,0.0,12.0,16.0,3.0,22.0,2.0,531.0,12.0,17.0,0.0,13.0,9.0,9.0,0.0,,,1.0,,,,,,,,,
2025-26,2561996,11,2025-11-09 14:00:00,4,Newcastle,Away,191.0,13.0,,2.0,2.0,,,173.0,5.0,1.0,7.0,2.0,15.0,23.0,362.0,,,12.0,19.0,14.0,4.0,,1.0,1.0,0.0,,,,,,,,,4.0,0.0,,,,,7.0,13.0,2.0,2.0,3.0,70.0,49.0,,,1.0,,11.0,1.0,6.0,,,2.0,9.0,4.0,0.0,13.0,1.0,53.0,39.0,,56.0,29.0,1.0,1.0,0.37851,0.4395,,0.2155,2.7499,51.0,13.0,9.0,1.0,,,,,150.0,,,,,,,7.0,1.0,1.0,,29.0,,5.0,5.0,,0.0,7.0,94.0,68.0,39.0,6.0,0.0,3.0,1.0,1.0,417.0,4.0,1.0,0.0,50.0,65.0,22.0,,123.0,123.0,2.0,17.0,23.0,51.2,,3.0,,2.0,17.0,0.0,126.0,4.0,,4.0,,1.0,3.0,,0.0,6.0,69.0,346.0,11.0,4.0,215.0,23.0,56.0,11.0,2.0,15.0,13.0,110554.55,1.0,101.0,4.0,240.0,1.0,1.0,19.0,15.0,50.0,,440.0,,1.0,5.0,10.0,,14.0,1.0,632.0,16.0,12.0,0.0,7.0,2.0,7.0,0.0,,,,1.0,1.0,1.0,,,,1.0,,
2025-26,2561996,11,2025-11-09 14:00:00,94,Brentford,Home,160.0,14.0,1.0,5.0,4.0,1.0,2.0,166.0,2.0,,2.0,10.0,7.0,28.0,321.0,,,16.0,14.0,19.0,7.0,2.0,1.0,1.0,0.0,,,,,,,,1.0,7.0,1.0,,,,3.0,3.0,2.0,3.0,13.0,2.0,60.0,55.0,1.0,1.0,3.0,,6.0,4.0,7.0,,,6.0,6.0,1.0,0.0,5.0,,39.0,53.0,,16.0,7.0,,,0.798006,2.3545,,2.7499,0.2155,64.0,10.0,13.0,2.0,,4.0,4.0,,158.0,,,,,,,6.0,1.0,,,7.0,,10.0,10.0,1.0,0.0,2.0,98.0,64.0,29.0,2.0,1.0,3.0,6.0,7.0,406.0,1.0,2.0,0.0,49.0,64.0,41.0,1.0,151.0,151.0,4.0,24.0,25.0,48.8,,,3.0,1.0,16.0,0.0,107.0,,,,2.0,1.0,4.0,1.0,0.0,4.0,74.0,309.0,6.0,9.0,180.0,29.0,16.0,11.0,5.0,16.0,11.0,113600.24,1.0,128.0,5.0,259.0,,,29.0,9.0,61.0,2.0,423.0,,0.0,15.0,17.0,,26.0,2.0,599.0,35.0,14.0,0.0,6.0,6.0,12.0,0.0,,,,,,,,,,,,
2025-26,2561998,11,2025-11-09 14:00:00,31,Crystal Palace,Home,165.0,12.0,1.0,6.0,5.0,1.0,1.0,113.0,2.0,1.0,3.0,9.0,8.0,17.0,272.0,,,18.0,20.0,21.0,7.0,1.0,2.0,1.0,0.0,,,,,,,,,6.0,0.0,,,,1.0,4.0,5.0,2.0,8.0,2.0,49.0,47.0,,,,2.0,5.0,1.0,4.0,,,4.0,3.0,3.0,0.0,10.0,2.0,49.0,58.0,2.0,32.0,15.0,,,0.800268,0.7475,,0.923,0.3041,47.0,10.0,11.0,,,1.0,1.0,,151.0,,,,,,,7.0,0.0,,1.0,15.0,,14.0,14.0,1.0,0.0,3.0,79.0,67.0,36.0,8.0,0.0,5.0,3.0,2.0,352.0,3.0,1.0,0.0,44.0,23.0,29.0,,148.0,148.0,5.0,15.0,19.0,42.2,,,,4.0,16.0,0.0,94.0,2.0,1.0,3.0,,1.0,7.0,,0.0,2.0,45.0,260.0,5.0,8.0,194.0,23.0,32.0,11.0,4.0,11.0,7.0,107625.82,1.0,90.0,6.0,190.0,,1.0,34.0,8.0,57.0,2.0,373.0,2.0,0.0,10.0,21.0,,23.0,1.0,570.0,30.0,18.0,0.0,5.0,4.0,14.0,0.0,,,,,1.0,,,,,,,
2025-26,2561998,11,2025-11-09 14:00:00,36,Brighton,Away,264.0,14.0,1.0,4.0,3.0,1.0,,163.0,6.0,,2.0,5.0,6.0,25.0,423.0,,,10.0,21.0,20.0,6.0,,2.0,1.0,0.0,,,,,1.0,,,,5.0,0.0,,,,,7.0,8.0,2.0,5.0,2.0,63.0,50.0,,1.0,,1.0,10.0,3.0,5.0,,1.0,8.0,7.0,11.0,0.0,13.0,2.0,58.0,49.0,1.0,22.0,14.0,,1.0,0.570557,0.391,,0.3041,0.923,48.0,12.0,9.0,,,1.0,,,136.0,,,,,,,7.0,0.0,2.0,,14.0,,4.0,4.0,1.0,0.0,2.0,152.0,61.0,31.0,4.0,0.0,1.0,5.0,3.0,483.0,1.0,3.0,0.0,35.0,66.0,35.0,1.0,155.0,155.0,6.0,18.0,23.0,57.8,,,,,17.0,0.0,152.0,1.0,1.0,2.0,1.0,1.0,1.0,,0.0,4.0,83.0,404.0,10.0,6.0,282.0,33.0,22.0,12.0,8.0,26.0,18.0,106859.66,1.0,114.0,2.0,247.0,2.0,,14.0,7.0,46.0,1.0,503.0,,0.0,7.0,16.0,2.0,17.0,4.0,697.0,28.0,21.0,0.0,4.0,8.0,11.0,0.0,,,,,,,,,,,,
2025-26,2562001,11,2025-11-09 14:00:00,17,Nott'm Forest,Home,135.0,16.0,2.0,6.0,4.0,,,148.0,5.0,,4.0,4.0,3.0,23.0,277.0,1.0,1.0,12.0,19.0,13.0,7.0,1.0,4.0,1.0,0.0,,,,,,,,,9.0,1.0,,,,,7.0,5.0,5.0,10.0,4.0,58.0,50.0,1.0,,3.0,2.0,11.0,6.0,5.0,,,6.0,15.0,6.0,0.0,5.0,2.0,49.0,58.0,2.0,27.0,15.0,,,1.41648,2.5509,,3.4153,0.926,66.0,10.0,11.0,,,3.0,,,152.0,1.0,,1.0,1.0,,,5.0,2.0,,,15.0,,6.0,6.0,,0.0,4.0,72.0,65.0,32.0,4.0,3.0,2.0,7.0,6.0,329.0,2.0,,0.0,64.0,44.0,35.0,1.0,140.0,140.0,5.0,26.0,14.0,45.5,,,3.0,,19.0,0.0,66.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,4.0,84.0,264.0,11.0,9.0,150.0,32.0,27.0,17.0,5.0,26.0,21.0,110784.32,1.0,118.0,3.0,224.0,,,26.0,4.0,58.0,2.0,348.0,1.0,0.0,14.0,27.0,1.0,20.0,2.0,571.0,24.0,24.0,0.0,7.0,6.0,17.0,0.0,,,,,,,,,,,,
2025-26,2562001,11,2025-11-09 14:00:00,2,Leeds,Away,241.0,7.0,1.0,2.0,1.0,1.0,,114.0,9.0,,5.0,3.0,12.0,19.0,353.0,,,11.0,13.0,19.0,3.0,1.0,3.0,,0.0,,,,,,,,,5.0,0.0,,,,1.0,4.0,10.0,4.0,5.0,5.0,68.0,45.0,1.0,1.0,,3.0,6.0,2.0,7.0,,,4.0,5.0,2.0,0.0,9.0,1.0,58.0,49.0,3.0,28.0,17.0,,,0.312567,0.6871,,0.926,3.4153,64.0,11.0,10.0,1.0,,2.0,2.0,,149.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,17.0,,9.0,9.0,,0.0,5.0,111.0,73.0,34.0,6.0,0.0,2.0,3.0,3.0,412.0,5.0,3.0,0.0,51.0,49.0,20.0,,143.0,143.0,4.0,17.0,19.0,54.5,,3.0,,,19.0,0.0,107.0,1.0,2.0,3.0,,,5.0,,0.0,5.0,47.0,331.0,6.0,5.0,263.0,25.0,28.0,23.0,4.0,13.0,9.0,113130.77,,92.0,1.0,185.0,1.0,,23.0,12.0,55.0,1.0,435.0,1.0,0.0,10.0,15.0,,17.0,1.0,640.0,20.0,13.0,0.0,5.0,4.0,10.0,0.0,,,,1.0,1.0,1.0,,,,,,
2025-26,2562000,11,2025-11-09 16:30:00,14,Liverpool,Away,213.0,21.0,1.0,1.0,,1.0,,198.0,7.0,1.0,3.0,1.0,4.0,18.0,410.0,,1.0,12.0,8.0,5.0,6.0,,,1.0,0.0,,,,,,,,1.0,7.0,0.0,,,,,9.0,8.0,6.0,5.0,2.0,74.0,37.0,2.0,2.0,,,14.0,4.0,9.0,,,7.0,5.0,4.0,0.0,9.0,2.0,49.0,31.0,,13.0,5.0,,,0.702186,0.612,,0.0609,2.1335,64.0,15.0,14.0,,,1.0,2.0,,121.0,,,,,,,7.0,0.0,,,5.0,,9.0,9.0,,0.0,4.0,132.0,53.0,31.0,7.0,0.0,2.0,4.0,1.0,447.0,5.0,1.0,0.0,63.0,63.0,26.0,,118.0,118.0,7.0,9.0,16.0,51.5,,,,,23.0,0.0,144.0,3.0,,3.0,1.0,1.0,2.0,,0.0,5.0,92.0,388.0,14.0,6.0,226.0,28.0,13.0,12.0,7.0,18.0,11.0,109232.87,1.0,124.0,2.0,263.0,,1.0,12.0,4.0,37.0,7.0,471.0,1.0,0.0,7.0,8.0,6.0,13.0,4.0,634.0,22.0,13.0,0.0,4.0,7.0,7.0,0.0,,,,,1.0,1.0,,1.0,,,,
2025-26,2562000,11,2025-11-09 16:30:00,43,Man City,Home,230.0,18.0,4.0,4.0,1.0,1.0,,151.0,3.0,,2.0,4.0,10.0,14.0,377.0,,1.0,19.0,5.0,8.0,8.0,,1.0,2.0,0.0,,,1.0,,,,,,11.0,0.0,,,,,4.0,5.0,2.0,8.0,6.0,80.0,38.0,,1.0,,4.0,5.0,5.0,4.0,,1.0,7.0,4.0,1.0,0.0,4.0,2.0,31.0,49.0,4.0,23.0,10.0,,2.0,0.395549,1.5103,0.0557,2.1335,0.0609,35.0,14.0,15.0,2.0,,3.0,,1.0,147.0,3.0,,2.0,2.0,1.0,,3.0,2.0,,,10.0,,9.0,9.0,,0.0,2.0,111.0,39.0,24.0,7.0,1.0,3.0,8.0,6.0,426.0,4.0,2.0,0.0,60.0,64.0,18.0,1.0,109.0,109.0,,19.0,14.0,48.5,,,,,19.0,0.0,114.0,,1.0,2.0,,2.0,3.0,,0.0,2.0,88.0,354.0,5.0,11.0,257.0,30.0,23.0,13.0,6.0,11.0,5.0,118042.78,2.0,122.0,4.0,206.0,1.0,1.0,16.0,10.0,31.0,1.0,452.0,2.0,0.0,14.0,17.0,2.0,21.0,2.0,623.0,28.0,14.0,0.0,9.0,7.0,12.0,0.0,,,1.0,,,,,,,,,
2025-26,2562008,12,2025-11-22 12:30:00,8,Chelsea,Away,306.0,15.0,1.0,1.0,,2.0,,134.0,5.0,1.0,4.0,3.0,12.0,18.0,439.0,1.0,3.0,9.0,14.0,16.0,8.0,1.0,3.0,2.0,0.0,,,,,,,,,12.0,0.0,,,,,5.0,6.0,2.0,10.0,5.0,80.0,55.0,2.0,,2.0,,9.0,5.0,1.0,,,9.0,2.0,3.0,0.0,9.0,,39.0,52.0,,19.0,10.0,,,1.09323,1.7171,,2.3028,0.1063,39.0,8.0,12.0,,,,,,167.0,2.0,,2.0,2.0,,1.0,6.0,2.0,1.0,,10.0,1.0,12.0,12.0,,0.0,5.0,131.0,81.0,39.0,1.0,2.0,3.0,8.0,5.0,500.0,3.0,1.0,0.0,46.0,35.0,26.0,,131.0,131.0,4.0,18.0,24.0,55.8,,,,,14.0,0.0,146.0,1.0,1.0,2.0,,2.0,5.0,,0.0,3.0,59.0,421.0,9.0,11.0,327.0,33.0,19.0,16.0,8.0,13.0,5.0,107028.26,3.0,96.0,6.0,210.0,1.0,1.0,17.0,14.0,46.0,3.0,524.0,1.0,0.0,15.0,15.0,9.0,10.0,3.0,706.0,31.0,12.0,0.0,9.0,9.0,9.0,0.0,,,,,,,,,,,,
