season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attLgLeft,attLgRight,attPenTarget,penGoalsConceded,penaltyConceded,penaltyFaced,attFreekickPost,penaltySave,attPenPost,secondYellow,attPenMiss,attOboxOwnGoal
2025-26,2561895,1,2025-08-15 20:00:00,14,Liverpool,Home,224.0,23.0,2.0,5.0,3.0,1.0,,182.0,3.0,,4.0,5.0,14.0,29.0,401.0,,,20.0,18.0,29.0,10.0,2.0,4.0,2.0,0.0,,,,,,,,,13.0,0.0,,,,1.0,3.0,8.0,2.0,15.0,4.0,80.0,52.0,3.0,2.0,1.0,1.0,11.0,2.0,8.0,,,6.0,7.0,6.0,0.0,11.0,1.0,52.0,63.0,1.0,41.0,29.0,1.0,,1.06857,2.2098,,3.0464,0.8149,61.0,7.0,10.0,1.0,,1.0,,,178.0,3.0,,1.0,3.0,,1.0,4.0,4.0,1.0,1.0,29.0,,4.0,4.0,,0.0,4.0,127.0,68.0,41.0,7.0,2.0,5.0,10.0,10.0,466.0,3.0,2.0,0.0,45.0,53.0,32.0,,145.0,145.0,5.0,18.0,23.0,61.2,,,,2.0,19.0,0.0,104.0,1.0,,1.0,,2.0,7.0,,1.0,5.0,97.0,381.0,11.0,15.0,244.0,36.0,41.0,17.0,4.0,17.0,13.0,110620.87,3.0,143.0,8.0,262.0,1.0,,16.0,15.0,51.0,2.0,489.0,1.0,0.0,19.0,16.0,3.0,27.0,1.0,713.0,36.0,14.0,0.0,8.0,6.0,13.0,0.0,,,,,,,,,,,,
2025-26,2561895,1,2025-08-15 20:00:00,91,Bournemouth,Away,132.0,14.0,1.0,5.0,4.0,2.0,,82.0,5.0,2.0,5.0,7.0,1.0,24.0,209.0,2.0,,10.0,29.0,18.0,5.0,1.0,1.0,3.0,0.0,,,1.0,,,,,,8.0,0.0,,,,,3.0,15.0,4.0,8.0,2.0,48.0,54.0,3.0,2.0,1.0,,9.0,3.0,8.0,,,7.0,8.0,6.0,0.0,5.0,1.0,63.0,52.0,,45.0,14.0,,,0.649442,1.6986,0.0367,0.8149,3.0464,45.0,10.0,6.0,,,2.0,,1.0,123.0,2.0,,1.0,2.0,,2.0,11.0,2.0,2.0,,14.0,,11.0,11.0,3.0,0.0,5.0,63.0,66.0,19.0,6.0,2.0,4.0,4.0,3.0,275.0,2.0,,0.0,29.0,40.0,30.0,,143.0,143.0,3.0,19.0,24.0,38.8,,,,1.0,19.0,0.0,65.0,4.0,2.0,6.0,,3.0,4.0,,0.0,4.0,48.0,194.0,9.0,8.0,149.0,31.0,45.0,19.0,6.0,20.0,14.0,110189.5,5.0,92.0,7.0,170.0,2.0,2.0,32.0,2.0,70.0,2.0,299.0,4.0,0.0,10.0,20.0,,17.0,2.0,519.0,28.0,13.0,0.0,8.0,7.0,12.0,0.0,,,,,,,,,,,,
2025-26,2561896,1,2025-08-16 12:30:00,4,Newcastle,Away,159.0,15.0,1.0,6.0,5.0,,1.0,223.0,1.0,3.0,12.0,1.0,8.0,21.0,376.0,1.0,1.0,9.0,10.0,20.0,14.0,,1.0,2.0,0.0,,,,,1.0,,,,12.0,0.0,,,,3.0,5.0,3.0,,9.0,7.0,56.0,63.0,2.0,2.0,,2.0,4.0,7.0,9.0,,,6.0,12.0,6.0,0.0,3.0,1.0,40.0,43.0,2.0,22.0,8.0,,,0.887939,1.4325,,0.6442,0.2041,55.0,11.0,13.0,,,3.0,2.0,,143.0,,,,,,,3.0,0.0,3.0,,8.0,,12.0,12.0,1.0,0.0,12.0,121.0,59.0,35.0,3.0,0.0,6.0,8.0,3.0,434.0,,1.0,0.0,67.0,67.0,36.0,,123.0,123.0,6.0,19.0,25.0,60.1,,,,,12.0,0.0,131.0,3.0,,3.0,1.0,2.0,6.0,,0.0,3.0,122.0,365.0,4.0,14.0,181.0,30.0,22.0,10.0,6.0,26.0,20.0,108530.25,2.0,161.0,1.0,296.0,3.0,3.0,11.0,10.0,43.0,1.0,451.0,1.0,0.0,16.0,10.0,4.0,9.0,1.0,634.0,33.0,15.0,0.0,2.0,6.0,8.0,0.0,,,,,,,,,,,,
2025-26,2561896,1,2025-08-16 12:30:00,7,Aston Villa,Home,116.0,10.0,,3.0,3.0,1.0,,114.0,6.0,3.0,4.0,3.0,2.0,17.0,227.0,,,9.0,20.0,10.0,3.0,,1.0,1.0,0.0,,,,,,,,,2.0,0.0,,,,,6.0,9.0,7.0,3.0,,41.0,50.0,1.0,1.0,,2.0,6.0,,2.0,,,3.0,5.0,5.0,0.0,4.0,3.0,43.0,40.0,2.0,20.0,10.0,,,0.233068,0.2036,,0.2041,0.6442,46.0,13.0,11.0,,,,,,125.0,,,,,,,14.0,0.0,3.0,,10.0,,10.0,10.0,1.0,0.0,4.0,77.0,59.0,24.0,6.0,0.0,,3.0,3.0,279.0,7.0,2.0,0.0,29.0,25.0,24.0,,129.0,129.0,4.0,18.0,18.0,39.9,,,,1.0,12.0,0.0,67.0,1.0,2.0,3.0,1.0,1.0,,,0.0,1.0,40.0,210.0,6.0,3.0,143.0,27.0,20.0,15.0,1.0,11.0,10.0,103824.63,1.0,73.0,4.0,178.0,3.0,3.0,22.0,2.0,59.0,2.0,310.0,1.0,1.0,3.0,11.0,4.0,18.0,1.0,472.0,14.0,15.0,0.0,9.0,3.0,5.0,0.0,,,,,,,,,,,,
2025-26,2561897,1,2025-08-16 15:00:00,36,Brighton,Home,241.0,21.0,2.0,4.0,2.0,1.0,,137.0,8.0,,3.0,3.0,9.0,28.0,374.0,,,7.0,10.0,14.0,5.0,2.0,1.0,1.0,0.0,,,,,,,,1.0,7.0,1.0,,,,1.0,9.0,5.0,2.0,6.0,4.0,76.0,42.0,1.0,1.0,1.0,,10.0,1.0,5.0,,,4.0,3.0,4.0,0.0,8.0,1.0,44.0,51.0,,27.0,12.0,,,0.610632,1.4766,,1.0209,0.7315,47.0,16.0,15.0,,,2.0,,,123.0,,,,,,,8.0,0.0,1.0,,12.0,,9.0,9.0,1.0,0.0,3.0,108.0,55.0,39.0,3.0,1.0,3.0,4.0,4.0,401.0,1.0,1.0,0.0,43.0,41.0,21.0,1.0,104.0,104.0,5.0,13.0,19.0,49.8,,2.0,,,13.0,0.0,120.0,1.0,,1.0,1.0,1.0,5.0,,0.0,5.0,66.0,351.0,10.0,7.0,257.0,27.0,27.0,11.0,4.0,11.0,7.0,110291.31,1.0,91.0,5.0,181.0,1.0,,18.0,11.0,50.0,3.0,427.0,1.0,0.0,10.0,19.0,1.0,10.0,3.0,604.0,25.0,22.0,0.0,4.0,4.0,9.0,0.0,,,,,,,,,,,,
2025-26,2561897,1,2025-08-16 15:00:00,54,Fulham,Away,209.0,14.0,1.0,3.0,2.0,,,143.0,9.0,,6.0,6.0,6.0,29.0,349.0,,,18.0,14.0,10.0,5.0,,1.0,,0.0,,,,,,,,,6.0,0.0,,,,,6.0,6.0,4.0,5.0,2.0,78.0,38.0,,,1.0,,3.0,1.0,4.0,,,3.0,7.0,3.0,0.0,11.0,2.0,51.0,44.0,,15.0,7.0,,1.0,0.505336,0.7603,,0.7315,1.0209,49.0,15.0,16.0,,,1.0,1.0,,151.0,,,,,,,10.0,0.0,2.0,,7.0,,2.0,2.0,1.0,0.0,7.0,96.0,54.0,29.0,4.0,0.0,3.0,2.0,2.0,393.0,1.0,2.0,0.0,60.0,40.0,22.0,,122.0,122.0,1.0,9.0,18.0,50.2,,,1.0,,13.0,0.0,98.0,1.0,2.0,3.0,1.0,,4.0,,1.0,5.0,64.0,324.0,3.0,5.0,228.0,28.0,15.0,13.0,3.0,14.0,11.0,107226.55,,100.0,3.0,209.0,2.0,,22.0,8.0,53.0,2.0,423.0,,0.0,7.0,15.0,,20.0,3.0,583.0,19.0,11.0,0.0,5.0,3.0,8.0,0.0,,,,1.0,1.0,1.0,,,,,,
2025-26,2561899,1,2025-08-16 15:00:00,21,West Ham,Away,199.0,16.0,1.0,5.0,4.0,4.0,,274.0,6.0,,4.0,7.0,12.0,26.0,468.0,,,19.0,18.0,19.0,6.0,1.0,3.0,,0.0,,,,,,,,,7.0,0.0,,,,2.0,2.0,9.0,1.0,7.0,5.0,103.0,42.0,,,,4.0,9.0,6.0,1.0,,,7.0,11.0,5.0,0.0,6.0,1.0,42.0,46.0,4.0,16.0,12.0,,,0.539709,0.5619,,0.3685,1.6411,78.0,10.0,8.0,,,3.0,3.0,,161.0,,,,,,,6.0,0.0,1.0,,12.0,,4.0,4.0,1.0,0.0,4.0,138.0,70.0,48.0,5.0,0.0,1.0,7.0,4.0,535.0,1.0,1.0,0.0,79.0,120.0,32.0,,133.0,133.0,4.0,12.0,22.0,62.8,,,,1.0,20.0,0.0,148.0,2.0,,2.0,1.0,,2.0,1.0,0.0,3.0,123.0,454.0,9.0,7.0,219.0,35.0,16.0,15.0,7.0,26.0,19.0,103453.94,,169.0,9.0,357.0,1.0,,28.0,13.0,59.0,,550.0,,0.0,12.0,12.0,1.0,20.0,1.0,731.0,28.0,14.0,0.0,7.0,7.0,7.0,0.0,,,,,,,,,,,,
2025-26,2561899,1,2025-08-16 15:00:00,56,Sunderland,Home,124.0,6.0,3.0,5.0,2.0,,,131.0,3.0,,2.0,5.0,8.0,18.0,250.0,,,11.0,19.0,18.0,2.0,3.0,5.0,1.0,0.0,,,,,,,,1.0,5.0,0.0,,,,,6.0,7.0,5.0,9.0,1.0,65.0,38.0,1.0,2.0,,5.0,6.0,1.0,7.0,1.0,,5.0,6.0,5.0,1.0,6.0,1.0,46.0,42.0,5.0,32.0,15.0,,1.0,0.315043,0.7534,,1.6411,0.3685,48.0,8.0,10.0,1.0,,1.0,1.0,,143.0,2.0,,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,15.0,,9.0,9.0,,0.0,3.0,67.0,52.0,22.0,7.0,0.0,3.0,4.0,5.0,307.0,6.0,1.0,0.0,63.0,55.0,18.0,,113.0,113.0,1.0,20.0,10.0,37.2,,,,3.0,18.0,0.0,48.0,4.0,,4.0,1.0,1.0,4.0,,1.0,4.0,61.0,240.0,6.0,7.0,143.0,17.0,32.0,7.0,5.0,17.0,12.0,105329.91,2.0,94.0,2.0,197.0,2.0,,31.0,9.0,55.0,,323.0,1.0,0.0,10.0,14.0,,17.0,0.0,497.0,15.0,8.0,0.0,1.0,5.0,5.0,0.0,,,,,,,,,,,,
2025-26,2561900,1,2025-08-16 15:00:00,6,Spurs,Home,250.0,15.0,2.0,8.0,6.0,1.0,,209.0,8.0,,4.0,,4.0,20.0,451.0,1.0,1.0,14.0,18.0,17.0,7.0,2.0,4.0,,0.0,,,,,,,,,12.0,0.0,,,,,8.0,7.0,7.0,12.0,4.0,77.0,38.0,1.0,1.0,1.0,4.0,4.0,1.0,7.0,,,6.0,12.0,10.0,0.0,3.0,1.0,45.0,47.0,4.0,26.0,17.0,,1.0,1.28058,2.3224,,2.6075,1.0692,58.0,14.0,7.0,3.0,,1.0,,,141.0,3.0,,3.0,3.0,,,9.0,3.0,,,17.0,,1.0,1.0,,0.0,4.0,140.0,43.0,26.0,5.0,0.0,7.0,5.0,6.0,488.0,2.0,,0.0,65.0,74.0,36.0,,101.0,101.0,2.0,21.0,8.0,67.3,,,,1.0,13.0,0.0,153.0,2.0,2.0,4.0,1.0,,9.0,,0.0,5.0,99.0,429.0,4.0,12.0,270.0,33.0,26.0,14.0,5.0,27.0,22.0,106453.01,,125.0,4.0,268.0,,,5.0,4.0,42.0,,511.0,1.0,0.0,16.0,12.0,1.0,17.0,0.0,676.0,26.0,13.0,0.0,11.0,6.0,9.0,0.0,,,,,,,,,,,,
2025-26,2561900,1,2025-08-16 15:00:00,90,Burnley,Away,70.0,10.0,1.0,3.0,3.0,2.0,1.0,114.0,3.0,,3.0,4.0,1.0,18.0,181.0,1.0,1.0,10.0,17.0,18.0,10.0,2.0,3.0,1.0,0.0,1.0,,1.0,,,,,,9.0,0.0,,,,1.0,3.0,12.0,4.0,7.0,7.0,38.0,32.0,1.0,1.0,,3.0,7.0,3.0,11.0,,,5.0,6.0,2.0,0.0,9.0,1.0,47.0,45.0,3.0,25.0,19.0,,,0.982876,0.9356,0.0325,1.0692,2.6075,34.0,8.0,14.0,,,3.0,2.0,1.0,90.0,,,,,,,13.0,0.0,3.0,1.0,19.0,,7.0,7.0,1.0,0.0,3.0,62.0,45.0,21.0,6.0,0.0,5.0,7.0,4.0,218.0,1.0,1.0,0.0,41.0,19.0,31.0,,108.0,108.0,1.0,11.0,14.0,32.7,,,,,15.0,0.0,56.0,3.0,,3.0,2.0,1.0,7.0,,0.0,5.0,63.0,168.0,7.0,12.0,84.0,22.0,25.0,10.0,5.0,14.0,10.0,107508.81,1.0,96.0,3.0,176.0,3.0,,13.0,1.0,45.0,4.0,246.0,1.0,0.0,14.0,6.0,1.0,15.0,0.0,410.0,25.0,10.0,0.0,7.0,5.0,2.0,0.0,,,,,,,,,,,,
