season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attIboxOwnGoal,attLgCentre,ownGoals,attOboxOwnGoal,attObxdRight,keeperGoals,winningGoal,attLgRight,attPenMiss,attLgLeft,attPenPost
2012-13,442007,1,2012-08-18 15:00:00,21,West Ham,Home,97.0,25.0,,8.0,8.0,,1.0,117.0,2.0,,4.0,9.0,,39.0,206.0,,,22.0,29.0,18.0,3.0,2.0,,,,1.0,,2.0,,1.0,4.0,,,,,,2.0,4.0,9.0,,,39.0,22.0,1.0,1.0,,4.0,2.0,5.0,,1.0,6.0,6.0,11.0,,22.0,,75.0,48.0,4.0,25.0,8.0,,,78.0,17.0,9.0,,,5.0,2.0,2.0,132.0,1.0,,1.0,,1.0,,7.0,,2.0,,10.0,,13.0,9.0,,4.0,55.0,79.0,42.0,4.0,1.0,2.0,4.0,2.0,264.0,6.0,5.0,38.0,49.0,34.0,,,,,,145.0,133.0,2.0,8.0,6.0,34.2,,,,,0.0,51.0,1.0,1.0,2.0,,2.0,,4.0,1.0,,3.0,68.0,200.0,6.0,112.0,38.0,37.0,5.0,5.0,24.0,19.0,,111.0,3.0,189.0,2.0,,24.0,,62.0,,277.0,,0.0,8.0,18.0,,29.0,0.0,480.0,12.0,10.0,3.0,6.0,13.0,0.0,,,,,,,,,,,,
2012-13,442007,1,2012-08-18 15:00:00,7,Aston Villa,Away,272.0,7.0,2.0,2.0,,3.0,,188.0,6.0,,8.0,5.0,16.0,30.0,458.0,,,22.0,18.0,29.0,8.0,4.0,,,,1.0,,1.0,,,8.0,,,,,,,5.0,3.0,,,93.0,46.0,,,,2.0,6.0,3.0,1.0,1.0,4.0,6.0,2.0,,14.0,,48.0,75.0,2.0,16.0,9.0,,2.0,70.0,9.0,17.0,,,2.0,2.0,1.0,209.0,,,,,,,9.0,,3.0,,15.0,,7.0,4.0,1.0,8.0,120.0,94.0,50.0,6.0,,5.0,7.0,2.0,538.0,3.0,1.0,37.0,72.0,20.0,,,,,,172.0,151.0,1.0,18.0,16.0,65.8,,,,,0.0,144.0,1.0,,,,1.0,,5.0,,,3.0,64.0,436.0,12.0,293.0,24.0,37.0,9.0,3.0,13.0,10.0,,120.0,10.0,286.0,3.0,,27.0,16.0,60.0,2.0,566.0,,0.0,13.0,24.0,4.0,27.0,1.0,759.0,9.0,6.0,5.0,4.0,20.0,0.0,,,1.0,,,,,,,,,
2012-13,442003,1,2012-08-18 17:30:00,4,Newcastle,Home,220.0,13.0,,1.0,1.0,1.0,,111.0,8.0,1.0,7.0,6.0,5.0,27.0,330.0,,,20.0,8.0,10.0,3.0,,,,,,,,,,6.0,1.0,,,,,,6.0,9.0,,,74.0,46.0,,,1.0,4.0,2.0,9.0,,,3.0,5.0,7.0,,12.0,2.0,47.0,44.0,4.0,17.0,8.0,,1.0,65.0,13.0,8.0,1.0,,3.0,3.0,,132.0,,,,,,,14.0,1.0,1.0,,15.0,,7.0,6.0,,7.0,100.0,74.0,37.0,5.0,1.0,1.0,2.0,3.0,,3.0,3.0,46.0,31.0,17.0,,,,,1.0,155.0,137.0,1.0,20.0,14.0,51.9,,,,2.0,0.0,99.0,1.0,2.0,,,2.0,,2.0,,,2.0,39.0,,3.0,236.0,26.0,35.0,13.0,1.0,16.0,15.0,,78.0,4.0,185.0,1.0,1.0,16.0,5.0,53.0,3.0,405.0,,0.0,7.0,18.0,,23.0,2.0,603.0,,15.0,8.0,3.0,15.0,0.0,,,,,,,,,,,,
2012-13,442003,1,2012-08-18 17:30:00,6,Spurs,Away,153.0,12.0,2.0,5.0,3.0,3.0,,162.0,,1.0,8.0,2.0,6.0,29.0,310.0,,1.0,15.0,10.0,8.0,11.0,,,1.0,,,1.0,2.0,,,11.0,,,1.0,1.0,,,3.0,4.0,,,50.0,60.0,,,1.0,3.0,4.0,8.0,,,5.0,13.0,2.0,,9.0,,44.0,47.0,3.0,11.0,8.0,,,57.0,9.0,13.0,1.0,,4.0,4.0,2.0,126.0,,,,,,,4.0,1.0,1.0,1.0,19.0,3.0,13.0,9.0,1.0,8.0,87.0,69.0,37.0,3.0,,7.0,4.0,4.0,,1.0,,48.0,59.0,17.0,1.0,1.0,1.0,,,141.0,121.0,5.0,23.0,23.0,48.1,2.0,,,1.0,0.0,110.0,,1.0,,,,1.0,7.0,,,2.0,72.0,,11.0,169.0,31.0,31.0,18.0,5.0,24.0,19.0,1.0,102.0,5.0,228.0,1.0,1.0,22.0,6.0,53.0,2.0,373.0,,0.0,15.0,17.0,1.0,19.0,2.0,568.0,,11.0,9.0,5.0,13.0,0.0,,,,,,,,,,,,
2012-13,442008,1,2012-08-19 13:30:00,111,Wigan,Home,175.0,23.0,3.0,7.0,4.0,,,234.0,4.0,,8.0,4.0,13.0,40.0,402.0,,1.0,19.0,9.0,10.0,8.0,3.0,,1.0,,,2.0,2.0,,1.0,9.0,,,,,,,5.0,1.0,,,83.0,40.0,2.0,3.0,,,1.0,9.0,1.0,,7.0,20.0,6.0,,9.0,1.0,51.0,48.0,,4.0,3.0,,,69.0,17.0,11.0,,,4.0,2.0,2.0,126.0,,,,,,,6.0,,,1.0,4.0,,14.0,11.0,,8.0,133.0,56.0,42.0,1.0,,9.0,2.0,4.0,,1.0,4.0,98.0,67.0,18.0,1.0,1.0,1.0,,,132.0,130.0,1.0,17.0,15.0,52.0,,,,,0.0,131.0,2.0,,,,,1.0,10.0,1.0,,3.0,113.0,,11.0,192.0,40.0,6.0,12.0,6.0,34.0,28.0,2.0,157.0,2.0,315.0,,1.0,7.0,13.0,59.0,,473.0,,0.0,15.0,23.0,3.0,20.0,2.0,643.0,,8.0,4.0,7.0,20.0,0.0,,,,,,1.0,,,,,,
2012-13,442008,1,2012-08-19 13:30:00,8,Chelsea,Away,245.0,14.0,,2.0,2.0,3.0,1.0,146.0,4.0,,6.0,2.0,20.0,25.0,389.0,,2.0,13.0,10.0,9.0,2.0,1.0,,1.0,,,,,,2.0,4.0,1.0,,,,,1.0,11.0,4.0,,,77.0,56.0,2.0,1.0,2.0,2.0,,4.0,,,1.0,4.0,1.0,1.0,13.0,3.0,48.0,51.0,2.0,12.0,5.0,,1.0,42.0,11.0,16.0,,,3.0,1.0,,126.0,1.0,,1.0,1.0,,1.0,11.0,1.0,4.0,,17.0,,25.0,20.0,3.0,7.0,121.0,78.0,47.0,7.0,1.0,1.0,3.0,4.0,,1.0,2.0,40.0,36.0,10.0,,,,,1.0,131.0,114.0,2.0,29.0,12.0,48.0,,,,,0.0,132.0,1.0,3.0,,,1.0,1.0,2.0,,,2.0,44.0,,4.0,263.0,21.0,29.0,19.0,1.0,7.0,6.0,3.0,72.0,5.0,200.0,4.0,,19.0,21.0,48.0,2.0,456.0,,0.0,6.0,17.0,3.0,18.0,2.0,639.0,,2.0,9.0,1.0,16.0,0.0,,,,,,,,,,,,
2012-13,442002,1,2012-08-19 16:00:00,20,Southampton,Away,142.0,10.0,,2.0,2.0,,,169.0,7.0,,7.0,5.0,15.0,13.0,309.0,,,16.0,8.0,7.0,4.0,1.0,,1.0,,,,,,,8.0,,,,,,1.0,16.0,7.0,,,66.0,49.0,,,,1.0,5.0,4.0,,2.0,3.0,6.0,4.0,,9.0,3.0,38.0,37.0,1.0,13.0,6.0,1.0,2.0,36.0,7.0,3.0,1.0,,2.0,1.0,,123.0,1.0,,1.0,1.0,,1.0,9.0,2.0,1.0,,15.0,,18.0,15.0,,7.0,89.0,47.0,29.0,7.0,1.0,2.0,4.0,2.0,,7.0,,81.0,33.0,10.0,,1.0,1.0,1.0,,129.0,111.0,3.0,21.0,15.0,35.9,,,,1.0,0.0,96.0,3.0,2.0,,,,1.0,3.0,,,3.0,83.0,,6.0,168.0,21.0,31.0,11.0,2.0,13.0,11.0,2.0,108.0,1.0,219.0,1.0,,20.0,20.0,29.0,1.0,374.0,,0.0,10.0,26.0,1.0,17.0,2.0,569.0,,12.0,1.0,3.0,14.0,0.0,,,,,,,,,,,,
2012-13,442002,1,2012-08-19 16:00:00,43,Man City,Home,262.0,20.0,1.0,3.0,2.0,1.0,,371.0,5.0,,2.0,2.0,11.0,36.0,630.0,,5.0,23.0,7.0,8.0,12.0,,,2.0,,,1.0,2.0,,,17.0,,1.0,1.0,,,,5.0,5.0,,,96.0,43.0,6.0,5.0,3.0,1.0,9.0,1.0,,,7.0,12.0,4.0,,16.0,,37.0,38.0,1.0,6.0,6.0,1.0,,79.0,4.0,7.0,2.0,,3.0,,2.0,193.0,2.0,,1.0,1.0,1.0,,7.0,2.0,,1.0,12.0,1.0,17.0,14.0,1.0,2.0,203.0,65.0,53.0,3.0,1.0,6.0,8.0,8.0,,5.0,1.0,86.0,100.0,26.0,,,,,1.0,126.0,116.0,3.0,17.0,20.0,64.1,1.0,,,,0.0,197.0,,,,,,2.0,6.0,,,3.0,178.0,,14.0,274.0,31.0,16.0,14.0,6.0,22.0,16.0,2.0,215.0,3.0,437.0,,,9.0,12.0,45.0,2.0,689.0,,0.0,23.0,19.0,8.0,23.0,1.0,884.0,,7.0,4.0,7.0,10.0,0.0,,,,,,,,,,,,
2012-13,442000,1,2012-08-20 20:00:00,1,Man Utd,Away,231.0,9.0,,6.0,6.0,3.0,,346.0,6.0,,1.0,9.0,32.0,44.0,571.0,,2.0,21.0,28.0,18.0,9.0,,,1.0,,,1.0,1.0,,,11.0,,,,,,,13.0,5.0,,,80.0,51.0,2.0,2.0,,3.0,4.0,7.0,,,8.0,17.0,10.0,,14.0,3.0,65.0,53.0,3.0,20.0,11.0,,,71.0,11.0,13.0,,,1.0,,1.0,164.0,,,,,,,9.0,,,,22.0,,8.0,7.0,2.0,2.0,213.0,71.0,49.0,6.0,,5.0,4.0,4.0,,2.0,1.0,105.0,83.0,17.0,,,,,,149.0,136.0,,26.0,20.0,69.2,,,,2.0,0.0,189.0,4.0,2.0,,,,1.0,6.0,,,3.0,174.0,,9.0,250.0,16.0,33.0,12.0,7.0,34.0,27.0,1.0,210.0,9.0,430.0,,,21.0,33.0,57.0,1.0,646.0,1.0,0.0,14.0,15.0,5.0,23.0,2.0,850.0,,6.0,7.0,8.0,13.0,0.0,,,,,,,,,,,,
2012-13,442000,1,2012-08-20 20:00:00,11,Everton,Home,58.0,11.0,3.0,6.0,3.0,1.0,1.0,144.0,9.0,,1.0,8.0,9.0,16.0,196.0,,,16.0,18.0,28.0,8.0,4.0,,,,1.0,1.0,2.0,,,9.0,,,1.0,1.0,,1.0,8.0,6.0,,,42.0,61.0,1.0,,1.0,4.0,2.0,7.0,1.0,,6.0,6.0,3.0,,12.0,1.0,53.0,65.0,4.0,23.0,15.0,,,67.0,13.0,11.0,,,5.0,3.0,2.0,120.0,1.0,1.0,1.0,,1.0,,13.0,,2.0,,22.0,2.0,14.0,8.0,4.0,1.0,49.0,67.0,34.0,8.0,1.0,7.0,6.0,7.0,,5.0,,44.0,42.0,18.0,,,,,,139.0,120.0,7.0,22.0,24.0,30.8,2.0,,,1.0,0.0,64.0,2.0,2.0,,,1.0,,9.0,1.0,,3.0,72.0,,13.0,74.0,24.0,42.0,10.0,6.0,18.0,12.0,1.0,117.0,14.0,219.0,2.0,,36.0,11.0,47.0,,275.0,,0.0,18.0,19.0,1.0,18.0,1.0,485.0,,8.0,7.0,6.0,16.0,0.0,,,,,,,,,,,,
