season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attIboxOwnGoal,attLgCentre,ownGoals,attOboxOwnGoal,attObxdRight,keeperGoals,winningGoal,attLgRight,attPenMiss,attLgLeft,attPenPost
2012-13,441999,1,2012-08-18 15:00:00,3,Arsenal,Home,255.0,19.0,1.0,6.0,5.0,,,389.0,1.0,,2.0,2.0,23.0,31.0,638.0,1.0,1.0,22.0,14.0,12.0,18.0,,,,,2.0,,2.0,,,21.0,,,,,,,2.0,2.0,11.0,12.0,88.0,65.0,2.0,2.0,,,10.0,4.0,,,7.0,12.0,6.0,,14.0,1.0,58.0,59.0,,6.0,4.0,,,85.0,12.0,8.0,,,3.0,,2.0,190.0,,,,,,,1.0,,1.0,,5.0,,22.0,13.0,,2.0,211.0,79.0,67.0,,,6.0,12.0,3.0,696.0,1.0,2.0,83.0,93.0,35.0,,,,,,127.0,127.0,5.0,24.0,34.0,70.1,,,,,0.0,215.0,1.0,1.0,2.0,,,,10.0,1.0,,3.0,162.0,631.0,18.0,264.0,29.0,7.0,37.0,7.0,25.0,18.0,1.0,202.0,1.0,465.0,1.0,,7.0,25.0,40.0,2.0,704.0,1.0,0.0,23.0,16.0,6.0,22.0,0.0,908.0,38.0,10.0,23.0,7.0,12.0,0.0,,,,,,,,,,,,
2012-13,441999,1,2012-08-18 15:00:00,56,Sunderland,Away,154.0,7.0,,,,,,74.0,6.0,,,11.0,7.0,25.0,228.0,,1.0,10.0,12.0,14.0,3.0,,,,,,,,,1.0,4.0,,,,,,,11.0,12.0,2.0,2.0,46.0,50.0,1.0,1.0,,4.0,1.0,23.0,,,,1.0,1.0,,9.0,2.0,59.0,58.0,4.0,22.0,10.0,,1.0,47.0,9.0,12.0,,,2.0,2.0,,120.0,,,,,,,14.0,,1.0,1.0,19.0,,22.0,16.0,4.0,,78.0,64.0,32.0,7.0,,1.0,2.0,2.0,282.0,9.0,2.0,42.0,34.0,5.0,,,,,,119.0,119.0,,34.0,14.0,29.9,,,,1.0,0.0,64.0,,3.0,3.0,,,,1.0,,,3.0,35.0,216.0,3.0,178.0,14.0,34.0,11.0,,4.0,4.0,,65.0,15.0,134.0,1.0,,34.0,8.0,55.0,1.0,308.0,,0.0,4.0,28.0,1.0,18.0,0.0,485.0,2.0,8.0,4.0,,17.0,0.0,,,,,,,,,,,,
2012-13,442001,1,2012-08-18 15:00:00,45,Norwich,Away,158.0,19.0,1.0,5.0,4.0,4.0,,160.0,1.0,,5.0,1.0,15.0,23.0,313.0,,,17.0,14.0,3.0,7.0,,,,,1.0,,1.0,,,8.0,,,,,,,8.0,7.0,,,72.0,22.0,,,,4.0,3.0,4.0,,,3.0,8.0,11.0,,10.0,2.0,40.0,32.0,4.0,13.0,9.0,,1.0,67.0,11.0,12.0,,,1.0,,1.0,124.0,,,,,,,3.0,,1.0,,13.0,,10.0,8.0,,5.0,92.0,88.0,48.0,6.0,,3.0,4.0,2.0,,4.0,,60.0,41.0,18.0,1.0,1.0,1.0,,,112.0,101.0,,6.0,5.0,40.2,,,,,0.0,88.0,2.0,2.0,,,,,4.0,,,3.0,70.0,,7.0,165.0,47.0,24.0,2.0,3.0,22.0,19.0,,102.0,7.0,233.0,1.0,,8.0,16.0,53.0,1.0,376.0,,0.0,9.0,16.0,1.0,20.0,0.0,527.0,,4.0,1.0,3.0,11.0,0.0,,,,,,,,,,,,
2012-13,442001,1,2012-08-18 15:00:00,54,Fulham,Home,282.0,22.0,3.0,6.0,3.0,,1.0,236.0,4.0,3.0,5.0,3.0,12.0,40.0,512.0,,2.0,14.0,3.0,14.0,7.0,,,,,,1.0,1.0,,2.0,12.0,1.0,,,,,,4.0,5.0,,,101.0,55.0,3.0,2.0,3.0,1.0,4.0,1.0,,,6.0,13.0,1.0,,12.0,1.0,32.0,40.0,1.0,13.0,6.0,,,55.0,12.0,11.0,2.0,,5.0,3.0,1.0,148.0,4.0,1.0,3.0,3.0,1.0,,9.0,3.0,1.0,,14.0,,16.0,15.0,,5.0,162.0,86.0,57.0,3.0,3.0,,11.0,9.0,,3.0,1.0,68.0,29.0,18.0,,,,,1.0,122.0,107.0,3.0,24.0,21.0,59.8,,,,1.0,0.0,157.0,1.0,1.0,,,,,2.0,,,3.0,108.0,,11.0,291.0,35.0,28.0,8.0,5.0,22.0,17.0,,138.0,,299.0,1.0,3.0,17.0,12.0,57.0,2.0,568.0,1.0,0.0,15.0,11.0,3.0,18.0,0.0,734.0,,7.0,4.0,6.0,9.0,0.0,,,,,,,,,,,,
2012-13,442004,1,2012-08-18 15:00:00,52,QPR,Home,134.0,16.0,2.0,2.0,1.0,,,236.0,1.0,,5.0,,8.0,25.0,368.0,,,20.0,4.0,6.0,14.0,1.0,,,,,,,,,19.0,,,,,,,10.0,3.0,,,49.0,48.0,1.0,2.0,,1.0,9.0,3.0,,,5.0,14.0,4.0,,8.0,2.0,38.0,47.0,1.0,10.0,5.0,3.0,1.0,67.0,12.0,15.0,,,3.0,3.0,,148.0,,,,,,,6.0,,2.0,,6.0,,16.0,14.0,2.0,5.0,114.0,58.0,40.0,3.0,,7.0,8.0,4.0,,1.0,2.0,57.0,63.0,25.0,,,,,,125.0,120.0,1.0,17.0,24.0,49.9,,,,1.0,0.0,112.0,1.0,,,,2.0,,8.0,1.0,,3.0,108.0,,15.0,141.0,27.0,15.0,18.0,4.0,24.0,21.0,,147.0,3.0,306.0,2.0,,6.0,8.0,37.0,,423.0,2.0,0.0,21.0,19.0,2.0,22.0,2.0,610.0,,15.0,7.0,5.0,15.0,0.0,,,,,,,,,,,,
2012-13,442004,1,2012-08-18 15:00:00,80,Swansea,Away,240.0,19.0,2.0,3.0,1.0,,,143.0,2.0,,4.0,3.0,8.0,36.0,380.0,,,10.0,6.0,4.0,2.0,1.0,,1.0,,1.0,,1.0,,1.0,9.0,,,2.0,,,,8.0,13.0,,,85.0,62.0,1.0,1.0,1.0,6.0,2.0,7.0,,,3.0,4.0,1.0,,12.0,1.0,47.0,38.0,6.0,17.0,11.0,,2.0,45.0,16.0,12.0,,,3.0,2.0,1.0,138.0,4.0,,3.0,4.0,,1.0,13.0,5.0,3.0,1.0,20.0,2.0,18.0,14.0,2.0,4.0,106.0,80.0,46.0,5.0,5.0,2.0,5.0,6.0,,9.0,1.0,36.0,41.0,12.0,,,,,,136.0,110.0,,35.0,20.0,50.1,2.0,,,,0.0,105.0,1.0,3.0,,,1.0,1.0,5.0,1.0,,3.0,44.0,,7.0,251.0,33.0,43.0,10.0,2.0,9.0,7.0,3.0,70.0,2.0,192.0,3.0,,7.0,8.0,53.0,2.0,434.0,,0.0,13.0,19.0,,11.0,2.0,632.0,,16.0,3.0,3.0,14.0,0.0,,,1.0,,,,,,,,,
2012-13,442005,1,2012-08-18 15:00:00,108,Reading,Home,77.0,12.0,3.0,7.0,4.0,2.0,,133.0,3.0,,1.0,4.0,8.0,30.0,203.0,,,29.0,46.0,22.0,5.0,2.0,,,,1.0,,2.0,,,4.0,1.0,,,,,,7.0,4.0,,,28.0,37.0,,,1.0,4.0,2.0,3.0,,,4.0,7.0,9.0,,9.0,,77.0,55.0,4.0,29.0,20.0,1.0,1.0,74.0,11.0,17.0,1.0,,9.0,5.0,2.0,125.0,,,,,,,9.0,,2.0,,35.0,,6.0,6.0,,1.0,70.0,84.0,29.0,3.0,,5.0,2.0,2.0,,4.0,2.0,60.0,49.0,31.0,,,,,1.0,186.0,158.0,,13.0,14.0,52.6,,,,,0.0,76.0,1.0,1.0,,,,,6.0,,,2.0,66.0,,7.0,88.0,32.0,57.0,11.0,4.0,25.0,21.0,,118.0,10.0,236.0,2.0,,35.0,9.0,61.0,1.0,299.0,,0.0,10.0,13.0,,35.0,2.0,520.0,,12.0,3.0,4.0,10.0,0.0,,,,,,,,,,,,
2012-13,442005,1,2012-08-18 15:00:00,110,Stoke,Away,57.0,11.0,1.0,8.0,7.0,9.0,2.0,119.0,3.0,,,15.0,14.0,24.0,168.0,,,18.0,22.0,46.0,6.0,1.0,,,,,,,,,6.0,,,,,,2.0,8.0,2.0,,,32.0,28.0,,,,1.0,4.0,3.0,,,3.0,14.0,5.0,,10.0,,55.0,77.0,1.0,32.0,16.0,,1.0,82.0,17.0,11.0,,,3.0,2.0,,139.0,,,,,,,13.0,1.0,2.0,,23.0,,7.0,6.0,,,49.0,85.0,39.0,4.0,1.0,3.0,4.0,3.0,,2.0,5.0,22.0,67.0,22.0,1.0,1.0,1.0,,,173.0,162.0,,8.0,10.0,47.4,,,,,0.0,44.0,1.0,,,1.0,,,4.0,2.0,,3.0,63.0,,7.0,79.0,24.0,43.0,6.0,3.0,24.0,21.0,,116.0,21.0,209.0,3.0,,34.0,14.0,51.0,3.0,264.0,1.0,1.0,11.0,17.0,,30.0,4.0,467.0,,7.0,3.0,3.0,14.0,0.0,,,,,,,,,,,,
2012-13,442006,1,2012-08-18 15:00:00,14,Liverpool,Away,227.0,14.0,,3.0,3.0,1.0,,241.0,4.0,1.0,5.0,2.0,27.0,45.0,465.0,,,18.0,14.0,7.0,9.0,,,,,1.0,,2.0,,,11.0,,,,,,1.0,10.0,8.0,,,76.0,51.0,2.0,3.0,,1.0,7.0,4.0,,1.0,3.0,7.0,10.0,,14.0,3.0,48.0,38.0,1.0,12.0,7.0,,2.0,77.0,12.0,10.0,,,3.0,2.0,2.0,169.0,,,,,,,7.0,,,1.0,20.0,,9.0,7.0,,5.0,140.0,72.0,53.0,7.0,,4.0,5.0,2.0,,6.0,,47.0,90.0,17.0,1.0,2.0,2.0,1.0,,134.0,117.0,8.0,20.0,17.0,59.5,,,,,0.0,138.0,3.0,,,,,,7.0,,,3.0,128.0,,9.0,244.0,27.0,29.0,11.0,3.0,22.0,19.0,,155.0,2.0,301.0,,1.0,8.0,27.0,59.0,4.0,523.0,,1.0,16.0,15.0,,19.0,4.0,711.0,,13.0,6.0,3.0,12.0,0.0,,,,,,,,,,,,
2012-13,442006,1,2012-08-18 15:00:00,35,West Brom,Home,125.0,10.0,2.0,5.0,3.0,1.0,,162.0,2.0,,3.0,8.0,16.0,27.0,282.0,,,9.0,7.0,14.0,11.0,,,1.0,,,,2.0,,,10.0,1.0,1.0,,,,1.0,10.0,6.0,,,52.0,31.0,2.0,1.0,1.0,4.0,6.0,6.0,,,7.0,6.0,4.0,,12.0,1.0,38.0,48.0,4.0,3.0,2.0,,3.0,69.0,11.0,11.0,2.0,,5.0,1.0,2.0,126.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,1.0,7.0,,15.0,14.0,1.0,3.0,84.0,80.0,44.0,3.0,1.0,6.0,6.0,6.0,,7.0,,46.0,31.0,16.0,,,,,2.0,127.0,120.0,,14.0,12.0,40.5,,,,,0.0,87.0,1.0,1.0,,,,1.0,6.0,,,3.0,73.0,,12.0,144.0,15.0,10.0,7.0,5.0,16.0,11.0,1.0,106.0,2.0,221.0,2.0,,27.0,16.0,50.0,2.0,349.0,1.0,0.0,18.0,19.0,1.0,15.0,1.0,508.0,,10.0,4.0,7.0,15.0,0.0,,,,,,1.0,,,,,,
