season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attPenPost,attPostHigh,attLgCentre,penaltySave,attOboxOwnGoal,attLgLeft,attLgRight,attPenMiss,expectedGoalsFreekick
2018-19,987686,10,2018-10-27 17:30:00,13,Leicester,Home,170.0,29.0,3.0,9.0,7.0,,1.0,296.0,5.0,,3.0,,4.0,36.0,457.0,,,24.0,9.0,23.0,11.0,3.0,4.0,,,,,,,,,,16.0,,,,,1.0,9.0,8.0,3.0,13.0,8.0,68.0,76.0,3.0,3.0,,1.0,24.0,3.0,10.0,,,8.0,23.0,16.0,,14.0,2.0,56.0,57.0,1.0,6.0,2.0,,,,,,,82.0,17.0,4.0,,,1.0,1.0,,184.0,1.0,,,1.0,,,5.0,1.0,,1.0,2.0,1.0,14.0,14.0,,3.0,164.0,64.0,45.0,,1.0,9.0,6.0,7.0,536.0,2.0,4.0,,98.0,84.0,55.0,,,,,180.0,180.0,7.0,31.0,34.0,64.2,1.0,,1.0,,24.0,0.0,136.0,2.0,,2.0,,,,11.0,,,3.0,165.0,441.0,5.0,15.0,195.0,49.0,6.0,21.0,6.0,45.0,40.0,,215.0,3.0,402.0,,,9.0,5.0,59.0,7.0,552.0,,0.0,21.0,16.0,2.0,28.0,1.0,769.0,31.0,13.0,14.0,8.0,10.0,0.0,,,1.0,,,,,,,
2018-19,987686,10,2018-10-27 17:30:00,21,West Ham,Away,114.0,9.0,,2.0,2.0,,1.0,115.0,2.0,,2.0,5.0,4.0,20.0,227.0,1.0,,12.0,23.0,9.0,4.0,1.0,,,,,,,,,,,8.0,,,1.0,,3.0,4.0,13.0,8.0,8.0,3.0,36.0,67.0,1.0,1.0,1.0,6.0,19.0,2.0,14.0,,,,4.0,1.0,1.0,9.0,5.0,57.0,56.0,6.0,47.0,24.0,,,,,,,31.0,5.0,16.0,,,2.0,1.0,,142.0,,,,,,,13.0,,1.0,1.0,24.0,1.0,15.0,15.0,3.0,2.0,76.0,75.0,24.0,8.0,,4.0,1.0,3.0,275.0,3.0,1.0,,50.0,43.0,13.0,,,,,143.0,143.0,4.0,23.0,21.0,35.8,1.0,2.0,,,19.0,0.0,73.0,6.0,,7.0,,,,6.0,,,3.0,44.0,206.0,13.0,5.0,138.0,29.0,47.0,17.0,,6.0,6.0,,71.0,3.0,195.0,1.0,,28.0,4.0,75.0,1.0,327.0,2.0,1.0,11.0,21.0,,18.0,1.0,555.0,15.0,15.0,10.0,,8.0,0.0,,,,,,,,,,
2018-19,987683,10,2018-10-28 13:30:00,8,Chelsea,Away,423.0,20.0,1.0,3.0,2.0,1.0,,300.0,4.0,,3.0,2.0,14.0,34.0,720.0,,2.0,15.0,11.0,18.0,15.0,,,,,,,,,,,,21.0,,,,1.0,,3.0,4.0,3.0,17.0,7.0,169.0,46.0,4.0,3.0,2.0,5.0,17.0,7.0,4.0,,,4.0,3.0,2.0,,8.0,,35.0,52.0,5.0,23.0,14.0,,1.0,,,,,50.0,10.0,14.0,2.0,,1.0,,,235.0,3.0,,1.0,3.0,,,6.0,3.0,1.0,2.0,14.0,2.0,5.0,5.0,1.0,3.0,199.0,72.0,53.0,4.0,1.0,8.0,10.0,8.0,769.0,2.0,2.0,,78.0,86.0,16.0,,,,,105.0,105.0,2.0,21.0,20.0,69.8,1.0,,,,17.0,0.0,193.0,1.0,,1.0,,,,9.0,,,3.0,103.0,696.0,2.0,18.0,453.0,36.0,23.0,16.0,3.0,8.0,5.0,,127.0,4.0,351.0,1.0,,9.0,15.0,52.0,,796.0,,0.0,24.0,9.0,3.0,17.0,2.0,960.0,26.0,7.0,11.0,4.0,5.0,0.0,,,,,,,,,,
2018-19,987683,10,2018-10-28 13:30:00,90,Burnley,Home,141.0,23.0,1.0,2.0,1.0,,,127.0,4.0,,1.0,6.0,1.0,32.0,266.0,,,20.0,18.0,11.0,2.0,1.0,,,,,,,,,,,6.0,,,,,,7.0,17.0,7.0,4.0,3.0,71.0,43.0,,,,1.0,21.0,2.0,11.0,,,4.0,9.0,8.0,,4.0,4.0,52.0,35.0,1.0,14.0,5.0,,,,,,,39.0,14.0,7.0,,,2.0,2.0,,121.0,,,,,,,8.0,,,,5.0,,12.0,12.0,1.0,1.0,73.0,56.0,37.0,4.0,,1.0,2.0,1.0,304.0,7.0,2.0,,50.0,72.0,22.0,,,,,106.0,106.0,5.0,13.0,23.0,30.2,,,,,21.0,0.0,60.0,4.0,,4.0,,1.0,,4.0,,,3.0,47.0,250.0,14.0,3.0,157.0,33.0,14.0,9.0,4.0,23.0,19.0,,72.0,7.0,191.0,,,18.0,1.0,56.0,5.0,325.0,,0.0,7.0,13.0,,20.0,4.0,490.0,11.0,10.0,4.0,4.0,5.0,0.0,,,,,,,,,,
2018-19,987684,10,2018-10-28 13:30:00,3,Arsenal,Away,256.0,19.0,1.0,1.0,,1.0,,208.0,10.0,1.0,4.0,1.0,9.0,23.0,463.0,,,16.0,13.0,17.0,3.0,,,,1.0,1.0,,2.0,,,1.0,,4.0,,,,,,11.0,9.0,7.0,4.0,3.0,76.0,57.0,,,1.0,3.0,18.0,2.0,10.0,,,4.0,5.0,2.0,1.0,17.0,,60.0,58.0,3.0,33.0,15.0,,,,,,,40.0,16.0,9.0,,,2.0,,2.0,142.0,,,,,,,10.0,,1.0,1.0,15.0,,14.0,14.0,3.0,4.0,165.0,65.0,44.0,6.0,1.0,1.0,2.0,2.0,532.0,2.0,1.0,,63.0,80.0,13.0,2.0,2.0,2.0,,144.0,144.0,5.0,29.0,19.0,57.8,,2.0,1.0,3.0,18.0,0.0,172.0,,1.0,1.0,,,,3.0,,,3.0,69.0,443.0,11.0,3.0,287.0,37.0,33.0,12.0,3.0,10.0,7.0,,102.0,1.0,278.0,1.0,1.0,12.0,10.0,45.0,,555.0,,0.0,7.0,25.0,,19.0,2.0,760.0,12.0,17.0,7.0,4.0,12.0,0.0,,,,,,,,,,
2018-19,987684,10,2018-10-28 13:30:00,31,Crystal Palace,Home,152.0,12.0,,1.0,1.0,2.0,,160.0,1.0,,2.0,6.0,4.0,22.0,311.0,,1.0,22.0,17.0,13.0,11.0,,,,,,,,,,,,10.0,2.0,,2.0,,2.0,7.0,4.0,3.0,9.0,7.0,64.0,66.0,1.0,1.0,2.0,2.0,19.0,2.0,7.0,,1.0,6.0,6.0,2.0,,17.0,,58.0,60.0,2.0,9.0,5.0,,,,,,,55.0,10.0,15.0,,,4.0,1.0,,151.0,,,,,,,5.0,,1.0,1.0,5.0,2.0,14.0,14.0,,2.0,82.0,62.0,36.0,4.0,2.0,9.0,2.0,3.0,379.0,2.0,3.0,,82.0,50.0,30.0,,,,2.0,156.0,156.0,5.0,25.0,32.0,42.2,2.0,2.0,1.0,,19.0,0.0,102.0,,,,,,,11.0,,,3.0,72.0,298.0,5.0,11.0,171.0,25.0,9.0,18.0,6.0,15.0,9.0,,119.0,6.0,243.0,1.0,,23.0,5.0,54.0,2.0,399.0,,0.0,16.0,22.0,3.0,24.0,1.0,613.0,31.0,22.0,10.0,6.0,11.0,0.0,,,,,,,,,,
2018-19,987688,10,2018-10-28 16:00:00,1,Man Utd,Home,171.0,18.0,,2.0,2.0,2.0,,222.0,5.0,,6.0,2.0,8.0,30.0,391.0,,1.0,18.0,8.0,15.0,11.0,,,2.0,,,,,,,,1.0,11.0,,1.0,,,2.0,6.0,9.0,5.0,8.0,6.0,79.0,60.0,2.0,3.0,1.0,3.0,20.0,1.0,11.0,,,8.0,4.0,6.0,,12.0,1.0,50.0,46.0,3.0,10.0,4.0,,,,,,,58.0,15.0,12.0,1.0,,2.0,,,151.0,1.0,,,1.0,,,10.0,1.0,2.0,,4.0,,7.0,7.0,,6.0,119.0,76.0,43.0,4.0,1.0,3.0,9.0,10.0,459.0,1.0,1.0,,95.0,45.0,28.0,1.0,1.0,1.0,1.0,147.0,147.0,1.0,18.0,29.0,53.7,,,,,20.0,0.0,137.0,3.0,2.0,5.0,,1.0,2.0,3.0,,,3.0,92.0,374.0,7.0,12.0,194.0,38.0,10.0,8.0,7.0,17.0,10.0,2.0,130.0,6.0,309.0,2.0,,15.0,8.0,59.0,7.0,486.0,,0.0,14.0,15.0,1.0,22.0,2.0,654.0,29.0,9.0,4.0,8.0,9.0,0.0,,,,,,,,,,
2018-19,987688,10,2018-10-28 16:00:00,11,Everton,Away,181.0,10.0,1.0,4.0,3.0,4.0,,155.0,1.0,,5.0,4.0,7.0,21.0,332.0,,1.0,22.0,15.0,8.0,9.0,1.0,,,,,,,,,,,10.0,1.0,,,,,8.0,8.0,6.0,9.0,5.0,62.0,57.0,1.0,1.0,1.0,2.0,21.0,1.0,4.0,,1.0,4.0,10.0,6.0,,8.0,7.0,46.0,50.0,2.0,24.0,11.0,,,,,,,51.0,12.0,15.0,,,2.0,1.0,,163.0,,,,,,,2.0,,1.0,,11.0,,8.0,8.0,,5.0,96.0,67.0,33.0,8.0,1.0,5.0,5.0,6.0,385.0,1.0,1.0,,54.0,80.0,28.0,,1.0,1.0,1.0,135.0,135.0,6.0,20.0,23.0,46.3,,,,,21.0,0.0,92.0,6.0,2.0,8.0,,,,7.0,,,3.0,70.0,309.0,11.0,10.0,198.0,24.0,24.0,18.0,3.0,20.0,17.0,,101.0,6.0,235.0,1.0,,11.0,7.0,44.0,,413.0,,0.0,14.0,16.0,1.0,26.0,1.0,627.0,20.0,18.0,11.0,4.0,7.0,0.0,,,,,1.0,,,,,
2018-19,987690,10,2018-10-29 20:00:00,43,Man City,Away,195.0,15.0,1.0,1.0,,4.0,,235.0,2.0,2.0,8.0,2.0,6.0,24.0,429.0,2.0,1.0,8.0,12.0,11.0,8.0,,,,,,,1.0,,,,,10.0,,,,,1.0,5.0,3.0,1.0,10.0,3.0,80.0,68.0,2.0,1.0,1.0,1.0,13.0,5.0,7.0,,,6.0,1.0,5.0,,7.0,,48.0,47.0,1.0,22.0,10.0,,2.0,,,,,62.0,13.0,11.0,1.0,,3.0,2.0,1.0,157.0,1.0,,1.0,1.0,,,5.0,1.0,,1.0,10.0,1.0,14.0,14.0,1.0,8.0,144.0,67.0,35.0,3.0,,1.0,8.0,6.0,491.0,,3.0,,66.0,73.0,33.0,,,,,140.0,140.0,4.0,15.0,36.0,52.0,,,,,13.0,0.0,133.0,1.0,,1.0,,1.0,,2.0,,,3.0,115.0,415.0,8.0,9.0,212.0,29.0,22.0,23.0,4.0,12.0,8.0,,155.0,6.0,314.0,,2.0,20.0,6.0,63.0,4.0,514.0,3.0,0.0,13.0,12.0,1.0,9.0,2.0,693.0,37.0,19.0,13.0,6.0,6.0,0.0,,,,,,,,,,
2018-19,987690,10,2018-10-29 20:00:00,6,Spurs,Home,234.0,22.0,1.0,2.0,1.0,3.0,,150.0,8.0,,3.0,7.0,7.0,39.0,382.0,,,20.0,11.0,12.0,3.0,1.0,,1.0,,,,,,,,,3.0,,,,,,6.0,10.0,3.0,3.0,1.0,72.0,55.0,1.0,1.0,,,14.0,,13.0,1.0,,3.0,5.0,4.0,,9.0,3.0,47.0,48.0,,20.0,15.0,1.0,,,,,,50.0,13.0,12.0,,,1.0,1.0,,173.0,,,,,,,12.0,,,1.0,15.0,,7.0,7.0,,3.0,120.0,65.0,38.0,6.0,,3.0,1.0,1.0,441.0,6.0,2.0,,47.0,43.0,29.0,,,,,142.0,142.0,3.0,22.0,22.0,48.0,,,,,14.0,0.0,111.0,4.0,1.0,4.0,,2.0,1.0,3.0,,,3.0,63.0,359.0,5.0,4.0,260.0,49.0,20.0,10.0,3.0,13.0,10.0,1.0,108.0,8.0,229.0,,,18.0,8.0,73.0,4.0,476.0,1.0,0.0,4.0,17.0,1.0,24.0,2.0,651.0,12.0,15.0,7.0,3.0,7.0,0.0,,,,,,,,,,
2018-19,987692,11,2018-11-03 12:30:00,1,Man Utd,Away,171.0,17.0,,,,3.0,,185.0,4.0,,1.0,6.0,5.0,30.0,356.0,,1.0,14.0,15.0,23.0,13.0,,,,,,,1.0,,,,,13.0,,,,,3.0,7.0,12.0,6.0,13.0,5.0,66.0,55.0,3.0,4.0,2.0,3.0,15.0,4.0,4.0,,,5.0,4.0,4.0,,8.0,2.0,49.0,57.0,3.0,29.0,16.0,,1.0,,,,,53.0,12.0,11.0,1.0,,1.0,,1.0,172.0,1.0,,1.0,1.0,,,10.0,2.0,,2.0,16.0,1.0,5.0,5.0,,1.0,111.0,77.0,37.0,9.0,,5.0,9.0,8.0,419.0,8.0,,,74.0,42.0,29.0,,,,,146.0,146.0,6.0,24.0,19.0,51.3,1.0,,3.0,,15.0,0.0,98.0,5.0,1.0,6.0,,1.0,,6.0,,,3.0,90.0,341.0,9.0,14.0,197.0,31.0,29.0,18.0,5.0,13.0,8.0,,123.0,7.0,263.0,,,20.0,5.0,68.0,5.0,447.0,,0.0,18.0,17.0,1.0,19.0,3.0,648.0,31.0,12.0,6.0,5.0,9.0,0.0,1.0,,1.0,,,,,,,
2018-19,987692,11,2018-11-03 12:30:00,91,Bournemouth,Home,157.0,16.0,3.0,5.0,2.0,1.0,,165.0,4.0,,3.0,5.0,3.0,22.0,317.0,1.0,1.0,17.0,23.0,15.0,10.0,1.0,,,,,,1.0,,,,,11.0,,,,,1.0,7.0,13.0,5.0,12.0,6.0,66.0,53.0,2.0,1.0,1.0,1.0,17.0,8.0,6.0,2.0,1.0,9.0,8.0,4.0,,6.0,2.0,57.0,49.0,1.0,34.0,15.0,,1.0,,,,,62.0,12.0,10.0,1.0,,2.0,2.0,1.0,158.0,1.0,,1.0,,1.0,,7.0,,,1.0,15.0,,7.0,7.0,1.0,3.0,99.0,70.0,40.0,5.0,,1.0,11.0,7.0,388.0,5.0,1.0,,56.0,49.0,39.0,,,,,151.0,151.0,2.0,28.0,18.0,48.7,,3.0,,,17.0,0.0,89.0,5.0,1.0,4.0,,1.0,,3.0,,,3.0,87.0,301.0,5.0,12.0,180.0,31.0,34.0,15.0,9.0,23.0,14.0,,135.0,5.0,255.0,,1.0,22.0,4.0,53.0,,412.0,2.0,0.0,18.0,20.0,1.0,22.0,4.0,614.0,33.0,15.0,4.0,9.0,10.0,0.0,,,,,,,,,,
2018-19,987694,11,2018-11-03 15:00:00,13,Leicester,Away,147.0,13.0,4.0,7.0,3.0,1.0,,165.0,6.0,1.0,3.0,10.0,3.0,24.0,305.0,,1.0,16.0,32.0,35.0,4.0,3.0,,1.0,,,,,,,,1.0,8.0,,,,,,6.0,8.0,3.0,10.0,3.0,58.0,42.0,3.0,4.0,1.0,3.0,14.0,4.0,4.0,,1.0,12.0,12.0,4.0,,5.0,,60.0,63.0,3.0,38.0,18.0,,,,,,,49.0,12.0,12.0,,,3.0,1.0,,163.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,1.0,18.0,1.0,10.0,10.0,2.0,3.0,91.0,69.0,33.0,6.0,1.0,4.0,4.0,5.0,373.0,1.0,,,81.0,55.0,33.0,,,,,153.0,153.0,2.0,11.0,23.0,59.9,,,,,14.0,0.0,91.0,1.0,1.0,2.0,,1.0,1.0,4.0,1.0,,3.0,76.0,286.0,6.0,8.0,172.0,26.0,38.0,13.0,10.0,27.0,17.0,1.0,118.0,8.0,258.0,1.0,1.0,27.0,3.0,55.0,3.0,403.0,1.0,0.0,13.0,11.0,1.0,20.0,2.0,616.0,29.0,15.0,5.0,12.0,6.0,0.0,,,,,,,,,,
2018-19,987694,11,2018-11-03 15:00:00,97,Cardiff,Home,57.0,7.0,3.0,6.0,3.0,5.0,1.0,115.0,1.0,,1.0,9.0,2.0,17.0,166.0,,,11.0,35.0,32.0,5.0,3.0,,,,,,1.0,,,,,4.0,,,,,1.0,5.0,10.0,3.0,8.0,3.0,37.0,46.0,,1.0,,4.0,13.0,1.0,5.0,1.0,,6.0,5.0,4.0,,5.0,1.0,63.0,60.0,4.0,27.0,13.0,,1.0,,,,,52.0,13.0,11.0,,,4.0,3.0,1.0,135.0,,,,,,,10.0,,1.0,1.0,13.0,1.0,16.0,16.0,3.0,1.0,54.0,76.0,25.0,12.0,,5.0,3.0,2.0,245.0,5.0,2.0,,39.0,55.0,34.0,,,,,163.0,163.0,3.0,21.0,17.0,40.1,1.0,,,,13.0,0.0,45.0,4.0,,3.0,,,,8.0,,,3.0,55.0,158.0,4.0,8.0,72.0,23.0,27.0,10.0,6.0,18.0,12.0,,107.0,13.0,217.0,1.0,,40.0,2.0,66.0,4.0,271.0,,0.0,11.0,13.0,,25.0,2.0,465.0,29.0,15.0,4.0,6.0,7.0,0.0,1.0,,1.0,,,,,,,
2018-19,987696,11,2018-11-03 15:00:00,11,Everton,Home,189.0,16.0,2.0,5.0,3.0,,1.0,224.0,4.0,,4.0,3.0,7.0,24.0,408.0,1.0,1.0,17.0,17.0,24.0,8.0,2.0,,,,,,,,,,,10.0,,,,1.0,2.0,1.0,3.0,2.0,11.0,3.0,64.0,62.0,4.0,4.0,1.0,1.0,21.0,2.0,6.0,,,6.0,22.0,3.0,1.0,12.0,,48.0,66.0,1.0,15.0,9.0,,,,,,,64.0,9.0,15.0,2.0,,4.0,3.0,,182.0,1.0,,1.0,1.0,,,6.0,3.0,,,9.0,1.0,12.0,12.0,,4.0,120.0,66.0,42.0,4.0,,9.0,2.0,3.0,466.0,1.0,2.0,,77.0,96.0,42.0,,,,,161.0,161.0,11.0,13.0,34.0,61.5,1.0,,,,21.0,0.0,125.0,1.0,1.0,2.0,,,,9.0,,,3.0,103.0,388.0,8.0,12.0,207.0,25.0,15.0,14.0,6.0,34.0,28.0,,152.0,3.0,318.0,,,15.0,8.0,49.0,2.0,491.0,2.0,0.0,14.0,18.0,1.0,24.0,0.0,707.0,37.0,22.0,10.0,6.0,12.0,0.0,,,,,,,,,,
2018-19,987696,11,2018-11-03 15:00:00,36,Brighton,Away,134.0,12.0,1.0,2.0,1.0,7.0,,83.0,5.0,,5.0,11.0,2.0,30.0,215.0,,,16.0,24.0,17.0,4.0,,,,,,,,,,,,3.0,,,,,1.0,4.0,11.0,3.0,3.0,2.0,41.0,66.0,1.0,,1.0,5.0,17.0,2.0,10.0,,,4.0,3.0,5.0,1.0,12.0,,66.0,48.0,5.0,30.0,17.0,1.0,,,,,,40.0,17.0,9.0,,,1.0,,,140.0,1.0,,1.0,,1.0,,12.0,,1.0,2.0,17.0,,10.0,10.0,,5.0,62.0,67.0,33.0,6.0,,,5.0,3.0,286.0,2.0,,,63.0,24.0,18.0,,,,,150.0,150.0,1.0,42.0,15.0,38.5,,,,,17.0,0.0,72.0,,,,,1.0,,,,,3.0,36.0,199.0,8.0,5.0,167.0,23.0,30.0,12.0,3.0,11.0,8.0,,70.0,14.0,159.0,1.0,,33.0,3.0,69.0,2.0,315.0,,0.0,5.0,16.0,,22.0,1.0,503.0,7.0,15.0,6.0,4.0,8.0,0.0,,,,,,,,,,
2018-19,987699,11,2018-11-03 15:00:00,4,Newcastle,Home,110.0,15.0,3.0,5.0,2.0,4.0,,116.0,4.0,,1.0,3.0,2.0,23.0,221.0,,,14.0,34.0,25.0,3.0,,,,,1.0,,2.0,,,,,4.0,,,,,1.0,4.0,14.0,2.0,4.0,6.0,42.0,53.0,1.0,,1.0,2.0,15.0,4.0,3.0,,,8.0,6.0,5.0,,8.0,,56.0,62.0,2.0,29.0,15.0,,,,,,,41.0,12.0,10.0,,,2.0,,2.0,147.0,1.0,,,,1.0,,9.0,,,1.0,15.0,,14.0,14.0,1.0,1.0,71.0,81.0,35.0,9.0,,2.0,2.0,2.0,304.0,5.0,,,47.0,48.0,33.0,,,,,162.0,162.0,3.0,27.0,20.0,41.9,,,,,15.0,0.0,66.0,1.0,,1.0,,,,4.0,,,3.0,36.0,209.0,6.0,4.0,133.0,33.0,29.0,8.0,8.0,19.0,11.0,,69.0,17.0,212.0,,,30.0,3.0,69.0,4.0,326.0,,0.0,10.0,20.0,,22.0,1.0,534.0,20.0,23.0,8.0,8.0,14.0,0.0,,,,,,,,,,
2018-19,987699,11,2018-11-03 15:00:00,57,Watford,Away,184.0,26.0,3.0,4.0,1.0,3.0,1.0,179.0,,2.0,7.0,11.0,5.0,34.0,359.0,2.0,1.0,22.0,25.0,34.0,9.0,3.0,,1.0,,1.0,,1.0,,,,1.0,9.0,,,,,1.0,6.0,4.0,6.0,14.0,2.0,60.0,53.0,5.0,5.0,,,17.0,5.0,8.0,,,9.0,7.0,2.0,,12.0,1.0,62.0,56.0,,35.0,14.0,,1.0,,,,,67.0,11.0,11.0,,,3.0,2.0,1.0,184.0,,,,,,,8.0,,1.0,1.0,14.0,1.0,11.0,11.0,,8.0,102.0,85.0,47.0,8.0,,8.0,4.0,1.0,429.0,3.0,2.0,,80.0,39.0,32.0,,,,,155.0,155.0,6.0,20.0,19.0,58.1,1.0,,,1.0,17.0,0.0,106.0,1.0,,1.0,,,1.0,10.0,1.0,,3.0,88.0,347.0,9.0,12.0,210.0,45.0,35.0,11.0,9.0,20.0,11.0,1.0,129.0,8.0,262.0,1.0,2.0,24.0,6.0,65.0,2.0,452.0,2.0,0.0,16.0,8.0,2.0,26.0,5.0,665.0,35.0,17.0,3.0,9.0,3.0,0.0,,,1.0,,,,,,,
2018-19,987700,11,2018-11-03 15:00:00,21,West Ham,Home,187.0,13.0,2.0,2.0,,4.0,,241.0,1.0,1.0,2.0,4.0,9.0,18.0,426.0,,1.0,32.0,29.0,14.0,13.0,2.0,,,,,,,,,,4.0,18.0,,,,1.0,1.0,4.0,4.0,2.0,13.0,9.0,82.0,70.0,4.0,2.0,3.0,,17.0,6.0,5.0,,,10.0,6.0,1.0,,5.0,1.0,60.0,50.0,,25.0,13.0,,,,,,,69.0,7.0,9.0,1.0,,3.0,,,207.0,2.0,,2.0,2.0,,,2.0,4.0,,,13.0,1.0,7.0,7.0,,2.0,124.0,78.0,42.0,4.0,2.0,4.0,13.0,10.0,506.0,2.0,2.0,,61.0,88.0,39.0,,,,,157.0,157.0,6.0,27.0,32.0,62.8,1.0,,,,17.0,0.0,114.0,1.0,,1.0,,,,6.0,,,3.0,144.0,409.0,4.0,17.0,208.0,33.0,25.0,27.0,8.0,15.0,7.0,,200.0,12.0,334.0,,1.0,20.0,9.0,49.0,2.0,527.0,,0.0,22.0,14.0,1.0,35.0,1.0,732.0,34.0,17.0,13.0,10.0,7.0,0.0,,,,,,,,,,
2018-19,987700,11,2018-11-03 15:00:00,90,Burnley,Away,100.0,19.0,2.0,2.0,,7.0,,99.0,5.0,,1.0,9.0,1.0,34.0,197.0,1.0,1.0,23.0,14.0,29.0,2.0,1.0,,,,,,,,,,1.0,4.0,,,,,,4.0,13.0,9.0,4.0,2.0,55.0,60.0,2.0,1.0,1.0,1.0,16.0,2.0,13.0,1.0,,4.0,3.0,2.0,,11.0,3.0,50.0,60.0,1.0,34.0,16.0,1.0,1.0,,,,,54.0,9.0,7.0,,,,,,152.0,2.0,1.0,2.0,1.0,1.0,,8.0,1.0,1.0,,16.0,1.0,7.0,7.0,2.0,1.0,50.0,86.0,36.0,10.0,1.0,1.0,4.0,3.0,288.0,7.0,1.0,,43.0,45.0,17.0,,,,,152.0,152.0,2.0,32.0,22.0,37.2,1.0,,,,16.0,0.0,55.0,2.0,4.0,5.0,,,,1.0,,,3.0,43.0,186.0,12.0,5.0,128.0,35.0,34.0,8.0,4.0,9.0,5.0,,93.0,11.0,193.0,1.0,,45.0,2.0,85.0,2.0,312.0,1.0,0.0,6.0,19.0,4.0,24.0,4.0,495.0,6.0,12.0,5.0,4.0,14.0,0.0,,,1.0,,,,,,,
2018-19,987693,11,2018-11-03 17:30:00,14,Liverpool,Away,152.0,20.0,3.0,3.0,1.0,,,127.0,7.0,1.0,4.0,3.0,3.0,27.0,276.0,,2.0,20.0,15.0,12.0,7.0,4.0,,,,,,,,,,,9.0,,,1.0,,1.0,4.0,9.0,3.0,10.0,3.0,48.0,53.0,2.0,2.0,,1.0,18.0,4.0,5.0,,1.0,8.0,7.0,2.0,,13.0,2.0,47.0,44.0,1.0,29.0,13.0,,1.0,,,,,36.0,7.0,6.0,,,,,,118.0,,,,,,,8.0,1.0,,,13.0,2.0,8.0,8.0,2.0,4.0,91.0,64.0,36.0,5.0,1.0,5.0,6.0,4.0,329.0,3.0,1.0,,48.0,57.0,33.0,,,,,142.0,142.0,4.0,28.0,15.0,38.2,2.0,2.0,,1.0,18.0,0.0,99.0,2.0,1.0,3.0,,1.0,,5.0,,,2.0,64.0,257.0,11.0,11.0,175.0,42.0,29.0,20.0,8.0,16.0,9.0,,93.0,5.0,197.0,,1.0,19.0,3.0,61.0,1.0,356.0,1.0,0.0,13.0,13.0,3.0,28.0,1.0,562.0,28.0,19.0,13.0,8.0,10.0,0.0,,,1.0,,,,,,,
