playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,setPiecesGoals,totalPasses,goals,offsides,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesConceded,leftFootGoals,secondGoalAssists,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,redCards2ndYellow,headedGoals,penaltiesSaved,savesFromPenalty,crossesNotClaimed,foulWonPenalty,ownGoalScored
74471,Aaron Mooy,Midfielder,Huddersfield,38,Australia,2018-19,139.0,14.0,14.0,3.8903,64.0,2.0,29.0,1.0,1276.0,3.0,1.0,10.0,4.0,3.0,3.0,27.0,5.0,97.0,24.0,6.0,37.0542,42.0,7.0,4.0,12.0,204.0,29.0,3.0,15.0,97.0,8.0,1250.0,15.0,458.0,43.0,8.0,317.0,26.0,42.0,1.0,61.0,188.0,1797.0,8.0,1.0,327.0,4.0,58.0,54.0,8.0,2.6552,0.0,0.5963,29.0,194.0,1.0,16.0,25.0,252.0,34.0,75.0,42.0,3.0,8.0,40.0,2327.0,1.0,112.0,81.0,963.0,32.0,20.0,48.0,112.0,307.0,251.0,36.0,464.0,1.0,8.0,21.0,737.0,43.0,4.0,209.0,15.0,0.0,16.0,22.0,7.0,16.0,1.0,1.0,10.0,28.0,10.0,2.844,4.0,,,,,,,,,,,,,,,,,,,,,,,
440113,Aaron Rowe,Midfielder,Huddersfield,38,England,2018-19,10.0,,,,2.0,,2.0,,20.0,,,,1.0,,,2.0,,3.0,,1.0,0.8705,,,,,3.0,2.0,,3.0,,,20.0,,15.0,1.0,,5.0,2.0,,,,5.0,38.0,,,3.0,,4.0,2.0,,0.0102,0.0,,,3.0,,,1.0,7.0,,,2.0,,,,69.0,,3.0,,13.0,,1.0,1.0,8.0,1.0,13.0,,9.0,,,1.0,10.0,1.0,,11.0,,0.0,,1.0,,1.0,,1.0,,2.0,2.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
246878,Abdelhamid Sabiri,Midfielder,Huddersfield,38,Morocco,2018-19,1.0,,,,2.0,,2.0,,8.0,,,,1.0,,,1.0,1.0,3.0,,,2.3632,,,,1.0,2.0,2.0,,,,,8.0,,2.0,1.0,,1.0,,,,,3.0,14.0,,,3.0,,,,,0.0016,0.0,,,1.0,,,1.0,1.0,,,1.0,,,,48.0,,3.0,1.0,7.0,1.0,,3.0,,2.0,4.0,1.0,2.0,,,1.0,4.0,2.0,,3.0,,0.0,,,,1.0,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
233497,Adama Diakhaby,Forward,Huddersfield,38,France,2018-19,60.0,2.0,3.0,0.5899,6.0,1.0,12.0,,147.0,,2.0,2.0,6.0,2.0,2.0,15.0,3.0,28.0,,1.0,12.5725,5.0,,,9.0,24.0,12.0,,9.0,12.0,,143.0,2.0,102.0,3.0,,55.0,7.0,1.0,,1.0,51.0,273.0,,,41.0,,1.0,4.0,2.0,0.3546,0.0,,5.0,34.0,,5.0,6.0,35.0,11.0,1.0,21.0,,1.0,2.0,553.0,1.0,34.0,14.0,111.0,21.0,1.0,16.0,45.0,13.0,94.0,7.0,28.0,,1.0,3.0,73.0,13.0,,73.0,6.0,0.0,6.0,13.0,,1.0,,5.0,2.0,,6.0,0.6485,1.0,,,,,,,,,,,,,,,,,,,,,,,
106450,Alex Pritchard,Midfielder,Huddersfield,38,England,2018-19,155.0,16.0,13.0,1.9072,36.0,1.0,30.0,,896.0,2.0,7.0,6.0,4.0,5.0,5.0,36.0,5.0,116.0,8.0,5.0,34.1001,32.0,3.0,10.0,51.0,127.0,30.0,,30.0,61.0,1.0,840.0,18.0,440.0,24.0,1.0,172.0,13.0,12.0,,29.0,238.0,1396.0,3.0,,203.0,,35.0,33.0,7.0,1.582,0.0,0.0611,31.0,190.0,,15.0,26.0,225.0,43.0,23.0,50.0,,6.0,17.0,2089.0,1.0,130.0,71.0,642.0,72.0,7.0,40.0,119.0,218.0,285.0,23.0,268.0,,6.0,12.0,485.0,35.0,10.0,235.0,14.0,0.0,21.0,29.0,2.0,17.0,,15.0,6.0,9.0,8.0,2.7376,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
38038,Ben Hamer,Goalkeeper,Huddersfield,38,England,2018-19,3.0,,,,,,7.0,,191.0,,,,,,,,4.0,,,3.0,18.4918,,26.0,,,56.0,7.0,,,,,91.0,,108.0,,,15.0,,,,61.0,,240.0,,,40.0,,106.0,21.0,,0.009,0.0,,,,,,7.0,106.0,,,3.0,,,,553.0,,3.0,,24.0,,4.0,21.0,3.0,9.0,6.0,,167.0,,,,45.0,17.0,,3.0,3.0,0.0,,,,1.0,,1.0,,44.0,,,0.0,,,,3.0,7.0,2.0,3.0,1.0,24.0,1.0,2.0,38.0,26.0,8.0,15.0,,,,,,,,
54284,Chris Löwe,Defender,Huddersfield,38,Germany,2018-19,81.0,6.0,6.0,0.9704,34.0,,29.0,,840.0,,2.0,4.0,6.0,3.0,3.0,33.0,8.0,54.0,8.0,7.0,45.1689,18.0,17.0,2.0,13.0,98.0,29.0,,4.0,109.0,1.0,820.0,6.0,377.0,18.0,1.0,49.0,14.0,26.0,,61.0,196.0,1343.0,104.0,1.0,329.0,2.0,65.0,67.0,22.0,1.5563,0.0,0.0574,12.0,143.0,2.0,5.0,23.0,208.0,68.0,34.0,59.0,1.0,3.0,31.0,2056.0,,80.0,67.0,571.0,19.0,53.0,55.0,48.0,245.0,161.0,18.0,350.0,,3.0,16.0,334.0,47.0,2.0,102.0,26.0,0.0,10.0,9.0,3.0,22.0,,6.0,4.0,41.0,8.0,0.6364,2.0,1.0,,,,,,,,,,,,,,,17.0,,,,,,,
85368,Christopher Schindler,Defender,Huddersfield,38,Germany,2018-19,159.0,1.0,3.0,0.4017,61.0,,37.0,,1551.0,1.0,,,,2.0,2.0,109.0,9.0,79.0,,6.0,58.3717,2.0,33.0,1.0,18.0,122.0,37.0,,1.0,,,1509.0,9.0,277.0,36.0,,389.0,26.0,,,148.0,147.0,1975.0,3.0,,1009.0,,94.0,114.0,,0.4024,1.0,,12.0,172.0,,1.0,37.0,266.0,,,246.0,5.0,,,3262.0,,216.0,42.0,1137.0,36.0,134.0,71.0,50.0,447.0,375.0,35.0,568.0,,,25.0,276.0,62.0,1.0,129.0,137.0,0.0,2.0,1.0,34.0,70.0,,1.0,,63.0,19.0,1.1258,4.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,
84112,Collin Quaner,Midfielder,Huddersfield,38,Germany,2018-19,6.0,,,,,,2.0,,17.0,,1.0,,2.0,,,1.0,1.0,1.0,,,1.2674,1.0,,,,2.0,2.0,,,,,17.0,,8.0,,,3.0,2.0,,,,1.0,22.0,,,1.0,,,,,0.0794,0.0,,,4.0,,1.0,,4.0,,,1.0,,,,37.0,,1.0,,13.0,,,2.0,5.0,9.0,7.0,,4.0,,,,12.0,1.0,,6.0,,0.0,,1.0,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
80755,Danny Williams,Midfielder,Huddersfield,38,United States,2018-19,8.0,,,,,,5.0,,24.0,,,,4.0,,,2.0,,2.0,,,1.0604,1.0,,,1.0,7.0,5.0,,,,,24.0,1.0,10.0,,,9.0,2.0,,,,4.0,39.0,,,6.0,,1.0,1.0,,0.0045,0.0,,1.0,4.0,,,1.0,5.0,,,2.0,,,,95.0,,2.0,3.0,19.0,,2.0,1.0,6.0,4.0,10.0,3.0,7.0,,,,13.0,1.0,,8.0,,0.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,0.0266,1.0,,,,,,,,,,,,,,,,,,,,,,,
