playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,setPiecesGoals,totalPasses,goals,offsides,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesConceded,leftFootGoals,secondGoalAssists,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,redCards2ndYellow,headedGoals,penaltiesSaved,savesFromPenalty,crossesNotClaimed,foulWonPenalty,ownGoalScored
175351,Demeaco Duhaney,Defender,Huddersfield,38,England,2018-19,5.0,,,,1.0,,1.0,,19.0,,,,,,,1.0,,3.0,,,,,,,2.0,2.0,1.0,,2.0,2.0,,18.0,,10.0,,,9.0,,,,1.0,3.0,40.0,6.0,,4.0,,2.0,2.0,,0.0067,0.0,,,2.0,,,1.0,4.0,2.0,,1.0,,,,45.0,,3.0,3.0,14.0,,1.0,,4.0,,8.0,2.0,7.0,,,1.0,11.0,,,7.0,,0.0,,,,1.0,,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
87428,Elias Kachunga,Forward,Huddersfield,38,DR Congo,2018-19,103.0,5.0,3.0,0.6986,22.0,,20.0,,296.0,,9.0,1.0,7.0,3.0,3.0,30.0,2.0,53.0,,1.0,24.1276,5.0,,4.0,21.0,43.0,20.0,,17.0,10.0,,291.0,6.0,158.0,9.0,,51.0,24.0,,,4.0,76.0,500.0,4.0,,67.0,1.0,10.0,19.0,5.0,0.4614,0.0,,9.0,75.0,,12.0,13.0,85.0,10.0,,53.0,1.0,,5.0,1181.0,3.0,76.0,32.0,207.0,25.0,9.0,30.0,73.0,76.0,179.0,15.0,93.0,,,13.0,149.0,28.0,4.0,126.0,23.0,0.0,7.0,10.0,1.0,4.0,,6.0,1.0,6.0,15.0,0.8768,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
118884,Erik Durm,Defender,Huddersfield,38,Germany,2018-19,91.0,4.0,,,35.0,,28.0,,774.0,,1.0,1.0,7.0,,,36.0,4.0,69.0,1.0,4.0,34.5776,10.0,8.0,3.0,22.0,136.0,28.0,,9.0,54.0,,767.0,5.0,406.0,22.0,,105.0,13.0,,,34.0,166.0,1371.0,193.0,1.0,231.0,,81.0,62.0,11.0,0.8107,0.0,,5.0,159.0,1.0,3.0,21.0,240.0,54.0,1.0,58.0,3.0,,12.0,2052.0,,91.0,56.0,500.0,25.0,37.0,45.0,55.0,159.0,182.0,20.0,344.0,,,13.0,315.0,41.0,3.0,124.0,22.0,0.0,16.0,12.0,6.0,40.0,,3.0,1.0,51.0,7.0,0.3672,0.0,,,,,,,,,,,,,,,,46.0,,,,,,,
172246,Florent Hadërgjonaj,Defender,Huddersfield,38,Kosovo,2018-19,72.0,3.0,2.0,0.1048,30.0,2.0,24.0,,726.0,,2.0,2.0,5.0,1.0,1.0,23.0,3.0,58.0,,3.0,30.3126,23.0,10.0,1.0,19.0,106.0,24.0,,12.0,69.0,,715.0,1.0,327.0,17.0,,229.0,11.0,,,33.0,166.0,1190.0,121.0,,211.0,,64.0,44.0,20.0,1.306,0.0,,3.0,116.0,,7.0,19.0,180.0,69.0,,46.0,4.0,1.0,22.0,1840.0,,81.0,47.0,513.0,12.0,27.0,36.0,49.0,39.0,153.0,14.0,292.0,,1.0,13.0,357.0,33.0,1.0,107.0,23.0,0.0,8.0,10.0,7.0,21.0,,3.0,2.0,43.0,5.0,0.2158,1.0,1.0,,,,,,,,,,,,,,,33.0,,,,,,,
204454,Isaac Mbenza,Forward,Huddersfield,38,Belgium,2018-19,40.0,7.0,5.0,1.0497,10.0,1.0,22.0,,232.0,1.0,5.0,4.0,12.0,2.0,2.0,10.0,3.0,20.0,1.0,2.0,22.1537,6.0,2.0,3.0,5.0,52.0,22.0,1.0,10.0,28.0,,231.0,4.0,132.0,9.0,,38.0,8.0,4.0,,9.0,60.0,382.0,2.0,,71.0,,6.0,14.0,5.0,0.6539,0.0,,9.0,51.0,1.0,3.0,10.0,57.0,23.0,5.0,12.0,,2.0,6.0,982.0,,22.0,19.0,166.0,15.0,4.0,25.0,30.0,66.0,62.0,4.0,68.0,,2.0,1.0,110.0,22.0,3.0,50.0,2.0,0.0,8.0,5.0,,5.0,,7.0,4.0,4.0,4.0,1.0247,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,
19197,Jason Puncheon,Midfielder,Huddersfield,38,England,2018-19,38.0,3.0,,,8.0,1.0,11.0,,212.0,,1.0,3.0,6.0,,,6.0,1.0,15.0,2.0,,5.1579,5.0,1.0,,2.0,23.0,11.0,,2.0,7.0,,203.0,3.0,79.0,5.0,,52.0,12.0,2.0,,12.0,35.0,298.0,4.0,,47.0,1.0,5.0,13.0,,0.3266,0.0,,3.0,39.0,,,5.0,44.0,4.0,5.0,12.0,1.0,,2.0,394.0,,21.0,10.0,156.0,5.0,8.0,9.0,32.0,46.0,59.0,2.0,79.0,,,3.0,123.0,8.0,,47.0,6.0,0.0,2.0,5.0,1.0,4.0,,2.0,3.0,4.0,9.0,0.6468,1.0,,,,,,,,,,,,,,,,,,,,,,,
168977,Joel Coleman,Goalkeeper,Huddersfield,38,England,2018-19,,,,,,,1.0,,37.0,,,,,,,,1.0,,,,0.5282,,4.0,,,9.0,1.0,,,,,23.0,,23.0,,,2.0,,,,7.0,,42.0,,,9.0,,23.0,2.0,,0.0013,0.0,,,,,,1.0,23.0,,,,,,,90.0,,,,7.0,,1.0,1.0,,4.0,,,31.0,,,,5.0,,,,,0.0,,,,,,,,15.0,,,0.0,,,,1.0,1.0,1.0,,1.0,2.0,1.0,,2.0,4.0,,1.0,,,,,,,,
192301,Jon Gorenc Stankovic,Midfielder,Huddersfield,38,Slovenia,2018-19,38.0,2.0,2.0,0.5009,26.0,,11.0,,294.0,1.0,,,2.0,1.0,1.0,16.0,4.0,36.0,,1.0,14.9842,2.0,,2.0,12.0,38.0,11.0,,1.0,,,285.0,5.0,82.0,18.0,,67.0,9.0,,,16.0,27.0,415.0,3.0,,138.0,,28.0,25.0,,0.0986,0.0,,7.0,44.0,,1.0,9.0,72.0,,,38.0,,,,719.0,,58.0,18.0,206.0,8.0,19.0,20.0,22.0,73.0,96.0,8.0,127.0,,,8.0,84.0,16.0,2.0,58.0,22.0,0.0,1.0,1.0,9.0,10.0,,5.0,,15.0,7.0,1.0196,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
57513,Jonas Lössl,Goalkeeper,Huddersfield,38,Denmark,2018-19,6.0,,,,,,31.0,,1006.0,,,,1.0,,,4.0,4.0,3.0,,4.0,42.3609,3.0,129.0,,3.0,266.0,31.0,,,,,590.0,,396.0,,,157.0,,,,326.0,,1269.0,,,392.0,,389.0,91.0,,0.0791,0.0,,,1.0,1.0,,30.0,390.0,,,19.0,4.0,,,2777.0,,18.0,1.0,290.0,2.0,31.0,54.0,2.0,84.0,24.0,1.0,765.0,,,,224.0,50.0,,5.0,15.0,0.0,,1.0,,2.0,,,,203.0,,,1.0,,,,23.0,26.0,4.0,5.0,19.0,88.0,5.0,1.0,226.0,94.0,25.0,61.0,,,,1.0,1.0,2.0,,
79619,Jonathan Hogg,Midfielder,Huddersfield,38,England,2018-19,151.0,3.0,1.0,0.2811,77.0,6.0,29.0,,1545.0,,1.0,2.0,,,,34.0,4.0,121.0,,3.0,38.067,15.0,2.0,1.0,35.0,234.0,29.0,,1.0,4.0,,1524.0,4.0,320.0,40.0,,390.0,57.0,,,69.0,198.0,1923.0,,1.0,660.0,1.0,67.0,59.0,2.0,1.1419,1.0,,5.0,192.0,1.0,3.0,29.0,259.0,4.0,,65.0,3.0,1.0,2.0,2375.0,,152.0,60.0,1217.0,12.0,18.0,44.0,117.0,475.0,303.0,39.0,482.0,,1.0,37.0,628.0,40.0,1.0,238.0,31.0,1.0,4.0,9.0,7.0,72.0,,9.0,2.0,27.0,42.0,0.2793,8.0,,,,,,,,,,,,,,,,,,,,,,,
204380,Juninho Bacuna,Midfielder,Huddersfield,38,Curacao,2018-19,127.0,4.0,8.0,1.9174,47.0,6.0,21.0,,714.0,1.0,1.0,3.0,5.0,,,23.0,3.0,96.0,6.0,5.0,27.2459,18.0,4.0,1.0,22.0,121.0,21.0,,24.0,26.0,2.0,682.0,7.0,294.0,29.0,2.0,175.0,34.0,9.0,,58.0,88.0,1061.0,17.0,1.0,218.0,1.0,62.0,37.0,3.0,1.2569,0.0,0.0979,15.0,113.0,,6.0,16.0,175.0,14.0,16.0,40.0,,7.0,9.0,1415.0,,113.0,40.0,481.0,10.0,11.0,37.0,104.0,145.0,240.0,21.0,306.0,,7.0,18.0,330.0,34.0,1.0,200.0,17.0,0.0,6.0,27.0,1.0,22.0,,7.0,3.0,22.0,19.0,0.6297,4.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,
180294,Karlan Grant,Forward,Huddersfield,38,England,2018-19,96.0,2.0,12.0,4.0264,5.0,,13.0,,212.0,4.0,4.0,,4.0,6.0,6.0,49.0,4.0,25.0,,3.0,17.28,8.0,,2.0,8.0,38.0,13.0,1.0,14.0,9.0,,194.0,7.0,142.0,2.0,,43.0,8.0,,,4.0,63.0,364.0,1.0,,43.0,1.0,5.0,15.0,,0.2596,0.0,,19.0,58.0,,10.0,9.0,63.0,9.0,,59.0,1.0,2.0,,874.0,,35.0,19.0,145.0,38.0,1.0,23.0,47.0,52.0,131.0,8.0,54.0,,2.0,3.0,106.0,19.0,2.0,72.0,10.0,0.0,7.0,12.0,,2.0,,1.0,,4.0,2.0,3.5973,0.0,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,
147303,Laurent Depoitre,Forward,Huddersfield,38,Belgium,2018-19,147.0,9.0,6.0,1.2651,6.0,,23.0,,274.0,,7.0,2.0,13.0,6.0,6.0,91.0,2.0,20.0,,1.0,21.6133,8.0,,7.0,9.0,30.0,23.0,,8.0,4.0,,264.0,15.0,195.0,4.0,,58.0,19.0,,,3.0,76.0,467.0,,1.0,44.0,2.0,,13.0,,0.3617,0.0,,21.0,111.0,1.0,12.0,10.0,111.0,4.0,,172.0,,,,1062.0,4.0,101.0,16.0,160.0,66.0,8.0,23.0,56.0,59.0,248.0,9.0,81.0,,,2.0,119.0,21.0,7.0,76.0,81.0,0.0,4.0,6.0,,2.0,,4.0,2.0,,5.0,2.541,1.0,,,,,,,,,,,,,,,,,,,,,,,
450314,Matty Daly,Midfielder,Huddersfield,38,England,2018-19,2.0,,,,,,2.0,,12.0,,,,2.0,,,1.0,,,,,1.2718,,,,,2.0,2.0,,1.0,,,12.0,,8.0,,,2.0,,,,,2.0,15.0,,,1.0,,,2.0,,0.0017,0.0,,,5.0,,,,5.0,,,1.0,,,,73.0,,,1.0,7.0,1.0,,1.0,1.0,1.0,2.0,,7.0,,,,6.0,1.0,,1.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
168991,Philip Billing,Midfielder,Huddersfield,38,Denmark,2018-19,136.0,17.0,9.0,1.3825,74.0,,27.0,,1073.0,2.0,2.0,9.0,2.0,2.0,2.0,30.0,4.0,123.0,,4.0,35.8038,21.0,,8.0,30.0,174.0,27.0,,18.0,47.0,3.0,1056.0,16.0,456.0,44.0,3.0,266.0,37.0,1.0,2.0,77.0,193.0,1725.0,56.0,3.0,399.0,,54.0,57.0,9.0,1.1451,0.0,0.1531,25.0,175.0,,19.0,25.0,229.0,45.0,2.0,118.0,4.0,5.0,9.0,2190.0,,211.0,64.0,767.0,33.0,40.0,43.0,106.0,276.0,347.0,40.0,338.0,,5.0,30.0,454.0,39.0,8.0,229.0,88.0,0.0,17.0,21.0,16.0,53.0,,6.0,9.0,16.0,24.0,1.7878,7.0,,1.0,2.0,,,,,,,,,,,,,73.0,,1.0,,,,,
51344,Rajiv van La Parra,Forward,Huddersfield,38,Netherlands,2018-19,46.0,1.0,,,9.0,1.0,5.0,,105.0,,,,,,,7.0,1.0,30.0,,,3.8809,4.0,,1.0,14.0,33.0,5.0,,10.0,6.0,,103.0,4.0,66.0,6.0,,13.0,4.0,,,6.0,36.0,211.0,4.0,,32.0,1.0,1.0,4.0,,0.2157,0.0,,4.0,14.0,,3.0,5.0,15.0,6.0,,8.0,1.0,,,407.0,,31.0,4.0,84.0,9.0,1.0,6.0,39.0,43.0,77.0,,13.0,,,3.0,58.0,5.0,1.0,69.0,1.0,0.0,3.0,7.0,,4.0,,2.0,,,2.0,0.2066,0.0,,,,,,,,,,,,,,,,,,,,,,,
205102,Ramadan Sobhi,Midfielder,Huddersfield,38,Egypt,2018-19,9.0,,,,1.0,1.0,4.0,,43.0,,,,4.0,,,1.0,,4.0,,,2.3593,3.0,,,1.0,8.0,4.0,,3.0,2.0,,43.0,,23.0,1.0,,10.0,,,,,11.0,69.0,1.0,,7.0,,,3.0,1.0,0.1901,0.0,,,6.0,,4.0,,6.0,2.0,,4.0,,,1.0,75.0,,7.0,3.0,37.0,3.0,,2.0,8.0,11.0,16.0,2.0,11.0,,,,31.0,2.0,,12.0,3.0,0.0,,2.0,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,3.0,,,,,,,
241791,Ryan Schofield,Goalkeeper,Huddersfield,38,England,2018-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
169141,Steve Mounié,Forward,Huddersfield,38,Benin,2018-19,214.0,11.0,23.0,4.2375,9.0,,31.0,,557.0,2.0,15.0,1.0,12.0,17.0,17.0,135.0,5.0,35.0,,4.0,25.4154,15.0,,10.0,15.0,56.0,31.0,,7.0,9.0,,528.0,27.0,315.0,6.0,,115.0,32.0,,,4.0,153.0,855.0,1.0,2.0,129.0,3.0,7.0,33.0,,1.286,1.0,,50.0,190.0,3.0,32.0,19.0,197.0,9.0,,347.0,2.0,4.0,,1776.0,8.0,247.0,25.0,356.0,118.0,15.0,36.0,79.0,141.0,461.0,9.0,148.0,,4.0,3.0,231.0,31.0,10.0,114.0,212.0,1.0,13.0,13.0,1.0,5.0,,10.0,1.0,2.0,7.0,5.8491,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
109434,Terence Kongolo,Defender,Huddersfield,38,Netherlands,2018-19,85.0,1.0,4.0,0.845,74.0,1.0,32.0,,1148.0,1.0,2.0,,,2.0,2.0,36.0,9.0,108.0,,6.0,50.6932,8.0,17.0,1.0,25.0,121.0,32.0,,8.0,24.0,,1116.0,9.0,330.0,46.0,,107.0,20.0,,1.0,70.0,108.0,1692.0,78.0,,562.0,2.0,99.0,85.0,4.0,0.5969,0.0,,13.0,155.0,1.0,,32.0,254.0,24.0,,90.0,3.0,1.0,4.0,2721.0,,162.0,39.0,824.0,30.0,97.0,65.0,49.0,338.0,247.0,26.0,595.0,,1.0,28.0,336.0,56.0,1.0,157.0,54.0,0.0,8.0,10.0,16.0,66.0,,6.0,,55.0,10.0,1.3405,4.0,1.0,,,,,,,,,,,,,,,15.0,,1.0,,,,,1.0
104545,Tommy Smith,Defender,Huddersfield,38,England,2018-19,44.0,2.0,,,26.0,,15.0,,487.0,,,2.0,2.0,,,14.0,7.0,35.0,,4.0,28.565,7.0,4.0,,6.0,65.0,15.0,,2.0,19.0,,481.0,1.0,170.0,13.0,,161.0,10.0,,,32.0,99.0,745.0,98.0,,202.0,,52.0,30.0,5.0,0.3154,1.0,,1.0,69.0,,1.0,13.0,121.0,19.0,,28.0,1.0,,5.0,1142.0,,49.0,23.0,334.0,9.0,26.0,35.0,30.0,19.0,93.0,8.0,208.0,,,13.0,169.0,28.0,,65.0,14.0,1.0,3.0,3.0,4.0,18.0,,1.0,2.0,30.0,5.0,0.0997,2.0,,,,,,,,,,,,,,,,17.0,,,,,,,
