playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalKicks,penaltiesConceded,successfulLaunches,lastPlayerTackle,headedGoals,gkSuccessfulDistribution,clearancesOffTheLine,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,cornersTakenInclShortCorners,penaltiesTaken,penaltyGoals,catches,savesMade,drops,gkUnsuccessfulDistribution,savesMadeFromInsideBox,redCards2ndYellow,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,ownGoalScored,penaltiesSaved,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed,savesMadeParried
481626,Christian Marques,Defender,Wolves,39,Portugal,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94147,Conor Coady,Defender,Wolves,39,England,2020-21,69.0,,0.165,52.0,0.0,,2.0,,1.281,35.0,7.0,,75.0,37.0,,1.0,,25.0,37.0,223.0,,1857.0,1.0,,1.0,,,70.0,10.0,,,1.0,3304.0,1.0,,29.0,91.0,3.0,15.0,50.0,1386.0,12.0,,7.0,45.9846,3.0,130.0,51.0,,40.0,482.0,10.0,0.0,160.0,8.0,0.0,592.0,155.0,37.0,,,12.0,2.0,375.0,48.0,,5.0,,90.0,41.0,0.0,1799.0,5.0,2.0,241.0,23.0,6.0,32.0,733.0,22.0,27.0,248.0,50.0,2170.0,4.0,1.0,1.0,,37.0,1259.0,8.0,2.0,1.0468,5.0,148.0,79.0,2.0,1.0,11.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
490721,Hugo Bueno,Defender,Wolves,39,Spain,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114128,Jonny,Defender,Wolves,39,Spain,2020-21,28.0,,0.0512,18.0,0.0,,,,,11.0,1.0,,35.0,7.0,,,,8.0,7.0,43.0,9.0,182.0,,,0.0,,,7.0,1.0,,,,499.0,,,2.0,30.0,,13.0,25.0,137.0,6.0,6.0,,4.8565,2.0,7.0,4.0,,26.0,60.0,11.0,0.0,58.0,6.0,0.0,66.0,25.0,7.0,,,6.0,5.0,70.0,4.0,9.0,12.0,,51.0,5.0,0.0,178.0,1.0,4.0,79.0,5.0,3.0,3.0,13.0,7.0,9.0,2.0,43.0,324.0,46.0,5.0,,,4.0,69.0,3.0,,0.054,0.0,8.0,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441271,Ki-Jana Hoever,Defender,Wolves,39,Netherlands,2020-21,40.0,2.0,0.1629,13.0,0.0,,,1.0,,14.0,1.0,,53.0,12.0,,,,7.0,5.0,64.0,19.0,291.0,,1.0,0.0,,7.0,15.0,,,2.0,,574.0,,,9.0,37.0,,14.0,31.0,216.0,12.0,10.0,,10.0524,3.0,22.0,11.0,,31.0,18.0,4.0,0.0,77.0,2.0,0.0,109.0,45.0,12.0,,,8.0,9.0,121.0,11.0,19.0,15.0,,62.0,6.0,0.0,290.0,1.0,3.0,122.0,6.0,13.0,,98.0,4.0,9.0,11.0,66.0,467.0,38.0,1.0,,,7.0,108.0,2.0,,0.0444,1.0,11.0,18.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437688,Lewis Richards,Defender,Wolves,39,Ireland,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111291,Marçal,Defender,Wolves,39,Brazil,2020-21,33.0,1.0,0.1239,13.0,0.0,1.0,,1.0,,13.0,1.0,,34.0,13.0,,,,8.0,7.0,52.0,12.0,301.0,,,0.0,1.0,6.0,19.0,1.0,,1.0,,621.0,,,8.0,34.0,3.0,19.0,23.0,230.0,2.0,9.0,1.0,5.7826,4.0,19.0,9.0,,25.0,107.0,3.0,0.0,67.0,9.0,0.0,104.0,30.0,13.0,,,8.0,6.0,128.0,6.0,12.0,8.0,,48.0,11.0,0.0,296.0,1.0,,91.0,5.0,7.0,2.0,14.0,12.0,12.0,19.0,76.0,479.0,54.0,3.0,,1.0,11.0,122.0,4.0,,0.0555,2.0,18.0,24.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214048,Maximilian Kilman,Defender,Wolves,39,England,2020-21,53.0,,0.2564,39.0,0.0,2.0,2.0,,0.2122,21.0,5.0,,45.0,18.0,1.0,,,13.0,14.0,90.0,,745.0,,,0.0,,4.0,46.0,5.0,1.0,,1.0,1307.0,1.0,,26.0,52.0,1.0,12.0,32.0,639.0,9.0,2.0,1.0,10.8581,4.0,40.0,11.0,2.0,27.0,265.0,4.0,0.0,105.0,9.0,0.0,295.0,64.0,18.0,1.0,,7.0,1.0,234.0,10.0,,3.0,2.0,59.0,20.0,0.0,735.0,3.0,,100.0,14.0,7.0,8.0,151.0,20.0,19.0,16.0,34.0,899.0,9.0,,,,18.0,421.0,12.0,1.0,0.7603,4.0,45.0,38.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465551,Nigel Lonwijk,Defender,Wolves,39,Netherlands,2020-21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200402,Nélson Semedo,Defender,Wolves,39,Portugal,2020-21,182.0,12.0,2.842,96.0,0.0,6.0,11.0,7.0,2.1276,85.0,17.0,1.0,204.0,34.0,1.0,6.0,,49.0,34.0,297.0,56.0,1567.0,1.0,2.0,0.0,3.0,,86.0,8.0,5.0,17.0,5.0,2988.0,5.0,,45.0,223.0,3.0,77.0,182.0,1216.0,47.0,32.0,6.0,41.1051,20.0,70.0,45.0,3.0,137.0,143.0,35.0,0.0,405.0,20.0,1.0,545.0,179.0,34.0,5.0,1.0,36.0,41.0,763.0,42.0,58.0,68.0,3.0,319.0,41.0,0.0,1552.0,6.0,21.0,519.0,49.0,62.0,10.0,485.0,41.0,41.0,54.0,394.0,2533.0,299.0,5.0,,3.0,59.0,524.0,20.0,1.0,1.3408,5.0,93.0,121.0,,1.0,8.0,1.0,,,,2.0,,1.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,
