playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,openPlayPasses,substituteOn,totalRedCards,winningGoal,leftsidePasses,appearances,timePlayed,touches,gamesPlayed,successfulPassesOwnHalf,successfulShortPasses,totalPasses,yellowCards,duelsLost,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,unsuccessfulCrossesOpenPlay,successfulCrossesAndCorners,unsuccessfulCrossesAndCorners,cornersWon,secondGoalAssists,offsides,goalKicks,iboxTarget,shotsOnTargetInBox,ownGoalScored,successfulLaunches,lastPlayerTackle,gkSuccessfulDistribution,punches,savesMade,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeFromInsideBox,expectedGoalsFreekick,goals,awayGoals,homeGoals,headedGoals,freekickTotal,attemptsFromSetPieces,goalAssists,cornersTakenInclShortCorners,throwInsToOppositionPlayer,rightFootGoals,unsuccessfulCornersIntoBox,overruns,successfulCornersIntoBox,penaltiesSaved,catches,penaltiesFaced,savesFromPenalty,goalkeeperSmother,drops,crossesNotClaimed,savesMadeParried,leftFootGoals,redCards2ndYellow,hitWoodwork,clearancesOffTheLine,setPiecesGoals,otherGoals,savesMadeCaught
517179,Alfie Pond,Defender,Wolves,39,England,2024-25,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560248,Bastien Meupiyou,Defender,Wolves,39,France,2024-25,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60232,Craig Dawson,Defender,Wolves,39,England,2024-25,0.0,528.0,5.0,0.0,0.0,152.0,15.0,969.0,679.0,15.0,359.0,440.0,558.0,2.0,22.0,0.0929,1.0,1.0,0.0493,15.0,4.0,1.0,33.0,,10.0,74.0,,32.0,1.0,,,11.0,42.0,4.0,,5.0,21.0,14.0,2.0,20.5481,2.0,51.0,25.0,1.0,11.0,206.0,5.0,64.0,5.0,171.0,35.0,,12.0,2.0,125.0,21.0,2.0,1.0,32.0,21.0,3.0,79.0,3.0,1.0,11.0,6.0,9.0,44.0,29.0,,1.0,,14.0,4.0,,0.4923,41.0,24.0,,,,,,,2.0,10.0,1.0,1.0,2.0,8.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516939,Emmanuel Agbadou,Defender,Wolves,39,Cote d’Ivoire,2024-25,0.0,953.0,,0.0,0.0,318.0,16.0,1411.0,1201.0,16.0,635.0,779.0,996.0,3.0,40.0,0.3169,1.0,2.0,1.0398,30.0,6.0,1.0,70.0,1.0,16.0,141.0,,46.0,4.0,1.0,,20.0,70.0,2.0,,11.0,44.0,7.0,2.0,23.3126,4.0,89.0,22.0,1.0,20.0,291.0,4.0,110.0,6.0,345.0,83.0,1.0,11.0,2.0,220.0,20.0,6.0,1.0,64.0,26.0,4.0,158.0,19.0,10.0,13.0,7.0,12.0,76.0,42.0,,1.0,,18.0,4.0,,0.845,71.0,48.0,,2.0,,2.0,1.0,,1.0,15.0,,,,8.0,,9.0,,,,6.0,,0.0255,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
87835,Matt Doherty,Defender,Wolves,39,Ireland,2024-25,0.0,1155.0,5.0,0.0,0.0,514.0,30.0,2113.0,1578.0,30.0,615.0,957.0,1210.0,6.0,58.0,1.2233,4.0,3.0,2.1341,38.0,6.0,2.0,109.0,2.0,25.0,179.0,,78.0,5.0,,,22.0,116.0,5.0,,27.0,60.0,28.0,2.0,32.1991,11.0,95.0,38.0,4.0,36.0,118.0,11.0,174.0,13.0,425.0,106.0,,17.0,7.0,417.0,33.0,12.0,4.0,96.0,56.0,3.0,248.0,21.0,11.0,15.0,18.0,22.0,74.0,153.0,46.0,9.0,,28.0,11.0,1.0,1.0375,70.0,67.0,1.0,21.0,1.0,21.0,6.0,,2.0,,1.0,1.0,1.0,7.0,,,,,,,,,2.0,2.0,0.0,,,,1.0,,20.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,
531170,Nasser Djiga,Defender,Wolves,39,Burkina Faso,2024-25,0.0,45.0,4.0,0.0,0.0,13.0,5.0,65.0,60.0,5.0,25.0,36.0,46.0,0.0,4.0,0.0054,,,,,,,3.0,1.0,1.0,8.0,,2.0,,,,1.0,2.0,,,2.0,1.0,,,1.5911,,4.0,2.0,,3.0,6.0,1.0,6.0,,19.0,2.0,,,,13.0,2.0,2.0,,4.0,1.0,,11.0,,,,,2.0,2.0,8.0,2.0,1.0,,4.0,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200402,Nélson Semedo,Defender,Wolves,39,Portugal,2024-25,0.0,1079.0,2.0,0.0,0.0,333.0,34.0,2891.0,1817.0,34.0,402.0,861.0,1091.0,8.0,165.0,1.7085,6.0,7.0,0.7987,62.0,12.0,1.0,125.0,6.0,32.0,194.0,4.0,70.0,4.0,4.0,,42.0,152.0,5.0,1.0,58.0,124.0,28.0,7.0,47.4279,21.0,84.0,49.0,2.0,123.0,96.0,30.0,317.0,22.0,371.0,139.0,4.0,26.0,31.0,511.0,44.0,52.0,2.0,247.0,28.0,5.0,357.0,36.0,32.0,10.0,48.0,23.0,36.0,291.0,183.0,11.0,4.0,41.0,18.0,,0.8899,69.0,70.0,16.0,47.0,16.0,47.0,14.0,,4.0,,3.0,3.0,,14.0,,,,,,,,,,,,,,,4.0,,15.0,,,2.0,,,,,,,,,,,,1.0,,,,
641221,Pedro Lima,Defender,Wolves,39,Brazil,2024-25,0.0,26.0,2.0,0.0,0.0,13.0,3.0,70.0,52.0,3.0,7.0,20.0,26.0,0.0,8.0,0.0882,,1.0,0.1233,1.0,1.0,,6.0,,1.0,6.0,,3.0,,1.0,,3.0,3.0,,,2.0,3.0,3.0,,1.7167,2.0,4.0,2.0,,5.0,,1.0,11.0,,9.0,3.0,1.0,1.0,2.0,16.0,2.0,2.0,,8.0,,,13.0,,1.0,,1.0,2.0,,4.0,5.0,1.0,,,1.0,,0.0551,,1.0,3.0,2.0,3.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
448514,Rayan Aït-Nouri,Defender,Wolves,39,Algeria,2024-25,0.0,1334.0,,1.0,0.0,142.0,37.0,3127.0,2315.0,37.0,538.0,1173.0,1377.0,5.0,188.0,,15.0,13.0,,89.0,21.0,3.0,139.0,11.0,37.0,183.0,,52.0,,,,30.0,220.0,9.0,,78.0,198.0,104.0,7.0,,39.0,66.0,67.0,,158.0,458.0,46.0,408.0,36.0,388.0,145.0,,32.0,56.0,681.0,58.0,103.0,,356.0,22.0,8.0,428.0,57.0,63.0,6.0,30.0,26.0,21.0,389.0,230.0,18.0,,30.0,14.0,2.0,,44.0,76.0,14.0,49.0,25.0,69.0,22.0,1.0,6.0,,,,,3.0,1.0,,,,,,,,4.0,2.0,2.0,,,,7.0,30.0,16.0,1.0,15.0,1.0,10.0,,,,,,,,,3.0,1.0,1.0,,,,
483081,Rodrigo Gomes,Defender,Wolves,39,Portugal,2024-25,0.0,245.0,18.0,0.0,0.0,44.0,25.0,797.0,440.0,25.0,48.0,168.0,246.0,0.0,46.0,0.738,2.0,3.0,0.668,23.0,5.0,1.0,58.0,5.0,7.0,72.0,1.0,25.0,,,,17.0,42.0,3.0,,17.0,34.0,30.0,2.0,16.624,13.0,16.0,20.0,1.0,29.0,67.0,6.0,88.0,7.0,78.0,28.0,,8.0,7.0,130.0,17.0,16.0,1.0,63.0,8.0,2.0,135.0,15.0,5.0,1.0,4.0,7.0,6.0,57.0,34.0,6.0,1.0,12.0,4.0,,0.6796,14.0,21.0,4.0,18.0,4.0,19.0,4.0,,,,1.0,1.0,,2.0,1.0,,,,,,,,2.0,1.0,1.0,,,,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,
