playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,goalAssists,goals,awayGoals,goalKicks,cleanSheets,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,homeGoals,rightFootGoals,iboxBlocked,gkSuccessfulDistribution,clearancesOffTheLine,savesMadeFromOutsideBox,punches,savesMade,goalkeeperSmother,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,overruns,unsuccessfulLayoffs,penaltiesConceded,ownGoalScored,handballsConceded,leftFootGoals,hitWoodwork,foulWonPenalty,cornersTakenInclShortCorners,penaltiesTaken,headedGoals,penaltyGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,catches,savesMadeCaught,penaltiesFaced,drops,redCards2ndYellow,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,otherGoals
60232,Craig Dawson,Defender,Wolves,39,England,2023-24,66.0,,0.5513,0.0,3.0,5.0,1.0224,30.0,13.0,84.0,25.0,,25.0,169.0,1.0,1272.0,4.0,,,95.0,1.0,,2211.0,32.0,111.0,4.0,21.0,48.0,1003.0,37.0,,3.0,40.1172,8.0,9.0,119.0,38.0,34.0,471.0,15.0,0.0,177.0,12.0,357.0,100.0,25.0,1.0,10.0,,257.0,34.0,1.0,2.0,82.0,63.0,0.0,1235.0,8.0,3.0,180.0,20.0,3.0,39.0,396.0,20.0,16.0,100.0,48.0,1560.0,1.0,2.0,,40.0,846.0,15.0,1.5035,7.0,85.0,66.0,2.0,1.0,1.0,0.0,7.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490721,Hugo Bueno,Defender,Wolves,39,Spain,2023-24,50.0,10.0,0.6953,0.0,4.0,,,21.0,1.0,48.0,22.0,1.0,7.0,64.0,19.0,330.0,1.0,1.0,15.0,21.0,,10.0,729.0,12.0,44.0,,31.0,35.0,262.0,9.0,3.0,2.0,16.9869,6.0,1.0,20.0,16.0,38.0,107.0,6.0,0.0,94.0,13.0,90.0,37.0,22.0,,7.0,11.0,129.0,16.0,19.0,25.0,73.0,9.0,0.0,329.0,1.0,1.0,125.0,14.0,8.0,4.0,21.0,7.0,6.0,4.0,112.0,545.0,42.0,6.0,1.0,14.0,147.0,4.0,0.2802,1.0,16.0,37.0,,,,,,,,,3.0,,,3.0,,,,,,,,,,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
504750,Justin Hubner,Defender,Wolves,39,Indonesia,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87835,Matt Doherty,Defender,Wolves,39,Ireland,2023-24,68.0,1.0,0.8631,0.0,1.0,3.0,0.9039,31.0,8.0,104.0,30.0,7.0,9.0,117.0,12.0,564.0,5.0,1.0,21.0,72.0,,1.0,1143.0,34.0,86.0,3.0,28.0,48.0,418.0,32.0,9.0,4.0,23.7004,12.0,6.0,37.0,21.0,34.0,122.0,11.0,1.0,154.0,10.0,153.0,65.0,30.0,,13.0,7.0,204.0,18.0,12.0,13.0,82.0,38.0,0.0,553.0,5.0,5.0,169.0,18.0,6.0,5.0,149.0,13.0,7.0,29.0,140.0,842.0,67.0,5.0,1.0,5.0,244.0,8.0,0.8442,2.0,13.0,42.0,,,1.0,0.0,,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,
214048,Maximilian Kilman,Defender,Wolves,39,England,2023-24,94.0,1.0,1.1024,0.0,2.0,6.0,2.5088,47.0,12.0,148.0,38.0,3.0,38.0,314.0,5.0,2286.0,2.0,,,125.0,,1.0,3420.0,36.0,161.0,7.0,40.0,72.0,1828.0,33.0,2.0,8.0,70.8543,17.0,21.0,179.0,65.0,58.0,584.0,18.0,1.0,255.0,27.0,826.0,177.0,38.0,,26.0,3.0,578.0,58.0,5.0,13.0,130.0,89.0,0.0,2239.0,6.0,1.0,351.0,21.0,10.0,37.0,755.0,38.0,39.0,144.0,121.0,2757.0,6.0,,,67.0,1395.0,25.0,1.8089,7.0,166.0,122.0,2.0,,2.0,0.0,9.0,5.0,4.0,4.0,2.0,2.0,,2.0,9.0,3.0,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
200402,Nélson Semedo,Defender,Wolves,39,Portugal,2023-24,166.0,13.0,1.7974,1.0,7.0,4.0,0.2512,79.0,10.0,192.0,36.0,3.0,36.0,289.0,67.0,1516.0,1.0,2.0,,50.0,,13.0,3091.0,28.0,182.0,7.0,78.0,160.0,1179.0,40.0,14.0,8.0,62.7679,23.0,15.0,78.0,60.0,138.0,152.0,30.0,0.0,348.0,36.0,553.0,188.0,36.0,,31.0,29.0,633.0,53.0,67.0,65.0,298.0,22.0,1.0,1491.0,6.0,15.0,507.0,48.0,51.0,8.0,486.0,48.0,36.0,48.0,325.0,2382.0,234.0,8.0,2.0,63.0,607.0,33.0,1.2575,11.0,97.0,133.0,2.0,1.0,,,,4.0,4.0,4.0,5.0,,,5.0,,,,,,,,,,9.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
448514,Rayan Aït-Nouri,Defender,Wolves,39,Algeria,2023-24,166.0,4.0,1.7307,0.0,5.0,8.0,2.4093,71.0,19.0,108.0,33.0,8.0,29.0,139.0,28.0,1038.0,8.0,2.0,4.0,46.0,3.0,8.0,2344.0,25.0,207.0,4.0,50.0,186.0,876.0,56.0,8.0,4.0,49.2684,24.0,2.0,31.0,43.0,141.0,361.0,53.0,0.0,373.0,26.0,298.0,136.0,33.0,3.0,27.0,39.0,491.0,39.0,33.0,95.0,327.0,21.0,0.0,1015.0,11.0,11.0,337.0,44.0,62.0,6.0,116.0,25.0,15.0,23.0,263.0,1689.0,98.0,19.0,2.0,15.0,416.0,17.0,3.2873,7.0,31.0,54.0,2.0,1.0,2.0,1.0,,,3.0,3.0,3.0,1.0,1.0,3.0,,1.0,,,,,,,,5.0,,1.0,,,,,1.0,8.0,,1.0,,3.0,4.0,,,,,,,,,,
231480,Santiago Bueno,Defender,Wolves,39,Uruguay,2023-24,44.0,,0.0306,0.0,,,,13.0,,28.0,12.0,,9.0,51.0,2.0,476.0,,,3.0,42.0,,,820.0,26.0,34.0,2.0,15.0,18.0,411.0,1.0,1.0,3.0,21.1703,2.0,5.0,33.0,18.0,18.0,90.0,5.0,0.0,78.0,10.0,156.0,30.0,12.0,,6.0,,92.0,16.0,2.0,2.0,36.0,16.0,0.0,466.0,,,57.0,7.0,1.0,12.0,197.0,10.0,6.0,14.0,33.0,579.0,1.0,2.0,,10.0,333.0,7.0,,1.0,23.0,18.0,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510362,Toti Gomes,Defender,Wolves,39,Portugal,2023-24,91.0,1.0,0.6491,0.0,2.0,5.0,1.2558,44.0,8.0,177.0,35.0,,31.0,295.0,12.0,1713.0,2.0,,4.0,88.0,1.0,1.0,2776.0,32.0,136.0,7.0,43.0,80.0,1372.0,25.0,20.0,7.0,52.8902,3.0,11.0,87.0,49.0,59.0,617.0,13.0,1.0,227.0,21.0,699.0,136.0,35.0,1.0,19.0,5.0,465.0,42.0,12.0,11.0,139.0,56.0,0.0,1672.0,3.0,3.0,360.0,25.0,23.0,19.0,235.0,38.0,26.0,46.0,162.0,2165.0,97.0,8.0,,74.0,954.0,28.0,1.6267,7.0,118.0,147.0,1.0,3.0,1.0,0.0,,4.0,3.0,3.0,2.0,1.0,,2.0,,3.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
613467,Wes Okoduwa,Defender,Wolves,39,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
