playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedGoalsOnTargetConceded,successfulCrossesOpenPlay,expectedAssists,totalClearances,goalsConceded,totalRedCards,groundDuelsLost,duels,forwardPasses,recoveries,appearances,totalTackles,throughBalls,unsuccessfulShortPasses,gamesPlayed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,backwardPasses,successfulCrossesAndCorners,timePlayed,touches,duelsWon,throwInsToOwnPlayer,putthroughBlockedDistribution,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,yellowCards,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,successfulLayoffs,starts,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,rightsidePasses,totalFoulsWon,putthroughBlockedDistributionWon,oboxTarget,rightFootGoals,unsuccessfulDribbles,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,interceptions,successfulLongPasses,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,expectedGoalsFreekick,freekickTotal,unsuccessfulLayoffs,handballsConceded,overruns,totalTouchesInOppositionBox,penaltyGoalsConceded,winningGoal,timesTackled,clearancesOffTheLine,leftFootGoals,foulWonPenalty,cornersTakenInclShortCorners,penaltiesTaken,unsuccessfulCornersIntoBox,penaltyGoals,penaltiesConceded,successfulCornersIntoBox,redCards2ndYellow,attemptsFromSetPieces,punches,catches,savesMade,savesMadeFromOutsideBox,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,headedGoals,goalkeeperSmother,drops,crossesNotClaimed
60794,Adam Matthews,Defender,Sunderland,56,Wales,2015-16,1.0,0.6918,1.0,0.2038,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,13.0,4.0,0.0,13.0,1.0,5.0,1.0,1.0,7.0,2.0,1.0,36.0,25.0,3.0,4.0,1.0,3.0,6.0,11.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11467,Billy Jones,Defender,Sunderland,56,England,2015-16,108.0,47.2946,5.0,0.6704,64.0,45.0,0.0,73.0,268.0,292.0,86.0,24.0,76.0,1.0,117.0,24.0,21.0,210.0,42.0,162.0,36.0,36.0,569.0,172.0,0.0,563.0,1.0,294.0,55.0,11.0,136.0,78.0,5.0,2033.0,1156.0,160.0,178.0,41.0,99.0,202.0,387.0,8.0,32.0,6.0,4.0,1.764,8.0,1.0,5.0,23.0,1.0,3.0,3.0,96.0,2.0,1.0,2.0,2.0,35.0,3.0,47.0,11.0,10.0,3.0,63.0,15.0,24.0,1.0,1.0,5.0,3.0,61.0,4.0,11.0,17.0,32.0,30.0,20.0,2.0,1.0,3.0,29.0,17.0,2.3309,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151119,DeAndre Yedlin,Defender,Sunderland,56,United States,2015-16,84.0,,7.0,,89.0,26.0,0.0,54.0,181.0,252.0,81.0,23.0,39.0,,100.0,23.0,10.0,202.0,26.0,168.0,34.0,34.0,519.0,127.0,0.0,503.0,2.0,335.0,29.0,22.0,166.0,75.0,7.0,1812.0,1113.0,97.0,152.0,42.0,73.0,156.0,330.0,2.0,41.0,,1.0,,4.0,1.0,,21.0,,,,54.0,6.0,,,,30.0,,78.0,11.0,10.0,,26.0,12.0,27.0,,,15.0,,24.0,3.0,5.0,13.0,21.0,25.0,21.0,3.0,,,50.0,11.0,,68.0,,,,,6.0,13.0,2.0,0.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
57736,Jan Kirchhoff,Defender,Sunderland,56,Germany,2015-16,104.0,16.574,1.0,0.4885,49.0,14.0,0.0,62.0,216.0,266.0,107.0,15.0,51.0,,125.0,15.0,11.0,226.0,13.0,169.0,4.0,4.0,553.0,139.0,0.0,550.0,1.0,225.0,40.0,11.0,116.0,48.0,1.0,1083.0,794.0,112.0,3.0,21.0,77.0,159.0,346.0,0.0,32.0,4.0,2.0,0.0256,4.0,,4.0,14.0,,,2.0,77.0,1.0,,2.0,2.0,42.0,1.0,,12.0,,2.0,123.0,17.0,9.0,,,,2.0,35.0,2.0,2.0,3.0,20.0,35.0,38.0,10.0,,2.0,14.0,10.0,0.6604,44.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
3736,John O'Shea,Defender,Sunderland,56,Ireland,2015-16,44.0,44.7536,,0.0886,183.0,37.0,0.0,27.0,136.0,303.0,68.0,28.0,32.0,,67.0,28.0,12.0,124.0,35.0,153.0,,,590.0,68.0,0.0,557.0,5.0,210.0,20.0,,128.0,47.0,,2008.0,909.0,92.0,,9.0,41.0,313.0,391.0,2.0,38.0,2.0,3.0,0.9152,5.0,,,23.0,,,,68.0,1.0,,3.0,3.0,17.0,2.0,,1.0,14.0,2.0,112.0,13.0,6.0,,,1.0,2.0,51.0,2.0,1.0,11.0,19.0,39.0,46.0,3.0,,,56.0,6.0,0.4353,86.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
45076,Lamine Koné,Defender,Sunderland,56,Cote d’Ivoire,2015-16,44.0,19.2365,,0.2836,138.0,16.0,0.0,12.0,129.0,226.0,76.0,15.0,28.0,,65.0,15.0,12.0,72.0,16.0,150.0,2.0,2.0,402.0,48.0,0.0,395.0,,199.0,16.0,4.0,86.0,31.0,,1315.0,659.0,85.0,1.0,13.0,36.0,180.0,223.0,0.0,27.0,,4.0,1.5865,10.0,1.0,1.0,15.0,2.0,1.0,,81.0,4.0,,2.0,2.0,32.0,,,4.0,12.0,,59.0,4.0,8.0,,1.0,,,49.0,6.0,3.0,10.0,5.0,33.0,29.0,1.0,,,57.0,1.0,1.6571,85.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
149016,Lynden Gooch,Defender,Sunderland,56,United States,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,Sunderland,56,Netherlands,2015-16,117.0,59.3446,12.0,3.0068,102.0,56.0,0.0,101.0,274.0,419.0,220.0,33.0,85.0,1.0,158.0,33.0,17.0,420.0,53.0,243.0,44.0,41.0,1067.0,244.0,0.0,1043.0,,469.0,68.0,46.0,43.0,221.0,12.0,2970.0,1907.0,157.0,203.0,56.0,143.0,416.0,778.0,2.0,68.0,7.0,9.0,2.379,39.0,3.0,3.0,33.0,4.0,4.0,5.0,30.0,6.0,3.0,2.0,2.0,16.0,3.0,69.0,27.0,12.0,2.0,384.0,12.0,25.0,3.0,1.0,19.0,2.0,14.0,30.0,19.0,10.0,16.0,63.0,46.0,,2.0,5.0,54.0,15.0,2.6384,85.0,0.5412,8.0,1.0,,,,,,,1.0,4.0,,3.0,,3.0,,,,,8.0,,,,,,,,,,1.0,,,,
154558,Thomas Robson,Defender,Sunderland,56,England,2015-16,4.0,1.3888,,0.0075,3.0,2.0,0.0,3.0,13.0,19.0,5.0,1.0,4.0,,6.0,1.0,2.0,14.0,2.0,11.0,1.0,1.0,36.0,10.0,0.0,34.0,,16.0,2.0,2.0,1.0,7.0,,90.0,70.0,9.0,15.0,1.0,7.0,11.0,22.0,0.0,1.0,,,,,,,1.0,,,,3.0,,,,,1.0,,1.0,,2.0,,9.0,1.0,,,,1.0,,2.0,,,,,1.0,3.0,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Wes Brown,Defender,Sunderland,56,England,2015-16,16.0,12.0137,,0.0259,65.0,15.0,0.0,10.0,44.0,85.0,29.0,6.0,4.0,,21.0,6.0,1.0,48.0,14.0,44.0,,,193.0,24.0,0.0,181.0,,67.0,3.0,3.0,45.0,12.0,,540.0,289.0,28.0,4.0,6.0,14.0,101.0,136.0,1.0,13.0,,,,,,,6.0,,,,20.0,,,,,6.0,1.0,,,1.0,,51.0,7.0,2.0,,,,,14.0,,,2.0,5.0,6.0,13.0,,,,17.0,4.0,,23.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
