playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,setPiecesGoals,goals,awayGoals,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,homeGoals,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,substituteOff,hitWoodwork,handballsConceded,ownGoalScored,lastPlayerTackle,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesTaken,rightFootGoals,headedGoals,penaltyGoals,redCards2ndYellow,forwardPasses,crossesNotClaimed
15405,Alan Hutton,Defender,Sunderland,56,Scotland,2009-10,1.0,19.0,1.0,3.0,59.0,13.0,1.0,2.0,36.0,7.0,99.0,1.0,1.0,12.0,134.0,41.0,461.0,1.0,7.0,26.0,2.0,13.0,1178.0,12.0,82.0,2.0,1.0,68.0,306.0,19.0,39.0,3.0,12.0,13.0,53.0,16.0,47.0,18.0,0.0,141.0,50.0,19.0,9.0,6.0,227.0,14.0,41.0,18.0,115.0,14.0,448.0,5.0,9.0,256.0,27.0,14.0,3.0,16.0,22.0,21.0,870.0,114.0,31.0,113.0,35.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13898,Anton Ferdinand,Defender,Sunderland,56,England,2009-10,0.0,24.0,0.0,2.0,43.0,1.0,,,32.0,,122.0,1.0,1.0,19.0,194.0,9.0,555.0,1.0,5.0,71.0,4.0,1.0,1775.0,24.0,89.0,3.0,1.0,42.0,324.0,5.0,30.0,3.0,5.0,12.0,202.0,25.0,19.0,8.0,0.0,132.0,54.0,24.0,7.0,1.0,156.0,22.0,9.0,4.0,61.0,47.0,539.0,,3.0,327.0,25.0,2.0,18.0,10.0,44.0,37.0,994.0,56.0,60.0,206.0,72.0,44.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
5609,George McCartney,Defender,Sunderland,56,Northern Ireland,2009-10,0.0,25.0,0.0,4.0,79.0,10.0,,1.0,53.0,3.0,131.0,,2.0,20.0,195.0,48.0,604.0,4.0,5.0,41.0,3.0,10.0,1756.0,24.0,102.0,4.0,1.0,85.0,373.0,13.0,100.0,3.0,7.0,18.0,89.0,34.0,55.0,24.0,0.0,181.0,78.0,25.0,11.0,12.0,247.0,30.0,49.0,25.0,140.0,17.0,589.0,2.0,7.0,409.0,42.0,8.0,10.0,19.0,43.0,36.0,1262.0,192.0,57.0,172.0,64.0,37.0,,,,,1.0,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
7195,John Mensah,Defender,Sunderland,56,Ghana,2009-10,0.0,16.0,0.0,4.0,45.0,,,2.0,35.0,7.0,58.0,,1.0,14.0,106.0,4.0,327.0,,2.0,41.0,1.0,,1072.0,19.0,79.0,,,57.0,196.0,8.0,13.0,2.0,,10.0,94.0,13.0,26.0,17.0,0.0,124.0,58.0,16.0,10.0,,80.0,13.0,4.0,3.0,83.0,22.0,317.0,5.0,1.0,166.0,25.0,5.0,9.0,17.0,53.0,25.0,605.0,12.0,43.0,141.0,48.0,18.0,,,1.0,1.0,,,,0.0,,,,9.0,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,
15073,Kieran Richardson,Defender,Sunderland,56,England,2009-10,0.0,29.0,1.0,7.0,159.0,14.0,4.0,8.0,58.0,24.0,176.0,1.0,36.0,28.0,247.0,52.0,949.0,2.0,1.0,51.0,3.0,25.0,2417.0,29.0,122.0,6.0,,100.0,649.0,20.0,49.0,3.0,21.0,8.0,78.0,38.0,130.0,28.0,0.0,281.0,142.0,29.0,17.0,16.0,480.0,32.0,79.0,70.0,230.0,22.0,911.0,16.0,12.0,492.0,41.0,14.0,9.0,50.0,62.0,53.0,1630.0,116.0,50.0,247.0,71.0,66.0,11.0,,1.0,0.0,29.0,4.0,11.0,1.0,1.0,6.0,15.0,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
16106,Lorik Cana,Defender,Sunderland,56,Albania,2009-10,0.0,31.0,1.0,9.0,168.0,3.0,4.0,4.0,112.0,19.0,253.0,1.0,28.0,29.0,292.0,6.0,1020.0,,2.0,162.0,6.0,3.0,2597.0,65.0,258.0,4.0,,161.0,665.0,28.0,2.0,4.0,16.0,7.0,129.0,43.0,103.0,47.0,0.0,426.0,131.0,31.0,31.0,4.0,399.0,39.0,6.0,17.0,264.0,97.0,991.0,15.0,6.0,384.0,81.0,2.0,12.0,58.0,79.0,63.0,1503.0,1.0,23.0,332.0,39.0,75.0,6.0,,,,,3.0,,,,,,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,1.0,,
14919,Matthew Kilgallon,Defender,Sunderland,56,England,2009-10,0.0,7.0,0.0,0.0,22.0,,,,15.0,2.0,50.0,,,6.0,61.0,7.0,180.0,,1.0,20.0,2.0,,612.0,11.0,24.0,1.0,,15.0,108.0,3.0,,1.0,,7.0,72.0,7.0,11.0,,0.0,46.0,16.0,7.0,3.0,,61.0,6.0,7.0,4.0,26.0,9.0,175.0,2.0,2.0,100.0,12.0,,4.0,5.0,16.0,11.0,306.0,1.0,17.0,58.0,11.0,20.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
58614,Michael Liddle,Defender,Sunderland,56,Ireland,2009-10,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15864,Michael Turner,Defender,Sunderland,56,England,2009-10,1.0,33.0,2.0,8.0,87.0,,2.0,6.0,67.0,13.0,182.0,,2.0,33.0,280.0,1.0,856.0,1.0,,100.0,5.0,,2908.0,26.0,177.0,6.0,1.0,103.0,497.0,43.0,,4.0,4.0,32.0,363.0,47.0,61.0,36.0,0.0,264.0,125.0,33.0,22.0,1.0,158.0,41.0,1.0,4.0,164.0,74.0,843.0,7.0,3.0,451.0,45.0,,39.0,43.0,77.0,79.0,1499.0,1.0,80.0,418.0,98.0,69.0,1.0,,2.0,1.0,,,,1.0,,,,2.0,,3.0,,3.0,2.0,,,,,,,,,,,,,,,,2.0,,1.0,,
3353,Nyron Nosworthy,Defender,Sunderland,56,Jamaica,2009-10,0.0,10.0,0.0,3.0,33.0,3.0,,1.0,23.0,1.0,60.0,,1.0,7.0,83.0,1.0,223.0,,3.0,22.0,,3.0,707.0,7.0,55.0,1.0,1.0,40.0,123.0,4.0,17.0,1.0,4.0,8.0,62.0,15.0,26.0,9.0,0.0,88.0,32.0,10.0,7.0,2.0,73.0,14.0,1.0,8.0,66.0,15.0,221.0,,2.0,146.0,16.0,8.0,8.0,14.0,24.0,17.0,432.0,28.0,26.0,70.0,23.0,25.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
