playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,penaltiesConceded,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,expectedGoals,yellowCards,substituteOn,ownGoalScored,lastPlayerTackle,headedGoals,setPiecesGoals,rightFootGoals,hitWoodwork,penaltiesTaken,penaltyGoals,foulWonPenalty,redCards2ndYellow,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
37339,Ahmed El Mohamady,Defender,Sunderland,56,Egypt,2012-13,6.0,,,,1.0,,2.0,10.0,,,,,,,2.0,,1.0,,,0.417,,,,,0.0,2.0,2.0,,2.0,,2.0,,10.0,,6.0,,,3.0,1.0,,,1.0,3.0,17.0,,6.0,,,,,,0.0003,0.0,,1.0,,3.0,,,,3.0,,,4.0,,,,22.0,,3.0,,6.0,,,1.0,,4.0,,9.0,,4.0,,1.0,1.0,,,5.0,2.0,0.0,,,,2.0,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
17468,Carlos Cuellar,Defender,Sunderland,56,Spain,2012-13,72.0,4.0,5.0,1.1724,76.0,1.0,26.0,691.0,1.0,1.0,1.0,,6.0,6.0,42.0,5.0,91.0,,2.0,47.472,1.0,13.0,7.0,10.0,2.0,66.0,26.0,,2.0,3.0,3.0,,673.0,3.0,170.0,48.0,,185.0,13.0,,2.0,49.0,58.0,1169.0,10.0,388.0,,53.0,35.0,,1.0,0.4616,0.0,,,8.0,102.0,2.0,2.0,26.0,155.0,3.0,,118.0,7.0,,1.0,2258.0,1.0,167.0,,487.0,34.0,2.0,239.0,37.0,30.0,181.0,239.0,0.0,267.0,,28.0,149.0,32.0,7.0,121.0,76.0,0.0,2.0,5.0,27.0,48.0,3.0,,48.0,0.837,5.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
38290,Danny Rose,Defender,Sunderland,56,England,2012-13,122.0,5.0,3.0,0.8939,63.0,2.0,27.0,971.0,1.0,,1.0,7.0,,,21.0,5.0,152.0,,2.0,43.1748,10.0,12.0,1.0,61.0,0.0,150.0,27.0,1.0,29.0,48.0,51.0,,941.0,7.0,422.0,55.0,,57.0,30.0,,1.0,51.0,86.0,1714.0,186.0,318.0,2.0,64.0,56.0,,6.0,0.5764,0.0,,14.0,10.0,161.0,1.0,4.0,25.0,225.0,47.0,1.0,49.0,5.0,4.0,6.0,2222.0,1.0,180.0,,695.0,10.0,66.0,64.0,36.0,101.0,309.0,302.0,0.0,519.0,4.0,8.0,434.0,31.0,1.0,253.0,28.0,0.0,14.0,28.0,10.0,73.0,8.0,7.0,35.0,0.7528,6.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
111352,David Ferguson,Defender,Sunderland,56,England,2012-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3736,John O'Shea,Defender,Sunderland,56,Ireland,2012-13,115.0,3.0,3.0,1.2003,50.0,2.0,34.0,965.0,2.0,1.0,0.0,1.0,3.0,3.0,70.0,7.0,69.0,,3.0,54.2264,6.0,13.0,3.0,15.0,0.0,95.0,34.0,1.0,,3.0,2.0,,942.0,7.0,248.0,38.0,,217.0,26.0,,,82.0,53.0,1451.0,2.0,478.0,,70.0,63.0,,,0.7217,0.0,,,10.0,169.0,,1.0,34.0,239.0,3.0,,170.0,9.0,,,2993.0,,169.0,,644.0,33.0,,270.0,47.0,45.0,258.0,284.0,2.0,437.0,,12.0,248.0,40.0,3.0,114.0,100.0,0.0,3.0,4.0,26.0,69.0,2.0,1.0,59.0,1.6144,3.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
43901,Kader Mangane,Defender,Sunderland,56,Senegal,2012-13,1.0,,,,1.0,,2.0,2.0,,,,,,,1.0,,1.0,,,,,1.0,,,0.0,1.0,2.0,,,,,,2.0,,1.0,1.0,,,,,,,,5.0,,,,1.0,,,,0.0003,0.0,,,,,,,,1.0,,,2.0,,,,19.0,,2.0,,1.0,,,2.0,,,,3.0,,2.0,,,1.0,,,1.0,1.0,0.0,,,,,,,1.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
113994,Liam Marrs,Defender,Sunderland,56,England,2012-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
14919,Matthew Kilgallon,Defender,Sunderland,56,England,2012-13,13.0,,2.0,0.0975,6.0,,6.0,177.0,,,,,3.0,3.0,5.0,,7.0,,,11.9845,,2.0,,1.0,0.0,21.0,6.0,,,,1.0,,172.0,2.0,34.0,4.0,,37.0,3.0,,,4.0,14.0,242.0,4.0,92.0,,2.0,11.0,,,0.1265,0.0,,,4.0,30.0,,,6.0,32.0,,,15.0,2.0,,,512.0,,17.0,,141.0,5.0,1.0,25.0,9.0,8.0,36.0,30.0,,90.0,,2.0,53.0,9.0,,15.0,10.0,0.0,1.0,,6.0,11.0,1.0,,4.0,0.4312,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
17997,Phil Bardsley,Defender,Sunderland,56,Scotland,2012-13,39.0,2.0,1.0,0.0279,24.0,,18.0,442.0,1.0,,0.0,5.0,,,17.0,3.0,36.0,,2.0,23.653,5.0,18.0,,7.0,0.0,52.0,18.0,,1.0,25.0,5.0,,426.0,5.0,161.0,20.0,,140.0,14.0,1.0,,28.0,57.0,696.0,67.0,170.0,1.0,28.0,20.0,,6.0,0.506,0.0,,2.0,6.0,71.0,,,11.0,99.0,24.0,1.0,34.0,1.0,,6.0,986.0,,53.0,,315.0,7.0,23.0,44.0,22.0,22.0,39.0,92.0,1.0,206.0,,4.0,179.0,19.0,,58.0,17.0,0.0,4.0,5.0,7.0,9.0,5.0,5.0,27.0,0.236,5.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
107541,Scott Harrison,Defender,Sunderland,56,England,2012-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
