playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,setPiecesGoals,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,throwInsToOppositionPlayer,blocks,ownGoalScored,cleanSheets,headedGoals,penaltiesConceded,clearancesOffTheLine,secondGoalAssists,lastPlayerTackle,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,crossesNotClaimed
11958,Andrea Dossena,Defender,Sunderland,56,Italy,2013-14,18.0,1.0,,,13.0,,7.0,,206.0,,,,1.0,1.0,,,1.0,3.0,15.0,,,6.9045,5.0,2.0,,2.0,0.0,20.0,7.0,,,,19.0,1.0,1.0,201.0,3.0,105.0,9.0,1.0,7.0,6.0,,12.0,24.0,325.0,39.0,,68.0,,14.0,23.0,4.0,0.5299,1.0,0.0816,1.0,3.0,59.0,,3.0,,6.0,73.0,19.0,,6.0,,4.0,490.0,,20.0,12.0,121.0,2.0,7.0,10.0,17.0,64.0,38.0,3.0,,111.0,,,4.0,69.0,7.0,,32.0,5.0,1.0,3.0,,11.0,,2.0,1.0,9.0,1.0,0.1655,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
17468,Carlos Cuellar,Defender,Sunderland,56,Spain,2013-14,7.0,,,,9.0,,4.0,,97.0,,,,,,,,3.0,,13.0,,,8.7811,1.0,5.0,,3.0,0.0,7.0,4.0,,,,1.0,,,92.0,,29.0,8.0,,21.0,2.0,,6.0,16.0,168.0,2.0,,58.0,1.0,12.0,6.0,,0.0217,0.0,,,,14.0,,,,4.0,26.0,1.0,,10.0,,,342.0,,20.0,4.0,65.0,2.0,36.0,7.0,4.0,18.0,27.0,3.0,,42.0,,,1.0,13.0,7.0,,17.0,7.0,0.0,,1.0,3.0,,1.0,,9.0,,,0.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,
3736,John O'Shea,Defender,Sunderland,56,Ireland,2013-14,81.0,1.0,1.0,0.0871,42.0,,33.0,,1268.0,1.0,,0.0,1.0,,,,48.0,5.0,54.0,,1.0,52.2493,5.0,15.0,,12.0,0.0,132.0,33.0,1.0,,,3.0,1.0,,1239.0,5.0,225.0,34.0,,391.0,21.0,,108.0,117.0,1625.0,4.0,,740.0,1.0,62.0,68.0,,0.7857,1.0,,,6.0,142.0,,,,33.0,204.0,3.0,,121.0,,,2922.0,1.0,127.0,13.0,956.0,26.0,170.0,47.0,33.0,232.0,208.0,5.0,1.0,528.0,,,8.0,324.0,42.0,,87.0,73.0,1.0,1.0,2.0,51.0,,2.0,1.0,49.0,5.0,1.2297,2.0,,21.0,1.0,10.0,,1.0,,,1.0,,,,,,,,,,,,,,,
82263,Marcos Alonso,Defender,Sunderland,56,Spain,2013-14,86.0,8.0,7.0,1.0012,53.0,,16.0,,619.0,,1.0,,7.0,,2.0,2.0,19.0,3.0,91.0,,,31.8054,17.0,14.0,1.0,25.0,0.0,109.0,16.0,,,11.0,34.0,25.0,,594.0,10.0,286.0,44.0,,26.0,21.0,,36.0,84.0,1145.0,116.0,,212.0,1.0,50.0,52.0,13.0,1.0602,1.0,,2.0,17.0,124.0,1.0,3.0,,16.0,174.0,34.0,,48.0,5.0,13.0,1439.0,,120.0,49.0,409.0,20.0,67.0,22.0,67.0,210.0,206.0,26.0,,299.0,,5.0,9.0,246.0,19.0,1.0,158.0,29.0,0.0,14.0,16.0,39.0,,,7.0,72.0,9.0,1.0809,4.0,32.0,2.0,,6.0,,,,,,,,,,,,,,,,,,,1.0,
39453,Modibo Diakité,Defender,Sunderland,56,France,2013-14,26.0,1.0,,,13.0,,7.0,,271.0,,1.0,,,,,,14.0,2.0,23.0,,1.0,13.9839,,,1.0,10.0,0.0,25.0,7.0,,,1.0,,1.0,,266.0,2.0,54.0,12.0,,79.0,9.0,,11.0,15.0,364.0,,1.0,181.0,,10.0,19.0,,0.0085,0.0,,,2.0,39.0,,,,7.0,49.0,,,37.0,,,630.0,,46.0,3.0,211.0,3.0,42.0,13.0,12.0,59.0,72.0,1.0,,118.0,,,1.0,41.0,11.0,1.0,35.0,23.0,0.0,3.0,2.0,10.0,,,,11.0,3.0,0.472,0.0,1.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,
51955,Ondrej Celustka,Defender,Sunderland,56,Czech Republic,2013-14,61.0,1.0,3.0,0.5836,33.0,,21.0,,554.0,,,,1.0,7.0,1.0,1.0,19.0,2.0,43.0,,2.0,22.7692,3.0,2.0,,7.0,0.0,36.0,21.0,,,10.0,43.0,22.0,,545.0,3.0,241.0,26.0,,189.0,12.0,,16.0,85.0,916.0,101.0,,193.0,,26.0,34.0,5.0,0.7221,0.0,,1.0,6.0,106.0,,7.0,,14.0,132.0,43.0,,43.0,2.0,5.0,1332.0,,67.0,23.0,406.0,14.0,48.0,22.0,42.0,25.0,128.0,11.0,,255.0,,2.0,7.0,234.0,20.0,,85.0,24.0,0.0,8.0,4.0,12.0,,3.0,1.0,23.0,2.0,0.2333,1.0,27.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,
17997,Phil Bardsley,Defender,Sunderland,56,Scotland,2013-14,105.0,7.0,8.0,1.8514,59.0,3.0,26.0,,874.0,2.0,4.0,0.0,5.0,,1.0,1.0,37.0,7.0,102.0,,1.0,45.4755,19.0,15.0,2.0,20.0,1.0,92.0,26.0,1.0,1.0,9.0,54.0,31.0,,853.0,16.0,359.0,51.0,,192.0,24.0,,50.0,166.0,1526.0,203.0,1.0,283.0,,65.0,40.0,9.0,1.4569,0.0,,5.0,24.0,144.0,,7.0,1.0,26.0,209.0,54.0,2.0,75.0,5.0,9.0,2248.0,,140.0,31.0,615.0,28.0,62.0,41.0,68.0,150.0,245.0,6.0,2.0,366.0,,5.0,8.0,391.0,34.0,2.0,170.0,38.0,0.0,11.0,24.0,23.0,,4.0,5.0,57.0,10.0,1.4658,9.0,39.0,21.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,,,,
88372,Santiago Vergini,Defender,Sunderland,56,Argentina,2013-14,52.0,,,,27.0,,11.0,,443.0,,,,,1.0,,,15.0,2.0,39.0,,,22.6148,2.0,,,3.0,0.0,54.0,11.0,,,5.0,4.0,12.0,,433.0,4.0,127.0,21.0,,155.0,13.0,,14.0,76.0,652.0,53.0,,212.0,1.0,31.0,26.0,,0.2204,0.0,,,4.0,65.0,,2.0,,10.0,96.0,4.0,,27.0,,,978.0,,51.0,18.0,333.0,5.0,40.0,21.0,37.0,35.0,103.0,11.0,,177.0,,,6.0,135.0,19.0,,76.0,12.0,0.0,1.0,9.0,15.0,,,,22.0,5.0,0.3659,2.0,10.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,
52828,Valentin Roberge,Defender,Sunderland,56,France,2013-14,27.0,,1.0,0.1625,22.0,,9.0,,319.0,,1.0,,,2.0,1.0,1.0,13.0,2.0,28.0,,1.0,11.4042,2.0,4.0,,7.0,0.0,37.0,9.0,,,,1.0,1.0,,309.0,1.0,53.0,13.0,,59.0,8.0,,22.0,18.0,419.0,,,161.0,,16.0,15.0,,0.1575,0.0,,,2.0,29.0,1.0,1.0,,7.0,45.0,1.0,,22.0,,,668.0,,37.0,4.0,252.0,3.0,36.0,14.0,14.0,108.0,64.0,2.0,,134.0,,,9.0,113.0,12.0,,42.0,9.0,0.0,1.0,1.0,7.0,,1.0,,17.0,2.0,0.0899,1.0,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,
1841,Wes Brown,Defender,Sunderland,56,England,2013-14,71.0,3.0,1.0,0.1626,26.0,,25.0,,892.0,,,,,1.0,1.0,1.0,30.0,5.0,46.0,,,35.2311,5.0,12.0,3.0,17.0,0.0,96.0,25.0,,,2.0,,8.0,,860.0,12.0,194.0,25.0,,128.0,18.0,,96.0,58.0,1186.0,4.0,1.0,478.0,1.0,47.0,51.0,,0.635,3.0,,,13.0,130.0,1.0,7.0,,24.0,177.0,,,81.0,,,2064.0,1.0,97.0,23.0,619.0,27.0,129.0,28.0,41.0,271.0,168.0,11.0,,435.0,,,1.0,237.0,23.0,3.0,87.0,51.0,3.0,,6.0,29.0,,,,40.0,6.0,2.0444,2.0,,24.0,1.0,9.0,,,,,1.0,,,,,,,,,,,,,,,
