season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576154,6,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,1.0,4.0,5.0,,,1.0,,,,,,,1.0,,26.0,,,,,,,,,12.0,,6.6,,,,,1.0,5.0,1.0,,2.0,,9.0,2.0,10.0,0,,22.0,2.0,2.0,3.0,
2021-22,9576371,7,57,Watford,Away,100621,78007,Joshua King,joshua-king,F,False,,,,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,3.0,3.0,,,1.0,,,,,,,,,45.0,,,,,,,,,9.0,,6.4,,,,,1.0,1.0,,,,,5.0,1.0,6.0,0,,16.0,3.0,1.0,,
2021-22,9576371,7,57,Watford,Away,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,,7.0,3.0,10.0,,3.0,4.0,,,,1.0,,,1.0,6.0,4.0,,,3.0,,,,,,,2.0,,90.0,1.0,,,,,,,,8.0,,6.6,,,,,1.0,1.0,,,,,10.0,5.0,15.0,1,1.0,31.0,1.0,,,1.0
2021-22,9576371,7,57,Watford,Away,845286,232185,Ismaïla Sarr,ismaila-sarr,F,False,,,,6.0,6.0,12.0,1.0,,4.0,,,,1.0,,,2.0,6.0,1.0,,,1.0,,,,,,,,,90.0,,,,,,,,,13.0,,6.2,,,1.0,,2.0,1.0,3.0,,,,10.0,7.0,14.0,1,1.0,32.0,5.0,,,
2021-22,9576371,7,57,Watford,Away,887055,244716,Cucho Hernández,cucho-hernandez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576371,7,57,Watford,Away,975079,475168,João Pedro,joao-pedro,F,True,,,,3.0,2.0,5.0,2.0,,1.0,,,1.0,1.0,,,1.0,5.0,1.0,,,,,,,,,,,,31.0,,,,,,,,,6.0,,6.3,,,,,,1.0,,,,,4.0,3.0,7.0,1,,15.0,2.0,1.0,,
2021-22,9576185,8,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576185,8,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,,3.0,6.0,9.0,4.0,3.0,4.0,,,,1.0,,,2.0,9.0,6.0,,,1.0,,,,,,,,,69.0,,,,,,,,,14.0,,5.9,,,,,,2.0,,,1.0,1.0,6.0,8.0,14.0,0,1.0,29.0,6.0,1.0,1.0,1.0
2021-22,9576185,8,57,Watford,Home,845286,232185,Ismaïla Sarr,ismaila-sarr,F,False,1.0,,1.0,9.0,6.0,14.0,,1.0,3.0,,,,1.0,,,,3.0,5.0,,,,,,,,1.0,,,,90.0,1.0,,,,,,,,7.0,,7.0,,,2.0,,,3.0,2.0,,1.0,2.0,12.0,6.0,16.0,3,,31.0,1.0,3.0,1.0,
2021-22,9576185,8,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,False,,,,5.0,6.0,11.0,1.0,3.0,4.0,,,1.0,2.0,,,2.0,6.0,6.0,,,,,,,,,,1.0,,90.0,,,,,,,,,15.0,,6.1,,,1.0,,,1.0,1.0,,,,11.0,7.0,17.0,2,1.0,41.0,5.0,2.0,,1.0
2021-22,9576185,8,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,True,,,,3.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,4.0,2.0,,,,,,,,,,1.0,,21.0,,,,,,,,,7.0,,6.4,,,,,,4.0,,,,2.0,4.0,1.0,5.0,0,,14.0,1.0,,1.0,
2021-22,9576422,9,57,Watford,Away,100621,78007,Joshua King,joshua-king,F,False,,,,15.0,3.0,18.0,6.0,6.0,3.0,,1.0,2.0,,,,4.0,15.0,9.0,,,2.0,,3.0,,,,,1.0,,90.0,4.0,,,,,,,,19.0,,8.8,,,,,,5.0,1.0,,,,24.0,3.0,26.0,6,1.0,51.0,3.0,,2.0,1.0
2021-22,9576422,9,57,Watford,Away,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576422,9,57,Watford,Away,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,True,,,,3.0,,3.0,3.0,1.0,,2.0,,,,,,,5.0,4.0,,,3.0,2.0,1.0,,,,,4.0,,26.0,2.0,,,,,,,,5.0,,9.1,,,,,,2.0,1.0,,,,6.0,,5.0,2,1.0,19.0,1.0,1.0,1.0,1.0
2021-22,9576422,9,57,Watford,Away,845286,232185,Ismaïla Sarr,ismaila-sarr,F,False,1.0,,,7.0,5.0,11.0,,,3.0,1.0,,,1.0,,,3.0,6.0,4.0,,,,,,,,,,1.0,,64.0,,1.0,,,,,,,18.0,,6.5,,,2.0,,,4.0,2.0,,,,15.0,5.0,18.0,2,,38.0,5.0,2.0,2.0,
2021-22,9576422,9,57,Watford,Away,887055,244716,Cucho Hernández,cucho-hernandez,F,False,2.0,,1.0,20.0,1.0,19.0,1.0,2.0,8.0,1.0,,2.0,,,,,4.0,7.0,,,1.0,1.0,,,,,,5.0,,90.0,,,,,,,,,15.0,,7.7,,,1.0,,,6.0,8.0,,1.0,,31.0,3.0,26.0,3,,45.0,,1.0,4.0,
2021-22,9576422,9,57,Watford,Away,975079,475168,João Pedro,joao-pedro,F,True,,,,9.0,1.0,10.0,3.0,1.0,3.0,1.0,,1.0,,,,3.0,7.0,1.0,,,1.0,1.0,,,,,,2.0,,26.0,,,,,,,,,8.0,,6.9,,,,,1.0,,,,2.0,,12.0,1.0,13.0,1,,21.0,2.0,,,
2021-22,9576183,10,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,,,,8.0,1.0,9.0,10.0,1.0,4.0,1.0,,,,,,4.0,16.0,3.0,,,1.0,,,,,,,4.0,,90.0,,,,,,,,,14.0,,6.9,,,2.0,,1.0,2.0,1.0,,,1.0,11.0,3.0,13.0,2,1.0,30.0,4.0,,1.0,1.0
2021-22,9576183,10,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,2.0,1.0,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,8.0,1.0,,,,,,,,1.0,,6.2,,,,,,,,,,,1.0,,1.0,1,,2.0,,,,
2021-22,9576183,10,57,Watford,Home,845286,232185,Ismaïla Sarr,ismaila-sarr,F,False,1.0,,1.0,6.0,4.0,9.0,2.0,1.0,5.0,,,,,,,1.0,6.0,7.0,,,1.0,,,,,1.0,2.0,,,90.0,1.0,,,,,,,,24.0,,6.8,,,1.0,,,2.0,11.0,,1.0,1.0,18.0,4.0,11.0,2,2.0,46.0,8.0,4.0,,1.0
2021-22,9576183,10,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,False,,,,6.0,1.0,7.0,1.0,1.0,2.0,,,,,,,,4.0,2.0,,,2.0,,,,,,,,,45.0,1.0,,,,,,,,8.0,,6.6,,,,,1.0,1.0,5.0,,,,12.0,2.0,9.0,1,1.0,19.0,,,,
2021-22,9576183,10,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,False,,,2.0,9.0,2.0,11.0,5.0,2.0,3.0,,,,,,,1.0,7.0,2.0,,,1.0,,,,,,1.0,1.0,,45.0,,,,,,,,,7.0,,6.6,,,,,1.0,,1.0,,2.0,,11.0,5.0,15.0,0,,24.0,1.0,,,
2021-22,9576180,11,57,Watford,Away,100621,78007,Joshua King,joshua-king,F,False,,,,7.0,5.0,12.0,7.0,3.0,1.0,,1.0,2.0,2.0,,,,13.0,6.0,,,2.0,,,,,,,1.0,,90.0,,,,,,,,,10.0,,6.0,,,1.0,,,3.0,,,,1.0,10.0,6.0,16.0,3,2.0,30.0,3.0,,1.0,2.0
2021-22,9576180,11,57,Watford,Away,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,,,,
2021-22,9576180,11,57,Watford,Away,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,,8.0,1.0,9.0,3.0,1.0,8.0,,,,,,,3.0,10.0,7.0,,,2.0,,,,,,1.0,,,74.0,,1.0,,,,,,,23.0,,6.5,,,1.0,,,5.0,1.0,,2.0,,16.0,3.0,18.0,1,3.0,48.0,7.0,,3.0,2.0
2021-22,9576180,11,57,Watford,Away,845286,232185,Ismaïla Sarr,ismaila-sarr,F,False,1.0,,,5.0,5.0,9.0,,1.0,1.0,,,,1.0,,,3.0,7.0,4.0,,,1.0,,,,,,,,,90.0,,,,,,,,,14.0,,5.8,,,,,,3.0,1.0,,2.0,1.0,8.0,8.0,15.0,0,,27.0,3.0,2.0,1.0,
2021-22,9576180,11,57,Watford,Away,887055,244716,Cucho Hernández,cucho-hernandez,F,True,2.0,,,5.0,1.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,16.0,,,,,,,,,8.0,,6.8,,,,,,,5.0,,,,13.0,1.0,9.0,0,,15.0,,,,
2021-22,9576180,11,57,Watford,Away,975079,475168,João Pedro,joao-pedro,F,True,1.0,,1.0,6.0,2.0,7.0,2.0,,1.0,,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,,1.0,,28.0,,,,,,,,,3.0,,6.6,,,,,,,1.0,,1.0,,7.0,3.0,9.0,0,,12.0,,1.0,,
2021-22,9576214,12,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,,,1.0,11.0,3.0,14.0,6.0,6.0,4.0,,1.0,3.0,1.0,,,4.0,14.0,11.0,,,,,1.0,,,,1.0,1.0,,90.0,2.0,,,,,,,1.0,22.0,,7.4,,,1.0,,1.0,4.0,,,2.0,,24.0,3.0,27.0,6,2.0,53.0,1.0,2.0,1.0,
2021-22,9576214,12,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576214,12,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,1.0,11.0,1.0,12.0,7.0,1.0,3.0,1.0,,1.0,1.0,,,1.0,15.0,6.0,,,2.0,2.0,1.0,,,,,2.0,,90.0,1.0,,,,,,,,19.0,,8.1,,,2.0,,,6.0,3.0,,1.0,,20.0,4.0,21.0,4,2.0,44.0,1.0,1.0,2.0,2.0
2021-22,9576214,12,57,Watford,Home,845286,232185,Ismaïla Sarr,ismaila-sarr,F,False,,,,8.0,3.0,11.0,,,4.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,,2.0,1.0,,68.0,2.0,,,,,1.0,,,11.0,,6.9,,,,,,,1.0,,1.0,,16.0,3.0,18.0,3,,31.0,3.0,1.0,,
2021-22,9576214,12,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,True,3.0,,,10.0,1.0,8.0,1.0,,2.0,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,22.0,,,,,,,,,4.0,,6.9,,,,,,,4.0,,1.0,,13.0,2.0,11.0,0,,15.0,,,,
2021-22,9576214,12,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,True,,,1.0,7.0,1.0,8.0,1.0,1.0,3.0,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,13.0,2.0,,,,,,,,4.0,,7.9,,,2.0,,,1.0,,,1.0,,10.0,1.0,11.0,4,,17.0,1.0,,1.0,
2021-22,9576167,13,57,Watford,Away,100621,78007,Joshua King,joshua-king,F,False,,,,10.0,5.0,15.0,4.0,4.0,5.0,,1.0,,,,,4.0,12.0,6.0,,,3.0,,1.0,,,,1.0,,,90.0,2.0,,,,,,,,16.0,,6.2,,,1.0,,,2.0,,,,1.0,17.0,5.0,22.0,3,,40.0,4.0,1.0,1.0,
2021-22,9576167,13,57,Watford,Away,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,3.0,,3.0,3.0,,2.0,,,,,,,1.0,4.0,1.0,,,1.0,,,,,,,,,19.0,,1.0,,,,,,,5.0,,6.7,,,1.0,,,,1.0,,,,6.0,,5.0,1,1.0,11.0,1.0,,,1.0
2021-22,9576167,13,57,Watford,Away,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,,8.0,3.0,11.0,4.0,1.0,5.0,,,1.0,1.0,,,5.0,13.0,4.0,,,1.0,,1.0,,,,1.0,2.0,,71.0,2.0,,,,,,,1.0,13.0,,7.4,,,,,,3.0,,,,,9.0,5.0,14.0,3,1.0,32.0,2.0,1.0,1.0,1.0
2021-22,9576167,13,57,Watford,Away,887055,244716,Cucho Hernández,cucho-hernandez,F,False,1.0,,1.0,8.0,4.0,11.0,5.0,4.0,4.0,1.0,,3.0,4.0,,,,12.0,7.0,,,2.0,,,,,1.0,1.0,1.0,,90.0,,,,,,,,,14.0,,6.2,,,1.0,,,3.0,5.0,,2.0,,17.0,6.0,18.0,4,,35.0,2.0,1.0,2.0,
2021-22,9576167,13,57,Watford,Away,975079,475168,João Pedro,joao-pedro,F,True,1.0,,,7.0,2.0,8.0,3.0,,4.0,,,,1.0,,,4.0,9.0,2.0,,,,,,,,,1.0,,,45.0,1.0,,,,,,,,11.0,,6.7,,,1.0,,,2.0,5.0,,,,13.0,2.0,10.0,2,1.0,31.0,,,1.0,
2021-22,9576088,14,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,,,,13.0,1.0,14.0,10.0,4.0,3.0,,,,,,,,13.0,5.0,,,3.0,,,,,,,1.0,,90.0,,,,,,,,,7.0,,6.6,,,1.0,,1.0,1.0,,,,2.0,19.0,1.0,20.0,1,,30.0,1.0,,1.0,
2021-22,9576088,14,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,1.0,,,19.0,5.0,23.0,3.0,1.0,8.0,1.0,,,1.0,,,2.0,12.0,11.0,,,2.0,,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,,24.0,,7.8,,,,,,7.0,3.0,,1.0,,29.0,6.0,32.0,1,2.0,68.0,4.0,5.0,3.0,1.0
2021-22,9576088,14,57,Watford,Home,887055,244716,Cucho Hernández,cucho-hernandez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,57,Watford,Home,975079,475168,João Pedro,joao-pedro,F,False,,,,15.0,2.0,17.0,4.0,8.0,5.0,,,1.0,1.0,,,1.0,6.0,12.0,,,,,,,,,1.0,3.0,,90.0,,,,,,,,,15.0,,6.8,,,,,,,1.0,,2.0,,27.0,2.0,28.0,1,1.0,40.0,2.0,3.0,,1.0
2021-22,9576089,15,57,Watford,Home,100621,78007,Joshua King,joshua-king,F,False,,,,6.0,5.0,11.0,3.0,5.0,2.0,,,,,,,1.0,6.0,6.0,,,1.0,,,,,,,2.0,,90.0,,,,,,,,,11.0,,6.6,,,1.0,,,1.0,,,,,12.0,6.0,18.0,1,,25.0,2.0,1.0,,
2021-22,9576089,15,57,Watford,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576089,15,57,Watford,Home,844424,230251,Emmanuel Dennis,emmanuel-dennis,F,False,,,1.0,10.0,2.0,12.0,1.0,,5.0,,,,1.0,,,2.0,12.0,2.0,,,4.0,,,,,,,1.0,,90.0,2.0,,,,,,,,17.0,,5.9,,,,,,5.0,1.0,,1.0,,14.0,3.0,16.0,2,1.0,38.0,5.0,,1.0,1.0
