season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089879,1,57,Watford,Away,22109,41725,Troy Deeney,troy-deeney,F,False,,,,10.0,7.0,17.0,5.0,6.0,2.0,,,,,,,,5.0,8.0,,,,1.0,,,,,1.0,90.0,,,,,,,,13.0,,7.1,,,,,2.0,,,,1.0,,20.0,8.0,28.0,0,1.0,37.0,2.0,1.0,,
2016-17,7089879,1,57,Watford,Away,29774,58498,Odion Ighalo,odion-ighalo,F,False,,,,6.0,9.0,15.0,1.0,1.0,3.0,,,,,,,2.0,4.0,3.0,,,1.0,,,,,1.0,,81.0,,,,,,,,7.0,,6.6,,,,,,,,,,,9.0,9.0,18.0,0,,25.0,2.0,2.0,,
2016-17,7089879,1,57,Watford,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089879,1,57,Watford,Away,284455,133801,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,False,,,,3.0,4.0,7.0,6.0,2.0,1.0,,,,1.0,,,,11.0,6.0,,,4.0,,,,,,,90.0,,,,,,,,9.0,,6.5,,,,,,,1.0,,,,11.0,4.0,14.0,0,3.0,22.0,1.0,1.0,,1.0
2016-17,7090019,2,57,Watford,Home,29774,58498,Odion Ighalo,odion-ighalo,F,False,,,,8.0,5.0,13.0,4.0,,3.0,,1.0,,2.0,,,,9.0,5.0,,,2.0,,,,,,,90.0,,,,,,,,7.0,,6.1,,,1.0,,,4.0,1.0,,,,10.0,5.0,14.0,1,,27.0,3.0,3.0,2.0,
2016-17,7090019,2,57,Watford,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,1.0,1.0,2.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,1.0,,,
2016-17,7090026,3,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,False,,,,13.0,4.0,17.0,10.0,10.0,,,,,1.0,,,1.0,13.0,10.0,,,1.0,,,,,,,90.0,,,,,,,,16.0,,6.6,,,2.0,,1.0,,1.0,,1.0,,25.0,5.0,29.0,2,,36.0,2.0,,,
2016-17,7090026,3,57,Watford,Home,29774,58498,Odion Ighalo,odion-ighalo,F,False,,,,13.0,5.0,18.0,1.0,,4.0,,,,,,,2.0,5.0,4.0,,,,,,,,1.0,1.0,90.0,2.0,,,,,,,9.0,,6.8,,,1.0,,,4.0,1.0,,2.0,,16.0,6.0,21.0,3,2.0,35.0,,,2.0,1.0
2016-17,7090026,3,57,Watford,Home,284455,133801,Jerome Sinclair,jerome-sinclair,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090026,3,57,Watford,Home,359640,173514,Isaac Success,isaac-success,F,True,1.0,,1.0,6.0,2.0,7.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,13.0,1.0,,,,,,,2.0,,7.1,,,,,,,2.0,,1.0,,8.0,2.0,8.0,1,2.0,15.0,,,,1.0
2016-17,7090032,4,57,Watford,Away,13148,20046,Stefano Okaka,stefano-okaka,F,True,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,3.0,3.0,,,3.0,,,,,,1.0,12.0,1.0,,,,,,,3.0,,7.1,,,,,1.0,2.0,,,,1.0,2.0,1.0,3.0,1,,10.0,1.0,2.0,1.0,
2016-17,7090032,4,57,Watford,Away,22109,41725,Troy Deeney,troy-deeney,F,False,,,,4.0,6.0,10.0,5.0,4.0,2.0,,,,1.0,,,,8.0,5.0,,,2.0,,1.0,,,,,78.0,1.0,,,,,,,9.0,,7.3,,,,,1.0,,,,,,11.0,7.0,18.0,1,1.0,25.0,1.0,,,1.0
2016-17,7090032,4,57,Watford,Away,29774,58498,Odion Ighalo,odion-ighalo,F,False,,,,10.0,3.0,13.0,3.0,,2.0,,1.0,1.0,,,,,4.0,2.0,,,1.0,1.0,1.0,,,1.0,2.0,69.0,2.0,,,,,,,2.0,,7.9,,,2.0,,,1.0,,,,,10.0,3.0,13.0,5,1.0,24.0,2.0,,1.0,1.0
2016-17,7090032,4,57,Watford,Away,359640,173514,Isaac Success,isaac-success,F,True,,,,1.0,2.0,3.0,,,1.0,,1.0,,,,,,,5.0,,,,,,,,,1.0,21.0,1.0,,,,,,,3.0,,7.2,,,,,1.0,2.0,,,,,1.0,3.0,4.0,1,,14.0,1.0,3.0,2.0,
2016-17,7090051,5,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,False,,,2.0,15.0,4.0,19.0,11.0,5.0,2.0,,,,2.0,,,2.0,17.0,6.0,,,2.0,,1.0,,,,,90.0,2.0,,,,,,,10.0,,7.0,,,,,2.0,1.0,,,2.0,,20.0,5.0,25.0,2,,35.0,,1.0,1.0,
2016-17,7090051,5,57,Watford,Home,29774,58498,Odion Ighalo,odion-ighalo,F,False,,,,14.0,6.0,20.0,2.0,1.0,5.0,,1.0,1.0,,,,1.0,7.0,4.0,,,2.0,,,,,,,89.0,,1.0,,,,,,15.0,,6.4,,,2.0,,,2.0,,,1.0,,21.0,8.0,29.0,3,2.0,42.0,3.0,1.0,,2.0
