season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243396,1,57,Watford,Home,22109,41725,Troy Deeney,troy-deeney,F,False,,,,9.0,,9.0,8.0,6.0,2.0,,,,1.0,,2.0,14.0,10.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,,,18.0,,6.8,,,,,,3.0,,,1.0,,21.0,1.0,22.0,1,1.0,39.0,2.0,1.0,2.0,1.0
2019-20,8243396,1,57,Watford,Home,73951,73426,Andre Gray,andre-gray,F,False,,,,7.0,1.0,8.0,2.0,1.0,1.0,,,,,,1.0,5.0,1.0,,,1.0,,,,,,,,75.0,1.0,,,,,,,,4.0,,6.5,,,,,,1.0,,,,,7.0,2.0,9.0,1,,14.0,1.0,,,
2019-20,8243396,1,57,Watford,Home,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,False,1.0,,,9.0,5.0,13.0,,,4.0,,,,1.0,,3.0,4.0,1.0,,,1.0,,,,,,,,45.0,,,,,,,,,9.0,,6.2,,,1.0,,,1.0,1.0,,1.0,,13.0,5.0,17.0,1,,30.0,2.0,,1.0,
2019-20,8243396,1,57,Watford,Home,359640,173514,Isaac Success,isaac-success,F,True,,,,,1.0,1.0,3.0,,,,,,,,1.0,5.0,,,,,,,,,,,,15.0,,,,,,,,,4.0,,6.2,,,,,,1.0,1.0,,,,1.0,1.0,1.0,0,,8.0,1.0,,,
2019-20,8243415,2,57,Watford,Away,22109,41725,Troy Deeney,troy-deeney,F,False,,,,9.0,2.0,11.0,17.0,10.0,3.0,,1.0,1.0,2.0,,,20.0,12.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,18.0,,6.3,,,,,1.0,1.0,,,,,24.0,2.0,26.0,2,1.0,34.0,1.0,1.0,,1.0
2019-20,8243415,2,57,Watford,Away,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,4.0,1.0,5.0,,1.0,2.0,,,,1.0,,1.0,2.0,4.0,,,,,,,,,,,23.0,,,,,,,,,6.0,,6.7,,,,,1.0,,,,,,5.0,2.0,7.0,0,3.0,16.0,3.0,,,1.0
2019-20,8243415,2,57,Watford,Away,73951,73426,Andre Gray,andre-gray,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,13.0,,,,,,,,,,,6.6,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2019-20,8243415,2,57,Watford,Away,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,False,,,1.0,14.0,1.0,15.0,,,3.0,1.0,,,2.0,,4.0,8.0,4.0,,,1.0,,,,,,2.0,,79.0,,,,,,,,,17.0,,7.1,,,,,,3.0,6.0,,1.0,1.0,24.0,3.0,21.0,0,2.0,39.0,,,2.0,2.0
2019-20,8243429,3,57,Watford,Home,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,2.0,1.0,3.0,1.0,1.0,,,,,,,1.0,2.0,3.0,,,,,,,,,1.0,,16.0,,,,,,,,,2.0,,6.7,,,,,,,,,,,3.0,1.0,4.0,0,,7.0,,2.0,,
2019-20,8243429,3,57,Watford,Home,73951,73426,Andre Gray,andre-gray,F,False,,,1.0,12.0,,12.0,1.0,1.0,2.0,2.0,,,,,2.0,4.0,2.0,,,,,1.0,,,,3.0,,90.0,1.0,,,,,,,,8.0,,8.0,,,4.0,,1.0,2.0,,,1.0,,15.0,1.0,16.0,5,,28.0,1.0,,1.0,
2019-20,8243429,3,57,Watford,Home,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,False,2.0,,,24.0,3.0,25.0,1.0,,3.0,,1.0,5.0,,,1.0,5.0,3.0,,,1.0,,,,1.0,,2.0,,74.0,1.0,,,,,,,,15.0,,6.7,,,1.0,,,5.0,5.0,,,1.0,35.0,3.0,33.0,7,,55.0,1.0,,3.0,
2019-20,8243429,3,57,Watford,Home,845286,232185,Ismaïla Sarr,ismaila-sarr,F,True,,,,5.0,1.0,6.0,,,1.0,,,1.0,,,3.0,3.0,2.0,,,,,,,,,,,16.0,,,,,,,,,5.0,,6.2,,,,,,1.0,1.0,,,,7.0,1.0,7.0,1,,16.0,,1.0,1.0,
2019-20,8243438,4,57,Watford,Away,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243438,4,57,Watford,Away,73951,73426,Andre Gray,andre-gray,F,False,,,,3.0,4.0,7.0,4.0,2.0,2.0,,,,,,1.0,6.0,4.0,,,1.0,,,,,,,,82.0,,,,,,,,,9.0,,6.7,,,1.0,,,1.0,1.0,,,,8.0,4.0,11.0,1,1.0,19.0,3.0,,1.0,1.0
2019-20,8243438,4,57,Watford,Away,96372,94924,Gerard Deulofeu,gerard-deulofeu,F,True,,,,4.0,1.0,5.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,8.0,,,,,,,,,7.0,,6.3,,,,,,,2.0,,,,8.0,1.0,7.0,0,,12.0,1.0,,,
2019-20,8243438,4,57,Watford,Away,359640,173514,Isaac Success,isaac-success,F,True,,,,5.0,,5.0,2.0,,,,,,,,,2.0,,,,,,,,,,1.0,,19.0,1.0,,,,,,,,2.0,,6.8,,,,,,,1.0,,,,6.0,,5.0,1,,8.0,1.0,,,
2019-20,8243438,4,57,Watford,Away,845286,232185,Ismaïla Sarr,ismaila-sarr,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
