playerId,playerName,position,team_name,team_id,nationality,season,groundDuels,duelsLost,straightRedCards,substituteOn,totalLossesOfPossession,totalRedCards,groundDuelsLost,winningGoal,duels,appearances,timePlayed,touches,gamesPlayed,yellowCards,timesTackled,expectedAssists,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,aerialDuels,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,totalClearances,goalsConceded,shotsBlockedInBox,rightsidePasses,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,rightFootGoals,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulDribbles,oboxBlocked,shotsBlockedOutsideBox,overruns,expectedGoalsOnTarget,goalAssists,successfulLayoffs,foulWonPenalty,offsides,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,goalsConcededOutsideBox,keyPassesAttemptAssists,successfulLaunches,totalFoulsWon,hitWoodwork,handballsConceded,successfulCrossesOpenPlay,throughBalls,goalKicks,cleanSheets,successfulCrossesAndCorners,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,headedGoals,gkSuccessfulDistribution,tacklesWon,expectedGoalsFreekick,cornersTakenInclShortCorners,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesConceded,clearancesOffTheLine,shotsOnTargetOutsideBox,oboxTarget,leftFootGoals,penaltiesTaken,penaltyGoals,redCards2ndYellow,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,secondGoalAssists,penaltiesSaved,savesFromPenalty
440323,Armando Broja,Forward,Chelsea,8,Albania,2023-24,75.0,70.0,0.0,15.0,80.0,0.0,46.0,0.0,109.0,21.0,535.0,252.0,21.0,0.0,38.0,0.2902,4.0,2.0,3.0,9.0,16.0,6.0,17.0,2.0,119.0,1.0,1.0,34.0,24.0,39.0,6.0,29.0,101.0,45.0,1.0,6.24,3.0,9.0,4.0,25.0,5.0,0.0,20.0,16.0,1.0,3.0,74.0,8.0,2.0,4.0,10.0,111.0,7.0,6.0,15.0,1.0,19.0,9.0,,1.0,55.0,,6.0,,28.0,8.0,2.3781,1.0,2.0,20.0,,,3.0,0.3867,1.0,14.0,1.0,6.0,1.0,1.0,3.0,1.0,3.0,1.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213198,Christopher Nkunku,Forward,Chelsea,8,France,2023-24,36.0,28.0,0.0,9.0,55.0,0.0,22.0,1.0,52.0,11.0,438.0,263.0,11.0,0.0,13.0,0.4801,3.0,9.0,5.0,13.0,16.0,2.0,19.0,3.0,177.0,3.0,3.0,16.0,6.0,24.0,8.0,14.0,154.0,29.0,,9.9537,4.0,12.0,3.0,48.0,3.0,0.0,38.0,12.0,1.0,1.0,110.0,12.0,4.0,3.0,10.0,163.0,4.0,6.0,2.0,1.0,27.0,8.0,2.0,4.0,64.0,1.0,2.0,,48.0,7.0,2.3,3.0,2.0,5.0,,,1.0,2.5941,,14.0,,3.0,6.0,6.0,1.0,,3.0,,7.0,,,,3.0,,,,,,,1.0,,4.0,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
520295,David Datro Fofana,Forward,Chelsea,8,Cote d’Ivoire,2023-24,94.0,94.0,0.0,5.0,142.0,0.0,59.0,1.0,142.0,15.0,879.0,350.0,15.0,1.0,42.0,0.2856,2.0,10.0,10.0,17.0,51.0,10.0,52.0,2.0,168.0,4.0,1.0,48.0,35.0,48.0,14.0,35.0,112.0,49.0,2.0,13.6287,2.0,18.0,2.0,58.0,6.0,3.0,34.0,22.0,3.0,5.0,70.0,16.0,2.0,2.0,13.0,164.0,7.0,6.0,15.0,3.0,26.0,17.0,1.0,4.0,50.0,,5.0,1.0,47.0,14.0,4.523,1.0,10.0,22.0,,,7.0,1.852,1.0,10.0,,9.0,5.0,5.0,3.0,2.0,7.0,,10.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,5.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
617054,Deivid Washington,Forward,Chelsea,8,Brazil,2023-24,4.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,2.0,11.0,6.0,2.0,0.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,0.5152,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,0.4659,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491011,Diego Moreira,Forward,Chelsea,8,Belgium,2023-24,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534392,Mason Burstow,Forward,Chelsea,8,England,2023-24,,,0.0,2.0,2.0,0.0,,0.0,,2.0,8.0,6.0,2.0,0.0,,0.0019,,,,,1.0,,1.0,,4.0,,,,,,1.0,,3.0,1.0,1.0,1.0945,,1.0,,2.0,,,1.0,,,,2.0,1.0,,,,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517052,Nicolas Jackson,Forward,Chelsea,8,Senegal,2023-24,261.0,209.0,0.0,4.0,347.0,0.0,146.0,2.0,359.0,35.0,2804.0,1142.0,35.0,10.0,103.0,2.8814,17.0,41.0,21.0,63.0,138.0,31.0,145.0,5.0,658.0,14.0,6.0,98.0,63.0,150.0,40.0,115.0,502.0,168.0,3.0,40.4021,17.0,48.0,12.0,187.0,15.0,8.0,135.0,98.0,8.0,8.0,361.0,43.0,5.0,12.0,35.0,608.0,22.0,23.0,54.0,5.0,132.0,28.0,4.0,11.0,204.0,2.0,14.0,1.0,152.0,13.0,18.648,7.0,32.0,37.0,5.0,5.0,5.0,9.9043,5.0,30.0,,28.0,25.0,25.0,7.0,5.0,34.0,1.0,40.0,3.0,4.0,,11.0,,2.0,,,,,3.0,,13.0,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
248857,Noni Madueke,Forward,Chelsea,8,England,2023-24,154.0,92.0,0.0,10.0,153.0,0.0,82.0,1.0,171.0,23.0,1053.0,729.0,23.0,2.0,51.0,1.9572,10.0,13.0,16.0,22.0,49.0,13.0,52.0,17.0,454.0,5.0,3.0,17.0,10.0,79.0,17.0,72.0,393.0,83.0,1.0,14.9916,12.0,19.0,7.0,34.0,11.0,2.0,89.0,54.0,1.0,6.0,299.0,18.0,18.0,7.0,7.0,451.0,9.0,13.0,37.0,,162.0,8.0,4.0,9.0,169.0,6.0,11.0,1.0,107.0,6.0,2.492,3.0,10.0,37.0,3.0,3.0,3.0,3.3231,2.0,7.0,2.0,3.0,6.0,6.0,1.0,1.0,18.0,,19.0,1.0,,4.0,2.0,,1.0,4.0,,,,1.0,,10.0,,2.0,,,,1.0,,,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
103955,Raheem Sterling,Forward,Chelsea,8,England,2023-24,265.0,172.0,0.0,9.0,365.0,0.0,158.0,2.0,281.0,31.0,1981.0,1153.0,31.0,7.0,114.0,4.3117,14.0,22.0,21.0,37.0,133.0,22.0,136.0,49.0,658.0,8.0,4.0,16.0,14.0,109.0,47.0,107.0,516.0,184.0,2.0,31.9405,8.0,38.0,12.0,154.0,13.0,4.0,153.0,92.0,5.0,11.0,427.0,35.0,49.0,12.0,2.0,657.0,15.0,28.0,45.0,,162.0,34.0,13.0,6.0,189.0,6.0,13.0,1.0,105.0,19.0,6.4818,3.0,20.0,70.0,2.0,2.0,7.0,6.3034,4.0,16.0,3.0,10.0,9.0,9.0,3.0,3.0,26.0,,41.0,2.0,3.0,10.0,11.0,,1.0,10.0,,,,,,10.0,0.3754,,,5.0,5.0,,,,5.0,5.0,3.0,,,,,,,,,,,,,,,,1.0,,,
517996,Ronnie Stutter,Forward,Chelsea,8,England,2023-24,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
