season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767930,1,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767930,1,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,False,,,2.0,25.0,4.0,29.0,4.0,1.0,,,,,,,,2.0,13.0,4.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,6.1,,,,,1.0,7.0,1.0,,3.0,2.0,31.0,4.0,34.0,1,1.0,55.0,2.0,1.0,1.0
2015-16,6767930,1,8,Chelsea,Home,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,,2.0,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,1.0,3.0,1,,5.0,,,
2015-16,6767930,1,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,,35.0,6.0,41.0,1.0,,7.0,,,,,,,2.0,8.0,8.0,,,2.0,,,,,,2.0,,90.0,1.0,,,,,,,,6.8,,,,,,8.0,1.0,,1.0,,49.0,7.0,55.0,1,,78.0,3.0,3.0,5.0
2015-16,6767930,1,8,Chelsea,Home,31585,49013,Victor Moses,victor-moses,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767944,2,8,Chelsea,Away,16674,38419,Loïc Rémy,loic-remy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767944,2,8,Chelsea,Away,21212,18507,Diego Costa,diego-costa,F,False,,,,16.0,5.0,21.0,4.0,2.0,1.0,,,,,,,1.0,9.0,8.0,,,2.0,,,,1.0,,1.0,,90.0,,,,,,,,,6.8,,,1.0,,1.0,2.0,,,,1.0,22.0,5.0,27.0,1,2.0,50.0,5.0,5.0,
2015-16,6767944,2,8,Chelsea,Away,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,,6.0,,6.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,11.0,1.0,,,,,,,,6.9,,,,,,,,,,,6.0,,6.0,2,,10.0,,1.0,
2015-16,6767944,2,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,1.0,,3.0,45.0,5.0,49.0,1.0,2.0,2.0,,,,,,,2.0,5.0,7.0,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,,,6.8,,,,,,3.0,1.0,,5.0,,49.0,5.0,53.0,1,,66.0,,3.0,2.0
2015-16,6767964,3,8,Chelsea,Away,16674,38419,Loïc Rémy,loic-remy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767964,3,8,Chelsea,Away,21212,18507,Diego Costa,diego-costa,F,False,,,,24.0,5.0,29.0,1.0,1.0,2.0,,,,,,,2.0,4.0,3.0,,,,1.0,1.0,,,2.0,2.0,,78.0,1.0,,,,,,,,8.1,,,3.0,,1.0,2.0,,,,,30.0,6.0,36.0,4,,52.0,3.0,1.0,1.0
2015-16,6767964,3,8,Chelsea,Away,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,,3.0,,3.0,1.0,,,,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,,,12.0,,,,,,,,,6.5,,,1.0,,,1.0,,,,,4.0,1.0,5.0,1,,11.0,3.0,,1.0
2015-16,6767964,3,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,6.0,48.0,16.0,64.0,1.0,,7.0,,,,,,,3.0,6.0,7.0,,,1.0,1.0,,,,,5.0,,90.0,,,,,,,,,7.4,,,1.0,,,5.0,3.0,,8.0,,55.0,16.0,68.0,1,,88.0,2.0,3.0,4.0
2015-16,6767964,3,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,1.0,,2.0,23.0,7.0,29.0,1.0,,4.0,1.0,,2.0,,,,,2.0,6.0,,,1.0,,1.0,,,1.0,3.0,,84.0,1.0,,,,,,,,8.1,,,,,,2.0,6.0,,3.0,,31.0,8.0,33.0,3,2.0,55.0,2.0,3.0,1.0
2015-16,6767964,3,8,Chelsea,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768029,4,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768029,4,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,False,,,,15.0,2.0,17.0,3.0,1.0,4.0,,,1.0,,,,2.0,7.0,4.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,6.8,,,,,,2.0,1.0,,,,21.0,2.0,22.0,2,1.0,39.0,6.0,1.0,1.0
2015-16,6768029,4,8,Chelsea,Home,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,1.0,5.0,2.0,7.0,,1.0,1.0,,,,,,,1.0,2.0,5.0,,,1.0,,1.0,,,,,,24.0,2.0,,,,,,,,7.6,,,1.0,,,,,,1.0,,6.0,2.0,8.0,3,1.0,17.0,,3.0,
2015-16,6768029,4,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,4.0,41.0,6.0,47.0,,,6.0,,,,,,,2.0,5.0,5.0,,,1.0,,,,,,4.0,,90.0,,,,,,,,,6.9,,,1.0,,,5.0,4.0,,4.0,,51.0,7.0,54.0,1,,74.0,2.0,2.0,3.0
2015-16,6768029,4,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,5.0,,,29.0,6.0,30.0,1.0,2.0,8.0,,,2.0,2.0,,,,3.0,6.0,,,,1.0,,,,2.0,5.0,,90.0,,,,,,,,,8.0,,,2.0,,,1.0,8.0,,2.0,,38.0,10.0,40.0,4,2.0,60.0,1.0,1.0,1.0
2015-16,6768043,5,8,Chelsea,Away,16674,38419,Loïc Rémy,loic-remy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768043,5,8,Chelsea,Away,21212,18507,Diego Costa,diego-costa,F,False,,,,19.0,1.0,20.0,3.0,,2.0,,,1.0,,,,2.0,12.0,3.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,,6.2,,,,,1.0,6.0,1.0,,,1.0,24.0,1.0,24.0,1,1.0,38.0,1.0,1.0,1.0
2015-16,6768043,5,8,Chelsea,Away,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,1.0,4.0,1.0,5.0,1.0,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,20.0,1.0,,,,,,,,6.6,,,,,,,,,1.0,,4.0,2.0,6.0,1,,8.0,1.0,,
2015-16,6768043,5,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,1.0,,4.0,45.0,14.0,58.0,,,6.0,,,1.0,2.0,,,2.0,9.0,3.0,,,,,,,,,4.0,,90.0,,,,,,,,,6.6,,,1.0,,,6.0,1.0,,5.0,,52.0,14.0,65.0,2,1.0,80.0,,1.0,1.0
2015-16,6768043,5,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,,,,20.0,6.0,26.0,,,6.0,,,,,,,1.0,5.0,6.0,,,1.0,,,,,,,,70.0,,,,,,,,,6.7,,,2.0,,,6.0,2.0,,1.0,,27.0,6.0,31.0,2,1.0,53.0,3.0,2.0,3.0
2015-16,6768050,6,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,4.0,1.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,8.0,,,,,,,,,6.8,,,,,,,,,,,4.0,1.0,5.0,1,,8.0,1.0,,
2015-16,6768050,6,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,False,,,1.0,20.0,2.0,22.0,1.0,1.0,5.0,,,1.0,,,,5.0,10.0,5.0,,,,,,,,,1.0,,82.0,1.0,,,,,,,,6.6,,,,,1.0,7.0,,,1.0,,29.0,2.0,31.0,2,,56.0,5.0,1.0,3.0
2015-16,6768050,6,8,Chelsea,Home,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768050,6,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,3.0,57.0,7.0,64.0,1.0,,6.0,,,1.0,,,,1.0,4.0,12.0,,,1.0,,,,,2.0,5.0,,90.0,1.0,,,,,,,,8.7,,,2.0,,,9.0,1.0,,3.0,,64.0,7.0,70.0,4,,97.0,2.0,4.0,8.0
2015-16,6768050,6,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,,,2.0,41.0,15.0,56.0,,1.0,6.0,,1.0,,2.0,,,2.0,4.0,7.0,,1.0,1.0,,,,,1.0,3.0,,90.0,2.0,,,,,,,,7.3,,,3.0,,,3.0,3.0,,2.0,,46.0,18.0,61.0,5,2.0,82.0,1.0,1.0,3.0
2015-16,6768064,7,8,Chelsea,Away,16674,38419,Loïc Rémy,loic-remy,F,False,,,,8.0,2.0,10.0,4.0,2.0,3.0,,,1.0,,,,1.0,8.0,3.0,,,,,,,,,,,61.0,,,,,,,,,6.4,,,2.0,,,3.0,1.0,,,1.0,14.0,2.0,15.0,3,,26.0,2.0,1.0,
2015-16,6768064,7,8,Chelsea,Away,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,,3.0,1.0,4.0,3.0,1.0,,,,,,,,2.0,5.0,2.0,,,,,,,,,1.0,,29.0,,,,,,,,,6.5,,,,,,,,,,1.0,4.0,1.0,5.0,0,1.0,8.0,,,
2015-16,6768064,7,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,5.0,37.0,6.0,43.0,1.0,,2.0,,,1.0,,,,,4.0,5.0,,,,1.0,,,,1.0,4.0,,90.0,,,,,,,,,7.3,,,,,,6.0,1.0,,5.0,,46.0,6.0,51.0,1,,65.0,1.0,2.0,3.0
2015-16,6768064,7,8,Chelsea,Away,35428,49579,Pedro,pedro,F,False,1.0,,2.0,19.0,7.0,25.0,,1.0,6.0,,1.0,,1.0,,,2.0,10.0,10.0,,,2.0,,,,,,,,90.0,,,,,,,,,6.3,,,1.0,,,11.0,4.0,,3.0,1.0,30.0,8.0,34.0,1,2.0,63.0,2.0,1.0,6.0
2015-16,6768074,8,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,17.0,,,,,,,,,6.5,,,,,,,1.0,,,,4.0,1.0,4.0,0,,5.0,,,
2015-16,6768074,8,8,Chelsea,Home,25682,48847,Radamel Falcao,radamel-falcao,F,False,,,,16.0,6.0,22.0,7.0,5.0,1.0,,,1.0,1.0,,,1.0,12.0,7.0,,,4.0,,,,,2.0,1.0,,90.0,,,,,,,,,6.6,,,,,1.0,2.0,,,,,24.0,8.0,32.0,1,,43.0,1.0,1.0,1.0
2015-16,6768074,8,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,,31.0,5.0,36.0,,1.0,5.0,,,,,,,2.0,6.0,8.0,,,,,,,,1.0,2.0,,90.0,1.0,,,,,,,,6.6,,,,,,5.0,,,,,39.0,7.0,46.0,1,2.0,67.0,1.0,4.0,1.0
2015-16,6768074,8,8,Chelsea,Home,35428,49579,Pedro,pedro,F,True,,,1.0,7.0,,7.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,26.0,,,,,,,,,6.6,,,1.0,,,,3.0,,1.0,,12.0,1.0,10.0,1,,18.0,3.0,,
2015-16,6768094,9,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,2.0,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,3.0,0,,3.0,,,
2015-16,6768094,9,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,False,,,2.0,17.0,2.0,19.0,5.0,3.0,4.0,,,,1.0,,,3.0,11.0,9.0,,,2.0,,1.0,,,1.0,1.0,,90.0,2.0,,,,,,,,7.8,,,,,,3.0,,,2.0,1.0,28.0,2.0,30.0,2,1.0,49.0,4.0,2.0,3.0
2015-16,6768094,9,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,True,,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,6.5,,,,,,,1.0,,,,5.0,2.0,6.0,0,,9.0,1.0,,
2015-16,6768094,9,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,,,2.0,14.0,5.0,19.0,,,5.0,,,1.0,1.0,,,2.0,7.0,8.0,,,4.0,,,,,3.0,1.0,,83.0,,,,,,,,,7.2,,,1.0,,,,1.0,,2.0,,19.0,6.0,24.0,2,4.0,44.0,2.0,4.0,
2015-16,6768100,10,8,Chelsea,Away,21212,18507,Diego Costa,diego-costa,F,False,,,1.0,13.0,3.0,16.0,6.0,2.0,2.0,,,,,,,2.0,11.0,5.0,1.0,,1.0,,,,,,1.0,,90.0,,,,,,,,,6.2,,,2.0,,2.0,4.0,2.0,,1.0,3.0,19.0,4.0,21.0,2,1.0,37.0,2.0,,2.0
2015-16,6768100,10,8,Chelsea,Away,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,8.0,,,,,,,,,6.5,,,,,,,,,,1.0,3.0,1.0,4.0,0,,4.0,,,
2015-16,6768100,10,8,Chelsea,Away,27583,42786,Eden Hazard,eden-hazard,F,False,,,1.0,30.0,12.0,42.0,,1.0,5.0,,,,2.0,,,2.0,6.0,7.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,6.5,,,,,,6.0,,,3.0,,37.0,14.0,51.0,0,,66.0,2.0,2.0,4.0
2015-16,6768100,10,8,Chelsea,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768097,11,8,Chelsea,Home,16674,38419,Loïc Rémy,loic-remy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768097,11,8,Chelsea,Home,21212,18507,Diego Costa,diego-costa,F,False,,,,17.0,4.0,21.0,2.0,,3.0,,,1.0,,,,3.0,11.0,4.0,,,4.0,,,,,,1.0,,90.0,,1.0,,,,,,,6.5,,,,,,3.0,,,2.0,2.0,23.0,4.0,27.0,1,2.0,46.0,6.0,1.0,1.0
2015-16,6768097,11,8,Chelsea,Home,25682,48847,Radamel Falcao,radamel-falcao,F,True,,,,4.0,2.0,6.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,14.0,,,,,,,,,6.6,,,1.0,,,,,,,,4.0,2.0,6.0,1,,8.0,,,
2015-16,6768097,11,8,Chelsea,Home,27583,42786,Eden Hazard,eden-hazard,F,False,,,1.0,14.0,7.0,21.0,1.0,,2.0,,,,1.0,,,2.0,5.0,2.0,,,,,,,,,,,59.0,,,,,,,,,6.3,,,,,,1.0,,,2.0,,18.0,8.0,26.0,0,1.0,33.0,1.0,1.0,
2015-16,6768127,12,8,Chelsea,Away,16674,38419,Loïc Rémy,loic-remy,F,True,,,,5.0,1.0,6.0,1.0,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,13.0,,,,,,,,,6.7,,,1.0,,,1.0,,,,,5.0,1.0,6.0,1,,11.0,1.0,1.0,1.0
