season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436880,1,8,Chelsea,Home,769333,213198,Christopher Nkunku,christopher-nkunku,F,False,,,1.0,17.0,9.0,26.0,,1.0,6.0,,,1.0,,,,1.0,6.0,4.0,,,0.0568043,0.1491,,2.0,0.0,,,,,1.0,1.0,,58.0,,,,,,,,6.0,,6.9,,,,,,3.0,,,1.0,,17.0,9.0,26.0,1,3.0,41.0,1.0,,,3.0
2024-25,12436880,1,8,Chelsea,Home,966547,248857,Noni Madueke,noni-madueke,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436880,1,8,Chelsea,Home,1085381,517052,Nicolas Jackson,nicolas-jackson,F,False,,,1.0,8.0,3.0,11.0,1.0,,1.0,,1.0,,,,,,3.0,,,,0.0555056,0.4669,0.4848,2.0,0.0,,,,,,2.0,,66.0,1.0,,,,,,,6.0,,6.5,,,,,,,,,1.0,2.0,11.0,5.0,16.0,1,,21.0,1.0,,,
2024-25,12436880,1,8,Chelsea,Home,1414933,499309,Marc Guiu,guiu-marc,F,True,,,,1.0,2.0,3.0,,,,,,,,,,,1.0,,,,0.00259888,,,,0.0,,,,,,,,24.0,,,,,,,,2.0,,6.3,,,,,,1.0,,,,,1.0,3.0,4.0,0,,6.0,,,,
2024-25,12436904,2,8,Chelsea,Away,769333,213198,Christopher Nkunku,christopher-nkunku,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,,2.0,,,0.0190879,,,,0.0,,,,,,1.0,,8.0,,,,,,,,,,6.9,,,,,,2.0,,,,,1.0,,1.0,0,,3.0,,,2.0,
2024-25,12436904,2,8,Chelsea,Away,851671,428399,João Félix,joao-felix,F,True,,,,5.0,5.0,10.0,1.0,,1.0,,,1.0,,,,,1.0,2.0,,,0.0112956,0.2621,0.7569,,0.0,1.0,,,,,,,22.0,1.0,,,,,,,3.0,,7.4,,,,,,1.0,,,1.0,,8.0,5.0,13.0,2,,18.0,,1.0,1.0,
2024-25,12436904,2,8,Chelsea,Away,966547,248857,Noni Madueke,noni-madueke,F,False,1.0,,,8.0,8.0,15.0,,,4.0,1.0,,,1.0,,,3.0,5.0,3.0,,,0.109829,0.582,1.525,1.0,0.0,3.0,,,,,1.0,,90.0,5.0,,,,,,,11.0,,9.7,,,1.0,,2.0,,2.0,,,,11.0,9.0,18.0,6,1.0,38.0,3.0,2.0,,1.0
2024-25,12436904,2,8,Chelsea,Away,1085381,517052,Nicolas Jackson,nicolas-jackson,F,False,,,1.0,12.0,6.0,18.0,1.0,,1.0,,,,,,,2.0,6.0,2.0,,,0.0133191,0.1662,0.9108,2.0,1.0,1.0,,,,,2.0,,68.0,1.0,,,,,,,10.0,,7.8,,,,,1.0,1.0,,,1.0,1.0,14.0,7.0,21.0,1,,37.0,4.0,2.0,,
2024-25,12436904,2,8,Chelsea,Away,1414933,499309,Marc Guiu,guiu-marc,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436910,3,8,Chelsea,Home,769333,213198,Christopher Nkunku,christopher-nkunku,F,True,,,,7.0,3.0,10.0,,,1.0,,,,,,,,,,,,0.0221992,,,,0.0,,,,,,1.0,,13.0,,,,,,,,2.0,,6.8,,,,,,,1.0,,,,9.0,3.0,11.0,0,,13.0,,,,
