season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437076,1,8,Chelsea,Home,125407,88482,Álvaro Morata,alvaro-morata,F,True,,,,4.0,1.0,5.0,2.0,,2.0,1.0,,,,,,2.0,5.0,1.0,,,1.0,1.0,1.0,,,,1.0,,31.0,2.0,,,,,,3.0,,8.1,,,1.0,,,,,,,2.0,4.0,1.0,5.0,3,,14.0,1.0,1.0,,
2017-18,7437076,1,8,Chelsea,Home,147745,94245,Michy Batshuayi,michy-batshuayi,F,False,,,,5.0,7.0,12.0,4.0,,,,,,1.0,,,,5.0,,,,,,,,,,,,59.0,1.0,,,,,,10.0,,6.3,,,,,,,,,,,9.0,9.0,18.0,1,,23.0,4.0,,,
2017-18,7437076,1,8,Chelsea,Home,367056,135365,Jérémie Boga,jeremie-boga,F,False,,,,4.0,,4.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,18.0,,,,,,,1.0,,6.4,,,,,,,,,,,4.0,,4.0,0,,5.0,1.0,,,
2017-18,7437731,2,8,Chelsea,Away,31585,49013,Victor Moses,victor-moses,F,False,1.0,,1.0,7.0,7.0,13.0,,1.0,5.0,,,,1.0,,,,4.0,11.0,,,3.0,,,,,,1.0,,90.0,,1.0,,,,,7.0,,7.5,,,1.0,,3.0,3.0,2.0,,3.0,,12.0,8.0,18.0,1,4.0,39.0,1.0,3.0,3.0,
2017-18,7437731,2,8,Chelsea,Away,35428,49579,Pedro,pedro,F,True,1.0,,,2.0,,1.0,,,,,,,1.0,,,,2.0,1.0,,,1.0,1.0,,,,,1.0,,12.0,,,,,,,,,6.9,,,,,,,1.0,,,,2.0,,1.0,0,,4.0,,1.0,,
2017-18,7437731,2,8,Chelsea,Away,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,,11.0,,11.0,1.0,4.0,2.0,,1.0,3.0,2.0,,,2.0,6.0,4.0,,,1.0,,,,,,1.0,,79.0,,,,,,,13.0,,6.2,,,1.0,,2.0,,2.0,,,,18.0,1.0,17.0,4,,33.0,3.0,,,
2017-18,7437731,2,8,Chelsea,Away,147745,94245,Michy Batshuayi,michy-batshuayi,F,True,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,11.0,,,1.0,,,,4.0,,6.1,,,,,,,,,,,1.0,1.0,2.0,0,2.0,8.0,2.0,,,
2017-18,7437762,3,8,Chelsea,Home,31585,49013,Victor Moses,victor-moses,F,False,,,,9.0,4.0,13.0,1.0,1.0,5.0,,,,,,,,5.0,3.0,,,3.0,,,,,1.0,1.0,,89.0,1.0,,,,,,10.0,,6.9,,,1.0,,1.0,3.0,3.0,,1.0,,13.0,4.0,14.0,2,,33.0,1.0,,2.0,
2017-18,7437762,3,8,Chelsea,Home,35428,49579,Pedro,pedro,F,False,,,1.0,15.0,14.0,29.0,1.0,,6.0,,,,,,,4.0,5.0,3.0,,,,,,,,,1.0,,75.0,1.0,,,,,,11.0,,7.3,,,3.0,,,2.0,1.0,,1.0,,19.0,15.0,33.0,4,,48.0,1.0,1.0,2.0,
2017-18,7437762,3,8,Chelsea,Home,125407,88482,Álvaro Morata,alvaro-morata,F,False,,,,12.0,2.0,14.0,1.0,2.0,2.0,,,1.0,2.0,,,4.0,9.0,3.0,,,,1.0,1.0,,,,3.0,,78.0,1.0,,,,,,15.0,,7.5,,,,,,2.0,1.0,,,,17.0,2.0,18.0,2,,33.0,4.0,1.0,,
