season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576278,22,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,3.0,1.0,4.0,2.0,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,21.0,,,,,,,,3.0,,6.5,,,,,,,1.0,,,1.0,5.0,1.0,5.0,1,,9.0,1.0,,,
2021-22,9576278,22,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,9.0,7.0,16.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,69.0,,,,,,,,6.0,,6.7,,,,,,1.0,1.0,,,1.0,12.0,8.0,19.0,0,,26.0,2.0,,1.0,
2021-22,9576278,22,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,True,,,,4.0,,4.0,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,9.0,,,,,,,,2.0,,6.7,,,,,,1.0,1.0,,1.0,,6.0,,5.0,0,1.0,9.0,,,1.0,
2021-22,9576278,22,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576334,23,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,1.0,11.0,2.0,13.0,4.0,3.0,1.0,,,1.0,1.0,,,2.0,7.0,3.0,,,,,,,,,,,,90.0,1.0,,,,,,,10.0,,6.7,,,1.0,,,,,,1.0,,17.0,3.0,20.0,3,,28.0,1.0,,,
2021-22,9576334,23,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576334,23,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576334,23,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,5.0,,2.0,26.0,6.0,27.0,1.0,,4.0,,,1.0,1.0,,,1.0,7.0,1.0,,,3.0,1.0,,,,,,4.0,,90.0,1.0,,,,,,,14.0,,7.6,,,1.0,,,1.0,9.0,,2.0,,33.0,6.0,30.0,3,1.0,53.0,5.0,,,
2021-22,9576334,23,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,4.0,8.0,12.0,,3.0,,,,1.0,,,,,1.0,3.0,,,,,,,,,,2.0,,80.0,1.0,,,,,,,3.0,,6.8,,,,,1.0,1.0,,,,,6.0,8.0,14.0,2,,18.0,,,,
2021-22,9576438,24,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,4.0,1.0,5.0,,,3.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,10.0,,,,,,,,7.0,,6.2,,,,,,1.0,,,1.0,,7.0,1.0,8.0,1,,13.0,1.0,,,
2021-22,9576438,24,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,,17.0,12.0,29.0,,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,90.0,,,,,,,,10.0,,6.7,,,,,1.0,,2.0,,,,24.0,14.0,36.0,0,1.0,43.0,1.0,,,
2021-22,9576438,24,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,6.5,,,,,1.0,,,,,,1.0,1.0,2.0,0,,3.0,,,,
2021-22,10196712,25,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,7.0,5.0,12.0,2.0,3.0,2.0,,,,1.0,,,,4.0,3.0,,,,,,,,,,1.0,,60.0,,,,,,,,4.0,,6.7,,,1.0,,,1.0,,,,1.0,10.0,5.0,15.0,1,,22.0,,,,
2021-22,10196712,25,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,,,,24.0,7.0,31.0,1.0,,5.0,,,,,,,2.0,6.0,2.0,,,,,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,20.0,,7.3,,,2.0,,,4.0,2.0,,,,33.0,11.0,42.0,3,1.0,59.0,2.0,,1.0,1.0
2021-22,10196712,25,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196712,25,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,3.0,,2.0,32.0,12.0,41.0,2.0,,1.0,,,,,,,4.0,8.0,2.0,,,2.0,1.0,,,,,,3.0,,90.0,,,,,,,,17.0,,7.3,,,1.0,,,1.0,8.0,,2.0,,41.0,12.0,45.0,1,,66.0,4.0,1.0,1.0,
2021-22,10196712,25,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,7.0,2.0,9.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,30.0,,,,,,,,5.0,,6.6,,,,,,2.0,,,,,11.0,2.0,13.0,0,1.0,18.0,,,1.0,
2021-22,9576211,26,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,3.0,1.0,4.0,2.0,,2.0,,,,,,,,4.0,,,,2.0,,,,,,,,,90.0,,,,,,,,2.0,,6.4,,,,,1.0,,,,,2.0,5.0,1.0,6.0,0,,7.0,,,,
2021-22,9576211,26,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576211,26,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,20.0,8.0,28.0,1.0,3.0,5.0,,1.0,1.0,1.0,,,,6.0,8.0,,,4.0,,,,,,1.0,,,90.0,,,,,,,,19.0,,6.6,,,1.0,,1.0,5.0,,,,,29.0,12.0,41.0,2,,56.0,4.0,1.0,4.0,
2021-22,9576211,26,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,19.0,4.0,23.0,,1.0,2.0,,,,1.0,,,4.0,11.0,4.0,,1.0,6.0,,,,,,,1.0,,90.0,,,,,,,,17.0,,6.4,,,1.0,,,,,,,,27.0,5.0,32.0,1,2.0,47.0,4.0,1.0,,2.0
2021-22,10236816,27,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,10.0,2.0,12.0,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,1.0,,,1.0,,,,,,,2.0,,78.0,,,,,,,,9.0,,6.8,,,1.0,,,,1.0,,1.0,1.0,14.0,2.0,15.0,2,,26.0,4.0,,,
2021-22,10236816,27,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,14.0,2.0,16.0,,,2.0,,1.0,1.0,,,,3.0,6.0,6.0,,,1.0,,,,,,,,,72.0,,,,,,,,9.0,,6.2,,,1.0,,,4.0,,,,,14.0,2.0,16.0,2,,36.0,3.0,4.0,2.0,
2021-22,10236816,27,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10236816,27,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,4.0,1.0,5.0,,,,,1.0,,1.0,,,,2.0,,,,1.0,,,,,,,,,12.0,,,,,,,,2.0,,5.9,,,,,,,,,,,4.0,2.0,6.0,0,,7.0,1.0,,,
2021-22,9576418,28,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576418,28,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,2.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,12.0,,,,,,,,2.0,,6.2,,,,,,2.0,,,,,2.0,1.0,3.0,0,,7.0,,,,
2021-22,9576418,28,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,1.0,,1.0,25.0,10.0,34.0,1.0,,2.0,1.0,,1.0,,,,3.0,9.0,10.0,,,,1.0,1.0,,,,,1.0,,90.0,1.0,,,,,,,15.0,,8.1,,,,,,10.0,1.0,,1.0,,27.0,12.0,38.0,2,2.0,69.0,3.0,3.0,5.0,2.0
2021-22,9576418,28,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,1.0,29.0,22.0,51.0,1.0,,7.0,,,1.0,2.0,,,2.0,6.0,2.0,,,1.0,,,,,,1.0,,,78.0,,,,,,,,12.0,,6.7,,,,,,,4.0,,1.0,,34.0,25.0,55.0,1,1.0,71.0,2.0,1.0,,
2021-22,9576418,28,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,15.0,5.0,20.0,6.0,,1.0,,,,,,,2.0,11.0,2.0,,,2.0,,2.0,,,,,,,90.0,2.0,,,,,,,14.0,,8.0,,,,,1.0,1.0,,,,,21.0,5.0,26.0,2,1.0,40.0,5.0,1.0,,
2021-22,9576253,29,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,3.0,1.0,4.0,1.0,1.0,2.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,,,,27.0,,,,,,,,4.0,,6.4,,,,,,,,,,1.0,5.0,1.0,6.0,0,,9.0,1.0,,,
2021-22,9576253,29,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,,,,9.0,3.0,12.0,,,2.0,,,1.0,1.0,,,1.0,2.0,3.0,,,,,,,,,1.0,,,63.0,,,,,,,,7.0,,6.5,,,,,,,,,1.0,2.0,12.0,3.0,15.0,1,1.0,25.0,3.0,2.0,,1.0
2021-22,9576253,29,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,6.0,1.0,7.0,,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,12.0,,,,,,,,2.0,,6.5,,,,,,,,,,,6.0,1.0,7.0,0,,11.0,1.0,1.0,,
2021-22,9576253,29,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,,,,11.0,7.0,18.0,,,2.0,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,63.0,,,,,,,,11.0,,6.6,,,2.0,,,,4.0,,1.0,,19.0,7.0,22.0,2,,36.0,1.0,,,
2021-22,9576253,29,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,14.0,4.0,18.0,2.0,1.0,3.0,,1.0,,,,,,5.0,4.0,,,3.0,,1.0,,,1.0,,1.0,,90.0,3.0,,,,,,,12.0,,7.4,,,,,1.0,,,,1.0,,17.0,5.0,22.0,3,,42.0,6.0,3.0,,
2021-22,9576461,30,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,2.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,1,,3.0,,,,
2021-22,9576461,30,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,False,,,3.0,21.0,10.0,31.0,,,1.0,,,1.0,,,,,3.0,,,,2.0,,,,,,,,,86.0,,,,,,,,11.0,,6.7,,,1.0,,,1.0,1.0,,3.0,1.0,27.0,10.0,36.0,2,,45.0,2.0,,,
2021-22,9576461,30,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,4.0,,,38.0,16.0,50.0,,,4.0,2.0,1.0,,,,,2.0,5.0,4.0,,,2.0,1.0,1.0,,,,1.0,5.0,,90.0,2.0,,,,,,,14.0,,8.9,,,2.0,,,1.0,8.0,,2.0,,48.0,16.0,56.0,4,1.0,79.0,1.0,3.0,,
2021-22,9576461,30,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,28.0,11.0,39.0,1.0,1.0,3.0,,,1.0,1.0,,,2.0,10.0,4.0,,,2.0,1.0,1.0,,,,,2.0,,90.0,3.0,,,,,,,15.0,,8.0,,,,,1.0,5.0,1.0,,,,36.0,12.0,47.0,4,1.0,64.0,,1.0,1.0,1.0
2021-22,9576238,31,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,2.0,3.0,5.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,25.0,,,,,,,,3.0,,6.5,,,,,2.0,,,,,,3.0,3.0,6.0,0,,12.0,1.0,,,
2021-22,9576238,31,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,,,,18.0,3.0,21.0,2.0,2.0,2.0,,,1.0,1.0,,,2.0,7.0,2.0,,,,,,,,,,2.0,,64.0,,,,,,,,11.0,,6.3,,,,,1.0,2.0,,,,,22.0,5.0,27.0,1,,35.0,1.0,,,
2021-22,9576238,31,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,,,,25.0,8.0,33.0,4.0,,2.0,,,,,,,,7.0,3.0,,,2.0,,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,,15.0,,6.8,,,1.0,,2.0,2.0,8.0,,,,38.0,8.0,38.0,2,1.0,60.0,1.0,1.0,1.0,1.0
2021-22,9576238,31,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,22.0,11.0,33.0,4.0,4.0,2.0,,2.0,,1.0,,,1.0,6.0,6.0,,,1.0,,,,,,,2.0,,90.0,1.0,1.0,,,,,,12.0,,6.6,,,3.0,,1.0,,1.0,,1.0,,25.0,13.0,37.0,4,1.0,58.0,6.0,1.0,,1.0
2021-22,9576284,32,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,False,,,,20.0,5.0,25.0,1.0,,2.0,,3.0,1.0,,,,2.0,5.0,3.0,,,1.0,,2.0,,,3.0,,1.0,,90.0,4.0,,,,,,,13.0,,8.0,,,3.0,,,2.0,,,,,29.0,5.0,34.0,8,1.0,52.0,1.0,1.0,1.0,1.0
2021-22,9576284,32,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,5.0,2.0,7.0,1.0,,2.0,,,1.0,,,,2.0,4.0,1.0,,,,,,,,,,,,45.0,1.0,,,,,,,8.0,,6.4,,,,,1.0,1.0,,,,,8.0,2.0,10.0,2,,26.0,2.0,1.0,,
2021-22,9576284,32,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,,,1.0,24.0,12.0,36.0,,1.0,9.0,1.0,,,,,,,,5.0,,,,1.0,2.0,,,,,1.0,,69.0,3.0,,,,,,,9.0,,9.6,,,,,,,1.0,,1.0,,32.0,12.0,43.0,3,4.0,54.0,1.0,,,2.0
2021-22,9576284,32,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,14.0,2.0,16.0,1.0,1.0,,,,,,,,1.0,2.0,3.0,,,,,1.0,,,,,2.0,,45.0,2.0,,,,,,,4.0,,7.6,,,,,,1.0,,,1.0,1.0,15.0,3.0,18.0,2,,25.0,1.0,1.0,1.0,
2021-22,10236820,33,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,18.0,4.0,22.0,1.0,4.0,1.0,,,2.0,,,,2.0,6.0,7.0,,,1.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,,14.0,,7.6,,,3.0,,2.0,5.0,,,,2.0,25.0,5.0,30.0,6,,47.0,1.0,,3.0,
2021-22,10236820,33,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10236820,33,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,14.0,6.0,20.0,1.0,1.0,4.0,,,,1.0,,,3.0,8.0,4.0,,,2.0,,1.0,,,,1.0,1.0,,78.0,1.0,,,,,,,9.0,,7.4,,,2.0,,,2.0,,,,,16.0,7.0,23.0,3,1.0,39.0,2.0,1.0,1.0,
2021-22,10236820,33,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,1.0,,,49.0,9.0,57.0,1.0,,5.0,,,1.0,2.0,,,,4.0,6.0,,,1.0,1.0,1.0,,,,1.0,2.0,,90.0,2.0,,,,,,,14.0,,9.0,,,2.0,,,3.0,4.0,,2.0,,58.0,10.0,64.0,5,3.0,84.0,3.0,,3.0,
2021-22,10236820,33,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576443,34,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,,,,,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,1.0,,14.0,,,,,,,1.0,3.0,,7.2,,,,,,,,,,,2.0,1.0,3.0,1,1.0,6.0,,1.0,,1.0
2021-22,9576443,34,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,1.0,,,19.0,6.0,24.0,,,,,,3.0,2.0,,,,4.0,,,,1.0,,,,,,,2.0,,76.0,1.0,,,,,,,6.0,,6.7,,,1.0,,,2.0,2.0,,,1.0,20.0,7.0,25.0,5,,40.0,1.0,,,
2021-22,9576443,34,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,8.0,,8.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,14.0,1.0,,,,,,,2.0,,7.4,,,,,,,,,1.0,,9.0,,9.0,1,,11.0,1.0,,,
2021-22,9576443,34,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,1.0,,1.0,32.0,6.0,37.0,3.0,,3.0,,,3.0,,,,3.0,7.0,3.0,,,1.0,,,,,,,3.0,,90.0,,,,,,,,13.0,,7.0,,,3.0,,,,3.0,,2.0,,38.0,7.0,42.0,6,,61.0,3.0,3.0,,
2021-22,9576443,34,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,16.0,1.0,17.0,1.0,1.0,2.0,,,,,,,1.0,4.0,3.0,,,1.0,,,,,,1.0,2.0,,76.0,,,,,,,,16.0,,6.9,,,1.0,,1.0,1.0,1.0,,,1.0,27.0,1.0,27.0,1,2.0,43.0,3.0,,,
2021-22,9576335,35,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576335,35,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,False,,,,9.0,1.0,10.0,,,1.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,68.0,1.0,,,,,,,8.0,,6.7,,,,,,1.0,,,,,13.0,1.0,14.0,1,1.0,23.0,2.0,,1.0,
2021-22,9576335,35,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,9.0,,9.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,22.0,,,,,,,,5.0,,6.5,,,,,,1.0,,,,,12.0,,12.0,0,,15.0,1.0,,,
2021-22,9576335,35,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,2.0,,1.0,31.0,6.0,35.0,1.0,1.0,3.0,,,,,,,,2.0,5.0,,,1.0,,,,,1.0,,3.0,,90.0,,,,,,,,18.0,,7.5,,,2.0,,1.0,2.0,6.0,,1.0,,42.0,8.0,44.0,2,,64.0,4.0,2.0,2.0,
2021-22,9576335,35,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,1.0,20.0,11.0,31.0,3.0,1.0,6.0,,,,,,,1.0,9.0,3.0,,,5.0,,,,,,,1.0,,90.0,,,,,,,,15.0,,6.7,,,1.0,,2.0,3.0,,,1.0,,28.0,12.0,40.0,1,,55.0,4.0,,2.0,
2021-22,9576343,36,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,7.0,4.0,11.0,2.0,2.0,1.0,,,1.0,,,,1.0,5.0,4.0,,,,,2.0,,,,,3.0,,89.0,3.0,,,,,,1.0,7.0,,8.6,,,,,1.0,2.0,,,,1.0,9.0,4.0,13.0,4,,29.0,1.0,2.0,,
2021-22,9576343,36,8,Chelsea,Home,232306,165153,Timo Werner,timo-werner,F,False,,,,7.0,2.0,9.0,1.0,1.0,6.0,,,,2.0,,,1.0,6.0,5.0,,,1.0,,,,,,,,,90.0,2.0,,,,,,,9.0,,7.1,,,1.0,,,3.0,3.0,,,,12.0,2.0,11.0,3,1.0,26.0,2.0,1.0,2.0,1.0
2021-22,9576343,36,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,False,,,,27.0,4.0,31.0,,1.0,4.0,,,2.0,2.0,,,1.0,8.0,7.0,,,,1.0,,,,,,4.0,,90.0,,,,,,,,17.0,,7.0,,,2.0,,1.0,6.0,,,,,36.0,5.0,41.0,4,3.0,61.0,1.0,2.0,1.0,2.0
2021-22,9576343,36,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576343,36,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,True,,,,2.0,,2.0,1.0,,1.0,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,8.0,,,,,,,,1.0,,6.1,,,1.0,,,,,,,,2.0,,2.0,1,,5.0,,,,
2021-22,9576293,37,8,Chelsea,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,2.0,,2.0,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,20.0,,,,,,,,2.0,,6.3,,,,,,1.0,,,,,3.0,,3.0,0,,4.0,,,,
2021-22,9576293,37,8,Chelsea,Away,232306,165153,Timo Werner,timo-werner,F,False,,,,15.0,6.0,21.0,2.0,1.0,1.0,,,,2.0,,,1.0,5.0,2.0,,,,,,,,,,,,71.0,1.0,,,,,,,9.0,,6.6,,,,,,,2.0,,,2.0,23.0,6.0,27.0,1,,36.0,,1.0,,
2021-22,9576293,37,8,Chelsea,Away,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,3.0,3.0,6.0,,1.0,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,19.0,,,,,,,,6.0,,6.5,,,,,,1.0,,,,,6.0,3.0,9.0,0,,14.0,2.0,,1.0,
2021-22,9576293,37,8,Chelsea,Away,836694,184341,Mason Mount,mason-mount,F,False,1.0,,5.0,42.0,7.0,48.0,,,6.0,,,2.0,,,,2.0,2.0,1.0,,,,,,,,,,4.0,,90.0,,,,,,,,18.0,,7.3,,,1.0,,,,6.0,,6.0,1.0,55.0,8.0,57.0,3,,73.0,2.0,1.0,,
2021-22,9576293,37,8,Chelsea,Away,836705,219847,Kai Havertz,kai-havertz,F,False,,,,23.0,3.0,26.0,,2.0,1.0,1.0,2.0,,,,,1.0,3.0,2.0,,,2.0,1.0,,,,,,4.0,,70.0,2.0,,,,,,,9.0,,6.9,,,3.0,,,1.0,,,,,25.0,4.0,29.0,5,,42.0,3.0,,,
2021-22,9576308,38,8,Chelsea,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576308,38,8,Chelsea,Home,817957,176413,Christian Pulišić,christian-pulisic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576308,38,8,Chelsea,Home,836694,184341,Mason Mount,mason-mount,F,False,,,2.0,29.0,8.0,37.0,,,6.0,1.0,1.0,1.0,,,,1.0,3.0,6.0,,,1.0,,,,,,,2.0,,89.0,1.0,,,,,,,18.0,,7.6,,,3.0,,,2.0,4.0,,3.0,,42.0,8.0,46.0,5,4.0,67.0,2.0,1.0,1.0,1.0
2021-22,9576308,38,8,Chelsea,Home,836705,219847,Kai Havertz,kai-havertz,F,False,,,,26.0,3.0,29.0,2.0,2.0,2.0,,1.0,1.0,1.0,,,2.0,7.0,5.0,,,1.0,,1.0,,,1.0,,2.0,,90.0,2.0,,,,,,,12.0,,7.4,,,2.0,,2.0,1.0,1.0,,,,32.0,5.0,36.0,5,1.0,54.0,1.0,2.0,,1.0
