season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352316,1,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,3.0,,,20.0,4.0,21.0,,,3.0,,,,1.0,,,4.0,7.0,3.0,,,0.0938528,0.0,0.0,,,,,,,,1.0,,81.0,,,,,,,,,15.0,,6.7,,,,,,2.0,5.0,,1.0,,27.0,5.0,27.0,0,2.0,44.0,1.0,1.0,,2.0
2023-24,11352316,1,8,Chelsea,Home,966547,248857,Noni Madueke,noni-madueke,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352316,1,8,Chelsea,Home,1085381,517052,Nicolas Jackson,nicolas-jackson,F,False,,,,12.0,5.0,17.0,2.0,1.0,3.0,,3.0,,,,,2.0,5.0,5.0,,,0.0126594,0.5452,0.4119,1.0,,,,,,,,,90.0,2.0,1.0,,,,,,,9.0,,6.1,,,2.0,,1.0,2.0,,,,2.0,15.0,6.0,21.0,4,,38.0,3.0,2.0,2.0,
2023-24,11352316,1,8,Chelsea,Home,1138421,534392,Mason Burstow,mason-burstow,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,8,Chelsea,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,2.0,,,34.0,3.0,35.0,1.0,,7.0,,,1.0,1.0,,,5.0,9.0,12.0,,,0.227337,0.0558,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,1.0,26.0,,8.1,,,,,,7.0,6.0,,,1.0,49.0,4.0,47.0,1,1.0,78.0,3.0,5.0,6.0,1.0
2023-24,11352418,2,8,Chelsea,Away,966547,248857,Noni Madueke,noni-madueke,F,True,,,,9.0,,9.0,1.0,,,,,,,,,,1.0,,,,0.0160323,0.0524,0.2852,,,,,,,,,,15.0,1.0,,,,,,,,5.0,,6.8,,,,,,,3.0,,,,12.0,,9.0,1,,15.0,2.0,,,
2023-24,11352418,2,8,Chelsea,Away,1085381,517052,Nicolas Jackson,nicolas-jackson,F,False,,,,15.0,6.0,21.0,2.0,2.0,3.0,,,,,,,1.0,4.0,7.0,,,0.0509746,0.7857,0.0,,,,,,,,1.0,,90.0,,,,,,,,,13.0,,7.2,,,2.0,,1.0,2.0,,,,1.0,25.0,6.0,31.0,2,3.0,46.0,1.0,1.0,1.0,3.0
2023-24,11352418,2,8,Chelsea,Away,1138421,534392,Mason Burstow,mason-burstow,F,True,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,0.00187029,0.0,0.0,,,,,,,,,,15.0,,,,,,,,,1.0,,6.5,,,,,,,,,,,3.0,1.0,4.0,0,,5.0,,,,
2023-24,11352484,3,8,Chelsea,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,25.0,7.0,32.0,,,5.0,1.0,1.0,1.0,,,,6.0,10.0,3.0,,,0.214916,0.8593,1.2177,1.0,,2.0,,,,,2.0,,89.0,3.0,,,,,,,,17.0,,8.8,,,1.0,,,5.0,1.0,,,,30.0,7.0,36.0,5,,59.0,3.0,1.0,2.0,
2023-24,11352484,3,8,Chelsea,Home,966547,248857,Noni Madueke,noni-madueke,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
