season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827869,1,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,False,1.0,,,16.0,2.0,17.0,4.0,,3.0,,1.0,,,,,,6.0,2.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,9.0,,6.4,,,,1.0,1.0,3.0,,2.0,,22.0,3.0,22.0,1,2.0,33.0,1.0,,,2.0
2018-19,7827869,1,90,Burnley,Away,16817,15749,Joe Hart,joe-hart,G,False,,,13.0,12.0,3.0,15.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,14.0,,7.6,3.0,3.0,,,,,,25.0,,22.0,5.0,27.0,0,,33.0,,,,
2018-19,7827869,1,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,1.0,1.0,1.0,3.0,,,,,,,,,1.0,3.0,,,,,,,,,,,17.0,,,,,,,,8.0,,6.7,,,1.0,,,,,,,7.0,1.0,8.0,1,,10.0,1.0,,,
2018-19,7827869,1,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,1.0,20.0,12.0,32.0,,2.0,5.0,,,,1.0,,,,1.0,5.0,,,,,,,,2.0,,,90.0,1.0,,,,,,,14.0,,7.4,,,,7.0,1.0,1.0,,2.0,,33.0,13.0,45.0,1,,70.0,,2.0,1.0,
2018-19,7827869,1,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,21.0,19.0,40.0,3.0,,7.0,,,,2.0,,,,8.0,2.0,,,3.0,,,,,2.0,3.0,,90.0,,,,,,,,10.0,,6.5,,,,1.0,1.0,1.0,,4.0,1.0,25.0,21.0,45.0,0,1.0,59.0,3.0,1.0,,1.0
2018-19,7827869,1,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,14.0,1.0,,,,,,,,,6.9,,,,,,,,,,2.0,,2.0,1,,4.0,,1.0,,
2018-19,7827869,1,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,4.0,26.0,15.0,41.0,1.0,,2.0,,,1.0,2.0,,,1.0,5.0,3.0,,,1.0,,,,,,2.0,,90.0,,1.0,,,,,,10.0,,6.9,,,1.0,2.0,,,,6.0,,33.0,15.0,48.0,2,1.0,61.0,1.0,2.0,,1.0
2018-19,7827869,1,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,2.0,,,19.0,4.0,21.0,2.0,2.0,5.0,,,2.0,1.0,,,3.0,8.0,5.0,,,,,,,,,2.0,,87.0,,,,,,,,20.0,,6.6,,,1.0,2.0,3.0,10.0,,2.0,,33.0,4.0,27.0,3,,56.0,1.0,2.0,1.0,
2018-19,7827869,1,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,8.0,4.0,12.0,4.0,5.0,3.0,,,,,,,1.0,6.0,8.0,,,1.0,,,,,1.0,,,73.0,2.0,,,,,,,7.0,,6.9,,,,,,,,1.0,4.0,12.0,4.0,16.0,2,1.0,29.0,2.0,2.0,,1.0
2018-19,7827869,1,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,2.0,17.0,12.0,29.0,,4.0,10.0,,,,2.0,,,1.0,4.0,6.0,,,1.0,,,,,,,,90.0,,,,,,,,14.0,,6.8,,,1.0,4.0,,2.0,,5.0,,26.0,16.0,40.0,1,2.0,59.0,,,,2.0
2018-19,7827869,1,90,Burnley,Away,115432,83312,Ben Gibson,ben-gibson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827869,1,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,,12.0,8.0,20.0,4.0,1.0,1.0,,1.0,1.0,,,,1.0,10.0,2.0,,,1.0,,,,,,,,76.0,1.0,,,,,,,18.0,,6.3,,,,,5.0,3.0,,,,23.0,9.0,29.0,2,,43.0,,,1.0,
2018-19,7827869,1,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,11.0,22.0,25.0,47.0,3.0,1.0,7.0,1.0,,,,,,,3.0,1.0,,,,,,,,,1.0,,90.0,,4.0,,,,,,6.0,,8.0,,,1.0,4.0,,,,14.0,,27.0,26.0,53.0,1,,64.0,,,,
2018-19,7827869,1,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,18.0,16.0,34.0,2.0,10.0,4.0,,,,,,,1.0,3.0,12.0,,,,,,,,,1.0,,90.0,,4.0,,,,,,14.0,,8.2,,,1.0,14.0,,,,8.0,,29.0,17.0,46.0,1,2.0,70.0,,,,
2018-19,7827869,1,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,3.0,,,,,,,,,,6.4,,,,,,,,,,,,,0,,,,,,
2018-19,7827897,2,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
