season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896881,5,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,1.0,,3.0,21.0,18.0,38.0,2.0,,5.0,1.0,,,,,,,3.0,2.0,,,1.0,,,,,,1.0,,90.0,,1.0,,,,,15.0,,7.1,,,,3.0,,3.0,,8.0,,36.0,18.0,51.0,0,,64.0,,2.0,,
2020-21,8896881,5,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,1.0,6.0,5.0,10.0,3.0,2.0,2.0,,,,1.0,,,,5.0,2.0,,,,,,,,1.0,1.0,,69.0,1.0,,,,,,9.0,,6.6,,,,,1.0,2.0,,2.0,,13.0,5.0,16.0,1,,23.0,,,,
2020-21,8896881,5,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,11.0,2.0,13.0,5.0,5.0,1.0,,2.0,1.0,,,,4.0,9.0,6.0,,,2.0,,,,2.0,,,,90.0,,,,,,,15.0,,5.9,,,2.0,,,,,1.0,,18.0,2.0,20.0,3,,35.0,4.0,1.0,,
2020-21,8896881,5,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896881,5,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,False,,,4.0,6.0,16.0,22.0,2.0,2.0,7.0,,,,,,,,3.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,9.0,,6.9,,,,2.0,,,,11.0,,13.0,18.0,31.0,0,2.0,35.0,,,,2.0
2020-21,8896881,5,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,7.0,15.0,22.0,1.0,8.0,5.0,,,,,,,1.0,3.0,12.0,,,1.0,,,,,,1.0,,90.0,,1.0,,,,,10.0,,7.7,,,1.0,3.0,,,,4.0,,12.0,19.0,31.0,1,4.0,44.0,,,,3.0
2020-21,8896881,5,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,False,,1.0,9.0,8.0,5.0,13.0,,,12.0,,,,,,,,,,,,,,,4.0,,,,,90.0,,,,,,,13.0,,8.5,5.0,6.0,,1.0,,,1.0,22.0,,20.0,6.0,26.0,0,,45.0,,,,
2020-21,8896881,5,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,4.0,20.0,8.0,28.0,2.0,1.0,7.0,,,,,,,1.0,5.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,25.0,,6.6,,,,2.0,1.0,5.0,,12.0,,35.0,13.0,43.0,0,1.0,71.0,2.0,1.0,,1.0
2020-21,8896881,5,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,True,,,2.0,7.0,2.0,9.0,2.0,,3.0,,,,,,,,3.0,1.0,,,1.0,,,,,,,,21.0,,,,,,,4.0,,6.5,,,,,,1.0,,3.0,,11.0,2.0,12.0,0,,17.0,,1.0,,
2020-21,8896881,5,90,Burnley,Away,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,1.0,15.0,15.0,30.0,2.0,4.0,6.0,,,,,,,,5.0,8.0,,,3.0,,,,,1.0,,,90.0,,,,,,,16.0,,6.9,,,,1.0,1.0,,,5.0,,25.0,19.0,44.0,0,2.0,55.0,2.0,1.0,1.0,2.0
2020-21,8896881,5,90,Burnley,Away,365296,168399,Will Norris,will-norris,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896881,5,90,Burnley,Away,914891,218023,Jimmy Dunne,jimmy-dunne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896881,5,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,3.0,,1.0,15.0,9.0,21.0,1.0,2.0,7.0,,,,1.0,,,3.0,5.0,14.0,,,,,,,,,2.0,,90.0,,,,,,,26.0,,7.7,,,1.0,,6.0,17.0,,5.0,,36.0,10.0,29.0,1,2.0,69.0,1.0,4.0,6.0,1.0
2020-21,8896881,5,90,Burnley,Away,982139,195471,Anthony Driscoll-Glennon,anthony-driscoll-glennon,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896877,6,90,Burnley,Home,21299,40845,Dale Stephens,dale-stephens,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896877,6,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,6.6,,,,,,,,,,2.0,2.0,4.0,0,,5.0,,,,
2020-21,8896877,6,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,12.0,5.0,17.0,9.0,4.0,3.0,,,1.0,1.0,,,,11.0,7.0,,,2.0,,,,,,1.0,,89.0,,,,,,,5.0,,6.7,,,1.0,1.0,,1.0,,,3.0,15.0,5.0,19.0,2,1.0,32.0,2.0,2.0,,
2020-21,8896877,6,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,2.0,,4.0,24.0,11.0,33.0,2.0,1.0,5.0,1.0,,1.0,,,,,2.0,4.0,,,,,,,,,4.0,,90.0,1.0,,,,,,11.0,,7.6,,,,1.0,1.0,2.0,,9.0,,32.0,12.0,42.0,2,1.0,55.0,1.0,1.0,1.0,
2020-21,8896877,6,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,1.0,17.0,5.0,22.0,1.0,1.0,5.0,,,,,,,,3.0,4.0,,,1.0,,,,,1.0,,,84.0,1.0,,,,,,12.0,,6.8,,,1.0,,3.0,2.0,,1.0,,27.0,5.0,30.0,2,,40.0,1.0,1.0,2.0,
2020-21,8896877,6,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,10.0,3.0,13.0,6.0,9.0,2.0,,,2.0,,,,2.0,9.0,9.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,12.0,,6.8,,,,2.0,,,,,1.0,15.0,4.0,19.0,3,,30.0,4.0,,,
2020-21,8896877,6,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0,,2.0,1.0,,,
2020-21,8896877,6,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,4.0,13.0,11.0,24.0,2.0,1.0,1.0,,,,2.0,,,1.0,6.0,5.0,,,1.0,,,,,5.0,,,90.0,,,,,,,20.0,,6.6,,,,1.0,1.0,2.0,,13.0,,26.0,13.0,37.0,0,2.0,64.0,2.0,1.0,1.0,2.0
2020-21,8896877,6,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,False,,,2.0,5.0,17.0,22.0,2.0,2.0,8.0,,,,2.0,,,,6.0,4.0,,,2.0,,,,,2.0,,,90.0,,2.0,,,,,11.0,,6.6,,,,1.0,,,,7.0,,13.0,20.0,33.0,0,2.0,41.0,,,,1.0
2020-21,8896877,6,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,5.0,8.0,17.0,25.0,2.0,5.0,3.0,,1.0,,,,,,2.0,6.0,,,,,,,,2.0,,,90.0,1.0,2.0,,,,,3.0,,7.4,,,1.0,3.0,,,,6.0,,11.0,17.0,28.0,2,1.0,41.0,,,,1.0
2020-21,8896877,6,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,False,,1.0,10.0,8.0,4.0,12.0,,,17.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,23.0,,6.7,2.0,2.0,,1.0,,,1.0,33.0,,29.0,6.0,35.0,0,,44.0,,,,
2020-21,8896877,6,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,3.0,,5.0,19.0,15.0,31.0,1.0,1.0,4.0,,,,1.0,,,,4.0,4.0,,,,,,,,,,,90.0,,,,,,,14.0,,6.6,,,,4.0,3.0,5.0,,11.0,,25.0,18.0,38.0,0,2.0,61.0,,,1.0,1.0
2020-21,8896877,6,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896877,6,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,1.0,27.0,12.0,39.0,2.0,2.0,7.0,,,,,,,1.0,4.0,8.0,,,1.0,,,,,3.0,2.0,,90.0,,,,,,,9.0,,7.5,,,2.0,2.0,1.0,,,1.0,,32.0,13.0,45.0,2,4.0,64.0,1.0,1.0,1.0,4.0
2020-21,8896877,6,90,Burnley,Home,826259,220037,Bailey Peacock-Farrell,bailey-peacock-farrell,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896877,6,90,Burnley,Home,914891,218023,Jimmy Dunne,jimmy-dunne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896877,6,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,,,3.0,19.0,9.0,28.0,,,3.0,,,,1.0,,,3.0,5.0,4.0,,,,,,,,1.0,1.0,,90.0,,,,,,,15.0,,6.6,,,,,2.0,3.0,,6.0,,26.0,11.0,34.0,0,2.0,49.0,2.0,1.0,1.0,1.0
2020-21,8896877,6,90,Burnley,Home,974553,217401,Josh Benson,josh-benson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896888,7,90,Burnley,Home,21299,40845,Dale Stephens,dale-stephens,M,False,,,1.0,4.0,2.0,6.0,,,3.0,,,,,,,1.0,2.0,2.0,,,1.0,,,,,2.0,,,45.0,,,,,,,6.0,,6.6,,,,1.0,,,,2.0,,9.0,2.0,11.0,0,1.0,19.0,,1.0,,1.0
2020-21,8896888,7,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,6.0,3.0,9.0,,,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,1.0,,45.0,,,,,,,3.0,,6.6,,,,,3.0,,,,,8.0,3.0,11.0,1,,17.0,,,2.0,
2020-21,8896888,7,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,9.0,5.0,14.0,4.0,1.0,1.0,,1.0,,,,,2.0,9.0,1.0,,,3.0,,,,,,1.0,,73.0,,1.0,,,,,7.0,,6.2,,,2.0,,,1.0,,,,12.0,5.0,16.0,2,,26.0,1.0,,,
2020-21,8896888,7,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,5.0,29.0,25.0,54.0,1.0,,5.0,,,,1.0,,,1.0,3.0,3.0,,,,,,,,,,,90.0,,,,,,,16.0,,6.4,,,,,,2.0,,11.0,,42.0,25.0,65.0,0,2.0,74.0,2.0,1.0,,2.0
2020-21,8896888,7,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,6.0,2.0,8.0,2.0,2.0,,,,,,,,2.0,6.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,9.0,,6.4,,,,1.0,,,,1.0,1.0,11.0,3.0,14.0,0,,23.0,1.0,3.0,,
2020-21,8896888,7,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896888,7,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,3.0,18.0,17.0,35.0,1.0,1.0,8.0,1.0,,,1.0,,,,2.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,20.0,,6.7,,,1.0,2.0,1.0,1.0,,9.0,,29.0,23.0,51.0,1,2.0,73.0,1.0,1.0,1.0,2.0
2020-21,8896888,7,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,False,,,4.0,5.0,24.0,29.0,3.0,2.0,6.0,,,,,,,,5.0,4.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,6.0,,6.5,,,,5.0,,,,7.0,,10.0,25.0,35.0,0,1.0,44.0,,1.0,,1.0
2020-21,8896888,7,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,5.0,10.0,17.0,27.0,1.0,1.0,2.0,,,,,,,,2.0,5.0,,,1.0,,,,,,,,90.0,,2.0,,,,,9.0,,6.8,,,1.0,4.0,,,,8.0,,15.0,20.0,35.0,1,2.0,48.0,1.0,2.0,,1.0
2020-21,8896888,7,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,False,,,10.0,9.0,5.0,14.0,,,10.0,,,,,,,,,,1.0,,,,,,,1.0,,,90.0,,,,,,,14.0,,6.2,4.0,6.0,,,,,,23.0,,20.0,7.0,27.0,0,,39.0,,,,
2020-21,8896888,7,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,2.0,5.0,12.0,17.0,1.0,,4.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,19.0,,6.3,,,,2.0,,3.0,,6.0,,18.0,15.0,30.0,0,2.0,46.0,1.0,,,2.0
2020-21,8896888,7,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,1.0,5.0,2.0,7.0,,1.0,,,,,1.0,,,1.0,3.0,2.0,,,,,,,,,,,17.0,,,,,,,7.0,,6.5,,,,,1.0,1.0,,1.0,,8.0,3.0,10.0,0,1.0,19.0,1.0,,,
2020-21,8896888,7,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,3.0,29.0,18.0,47.0,,1.0,9.0,,,,1.0,,,,2.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,7.0,,6.9,,,,,,,,3.0,,36.0,18.0,54.0,0,1.0,63.0,,1.0,,1.0
2020-21,8896888,7,90,Burnley,Home,826259,220037,Bailey Peacock-Farrell,bailey-peacock-farrell,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896888,7,90,Burnley,Home,914891,218023,Jimmy Dunne,jimmy-dunne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896888,7,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,,,1.0,13.0,14.0,27.0,1.0,,6.0,,,,4.0,,,3.0,9.0,7.0,,,,,,,,,,,90.0,,,,,,,15.0,,6.0,,,,1.0,4.0,2.0,,4.0,,19.0,16.0,33.0,0,1.0,54.0,2.0,3.0,3.0,
2020-21,8896888,7,90,Burnley,Home,993533,461096,Lewis Richardson,lewis-richardson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896888,7,90,Burnley,Home,1033353,461450,Max Thompson,max-thompson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896871,8,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,1.0,,1.0,1.0,1.0,,,,,2.0,,,,3.0,3.0,,,,,,,,,,,20.0,,,,,,,1.0,,6.6,,,,,,,,,,2.0,,2.0,0,2.0,7.0,,,,1.0
2020-21,8896871,8,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,7.0,7.0,14.0,1.0,5.0,2.0,,,,1.0,,,4.0,7.0,8.0,,,2.0,,,,,2.0,1.0,,70.0,,1.0,,,,,12.0,,6.7,,,,1.0,,,,,1.0,10.0,9.0,19.0,0,,34.0,2.0,3.0,,
2020-21,8896871,8,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,4.0,21.0,25.0,46.0,,,5.0,,,,2.0,,,,3.0,,,,,,,,,,,,90.0,,1.0,,,,,15.0,,6.4,,,,2.0,1.0,1.0,,11.0,,30.0,28.0,57.0,0,,66.0,,,,
2020-21,8896871,8,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896871,8,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,8.0,3.0,11.0,2.0,4.0,1.0,,,,,,,,2.0,6.0,,,1.0,,,,,,,,84.0,1.0,,,,,,8.0,,6.9,,,,,,,,,,13.0,5.0,18.0,1,1.0,22.0,1.0,1.0,,
2020-21,8896871,8,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,2.0,,6.5,,,,,,,,,,3.0,,3.0,0,,4.0,,,,
2020-21,8896871,8,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,1.0,11.0,12.0,22.0,,,7.0,,,,1.0,,,,1.0,2.0,,,,,,,1.0,2.0,,,90.0,,,,,,,11.0,,7.2,,,,3.0,1.0,3.0,,5.0,,19.0,13.0,29.0,0,1.0,48.0,2.0,,1.0,
2020-21,8896871,8,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896871,8,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,4.0,8.0,28.0,36.0,2.0,3.0,3.0,,,,,,,,2.0,5.0,,,,,,,,1.0,,,90.0,,4.0,,,,,9.0,,7.8,,,1.0,6.0,,,,8.0,,15.0,30.0,45.0,1,1.0,60.0,,1.0,,1.0
2020-21,8896871,8,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,3.0,25.0,28.0,3.0,4.0,1.0,,,,,,,,4.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,7.0,,7.0,,,,7.0,,,,8.0,,7.0,27.0,34.0,0,,45.0,1.0,,,
2020-21,8896871,8,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,False,,2.0,10.0,6.0,10.0,16.0,,1.0,13.0,,,,,,,,,2.0,,,,,,2.0,,1.0,,,90.0,,,,,,,14.0,,7.7,3.0,3.0,,2.0,,,2.0,23.0,,17.0,12.0,29.0,0,,45.0,,,,
2020-21,8896871,8,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,1.0,,4.0,11.0,20.0,30.0,,2.0,4.0,,,,1.0,,,1.0,3.0,5.0,,,,,,,,2.0,1.0,,90.0,,3.0,,,,,17.0,,7.4,,,,7.0,1.0,2.0,,11.0,,18.0,25.0,41.0,0,1.0,71.0,,2.0,,1.0
2020-21,8896871,8,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,,,,11.0,7.0,18.0,3.0,1.0,6.0,,,,4.0,,,,9.0,7.0,,,1.0,,,,,2.0,,,90.0,,,,,,,13.0,,6.8,,,1.0,3.0,2.0,3.0,,3.0,,16.0,11.0,24.0,1,4.0,46.0,2.0,1.0,1.0,4.0
2020-21,8896871,8,90,Burnley,Away,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,1.0,16.0,22.0,38.0,1.0,3.0,12.0,,,,,,,1.0,2.0,7.0,,,,,,,,1.0,,,90.0,,,,,,,7.0,,7.0,,,,,1.0,,,4.0,,21.0,23.0,44.0,0,2.0,55.0,,1.0,1.0,2.0
2020-21,8896871,8,90,Burnley,Away,826259,220037,Bailey Peacock-Farrell,bailey-peacock-farrell,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896871,8,90,Burnley,Away,914891,218023,Jimmy Dunne,jimmy-dunne,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896871,8,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,4.0,,6.0,11.0,17.0,24.0,,1.0,5.0,,,,1.0,,,,3.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,13.0,,7.6,,,1.0,,4.0,7.0,,7.0,,19.0,19.0,31.0,1,2.0,55.0,,1.0,2.0,1.0
2020-21,8896871,8,90,Burnley,Away,1033353,461450,Max Thompson,max-thompson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896853,9,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896853,9,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,2.0,1.0,,,2.0,,,,,,,,13.0,,,,,,,,,6.5,,,,,,,,,,,,,0,1.0,2.0,,,,
2020-21,8896853,9,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,1.0,9.0,9.0,18.0,2.0,,6.0,1.0,,2.0,3.0,,,3.0,12.0,6.0,,,3.0,,,,,1.0,1.0,,90.0,,1.0,,,,,17.0,,7.0,,,,,3.0,,,1.0,1.0,12.0,9.0,21.0,2,1.0,49.0,10.0,3.0,2.0,1.0
2020-21,8896853,9,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896853,9,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,2.0,25.0,16.0,41.0,1.0,,8.0,,,,2.0,,,,4.0,1.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,,14.0,,6.8,,,,1.0,,2.0,,5.0,,38.0,17.0,53.0,1,,63.0,,1.0,,
2020-21,8896853,9,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,1.0,14.0,13.0,27.0,1.0,,6.0,,1.0,,1.0,,,,3.0,,,,1.0,,,,1.0,,1.0,,67.0,,,,,,,5.0,,6.3,,,1.0,1.0,,,,4.0,,17.0,14.0,31.0,1,,35.0,1.0,,,
2020-21,8896853,9,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,12.0,1.0,13.0,7.0,5.0,1.0,,2.0,,,,,2.0,9.0,6.0,,,,,1.0,,,,2.0,,90.0,3.0,,,,,,12.0,,6.8,,,,,,,,1.0,1.0,20.0,1.0,21.0,3,,33.0,2.0,1.0,,
2020-21,8896853,9,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896853,9,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,5.0,12.0,16.0,28.0,,,8.0,,,,3.0,,,1.0,7.0,2.0,,,2.0,,,,,,,,90.0,,,,,,,20.0,,6.0,,,,1.0,1.0,,,17.0,,23.0,22.0,45.0,0,2.0,54.0,1.0,,,2.0
2020-21,8896853,9,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896853,9,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,5.0,6.0,25.0,31.0,1.0,4.0,7.0,,,,,,,,1.0,6.0,,,,,,,,4.0,,,90.0,,,,,,,20.0,,7.2,,,,3.0,,,,11.0,,15.0,35.0,50.0,0,1.0,62.0,,1.0,,
2020-21,8896853,9,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,5.0,9.0,29.0,38.0,6.0,6.0,2.0,,,,,,,,8.0,9.0,,,2.0,,,,,,1.0,,90.0,,,,,,,11.0,,7.3,,,1.0,5.0,,,,7.0,,15.0,34.0,49.0,1,2.0,62.0,,1.0,,
2020-21,8896853,9,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,False,,,9.0,6.0,5.0,11.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,14.0,1.0,8.0,3.0,5.0,,1.0,,,,22.0,,18.0,6.0,24.0,0,,35.0,,,,
2020-21,8896853,9,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,1.0,,4.0,16.0,12.0,27.0,1.0,,5.0,,,,2.0,,,,5.0,4.0,,,1.0,,,,,,1.0,,90.0,,1.0,,,,,12.0,,7.0,,,,2.0,3.0,2.0,,9.0,,22.0,16.0,36.0,0,2.0,63.0,,,2.0,1.0
2020-21,8896853,9,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,,17.0,,,,,,,4.0,,6.3,,,,,,,,2.0,,3.0,3.0,6.0,0,,8.0,,1.0,,
2020-21,8896853,9,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,,16.0,21.0,37.0,3.0,1.0,3.0,,,,1.0,,,,5.0,4.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,,6.0,,7.2,,,,2.0,,,,1.0,,20.0,23.0,43.0,0,3.0,57.0,,,,2.0
2020-21,8896853,9,90,Burnley,Home,826259,220037,Bailey Peacock-Farrell,bailey-peacock-farrell,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896853,9,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,1.0,,,14.0,11.0,24.0,1.0,1.0,4.0,1.0,,1.0,,,,2.0,4.0,3.0,,1.0,,,,,,,2.0,,90.0,,,,,,,19.0,,6.7,,,1.0,1.0,1.0,7.0,,1.0,,24.0,13.0,30.0,2,2.0,55.0,2.0,,,1.0
2020-21,8896975,10,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,7.0,2.0,9.0,,,2.0,,,,,,,,,3.0,,,,,,,,,1.0,,23.0,,,,,,,,,6.8,,,,,,,,,,7.0,2.0,9.0,0,2.0,15.0,,1.0,,2.0
