season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089878,1,90,Burnley,Home,36922,95508,Fredrik Ulvestad,fredrik-ulvestad,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089878,1,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,1.0,7.0,2.0,9.0,,1.0,2.0,,,1.0,1.0,,,2.0,3.0,1.0,,,,,,,,1.0,,,15.0,,,,,,,,5.0,,6.2,,,,,,1.0,,1.0,,10.0,2.0,11.0,1,,17.0,,,,
2016-17,7089878,1,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,2.0,,4.0,7.0,12.0,17.0,2.0,2.0,5.0,,,,2.0,,,1.0,6.0,3.0,,,1.0,,,,,3.0,2.0,,90.0,,1.0,,,,,,25.0,,7.1,,,1.0,1.0,,5.0,,8.0,,21.0,12.0,28.0,1,1.0,62.0,1.0,,,1.0
2016-17,7089878,1,90,Burnley,Home,73951,73426,Andre Gray,andre-gray,F,False,,,,6.0,3.0,9.0,1.0,1.0,1.0,,1.0,,,,,3.0,6.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,,15.0,,6.4,,,3.0,,4.0,2.0,,,1.0,14.0,3.0,15.0,4,,33.0,1.0,2.0,2.0,
2016-17,7089878,1,90,Burnley,Home,110846,106611,Michael Keane,michael-keane,D,False,,,6.0,14.0,20.0,34.0,2.0,,4.0,,,,1.0,,,,3.0,3.0,,,,,,,,2.0,,,90.0,,,,,,,,7.0,,6.6,,,,3.0,1.0,,,11.0,,19.0,20.0,39.0,0,,51.0,1.0,2.0,1.0,
2016-17,7089878,1,90,Burnley,Home,124697,85017,Tendayi Darikwa,tendayi-darikwa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089878,1,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,8.0,7.0,26.0,33.0,6.0,1.0,6.0,,,,,,,1.0,7.0,4.0,,,,,,,,4.0,,,90.0,,,,,,,,5.0,,7.1,,,,5.0,,,,11.0,,10.0,27.0,37.0,0,3.0,52.0,,1.0,,2.0
2016-17,7089878,1,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,90,Burnley,Home,940,15982,Dean Marney,dean-marney,M,False,,,3.0,5.0,10.0,15.0,1.0,,3.0,,,,2.0,,,1.0,7.0,1.0,,,3.0,,,,,,,,90.0,,2.0,,,,,,8.0,,6.6,,,,2.0,1.0,,,6.0,,10.0,12.0,22.0,0,,31.0,,,1.0,
2016-17,7090382,2,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,,,1.0,5.0,7.0,12.0,,,2.0,,,,3.0,,,,4.0,2.0,,,1.0,1.0,,,,4.0,1.0,,56.0,,1.0,,,,,,6.0,,7.2,,,,1.0,1.0,,,2.0,,8.0,8.0,16.0,0,1.0,27.0,2.0,,1.0,1.0
2016-17,7090382,2,90,Burnley,Home,17056,39158,Scott Arfield,scott-arfield,M,False,,,1.0,8.0,6.0,14.0,1.0,2.0,2.0,,,,5.0,,,,10.0,4.0,,,4.0,,,,,4.0,,,90.0,,1.0,,,,,,10.0,,6.9,,,,1.0,,,,4.0,,13.0,10.0,23.0,0,2.0,38.0,1.0,,,2.0
2016-17,7090382,2,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,14.0,13.0,2.0,15.0,,,9.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,20.0,1.0,7.5,1.0,5.0,,1.0,,,,34.0,,32.0,3.0,35.0,0,,44.0,,,,
2016-17,7090382,2,90,Burnley,Home,19346,15944,Michael Kightly,michael-kightly,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,7.0,7.0,14.0,5.0,9.0,2.0,,,,,,,3.0,9.0,10.0,,,,,1.0,,,,,,82.0,1.0,,,,,,,18.0,,7.3,,,,1.0,2.0,,,,,17.0,8.0,25.0,1,,35.0,,,1.0,
2016-17,7090382,2,90,Burnley,Home,20220,34654,Lukas Jutkiewicz,lukas-jutkiewicz,F,True,,,,,,,3.0,,,,,,,,,,4.0,,,,1.0,,,,,,,,8.0,,,,,,,,1.0,,6.4,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2016-17,7090382,2,90,Burnley,Home,20653,28244,George Boyd,george-boyd,M,False,,,1.0,6.0,5.0,11.0,1.0,1.0,9.0,,,,2.0,,,1.0,5.0,7.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,7.0,,6.9,,,,,1.0,,,3.0,,8.0,7.0,15.0,0,4.0,29.0,1.0,1.0,1.0,2.0
2016-17,7090382,2,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,,,1.0,3.0,7.0,10.0,,1.0,2.0,,,,1.0,,,1.0,3.0,3.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,8.0,,6.9,,,,,,1.0,,6.0,,9.0,7.0,15.0,0,,26.0,1.0,2.0,,
2016-17,7090382,2,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,5.0,,5.0,,,1.0,,,,,,,,,2.0,,,,,,,,1.0,,,34.0,,,,,,,,4.0,,6.8,,,,,1.0,,,1.0,,6.0,2.0,8.0,0,,13.0,1.0,1.0,1.0,
2016-17,7090382,2,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,1.0,4.0,5.0,9.0,,1.0,4.0,,,,3.0,,,,3.0,4.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,12.0,,7.2,,,,6.0,,2.0,,5.0,,11.0,8.0,17.0,0,3.0,41.0,,1.0,,3.0
2016-17,7090382,2,90,Burnley,Home,73951,73426,Andre Gray,andre-gray,F,False,,,,4.0,3.0,7.0,,,7.0,,,,,,,8.0,11.0,3.0,,,1.0,1.0,1.0,,,1.0,1.0,,89.0,1.0,,,,,,,17.0,,7.4,,,1.0,,4.0,,,,3.0,6.0,3.0,9.0,2,1.0,31.0,4.0,,2.0,
2016-17,7090382,2,90,Burnley,Home,110846,106611,Michael Keane,michael-keane,D,False,,,,,9.0,9.0,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,4.0,,7.3,,,,11.0,,,,3.0,,3.0,10.0,13.0,0,1.0,32.0,,,,1.0
2016-17,7090382,2,90,Burnley,Home,124697,85017,Tendayi Darikwa,tendayi-darikwa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,1.0,1.0,8.0,9.0,,1.0,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,2.0,,,90.0,,2.0,,,,,,3.0,,7.5,,,,11.0,,,,1.0,,1.0,10.0,11.0,0,1.0,31.0,,,,1.0
2016-17,7090382,2,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090382,2,90,Burnley,Home,847938,234483,Aiden O'Neill,aiden-oneill,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,90,Burnley,Away,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,90,Burnley,Away,940,15982,Dean Marney,dean-marney,M,False,,,,18.0,27.0,45.0,,,2.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,2.0,,,72.0,,,,,,,,10.0,,6.5,,,1.0,2.0,,1.0,,4.0,,27.0,28.0,54.0,1,1.0,61.0,,,,1.0
2016-17,7090021,3,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,,,1.0,12.0,21.0,33.0,,,6.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,1.0,,,57.0,,,,,,,,6.0,,6.4,,,,2.0,,1.0,,3.0,,17.0,21.0,37.0,0,1.0,43.0,,,,1.0
2016-17,7090021,3,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,False,,,1.0,3.0,8.0,11.0,,2.0,7.0,,,,1.0,,,,4.0,4.0,,,2.0,,,,,1.0,,,57.0,,,,,,,,15.0,,6.5,,,1.0,,2.0,1.0,,2.0,,9.0,12.0,20.0,1,1.0,33.0,3.0,,1.0,1.0
2016-17,7090021,3,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,6.0,6.0,3.0,9.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,13.0,,7.0,5.0,6.0,,,,,,19.0,,18.0,4.0,22.0,0,,36.0,,,,
2016-17,7090021,3,90,Burnley,Away,19346,15944,Michael Kightly,michael-kightly,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,False,,,,10.0,1.0,11.0,6.0,5.0,2.0,,,1.0,,,,1.0,8.0,8.0,,,1.0,,,,,,,,90.0,,,,,,,,8.0,,6.7,,,,,1.0,,,,1.0,15.0,2.0,17.0,1,,23.0,,2.0,1.0,
2016-17,7090021,3,90,Burnley,Away,20220,34654,Lukas Jutkiewicz,lukas-jutkiewicz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,90,Burnley,Away,20653,28244,George Boyd,george-boyd,M,False,1.0,,,15.0,10.0,24.0,2.0,,2.0,,,,2.0,,,,4.0,3.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,4.0,,6.6,,,,1.0,,1.0,,,1.0,18.0,10.0,27.0,0,2.0,37.0,1.0,1.0,,1.0
2016-17,7090021,3,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,1.0,16.0,16.0,32.0,1.0,1.0,5.0,,,,1.0,,,1.0,4.0,8.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,16.0,,6.8,,,,7.0,3.0,1.0,,8.0,,25.0,20.0,44.0,0,3.0,70.0,,2.0,3.0,2.0
2016-17,7090021,3,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,4.0,,1.0,13.0,2.0,11.0,,1.0,1.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,3.0,,33.0,,,,,,,,11.0,,7.0,,,,,,8.0,,1.0,,22.0,3.0,17.0,0,1.0,30.0,,,,1.0
2016-17,7090021,3,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,,13.0,11.0,24.0,2.0,1.0,6.0,,,,,,,1.0,4.0,7.0,,,1.0,,,,,6.0,,,90.0,,1.0,,,,,,12.0,,7.1,,,,3.0,1.0,4.0,,1.0,,22.0,11.0,29.0,0,4.0,66.0,,1.0,1.0,3.0
2016-17,7090021,3,90,Burnley,Away,73951,73426,Andre Gray,andre-gray,F,False,,,,7.0,5.0,12.0,2.0,,1.0,,,,,,,2.0,5.0,1.0,,,,,,,,,1.0,,90.0,,,,,,,,11.0,,6.4,,,,,2.0,,,,,13.0,6.0,19.0,0,,26.0,1.0,,1.0,
2016-17,7090021,3,90,Burnley,Away,110846,106611,Michael Keane,michael-keane,D,False,,,1.0,6.0,24.0,30.0,1.0,2.0,7.0,,,,,,,,2.0,5.0,,1.0,1.0,,,,,1.0,,,90.0,,2.0,,,,,,8.0,,6.8,,,,8.0,,1.0,,4.0,,10.0,28.0,37.0,0,3.0,52.0,,,,3.0
2016-17,7090021,3,90,Burnley,Away,124697,85017,Tendayi Darikwa,tendayi-darikwa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,13.0,20.0,33.0,,,4.0,,,,2.0,1.0,,,3.0,,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,8.0,,6.9,,,1.0,7.0,,,,6.0,,19.0,21.0,40.0,1,,53.0,1.0,,,
2016-17,7090021,3,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,True,,,3.0,7.0,3.0,10.0,,2.0,2.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,,,18.0,,,,,,,,5.0,,6.3,,,1.0,,,1.0,,4.0,,12.0,3.0,14.0,1,,16.0,,,,
2016-17,7090021,3,90,Burnley,Away,847938,234483,Aiden O'Neill,aiden-oneill,M,True,,,2.0,13.0,16.0,29.0,1.0,1.0,4.0,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,33.0,,1.0,,,,,,5.0,,6.8,,,,,,1.0,,2.0,,17.0,17.0,33.0,1,1.0,38.0,,,,
2016-17,7090041,4,90,Burnley,Home,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,90,Burnley,Home,940,15982,Dean Marney,dean-marney,M,False,,,8.0,30.0,21.0,51.0,,1.0,2.0,,,1.0,,,,,,3.0,,,,1.0,,,,1.0,1.0,,90.0,,,,,,,,10.0,,7.4,,,2.0,4.0,,,,13.0,,39.0,22.0,61.0,3,1.0,72.0,,2.0,,1.0
2016-17,7090041,4,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,3.0,,7.0,26.0,34.0,57.0,,,12.0,,,,1.0,,,2.0,6.0,6.0,,,2.0,,1.0,,,3.0,2.0,,75.0,1.0,,,,,,,13.0,,8.4,,,,,5.0,4.0,,12.0,,34.0,36.0,66.0,1,2.0,84.0,,,4.0,2.0
2016-17,7090041,4,90,Burnley,Home,17056,39158,Scott Arfield,scott-arfield,M,True,,,,2.0,1.0,3.0,,,2.0,,,,,,,,2.0,,,,2.0,,,,,2.0,1.0,,14.0,,,,,,,,3.0,,6.4,,,,,,,,3.0,,5.0,1.0,6.0,0,,8.0,,,,
2016-17,7090041,4,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,11.0,11.0,10.0,21.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,9.0,,6.6,1.0,2.0,,,,,,20.0,,19.0,11.0,30.0,0,,37.0,,,,
2016-17,7090041,4,90,Burnley,Home,19346,15944,Michael Kightly,michael-kightly,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,9.0,4.0,13.0,3.0,6.0,1.0,,,,,,,3.0,6.0,7.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,14.0,,6.8,,,1.0,,,,,,,17.0,4.0,21.0,1,1.0,33.0,3.0,,,1.0
2016-17,7090041,4,90,Burnley,Home,20653,28244,George Boyd,george-boyd,M,False,1.0,,,9.0,1.0,9.0,1.0,1.0,1.0,,,2.0,3.0,,,1.0,6.0,4.0,,,,,,,,1.0,,,90.0,1.0,,,,,,,7.0,,6.8,,,1.0,2.0,1.0,2.0,,,,13.0,1.0,12.0,4,3.0,29.0,1.0,,,3.0
2016-17,7090041,4,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,,,2.0,14.0,13.0,27.0,2.0,1.0,5.0,,,,,,,1.0,6.0,2.0,,,3.0,,,,,4.0,,,90.0,,,,,,,,14.0,,6.4,,,1.0,2.0,1.0,3.0,,5.0,,23.0,13.0,33.0,1,,64.0,1.0,,1.0,
2016-17,7090041,4,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,1.0,15.0,6.0,21.0,,,2.0,,,1.0,,,,1.0,1.0,2.0,,,,,,,,3.0,,,76.0,,,,,,,,12.0,,6.9,,,,,1.0,3.0,,3.0,,24.0,7.0,28.0,1,1.0,43.0,1.0,,1.0,1.0
2016-17,7090041,4,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,3.0,,2.0,18.0,15.0,30.0,1.0,,3.0,,,,,,,2.0,3.0,1.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,17.0,,6.9,,,,3.0,,6.0,,3.0,,30.0,15.0,39.0,0,1.0,68.0,1.0,,,1.0
2016-17,7090041,4,90,Burnley,Home,73951,73426,Andre Gray,andre-gray,F,False,,,,4.0,2.0,6.0,,,1.0,,,1.0,,,,2.0,5.0,1.0,,,3.0,,,,,,1.0,,80.0,,,,,,,,6.0,,6.6,,,,,1.0,,,,,7.0,2.0,9.0,1,,16.0,1.0,,1.0,
2016-17,7090041,4,90,Burnley,Home,110846,106611,Michael Keane,michael-keane,D,False,,,5.0,12.0,21.0,33.0,2.0,2.0,5.0,,,,,,,,2.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,,8.0,,6.7,,,,8.0,,,,8.0,,16.0,23.0,39.0,0,,50.0,1.0,,,
2016-17,7090041,4,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,2.0,3.0,2.0,5.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,15.0,,,,,,,,,,6.5,,,,1.0,,,,2.0,,3.0,2.0,5.0,0,,7.0,,1.0,,
2016-17,7090041,4,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,6.0,12.0,22.0,34.0,1.0,5.0,5.0,,,,,,,,3.0,6.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,8.0,,7.2,,,1.0,13.0,,,,12.0,,18.0,24.0,42.0,1,1.0,61.0,,,,
2016-17,7090041,4,90,Burnley,Home,143024,91979,Jon Flanagan,jon-flanagan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090041,4,90,Burnley,Home,204336,106617,Patrick Bamford,patrick-bamford,F,True,,,,3.0,1.0,4.0,2.0,,,,,1.0,1.0,,,,3.0,,,,1.0,,,,,,,,10.0,,,,,,,,,,6.3,,,,,,,,,,3.0,1.0,4.0,1,,6.0,,,,
2016-17,7090050,5,90,Burnley,Away,921,1801,Paul Robinson,paul-robinson,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090050,5,90,Burnley,Away,940,15982,Dean Marney,dean-marney,M,False,,,6.0,14.0,23.0,37.0,,1.0,4.0,,,,1.0,,,,1.0,6.0,,,,,,,,,,,90.0,,,,,,,,9.0,,7.1,,,,,1.0,,,6.0,,19.0,26.0,45.0,0,4.0,53.0,1.0,,1.0,3.0
2016-17,7090050,5,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,,,,13.0,7.0,20.0,,,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,64.0,1.0,,,,,,,6.0,,6.1,,,,,,2.0,,1.0,,16.0,8.0,22.0,1,,30.0,1.0,,,
2016-17,7090050,5,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,False,,,,5.0,5.0,10.0,3.0,1.0,7.0,1.0,,,,,,2.0,5.0,3.0,,,,,,,,1.0,1.0,,57.0,,,,,,,,10.0,,6.5,,,,,,,,3.0,,11.0,6.0,17.0,0,1.0,26.0,,1.0,,1.0
2016-17,7090050,5,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,6.0,5.0,3.0,8.0,,,7.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,20.0,,6.3,2.0,4.0,,,,,,25.0,,21.0,7.0,28.0,0,,34.0,,,,
2016-17,7090050,5,90,Burnley,Away,19346,15944,Michael Kightly,michael-kightly,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090050,5,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,1.0,5.0,1.0,6.0,2.0,4.0,,,,,,,,,3.0,5.0,,,1.0,,,,,,,,26.0,,1.0,,,,,,6.0,,6.8,,,2.0,,1.0,,,1.0,,10.0,1.0,11.0,2,,16.0,1.0,,1.0,
2016-17,7090050,5,90,Burnley,Away,20653,28244,George Boyd,george-boyd,M,False,1.0,,,5.0,3.0,7.0,4.0,1.0,3.0,,,1.0,,,,,6.0,6.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,9.0,,6.8,,,,1.0,2.0,3.0,,2.0,,12.0,4.0,13.0,1,3.0,29.0,1.0,,2.0,3.0
2016-17,7090050,5,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,2.0,,5.0,13.0,15.0,26.0,,3.0,6.0,,,,3.0,,,1.0,4.0,6.0,,,,,,,,4.0,1.0,,90.0,,,,,,,,19.0,,6.7,,,,10.0,1.0,6.0,,12.0,,23.0,18.0,35.0,0,2.0,76.0,2.0,1.0,1.0,2.0
2016-17,7090050,5,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,1.0,7.0,4.0,11.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,33.0,1.0,1.0,,,,,,5.0,,6.7,,,,3.0,,,,2.0,,11.0,4.0,15.0,1,,22.0,,,,
2016-17,7090050,5,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,2.0,9.0,17.0,26.0,1.0,3.0,4.0,,,,1.0,,,,5.0,6.0,,,3.0,,,,,2.0,1.0,,90.0,,,,,,,,16.0,,6.4,,,,4.0,,1.0,,10.0,,21.0,19.0,39.0,0,2.0,63.0,,1.0,,2.0
