season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090020,3,25,Middlesbrough,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,1.0,,10.0,39.0,32.0,70.0,1.0,2.0,6.0,,,,3.0,,,1.0,6.0,4.0,,,1.0,,,,,4.0,1.0,,90.0,,,,,,9.0,,7.1,,,,,1.0,,1.0,,14.0,,45.0,34.0,78.0,0,1.0,89.0,,1.0,,
2016-17,7090020,3,25,Middlesbrough,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,1.0,,,21.0,11.0,31.0,,,4.0,,,,4.0,,,4.0,11.0,4.0,,,4.0,,,,,,2.0,,84.0,,,,,,16.0,,6.6,,,1.0,,,1.0,5.0,,1.0,,29.0,13.0,37.0,1,2.0,54.0,2.0,1.0,1.0,2.0
2016-17,7090020,3,25,Middlesbrough,Away,149795,169535,Julien De Sart,julien-de-sart,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090034,4,25,Middlesbrough,Home,816,12002,Stewart Downing,stewart-downing,M,False,4.0,,3.0,38.0,14.0,48.0,2.0,,3.0,,,,,,,,2.0,5.0,,,,1.0,,,,,3.0,,90.0,,,,,,21.0,,7.5,,,2.0,,1.0,,15.0,,5.0,,54.0,15.0,54.0,2,3.0,83.0,3.0,2.0,,2.0
2016-17,7090034,4,25,Middlesbrough,Home,45911,59044,Adam Clayton,adam-clayton,M,False,,,3.0,17.0,18.0,35.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,57.0,,,,,,4.0,,6.9,,,1.0,,,1.0,,,6.0,,20.0,19.0,39.0,1,1.0,45.0,,,1.0,1.0
2016-17,7090034,4,25,Middlesbrough,Home,100389,82428,Marten de Roon,marten-de-roon,M,True,,,3.0,18.0,5.0,23.0,2.0,,2.0,,,1.0,1.0,,,,3.0,2.0,,,,,,,,,,,33.0,,,,,,1.0,,6.7,,,,,1.0,,,,4.0,,19.0,5.0,24.0,1,2.0,29.0,,,,
2016-17,7090034,4,25,Middlesbrough,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,8.0,33.0,24.0,57.0,,,7.0,,,1.0,5.0,,,,5.0,4.0,,,,,,,,2.0,,,90.0,,,,,,8.0,,7.1,,,,,,2.0,1.0,,10.0,,38.0,26.0,63.0,1,2.0,72.0,,,2.0,2.0
2016-17,7090034,4,25,Middlesbrough,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,True,,,3.0,14.0,3.0,17.0,,,3.0,,,,3.0,,,,4.0,2.0,,,,,,,,,1.0,,33.0,1.0,,,,,10.0,,6.5,,,,,,2.0,4.0,,4.0,,21.0,3.0,20.0,1,,30.0,2.0,1.0,1.0,
2016-17,7090049,5,25,Middlesbrough,Away,816,12002,Stewart Downing,stewart-downing,M,False,,,2.0,30.0,22.0,52.0,1.0,,5.0,,,2.0,,,,1.0,3.0,1.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,16.0,,6.7,,,1.0,,1.0,,2.0,,4.0,,38.0,27.0,63.0,3,1.0,79.0,1.0,,,
2016-17,7090049,5,25,Middlesbrough,Away,45911,59044,Adam Clayton,adam-clayton,M,True,,,,2.0,2.0,4.0,,,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,6.0,,,,,,,,6.3,,,,,,,,,,,2.0,2.0,4.0,0,,4.0,,,,
2016-17,7090049,5,25,Middlesbrough,Away,100389,82428,Marten de Roon,marten-de-roon,M,False,,,2.0,21.0,33.0,54.0,,3.0,7.0,,,1.0,6.0,,,1.0,10.0,8.0,,,3.0,,,,,3.0,1.0,,90.0,,,,,,16.0,,6.4,,,,,2.0,,1.0,,3.0,,31.0,36.0,66.0,1,5.0,84.0,,,,4.0
2016-17,7090049,5,25,Middlesbrough,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,7.0,31.0,32.0,63.0,1.0,,8.0,,,,,,,1.0,5.0,5.0,,,3.0,,,,,1.0,,,84.0,,,,,,6.0,,7.0,,,,,,1.0,1.0,,8.0,,33.0,34.0,66.0,0,3.0,77.0,1.0,1.0,1.0,3.0
2016-17,7090049,5,25,Middlesbrough,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,2.0,,1.0,13.0,8.0,19.0,2.0,1.0,8.0,,,,4.0,,,2.0,13.0,7.0,,,,,,,,,1.0,,70.0,,,,,,19.0,,5.8,,,,,,9.0,3.0,,2.0,,20.0,8.0,25.0,0,1.0,49.0,4.0,1.0,4.0,1.0
2016-17,7090056,6,25,Middlesbrough,Home,816,12002,Stewart Downing,stewart-downing,M,False,4.0,,4.0,22.0,15.0,33.0,,,3.0,,,,1.0,,,,2.0,,,,,1.0,,,,2.0,4.0,,90.0,,,,,,7.0,,7.3,,,,,1.0,1.0,5.0,,5.0,,27.0,16.0,38.0,0,,50.0,,,,
2016-17,7090056,6,25,Middlesbrough,Home,45911,59044,Adam Clayton,adam-clayton,M,False,,,4.0,11.0,19.0,30.0,2.0,,7.0,,,,3.0,,,,7.0,9.0,,,1.0,,,,,3.0,,,82.0,,1.0,,,,8.0,,7.3,,,,,2.0,2.0,,,6.0,,14.0,22.0,36.0,0,6.0,55.0,1.0,2.0,1.0,5.0
2016-17,7090056,6,25,Middlesbrough,Home,100389,82428,Marten de Roon,marten-de-roon,M,False,,,1.0,10.0,23.0,33.0,2.0,,9.0,,,,4.0,,,,8.0,3.0,,,3.0,,,,,1.0,,,90.0,,,,,,13.0,,6.3,,,,,3.0,,,,7.0,,20.0,25.0,45.0,0,3.0,55.0,1.0,,,1.0
2016-17,7090056,6,25,Middlesbrough,Home,103117,80179,Adam Forshaw,adam-forshaw,M,True,,,,5.0,2.0,7.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,1.0,,6.8,,,1.0,,,,,,1.0,,6.0,2.0,8.0,1,1.0,10.0,,,,1.0
2016-17,7090056,6,25,Middlesbrough,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,,6.0,6.0,12.0,3.0,,2.0,,,2.0,1.0,,,2.0,8.0,2.0,,,1.0,,,,,,,,59.0,,,,,,8.0,,6.0,,,,,1.0,1.0,1.0,,,,8.0,8.0,15.0,2,2.0,26.0,1.0,,,2.0
2016-17,7090062,7,25,Middlesbrough,Away,816,12002,Stewart Downing,stewart-downing,M,False,1.0,,2.0,18.0,20.0,37.0,,1.0,5.0,,,1.0,,,,,,6.0,,,,,,,,,,,90.0,,,,,,18.0,,7.0,,,,,,,6.0,,6.0,,33.0,23.0,50.0,1,3.0,65.0,,2.0,,2.0
2016-17,7090062,7,25,Middlesbrough,Away,45911,59044,Adam Clayton,adam-clayton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090062,7,25,Middlesbrough,Away,100389,82428,Marten de Roon,marten-de-roon,M,False,,,5.0,20.0,32.0,52.0,3.0,3.0,4.0,,,1.0,4.0,,,,10.0,5.0,,,3.0,,,,,,,,90.0,,,,,,5.0,,6.2,,,,,1.0,,,,6.0,,24.0,33.0,57.0,1,1.0,63.0,,1.0,,1.0
2016-17,7090062,7,25,Middlesbrough,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,6.0,31.0,31.0,62.0,,,6.0,1.0,,,3.0,,,,3.0,4.0,,,,,,,,,1.0,,90.0,,,,,,15.0,,7.0,,,,,,1.0,2.0,,7.0,,43.0,32.0,73.0,0,2.0,81.0,1.0,1.0,1.0,2.0
2016-17,7090062,7,25,Middlesbrough,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,True,,,,11.0,4.0,15.0,1.0,,2.0,,,,,,,,2.0,6.0,,,,,,,,,,,31.0,,,,,,6.0,,6.9,,,1.0,,2.0,2.0,2.0,,,,13.0,5.0,16.0,1,4.0,31.0,,1.0,1.0,2.0
2016-17,7090076,8,25,Middlesbrough,Home,816,12002,Stewart Downing,stewart-downing,M,False,1.0,,7.0,27.0,16.0,42.0,,1.0,2.0,,,,,,,2.0,4.0,3.0,,,2.0,,,,,,1.0,,90.0,,,,,,19.0,,6.9,,,2.0,,1.0,,10.0,,11.0,,43.0,16.0,49.0,2,2.0,72.0,1.0,1.0,,2.0
2016-17,7090076,8,25,Middlesbrough,Home,45911,59044,Adam Clayton,adam-clayton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090076,8,25,Middlesbrough,Home,100389,82428,Marten de Roon,marten-de-roon,M,False,,,3.0,23.0,23.0,46.0,2.0,,12.0,,,,2.0,,,1.0,8.0,2.0,,,3.0,,,,,1.0,,,88.0,,,,,,11.0,,6.6,,,1.0,,3.0,,,,4.0,,29.0,27.0,56.0,1,2.0,65.0,,,,2.0
2016-17,7090076,8,25,Middlesbrough,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,3.0,38.0,28.0,66.0,1.0,,7.0,,,,1.0,,,1.0,4.0,3.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,5.0,,7.0,,,1.0,,,,,,4.0,,42.0,28.0,70.0,2,2.0,78.0,,1.0,,2.0
2016-17,7090076,8,25,Middlesbrough,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,2.0,,1.0,23.0,4.0,25.0,2.0,2.0,8.0,,,,,,,3.0,7.0,10.0,,,1.0,,,,,,1.0,,90.0,,,,,,22.0,,6.7,,,1.0,,,4.0,5.0,,1.0,,33.0,5.0,33.0,1,3.0,62.0,5.0,3.0,2.0,3.0
2016-17,7090116,9,25,Middlesbrough,Away,816,12002,Stewart Downing,stewart-downing,M,True,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,3.0,,6.6,,,,,1.0,,,,1.0,,3.0,1.0,4.0,0,,5.0,,,,
2016-17,7090116,9,25,Middlesbrough,Away,45911,59044,Adam Clayton,adam-clayton,M,False,,,1.0,5.0,13.0,18.0,1.0,1.0,7.0,,,,1.0,,,1.0,6.0,8.0,,,3.0,,,,,1.0,1.0,,90.0,,,,,,9.0,,7.3,,,,,3.0,2.0,,,2.0,,8.0,18.0,26.0,0,5.0,43.0,,,2.0,3.0
2016-17,7090116,9,25,Middlesbrough,Away,100389,82428,Marten de Roon,marten-de-roon,M,False,,,,7.0,6.0,13.0,4.0,2.0,2.0,,,,1.0,,,,6.0,2.0,,,1.0,,,,,3.0,,,90.0,,,,,,7.0,,6.4,,,,,,,2.0,,,,13.0,6.0,17.0,0,,27.0,1.0,,,
2016-17,7090116,9,25,Middlesbrough,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,3.0,12.0,7.0,19.0,2.0,1.0,3.0,,,,,,,1.0,5.0,5.0,,,1.0,,,,,,,,90.0,,,,,,10.0,,6.8,,,1.0,,3.0,1.0,1.0,,6.0,,19.0,7.0,25.0,1,4.0,40.0,1.0,,,2.0
2016-17,7090116,9,25,Middlesbrough,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,3.0,,1.0,11.0,4.0,12.0,1.0,,10.0,,1.0,1.0,6.0,,,1.0,10.0,6.0,,1.0,2.0,,,,1.0,1.0,2.0,,85.0,1.0,,,,,13.0,,6.6,,,1.0,,4.0,,5.0,,3.0,,18.0,6.0,19.0,3,4.0,43.0,2.0,2.0,,4.0
2016-17,7090116,9,25,Middlesbrough,Away,149795,169535,Julien De Sart,julien-de-sart,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090087,10,25,Middlesbrough,Home,816,12002,Stewart Downing,stewart-downing,M,False,1.0,,3.0,12.0,15.0,26.0,,,5.0,,,,,,,1.0,1.0,3.0,,,,,1.0,,,2.0,,,90.0,1.0,,,,,22.0,,7.5,,,1.0,,1.0,,8.0,,9.0,,27.0,19.0,38.0,2,3.0,60.0,2.0,,,3.0
2016-17,7090087,10,25,Middlesbrough,Home,14139,10460,Grant Leadbitter,grant-leadbitter,M,True,,,,7.0,6.0,13.0,,,5.0,,,1.0,,,,,2.0,2.0,,,1.0,,,,,,1.0,,27.0,,,,,,4.0,,6.9,,,,,,1.0,,,,,10.0,6.0,16.0,1,2.0,24.0,,,,
2016-17,7090087,10,25,Middlesbrough,Home,45911,59044,Adam Clayton,adam-clayton,M,False,,,5.0,12.0,19.0,31.0,,,5.0,,,,3.0,1.0,,,4.0,3.0,,,1.0,,,,,5.0,1.0,,90.0,,2.0,,,,2.0,,7.2,,,,,,,,,5.0,,12.0,20.0,32.0,0,1.0,44.0,1.0,2.0,,1.0
2016-17,7090087,10,25,Middlesbrough,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,5.0,22.0,19.0,41.0,1.0,,7.0,,,,4.0,,,1.0,7.0,4.0,,,1.0,,,,,3.0,3.0,,90.0,,,,,,3.0,,7.1,,,,,1.0,1.0,,,6.0,,24.0,19.0,43.0,0,2.0,54.0,,1.0,1.0,1.0
2016-17,7090087,10,25,Middlesbrough,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,2.0,17.0,6.0,23.0,,1.0,7.0,,,1.0,5.0,,,1.0,7.0,8.0,,,1.0,,1.0,,,1.0,1.0,,63.0,1.0,1.0,,,,14.0,,7.6,,,1.0,,,3.0,3.0,,4.0,,25.0,9.0,31.0,3,4.0,52.0,2.0,,3.0,3.0
2016-17,7090083,11,25,Middlesbrough,Away,816,12002,Stewart Downing,stewart-downing,M,False,1.0,,1.0,6.0,5.0,10.0,1.0,,,,,1.0,1.0,,,1.0,3.0,,,,,,,,,1.0,,,78.0,,,,,,8.0,,6.4,,,1.0,,,,1.0,,1.0,,8.0,9.0,16.0,2,,23.0,,,,
2016-17,7090083,11,25,Middlesbrough,Away,14139,10460,Grant Leadbitter,grant-leadbitter,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090083,11,25,Middlesbrough,Away,45911,59044,Adam Clayton,adam-clayton,M,False,,,2.0,11.0,10.0,21.0,,,7.0,,,,1.0,,,1.0,4.0,5.0,,,2.0,,,,,1.0,2.0,,90.0,,3.0,,,,8.0,,7.2,,,,,,,,,3.0,,15.0,12.0,27.0,0,4.0,42.0,1.0,1.0,,3.0
2016-17,7090083,11,25,Middlesbrough,Away,100389,82428,Marten de Roon,marten-de-roon,M,False,,,2.0,10.0,8.0,18.0,1.0,3.0,5.0,,,,3.0,,,,8.0,6.0,,,4.0,,1.0,,,1.0,,,90.0,1.0,1.0,,,,11.0,,7.1,,,,,4.0,,1.0,,6.0,,16.0,11.0,26.0,1,2.0,40.0,1.0,1.0,,1.0
2016-17,7090083,11,25,Middlesbrough,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,1.0,12.0,2.0,14.0,4.0,1.0,3.0,,,,6.0,,,2.0,13.0,5.0,,,1.0,,,,,2.0,,,90.0,1.0,,,,,8.0,,6.1,,,,,,,,,2.0,,14.0,3.0,17.0,1,3.0,33.0,2.0,1.0,,3.0
2016-17,7090131,12,25,Middlesbrough,Home,816,12002,Stewart Downing,stewart-downing,M,True,1.0,,1.0,1.0,10.0,10.0,,,4.0,,,,,,,,,,,,,,,,,,,,19.0,,,,,,2.0,,6.7,,,,,1.0,,3.0,,1.0,,3.0,10.0,10.0,0,,15.0,,,,
2016-17,7090131,12,25,Middlesbrough,Home,14139,10460,Grant Leadbitter,grant-leadbitter,M,True,,,,3.0,1.0,4.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,4.0,2.0,6.0,0,,6.0,,,,
2016-17,7090131,12,25,Middlesbrough,Home,45911,59044,Adam Clayton,adam-clayton,M,False,,,4.0,14.0,24.0,38.0,,,5.0,,,,3.0,,,,4.0,1.0,,,1.0,,,,,1.0,1.0,,73.0,,,,,,3.0,,6.5,,,,,,,,,6.0,,17.0,24.0,41.0,0,1.0,44.0,,,,1.0
2016-17,7090131,12,25,Middlesbrough,Home,100389,82428,Marten de Roon,marten-de-roon,M,False,,,,20.0,15.0,35.0,1.0,4.0,6.0,,,1.0,3.0,,,,9.0,8.0,,,5.0,,,,,2.0,,,90.0,,,,,,10.0,,6.5,,,,,1.0,1.0,,,2.0,,28.0,16.0,44.0,1,4.0,57.0,,,,4.0
2016-17,7090131,12,25,Middlesbrough,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,,15.0,29.0,44.0,,1.0,5.0,,,1.0,2.0,,,1.0,3.0,8.0,,,,,,,,1.0,,,89.0,,,,,,5.0,,7.2,,,,,,,,,,,17.0,30.0,47.0,1,6.0,64.0,,1.0,,4.0
2016-17,7090131,12,25,Middlesbrough,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,2.0,15.0,10.0,25.0,2.0,,4.0,,,1.0,2.0,,,1.0,12.0,3.0,,,5.0,,,,,2.0,4.0,,90.0,,,,,,16.0,,6.5,,,2.0,,,3.0,3.0,,2.0,,24.0,12.0,33.0,3,1.0,51.0,2.0,1.0,1.0,1.0
2016-17,7090117,13,25,Middlesbrough,Away,816,12002,Stewart Downing,stewart-downing,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090117,13,25,Middlesbrough,Away,14139,10460,Grant Leadbitter,grant-leadbitter,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090117,13,25,Middlesbrough,Away,45911,59044,Adam Clayton,adam-clayton,M,False,,,4.0,10.0,36.0,46.0,1.0,1.0,10.0,,,,2.0,,,,3.0,8.0,,,,,,,,2.0,,,90.0,,,,,,5.0,,7.1,,,,,5.0,2.0,,,5.0,,14.0,37.0,51.0,0,1.0,65.0,,4.0,2.0,1.0
2016-17,7090117,13,25,Middlesbrough,Away,100389,82428,Marten de Roon,marten-de-roon,M,False,,,3.0,18.0,17.0,35.0,2.0,3.0,5.0,,,1.0,1.0,,,,4.0,5.0,,,1.0,,,,,4.0,1.0,,90.0,,,1.0,,,10.0,,6.5,,,1.0,,4.0,,1.0,,3.0,,26.0,18.0,43.0,2,1.0,58.0,1.0,1.0,,
2016-17,7090117,13,25,Middlesbrough,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,6.0,19.0,18.0,37.0,2.0,,6.0,,,,2.0,,,1.0,6.0,2.0,,,1.0,1.0,,,,,3.0,,90.0,,,,,,9.0,,7.0,,,,,,1.0,2.0,,8.0,,23.0,21.0,42.0,0,1.0,51.0,1.0,,1.0,1.0
2016-17,7090117,13,25,Middlesbrough,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,2.0,,1.0,11.0,7.0,16.0,1.0,1.0,12.0,,,1.0,1.0,,,2.0,7.0,4.0,,,1.0,1.0,,,,3.0,2.0,,88.0,,,,,,29.0,,6.7,,,,,,3.0,8.0,,4.0,,29.0,10.0,31.0,1,,62.0,3.0,2.0,1.0,
2016-17,7090093,14,25,Middlesbrough,Home,816,12002,Stewart Downing,stewart-downing,M,True,,,,2.0,2.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,2.0,,6.3,,,,,,1.0,1.0,,,1.0,3.0,2.0,4.0,0,,6.0,,,,
2016-17,7090093,14,25,Middlesbrough,Home,14139,10460,Grant Leadbitter,grant-leadbitter,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090093,14,25,Middlesbrough,Home,45911,59044,Adam Clayton,adam-clayton,M,False,,,5.0,37.0,34.0,71.0,,,7.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,1.0,,,90.0,,,,,,11.0,,6.9,,,1.0,,1.0,,1.0,,7.0,,43.0,37.0,79.0,1,2.0,92.0,1.0,,,1.0
2016-17,7090093,14,25,Middlesbrough,Home,100389,82428,Marten de Roon,marten-de-roon,M,False,,,2.0,22.0,13.0,35.0,4.0,,9.0,1.0,,,1.0,,,1.0,6.0,6.0,,,,,,,,,1.0,,90.0,,,,,,9.0,,7.3,,,,,,,,,3.0,,28.0,14.0,42.0,0,4.0,52.0,1.0,2.0,,4.0
2016-17,7090093,14,25,Middlesbrough,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,1.0,,4.0,42.0,14.0,55.0,3.0,,4.0,1.0,,,2.0,,,1.0,6.0,5.0,,,,,,,,1.0,2.0,,90.0,1.0,,,,,6.0,,7.5,,,,,1.0,1.0,3.0,,4.0,,46.0,14.0,57.0,1,2.0,72.0,1.0,2.0,1.0,2.0
2016-17,7090093,14,25,Middlesbrough,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,3.0,,4.0,43.0,12.0,52.0,1.0,,4.0,,,2.0,2.0,,,3.0,7.0,6.0,,,1.0,,1.0,,,,1.0,,87.0,2.0,,,,,17.0,,8.0,,,1.0,,,4.0,9.0,,6.0,,55.0,12.0,58.0,5,1.0,89.0,2.0,1.0,4.0,1.0
2016-17,7090149,15,25,Middlesbrough,Away,816,12002,Stewart Downing,stewart-downing,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090149,15,25,Middlesbrough,Away,14139,10460,Grant Leadbitter,grant-leadbitter,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
