season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089880,1,25,Middlesbrough,Home,816,12002,Stewart Downing,stewart-downing,M,False,4.0,,2.0,14.0,16.0,26.0,2.0,1.0,2.0,1.0,,,,,,1.0,5.0,1.0,,,1.0,,,,,1.0,3.0,,90.0,1.0,,,,,15.0,,7.0,,,,,,1.0,8.0,,5.0,,25.0,16.0,33.0,1,,49.0,1.0,,,
2016-17,7089880,1,25,Middlesbrough,Home,45911,59044,Adam Clayton,adam-clayton,M,False,,,,17.0,14.0,31.0,,2.0,2.0,,,1.0,5.0,,,,10.0,5.0,,,4.0,,,,,2.0,,,90.0,,1.0,,,,10.0,,6.2,,,1.0,,,1.0,,,1.0,,24.0,14.0,38.0,2,2.0,52.0,2.0,1.0,,1.0
2016-17,7089880,1,25,Middlesbrough,Home,100389,82428,Marten de Roon,marten-de-roon,M,False,,,,2.0,2.0,4.0,,,1.0,,,,3.0,,,,5.0,1.0,,,2.0,,,,,,,,22.0,,,,,,,,6.2,,,,,1.0,,,,,,2.0,2.0,4.0,0,1.0,6.0,,,,1.0
2016-17,7089880,1,25,Middlesbrough,Home,103117,80179,Adam Forshaw,adam-forshaw,M,True,,,1.0,11.0,16.0,27.0,2.0,,4.0,,,,,,,,4.0,2.0,,,2.0,,,,,3.0,,,68.0,,,,,,4.0,,6.8,,,,,,,,,2.0,,11.0,19.0,30.0,0,2.0,37.0,1.0,,,
2016-17,7089880,1,25,Middlesbrough,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,1.0,15.0,4.0,19.0,5.0,3.0,6.0,1.0,,,4.0,,,1.0,14.0,11.0,,,3.0,1.0,,,2.0,4.0,3.0,,88.0,,,,,,19.0,,7.5,,,2.0,,2.0,5.0,7.0,,3.0,1.0,27.0,6.0,26.0,2,2.0,59.0,2.0,4.0,3.0,2.0
2016-17,7090017,2,25,Middlesbrough,Away,816,12002,Stewart Downing,stewart-downing,M,False,2.0,,3.0,18.0,16.0,32.0,,,7.0,,,,1.0,,,,1.0,3.0,,,,,,,,2.0,1.0,,90.0,,,,,,15.0,,7.1,,,,,3.0,,2.0,,8.0,,25.0,21.0,44.0,0,2.0,60.0,1.0,1.0,,2.0
2016-17,7090017,2,25,Middlesbrough,Away,45911,59044,Adam Clayton,adam-clayton,M,False,,,5.0,23.0,29.0,52.0,,2.0,8.0,,,,5.0,,,3.0,12.0,11.0,,,4.0,,,,,1.0,,,90.0,,1.0,,,,11.0,,6.8,,,1.0,,1.0,,,,6.0,,27.0,33.0,60.0,1,7.0,80.0,,3.0,,4.0
2016-17,7090017,2,25,Middlesbrough,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,3.0,21.0,32.0,53.0,1.0,3.0,8.0,,,,3.0,,,1.0,5.0,9.0,,,,,,,,3.0,2.0,,90.0,,,,,,9.0,,7.5,,,1.0,,1.0,1.0,,,7.0,,26.0,35.0,61.0,1,4.0,77.0,,1.0,1.0,2.0
2016-17,7090017,2,25,Middlesbrough,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,False,,,2.0,14.0,10.0,24.0,2.0,,4.0,,,,3.0,,,1.0,8.0,6.0,,,,,,,,,,,59.0,1.0,,,,,7.0,,6.7,,,,,,4.0,,,2.0,,16.0,11.0,27.0,1,3.0,38.0,1.0,1.0,2.0,1.0
2016-17,7090017,2,25,Middlesbrough,Away,149795,169535,Julien De Sart,julien-de-sart,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090020,3,25,Middlesbrough,Away,816,12002,Stewart Downing,stewart-downing,M,False,1.0,,7.0,24.0,27.0,50.0,3.0,,8.0,,,,1.0,,,,4.0,2.0,,,,,,,,,,,90.0,,,,,,9.0,,7.1,,,2.0,,,,3.0,,10.0,,30.0,29.0,56.0,2,2.0,68.0,,,,2.0
2016-17,7090020,3,25,Middlesbrough,Away,45911,59044,Adam Clayton,adam-clayton,M,False,,,9.0,38.0,31.0,69.0,,2.0,7.0,,,,1.0,,,,1.0,7.0,,,,,,,,1.0,,,90.0,,,,,,8.0,,7.6,,,,,2.0,,,,11.0,,45.0,32.0,77.0,0,5.0,88.0,,1.0,,3.0
