matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367540,1,2023-08-12 13:00:00,3,Arsenal,Home,314.0,12.0,1.0,3.0,2.0,1.0,,382.0,8.0,,4.0,3.0,8.0,15.0,693.0,,,16.0,20.0,12.0,11.0,,1.0,1.0,,,,,,,,14.0,,,,,,7.0,4.0,2.0,8.0,7.0,99.0,53.0,,,,,5.0,5.0,7.0,,,8.0,6.0,,,9.0,,56.0,47.0,,9.0,2.0,,,78.0,12.0,12.0,2.0,,2.0,,,203.0,2.0,,,2.0,,,8.0,1.0,1.0,,2.0,1.0,7.0,7.0,1.0,4.0,240.0,76.0,54.0,3.0,,2.0,11.0,7.0,745.0,1.0,1.0,,79.0,110.0,33.0,,,,,,119.0,119.0,4.0,20.0,24.0,78.3,,,,,12.0,0.0,227.0,1.0,,1.0,,,1.0,3.0,,,3.0,166.0,671.0,5.0,13.0,329.0,22.0,9.0,12.0,8.0,14.0,6.0,1.0,207.0,5.0,454.0,1.0,,12.0,9.0,33.0,2.0,769.0,1.0,0.0,15.0,19.0,5.0,18.0,2.0,930.0,32.0,10.0,4.0,8.0,15.0,0.0
2367549,2,2023-08-21 20:00:00,3,Arsenal,Away,158.0,27.0,1.0,4.0,3.0,,1.0,268.0,4.0,,5.0,,5.0,24.0,422.0,,2.0,5.0,14.0,13.0,7.0,1.0,1.0,,,,,,,,1.0,11.0,1.0,,1.0,,1.0,4.0,10.0,4.0,11.0,3.0,89.0,51.0,2.0,2.0,1.0,1.0,6.0,4.0,10.0,,,8.0,7.0,5.0,,8.0,2.0,48.0,46.0,1.0,17.0,7.0,,,67.0,10.0,13.0,,,3.0,1.0,,140.0,,,,,,,7.0,,,,7.0,1.0,8.0,8.0,2.0,5.0,126.0,65.0,36.0,1.0,1.0,5.0,3.0,3.0,469.0,7.0,1.0,,81.0,106.0,31.0,,,,,1.0,114.0,114.0,2.0,30.0,12.0,53.1,1.0,,,,11.0,0.0,134.0,1.0,1.0,2.0,1.0,1.0,,7.0,,,4.0,143.0,408.0,6.0,8.0,171.0,47.0,17.0,12.0,8.0,21.0,13.0,,182.0,2.0,339.0,1.0,,13.0,5.0,54.0,2.0,489.0,1.0,1.0,14.0,14.0,3.0,10.0,1.0,651.0,33.0,8.0,6.0,8.0,7.0,0.0
2367559,3,2023-08-26 15:00:00,3,Arsenal,Home,213.0,27.0,3.0,8.0,5.0,1.0,,409.0,5.0,1.0,6.0,2.0,7.0,34.0,614.0,,2.0,16.0,14.0,9.0,13.0,1.0,5.0,,,,,,,,,13.0,1.0,,,,,2.0,6.0,2.0,16.0,3.0,122.0,62.0,3.0,3.0,2.0,1.0,12.0,3.0,1.0,,,8.0,12.0,10.0,,8.0,,38.0,43.0,1.0,10.0,4.0,1.0,1.0,78.0,6.0,5.0,1.0,,3.0,2.0,,176.0,1.0,,1.0,1.0,,,5.0,1.0,,1.0,4.0,,6.0,6.0,,6.0,196.0,60.0,48.0,3.0,,5.0,10.0,11.0,669.0,2.0,2.0,,97.0,121.0,58.0,,,,,1.0,135.0,135.0,6.0,15.0,35.0,71.1,,2.0,1.0,,20.0,0.0,186.0,1.0,,1.0,,1.0,,5.0,1.0,1.0,5.0,232.0,603.0,12.0,15.0,225.0,43.0,10.0,25.0,8.0,32.0,24.0,,274.0,5.0,487.0,,1.0,4.0,9.0,49.0,4.0,680.0,1.0,0.0,19.0,14.0,4.0,19.0,0.0,879.0,62.0,18.0,15.0,8.0,8.0,0.0
2367568,4,2023-09-03 16:30:00,3,Arsenal,Home,189.0,8.0,4.0,6.0,2.0,1.0,1.0,281.0,1.0,,6.0,4.0,1.0,14.0,464.0,,1.0,14.0,13.0,13.0,10.0,2.0,7.0,1.0,,,,,,,,10.0,,,,,,4.0,7.0,3.0,12.0,5.0,92.0,55.0,2.0,1.0,1.0,,7.0,8.0,4.0,,1.0,12.0,14.0,3.0,,5.0,1.0,40.0,43.0,,8.0,4.0,,,66.0,8.0,7.0,,,2.0,1.0,,156.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,,4.0,,8.0,8.0,1.0,6.0,140.0,47.0,34.0,3.0,2.0,3.0,12.0,5.0,518.0,7.0,,,83.0,80.0,41.0,,,,,,119.0,119.0,5.0,24.0,19.0,54.8,,,3.0,,22.0,0.0,144.0,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,5.0,168.0,452.0,7.0,15.0,207.0,25.0,8.0,22.0,8.0,26.0,18.0,2.0,209.0,1.0,351.0,,,9.0,1.0,32.0,2.0,532.0,3.0,0.0,17.0,11.0,1.0,17.0,2.0,712.0,44.0,11.0,12.0,12.0,8.0,0.0
2367580,5,2023-09-17 16:30:00,3,Arsenal,Away,320.0,17.0,1.0,6.0,5.0,,,281.0,5.0,1.0,7.0,,7.0,31.0,595.0,1.0,1.0,19.0,10.0,9.0,8.0,,4.0,2.0,,,,,,,,9.0,,,,,,5.0,4.0,4.0,9.0,4.0,110.0,55.0,,,,1.0,5.0,6.0,3.0,,1.0,11.0,11.0,3.0,,12.0,1.0,40.0,40.0,1.0,11.0,6.0,,,55.0,10.0,12.0,,,2.0,1.0,,184.0,1.0,,1.0,,1.0,,5.0,,2.0,1.0,6.0,,6.0,6.0,,7.0,193.0,61.0,48.0,1.0,,2.0,7.0,4.0,640.0,4.0,,,56.0,107.0,42.0,,,,,,126.0,126.0,4.0,25.0,16.0,74.0,,,,,13.0,0.0,181.0,,1.0,1.0,,1.0,2.0,3.0,,1.0,4.0,148.0,569.0,5.0,9.0,346.0,29.0,11.0,17.0,3.0,18.0,15.0,2.0,190.0,2.0,340.0,2.0,1.0,8.0,7.0,50.0,4.0,668.0,2.0,0.0,13.0,9.0,2.0,24.0,1.0,834.0,31.0,13.0,10.0,11.0,8.0,0.0
2367588,6,2023-09-24 14:00:00,3,Arsenal,Home,144.0,18.0,4.0,7.0,3.0,1.0,,180.0,2.0,2.0,7.0,2.0,3.0,21.0,317.0,,,15.0,8.0,14.0,5.0,3.0,4.0,,,,,,,,,7.0,1.0,,,,,8.0,9.0,4.0,8.0,5.0,64.0,54.0,,2.0,1.0,,13.0,3.0,6.0,,1.0,11.0,5.0,3.0,,19.0,1.0,53.0,64.0,,12.0,7.0,1.0,,52.0,12.0,18.0,1.0,,2.0,1.0,,129.0,,,,,,,2.0,,,1.0,7.0,,11.0,11.0,2.0,7.0,87.0,50.0,34.0,4.0,,2.0,6.0,6.0,353.0,4.0,1.0,,59.0,53.0,29.0,,,,,1.0,118.0,118.0,12.0,14.0,20.0,46.5,,2.0,,,18.0,0.0,97.0,2.0,1.0,3.0,,,,4.0,2.0,,4.0,85.0,296.0,13.0,8.0,157.0,33.0,12.0,17.0,11.0,20.0,9.0,,117.0,3.0,240.0,,2.0,8.0,4.0,39.0,2.0,377.0,,0.0,13.0,24.0,2.0,17.0,3.0,579.0,32.0,12.0,8.0,11.0,12.0,0.0
2367598,7,2023-09-30 15:00:00,3,Arsenal,Away,296.0,18.0,1.0,2.0,2.0,1.0,1.0,187.0,6.0,,3.0,2.0,6.0,14.0,481.0,,,9.0,6.0,10.0,9.0,1.0,2.0,,,,,,,,,10.0,2.0,,1.0,,1.0,5.0,7.0,1.0,14.0,1.0,105.0,52.0,3.0,2.0,4.0,1.0,13.0,4.0,14.0,,,6.0,,1.0,1.0,11.0,1.0,43.0,58.0,1.0,14.0,7.0,,,28.0,10.0,11.0,1.0,,4.0,2.0,,153.0,1.0,1.0,1.0,,1.0,,7.0,1.0,3.0,3.0,7.0,1.0,9.0,9.0,1.0,3.0,147.0,41.0,26.0,6.0,2.0,3.0,8.0,8.0,522.0,4.0,,,44.0,70.0,20.0,,,,,2.0,104.0,104.0,6.0,24.0,16.0,57.6,1.0,,,1.0,22.0,0.0,140.0,1.0,,1.0,,1.0,,3.0,,,5.0,115.0,460.0,13.0,11.0,322.0,32.0,14.0,15.0,2.0,4.0,3.0,,139.0,3.0,227.0,3.0,,8.0,6.0,31.0,,545.0,1.0,0.0,15.0,28.0,2.0,12.0,1.0,724.0,37.0,19.0,10.0,6.0,10.0,0.0
2367608,8,2023-10-08 16:30:00,3,Arsenal,Home,231.0,22.0,2.0,2.0,,1.0,,204.0,6.0,,5.0,5.0,4.0,19.0,433.0,,,14.0,8.0,5.0,8.0,1.0,4.0,,,,,,,,,8.0,,,,,,3.0,3.0,1.0,6.0,6.0,80.0,49.0,,,,,14.0,4.0,8.0,1.0,,5.0,3.0,2.0,,11.0,,46.0,39.0,,10.0,4.0,,,40.0,8.0,7.0,,,1.0,1.0,,146.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,4.0,,9.0,9.0,1.0,5.0,138.0,56.0,32.0,4.0,,5.0,5.0,2.0,485.0,2.0,,,44.0,94.0,26.0,,,,,,109.0,109.0,5.0,19.0,18.0,49.0,,,,1.0,22.0,0.0,136.0,1.0,,,,,,6.0,,1.0,4.0,107.0,422.0,14.0,10.0,245.0,40.0,10.0,18.0,5.0,11.0,6.0,,144.0,3.0,266.0,1.0,,16.0,4.0,45.0,2.0,500.0,,0.0,12.0,20.0,1.0,17.0,2.0,667.0,26.0,6.0,7.0,5.0,12.0,0.0
2367621,9,2023-10-21 17:30:00,3,Arsenal,Away,272.0,21.0,3.0,6.0,3.0,1.0,1.0,216.0,5.0,1.0,10.0,2.0,5.0,28.0,482.0,,,11.0,16.0,15.0,6.0,4.0,5.0,,,,,,,,,7.0,,,,,1.0,9.0,6.0,5.0,9.0,4.0,100.0,65.0,1.0,,1.0,,8.0,5.0,4.0,,,7.0,8.0,1.0,,8.0,2.0,49.0,48.0,,5.0,1.0,,2.0,63.0,14.0,7.0,,,1.0,1.0,,180.0,1.0,,1.0,1.0,,,6.0,2.0,1.0,1.0,1.0,,9.0,9.0,1.0,10.0,140.0,72.0,48.0,2.0,1.0,5.0,6.0,3.0,552.0,1.0,1.0,,59.0,86.0,24.0,1.0,1.0,1.0,,,130.0,130.0,11.0,17.0,26.0,56.7,,,1.0,,15.0,0.0,150.0,2.0,1.0,3.0,,1.0,,5.0,3.0,1.0,5.0,109.0,468.0,8.0,11.0,297.0,44.0,5.0,15.0,6.0,16.0,10.0,,148.0,6.0,289.0,1.0,1.0,11.0,7.0,54.0,1.0,570.0,,0.0,13.0,19.0,1.0,11.0,3.0,730.0,19.0,13.0,6.0,7.0,9.0,0.0
2367629,10,2023-10-28 15:00:00,3,Arsenal,Home,293.0,18.0,2.0,3.0,1.0,1.0,,308.0,2.0,,2.0,6.0,8.0,26.0,598.0,2.0,3.0,10.0,11.0,11.0,6.0,,3.0,,,,,,,,1.0,9.0,1.0,,,,,6.0,,2.0,10.0,3.0,101.0,53.0,2.0,1.0,3.0,,8.0,3.0,3.0,,1.0,6.0,6.0,5.0,,15.0,,42.0,40.0,,8.0,3.0,,,69.0,9.0,13.0,3.0,,3.0,1.0,,163.0,2.0,,1.0,2.0,,,3.0,2.0,3.0,,3.0,,8.0,8.0,,2.0,203.0,69.0,54.0,1.0,,1.0,7.0,8.0,640.0,1.0,1.0,,82.0,72.0,25.0,,,,,1.0,113.0,113.0,8.0,20.0,21.0,67.1,,,,,16.0,0.0,192.0,,,,,,,2.0,,2.0,5.0,138.0,581.0,8.0,8.0,305.0,29.0,8.0,11.0,5.0,17.0,12.0,,177.0,2.0,371.0,3.0,,10.0,8.0,38.0,1.0,659.0,4.0,0.0,13.0,10.0,5.0,14.0,0.0,810.0,43.0,12.0,6.0,6.0,4.0,0.0
