matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918996,11,2017-11-05 14:15:00,3,Arsenal,Away,188.0,18.0,,1.0,1.0,,,182.0,4.0,,4.0,6.0,10.0,21.0,369.0,,,25.0,5.0,5.0,3.0,,1.0,1.0,,1.0,,,4.0,,,,,,1.0,11.0,7.0,2.0,3.0,3.0,65.0,58.0,,,,1.0,16.0,,16.0,,1.0,5.0,4.0,,,15.0,3.0,54.0,39.0,1.0,13.0,4.0,,,53.0,15.0,14.0,,,1.0,,1.0,156.0,1.0,,1.0,1.0,,7.0,1.0,,,4.0,,15.0,15.0,,4.0,116.0,62.0,41.0,5.0,,1.0,3.0,3.0,421.0,2.0,5.0,65.0,40.0,30.0,1.0,1.0,1.0,,,133.0,133.0,5.0,28.0,20.0,41.8,,,,,16.0,0.0,113.0,1.0,1.0,3.0,1.0,1.0,3.0,,3.0,88.0,345.0,5.0,4.0,213.0,37.0,13.0,8.0,4.0,8.0,4.0,1.0,125.0,1.0,245.0,,,16.0,10.0,44.0,3.0,450.0,,0.0,6.0,16.0,3.0,27.0,6.0,617.0,9.0,17.0,5.0,5.0,10.0,0.0
919004,12,2017-11-18 12:30:00,3,Arsenal,Home,128.0,29.0,,2.0,2.0,,2.0,155.0,3.0,,3.0,2.0,12.0,32.0,281.0,,3.0,18.0,20.0,16.0,9.0,,2.0,1.0,,1.0,,,11.0,,,,,,1.0,6.0,10.0,4.0,8.0,6.0,47.0,81.0,3.0,2.0,1.0,2.0,21.0,5.0,15.0,,,7.0,5.0,2.0,1.0,7.0,3.0,57.0,56.0,2.0,37.0,18.0,,2.0,61.0,11.0,15.0,1.0,,4.0,3.0,1.0,176.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,,,18.0,,16.0,16.0,,3.0,91.0,82.0,44.0,4.0,,3.0,8.0,5.0,371.0,2.0,1.0,67.0,56.0,29.0,,,,,,176.0,176.0,2.0,44.0,24.0,42.1,,,,,21.0,0.0,85.0,3.0,1.0,4.0,,2.0,4.0,,2.0,80.0,267.0,6.0,11.0,152.0,40.0,37.0,12.0,6.0,16.0,10.0,2.0,140.0,7.0,263.0,,,21.0,12.0,67.0,8.0,399.0,,0.0,14.0,18.0,7.0,21.0,4.0,617.0,25.0,20.0,7.0,7.0,10.0,0.0
919013,13,2017-11-26 14:00:00,3,Arsenal,Away,218.0,17.0,,2.0,2.0,2.0,,315.0,3.0,1.0,5.0,1.0,16.0,19.0,531.0,1.0,,19.0,19.0,24.0,14.0,,,,,,,,15.0,1.0,,,,,,6.0,3.0,5.0,9.0,9.0,86.0,66.0,1.0,1.0,1.0,3.0,9.0,7.0,9.0,,,5.0,6.0,4.0,,9.0,2.0,54.0,57.0,3.0,25.0,17.0,,,60.0,14.0,8.0,1.0,,3.0,2.0,,204.0,,,,,,4.0,,2.0,,17.0,,5.0,5.0,,5.0,174.0,73.0,51.0,5.0,,7.0,7.0,2.0,619.0,3.0,1.0,63.0,91.0,43.0,,,,,1.0,146.0,146.0,1.0,30.0,27.0,63.7,,,,1.0,9.0,0.0,172.0,,2.0,2.0,1.0,,9.0,,2.0,140.0,519.0,1.0,14.0,250.0,36.0,25.0,18.0,5.0,17.0,12.0,,190.0,6.0,403.0,2.0,1.0,12.0,17.0,45.0,3.0,636.0,1.0,0.0,18.0,11.0,1.0,20.0,0.0,798.0,31.0,8.0,14.0,5.0,9.0,0.0
919024,14,2017-11-29 19:45:00,3,Arsenal,Home,360.0,22.0,1.0,2.0,1.0,1.0,,358.0,3.0,1.0,5.0,1.0,9.0,45.0,716.0,1.0,3.0,16.0,16.0,13.0,10.0,1.0,1.0,,,1.0,,2.0,19.0,,,,1.0,,,8.0,5.0,2.0,16.0,5.0,111.0,63.0,5.0,2.0,4.0,1.0,11.0,6.0,7.0,,,7.0,4.0,1.0,,8.0,,45.0,48.0,1.0,13.0,6.0,,,86.0,10.0,10.0,3.0,,2.0,,1.0,239.0,5.0,,4.0,5.0,,3.0,5.0,2.0,1.0,6.0,2.0,15.0,15.0,1.0,5.0,228.0,100.0,82.0,2.0,,5.0,11.0,7.0,794.0,2.0,1.0,74.0,67.0,38.0,,,,,,134.0,134.0,6.0,25.0,26.0,70.3,1.0,,,1.0,11.0,0.0,235.0,1.0,1.0,2.0,,1.0,8.0,2.0,3.0,163.0,698.0,6.0,16.0,378.0,37.0,13.0,12.0,6.0,11.0,5.0,1.0,219.0,6.0,446.0,2.0,1.0,5.0,11.0,61.0,2.0,813.0,2.0,0.0,21.0,19.0,7.0,17.0,0.0,982.0,40.0,11.0,7.0,7.0,12.0,0.0
919034,15,2017-12-02 17:30:00,3,Arsenal,Home,188.0,17.0,1.0,2.0,1.0,,,376.0,2.0,1.0,7.0,1.0,10.0,17.0,562.0,1.0,1.0,23.0,25.0,12.0,22.0,1.0,,,1.0,2.0,,1.0,26.0,,,,1.0,,1.0,6.0,7.0,1.0,19.0,14.0,80.0,58.0,3.0,4.0,1.0,,20.0,11.0,7.0,,2.0,12.0,10.0,3.0,,12.0,2.0,56.0,48.0,,10.0,6.0,2.0,,58.0,11.0,10.0,1.0,,4.0,2.0,2.0,215.0,1.0,,1.0,1.0,,3.0,1.0,,,6.0,2.0,5.0,5.0,2.0,7.0,185.0,60.0,45.0,1.0,,4.0,20.0,16.0,642.0,3.0,,73.0,70.0,74.0,,,,,,149.0,149.0,5.0,22.0,23.0,75.1,1.0,,,,20.0,0.0,176.0,1.0,,2.0,1.0,,6.0,,3.0,263.0,549.0,7.0,24.0,198.0,41.0,10.0,12.0,11.0,26.0,15.0,,334.0,7.0,484.0,,1.0,6.0,14.0,34.0,4.0,656.0,5.0,0.0,33.0,18.0,2.0,24.0,3.0,846.0,61.0,11.0,9.0,12.0,14.0,0.0
919049,16,2017-12-10 12:00:00,3,Arsenal,Away,230.0,25.0,1.0,3.0,2.0,1.0,,437.0,2.0,3.0,11.0,2.0,14.0,23.0,664.0,,,18.0,9.0,12.0,7.0,,,,1.0,1.0,,,7.0,,,,,,,6.0,3.0,3.0,6.0,5.0,82.0,66.0,1.0,1.0,,,23.0,1.0,12.0,,1.0,5.0,8.0,4.0,,12.0,2.0,44.0,45.0,,13.0,7.0,1.0,,74.0,10.0,11.0,,,2.0,1.0,1.0,208.0,1.0,,1.0,1.0,,4.0,1.0,,1.0,7.0,,8.0,8.0,1.0,11.0,231.0,56.0,42.0,4.0,,2.0,6.0,6.0,737.0,1.0,2.0,83.0,79.0,43.0,,,,,,147.0,147.0,2.0,27.0,26.0,67.0,,,1.0,3.0,23.0,0.0,237.0,1.0,1.0,3.0,,,4.0,,3.0,255.0,647.0,8.0,9.0,253.0,41.0,13.0,11.0,4.0,17.0,13.0,,307.0,6.0,522.0,,3.0,11.0,14.0,36.0,1.0,758.0,2.0,0.0,11.0,13.0,1.0,19.0,2.0,928.0,43.0,21.0,9.0,5.0,8.0,0.0
919058,17,2017-12-13 20:00:00,3,Arsenal,Away,192.0,26.0,3.0,7.0,4.0,4.0,,422.0,4.0,,6.0,2.0,24.0,45.0,607.0,,,19.0,20.0,19.0,14.0,,,,1.0,2.0,,,18.0,,,,,1.0,,6.0,4.0,2.0,10.0,12.0,89.0,68.0,,,,2.0,23.0,11.0,15.0,,,7.0,14.0,2.0,,7.0,,55.0,59.0,2.0,24.0,9.0,,,83.0,9.0,8.0,,,2.0,,2.0,183.0,,,,,,6.0,,1.0,,9.0,1.0,16.0,16.0,1.0,6.0,228.0,63.0,39.0,1.0,,6.0,8.0,3.0,686.0,2.0,1.0,96.0,87.0,59.0,,,,,,143.0,143.0,5.0,31.0,26.0,70.1,1.0,,,1.0,23.0,0.0,204.0,,,,1.0,,8.0,,2.0,246.0,593.0,8.0,14.0,208.0,40.0,24.0,19.0,7.0,23.0,16.0,,311.0,6.0,519.0,2.0,,11.0,27.0,67.0,,704.0,4.0,0.0,22.0,17.0,2.0,21.0,0.0,912.0,44.0,16.0,15.0,7.0,11.0,0.0
919064,18,2017-12-16 15:00:00,3,Arsenal,Home,268.0,30.0,3.0,3.0,,,,384.0,7.0,1.0,8.0,4.0,11.0,40.0,649.0,,2.0,19.0,38.0,26.0,17.0,1.0,,,,,,,21.0,,,,,,,8.0,4.0,6.0,18.0,5.0,98.0,65.0,2.0,2.0,,3.0,20.0,7.0,8.0,,,7.0,2.0,2.0,,13.0,2.0,79.0,71.0,3.0,24.0,10.0,,1.0,61.0,13.0,8.0,,,2.0,1.0,,221.0,,,,,,8.0,1.0,3.0,1.0,10.0,,12.0,12.0,,8.0,220.0,98.0,77.0,5.0,1.0,8.0,10.0,5.0,739.0,4.0,4.0,115.0,105.0,42.0,,,,,,158.0,158.0,3.0,25.0,28.0,71.3,,,,,20.0,0.0,222.0,2.0,,2.0,1.0,,11.0,,3.0,218.0,630.0,4.0,18.0,289.0,45.0,24.0,29.0,5.0,10.0,5.0,,281.0,5.0,482.0,3.0,1.0,15.0,12.0,56.0,1.0,761.0,3.0,0.0,23.0,17.0,2.0,21.0,2.0,968.0,49.0,11.0,21.0,7.0,6.0,0.0
919073,19,2017-12-22 19:45:00,3,Arsenal,Home,195.0,25.0,,2.0,2.0,,,187.0,4.0,1.0,11.0,2.0,4.0,26.0,380.0,1.0,1.0,21.0,23.0,18.0,6.0,,,,,1.0,,,10.0,,,,,,,5.0,11.0,3.0,5.0,6.0,60.0,78.0,2.0,,2.0,4.0,17.0,4.0,13.0,,,7.0,6.0,,,17.0,4.0,65.0,54.0,4.0,17.0,9.0,1.0,1.0,57.0,9.0,11.0,,,2.0,1.0,1.0,196.0,3.0,,2.0,3.0,,9.0,3.0,4.0,1.0,9.0,,12.0,12.0,1.0,12.0,122.0,86.0,46.0,8.0,3.0,2.0,7.0,4.0,475.0,,2.0,55.0,75.0,30.0,,,,,,191.0,191.0,6.0,33.0,22.0,53.5,,2.0,1.0,1.0,17.0,0.0,125.0,5.0,1.0,6.0,,,3.0,,3.0,95.0,361.0,8.0,9.0,225.0,49.0,17.0,12.0,7.0,14.0,7.0,,151.0,5.0,292.0,4.0,1.0,14.0,5.0,65.0,3.0,503.0,3.0,0.0,11.0,18.0,3.0,27.0,1.0,716.0,27.0,23.0,8.0,7.0,14.0,0.0
919085,20,2017-12-28 20:00:00,3,Arsenal,Away,259.0,27.0,,1.0,1.0,,,295.0,8.0,1.0,4.0,3.0,15.0,33.0,553.0,,2.0,22.0,23.0,20.0,9.0,,,,1.0,1.0,,2.0,12.0,,,,,,2.0,3.0,10.0,6.0,10.0,6.0,87.0,59.0,3.0,3.0,2.0,1.0,13.0,4.0,13.0,,,4.0,11.0,2.0,1.0,17.0,,68.0,66.0,1.0,28.0,14.0,,1.0,65.0,7.0,12.0,2.0,,2.0,,1.0,197.0,2.0,,2.0,1.0,1.0,13.0,1.0,,,14.0,,12.0,12.0,2.0,4.0,178.0,82.0,51.0,5.0,,3.0,8.0,9.0,624.0,5.0,1.0,128.0,56.0,30.0,,,,,,158.0,158.0,2.0,31.0,22.0,65.2,,,,1.0,13.0,0.0,192.0,,,,,,3.0,,2.0,177.0,532.0,2.0,12.0,283.0,39.0,28.0,22.0,2.0,15.0,13.0,,223.0,3.0,386.0,,1.0,21.0,16.0,64.0,3.0,654.0,1.0,0.0,16.0,21.0,2.0,22.0,1.0,865.0,43.0,13.0,13.0,4.0,14.0,0.0
