matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918893,1,2017-08-11 19:45:00,3,Arsenal,Home,186.0,25.0,4.0,6.0,3.0,3.0,,358.0,5.0,2.0,3.0,1.0,27.0,37.0,538.0,1.0,1.0,18.0,18.0,18.0,19.0,2.0,,,,,,1.0,21.0,,,,,,1.0,5.0,5.0,1.0,15.0,12.0,94.0,61.0,4.0,3.0,1.0,3.0,21.0,8.0,5.0,,1.0,9.0,11.0,3.0,,14.0,,48.0,69.0,3.0,30.0,15.0,1.0,,79.0,9.0,12.0,2.0,,2.0,,,201.0,4.0,1.0,4.0,2.0,2.0,6.0,2.0,1.0,,15.0,,13.0,13.0,1.0,3.0,166.0,65.0,48.0,4.0,,8.0,17.0,10.0,603.0,,2.0,96.0,76.0,32.0,,,,,,146.0,146.0,3.0,33.0,21.0,70.0,,,3.0,,21.0,0.0,171.0,,,,1.0,,9.0,1.0,3.0,172.0,512.0,6.0,25.0,219.0,44.0,30.0,19.0,7.0,20.0,14.0,,220.0,6.0,433.0,1.0,2.0,11.0,28.0,55.0,5.0,632.0,1.0,0.0,27.0,23.0,2.0,21.0,0.0,859.0,30.0,11.0,16.0,9.0,17.0,0.0
918909,2,2017-08-19 17:30:00,3,Arsenal,Away,217.0,29.0,1.0,9.0,8.0,2.0,,431.0,6.0,1.0,6.0,,18.0,22.0,639.0,,2.0,20.0,18.0,9.0,11.0,2.0,,,,,,,13.0,,,,,,2.0,7.0,9.0,2.0,9.0,9.0,95.0,57.0,2.0,2.0,,,13.0,6.0,7.0,,3.0,9.0,12.0,6.0,,15.0,2.0,54.0,45.0,,9.0,3.0,,,79.0,11.0,5.0,,,3.0,,,212.0,,,,,,7.0,,1.0,,3.0,,7.0,7.0,,6.0,179.0,64.0,54.0,2.0,,5.0,8.0,6.0,709.0,2.0,1.0,84.0,70.0,58.0,,,,,,145.0,145.0,2.0,25.0,24.0,77.1,,,,1.0,13.0,0.0,245.0,3.0,,3.0,,,6.0,,3.0,203.0,618.0,3.0,13.0,244.0,53.0,9.0,20.0,6.0,24.0,18.0,,255.0,3.0,511.0,1.0,1.0,4.0,19.0,41.0,3.0,731.0,1.0,0.0,18.0,15.0,7.0,21.0,0.0,908.0,37.0,14.0,16.0,9.0,11.0,0.0
918917,3,2017-08-27 16:00:00,3,Arsenal,Away,236.0,23.0,,1.0,1.0,1.0,1.0,203.0,5.0,1.0,8.0,1.0,7.0,20.0,438.0,,1.0,18.0,11.0,14.0,5.0,1.0,,,,,,,6.0,,,,,,1.0,5.0,13.0,5.0,5.0,3.0,58.0,61.0,,,,2.0,16.0,2.0,15.0,,,3.0,3.0,,,12.0,5.0,53.0,42.0,2.0,21.0,10.0,1.0,2.0,39.0,9.0,6.0,,,2.0,2.0,,169.0,,,,,,8.0,,,1.0,10.0,,15.0,15.0,2.0,9.0,157.0,73.0,47.0,4.0,,5.0,1.0,,519.0,3.0,2.0,75.0,55.0,25.0,,,,,,146.0,146.0,3.0,24.0,25.0,51.4,,,,,16.0,0.0,155.0,5.0,1.0,7.0,1.0,,6.0,,3.0,87.0,422.0,3.0,6.0,270.0,44.0,21.0,16.0,2.0,7.0,5.0,,126.0,4.0,276.0,,1.0,11.0,9.0,47.0,5.0,539.0,1.0,0.0,8.0,13.0,1.0,18.0,4.0,715.0,24.0,12.0,9.0,3.0,11.0,0.0
918923,4,2017-09-09 15:00:00,3,Arsenal,Home,231.0,23.0,1.0,3.0,2.0,2.0,,236.0,3.0,,2.0,1.0,15.0,25.0,464.0,,1.0,25.0,18.0,18.0,11.0,1.0,,,1.0,1.0,,1.0,14.0,,,,,,,7.0,6.0,1.0,11.0,6.0,87.0,66.0,4.0,3.0,1.0,2.0,13.0,4.0,7.0,,1.0,10.0,3.0,3.0,,7.0,1.0,48.0,51.0,2.0,20.0,10.0,,,73.0,14.0,9.0,3.0,1.0,3.0,1.0,1.0,205.0,3.0,,2.0,3.0,,5.0,3.0,,2.0,10.0,,18.0,18.0,,2.0,140.0,91.0,48.0,3.0,,4.0,11.0,9.0,561.0,,1.0,93.0,75.0,34.0,,,,,,158.0,158.0,12.0,25.0,24.0,58.4,,,,,13.0,0.0,151.0,2.0,,2.0,,,4.0,1.0,3.0,140.0,449.0,5.0,15.0,247.0,45.0,20.0,12.0,5.0,12.0,7.0,,200.0,8.0,348.0,,,19.0,17.0,58.0,4.0,583.0,1.0,0.0,17.0,16.0,5.0,26.0,0.0,760.0,29.0,12.0,8.0,10.0,12.0,0.0
918934,5,2017-09-17 13:30:00,3,Arsenal,Away,193.0,19.0,,2.0,2.0,2.0,1.0,220.0,9.0,,7.0,5.0,16.0,25.0,411.0,1.0,,13.0,17.0,20.0,7.0,1.0,,,,,,,8.0,,,,,1.0,1.0,7.0,7.0,6.0,6.0,5.0,69.0,69.0,1.0,2.0,,4.0,19.0,4.0,14.0,,,1.0,3.0,3.0,,10.0,,59.0,56.0,4.0,24.0,14.0,,,53.0,15.0,11.0,,,3.0,1.0,,194.0,,,,,,9.0,,2.0,,14.0,1.0,19.0,19.0,,7.0,126.0,89.0,52.0,5.0,,3.0,5.0,2.0,497.0,6.0,,77.0,71.0,19.0,,,,,,149.0,149.0,3.0,29.0,27.0,49.4,1.0,,,,19.0,0.0,131.0,3.0,1.0,4.0,1.0,,5.0,,3.0,92.0,393.0,7.0,8.0,222.0,38.0,24.0,9.0,1.0,8.0,7.0,,138.0,9.0,306.0,2.0,,31.0,19.0,57.0,2.0,520.0,1.0,0.0,11.0,19.0,1.0,15.0,3.0,706.0,11.0,17.0,6.0,1.0,15.0,0.0
918943,6,2017-09-25 20:00:00,3,Arsenal,Home,220.0,24.0,1.0,3.0,2.0,2.0,2.0,320.0,3.0,,8.0,4.0,18.0,35.0,537.0,,2.0,17.0,21.0,24.0,7.0,2.0,1.0,2.0,1.0,3.0,,,9.0,1.0,,,,,1.0,4.0,4.0,3.0,10.0,6.0,88.0,61.0,1.0,1.0,2.0,2.0,8.0,4.0,10.0,1.0,1.0,7.0,8.0,2.0,,10.0,2.0,53.0,69.0,2.0,24.0,18.0,,1.0,68.0,8.0,17.0,2.0,,7.0,3.0,3.0,185.0,,,,,,6.0,,1.0,2.0,18.0,1.0,12.0,12.0,2.0,8.0,173.0,73.0,57.0,4.0,,4.0,5.0,6.0,595.0,2.0,,68.0,105.0,33.0,,,,,1.0,133.0,133.0,4.0,20.0,28.0,69.1,,,,1.0,8.0,0.0,169.0,3.0,,2.0,,1.0,6.0,,3.0,173.0,520.0,3.0,9.0,234.0,35.0,24.0,19.0,5.0,18.0,13.0,1.0,217.0,5.0,399.0,1.0,,11.0,22.0,53.0,,615.0,1.0,0.0,16.0,15.0,4.0,19.0,1.0,821.0,35.0,22.0,13.0,7.0,9.0,0.0
918954,7,2017-10-01 12:00:00,3,Arsenal,Home,196.0,17.0,3.0,3.0,1.0,1.0,1.0,419.0,1.0,,6.0,1.0,30.0,16.0,612.0,,1.0,15.0,13.0,30.0,15.0,2.0,1.0,1.0,,2.0,,,17.0,,,,,1.0,3.0,2.0,4.0,5.0,14.0,11.0,93.0,61.0,2.0,1.0,1.0,1.0,16.0,6.0,10.0,,,6.0,4.0,3.0,1.0,7.0,1.0,40.0,63.0,1.0,23.0,12.0,,,65.0,7.0,8.0,1.0,,3.0,1.0,2.0,188.0,1.0,,1.0,1.0,,6.0,1.0,2.0,,12.0,1.0,11.0,11.0,,6.0,207.0,58.0,42.0,5.0,,5.0,13.0,11.0,679.0,3.0,1.0,85.0,78.0,44.0,,,,,,127.0,127.0,8.0,14.0,31.0,65.2,1.0,,,4.0,16.0,0.0,209.0,,1.0,1.0,1.0,1.0,8.0,1.0,3.0,206.0,601.0,7.0,18.0,214.0,35.0,23.0,13.0,5.0,12.0,8.0,1.0,255.0,2.0,495.0,2.0,,5.0,32.0,34.0,2.0,697.0,1.0,0.0,25.0,15.0,1.0,17.0,0.0,874.0,41.0,18.0,10.0,6.0,11.0,0.0
918972,8,2017-10-14 17:30:00,3,Arsenal,Away,218.0,22.0,1.0,2.0,1.0,,,226.0,4.0,1.0,6.0,3.0,15.0,36.0,442.0,,3.0,14.0,22.0,30.0,7.0,,,,,,,,7.0,,,,,,,4.0,7.0,4.0,5.0,4.0,81.0,71.0,2.0,2.0,,1.0,14.0,,6.0,,1.0,5.0,6.0,3.0,1.0,12.0,,52.0,57.0,1.0,36.0,22.0,,,63.0,10.0,8.0,,,1.0,,,190.0,1.0,1.0,1.0,,1.0,8.0,,1.0,1.0,22.0,,9.0,9.0,1.0,6.0,139.0,86.0,56.0,2.0,,2.0,6.0,6.0,529.0,3.0,2.0,63.0,85.0,32.0,1.0,1.0,1.0,,,156.0,156.0,2.0,33.0,27.0,53.9,,3.0,,,14.0,0.0,142.0,,,,,,3.0,,3.0,100.0,428.0,8.0,8.0,242.0,45.0,36.0,5.0,4.0,13.0,9.0,,152.0,7.0,323.0,1.0,1.0,24.0,16.0,74.0,,552.0,,0.0,9.0,18.0,7.0,15.0,0.0,723.0,20.0,17.0,2.0,5.0,12.0,0.0
918974,9,2017-10-22 13:30:00,3,Arsenal,Away,245.0,26.0,1.0,3.0,2.0,,,274.0,4.0,,4.0,2.0,12.0,39.0,516.0,,,26.0,18.0,13.0,15.0,,,,1.0,2.0,,3.0,23.0,,,1.0,,,3.0,10.0,6.0,3.0,21.0,9.0,69.0,61.0,6.0,4.0,3.0,,23.0,8.0,6.0,,,7.0,7.0,1.0,1.0,6.0,,43.0,50.0,,23.0,15.0,2.0,,66.0,14.0,14.0,3.0,,3.0,,2.0,207.0,4.0,,4.0,4.0,,6.0,5.0,,2.0,15.0,1.0,8.0,8.0,1.0,4.0,166.0,73.0,50.0,,1.0,8.0,11.0,14.0,592.0,2.0,,82.0,54.0,45.0,,,,,,142.0,142.0,3.0,36.0,17.0,67.6,1.0,,3.0,,23.0,0.0,174.0,,1.0,1.0,1.0,,8.0,,2.0,133.0,498.0,8.0,19.0,276.0,48.0,23.0,13.0,7.0,15.0,8.0,,186.0,4.0,355.0,,,16.0,12.0,69.0,1.0,616.0,1.0,0.0,30.0,12.0,2.0,30.0,1.0,807.0,48.0,17.0,11.0,7.0,9.0,0.0
918984,10,2017-10-28 15:00:00,3,Arsenal,Home,213.0,25.0,1.0,3.0,2.0,,1.0,491.0,2.0,2.0,8.0,2.0,19.0,42.0,701.0,2.0,,23.0,8.0,17.0,13.0,2.0,1.0,,,,,,15.0,,,1.0,,,2.0,6.0,3.0,1.0,12.0,5.0,103.0,67.0,4.0,3.0,1.0,1.0,10.0,4.0,4.0,,,5.0,9.0,3.0,,10.0,1.0,35.0,45.0,1.0,13.0,9.0,,1.0,113.0,9.0,9.0,,,3.0,1.0,,212.0,2.0,,1.0,2.0,,2.0,2.0,,,9.0,1.0,7.0,7.0,1.0,8.0,253.0,82.0,64.0,2.0,2.0,8.0,9.0,5.0,792.0,,2.0,152.0,143.0,55.0,,,,,,145.0,145.0,3.0,27.0,29.0,72.9,1.0,,3.0,,10.0,0.0,237.0,1.0,,1.0,,1.0,8.0,,2.0,261.0,688.0,3.0,17.0,230.0,55.0,13.0,7.0,5.0,18.0,13.0,1.0,336.0,2.0,593.0,,2.0,10.0,19.0,66.0,2.0,805.0,4.0,0.0,17.0,16.0,6.0,23.0,0.0,963.0,44.0,8.0,3.0,5.0,13.0,0.0
