matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292913,11,2022-10-16 14:00:00,3,Arsenal,Away,258.0,12.0,2.0,2.0,,,,159.0,3.0,,5.0,4.0,5.0,29.0,415.0,,,15.0,13.0,10.0,4.0,2.0,2.0,,,1.0,1.0,,,,,6.0,,,,,,,3.0,9.0,7.0,6.0,3.0,77.0,66.0,1.0,1.0,,3.0,9.0,3.0,6.0,,1.0,3.0,3.0,2.0,,11.0,2.0,53.0,53.0,3.0,17.0,8.0,,1.0,0.562874,0.5496,0.006334,1.0387,1.2964,16.0,47.0,11.0,10.0,1.0,,2.0,,1.0,167.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,2.0,8.0,,12.0,12.0,2.0,5.0,128.0,81.0,53.0,6.0,,2.0,5.0,4.0,476.0,7.0,,,47.0,61.0,17.0,,1.0,1.0,,138.0,138.0,2.0,30.0,25.0,53.0,,,,2.0,18.0,0.0,128.0,3.0,1.0,4.0,,,2.0,,,4.0,8.0,57.0,399.0,9.0,7.0,288.0,25.0,17.0,30.0,3.0,8.0,5.0,,93.0,1.0,220.0,1.0,,26.0,5.0,66.0,,500.0,1.0,0.0,9.0,17.0,,21.0,2.0,702.0,15.0,16.0,16.0,3.0,10.0,0.0
2292921,12,2023-02-15 19:30:00,3,Arsenal,Home,260.0,19.0,1.0,4.0,3.0,3.0,,179.0,1.0,,7.0,5.0,5.0,25.0,435.0,,1.0,20.0,14.0,11.0,7.0,,1.0,1.0,,,,,,,,8.0,1.0,,,,,,4.0,8.0,1.0,7.0,3.0,68.0,55.0,2.0,2.0,1.0,1.0,4.0,5.0,9.0,1.0,,1.0,9.0,5.0,,10.0,,50.0,43.0,1.0,7.0,2.0,2.0,1.0,,,,,,23.0,51.0,11.0,13.0,1.0,,3.0,2.0,,173.0,,,,,,,3.0,,,1.0,2.0,,8.0,8.0,1.0,7.0,143.0,62.0,35.0,3.0,,2.0,5.0,1.0,502.0,2.0,2.0,,53.0,62.0,27.0,,,,1.0,137.0,137.0,3.0,18.0,26.0,63.5,,,,2.0,12.0,0.0,140.0,3.0,,2.0,1.0,1.0,4.0,,,3.0,12.0,92.0,416.0,4.0,7.0,290.0,37.0,7.0,13.0,1.0,17.0,16.0,1.0,129.0,3.0,251.0,,,15.0,6.0,53.0,,524.0,,0.0,10.0,13.0,4.0,21.0,2.0,684.0,22.0,15.0,6.0,1.0,5.0,0.0
2292936,13,2022-10-23 14:00:00,3,Arsenal,Away,219.0,15.0,,3.0,3.0,,,250.0,2.0,,5.0,1.0,5.0,19.0,466.0,,,20.0,11.0,11.0,8.0,1.0,1.0,1.0,,,,,,,,10.0,,,,,,,3.0,5.0,5.0,7.0,5.0,83.0,61.0,3.0,2.0,1.0,3.0,13.0,5.0,3.0,,,4.0,6.0,3.0,,13.0,,41.0,40.0,3.0,25.0,17.0,,,,,,,,19.0,92.0,8.0,10.0,,,2.0,,,175.0,1.0,,1.0,1.0,,,2.0,1.0,,1.0,17.0,,7.0,7.0,,5.0,142.0,68.0,48.0,9.0,1.0,3.0,7.0,3.0,521.0,4.0,,,64.0,62.0,24.0,,,,,124.0,124.0,5.0,23.0,28.0,59.3,,2.0,,,13.0,0.0,141.0,1.0,1.0,2.0,,1.0,4.0,,,3.0,7.0,116.0,447.0,4.0,10.0,232.0,25.0,25.0,11.0,3.0,12.0,9.0,1.0,160.0,,321.0,,,14.0,5.0,42.0,3.0,541.0,,0.0,12.0,16.0,2.0,21.0,1.0,719.0,25.0,15.0,3.0,4.0,9.0,0.0
2292941,14,2022-10-30 14:00:00,3,Arsenal,Home,219.0,19.0,1.0,6.0,5.0,2.0,1.0,338.0,3.0,,7.0,1.0,4.0,15.0,551.0,1.0,1.0,16.0,13.0,10.0,15.0,2.0,4.0,,,,1.0,,,,,18.0,,,,,,1.0,4.0,2.0,3.0,18.0,6.0,99.0,59.0,3.0,3.0,2.0,,16.0,9.0,4.0,,,9.0,10.0,5.0,,19.0,,51.0,32.0,,11.0,6.0,,3.0,,,,,,21.0,60.0,9.0,7.0,1.0,,2.0,1.0,1.0,178.0,4.0,,4.0,4.0,,,4.0,5.0,1.0,,6.0,,7.0,7.0,1.0,7.0,166.0,56.0,48.0,4.0,2.0,4.0,17.0,10.0,603.0,1.0,,,69.0,83.0,49.0,,,,,125.0,125.0,6.0,26.0,19.0,69.1,,,,,16.0,0.0,175.0,,2.0,2.0,1.0,,5.0,,,5.0,11.0,189.0,537.0,6.0,21.0,235.0,32.0,11.0,7.0,7.0,23.0,16.0,,230.0,2.0,406.0,1.0,,10.0,4.0,32.0,1.0,618.0,1.0,0.0,24.0,14.0,3.0,18.0,0.0,801.0,59.0,13.0,1.0,9.0,9.0,0.0
2292951,15,2022-11-06 12:00:00,3,Arsenal,Away,192.0,24.0,1.0,4.0,3.0,,,183.0,4.0,1.0,4.0,4.0,4.0,31.0,371.0,,,9.0,17.0,13.0,8.0,,3.0,1.0,,,,,,,,10.0,,,,,,1.0,7.0,4.0,1.0,10.0,4.0,56.0,73.0,2.0,2.0,1.0,1.0,7.0,3.0,5.0,,1.0,6.0,9.0,4.0,1.0,17.0,1.0,59.0,59.0,1.0,22.0,15.0,,1.0,,,,,,20.0,62.0,13.0,18.0,,1.0,6.0,4.0,,177.0,1.0,1.0,1.0,,1.0,,5.0,,,,15.0,,9.0,9.0,1.0,4.0,105.0,65.0,39.0,4.0,,6.0,3.0,2.0,427.0,3.0,1.0,,64.0,41.0,40.0,,,,,152.0,152.0,11.0,29.0,29.0,55.7,,,,,17.0,0.0,114.0,1.0,,1.0,,1.0,9.0,,,3.0,9.0,108.0,351.0,7.0,9.0,212.0,45.0,22.0,18.0,5.0,22.0,17.0,1.0,150.0,1.0,262.0,,1.0,18.0,4.0,58.0,,452.0,,0.0,14.0,17.0,,16.0,2.0,666.0,29.0,20.0,11.0,6.0,10.0,0.0
2292969,16,2022-11-12 19:45:00,3,Arsenal,Away,207.0,13.0,2.0,5.0,3.0,1.0,,315.0,3.0,,7.0,,6.0,27.0,517.0,,2.0,8.0,20.0,9.0,7.0,1.0,2.0,,,,,,,,,12.0,,,1.0,,,,2.0,6.0,5.0,11.0,3.0,85.0,54.0,1.0,1.0,1.0,2.0,5.0,3.0,9.0,,,4.0,9.0,9.0,,6.0,,52.0,33.0,2.0,8.0,5.0,,2.0,,,,,,22.0,89.0,6.0,5.0,,1.0,1.0,1.0,,163.0,1.0,,1.0,1.0,,,6.0,2.0,1.0,,5.0,1.0,7.0,7.0,1.0,7.0,171.0,69.0,52.0,6.0,2.0,5.0,4.0,4.0,565.0,3.0,1.0,,70.0,133.0,33.0,,,,,120.0,120.0,3.0,20.0,24.0,62.6,1.0,,,,8.0,0.0,160.0,1.0,1.0,2.0,1.0,,7.0,,,4.0,14.0,130.0,506.0,5.0,9.0,221.0,26.0,8.0,20.0,4.0,23.0,19.0,,166.0,4.0,381.0,1.0,,7.0,6.0,45.0,1.0,579.0,1.0,0.0,14.0,10.0,2.0,12.0,2.0,740.0,23.0,16.0,9.0,4.0,5.0,0.0
2292970,17,2022-12-26 20:00:00,3,Arsenal,Home,278.0,17.0,1.0,4.0,3.0,1.0,1.0,314.0,4.0,2.0,4.0,3.0,3.0,25.0,588.0,,2.0,10.0,16.0,15.0,9.0,2.0,2.0,1.0,,,1.0,,,,1.0,12.0,,,,,,1.0,8.0,4.0,4.0,8.0,8.0,70.0,65.0,3.0,1.0,2.0,1.0,7.0,5.0,,,2.0,7.0,10.0,6.0,,7.0,1.0,42.0,53.0,1.0,13.0,8.0,,,,,,,,22.0,66.0,13.0,17.0,3.0,,5.0,3.0,1.0,184.0,3.0,,2.0,3.0,,,5.0,3.0,,,8.0,,4.0,4.0,,4.0,199.0,60.0,43.0,5.0,,5.0,9.0,5.0,636.0,,1.0,,59.0,56.0,47.0,1.0,1.0,1.0,,120.0,120.0,11.0,21.0,29.0,66.5,,,3.0,,13.0,0.0,204.0,1.0,2.0,3.0,,1.0,6.0,1.0,,3.0,14.0,174.0,569.0,7.0,14.0,290.0,39.0,13.0,13.0,6.0,25.0,19.0,1.0,221.0,1.0,392.0,,2.0,7.0,3.0,47.0,3.0,657.0,2.0,0.0,16.0,15.0,4.0,10.0,0.0,827.0,35.0,12.0,6.0,7.0,10.0,0.0
2292981,18,2022-12-31 17:30:00,3,Arsenal,Away,99.0,13.0,,1.0,1.0,,1.0,111.0,3.0,,3.0,6.0,1.0,20.0,209.0,,2.0,12.0,12.0,8.0,5.0,2.0,2.0,1.0,,,,,,,,9.0,,,,,,2.0,9.0,7.0,2.0,14.0,,51.0,50.0,2.0,2.0,3.0,1.0,3.0,4.0,,,,4.0,2.0,,,3.0,2.0,30.0,38.0,1.0,24.0,7.0,1.0,,,,,,,22.0,50.0,11.0,6.0,3.0,,,1.0,,130.0,1.0,,1.0,1.0,,1.0,8.0,3.0,2.0,1.0,7.0,,9.0,9.0,,3.0,54.0,53.0,19.0,7.0,1.0,2.0,6.0,7.0,263.0,2.0,1.0,,53.0,32.0,15.0,,,,,108.0,108.0,5.0,19.0,20.0,32.2,,,,1.0,14.0,0.0,53.0,2.0,1.0,3.0,,1.0,3.0,,,4.0,12.0,62.0,197.0,3.0,8.0,119.0,35.0,24.0,10.0,3.0,6.0,3.0,2.0,100.0,3.0,175.0,2.0,,18.0,1.0,55.0,,288.0,,0.0,14.0,19.0,3.0,13.0,3.0,441.0,29.0,14.0,5.0,4.0,9.0,0.0
2292990,19,2023-01-03 19:45:00,3,Arsenal,Home,188.0,18.0,1.0,3.0,2.0,2.0,1.0,275.0,5.0,1.0,5.0,,6.0,25.0,460.0,,1.0,12.0,16.0,12.0,11.0,3.0,2.0,,,,,,,,,12.0,,,,,,3.0,4.0,5.0,3.0,11.0,6.0,62.0,54.0,,,,5.0,7.0,5.0,6.0,,,5.0,6.0,3.0,,13.0,1.0,55.0,43.0,5.0,17.0,7.0,,,,,,,,20.0,75.0,10.0,16.0,,,2.0,2.0,,146.0,,,,,,,6.0,,,,7.0,,3.0,3.0,,6.0,157.0,54.0,38.0,5.0,,6.0,8.0,4.0,511.0,2.0,2.0,,79.0,61.0,30.0,,,,,127.0,127.0,4.0,15.0,29.0,66.8,,,,,21.0,0.0,171.0,,1.0,1.0,1.0,,8.0,,,1.0,11.0,145.0,437.0,7.0,14.0,207.0,37.0,17.0,12.0,5.0,16.0,11.0,,188.0,4.0,345.0,,1.0,4.0,6.0,40.0,1.0,536.0,2.0,0.0,17.0,13.0,2.0,13.0,4.0,703.0,42.0,10.0,2.0,5.0,8.0,0.0
2293008,20,2023-01-15 16:30:00,3,Arsenal,Away,148.0,12.0,,2.0,2.0,1.0,,238.0,1.0,1.0,6.0,,3.0,18.0,384.0,,2.0,16.0,22.0,13.0,7.0,2.0,,2.0,1.0,,2.0,,,,,10.0,,,,,1.0,2.0,6.0,13.0,4.0,8.0,6.0,70.0,59.0,2.0,2.0,,2.0,10.0,4.0,7.0,,,3.0,3.0,3.0,,7.0,3.0,58.0,48.0,2.0,29.0,18.0,,,,,,,,17.0,74.0,15.0,16.0,,,7.0,2.0,2.0,146.0,1.0,,,1.0,,1.0,3.0,1.0,2.0,2.0,18.0,1.0,6.0,6.0,1.0,6.0,117.0,58.0,35.0,4.0,1.0,3.0,7.0,5.0,435.0,6.0,1.0,,48.0,75.0,28.0,,,,,118.0,118.0,7.0,23.0,19.0,49.4,1.0,,,1.0,16.0,0.0,123.0,6.0,1.0,7.0,,2.0,5.0,1.0,,4.0,7.0,131.0,373.0,10.0,10.0,163.0,20.0,29.0,16.0,3.0,11.0,8.0,3.0,175.0,3.0,304.0,2.0,1.0,12.0,3.0,44.0,2.0,456.0,,0.0,14.0,13.0,4.0,19.0,2.0,654.0,26.0,14.0,6.0,3.0,8.0,0.0
2293011,21,2023-01-22 16:30:00,3,Arsenal,Home,189.0,12.0,2.0,5.0,3.0,,,239.0,2.0,1.0,1.0,4.0,3.0,19.0,423.0,,,8.0,16.0,11.0,13.0,2.0,5.0,,,,,,,,,19.0,,,,,,1.0,3.0,3.0,3.0,20.0,5.0,79.0,66.0,2.0,1.0,2.0,,9.0,13.0,7.0,,1.0,12.0,11.0,1.0,,13.0,2.0,51.0,52.0,,10.0,3.0,1.0,,,,,,,22.0,49.0,8.0,9.0,3.0,,1.0,1.0,,163.0,2.0,,1.0,1.0,1.0,,2.0,2.0,,,3.0,1.0,9.0,9.0,,1.0,142.0,48.0,27.0,4.0,,6.0,11.0,5.0,500.0,2.0,,,55.0,79.0,34.0,,,,,153.0,153.0,5.0,35.0,24.0,57.2,,,3.0,,21.0,0.0,136.0,1.0,1.0,2.0,2.0,,7.0,1.0,,3.0,10.0,139.0,406.0,9.0,17.0,222.0,26.0,10.0,19.0,9.0,22.0,13.0,,185.0,1.0,320.0,1.0,1.0,17.0,3.0,40.0,1.0,520.0,,0.0,25.0,21.0,2.0,11.0,1.0,712.0,64.0,14.0,11.0,12.0,14.0,0.0
2293024,22,2023-02-04 12:30:00,3,Arsenal,Away,269.0,18.0,1.0,2.0,2.0,,1.0,286.0,5.0,,7.0,2.0,2.0,33.0,553.0,,,22.0,17.0,12.0,11.0,2.0,3.0,,,,,,,,,11.0,,,,,,1.0,5.0,7.0,5.0,12.0,3.0,86.0,63.0,,,,6.0,3.0,5.0,7.0,,,5.0,10.0,2.0,,9.0,,49.0,50.0,6.0,12.0,8.0,,1.0,,,,,,22.0,65.0,8.0,12.0,,,2.0,1.0,,181.0,,,,,,,7.0,,2.0,1.0,8.0,,2.0,2.0,,9.0,185.0,64.0,50.0,7.0,,6.0,7.0,3.0,612.0,3.0,1.0,,81.0,81.0,31.0,,,,,140.0,140.0,7.0,28.0,18.0,70.5,,,,,15.0,0.0,187.0,1.0,2.0,3.0,1.0,,7.0,,,4.0,9.0,141.0,530.0,3.0,13.0,303.0,31.0,12.0,21.0,4.0,16.0,13.0,,178.0,,352.0,2.0,,12.0,5.0,56.0,,639.0,2.0,0.0,15.0,14.0,1.0,23.0,1.0,823.0,39.0,18.0,12.0,5.0,11.0,0.0
2293031,23,2023-02-11 15:00:00,3,Arsenal,Home,136.0,9.0,1.0,7.0,6.0,1.0,,381.0,8.0,,5.0,1.0,6.0,14.0,510.0,,3.0,15.0,32.0,13.0,17.0,,1.0,,,,,,,,,22.0,,,,,,,3.0,7.0,2.0,13.0,10.0,78.0,51.0,1.0,,1.0,,6.0,6.0,5.0,,,7.0,20.0,10.0,,8.0,,58.0,45.0,,16.0,9.0,,,,,,,,12.0,62.0,9.0,9.0,,,2.0,2.0,,196.0,1.0,,1.0,1.0,,,8.0,1.0,,,9.0,,4.0,4.0,1.0,5.0,138.0,41.0,22.0,4.0,,6.0,12.0,7.0,568.0,3.0,,,87.0,87.0,55.0,,,,,133.0,133.0,4.0,23.0,18.0,69.2,,2.0,,,18.0,0.0,178.0,,1.0,1.0,2.0,,10.0,,1.0,2.0,6.0,277.0,491.0,6.0,18.0,157.0,21.0,16.0,17.0,4.0,36.0,32.0,,324.0,1.0,469.0,,,9.0,6.0,32.0,1.0,590.0,1.0,0.0,23.0,10.0,3.0,17.0,0.0,774.0,52.0,9.0,13.0,7.0,6.0,0.0
2293040,24,2023-02-18 12:30:00,3,Arsenal,Away,210.0,18.0,,6.0,6.0,,2.0,285.0,2.0,,4.0,,4.0,25.0,489.0,,2.0,31.0,12.0,13.0,11.0,1.0,5.0,1.0,,,,,,,1.0,14.0,,,2.0,,,1.0,2.0,4.0,3.0,12.0,8.0,85.0,46.0,5.0,4.0,1.0,2.0,5.0,7.0,11.0,,,9.0,18.0,5.0,1.0,11.0,2.0,50.0,53.0,2.0,6.0,3.0,,,,,,,,21.0,71.0,4.0,12.0,1.0,,6.0,4.0,,187.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,3.0,2.0,,,,4.0,144.0,50.0,34.0,2.0,,6.0,8.0,5.0,550.0,1.0,1.0,,80.0,108.0,39.0,,,,,150.0,150.0,5.0,19.0,17.0,66.6,2.0,,3.0,,30.0,0.0,155.0,2.0,1.0,3.0,,1.0,8.0,3.0,1.0,5.0,9.0,166.0,469.0,5.0,14.0,227.0,33.0,6.0,24.0,3.0,30.0,27.0,2.0,213.0,1.0,374.0,,,1.0,5.0,41.0,2.0,571.0,1.0,0.0,20.0,18.0,3.0,36.0,2.0,769.0,47.0,11.0,10.0,9.0,10.0,0.0
2293055,25,2023-02-25 15:00:00,3,Arsenal,Away,203.0,30.0,1.0,1.0,,1.0,,303.0,4.0,,5.0,3.0,7.0,35.0,505.0,,1.0,13.0,16.0,18.0,7.0,,1.0,,,,1.0,,,,,8.0,,,,,,,5.0,,1.0,5.0,5.0,100.0,62.0,1.0,,1.0,,10.0,5.0,12.0,,1.0,8.0,6.0,4.0,,9.0,,49.0,52.0,,11.0,4.0,,,,,,,,21.0,76.0,9.0,13.0,1.0,,4.0,1.0,1.0,186.0,1.0,,1.0,1.0,,,5.0,1.0,,,4.0,,6.0,6.0,,5.0,155.0,68.0,43.0,,,2.0,6.0,2.0,588.0,,1.0,,68.0,102.0,38.0,,,,,158.0,158.0,9.0,24.0,24.0,65.9,,,,,29.0,0.0,172.0,,,,,,3.0,,,3.0,9.0,183.0,484.0,10.0,8.0,228.0,53.0,11.0,13.0,4.0,15.0,11.0,,240.0,5.0,400.0,,,9.0,7.0,58.0,4.0,613.0,1.0,0.0,10.0,11.0,3.0,17.0,1.0,766.0,28.0,15.0,10.0,8.0,6.0,0.0
2293060,26,2023-03-04 15:00:00,3,Arsenal,Home,121.0,17.0,1.0,6.0,5.0,1.0,1.0,541.0,1.0,,2.0,,5.0,15.0,656.0,,,11.0,15.0,19.0,23.0,,11.0,1.0,2.0,,2.0,,,,,18.0,,,,,,,2.0,4.0,,16.0,15.0,103.0,65.0,1.0,1.0,1.0,,6.0,12.0,4.0,,3.0,17.0,33.0,4.0,,9.0,1.0,41.0,60.0,,5.0,2.0,,,,,,,,24.0,84.0,6.0,8.0,,,3.0,1.0,2.0,188.0,2.0,,2.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,2.0,2.0,,2.0,233.0,50.0,38.0,1.0,1.0,8.0,17.0,9.0,724.0,,,,113.0,163.0,69.0,,,,,153.0,153.0,10.0,18.0,35.0,80.1,,,3.0,,22.0,0.0,216.0,2.0,,2.0,,1.0,10.0,1.0,2.0,4.0,12.0,352.0,640.0,6.0,25.0,140.0,27.0,5.0,23.0,10.0,48.0,38.0,1.0,403.0,4.0,648.0,,,4.0,6.0,23.0,,740.0,3.0,0.0,31.0,17.0,1.0,11.0,0.0,931.0,78.0,11.0,16.0,17.0,10.0,0.0
2293073,27,2023-03-12 14:00:00,3,Arsenal,Away,255.0,11.0,2.0,5.0,3.0,,,216.0,2.0,1.0,7.0,,9.0,18.0,466.0,1.0,,9.0,16.0,11.0,8.0,1.0,4.0,,,,1.0,,,,1.0,10.0,,,,,,,5.0,7.0,5.0,11.0,4.0,79.0,62.0,4.0,3.0,1.0,,7.0,5.0,10.0,,,8.0,7.0,1.0,1.0,10.0,2.0,49.0,55.0,,20.0,7.0,,1.0,,,,,,20.0,45.0,9.0,10.0,1.0,,3.0,2.0,1.0,166.0,3.0,1.0,3.0,2.0,1.0,,6.0,2.0,,,7.0,,5.0,5.0,,7.0,150.0,60.0,33.0,4.0,1.0,3.0,9.0,7.0,523.0,4.0,,,43.0,76.0,34.0,,,,,117.0,117.0,8.0,21.0,26.0,55.3,,,,3.0,17.0,0.0,144.0,2.0,,2.0,,,3.0,,,5.0,7.0,97.0,458.0,7.0,13.0,271.0,31.0,20.0,18.0,8.0,18.0,10.0,,128.0,,286.0,,1.0,11.0,9.0,47.0,2.0,539.0,1.0,0.0,15.0,20.0,1.0,12.0,1.0,713.0,29.0,12.0,14.0,8.0,14.0,0.0
2293080,28,2023-03-19 14:00:00,3,Arsenal,Home,209.0,16.0,2.0,6.0,4.0,,1.0,306.0,2.0,,1.0,3.0,5.0,23.0,509.0,,3.0,12.0,11.0,18.0,5.0,3.0,2.0,,,,,,,,,12.0,,,,,,1.0,4.0,8.0,1.0,10.0,5.0,87.0,62.0,1.0,,1.0,1.0,11.0,5.0,4.0,,2.0,5.0,16.0,3.0,,8.0,2.0,41.0,50.0,1.0,10.0,5.0,,,,,,,,21.0,76.0,8.0,10.0,3.0,,2.0,1.0,,182.0,4.0,,4.0,4.0,,,3.0,4.0,,,5.0,,4.0,4.0,,1.0,159.0,64.0,49.0,4.0,1.0,4.0,8.0,5.0,570.0,3.0,2.0,,67.0,79.0,40.0,,,,,131.0,131.0,10.0,20.0,30.0,62.2,,,,,22.0,0.0,159.0,4.0,,4.0,,,5.0,1.0,,5.0,11.0,163.0,495.0,11.0,12.0,223.0,37.0,10.0,17.0,5.0,25.0,20.0,,217.0,1.0,389.0,,,9.0,5.0,41.0,2.0,587.0,3.0,0.0,15.0,15.0,3.0,14.0,0.0,764.0,43.0,10.0,7.0,5.0,9.0,0.0
2293091,29,2023-04-01 15:00:00,3,Arsenal,Home,227.0,8.0,2.0,6.0,4.0,,1.0,323.0,3.0,,2.0,,6.0,21.0,544.0,1.0,1.0,12.0,12.0,20.0,4.0,2.0,2.0,,,,,,1.0,,,10.0,1.0,,,,,,5.0,6.0,1.0,11.0,2.0,97.0,56.0,5.0,2.0,4.0,,11.0,5.0,6.0,,,4.0,2.0,3.0,1.0,8.0,2.0,50.0,60.0,,17.0,9.0,,,,,,,,22.0,60.0,11.0,12.0,2.0,,2.0,2.0,,187.0,3.0,,3.0,3.0,,,4.0,3.0,,,9.0,,8.0,8.0,2.0,2.0,168.0,74.0,56.0,3.0,1.0,1.0,8.0,6.0,620.0,1.0,,,134.0,81.0,21.0,,,,1.0,137.0,137.0,8.0,25.0,21.0,67.1,,,,,23.0,0.0,184.0,4.0,,4.0,,,2.0,1.0,,5.0,6.0,130.0,530.0,11.0,9.0,254.0,27.0,17.0,26.0,4.0,11.0,7.0,,181.0,1.0,393.0,,,9.0,6.0,39.0,5.0,636.0,2.0,0.0,13.0,15.0,2.0,14.0,0.0,814.0,32.0,12.0,13.0,4.0,9.0,0.0
2293105,30,2023-04-09 16:30:00,3,Arsenal,Away,152.0,27.0,2.0,4.0,2.0,,,137.0,5.0,,2.0,1.0,5.0,25.0,285.0,,,10.0,14.0,13.0,4.0,1.0,1.0,,,,,,,,,7.0,,,,,,1.0,6.0,19.0,2.0,6.0,3.0,55.0,66.0,2.0,1.0,2.0,1.0,10.0,2.0,4.0,,,4.0,5.0,,,9.0,3.0,50.0,61.0,1.0,28.0,13.0,,1.0,,,,,,27.0,64.0,11.0,10.0,2.0,,2.0,2.0,,148.0,1.0,,1.0,1.0,,,11.0,2.0,,1.0,13.0,,10.0,10.0,2.0,2.0,82.0,61.0,30.0,5.0,,2.0,4.0,5.0,345.0,5.0,4.0,,59.0,47.0,18.0,,1.0,1.0,,142.0,142.0,3.0,31.0,28.0,41.0,,2.0,,,17.0,0.0,87.0,4.0,,4.0,,,2.0,1.0,,3.0,11.0,82.0,270.0,10.0,6.0,170.0,54.0,28.0,30.0,4.0,11.0,7.0,,127.0,3.0,213.0,,,11.0,5.0,65.0,2.0,372.0,2.0,0.0,9.0,21.0,5.0,12.0,4.0,586.0,25.0,18.0,17.0,4.0,11.0,0.0
2293118,31,2023-04-16 14:00:00,3,Arsenal,Away,255.0,18.0,1.0,6.0,5.0,,1.0,274.0,9.0,,4.0,1.0,6.0,22.0,523.0,,,14.0,23.0,19.0,3.0,1.0,1.0,1.0,,,,,,,,6.0,,1.0,,,,3.0,3.0,13.0,3.0,10.0,1.0,84.0,47.0,2.0,1.0,2.0,2.0,7.0,2.0,6.0,,,2.0,10.0,3.0,,7.0,,54.0,52.0,2.0,24.0,11.0,,,,,,,,19.0,59.0,8.0,9.0,1.0,,4.0,2.0,,178.0,2.0,,2.0,2.0,,,9.0,2.0,,,11.0,,3.0,3.0,,4.0,163.0,62.0,43.0,7.0,1.0,2.0,4.0,5.0,577.0,7.0,,,70.0,63.0,30.0,1.0,1.0,1.0,1.0,123.0,123.0,2.0,25.0,16.0,71.5,,2.0,,1.0,12.0,0.0,176.0,1.0,,1.0,1.0,1.0,4.0,,,5.0,6.0,138.0,501.0,7.0,6.0,282.0,33.0,24.0,21.0,2.0,17.0,15.0,1.0,176.0,6.0,336.0,,,15.0,6.0,47.0,1.0,601.0,,0.0,11.0,13.0,1.0,20.0,2.0,773.0,23.0,10.0,11.0,2.0,9.0,0.0
