matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2444572,11.0,2024-11-10 16:30:00,3,Arsenal,Away,196.0,11.0,1.0,2.0,1.0,1.0,,181.0,7.0,4.0,7.0,5.0,4.0,15.0,375.0,1.0,1.0,16.0,9.0,10.0,9.0,,2.0,,,,,,,11.0,,,,,,3.0,5.0,12.0,8.0,5.0,,58.0,43.0,3.0,3.0,1.0,,6.0,6.0,7.0,1.0,3.0,9.0,4.0,,16.0,1.0,47.0,43.0,,17.0,6.0,,1.0,,,,,,54.0,12.0,12.0,1.0,,3.0,2.0,,139.0,1.0,,1.0,1.0,,,7.0,,,1.0,4.0,,,,,6.0,,6.0,6.0,1.0,,7.0,114.0,45.0,25.0,4.0,,4.0,6.0,3.0,406.0,,,8.0,,,57.0,70.0,24.0,,,,,103.0,103.0,5.0,10.0,19.0,50.7,,2.0,,1.0,13.0,0.0,,,,114.0,1.0,1.0,2.0,,1.0,,4.0,,,3.0,84.0,357.0,6.0,10.0,205.0,20.0,17.0,11.0,2.0,17.0,15.0,,,108.0,2.0,237.0,4.0,4.0,12.0,4.0,31.0,7.0,425.0,1.0,0.0,13.0,13.0,2.0,18.0,2.0,605.0,19.0,10.0,,8.0,3.0,6.0,0.0
2444581,12.0,2024-11-23 15:00:00,3,Arsenal,Home,284.0,10.0,1.0,3.0,2.0,1.0,,255.0,5.0,1.0,7.0,3.0,6.0,20.0,536.0,1.0,,14.0,14.0,11.0,14.0,1.0,4.0,,,,,,,15.0,,,,,,8.0,5.0,2.0,14.0,5.0,,82.0,39.0,1.0,1.0,,,5.0,5.0,4.0,,8.0,9.0,1.0,,6.0,,44.0,45.0,,14.0,11.0,,,,,,,,54.0,10.0,11.0,1.0,,1.0,,,151.0,3.0,,1.0,3.0,,,6.0,,,3.0,1.0,,,,,11.0,,4.0,4.0,1.0,,7.0,167.0,58.0,44.0,1.0,,6.0,12.0,7.0,567.0,,,1.0,1.0,,50.0,83.0,41.0,,,,,100.0,100.0,5.0,16.0,10.0,66.1,,,,1.0,11.0,0.0,,,,187.0,,,,,,,7.0,,2.0,5.0,139.0,520.0,5.0,18.0,291.0,17.0,14.0,18.0,8.0,18.0,10.0,,,170.0,2.0,314.0,1.0,1.0,12.0,6.0,34.0,4.0,587.0,3.0,0.0,19.0,15.0,,15.0,3.0,758.0,48.0,12.0,,8.0,8.0,13.0,0.0
2444598,13.0,2024-11-30 17:30:00,3,Arsenal,Away,192.0,21.0,4.0,6.0,2.0,,1.0,214.0,3.0,,4.0,2.0,4.0,22.0,400.0,,3.0,15.0,17.0,11.0,6.0,3.0,3.0,1.0,,1.0,,1.0,1.0,9.0,2.0,,,,1.0,5.0,8.0,4.0,13.0,3.0,,81.0,44.0,3.0,,5.0,,1.0,4.0,5.0,,10.0,5.0,3.0,1.0,14.0,1.0,57.0,42.0,,14.0,8.0,,1.0,,,,,,56.0,13.0,10.0,3.0,,4.0,1.0,1.0,157.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,,,2.0,,,,,,8.0,,6.0,6.0,,,4.0,117.0,46.0,24.0,2.0,1.0,4.0,8.0,7.0,465.0,,,4.0,,,75.0,88.0,32.0,,,,2.0,133.0,133.0,2.0,16.0,21.0,59.9,,,,,15.0,0.0,,,,124.0,2.0,1.0,3.0,,,1.0,5.0,,,5.0,119.0,392.0,1.0,12.0,215.0,29.0,14.0,13.0,10.0,19.0,9.0,,2.0,160.0,4.0,283.0,,,17.0,4.0,43.0,1.0,479.0,1.0,0.0,16.0,17.0,4.0,23.0,1.0,649.0,32.0,10.0,,5.0,10.0,6.0,0.0
2444601,14.0,2024-12-04 20:15:00,3,Arsenal,Home,233.0,20.0,6.0,7.0,1.0,,,177.0,4.0,2.0,4.0,3.0,6.0,25.0,403.0,1.0,1.0,11.0,9.0,12.0,6.0,2.0,7.0,,,,,,,6.0,,,,,,7.0,3.0,2.0,13.0,1.0,,79.0,45.0,4.0,3.0,2.0,1.0,5.0,5.0,8.0,,13.0,5.0,4.0,2.0,9.0,1.0,48.0,42.0,1.0,8.0,4.0,,1.0,,,,,,51.0,12.0,8.0,,,,1.0,,130.0,2.0,1.0,2.0,,2.0,,4.0,,,,,,,,,4.0,,3.0,3.0,,,4.0,127.0,45.0,28.0,,,2.0,8.0,6.0,448.0,,,,,,35.0,71.0,31.0,,,,,112.0,112.0,6.0,12.0,22.0,50.3,,,,,10.0,0.0,,,,127.0,2.0,,2.0,,,,3.0,,,3.0,78.0,390.0,5.0,10.0,247.0,32.0,8.0,17.0,13.0,23.0,10.0,,,110.0,1.0,239.0,,2.0,13.0,7.0,46.0,2.0,463.0,1.0,0.0,14.0,15.0,3.0,16.0,1.0,617.0,36.0,10.0,,7.0,13.0,11.0,0.0
2444614,15.0,2024-12-08 14:00:00,3,Arsenal,Away,218.0,14.0,3.0,8.0,5.0,1.0,2.0,312.0,2.0,3.0,4.0,3.0,10.0,19.0,522.0,,1.0,22.0,6.0,10.0,5.0,3.0,4.0,,,,,,,6.0,,,,,2.0,4.0,2.0,,10.0,2.0,,87.0,55.0,4.0,3.0,1.0,,7.0,,5.0,1.0,6.0,16.0,4.0,1.0,13.0,,47.0,36.0,,11.0,5.0,,,,,,,,69.0,9.0,9.0,,,5.0,7.0,,172.0,1.0,,,,1.0,,2.0,,,,1.0,,,,,5.0,,6.0,6.0,,,4.0,176.0,53.0,42.0,,,6.0,3.0,4.0,580.0,,,,2.0,,67.0,130.0,45.0,,,,,135.0,135.0,9.0,13.0,29.0,66.2,,,1.0,,18.0,0.0,,,,152.0,1.0,,1.0,,1.0,,8.0,,,4.0,151.0,515.0,7.0,9.0,227.0,28.0,11.0,22.0,6.0,33.0,27.0,,,199.0,1.0,393.0,1.0,3.0,9.0,10.0,37.0,3.0,587.0,2.0,0.0,12.0,9.0,4.0,23.0,2.0,767.0,36.0,12.0,,8.0,6.0,6.0,0.0
2444621,16.0,2024-12-14 15:00:00,3,Arsenal,Home,257.0,15.0,3.0,7.0,4.0,1.0,,381.0,1.0,,6.0,4.0,5.0,19.0,631.0,1.0,,22.0,9.0,15.0,11.0,2.0,2.0,1.0,,,,,,11.0,,,,,,1.0,1.0,1.0,11.0,2.0,,97.0,54.0,1.0,1.0,,,3.0,5.0,10.0,,8.0,14.0,5.0,,16.0,,53.0,54.0,,7.0,5.0,,,,,,,,79.0,6.0,9.0,,1.0,2.0,1.0,,180.0,,,,,,,1.0,,,,1.0,,,,1.0,5.0,,,,,,6.0,199.0,54.0,43.0,2.0,,3.0,10.0,5.0,670.0,,,2.0,,,89.0,108.0,45.0,,,,,128.0,128.0,4.0,22.0,21.0,76.6,,,,,5.0,0.0,,,,208.0,,,,,,1.0,3.0,,,5.0,214.0,618.0,3.0,13.0,264.0,29.0,7.0,26.0,8.0,28.0,20.0,114800.5,1.0,253.0,3.0,448.0,1.0,,6.0,5.0,33.0,5.0,684.0,2.0,0.0,13.0,18.0,1.0,23.0,0.0,887.0,49.0,18.0,,13.0,8.0,10.0,0.0
2444632,17.0,2024-12-21 17:30:00,3,Arsenal,Away,294.0,14.0,2.0,9.0,7.0,1.0,,194.0,3.0,1.0,3.0,5.0,4.0,17.0,479.0,,1.0,18.0,13.0,19.0,5.0,2.0,3.0,1.0,,,,,,10.0,,1.0,1.0,,,3.0,10.0,5.0,13.0,1.0,,88.0,41.0,4.0,2.0,3.0,1.0,7.0,5.0,4.0,,3.0,12.0,2.0,,11.0,4.0,50.0,49.0,1.0,15.0,8.0,,3.0,,,,,,52.0,8.0,8.0,3.0,1.0,,,,143.0,4.0,,1.0,3.0,1.0,,5.0,,,4.0,2.0,,,,,8.0,2.0,11.0,11.0,,,3.0,152.0,55.0,32.0,3.0,1.0,3.0,8.0,6.0,533.0,,,3.0,2.0,,64.0,67.0,21.0,,,,,129.0,129.0,2.0,10.0,21.0,58.4,2.0,,,,18.0,0.0,,,,169.0,4.0,1.0,5.0,,1.0,1.0,3.0,2.0,1.0,5.0,85.0,466.0,7.0,11.0,311.0,20.0,15.0,22.0,3.0,17.0,14.0,116873.75,1.0,129.0,6.0,258.0,2.0,1.0,20.0,4.0,39.0,,552.0,1.0,0.0,14.0,14.0,1.0,21.0,2.0,747.0,34.0,17.0,,8.0,3.0,10.0,0.0
2444641,18.0,2024-12-27 20:15:00,3,Arsenal,Home,240.0,10.0,3.0,5.0,3.0,,,369.0,1.0,,2.0,2.0,10.0,9.0,604.0,,,13.0,15.0,13.0,9.0,2.0,2.0,,,,,1.0,,10.0,,,,,,2.0,,3.0,9.0,4.0,,93.0,40.0,3.0,2.0,1.0,,7.0,5.0,6.0,,5.0,9.0,4.0,,9.0,,44.0,54.0,,14.0,9.0,,,,,,,,65.0,7.0,10.0,,,3.0,1.0,1.0,139.0,1.0,,1.0,1.0,,,1.0,,,1.0,2.0,,,,1.0,9.0,,4.0,4.0,,,2.0,227.0,48.0,31.0,1.0,1.0,3.0,9.0,5.0,654.0,,,3.0,1.0,,77.0,139.0,31.0,,,,,111.0,111.0,6.0,10.0,20.0,67.8,,,,,11.0,0.0,,,,211.0,,,,,2.0,,3.0,1.0,,2.0,195.0,592.0,7.0,12.0,246.0,20.0,14.0,16.0,5.0,18.0,14.0,,,238.0,3.0,442.0,2.0,,9.0,10.0,26.0,1.0,670.0,1.0,0.0,13.0,24.0,1.0,16.0,1.0,840.0,40.0,9.0,,7.0,5.0,13.0,0.0
2444651,19.0,2025-01-01 17:30:00,3,Arsenal,Away,145.0,9.0,1.0,6.0,5.0,1.0,,249.0,3.0,,6.0,3.0,5.0,13.0,388.0,,2.0,7.0,12.0,19.0,10.0,,2.0,1.0,,,,,,12.0,,,,,,5.0,4.0,1.0,11.0,3.0,,60.0,57.0,,,2.0,1.0,5.0,5.0,4.0,,3.0,12.0,5.0,,5.0,,34.0,48.0,1.0,22.0,18.0,,,,,,,,55.0,8.0,6.0,2.0,,,,,161.0,,,,,,,6.0,,,2.0,2.0,,,,,18.0,,6.0,6.0,2.0,,7.0,117.0,52.0,23.0,4.0,1.0,4.0,6.0,5.0,450.0,,,1.0,4.0,,68.0,61.0,36.0,,,,,123.0,123.0,9.0,23.0,16.0,49.5,,,3.0,,11.0,0.0,,,,127.0,1.0,,1.0,,,1.0,4.0,,,5.0,167.0,379.0,5.0,10.0,160.0,26.0,22.0,13.0,3.0,20.0,17.0,,1.0,208.0,5.0,325.0,2.0,,16.0,5.0,37.0,6.0,465.0,,0.0,14.0,16.0,3.0,8.0,2.0,625.0,47.0,10.0,,8.0,3.0,9.0,0.0
2444662,20.0,2025-01-04 17:30:00,3,Arsenal,Away,272.0,12.0,1.0,3.0,2.0,3.0,2.0,187.0,5.0,1.0,7.0,9.0,5.0,22.0,456.0,,2.0,7.0,13.0,13.0,5.0,3.0,1.0,,,,,,,6.0,,,,,2.0,6.0,6.0,5.0,6.0,3.0,,85.0,55.0,5.0,4.0,1.0,1.0,1.0,2.0,12.0,,5.0,4.0,4.0,,5.0,,49.0,50.0,1.0,8.0,4.0,,1.0,,,,,,60.0,14.0,17.0,1.0,,4.0,2.0,,165.0,1.0,,,1.0,,,5.0,,,1.0,,,,,,4.0,1.0,5.0,5.0,,,8.0,130.0,49.0,28.0,2.0,,4.0,5.0,3.0,496.0,,,3.0,2.0,,63.0,57.0,24.0,1.0,1.0,1.0,,112.0,112.0,10.0,15.0,17.0,55.1,,2.0,,,8.0,0.0,,,,139.0,2.0,1.0,3.0,,1.0,,4.0,,,2.0,103.0,440.0,1.0,9.0,290.0,22.0,8.0,13.0,5.0,15.0,10.0,,,132.0,6.0,244.0,,1.0,23.0,7.0,43.0,3.0,519.0,,0.0,9.0,14.0,3.0,10.0,3.0,670.0,23.0,17.0,,7.0,5.0,7.0,0.0
2444670,21.0,2025-01-15 20:00:00,3,Arsenal,Home,127.0,18.0,3.0,6.0,3.0,1.0,,236.0,2.0,1.0,3.0,3.0,4.0,20.0,357.0,,1.0,12.0,8.0,14.0,7.0,1.0,1.0,2.0,,,,,,13.0,,,,,,9.0,8.0,2.0,11.0,3.0,,76.0,47.0,4.0,4.0,,,8.0,6.0,6.0,,10.0,8.0,4.0,,11.0,1.0,50.0,53.0,,14.0,8.0,,1.0,,,,,,63.0,16.0,9.0,1.0,1.0,5.0,4.0,,146.0,1.0,,,1.0,,1.0,8.0,,,1.0,2.0,,,,1.0,8.0,,9.0,9.0,1.0,,3.0,104.0,44.0,27.0,4.0,,2.0,7.0,4.0,407.0,,,3.0,,,46.0,113.0,40.0,,,,,128.0,128.0,4.0,17.0,17.0,53.2,,,3.0,,16.0,0.0,,,,100.0,1.0,,1.0,,4.0,2.0,4.0,,,4.0,142.0,344.0,8.0,9.0,135.0,26.0,14.0,19.0,9.0,25.0,16.0,,3.0,186.0,4.0,316.0,2.0,1.0,10.0,5.0,38.0,3.0,426.0,1.0,0.0,14.0,21.0,3.0,12.0,3.0,611.0,48.0,15.0,,9.0,10.0,13.0,0.0
2444680,22.0,2025-01-18 17:30:00,3,Arsenal,Home,146.0,9.0,2.0,9.0,7.0,1.0,2.0,292.0,3.0,,4.0,9.0,5.0,21.0,429.0,,2.0,9.0,13.0,16.0,8.0,1.0,4.0,,,,,,,13.0,,,,,1.0,5.0,5.0,3.0,11.0,7.0,,87.0,42.0,2.0,,2.0,,3.0,5.0,6.0,1.0,10.0,19.0,9.0,,7.0,1.0,45.0,51.0,,10.0,7.0,,1.0,,,,,,82.0,10.0,17.0,2.0,,2.0,3.0,,138.0,2.0,,2.0,2.0,,,3.0,,,2.0,,,,,1.0,7.0,1.0,8.0,8.0,1.0,,4.0,130.0,51.0,41.0,1.0,,5.0,6.0,6.0,461.0,,,1.0,1.0,,76.0,117.0,51.0,,,,,125.0,125.0,7.0,7.0,24.0,66.0,,2.0,,,8.0,0.0,,,,128.0,1.0,1.0,2.0,,,,7.0,,,1.0,166.0,407.0,3.0,11.0,151.0,20.0,10.0,17.0,10.0,41.0,31.0,,,208.0,4.0,373.0,,,13.0,6.0,34.0,3.0,483.0,,0.0,18.0,12.0,3.0,12.0,2.0,674.0,37.0,15.0,,7.0,10.0,7.0,0.0
2444699,23.0,2025-01-25 15:00:00,3,Arsenal,Away,145.0,15.0,,4.0,4.0,1.0,1.0,188.0,5.0,1.0,4.0,4.0,4.0,14.0,329.0,,,22.0,14.0,7.0,6.0,1.0,,,,,,1.0,,6.0,,,,,2.0,4.0,4.0,5.0,6.0,3.0,,57.0,48.0,3.0,3.0,,1.0,6.0,3.0,7.0,,5.0,8.0,7.0,,10.0,3.0,56.0,57.0,1.0,14.0,8.0,,,0.621819,0.9974,0.1681,0.7187,0.7386,55.0,10.0,20.0,,,4.0,4.0,1.0,132.0,,,,,,,9.0,,,1.0,1.0,,,,1.0,8.0,,8.0,8.0,1.0,,4.0,108.0,46.0,22.0,1.0,,3.0,4.0,3.0,370.0,,,1.0,4.0,,65.0,84.0,29.0,,,,,132.0,132.0,8.0,15.0,19.0,48.4,,,,,14.0,0.0,,,,100.0,1.0,3.0,4.0,,3.0,,3.0,1.0,1.0,2.0,112.0,308.0,6.0,7.0,157.0,27.0,14.0,25.0,4.0,23.0,19.0,108599.47,,148.0,4.0,263.0,1.0,1.0,16.0,5.0,39.0,,397.0,,1.0,9.0,22.0,,27.0,1.0,608.0,20.0,9.0,,8.0,5.0,11.0,0.0
2444701,24.0,2025-02-02 16:30:00,3,Arsenal,Home,169.0,7.0,1.0,1.0,,2.0,,179.0,3.0,,3.0,2.0,3.0,17.0,347.0,,1.0,12.0,7.0,7.0,4.0,1.0,3.0,2.0,,,,,,9.0,,,,,,5.0,5.0,2.0,8.0,4.0,,73.0,43.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,,5.0,5.0,2.0,1.0,12.0,2.0,29.0,38.0,2.0,20.0,13.0,,,0.651162,1.0028,,3.0067,1.0507,39.0,6.0,7.0,1.0,,2.0,1.0,,122.0,4.0,,3.0,4.0,,1.0,4.0,,,5.0,,,,,,13.0,,5.0,5.0,,,3.0,112.0,52.0,33.0,2.0,2.0,2.0,7.0,7.0,384.0,,,,,,62.0,57.0,21.0,,,,,90.0,90.0,8.0,11.0,20.0,45.7,,,,,11.0,0.0,,,,91.0,2.0,1.0,3.0,,,2.0,2.0,,1.0,4.0,91.0,335.0,5.0,9.0,178.0,20.0,20.0,11.0,4.0,12.0,8.0,110167.77,3.0,117.0,4.0,232.0,,,11.0,3.0,37.0,3.0,398.0,,0.0,12.0,16.0,1.0,14.0,2.0,540.0,17.0,9.0,,9.0,5.0,8.0,0.0
2444714,25.0,2025-02-15 12:30:00,3,Arsenal,Away,193.0,13.0,1.0,4.0,3.0,1.0,,231.0,3.0,2.0,6.0,3.0,4.0,15.0,420.0,,3.0,20.0,12.0,15.0,6.0,,,2.0,,,,,,10.0,,1.0,,,1.0,4.0,4.0,2.0,6.0,5.0,,50.0,49.0,3.0,1.0,2.0,2.0,7.0,3.0,9.0,,7.0,6.0,4.0,,15.0,,53.0,53.0,2.0,22.0,11.0,,,1.72947,1.383,,1.9706,0.1452,54.0,10.0,9.0,,,1.0,1.0,,160.0,2.0,,2.0,2.0,,1.0,4.0,,,2.0,2.0,,,,,11.0,2.0,5.0,5.0,,,6.0,127.0,52.0,39.0,3.0,,2.0,6.0,5.0,477.0,,,2.0,,,68.0,61.0,33.0,,,,,131.0,131.0,5.0,11.0,26.0,60.3,1.0,,,1.0,11.0,0.0,,,,154.0,1.0,1.0,2.0,,2.0,2.0,3.0,,2.0,4.0,119.0,408.0,7.0,8.0,210.0,25.0,22.0,22.0,7.0,18.0,11.0,112499.71,3.0,158.0,1.0,299.0,2.0,2.0,14.0,4.0,33.0,4.0,491.0,,0.0,11.0,15.0,6.0,23.0,1.0,692.0,34.0,16.0,,14.0,7.0,11.0,0.0
2444721,26.0,2025-02-22 15:00:00,3,Arsenal,Home,212.0,10.0,,7.0,7.0,3.0,1.0,369.0,6.0,1.0,4.0,3.0,3.0,12.0,574.0,,,15.0,20.0,17.0,15.0,2.0,2.0,,,,,1.0,,13.0,,,,,4.0,8.0,5.0,,14.0,6.0,,84.0,38.0,1.0,1.0,,,5.0,10.0,6.0,1.0,2.0,12.0,15.0,,8.0,,53.0,50.0,,6.0,4.0,,,1.56786,1.2212,0.1362,0.138,1.0177,71.0,16.0,14.0,,,4.0,1.0,1.0,178.0,,,,,,,6.0,,,,2.0,,,,,4.0,,8.0,8.0,1.0,,4.0,181.0,40.0,27.0,,,7.0,10.0,2.0,619.0,,,,2.0,,77.0,132.0,46.0,,,,,120.0,120.0,2.0,10.0,21.0,67.8,,,,,11.0,0.0,,,,199.0,1.0,,1.0,,,,8.0,,,4.0,223.0,551.0,5.0,17.0,226.0,22.0,6.0,11.0,2.0,30.0,28.0,117935.69,,265.0,3.0,446.0,2.0,1.0,9.0,3.0,25.0,2.0,642.0,1.0,1.0,20.0,12.0,,16.0,1.0,808.0,42.0,12.0,,7.0,2.0,5.0,0.0
2444733,27.0,2025-02-26 19:30:00,3,Arsenal,Away,163.0,12.0,4.0,6.0,2.0,,,281.0,7.0,,4.0,,7.0,12.0,438.0,,,7.0,14.0,16.0,9.0,3.0,5.0,,,,,,,8.0,,,,1.0,,3.0,4.0,2.0,8.0,5.0,,64.0,40.0,2.0,2.0,,2.0,6.0,9.0,5.0,,11.0,7.0,7.0,,7.0,1.0,52.0,51.0,2.0,22.0,11.0,,1.0,0.900238,0.9869,,0.3866,0.3842,61.0,17.0,9.0,,,4.0,3.0,,149.0,,,,,,,7.0,,,,,,,,2.0,11.0,1.0,5.0,5.0,,,4.0,139.0,47.0,30.0,3.0,,3.0,9.0,1.0,485.0,,,3.0,,,62.0,79.0,49.0,,,,,125.0,125.0,4.0,15.0,16.0,65.1,1.0,,,,10.0,0.0,,,,150.0,1.0,1.0,2.0,,1.0,,3.0,2.0,,5.0,165.0,422.0,6.0,12.0,173.0,26.0,22.0,23.0,10.0,27.0,17.0,110023.82,,204.0,4.0,356.0,,,8.0,7.0,27.0,2.0,502.0,1.0,0.0,13.0,14.0,1.0,9.0,1.0,677.0,30.0,18.0,,12.0,11.0,9.0,0.0
2444745,28.0,2025-03-09 16:30:00,3,Arsenal,Away,138.0,18.0,1.0,2.0,2.0,3.0,,388.0,4.0,,6.0,1.0,9.0,12.0,524.0,,1.0,21.0,14.0,10.0,10.0,1.0,3.0,2.0,,,,1.0,,12.0,,,,,1.0,6.0,6.0,4.0,9.0,8.0,,84.0,45.0,1.0,2.0,,,4.0,5.0,2.0,,9.0,14.0,6.0,,13.0,4.0,51.0,38.0,,13.0,6.0,,,1.27642,1.6242,0.1335,1.7718,1.4683,71.0,11.0,6.0,,,2.0,1.0,1.0,156.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,2.0,6.0,,5.0,5.0,,,7.0,165.0,49.0,38.0,2.0,1.0,4.0,8.0,6.0,571.0,,,1.0,1.0,,65.0,119.0,41.0,,,,,128.0,128.0,4.0,12.0,21.0,68.2,,,1.0,,10.0,0.0,,,,182.0,4.0,1.0,5.0,,2.0,2.0,6.0,,,3.0,208.0,509.0,4.0,12.0,150.0,30.0,13.0,23.0,7.0,27.0,21.0,115112.21,2.0,242.0,4.0,464.0,1.0,,12.0,9.0,29.0,1.0,587.0,,0.0,17.0,13.0,4.0,22.0,1.0,773.0,34.0,9.0,,9.0,9.0,8.0,0.0
2444751,29.0,2025-03-16 13:30:00,3,Arsenal,Home,154.0,7.0,3.0,5.0,2.0,,,145.0,3.0,3.0,4.0,3.0,3.0,16.0,294.0,1.0,,19.0,8.0,13.0,6.0,1.0,2.0,,,,,1.0,,9.0,,,,,,7.0,3.0,5.0,9.0,3.0,,59.0,42.0,,,,3.0,6.0,2.0,4.0,,5.0,9.0,,,6.0,,34.0,44.0,3.0,21.0,14.0,,1.0,0.724028,0.7147,0.0721,0.6746,0.1957,39.0,10.0,13.0,1.0,,3.0,1.0,1.0,120.0,1.0,1.0,1.0,,1.0,,4.0,,,,2.0,,,,1.0,14.0,,4.0,4.0,,,5.0,86.0,44.0,25.0,4.0,,4.0,4.0,4.0,330.0,,,3.0,3.0,,39.0,63.0,21.0,,,,,100.0,100.0,4.0,9.0,22.0,40.9,,,,,17.0,0.0,,,,83.0,2.0,,2.0,,1.0,,6.0,,,2.0,80.0,281.0,6.0,8.0,164.0,13.0,21.0,13.0,5.0,15.0,10.0,106736.46,,110.0,1.0,199.0,2.0,3.0,14.0,3.0,33.0,2.0,348.0,2.0,0.0,12.0,12.0,,20.0,3.0,525.0,27.0,16.0,,6.0,5.0,6.0,0.0
2444761,30.0,2025-04-01 19:45:00,3,Arsenal,Home,173.0,10.0,1.0,8.0,7.0,,1.0,266.0,,,6.0,3.0,8.0,14.0,431.0,3.0,1.0,9.0,18.0,9.0,7.0,2.0,4.0,2.0,,,,,,12.0,,,,,1.0,1.0,8.0,1.0,15.0,2.0,,74.0,41.0,2.0,1.0,1.0,1.0,7.0,7.0,7.0,,5.0,13.0,6.0,,8.0,1.0,43.0,42.0,1.0,14.0,9.0,,2.0,1.27643,2.3762,,1.8231,1.0343,52.0,2.0,10.0,1.0,,1.0,1.0,,135.0,2.0,,1.0,2.0,,1.0,4.0,,,2.0,,,,,,9.0,,3.0,3.0,1.0,,6.0,139.0,48.0,33.0,4.0,,4.0,7.0,4.0,463.0,,,2.0,,,68.0,80.0,30.0,,,,,104.0,104.0,5.0,14.0,15.0,50.9,,,,,10.0,0.0,,,,131.0,2.0,,2.0,,,2.0,6.0,3.0,1.0,3.0,116.0,424.0,7.0,11.0,185.0,14.0,14.0,16.0,5.0,25.0,20.0,115885.1,2.0,141.0,2.0,319.0,,,13.0,9.0,31.0,5.0,479.0,4.0,0.0,17.0,15.0,1.0,13.0,1.0,649.0,38.0,14.0,,8.0,5.0,7.0,0.0
