matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210371,11,2021-11-07 14:00:00,3,Arsenal,Home,252.0,11.0,2.0,7.0,5.0,,1.0,164.0,6.0,,4.0,4.0,3.0,24.0,409.0,,1.0,14.0,9.0,18.0,6.0,2.0,3.0,,,,,,1.0,,,,,,7.0,,1.0,,,,2.0,4.0,4.0,3.0,6.0,8.0,64.0,57.0,,1.0,,1.0,5.0,3.0,8.0,2.0,4.0,6.0,12.0,,6.0,,38.0,73.0,1.0,22.0,12.0,,2.0,1.16875,1.6381,0.0957,0.0769,20.0,59.0,6.0,19.0,,,6.0,3.0,1.0,156.0,,,,,,,6.0,1.0,2.0,,12.0,,7.0,7.0,2.0,4.0,123.0,58.0,34.0,2.0,1.0,3.0,5.0,6.0,463.0,4.0,3.0,,39.0,62.0,35.0,,,,1.0,142.0,142.0,3.0,26.0,20.0,60.6,,,,,10.0,0.0,145.0,,1.0,1.0,,1.0,,5.0,,3.0,9.0,83.0,386.0,5.0,8.0,271.0,30.0,22.0,24.0,4.0,25.0,21.0,,126.0,6.0,242.0,2.0,1.0,16.0,4.0,49.0,3.0,488.0,2.0,0.0,14.0,22.0,6.0,16.0,4.0,705.0,29.0,22.0,15.0,4.0,12.0,0.0
2210384,12,2021-11-20 17:30:00,3,Arsenal,Away,195.0,13.0,,2.0,2.0,,,118.0,5.0,,4.0,4.0,4.0,24.0,311.0,,1.0,14.0,11.0,11.0,5.0,,,1.0,,,,,,,,,,,5.0,,,,,,,6.0,16.0,3.0,3.0,2.0,61.0,59.0,,,,,7.0,2.0,9.0,,1.0,5.0,1.0,,8.0,3.0,44.0,52.0,,18.0,9.0,1.0,2.0,,,,,24.0,48.0,12.0,15.0,,,,,,151.0,,,,,,,8.0,,,1.0,9.0,,8.0,8.0,,4.0,85.0,54.0,29.0,6.0,,,5.0,3.0,353.0,6.0,1.0,,30.0,46.0,15.0,,,,,119.0,119.0,,30.0,23.0,37.5,,,,1.0,7.0,0.0,87.0,5.0,,5.0,,1.0,1.0,,1.0,3.0,8.0,52.0,285.0,4.0,5.0,223.0,26.0,18.0,15.0,1.0,7.0,6.0,1.0,79.0,2.0,168.0,,,15.0,4.0,51.0,8.0,384.0,1.0,0.0,5.0,18.0,3.0,16.0,0.0,556.0,5.0,16.0,9.0,1.0,6.0,0.0
2210391,13,2021-11-27 12:30:00,3,Arsenal,Home,216.0,23.0,1.0,2.0,1.0,,,349.0,3.0,,4.0,,9.0,22.0,563.0,1.0,3.0,15.0,5.0,12.0,16.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,21.0,,,,,1.0,1.0,2.0,3.0,6.0,14.0,10.0,105.0,57.0,4.0,4.0,1.0,,16.0,6.0,9.0,,4.0,10.0,3.0,,8.0,3.0,32.0,52.0,,12.0,8.0,,,,,,,24.0,78.0,6.0,12.0,,,2.0,1.0,1.0,193.0,2.0,,2.0,2.0,,,3.0,2.0,,1.0,8.0,1.0,3.0,3.0,1.0,4.0,169.0,66.0,48.0,4.0,1.0,9.0,10.0,6.0,629.0,2.0,1.0,,74.0,101.0,34.0,,,,,123.0,123.0,7.0,23.0,23.0,65.6,1.0,,,,16.0,0.0,179.0,2.0,3.0,5.0,,1.0,1.0,12.0,,3.0,15.0,178.0,547.0,3.0,19.0,232.0,44.0,12.0,20.0,4.0,18.0,14.0,1.0,225.0,2.0,432.0,,,6.0,10.0,42.0,,646.0,1.0,0.0,24.0,14.0,4.0,15.0,1.0,812.0,34.0,10.0,15.0,4.0,8.0,0.0
2210404,14,2021-12-02 20:15:00,3,Arsenal,Away,218.0,22.0,2.0,6.0,4.0,,1.0,228.0,3.0,,10.0,8.0,,32.0,440.0,,1.0,18.0,22.0,16.0,7.0,3.0,4.0,,,,,,1.0,,,,,,11.0,,,,,,1.0,5.0,9.0,5.0,12.0,5.0,78.0,58.0,1.0,1.0,,,10.0,4.0,4.0,1.0,8.0,3.0,5.0,,13.0,1.0,54.0,48.0,,14.0,9.0,,1.0,,,,,24.0,37.0,10.0,8.0,1.0,,3.0,2.0,1.0,146.0,2.0,,1.0,1.0,1.0,,7.0,1.0,1.0,,9.0,1.0,9.0,9.0,,10.0,151.0,61.0,39.0,3.0,1.0,2.0,10.0,8.0,509.0,1.0,1.0,,87.0,73.0,28.0,1.0,1.0,1.0,,132.0,132.0,8.0,25.0,14.0,55.5,,3.0,,,10.0,0.0,151.0,4.0,3.0,7.0,,1.0,,5.0,,3.0,8.0,112.0,428.0,1.0,12.0,248.0,40.0,14.0,19.0,8.0,18.0,10.0,,141.0,2.0,296.0,1.0,,20.0,1.0,56.0,1.0,526.0,,0.0,17.0,10.0,1.0,23.0,0.0,698.0,19.0,9.0,14.0,8.0,6.0,0.0
2210412,15,2021-12-06 20:00:00,3,Arsenal,Away,266.0,10.0,,3.0,3.0,1.0,,223.0,5.0,,8.0,2.0,4.0,21.0,486.0,,1.0,18.0,16.0,14.0,8.0,1.0,,,,,,,,,,,,,9.0,,,,1.0,,1.0,9.0,7.0,4.0,8.0,2.0,105.0,59.0,1.0,1.0,,1.0,21.0,3.0,6.0,,3.0,7.0,4.0,,12.0,1.0,46.0,52.0,1.0,13.0,3.0,,,,,,,32.0,60.0,12.0,8.0,,,2.0,1.0,,191.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,,3.0,1.0,10.0,10.0,1.0,8.0,147.0,69.0,39.0,3.0,1.0,4.0,6.0,3.0,565.0,3.0,1.0,,66.0,99.0,24.0,,,,,143.0,143.0,3.0,25.0,21.0,63.9,1.0,3.0,,,21.0,0.0,145.0,2.0,1.0,3.0,,2.0,,4.0,,3.0,17.0,96.0,470.0,9.0,10.0,306.0,30.0,13.0,12.0,3.0,15.0,12.0,,126.0,3.0,297.0,1.0,,23.0,4.0,62.0,1.0,588.0,,0.0,10.0,19.0,2.0,20.0,2.0,763.0,19.0,12.0,11.0,3.0,4.0,0.0
2210421,16,2021-12-11 15:00:00,3,Arsenal,Home,242.0,17.0,3.0,5.0,2.0,,,168.0,1.0,,1.0,5.0,5.0,27.0,405.0,1.0,1.0,15.0,22.0,21.0,8.0,2.0,3.0,,,,,,,,,,,,12.0,,,,1.0,1.0,,2.0,4.0,7.0,11.0,4.0,79.0,70.0,3.0,1.0,2.0,,18.0,3.0,2.0,1.0,9.0,7.0,4.0,1.0,7.0,5.0,41.0,42.0,,11.0,6.0,,1.0,,,,,19.0,51.0,5.0,8.0,2.0,1.0,1.0,,,177.0,3.0,1.0,3.0,2.0,1.0,,4.0,2.0,1.0,,6.0,2.0,7.0,7.0,1.0,1.0,131.0,56.0,23.0,8.0,,6.0,7.0,5.0,491.0,3.0,,,57.0,55.0,31.0,,,,,159.0,159.0,10.0,24.0,29.0,61.3,2.0,,,1.0,18.0,0.0,120.0,3.0,3.0,6.0,,,,7.0,,3.0,5.0,87.0,395.0,6.0,13.0,277.0,34.0,11.0,10.0,9.0,20.0,11.0,,124.0,2.0,250.0,1.0,,21.0,5.0,56.0,3.0,507.0,1.0,0.0,15.0,8.0,4.0,19.0,2.0,672.0,33.0,22.0,5.0,9.0,4.0,0.0
2210431,17,2021-12-15 20:00:00,3,Arsenal,Home,173.0,17.0,,4.0,4.0,,,251.0,2.0,,3.0,5.0,8.0,27.0,420.0,2.0,2.0,14.0,20.0,18.0,9.0,,2.0,1.0,,,,1.0,2.0,,,,,,16.0,,1.0,,,,,4.0,2.0,5.0,11.0,10.0,83.0,54.0,1.0,2.0,1.0,2.0,12.0,8.0,9.0,,5.0,5.0,5.0,,12.0,1.0,54.0,59.0,2.0,19.0,9.0,,1.0,,,,,27.0,75.0,9.0,9.0,,1.0,5.0,1.0,2.0,159.0,2.0,,1.0,2.0,,1.0,7.0,2.0,,,9.0,1.0,5.0,5.0,,3.0,126.0,53.0,28.0,2.0,1.0,2.0,9.0,8.0,488.0,3.0,1.0,,47.0,96.0,26.0,,,,1.0,130.0,130.0,3.0,16.0,30.0,56.2,,,,,12.0,0.0,133.0,1.0,,1.0,,,1.0,5.0,,3.0,19.0,145.0,412.0,4.0,11.0,195.0,30.0,19.0,16.0,5.0,16.0,11.0,2.0,182.0,2.0,322.0,1.0,,10.0,8.0,47.0,,501.0,3.0,0.0,21.0,22.0,2.0,17.0,2.0,680.0,41.0,14.0,10.0,5.0,13.0,0.0
2210443,18,2021-12-18 17:30:00,3,Arsenal,Away,168.0,11.0,1.0,2.0,1.0,2.0,1.0,139.0,3.0,1.0,6.0,1.0,2.0,17.0,305.0,,4.0,14.0,6.0,11.0,13.0,1.0,2.0,2.0,,,,,,,,,,2.0,18.0,,,,,,1.0,4.0,4.0,5.0,14.0,7.0,65.0,59.0,5.0,3.0,3.0,1.0,17.0,6.0,11.0,1.0,4.0,2.0,,,7.0,1.0,37.0,41.0,1.0,8.0,6.0,,,,,,,26.0,52.0,7.0,11.0,,,2.0,1.0,,140.0,3.0,,2.0,3.0,,2.0,8.0,4.0,1.0,1.0,6.0,,11.0,11.0,1.0,6.0,94.0,65.0,34.0,1.0,3.0,2.0,15.0,12.0,372.0,1.0,,,47.0,32.0,18.0,1.0,1.0,1.0,,125.0,125.0,8.0,25.0,19.0,49.1,,,,,17.0,0.0,93.0,,1.0,1.0,,1.0,2.0,3.0,,3.0,19.0,56.0,294.0,9.0,17.0,187.0,19.0,8.0,13.0,4.0,7.0,3.0,4.0,104.0,7.0,212.0,1.0,1.0,17.0,4.0,46.0,1.0,392.0,,0.0,21.0,13.0,8.0,15.0,1.0,555.0,39.0,17.0,6.0,4.0,7.0,0.0
2210457,19,2021-12-26 15:00:00,3,Arsenal,Away,273.0,12.0,1.0,2.0,1.0,,,222.0,1.0,1.0,5.0,6.0,17.0,23.0,493.0,,1.0,16.0,10.0,23.0,6.0,1.0,2.0,,,,,,1.0,,,,,,12.0,1.0,,,,,,3.0,3.0,1.0,11.0,5.0,94.0,67.0,1.0,1.0,2.0,1.0,13.0,6.0,2.0,1.0,4.0,3.0,2.0,1.0,8.0,1.0,36.0,59.0,1.0,9.0,6.0,,,,,,,25.0,67.0,7.0,13.0,1.0,,4.0,,1.0,189.0,3.0,,,3.0,,,3.0,4.0,1.0,,6.0,,8.0,8.0,,5.0,146.0,74.0,46.0,3.0,2.0,3.0,7.0,6.0,567.0,1.0,2.0,,65.0,77.0,26.0,,,,1.0,140.0,140.0,4.0,22.0,34.0,64.8,,,,,13.0,0.0,156.0,2.0,,2.0,,,,4.0,,3.0,11.0,123.0,478.0,5.0,10.0,294.0,26.0,9.0,20.0,4.0,9.0,5.0,,170.0,1.0,300.0,2.0,1.0,16.0,18.0,49.0,2.0,585.0,2.0,0.0,16.0,13.0,2.0,20.0,2.0,755.0,21.0,16.0,11.0,5.0,11.0,0.0
2210461,20,2022-02-24 19:45:00,3,Arsenal,Home,204.0,20.0,2.0,5.0,3.0,1.0,,222.0,6.0,1.0,3.0,3.0,4.0,23.0,421.0,2.0,3.0,17.0,12.0,11.0,19.0,1.0,2.0,,,,,,1.0,,,,,,21.0,,,1.0,,,2.0,6.0,5.0,1.0,20.0,6.0,68.0,70.0,2.0,1.0,1.0,,22.0,10.0,9.0,,5.0,9.0,5.0,,12.0,,50.0,49.0,,9.0,6.0,1.0,1.0,,,,,21.0,76.0,8.0,8.0,,,2.0,,1.0,150.0,1.0,,1.0,1.0,,,6.0,1.0,,,6.0,1.0,4.0,4.0,,3.0,142.0,58.0,33.0,4.0,,10.0,11.0,5.0,489.0,,2.0,,59.0,66.0,41.0,,,,,139.0,139.0,10.0,15.0,42.0,55.5,1.0,,3.0,,22.0,0.0,148.0,1.0,,1.0,,,,11.0,3.0,3.0,9.0,126.0,402.0,16.0,21.0,216.0,47.0,9.0,27.0,4.0,18.0,14.0,,181.0,5.0,310.0,,1.0,8.0,7.0,48.0,2.0,508.0,2.0,0.0,26.0,12.0,4.0,20.0,1.0,692.0,51.0,11.0,18.0,5.0,6.0,0.0
2210471,21,2022-01-01 12:30:00,3,Arsenal,Home,75.0,11.0,,1.0,1.0,,,105.0,4.0,,2.0,5.0,1.0,22.0,179.0,,,6.0,16.0,5.0,2.0,,1.0,,,,,,,,,,,,6.0,,,1.0,,,,8.0,8.0,7.0,5.0,2.0,41.0,53.0,,1.0,,,7.0,1.0,10.0,1.0,5.0,7.0,2.0,,6.0,,52.0,34.0,,15.0,6.0,,1.0,,,,,19.0,55.0,13.0,4.0,,,3.0,1.0,,105.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,1.0,6.0,1.0,10.0,10.0,3.0,2.0,46.0,56.0,25.0,5.0,1.0,1.0,2.0,2.0,227.0,7.0,,,21.0,49.0,33.0,1.0,1.0,1.0,,114.0,114.0,9.0,16.0,18.0,28.8,1.0,3.0,,,7.0,0.0,57.0,,,,1.0,,,4.0,,3.0,10.0,59.0,168.0,6.0,3.0,81.0,30.0,15.0,17.0,5.0,15.0,10.0,,109.0,2.0,183.0,1.0,,19.0,1.0,60.0,1.0,249.0,1.0,1.0,7.0,16.0,,10.0,3.0,397.0,18.0,11.0,9.0,5.0,6.0,0.0
2210488,22,2022-05-12 19:45:00,3,Arsenal,Away,177.0,9.0,,1.0,1.0,,1.0,175.0,2.0,,2.0,1.0,3.0,11.0,351.0,1.0,,14.0,9.0,9.0,9.0,,,,,,,,,,,,1.0,,8.0,,,,,,1.0,6.0,14.0,2.0,3.0,6.0,58.0,35.0,,,,,9.0,2.0,5.0,,2.0,7.0,2.0,,4.0,1.0,45.0,31.0,,11.0,4.0,,,,,,,18.0,40.0,15.0,8.0,,,2.0,2.0,,120.0,,,,,,,7.0,,,,4.0,,9.0,9.0,,2.0,124.0,38.0,17.0,2.0,,2.0,7.0,5.0,392.0,4.0,,,56.0,51.0,17.0,1.0,1.0,1.0,,101.0,101.0,3.0,21.0,6.0,42.4,,,,,9.0,0.0,110.0,2.0,1.0,3.0,1.0,,,2.0,,3.0,7.0,94.0,342.0,4.0,9.0,198.0,31.0,11.0,20.0,2.0,13.0,11.0,,123.0,1.0,227.0,,,5.0,3.0,35.0,,412.0,2.0,1.0,9.0,6.0,,16.0,3.0,547.0,16.0,10.0,8.0,2.0,2.0,0.0
2210491,23,2022-01-23 14:00:00,3,Arsenal,Home,275.0,23.0,2.0,3.0,2.0,,,292.0,6.0,2.0,4.0,2.0,11.0,36.0,564.0,1.0,,20.0,25.0,17.0,14.0,2.0,4.0,,,1.0,,1.0,2.0,,,,,,14.0,,,,,,,4.0,5.0,5.0,13.0,7.0,107.0,44.0,1.0,1.0,,,8.0,7.0,7.0,,12.0,17.0,6.0,,10.0,1.0,58.0,44.0,,19.0,11.0,,,,,,,22.0,73.0,9.0,12.0,,,4.0,2.0,2.0,151.0,,,,,,,8.0,,1.0,1.0,11.0,,4.0,4.0,,4.0,199.0,55.0,31.0,4.0,,7.0,9.0,5.0,619.0,3.0,1.0,,111.0,83.0,40.0,,,,,137.0,137.0,2.0,20.0,16.0,75.6,,,,2.0,8.0,0.0,186.0,,1.0,1.0,,1.0,,8.0,,1.0,15.0,165.0,543.0,3.0,16.0,297.0,44.0,19.0,16.0,10.0,34.0,25.0,,206.0,1.0,380.0,1.0,2.0,14.0,11.0,74.0,,643.0,3.0,0.0,20.0,7.0,1.0,20.0,0.0,823.0,43.0,8.0,8.0,12.0,3.0,0.0
2210506,24,2022-02-10 19:45:00,3,Arsenal,Away,134.0,7.0,1.0,4.0,3.0,1.0,,142.0,3.0,,7.0,2.0,5.0,11.0,272.0,1.0,1.0,13.0,17.0,14.0,7.0,1.0,4.0,,,,,,,,1.0,,,1.0,7.0,,,,,,,7.0,9.0,6.0,8.0,4.0,43.0,59.0,2.0,1.0,1.0,2.0,20.0,7.0,10.0,,4.0,7.0,3.0,1.0,8.0,,52.0,48.0,2.0,35.0,17.0,,,,,,,24.0,54.0,13.0,12.0,,,3.0,,,143.0,1.0,,,,1.0,,10.0,,1.0,,17.0,,7.0,7.0,1.0,7.0,92.0,64.0,25.0,7.0,,2.0,7.0,2.0,329.0,4.0,2.0,,48.0,56.0,21.0,,,,,134.0,134.0,2.0,22.0,24.0,41.7,,,,2.0,20.0,0.0,78.0,3.0,1.0,4.0,1.0,2.0,,3.0,1.0,3.0,7.0,74.0,257.0,9.0,9.0,149.0,22.0,35.0,9.0,3.0,13.0,10.0,,120.0,5.0,220.0,1.0,,21.0,5.0,50.0,2.0,356.0,1.0,1.0,12.0,17.0,2.0,17.0,3.0,554.0,26.0,21.0,5.0,4.0,10.0,0.0
2210513,25,2022-04-20 19:45:00,3,Arsenal,Away,113.0,12.0,,1.0,1.0,,,139.0,3.0,2.0,2.0,3.0,7.0,13.0,251.0,1.0,1.0,16.0,14.0,14.0,8.0,,,,,,,,,,,,,,13.0,1.0,,,,,,2.0,9.0,2.0,10.0,4.0,54.0,66.0,,,2.0,2.0,27.0,3.0,8.0,,1.0,6.0,1.0,,12.0,,49.0,48.0,2.0,25.0,8.0,,1.0,,,,,27.0,42.0,6.0,7.0,2.0,,2.0,,,122.0,1.0,,1.0,1.0,,,8.0,3.0,,2.0,8.0,,15.0,15.0,3.0,2.0,79.0,47.0,27.0,6.0,2.0,5.0,4.0,4.0,314.0,4.0,,,36.0,52.0,12.0,,,,1.0,126.0,126.0,4.0,29.0,26.0,32.0,,,,1.0,27.0,0.0,77.0,,,,,,,7.0,,3.0,10.0,78.0,239.0,15.0,9.0,139.0,29.0,25.0,18.0,1.0,8.0,7.0,,108.0,2.0,201.0,,2.0,20.0,8.0,43.0,4.0,332.0,1.0,0.0,14.0,20.0,1.0,16.0,1.0,531.0,30.0,11.0,7.0,1.0,9.0,0.0
2210521,26,2022-02-19 15:00:00,3,Arsenal,Home,165.0,19.0,3.0,10.0,7.0,2.0,,327.0,1.0,,4.0,3.0,7.0,24.0,482.0,,,19.0,17.0,11.0,11.0,1.0,5.0,1.0,,,,,,,,,,,19.0,,,,,,,7.0,3.0,3.0,17.0,7.0,90.0,55.0,,1.0,,,16.0,8.0,6.0,2.0,14.0,15.0,14.0,,9.0,,46.0,35.0,,7.0,4.0,,,,,,,23.0,72.0,10.0,4.0,,,,,,169.0,2.0,,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,4.0,,8.0,8.0,1.0,5.0,148.0,62.0,38.0,,2.0,5.0,9.0,8.0,551.0,3.0,1.0,,89.0,112.0,53.0,,,,,151.0,151.0,8.0,14.0,24.0,66.4,,,,,16.0,0.0,155.0,,1.0,1.0,,,1.0,8.0,2.0,2.0,13.0,211.0,473.0,4.0,14.0,183.0,34.0,7.0,12.0,14.0,43.0,29.0,2.0,256.0,4.0,422.0,1.0,,15.0,7.0,43.0,1.0,562.0,4.0,0.0,24.0,14.0,1.0,25.0,1.0,757.0,43.0,15.0,7.0,14.0,11.0,0.0
2210531,27,2022-03-16 20:15:00,3,Arsenal,Home,234.0,29.0,,2.0,2.0,,,175.0,1.0,2.0,3.0,5.0,2.0,32.0,407.0,,,22.0,15.0,6.0,7.0,,1.0,,,,,,,,,,,,8.0,,,,,,,2.0,7.0,2.0,3.0,6.0,80.0,68.0,1.0,1.0,,1.0,20.0,4.0,4.0,,1.0,7.0,1.0,,14.0,1.0,42.0,45.0,1.0,17.0,10.0,,,,,,,34.0,66.0,9.0,9.0,,,1.0,1.0,,168.0,,,,,,,6.0,,1.0,2.0,10.0,,5.0,5.0,,3.0,125.0,61.0,32.0,6.0,,3.0,4.0,2.0,484.0,4.0,1.0,,52.0,86.0,21.0,,,,,149.0,149.0,6.0,32.0,25.0,48.4,,,,,20.0,0.0,132.0,1.0,,1.0,,,,3.0,,3.0,16.0,92.0,398.0,9.0,7.0,266.0,50.0,17.0,16.0,1.0,10.0,9.0,,140.0,3.0,249.0,1.0,2.0,24.0,2.0,69.0,4.0,505.0,,0.0,9.0,16.0,2.0,23.0,0.0,694.0,12.0,21.0,14.0,1.0,12.0,0.0
2210549,28,2022-03-06 14:00:00,3,Arsenal,Away,228.0,21.0,,3.0,3.0,3.0,,244.0,2.0,1.0,6.0,1.0,5.0,20.0,469.0,,,13.0,31.0,9.0,11.0,,3.0,1.0,,,,,,,,,,,13.0,,,,,1.0,,6.0,7.0,6.0,11.0,5.0,79.0,77.0,,,,1.0,16.0,3.0,13.0,,5.0,11.0,5.0,,11.0,2.0,72.0,42.0,1.0,15.0,4.0,,1.0,,,,,31.0,63.0,12.0,5.0,,,,1.0,,172.0,3.0,,3.0,3.0,,,4.0,3.0,,,4.0,1.0,18.0,18.0,,6.0,151.0,65.0,39.0,1.0,3.0,9.0,5.0,4.0,536.0,3.0,1.0,,35.0,97.0,33.0,,,,,137.0,137.0,5.0,33.0,26.0,57.0,1.0,,,1.0,16.0,0.0,154.0,2.0,3.0,5.0,,,1.0,9.0,,3.0,15.0,114.0,458.0,11.0,14.0,255.0,42.0,15.0,14.0,4.0,21.0,17.0,1.0,160.0,6.0,322.0,,1.0,11.0,5.0,53.0,,556.0,1.0,0.0,16.0,20.0,1.0,15.0,2.0,748.0,29.0,12.0,8.0,5.0,13.0,0.0
2210551,29,2022-03-13 16:30:00,3,Arsenal,Home,241.0,8.0,1.0,3.0,2.0,1.0,,177.0,1.0,,3.0,,5.0,14.0,415.0,2.0,,13.0,8.0,6.0,15.0,,1.0,2.0,,,,,,,,,,,16.0,1.0,,,,1.0,3.0,5.0,4.0,2.0,16.0,5.0,72.0,61.0,1.0,2.0,1.0,1.0,15.0,9.0,,1.0,2.0,7.0,2.0,,6.0,2.0,32.0,36.0,1.0,15.0,4.0,,,,,,,20.0,58.0,8.0,9.0,1.0,,4.0,2.0,,143.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,4.0,1.0,11.0,11.0,,3.0,141.0,60.0,39.0,6.0,1.0,2.0,14.0,8.0,467.0,2.0,1.0,,57.0,47.0,19.0,,,,1.0,109.0,109.0,5.0,27.0,19.0,46.0,1.0,,,1.0,15.0,0.0,125.0,2.0,1.0,3.0,,1.0,2.0,4.0,1.0,3.0,10.0,88.0,406.0,7.0,16.0,259.0,20.0,15.0,17.0,1.0,12.0,11.0,2.0,127.0,1.0,234.0,1.0,,15.0,5.0,45.0,2.0,481.0,3.0,0.0,21.0,15.0,3.0,14.0,0.0,650.0,35.0,13.0,6.0,2.0,9.0,0.0
2210561,30,2022-03-19 12:30:00,3,Arsenal,Away,231.0,14.0,2.0,2.0,1.0,1.0,,220.0,7.0,,1.0,1.0,5.0,26.0,449.0,3.0,,17.0,5.0,6.0,7.0,1.0,1.0,1.0,,,,,,,,,,,8.0,,,,,,1.0,9.0,5.0,3.0,4.0,6.0,86.0,42.0,1.0,1.0,,,13.0,4.0,6.0,,5.0,9.0,1.0,,6.0,1.0,35.0,34.0,,25.0,12.0,,,,,,,21.0,65.0,14.0,12.0,,,3.0,1.0,,162.0,,,,,,,11.0,,1.0,,12.0,,5.0,5.0,1.0,1.0,141.0,68.0,45.0,6.0,1.0,3.0,5.0,3.0,493.0,1.0,1.0,,83.0,79.0,18.0,,,,,112.0,112.0,3.0,19.0,16.0,53.0,,,,1.0,13.0,0.0,132.0,,1.0,1.0,,,1.0,3.0,,3.0,12.0,109.0,429.0,3.0,8.0,251.0,38.0,25.0,7.0,4.0,14.0,11.0,1.0,144.0,1.0,284.0,1.0,,13.0,5.0,59.0,1.0,521.0,3.0,0.0,10.0,13.0,1.0,20.0,3.0,671.0,23.0,13.0,3.0,5.0,10.0,0.0
2210574,31,2022-04-04 20:00:00,3,Arsenal,Away,264.0,14.0,1.0,3.0,2.0,,,296.0,4.0,2.0,3.0,1.0,6.0,14.0,557.0,,,28.0,11.0,10.0,9.0,1.0,1.0,,,,,,,,,,,,11.0,,,1.0,,,,10.0,3.0,3.0,6.0,6.0,102.0,64.0,1.0,2.0,,,14.0,1.0,9.0,,2.0,6.0,1.0,,11.0,1.0,52.0,44.0,,5.0,2.0,,,,,,,29.0,67.0,15.0,10.0,,,1.0,,,191.0,,,,,,,5.0,,,1.0,2.0,1.0,8.0,8.0,,3.0,175.0,77.0,49.0,,,7.0,3.0,3.0,625.0,,2.0,,88.0,80.0,22.0,1.0,1.0,1.0,,145.0,145.0,6.0,29.0,26.0,68.6,1.0,,,,14.0,0.0,179.0,,2.0,2.0,,,,8.0,,3.0,18.0,147.0,538.0,3.0,10.0,282.0,38.0,5.0,15.0,2.0,9.0,7.0,,189.0,1.0,374.0,,2.0,15.0,6.0,40.0,4.0,647.0,,0.0,12.0,16.0,,30.0,2.0,826.0,22.0,23.0,8.0,2.0,9.0,0.0
