matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321662,1,2010-08-15 16:00:00,3,Arsenal,Away,151.0,7.0,3.0,8.0,5.0,,,317.0,4.0,,5.0,,15.0,18.0,460.0,,,20.0,14.0,15.0,7.0,4.0,,,,,2.0,4.0,,,,5.0,,,,,,1.0,,1.0,5.0,3.0,54.0,57.0,,,,2.0,6.0,5.0,1.0,11.0,13.0,14.0,,19.0,2.0,64.0,54.0,2.0,18.0,9.0,,,63.0,17.0,13.0,,,7.0,1.0,4.0,174.0,,,,,,,4.0,,3.0,2.0,16.0,1.0,16.0,12.0,1.0,5.0,157.0,76.0,55.0,9.0,,6.0,5.0,3.0,2.0,1.0,,89.0,72.0,26.0,,,,,,167.0,155.0,5.0,16.0,29.0,63.3,1.0,,0.0,151.0,1.0,2.0,1.0,,,8.0,1.0,3.0,156.0,11.0,166.0,17.0,30.0,17.0,11.0,39.0,28.0,,199.0,1.0,409.0,3.0,,13.0,19.0,35.0,1.0,536.0,1.0,1.0,17.0,20.0,5.0,20.0,2.0,761.0,16.0,6.0,11.0,15.0,0.0
321667,2,2010-08-21 15:00:00,3,Arsenal,Home,187.0,14.0,2.0,6.0,5.0,1.0,,334.0,5.0,1.0,6.0,1.0,23.0,18.0,515.0,1.0,8.0,21.0,8.0,10.0,18.0,2.0,2.0,,1.0,,,1.0,,,,21.0,1.0,,,,,,,,4.0,1.0,67.0,71.0,6.0,5.0,2.0,3.0,6.0,8.0,,8.0,13.0,6.0,,9.0,,44.0,48.0,3.0,9.0,4.0,,,77.0,10.0,5.0,1.0,,2.0,,1.0,218.0,5.0,1.0,3.0,4.0,1.0,,5.0,4.0,1.0,,7.0,,26.0,24.0,1.0,6.0,147.0,77.0,62.0,2.0,5.0,9.0,16.0,12.0,2.0,,,84.0,76.0,30.0,,,,,1.0,128.0,124.0,3.0,21.0,40.0,53.3,,,0.0,149.0,,1.0,,,2.0,12.0,,3.0,173.0,25.0,194.0,22.0,13.0,28.0,5.0,23.0,19.0,2.0,216.0,6.0,410.0,1.0,1.0,3.0,26.0,24.0,4.0,581.0,2.0,0.0,30.0,14.0,16.0,25.0,0.0,801.0,15.0,19.0,8.0,12.0,0.0
321678,3,2010-08-28 12:45:00,3,Arsenal,Away,167.0,17.0,,2.0,2.0,4.0,,259.0,5.0,2.0,10.0,7.0,26.0,18.0,424.0,,1.0,25.0,14.0,16.0,11.0,,3.0,,,,,,,,,12.0,,,,,,,,,10.0,5.0,63.0,59.0,2.0,1.0,1.0,,4.0,6.0,1.0,8.0,9.0,3.0,,15.0,,52.0,62.0,,30.0,11.0,,1.0,67.0,6.0,9.0,,,1.0,1.0,,190.0,2.0,,1.0,2.0,,,9.0,2.0,4.0,,24.0,,19.0,15.0,2.0,10.0,131.0,94.0,56.0,4.0,2.0,5.0,8.0,5.0,6.0,3.0,,59.0,61.0,12.0,,,,,,198.0,176.0,2.0,27.0,19.0,64.7,,2.0,0.0,143.0,2.0,,,,3.0,5.0,,3.0,119.0,13.0,195.0,28.0,52.0,21.0,6.0,19.0,13.0,3.0,167.0,15.0,351.0,4.0,2.0,24.0,27.0,40.0,2.0,527.0,1.0,0.0,14.0,27.0,6.0,31.0,0.0,781.0,15.0,10.0,8.0,18.0,0.0
321687,4,2010-09-11 15:00:00,3,Arsenal,Home,254.0,8.0,2.0,6.0,4.0,3.0,,248.0,1.0,2.0,8.0,4.0,32.0,17.0,496.0,1.0,5.0,20.0,18.0,12.0,15.0,1.0,1.0,,,,,,,,,18.0,,,,,,,,,5.0,4.0,67.0,72.0,8.0,5.0,3.0,2.0,3.0,2.0,,9.0,3.0,5.0,1.0,24.0,2.0,69.0,51.0,2.0,18.0,10.0,1.0,,59.0,11.0,11.0,2.0,,1.0,,,207.0,3.0,,3.0,2.0,1.0,,3.0,2.0,2.0,1.0,19.0,,21.0,19.0,1.0,9.0,139.0,69.0,44.0,6.0,1.0,7.0,12.0,11.0,4.0,3.0,,46.0,44.0,29.0,,,,,,162.0,146.0,1.0,29.0,33.0,64.3,,,0.0,158.0,3.0,,,,1.0,8.0,,3.0,127.0,19.0,275.0,18.0,34.0,25.0,8.0,16.0,8.0,1.0,165.0,7.0,312.0,2.0,2.0,10.0,33.0,30.0,5.0,571.0,1.0,0.0,22.0,18.0,15.0,24.0,2.0,803.0,7.0,10.0,9.0,14.0,0.0
321703,5,2010-09-18 17:30:00,3,Arsenal,Away,101.0,8.0,,1.0,1.0,5.0,,189.0,8.0,1.0,6.0,4.0,19.0,9.0,289.0,,3.0,14.0,32.0,20.0,11.0,1.0,1.0,,2.0,,,2.0,,1.0,,12.0,,,1.0,,1.0,,,1.0,11.0,8.0,46.0,57.0,1.0,2.0,,9.0,1.0,9.0,,3.0,8.0,1.0,,23.0,1.0,82.0,58.0,9.0,30.0,14.0,1.0,,67.0,14.0,12.0,,,6.0,2.0,2.0,167.0,,,,,,,13.0,1.0,3.0,1.0,38.0,1.0,19.0,15.0,3.0,6.0,92.0,79.0,39.0,11.0,1.0,8.0,4.0,4.0,4.0,2.0,,55.0,58.0,18.0,,,,,1.0,181.0,151.0,1.0,28.0,18.0,46.5,1.0,1.0,0.0,68.0,2.0,1.0,1.0,,1.0,11.0,,2.0,85.0,12.0,127.0,22.0,60.0,14.0,3.0,14.0,11.0,1.0,125.0,9.0,260.0,3.0,1.0,25.0,20.0,37.0,,373.0,,1.0,16.0,17.0,8.0,20.0,1.0,628.0,13.0,9.0,3.0,12.0,0.0
321707,6,2010-09-25 15:00:00,3,Arsenal,Home,181.0,11.0,4.0,15.0,11.0,2.0,3.0,280.0,1.0,1.0,6.0,2.0,14.0,23.0,446.0,,2.0,30.0,15.0,5.0,12.0,5.0,,,,,,2.0,,,,16.0,,,,,,2.0,,5.0,6.0,2.0,49.0,51.0,2.0,3.0,1.0,2.0,11.0,7.0,,16.0,23.0,13.0,,15.0,2.0,60.0,52.0,2.0,9.0,5.0,2.0,,68.0,16.0,15.0,,,8.0,5.0,2.0,171.0,2.0,,1.0,2.0,,,4.0,2.0,1.0,1.0,8.0,3.0,10.0,9.0,1.0,6.0,156.0,63.0,48.0,4.0,2.0,7.0,12.0,6.0,1.0,,,104.0,63.0,29.0,,1.0,1.0,1.0,,159.0,153.0,2.0,20.0,22.0,64.3,2.0,,0.0,146.0,2.0,,,,,11.0,1.0,3.0,156.0,19.0,197.0,17.0,15.0,19.0,15.0,56.0,41.0,,197.0,8.0,381.0,1.0,2.0,5.0,18.0,31.0,1.0,522.0,,0.0,28.0,21.0,4.0,31.0,4.0,754.0,8.0,11.0,16.0,12.0,0.0
321718,7,2010-10-03 16:00:00,3,Arsenal,Away,137.0,15.0,3.0,6.0,3.0,4.0,,231.0,7.0,3.0,12.0,2.0,20.0,27.0,362.0,,3.0,16.0,13.0,12.0,12.0,2.0,,,,,,,,,,12.0,,,,,,,,1.0,9.0,8.0,57.0,54.0,1.0,2.0,,2.0,4.0,10.0,,10.0,12.0,9.0,,15.0,3.0,55.0,50.0,2.0,15.0,8.0,,1.0,55.0,12.0,6.0,,1.0,3.0,1.0,,152.0,,,,,,,10.0,,2.0,1.0,13.0,,12.0,9.0,,12.0,120.0,61.0,39.0,10.0,,6.0,8.0,4.0,3.0,,,58.0,60.0,22.0,,,,,,152.0,145.0,1.0,21.0,19.0,53.0,,,0.0,112.0,3.0,2.0,,,,8.0,,3.0,130.0,14.0,159.0,22.0,22.0,16.0,9.0,31.0,22.0,,171.0,10.0,313.0,3.0,3.0,9.0,23.0,37.0,2.0,441.0,,0.0,16.0,22.0,9.0,18.0,1.0,658.0,12.0,10.0,10.0,15.0,0.0
321727,8,2010-10-16 15:00:00,3,Arsenal,Home,165.0,10.0,1.0,3.0,2.0,2.0,1.0,332.0,2.0,1.0,14.0,5.0,20.0,13.0,494.0,,1.0,15.0,12.0,12.0,13.0,2.0,1.0,,,,,1.0,,,,15.0,1.0,,,,,,,1.0,4.0,5.0,70.0,68.0,2.0,2.0,1.0,2.0,7.0,,,7.0,11.0,4.0,,17.0,,51.0,52.0,2.0,17.0,7.0,,,58.0,17.0,10.0,1.0,,4.0,1.0,1.0,177.0,1.0,,1.0,1.0,,,4.0,1.0,3.0,1.0,14.0,,19.0,16.0,3.0,14.0,152.0,69.0,48.0,3.0,1.0,4.0,12.0,8.0,2.0,2.0,,62.0,73.0,31.0,,,,,1.0,150.0,142.0,3.0,25.0,22.0,58.1,,3.0,0.0,171.0,1.0,2.0,,,1.0,5.0,,2.0,181.0,16.0,186.0,17.0,25.0,23.0,7.0,23.0,16.0,1.0,216.0,10.0,407.0,3.0,1.0,12.0,21.0,21.0,3.0,570.0,,1.0,20.0,13.0,9.0,21.0,2.0,787.0,10.0,17.0,7.0,11.0,0.0
321740,9,2010-10-24 16:00:00,3,Arsenal,Away,222.0,23.0,1.0,6.0,5.0,,,380.0,4.0,2.0,11.0,2.0,22.0,34.0,596.0,,5.0,12.0,7.0,5.0,7.0,1.0,,,,,,,,,,11.0,,,,1.0,,,,,8.0,2.0,89.0,61.0,4.0,3.0,2.0,,3.0,15.0,,7.0,11.0,6.0,,18.0,4.0,57.0,48.0,,11.0,4.0,,1.0,58.0,12.0,11.0,1.0,,6.0,3.0,,194.0,2.0,,2.0,2.0,,,7.0,3.0,2.0,2.0,7.0,,18.0,15.0,1.0,11.0,179.0,66.0,51.0,6.0,2.0,4.0,6.0,7.0,3.0,2.0,,101.0,107.0,27.0,,,,,1.0,130.0,124.0,2.0,23.0,25.0,65.3,,,0.0,202.0,3.0,1.0,,1.0,,4.0,,3.0,159.0,10.0,244.0,30.0,17.0,15.0,6.0,26.0,20.0,,192.0,1.0,446.0,2.0,2.0,9.0,22.0,47.0,2.0,664.0,,0.0,14.0,24.0,10.0,12.0,4.0,855.0,4.0,8.0,7.0,18.0,0.0
321747,10,2010-10-30 15:00:00,3,Arsenal,Home,185.0,7.0,1.0,7.0,6.0,4.0,2.0,293.0,4.0,1.0,10.0,3.0,30.0,12.0,471.0,1.0,6.0,19.0,12.0,12.0,10.0,3.0,1.0,,1.0,1.0,,2.0,,,,18.0,,,,,1.0,1.0,,2.0,1.0,4.0,58.0,69.0,2.0,1.0,1.0,3.0,6.0,10.0,,7.0,15.0,4.0,,19.0,,63.0,65.0,3.0,11.0,3.0,,,60.0,15.0,19.0,,1.0,6.0,5.0,2.0,212.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,11.0,2.0,15.0,15.0,1.0,10.0,133.0,81.0,64.0,4.0,1.0,4.0,10.0,10.0,,1.0,,70.0,70.0,25.0,,,,,,158.0,145.0,6.0,20.0,31.0,65.7,2.0,2.0,0.0,143.0,1.0,1.0,,1.0,1.0,7.0,1.0,3.0,138.0,14.0,202.0,19.0,24.0,15.0,7.0,31.0,24.0,1.0,181.0,8.0,375.0,1.0,1.0,13.0,33.0,24.0,3.0,546.0,1.0,0.0,23.0,26.0,18.0,19.0,2.0,775.0,13.0,8.0,7.0,21.0,0.0
