matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803262,11.0,2015-10-31 15:00:00,3,Arsenal,Away,153.0,17.0,2.0,3.0,1.0,7.0,,235.0,3.0,,5.0,7.0,18.0,26.0,385.0,,,16.0,11.0,12.0,7.0,2.0,1.0,,,,1.0,,,,,9.0,,,,,,1.0,5.0,2.0,5.0,,66.0,65.0,3.0,1.0,3.0,5.0,27.0,2.0,10.0,,,4.0,12.0,2.0,1.0,5.0,2.0,37.0,54.0,5.0,17.0,8.0,,1.0,59.0,7.0,12.0,1.0,1.0,3.0,2.0,1.0,171.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,2.0,2.0,,,,,9.0,1.0,21.0,21.0,3.0,5.0,126.0,68.0,47.0,4.0,1.0,6.0,5.0,5.0,440.0,,,3.0,2.0,,71.0,52.0,20.0,,,,,119.0,117.0,2.0,36.0,20.0,45.8,,2.0,27.0,0.0,,,,98.0,1.0,2.0,3.0,,1.0,1.0,7.0,,3.0,116.0,371.0,12.0,11.0,171.0,29.0,19.0,18.0,3.0,19.0,16.0,1.0,158.0,11.0,309.0,2.0,,15.0,21.0,42.0,1.0,461.0,2.0,0.0,14.0,16.0,2.0,17.0,0.0,655.0,11.0,14.0,4.0,13.0,0.0
803279,12.0,2015-11-08 16:00:00,3,Arsenal,Home,166.0,24.0,2.0,8.0,6.0,3.0,2.0,186.0,8.0,2.0,5.0,5.0,16.0,34.0,344.0,,1.0,29.0,16.0,12.0,5.0,4.0,,,,,,,,,,4.0,,,1.0,,,3.0,5.0,10.0,4.0,,60.0,65.0,4.0,3.0,1.0,4.0,28.0,1.0,16.0,,,7.0,7.0,4.0,,16.0,3.0,63.0,68.0,4.0,16.0,10.0,,1.0,68.0,12.0,16.0,,,4.0,5.0,,194.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,12.0,1.0,13.0,13.0,2.0,5.0,110.0,87.0,44.0,6.0,,5.0,5.0,4.0,427.0,,,3.0,4.0,,67.0,80.0,37.0,,,,,181.0,177.0,3.0,28.0,26.0,54.9,1.0,,28.0,0.0,,,,94.0,3.0,,3.0,,,,5.0,,3.0,112.0,318.0,12.0,10.0,188.0,44.0,20.0,11.0,7.0,23.0,16.0,,164.0,9.0,293.0,,2.0,22.0,24.0,67.0,1.0,458.0,,0.0,10.0,35.0,4.0,32.0,0.0,693.0,18.0,5.0,7.0,25.0,0.0
803282,13.0,2015-11-21 15:00:00,3,Arsenal,Away,249.0,25.0,,5.0,5.0,,1.0,346.0,2.0,1.0,6.0,2.0,19.0,19.0,590.0,,2.0,10.0,13.0,14.0,5.0,,,,,1.0,1.0,1.0,,,,7.0,,1.0,,,1.0,1.0,5.0,4.0,1.0,,89.0,66.0,2.0,2.0,1.0,4.0,17.0,1.0,5.0,,,5.0,15.0,2.0,,11.0,,44.0,58.0,4.0,14.0,9.0,,1.0,62.0,10.0,13.0,1.0,1.0,4.0,1.0,1.0,207.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,2.0,10.0,1.0,17.0,17.0,2.0,6.0,198.0,62.0,45.0,3.0,,4.0,2.0,3.0,663.0,,,1.0,2.0,1.0,82.0,72.0,41.0,,,,1.0,153.0,150.0,4.0,27.0,29.0,73.0,1.0,,17.0,0.0,,,,190.0,,,,,,,7.0,1.0,3.0,163.0,570.0,7.0,6.0,271.0,50.0,17.0,26.0,5.0,23.0,18.0,,218.0,7.0,436.0,,1.0,11.0,20.0,41.0,1.0,684.0,3.0,0.0,11.0,13.0,8.0,12.0,2.0,872.0,12.0,17.0,5.0,10.0,0.0
803292,14.0,2015-11-29 16:15:00,3,Arsenal,Away,194.0,15.0,1.0,5.0,4.0,2.0,,358.0,6.0,,1.0,3.0,27.0,27.0,547.0,1.0,1.0,21.0,10.0,14.0,9.0,,,,,,1.0,,,,1.0,11.0,,,,,,,3.0,3.0,4.0,,82.0,52.0,1.0,1.0,1.0,1.0,11.0,4.0,8.0,,,6.0,15.0,8.0,,10.0,2.0,39.0,45.0,1.0,15.0,4.0,,,71.0,6.0,8.0,,,1.0,,1.0,181.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,6.0,,15.0,15.0,2.0,1.0,184.0,72.0,54.0,3.0,1.0,5.0,5.0,3.0,602.0,,,1.0,1.0,,98.0,106.0,40.0,,,,,144.0,137.0,3.0,24.0,23.0,63.2,,,11.0,0.0,,,,178.0,,1.0,2.0,,1.0,,5.0,1.0,3.0,172.0,529.0,5.0,10.0,217.0,32.0,22.0,15.0,5.0,28.0,23.0,,211.0,8.0,436.0,,,13.0,30.0,46.0,2.0,625.0,2.0,0.0,12.0,14.0,7.0,23.0,1.0,813.0,15.0,9.0,6.0,8.0,0.0
803309,15.0,2015-12-05 15:00:00,3,Arsenal,Home,232.0,17.0,1.0,1.0,,1.0,,388.0,4.0,2.0,6.0,2.0,25.0,22.0,619.0,2.0,2.0,11.0,16.0,15.0,11.0,1.0,,,,,,1.0,,,,15.0,,,,,,,3.0,7.0,5.0,,92.0,78.0,3.0,2.0,2.0,5.0,16.0,5.0,5.0,,,3.0,8.0,2.0,,8.0,5.0,39.0,54.0,5.0,18.0,11.0,,,91.0,7.0,11.0,1.0,,1.0,1.0,,230.0,2.0,,2.0,2.0,,,10.0,,,3.0,2.0,,,,1.0,12.0,1.0,16.0,16.0,1.0,6.0,189.0,88.0,66.0,2.0,2.0,4.0,10.0,7.0,687.0,,,1.0,5.0,1.0,125.0,78.0,30.0,,,,,139.0,137.0,6.0,33.0,30.0,72.5,,1.0,16.0,0.0,,,,202.0,3.0,1.0,5.0,,2.0,,4.0,,3.0,185.0,603.0,5.0,14.0,246.0,23.0,20.0,14.0,2.0,13.0,11.0,,247.0,3.0,480.0,2.0,2.0,12.0,28.0,48.0,1.0,713.0,4.0,0.0,16.0,20.0,6.0,12.0,1.0,894.0,11.0,9.0,3.0,17.0,0.0
803312,16.0,2015-12-13 13:30:00,3,Arsenal,Away,222.0,19.0,2.0,3.0,1.0,2.0,,221.0,12.0,2.0,2.0,4.0,20.0,28.0,440.0,1.0,1.0,14.0,13.0,14.0,4.0,1.0,1.0,,,,,,,,,6.0,1.0,,,,,,4.0,7.0,11.0,,93.0,51.0,1.0,,2.0,2.0,12.0,1.0,9.0,,,5.0,7.0,2.0,,14.0,,45.0,47.0,2.0,16.0,8.0,,3.0,50.0,7.0,8.0,1.0,,2.0,,,186.0,1.0,,1.0,1.0,,1.0,16.0,,,1.0,1.0,,,,,12.0,,9.0,9.0,4.0,2.0,120.0,92.0,66.0,5.0,1.0,2.0,4.0,4.0,491.0,,,4.0,1.0,,65.0,65.0,29.0,,,,1.0,139.0,135.0,4.0,20.0,18.0,54.2,,1.0,12.0,0.0,,,,123.0,,2.0,2.0,,1.0,1.0,3.0,,3.0,92.0,420.0,5.0,6.0,240.0,32.0,20.0,9.0,4.0,13.0,9.0,2.0,131.0,7.0,295.0,1.0,2.0,18.0,21.0,57.0,5.0,522.0,2.0,0.0,8.0,18.0,1.0,18.0,0.0,686.0,17.0,7.0,5.0,12.0,0.0
803327,17.0,2015-12-21 20:00:00,3,Arsenal,Home,128.0,21.0,1.0,2.0,1.0,3.0,,174.0,6.0,,2.0,3.0,16.0,25.0,300.0,,2.0,14.0,10.0,14.0,6.0,,,,,,,,,,1.0,8.0,,,,,,,2.0,11.0,9.0,,64.0,72.0,3.0,3.0,,4.0,24.0,,9.0,,1.0,4.0,8.0,5.0,,10.0,1.0,43.0,61.0,4.0,20.0,9.0,,,59.0,5.0,15.0,1.0,,1.0,,,164.0,2.0,,1.0,2.0,,,9.0,,,2.0,1.0,,,,,10.0,,24.0,24.0,2.0,2.0,84.0,83.0,50.0,8.0,1.0,3.0,5.0,5.0,350.0,,,6.0,2.0,,79.0,46.0,27.0,,,,,153.0,144.0,,33.0,29.0,37.3,,1.0,24.0,0.0,,,,74.0,3.0,2.0,5.0,,,,3.0,,3.0,74.0,276.0,16.0,8.0,150.0,40.0,29.0,21.0,4.0,17.0,13.0,,117.0,10.0,253.0,1.0,,14.0,18.0,52.0,3.0,386.0,1.0,0.0,8.0,20.0,6.0,18.0,0.0,609.0,15.0,12.0,4.0,13.0,0.0
803332,18.0,2015-12-26 19:45:00,3,Arsenal,Away,230.0,14.0,2.0,8.0,6.0,6.0,,265.0,5.0,2.0,6.0,4.0,23.0,18.0,487.0,,,24.0,7.0,18.0,5.0,2.0,,,,,,,,,,6.0,,,,,,,5.0,9.0,5.0,,87.0,52.0,1.0,1.0,,1.0,11.0,,9.0,,3.0,4.0,10.0,6.0,,20.0,1.0,46.0,48.0,1.0,18.0,12.0,,1.0,50.0,9.0,10.0,,,2.0,2.0,,175.0,,,,,,,7.0,,,,,,,,,12.0,,16.0,16.0,3.0,6.0,152.0,72.0,49.0,3.0,,3.0,4.0,5.0,545.0,,,4.0,,,73.0,85.0,31.0,,,,,141.0,139.0,,25.0,21.0,64.8,,1.0,11.0,0.0,,,,157.0,,1.0,1.0,,2.0,,3.0,,3.0,120.0,467.0,6.0,7.0,253.0,29.0,20.0,11.0,4.0,22.0,18.0,,159.0,10.0,340.0,,2.0,22.0,24.0,50.0,1.0,571.0,1.0,0.0,8.0,11.0,2.0,25.0,0.0,759.0,17.0,9.0,4.0,7.0,0.0
803343,19.0,2015-12-28 17:30:00,3,Arsenal,Home,227.0,21.0,6.0,8.0,2.0,2.0,,234.0,2.0,2.0,3.0,3.0,13.0,23.0,453.0,1.0,5.0,14.0,8.0,15.0,5.0,3.0,2.0,,,,,,,,2.0,7.0,,,,,,,5.0,4.0,6.0,,79.0,73.0,5.0,4.0,2.0,,22.0,2.0,11.0,,,9.0,17.0,2.0,1.0,12.0,1.0,46.0,48.0,,11.0,6.0,,,43.0,7.0,8.0,,,1.0,1.0,,180.0,2.0,1.0,2.0,1.0,1.0,,7.0,,,1.0,1.0,,,,,6.0,2.0,23.0,23.0,3.0,3.0,130.0,78.0,51.0,3.0,1.0,3.0,7.0,6.0,506.0,,,4.0,1.0,,78.0,77.0,38.0,,,,,139.0,139.0,5.0,28.0,30.0,51.4,,,22.0,0.0,,,,141.0,1.0,2.0,3.0,,,2.0,4.0,1.0,3.0,119.0,441.0,15.0,11.0,243.0,32.0,11.0,15.0,8.0,28.0,20.0,2.0,156.0,5.0,315.0,1.0,2.0,16.0,14.0,53.0,1.0,530.0,2.0,0.0,12.0,18.0,7.0,14.0,2.0,726.0,20.0,7.0,9.0,16.0,0.0
803357,20.0,2016-01-02 15:00:00,3,Arsenal,Home,167.0,9.0,4.0,7.0,3.0,7.0,,238.0,4.0,,7.0,9.0,20.0,29.0,398.0,2.0,,21.0,12.0,14.0,12.0,2.0,1.0,,,,,,,,1.0,11.0,,,,,,,8.0,11.0,4.0,,68.0,56.0,2.0,1.0,1.0,2.0,15.0,2.0,17.0,,,7.0,16.0,1.0,1.0,14.0,3.0,59.0,53.0,2.0,12.0,8.0,,1.0,48.0,10.0,8.0,,,3.0,1.0,,191.0,1.0,,1.0,,1.0,,8.0,,,,2.0,,,,,8.0,,17.0,17.0,2.0,7.0,96.0,78.0,56.0,4.0,,10.0,5.0,3.0,448.0,,,4.0,4.0,,72.0,67.0,40.0,,,,,131.0,130.0,2.0,24.0,19.0,51.0,,,15.0,0.0,,,,113.0,6.0,,6.0,,1.0,1.0,10.0,,3.0,115.0,385.0,4.0,15.0,180.0,23.0,13.0,19.0,7.0,25.0,18.0,1.0,150.0,14.0,313.0,2.0,,15.0,21.0,46.0,2.0,468.0,2.0,0.0,15.0,19.0,5.0,22.0,2.0,677.0,15.0,13.0,7.0,15.0,0.0
803362,21.0,2016-01-13 20:00:00,3,Arsenal,Away,128.0,8.0,1.0,3.0,2.0,3.0,1.0,146.0,6.0,,1.0,14.0,11.0,30.0,271.0,,1.0,10.0,17.0,14.0,8.0,1.0,,,,,1.0,,,,,11.0,,,,,,1.0,4.0,12.0,10.0,,46.0,82.0,3.0,3.0,,6.0,19.0,4.0,11.0,,,3.0,,2.0,,14.0,2.0,54.0,48.0,6.0,35.0,14.0,1.0,,67.0,7.0,8.0,2.0,,3.0,1.0,1.0,188.0,2.0,1.0,2.0,1.0,1.0,,12.0,,,2.0,4.0,,,,,15.0,,17.0,17.0,3.0,2.0,73.0,83.0,45.0,9.0,1.0,5.0,6.0,5.0,346.0,,,10.0,,,75.0,26.0,16.0,,,,,158.0,153.0,6.0,34.0,29.0,40.5,,,19.0,0.0,,,,71.0,1.0,2.0,3.0,,,,5.0,,3.0,77.0,250.0,10.0,12.0,146.0,23.0,40.0,13.0,3.0,6.0,3.0,,135.0,18.0,238.0,4.0,,29.0,14.0,61.0,5.0,378.0,,0.0,14.0,20.0,4.0,10.0,0.0,589.0,16.0,6.0,3.0,13.0,0.0
803372,22.0,2016-01-17 16:15:00,3,Arsenal,Away,176.0,9.0,2.0,3.0,1.0,1.0,,213.0,2.0,,7.0,11.0,25.0,21.0,386.0,,1.0,19.0,21.0,14.0,6.0,1.0,,,,,,,,,1.0,6.0,,,,,,,5.0,7.0,7.0,,70.0,66.0,1.0,1.0,,1.0,16.0,4.0,8.0,1.0,1.0,6.0,7.0,1.0,,6.0,4.0,45.0,55.0,1.0,25.0,14.0,,1.0,53.0,10.0,16.0,,,2.0,3.0,,194.0,,,,,,,8.0,,,,1.0,,,,,17.0,,21.0,21.0,1.0,7.0,114.0,85.0,47.0,6.0,,1.0,6.0,3.0,460.0,,,6.0,2.0,,67.0,67.0,31.0,,,,,163.0,154.0,2.0,28.0,26.0,55.0,,2.0,16.0,0.0,,,,117.0,4.0,2.0,5.0,,2.0,,1.0,,2.0,97.0,365.0,6.0,7.0,201.0,28.0,34.0,19.0,5.0,16.0,11.0,,145.0,5.0,310.0,2.0,,26.0,28.0,55.0,,495.0,2.0,0.0,8.0,11.0,3.0,19.0,0.0,707.0,21.0,16.0,6.0,7.0,0.0
803384,23.0,2016-01-24 16:00:00,3,Arsenal,Home,174.0,15.0,,1.0,1.0,,,212.0,2.0,3.0,7.0,5.0,8.0,17.0,385.0,1.0,2.0,21.0,10.0,9.0,9.0,,,,,,,,,,,7.0,,,,,,2.0,10.0,10.0,2.0,,65.0,61.0,1.0,2.0,,3.0,14.0,1.0,10.0,1.0,,6.0,13.0,1.0,,14.0,2.0,56.0,56.0,3.0,12.0,7.0,,1.0,53.0,14.0,12.0,,1.0,4.0,4.0,,157.0,,,,,,,4.0,,,,1.0,,,,1.0,8.0,,17.0,17.0,2.0,7.0,116.0,65.0,45.0,7.0,,7.0,2.0,1.0,439.0,,,4.0,2.0,,62.0,63.0,35.0,,,,,145.0,143.0,2.0,30.0,18.0,46.6,,,14.0,0.0,,,,128.0,4.0,1.0,4.0,,,,7.0,,3.0,125.0,366.0,4.0,9.0,195.0,26.0,14.0,28.0,4.0,22.0,18.0,,170.0,5.0,293.0,1.0,3.0,13.0,14.0,35.0,1.0,466.0,1.0,1.0,9.0,17.0,6.0,22.0,1.0,671.0,13.0,19.0,6.0,13.0,0.0
803397,24.0,2016-02-02 19:45:00,3,Arsenal,Home,176.0,24.0,5.0,13.0,8.0,3.0,1.0,276.0,4.0,,13.0,9.0,14.0,32.0,439.0,2.0,1.0,16.0,8.0,17.0,13.0,6.0,,,,,,,,,,15.0,,,,,,1.0,8.0,6.0,8.0,,76.0,77.0,3.0,5.0,,,26.0,5.0,3.0,,,13.0,16.0,4.0,,20.0,,54.0,69.0,,10.0,6.0,,1.0,58.0,11.0,17.0,,,3.0,1.0,,190.0,,,,,,,7.0,,,,4.0,,,,,6.0,,22.0,22.0,3.0,14.0,128.0,78.0,56.0,3.0,,6.0,13.0,11.0,502.0,,,7.0,4.0,,106.0,74.0,48.0,,,,,176.0,172.0,5.0,26.0,28.0,66.7,,,26.0,0.0,,,,141.0,1.0,2.0,3.0,,1.0,,6.0,1.0,2.0,135.0,414.0,12.0,19.0,199.0,37.0,14.0,26.0,12.0,33.0,21.0,,175.0,7.0,369.0,4.0,,15.0,16.0,46.0,,535.0,2.0,0.0,22.0,23.0,3.0,18.0,2.0,807.0,17.0,14.0,13.0,13.0,0.0
803402,25.0,2016-02-07 13:30:00,3,Arsenal,Away,154.0,15.0,1.0,1.0,,3.0,,240.0,7.0,,4.0,8.0,23.0,26.0,393.0,,1.0,14.0,9.0,10.0,5.0,1.0,,,,,,,,,1.0,9.0,,,,,,,5.0,6.0,11.0,,78.0,73.0,1.0,1.0,1.0,5.0,17.0,3.0,11.0,,1.0,3.0,4.0,3.0,,13.0,3.0,50.0,41.0,5.0,23.0,6.0,,,63.0,8.0,5.0,,,,,,180.0,2.0,,2.0,2.0,,,12.0,,,2.0,2.0,,,,,6.0,,26.0,26.0,1.0,5.0,113.0,91.0,47.0,7.0,2.0,2.0,6.0,5.0,462.0,,,6.0,,,110.0,57.0,26.0,,,,,164.0,155.0,7.0,30.0,28.0,49.3,,,17.0,0.0,,,,116.0,2.0,2.0,4.0,,2.0,,2.0,,3.0,101.0,378.0,11.0,8.0,165.0,27.0,32.0,16.0,3.0,10.0,7.0,,149.0,8.0,332.0,2.0,,32.0,24.0,64.0,6.0,487.0,1.0,0.0,10.0,19.0,4.0,17.0,1.0,698.0,20.0,7.0,3.0,17.0,0.0
803412,26.0,2016-02-14 12:00:00,3,Arsenal,Home,203.0,27.0,7.0,20.0,13.0,4.0,2.0,395.0,3.0,3.0,6.0,2.0,17.0,29.0,578.0,1.0,1.0,28.0,17.0,30.0,13.0,4.0,,,,,,,,,,18.0,,,,,,1.0,7.0,3.0,4.0,,93.0,85.0,2.0,1.0,1.0,,25.0,6.0,9.0,,3.0,11.0,28.0,8.0,,21.0,2.0,71.0,72.0,,12.0,10.0,,,76.0,9.0,9.0,,,3.0,4.0,,230.0,2.0,1.0,2.0,1.0,1.0,,3.0,,,1.0,1.0,,,,1.0,12.0,,15.0,15.0,5.0,6.0,169.0,80.0,55.0,1.0,,9.0,10.0,6.0,656.0,,,,1.0,,140.0,106.0,57.0,1.0,1.0,1.0,,185.0,179.0,8.0,36.0,33.0,72.1,,,25.0,0.0,,,,179.0,1.0,1.0,2.0,,1.0,,12.0,1.0,3.0,235.0,565.0,10.0,19.0,223.0,44.0,18.0,32.0,10.0,50.0,40.0,,285.0,8.0,498.0,1.0,3.0,9.0,19.0,47.0,5.0,671.0,1.0,0.0,24.0,17.0,2.0,29.0,4.0,943.0,12.0,16.0,11.0,11.0,0.0
803422,27.0,2016-02-28 14:05:00,3,Arsenal,Away,233.0,19.0,1.0,6.0,5.0,7.0,3.0,228.0,3.0,1.0,8.0,9.0,11.0,27.0,455.0,,1.0,23.0,5.0,12.0,4.0,3.0,,,,,1.0,,,,1.0,7.0,,,,,,4.0,8.0,3.0,4.0,,79.0,63.0,3.0,2.0,1.0,2.0,10.0,3.0,6.0,,,3.0,7.0,3.0,,18.0,1.0,50.0,56.0,2.0,12.0,6.0,1.0,,78.0,15.0,21.0,,,4.0,3.0,1.0,188.0,1.0,1.0,1.0,,1.0,,4.0,,,1.0,1.0,,,,,10.0,,16.0,16.0,3.0,8.0,131.0,78.0,56.0,2.0,2.0,3.0,5.0,5.0,513.0,,,1.0,,,74.0,68.0,32.0,,,,,145.0,139.0,4.0,21.0,29.0,60.8,,,10.0,0.0,,,,143.0,,2.0,2.0,,1.0,,5.0,,3.0,117.0,431.0,5.0,8.0,245.0,35.0,18.0,15.0,2.0,15.0,13.0,,167.0,21.0,311.0,1.0,1.0,16.0,16.0,44.0,1.0,541.0,1.0,0.0,13.0,14.0,3.0,26.0,3.0,737.0,16.0,9.0,3.0,8.0,0.0
803437,28.0,2016-03-02 19:45:00,3,Arsenal,Home,226.0,33.0,4.0,4.0,,2.0,,314.0,4.0,2.0,6.0,5.0,26.0,27.0,536.0,2.0,1.0,22.0,4.0,6.0,10.0,3.0,,,,,1.0,,,,,12.0,,,1.0,,1.0,,6.0,3.0,8.0,,97.0,72.0,2.0,1.0,1.0,3.0,21.0,6.0,9.0,,1.0,7.0,12.0,1.0,,10.0,,40.0,58.0,3.0,9.0,5.0,1.0,,67.0,8.0,11.0,,,3.0,2.0,1.0,211.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,7.0,3.0,17.0,17.0,1.0,6.0,159.0,70.0,53.0,3.0,1.0,6.0,8.0,4.0,601.0,,,4.0,,,78.0,82.0,47.0,,,,,145.0,139.0,3.0,34.0,28.0,62.6,2.0,1.0,21.0,0.0,,,,154.0,,,,,1.0,,7.0,1.0,2.0,171.0,519.0,5.0,14.0,243.0,53.0,15.0,22.0,7.0,22.0,15.0,,221.0,9.0,400.0,,2.0,14.0,28.0,48.0,3.0,621.0,5.0,0.0,17.0,28.0,5.0,22.0,0.0,834.0,14.0,13.0,7.0,21.0,0.0
803442,29.0,2016-03-05 12:45:00,3,Arsenal,Away,131.0,19.0,,1.0,1.0,8.0,,165.0,5.0,,1.0,6.0,12.0,25.0,295.0,,,20.0,9.0,16.0,5.0,,,,,1.0,1.0,,1.0,,,9.0,,,,,,,6.0,12.0,14.0,,60.0,79.0,,,,,21.0,4.0,9.0,,1.0,2.0,2.0,2.0,,18.0,4.0,56.0,61.0,,25.0,9.0,,1.0,61.0,10.0,9.0,,,1.0,1.0,1.0,188.0,2.0,,2.0,2.0,,,7.0,,,2.0,,,,,2.0,11.0,,23.0,23.0,,1.0,86.0,80.0,38.0,9.0,2.0,1.0,6.0,4.0,384.0,,,8.0,1.0,,58.0,64.0,17.0,,,,,189.0,180.0,5.0,33.0,29.0,48.2,,,21.0,0.0,,,,80.0,4.0,5.0,9.0,1.0,,,2.0,,3.0,74.0,278.0,10.0,7.0,163.0,45.0,34.0,23.0,2.0,7.0,5.0,,126.0,13.0,258.0,,,24.0,14.0,61.0,1.0,414.0,1.0,1.0,10.0,25.0,2.0,28.0,2.0,646.0,15.0,11.0,2.0,17.0,0.0
803461,30.0,2016-04-21 19:45:00,3,Arsenal,Home,281.0,24.0,1.0,2.0,1.0,4.0,,362.0,2.0,2.0,7.0,5.0,57.0,22.0,641.0,2.0,,15.0,15.0,23.0,12.0,1.0,,1.0,,,1.0,,,,,14.0,,,,,,,6.0,4.0,4.0,,108.0,69.0,,,,4.0,23.0,3.0,5.0,,,2.0,6.0,3.0,,9.0,,49.0,68.0,4.0,12.0,9.0,,,63.0,14.0,14.0,,,2.0,,1.0,234.0,1.0,,,1.0,,,3.0,,,1.0,1.0,,,,1.0,11.0,,19.0,19.0,1.0,7.0,196.0,84.0,63.0,6.0,2.0,5.0,9.0,7.0,703.0,,,3.0,2.0,,83.0,54.0,34.0,,,,,127.0,124.0,7.0,20.0,32.0,71.4,,2.0,23.0,0.0,,,,185.0,1.0,,1.0,,2.0,,6.0,1.0,3.0,179.0,622.0,10.0,14.0,294.0,39.0,15.0,27.0,2.0,11.0,9.0,,219.0,11.0,440.0,1.0,2.0,14.0,61.0,42.0,3.0,723.0,3.0,0.0,16.0,12.0,2.0,16.0,0.0,915.0,10.0,19.0,2.0,7.0,0.0
803462,31.0,2016-03-19 12:45:00,3,Arsenal,Away,133.0,18.0,2.0,2.0,,7.0,,229.0,3.0,,1.0,3.0,12.0,20.0,360.0,1.0,2.0,15.0,11.0,13.0,5.0,1.0,1.0,,,,,,,,1.0,10.0,,,,,,,3.0,5.0,3.0,,56.0,76.0,2.0,,2.0,6.0,21.0,4.0,9.0,,1.0,5.0,4.0,3.0,,14.0,1.0,54.0,58.0,6.0,23.0,13.0,,,58.0,10.0,6.0,1.0,,,,,170.0,2.0,,2.0,2.0,,1.0,7.0,,,2.0,1.0,,,,,15.0,1.0,30.0,30.0,4.0,1.0,106.0,81.0,51.0,7.0,1.0,3.0,5.0,3.0,426.0,,,1.0,6.0,,58.0,83.0,26.0,,,,,165.0,156.0,2.0,32.0,31.0,45.7,,,21.0,0.0,,,,117.0,1.0,1.0,2.0,,2.0,1.0,4.0,,3.0,126.0,347.0,5.0,8.0,160.0,27.0,32.0,29.0,5.0,12.0,7.0,2.0,163.0,13.0,301.0,1.0,,19.0,14.0,47.0,3.0,449.0,2.0,0.0,11.0,20.0,4.0,19.0,0.0,684.0,20.0,19.0,5.0,10.0,0.0
