matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442099,11.0,2012-11-10 15:00:00,3,Arsenal,Home,256.0,10.0,2.0,5.0,3.0,3.0,,247.0,4.0,,6.0,9.0,31.0,33.0,498.0,1.0,1.0,14.0,15.0,16.0,7.0,1.0,2.0,,,1.0,,1.0,,,9.0,,1.0,,,1.0,1.0,7.0,4.0,8.0,6.0,,103.0,52.0,4.0,3.0,2.0,2.0,2.0,4.0,,,8.0,22.0,7.0,,9.0,1.0,44.0,59.0,1.0,6.0,2.0,1.0,1.0,69.0,11.0,10.0,3.0,1.0,4.0,2.0,1.0,203.0,3.0,1.0,3.0,2.0,1.0,,8.0,,,2.0,,,,,,9.0,1.0,12.0,8.0,1.0,6.0,120.0,81.0,59.0,6.0,,5.0,6.0,6.0,547.0,,,2.0,1.0,65.0,100.0,39.0,1.0,1.0,1.0,,1.0,129.0,129.0,5.0,14.0,25.0,56.4,1.0,2.0,1.0,,0.0,,,,139.0,1.0,1.0,2.0,,,,6.0,,,3.0,118.0,485.0,12.0,265.0,24.0,18.0,15.0,8.0,39.0,31.0,1.0,159.0,8.0,339.0,,,16.0,33.0,49.0,1.0,565.0,1.0,0.0,14.0,23.0,3.0,17.0,1.0,758.0,23.0,8.0,10.0,8.0,14.0,0.0
442109,12.0,2012-11-17 12:45:00,3,Arsenal,Home,244.0,17.0,,5.0,5.0,3.0,1.0,278.0,3.0,1.0,4.0,6.0,22.0,44.0,517.0,,5.0,16.0,7.0,18.0,5.0,1.0,,,,,,,,,11.0,,,,,,2.0,4.0,3.0,11.0,2.0,,96.0,46.0,1.0,,1.0,2.0,3.0,7.0,,,6.0,16.0,5.0,1.0,10.0,1.0,44.0,55.0,,12.0,8.0,1.0,,73.0,13.0,12.0,1.0,,2.0,3.0,,186.0,4.0,,4.0,3.0,1.0,,6.0,,,4.0,,,,,1.0,16.0,,14.0,12.0,1.0,4.0,146.0,82.0,63.0,6.0,3.0,3.0,7.0,7.0,570.0,,,2.0,,52.0,111.0,39.0,,,,,,125.0,125.0,3.0,19.0,18.0,65.8,,,3.0,,0.0,,,,162.0,1.0,,1.0,,2.0,,3.0,,,3.0,129.0,502.0,10.0,260.0,31.0,23.0,18.0,4.0,28.0,24.0,2.0,171.0,9.0,358.0,,1.0,13.0,22.0,58.0,4.0,590.0,1.0,0.0,13.0,15.0,11.0,18.0,1.0,773.0,30.0,5.0,10.0,6.0,12.0,0.0
442119,13.0,2012-11-24 17:30:00,3,Arsenal,Away,231.0,16.0,1.0,3.0,2.0,5.0,,300.0,5.0,3.0,6.0,6.0,30.0,36.0,528.0,1.0,,20.0,12.0,19.0,11.0,,1.0,,,,,,,,11.0,,,,,,,4.0,5.0,6.0,6.0,,114.0,61.0,1.0,1.0,,1.0,4.0,2.0,,,6.0,18.0,2.0,,10.0,2.0,38.0,50.0,,19.0,11.0,,2.0,53.0,10.0,6.0,,,1.0,1.0,,193.0,,,,,,,6.0,,,,1.0,,,,1.0,17.0,,17.0,11.0,1.0,6.0,149.0,81.0,63.0,7.0,,6.0,5.0,1.0,588.0,,,4.0,1.0,88.0,94.0,31.0,,,,,,138.0,138.0,3.0,28.0,22.0,62.6,,,,,0.0,,,,146.0,1.0,3.0,4.0,,,,7.0,,,3.0,148.0,516.0,11.0,255.0,22.0,27.0,11.0,6.0,27.0,21.0,1.0,176.0,12.0,374.0,1.0,3.0,17.0,32.0,50.0,3.0,602.0,2.0,0.0,12.0,19.0,4.0,20.0,0.0,809.0,23.0,21.0,6.0,6.0,11.0,0.0
442138,14.0,2012-11-28 19:45:00,3,Arsenal,Away,180.0,9.0,1.0,4.0,3.0,3.0,,253.0,3.0,2.0,5.0,9.0,24.0,37.0,429.0,,3.0,19.0,14.0,18.0,9.0,,,,,,1.0,1.0,,,10.0,,,,,,,7.0,7.0,5.0,6.0,,75.0,58.0,,,,1.0,5.0,5.0,,,6.0,16.0,5.0,,18.0,2.0,58.0,70.0,1.0,18.0,8.0,1.0,,85.0,9.0,15.0,,,2.0,,1.0,202.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,18.0,,24.0,20.0,1.0,5.0,129.0,89.0,51.0,6.0,1.0,3.0,7.0,3.0,509.0,,,2.0,4.0,63.0,95.0,30.0,,,,,,177.0,177.0,2.0,25.0,23.0,57.4,,2.0,,2.0,0.0,,,,127.0,4.0,4.0,8.0,,1.0,,3.0,,,3.0,112.0,413.0,10.0,206.0,18.0,38.0,26.0,6.0,27.0,21.0,3.0,161.0,15.0,354.0,,2.0,31.0,29.0,65.0,,533.0,,0.0,11.0,23.0,6.0,21.0,1.0,786.0,22.0,14.0,14.0,6.0,21.0,0.0
442139,15.0,2012-12-01 15:00:00,3,Arsenal,Home,189.0,7.0,1.0,4.0,3.0,1.0,,365.0,3.0,,2.0,4.0,20.0,40.0,550.0,,,17.0,6.0,12.0,8.0,,,,,,,,,,10.0,,,,,,,10.0,4.0,6.0,4.0,,85.0,48.0,,,,1.0,3.0,6.0,,2.0,8.0,20.0,3.0,,13.0,2.0,46.0,45.0,1.0,8.0,4.0,2.0,,68.0,12.0,9.0,,,2.0,,,169.0,,,,,,,4.0,,,,,,,,,6.0,,13.0,11.0,1.0,2.0,182.0,58.0,46.0,5.0,,2.0,6.0,5.0,596.0,,,5.0,3.0,111.0,104.0,42.0,,,,,,122.0,122.0,4.0,20.0,21.0,52.5,,,,,0.0,,,,176.0,5.0,,5.0,,,,2.0,,,3.0,186.0,537.0,8.0,197.0,13.0,14.0,19.0,7.0,30.0,23.0,2.0,230.0,4.0,445.0,,,12.0,22.0,55.0,,612.0,1.0,0.0,10.0,14.0,5.0,17.0,1.0,788.0,30.0,9.0,10.0,8.0,10.0,0.0
442149,16.0,2012-12-08 15:00:00,3,Arsenal,Home,203.0,14.0,1.0,5.0,4.0,6.0,,217.0,2.0,2.0,2.0,6.0,28.0,30.0,415.0,2.0,1.0,26.0,12.0,24.0,12.0,1.0,3.0,1.0,,1.0,,2.0,,,11.0,2.0,,,,,1.0,5.0,3.0,14.0,5.0,,69.0,65.0,2.0,3.0,2.0,1.0,7.0,6.0,,,7.0,17.0,4.0,,9.0,1.0,49.0,72.0,1.0,10.0,6.0,,,73.0,13.0,12.0,,,6.0,2.0,2.0,184.0,,,,,,,6.0,,,,,,,,3.0,11.0,,13.0,11.0,,2.0,122.0,75.0,41.0,4.0,2.0,7.0,6.0,3.0,485.0,,,2.0,3.0,77.0,69.0,35.0,,,,,2.0,147.0,147.0,5.0,21.0,37.0,59.0,,,,1.0,0.0,,,,125.0,,1.0,1.0,,1.0,1.0,9.0,,,3.0,114.0,406.0,13.0,221.0,29.0,17.0,24.0,5.0,28.0,23.0,4.0,157.0,12.0,307.0,,2.0,20.0,30.0,51.0,6.0,500.0,3.0,0.0,19.0,24.0,7.0,28.0,2.0,713.0,31.0,7.0,12.0,7.0,20.0,0.0
442165,17.0,2012-12-17 20:00:00,3,Arsenal,Away,294.0,15.0,1.0,6.0,5.0,2.0,,347.0,3.0,1.0,5.0,3.0,32.0,41.0,635.0,2.0,3.0,22.0,15.0,14.0,16.0,1.0,1.0,4.0,,1.0,,1.0,,2.0,24.0,,,,,,,5.0,4.0,19.0,7.0,,117.0,55.0,6.0,3.0,3.0,1.0,6.0,13.0,,,7.0,14.0,,,8.0,,44.0,51.0,,11.0,5.0,1.0,,80.0,4.0,7.0,1.0,,1.0,,1.0,221.0,5.0,,5.0,5.0,,,6.0,,,5.0,2.0,,,,,9.0,,12.0,9.0,,5.0,189.0,92.0,63.0,3.0,4.0,5.0,17.0,13.0,712.0,,,4.0,1.0,96.0,85.0,33.0,,,,,,134.0,134.0,3.0,26.0,21.0,67.1,,,,1.0,0.0,,,,197.0,,1.0,1.0,,1.0,4.0,7.0,,,3.0,153.0,628.0,22.0,312.0,33.0,17.0,18.0,7.0,21.0,14.0,6.0,201.0,3.0,433.0,2.0,1.0,20.0,33.0,59.0,3.0,724.0,3.0,0.0,26.0,16.0,10.0,24.0,1.0,920.0,45.0,12.0,14.0,7.0,12.0,0.0
442178,18.0,2012-12-22 12:45:00,3,Arsenal,Away,196.0,9.0,1.0,2.0,1.0,2.0,,221.0,10.0,1.0,7.0,2.0,23.0,26.0,415.0,2.0,1.0,20.0,8.0,10.0,6.0,,,,,1.0,,2.0,,,8.0,1.0,,,,,,6.0,8.0,6.0,5.0,,67.0,55.0,1.0,1.0,1.0,5.0,5.0,10.0,,,4.0,8.0,1.0,,15.0,3.0,51.0,49.0,2.0,12.0,2.0,,,60.0,9.0,14.0,,,5.0,1.0,2.0,183.0,,,,,,,16.0,,,,,,,,1.0,5.0,,16.0,12.0,,7.0,119.0,88.0,58.0,4.0,1.0,1.0,5.0,4.0,464.0,,,2.0,6.0,51.0,119.0,21.0,,,,,1.0,136.0,136.0,4.0,19.0,22.0,49.6,,,,,0.0,,,,127.0,1.0,2.0,3.0,,,,2.0,,,3.0,90.0,393.0,6.0,218.0,18.0,21.0,19.0,4.0,14.0,10.0,,126.0,8.0,292.0,,1.0,16.0,25.0,48.0,1.0,496.0,4.0,0.0,11.0,16.0,5.0,22.0,1.0,696.0,18.0,9.0,9.0,4.0,11.0,0.0
442179,19.0,2013-01-23 19:45:00,3,Arsenal,Home,219.0,16.0,2.0,4.0,2.0,4.0,,331.0,3.0,2.0,5.0,7.0,26.0,35.0,546.0,1.0,3.0,10.0,7.0,17.0,13.0,,3.0,1.0,,,2.0,2.0,,,17.0,,,,,,2.0,6.0,4.0,14.0,10.0,,94.0,62.0,3.0,1.0,2.0,2.0,10.0,8.0,1.0,,13.0,22.0,2.0,,7.0,1.0,38.0,52.0,2.0,13.0,6.0,,,65.0,9.0,11.0,2.0,,2.0,,2.0,182.0,5.0,1.0,4.0,4.0,1.0,1.0,6.0,,,4.0,,,,,,16.0,,17.0,15.0,,5.0,176.0,62.0,52.0,5.0,3.0,4.0,14.0,10.0,603.0,,,4.0,2.0,63.0,86.0,41.0,,,,,,131.0,131.0,7.0,24.0,25.0,69.1,,,3.0,1.0,0.0,,,,172.0,2.0,1.0,2.0,,1.0,1.0,4.0,2.0,,3.0,175.0,528.0,18.0,236.0,17.0,26.0,15.0,7.0,31.0,24.0,6.0,223.0,11.0,419.0,,2.0,13.0,30.0,48.0,2.0,624.0,3.0,0.0,24.0,16.0,10.0,11.0,0.0,824.0,52.0,7.0,8.0,13.0,16.0,0.0
442189,20.0,2012-12-29 17:30:00,3,Arsenal,Home,146.0,13.0,2.0,5.0,3.0,4.0,,203.0,4.0,2.0,10.0,4.0,19.0,22.0,344.0,1.0,3.0,18.0,7.0,12.0,7.0,1.0,1.0,4.0,,,,,,2.0,14.0,,,1.0,,,1.0,4.0,7.0,11.0,5.0,,58.0,58.0,5.0,2.0,4.0,4.0,2.0,6.0,,,5.0,13.0,1.0,,7.0,2.0,39.0,60.0,,13.0,7.0,,,62.0,9.0,10.0,3.0,,3.0,1.0,,149.0,6.0,,3.0,5.0,1.0,2.0,5.0,,,6.0,5.0,,,,1.0,17.0,2.0,9.0,9.0,1.0,10.0,89.0,64.0,47.0,6.0,2.0,3.0,11.0,10.0,401.0,,,2.0,,40.0,89.0,28.0,,,,,,113.0,113.0,6.0,20.0,22.0,44.2,1.0,,,,0.0,,,,120.0,,4.0,4.0,,1.0,4.0,4.0,,2.0,3.0,101.0,331.0,14.0,160.0,26.0,26.0,25.0,5.0,20.0,15.0,9.0,147.0,10.0,276.0,5.0,2.0,12.0,19.0,38.0,2.0,416.0,1.0,0.0,16.0,24.0,11.0,20.0,0.0,619.0,26.0,4.0,14.0,5.0,22.0,0.0
442203,21.0,2013-01-01 17:30:00,3,Arsenal,Away,188.0,12.0,,2.0,2.0,1.0,,249.0,3.0,1.0,6.0,6.0,24.0,34.0,435.0,,1.0,23.0,15.0,15.0,4.0,,,1.0,,,,,,,6.0,,,,,,,4.0,5.0,2.0,4.0,,75.0,71.0,,,,4.0,3.0,12.0,,,3.0,15.0,2.0,,12.0,1.0,57.0,64.0,1.0,18.0,9.0,1.0,,84.0,7.0,9.0,,,3.0,3.0,,208.0,,,,,,,4.0,,,,,,,,1.0,16.0,,18.0,11.0,2.0,6.0,119.0,80.0,40.0,3.0,,1.0,3.0,1.0,531.0,,,2.0,6.0,53.0,110.0,31.0,,,,,,175.0,175.0,3.0,27.0,31.0,55.9,,,1.0,1.0,0.0,,,,140.0,2.0,2.0,5.0,,,1.0,2.0,,,3.0,116.0,427.0,4.0,212.0,20.0,31.0,25.0,3.0,23.0,20.0,2.0,171.0,7.0,353.0,1.0,1.0,27.0,26.0,62.0,3.0,542.0,,0.0,6.0,27.0,3.0,27.0,0.0,771.0,17.0,10.0,13.0,3.0,17.0,0.0
442209,22.0,2013-01-13 16:00:00,3,Arsenal,Home,125.0,15.0,,3.0,3.0,5.0,1.0,165.0,3.0,2.0,4.0,11.0,4.0,33.0,287.0,,2.0,24.0,25.0,20.0,6.0,1.0,1.0,,,,,,,1.0,6.0,,,,,,2.0,12.0,6.0,6.0,3.0,,46.0,54.0,2.0,2.0,,4.0,2.0,6.0,1.0,,2.0,9.0,6.0,,7.0,2.0,58.0,58.0,3.0,13.0,9.0,,3.0,56.0,12.0,18.0,,,6.0,4.0,,169.0,,,,,,,10.0,,,,,,,,1.0,13.0,,32.0,22.0,5.0,4.0,80.0,82.0,42.0,7.0,,3.0,4.0,3.0,358.0,,,5.0,1.0,42.0,61.0,33.0,,1.0,1.0,1.0,,146.0,146.0,1.0,24.0,22.0,40.0,,,,,0.0,,,,90.0,3.0,1.0,3.0,,,,4.0,,,3.0,82.0,276.0,7.0,146.0,29.0,21.0,15.0,2.0,21.0,19.0,1.0,125.0,11.0,260.0,,2.0,28.0,6.0,63.0,3.0,385.0,2.0,1.0,9.0,13.0,3.0,27.0,2.0,587.0,14.0,7.0,6.0,2.0,12.0,0.0
442219,23.0,2013-01-20 13:30:00,3,Arsenal,Away,144.0,11.0,,5.0,5.0,1.0,,186.0,4.0,,6.0,10.0,12.0,32.0,325.0,,4.0,12.0,18.0,21.0,7.0,,,,,1.0,,2.0,,1.0,9.0,,,,,,1.0,9.0,5.0,6.0,6.0,,46.0,66.0,2.0,1.0,1.0,,2.0,12.0,1.0,1.0,9.0,13.0,4.0,,23.0,4.0,79.0,71.0,,17.0,11.0,,1.0,62.0,11.0,10.0,,,5.0,3.0,2.0,175.0,1.0,,1.0,1.0,,,12.0,,,1.0,,,,,,17.0,,22.0,18.0,2.0,7.0,77.0,71.0,40.0,3.0,1.0,3.0,5.0,6.0,389.0,,,3.0,2.0,45.0,75.0,28.0,1.0,1.0,1.0,,,166.0,166.0,3.0,31.0,24.0,49.7,,,,1.0,0.0,,,,108.0,3.0,2.0,4.0,,,,4.0,,,2.0,93.0,316.0,8.0,159.0,17.0,30.0,31.0,9.0,29.0,20.0,2.0,140.0,8.0,276.0,,,21.0,14.0,53.0,5.0,406.0,1.0,0.0,12.0,24.0,6.0,17.0,1.0,656.0,16.0,10.0,16.0,9.0,18.0,0.0
442229,24.0,2013-01-30 19:45:00,3,Arsenal,Home,191.0,11.0,1.0,7.0,6.0,2.0,2.0,345.0,5.0,1.0,4.0,6.0,18.0,27.0,529.0,1.0,4.0,28.0,14.0,17.0,10.0,2.0,3.0,1.0,,,,1.0,,,13.0,,,,,,2.0,10.0,3.0,11.0,8.0,,79.0,52.0,3.0,3.0,,1.0,5.0,7.0,1.0,,8.0,16.0,5.0,,13.0,2.0,57.0,57.0,1.0,9.0,5.0,1.0,2.0,92.0,9.0,11.0,1.0,,3.0,2.0,1.0,200.0,2.0,1.0,2.0,1.0,1.0,,9.0,,,1.0,,,,,,10.0,,13.0,11.0,,4.0,169.0,74.0,54.0,6.0,1.0,8.0,6.0,6.0,591.0,,,4.0,2.0,94.0,91.0,44.0,,,,,,147.0,147.0,5.0,15.0,27.0,61.8,,,1.0,,0.0,,,,160.0,3.0,,2.0,,1.0,1.0,8.0,,,1.0,169.0,516.0,15.0,203.0,18.0,19.0,21.0,8.0,31.0,23.0,4.0,221.0,8.0,436.0,,1.0,16.0,19.0,47.0,1.0,608.0,1.0,0.0,19.0,23.0,4.0,28.0,3.0,835.0,39.0,13.0,6.0,8.0,16.0,0.0
442239,25.0,2013-02-02 15:00:00,3,Arsenal,Home,155.0,9.0,3.0,8.0,5.0,5.0,,402.0,4.0,,5.0,7.0,36.0,26.0,549.0,1.0,2.0,15.0,31.0,31.0,13.0,2.0,5.0,,1.0,,,1.0,,,17.0,,,,,,,2.0,5.0,12.0,11.0,,77.0,56.0,2.0,3.0,,2.0,10.0,3.0,,,11.0,19.0,6.0,,8.0,,49.0,69.0,,18.0,15.0,,,71.0,3.0,13.0,,,4.0,1.0,1.0,197.0,,,,,,,5.0,,,,,,,,,23.0,,16.0,13.0,,5.0,182.0,61.0,41.0,1.0,,8.0,7.0,5.0,608.0,,,2.0,5.0,107.0,89.0,48.0,,,,,,141.0,141.0,6.0,20.0,23.0,65.4,,,,,0.0,,,,169.0,,1.0,1.0,,,,8.0,,1.0,3.0,212.0,535.0,15.0,170.0,17.0,28.0,19.0,10.0,36.0,26.0,3.0,253.0,9.0,491.0,,,16.0,36.0,35.0,2.0,625.0,2.0,0.0,23.0,10.0,6.0,19.0,0.0,844.0,28.0,14.0,15.0,11.0,9.0,0.0
442256,26.0,2013-02-09 15:00:00,3,Arsenal,Away,199.0,9.0,1.0,1.0,,4.0,,324.0,6.0,1.0,7.0,14.0,36.0,37.0,522.0,1.0,3.0,4.0,19.0,22.0,14.0,1.0,1.0,1.0,,,,,,2.0,18.0,,,,1.0,,,11.0,4.0,11.0,8.0,,76.0,67.0,2.0,2.0,,3.0,2.0,12.0,,,2.0,6.0,,,6.0,3.0,58.0,64.0,,26.0,18.0,,1.0,77.0,13.0,6.0,,,,,,224.0,1.0,,1.0,1.0,,,12.0,,,1.0,3.0,,,,,32.0,1.0,14.0,12.0,,7.0,155.0,92.0,65.0,11.0,1.0,7.0,9.0,8.0,597.0,,,2.0,1.0,63.0,53.0,27.0,,,,,,124.0,124.0,3.0,26.0,28.0,61.3,1.0,,,3.0,0.0,,,,162.0,5.0,1.0,6.0,1.0,,1.0,9.0,,,2.0,156.0,511.0,16.0,225.0,15.0,50.0,25.0,1.0,7.0,6.0,2.0,206.0,13.0,399.0,3.0,1.0,34.0,39.0,58.0,1.0,617.0,2.0,1.0,19.0,19.0,11.0,4.0,1.0,809.0,23.0,7.0,17.0,2.0,17.0,0.0
442259,27.0,2013-02-23 15:00:00,3,Arsenal,Home,175.0,23.0,5.0,9.0,4.0,3.0,,372.0,3.0,2.0,2.0,4.0,28.0,39.0,538.0,1.0,8.0,12.0,11.0,16.0,18.0,3.0,3.0,2.0,,,,1.0,,1.0,22.0,,,,,,,6.0,2.0,17.0,9.0,,75.0,65.0,4.0,3.0,1.0,2.0,8.0,9.0,,,12.0,30.0,6.0,,8.0,2.0,44.0,59.0,,15.0,9.0,1.0,,69.0,7.0,10.0,,,3.0,2.0,1.0,194.0,1.0,,1.0,1.0,,,4.0,,,2.0,,,,,,12.0,1.0,21.0,14.0,1.0,3.0,157.0,79.0,62.0,3.0,2.0,10.0,12.0,7.0,591.0,,,2.0,1.0,85.0,105.0,57.0,,,,,,135.0,135.0,7.0,25.0,28.0,63.9,,,,,0.0,,,,177.0,1.0,1.0,2.0,,,2.0,11.0,,,3.0,189.0,527.0,23.0,184.0,29.0,20.0,23.0,12.0,50.0,38.0,2.0,229.0,8.0,469.0,,2.0,10.0,30.0,44.0,3.0,603.0,3.0,0.0,26.0,19.0,14.0,12.0,1.0,829.0,54.0,7.0,14.0,12.0,17.0,0.0
442277,28.0,2013-03-03 16:00:00,3,Arsenal,Away,193.0,17.0,2.0,4.0,2.0,4.0,1.0,235.0,8.0,3.0,7.0,10.0,10.0,49.0,424.0,,4.0,19.0,17.0,25.0,6.0,1.0,2.0,,,1.0,,1.0,,,7.0,,,,,,1.0,6.0,5.0,7.0,4.0,,77.0,50.0,,,,5.0,5.0,6.0,,,6.0,13.0,3.0,1.0,11.0,,57.0,69.0,5.0,12.0,5.0,,1.0,74.0,13.0,18.0,,,5.0,4.0,1.0,194.0,1.0,1.0,1.0,,1.0,,10.0,,,,1.0,,,,,10.0,,19.0,15.0,,7.0,106.0,97.0,65.0,4.0,,1.0,7.0,2.0,487.0,,,2.0,1.0,67.0,66.0,42.0,,,,,,146.0,146.0,2.0,12.0,28.0,60.5,,,,,0.0,,,,137.0,,2.0,2.0,,2.0,,4.0,,,2.0,106.0,402.0,8.0,210.0,29.0,19.0,22.0,5.0,25.0,20.0,2.0,155.0,11.0,329.0,1.0,4.0,25.0,13.0,69.0,2.0,514.0,,0.0,11.0,14.0,9.0,21.0,1.0,715.0,22.0,9.0,12.0,6.0,10.0,0.0
442279,29.0,2013-04-16 19:45:00,3,Arsenal,Home,191.0,18.0,4.0,6.0,2.0,3.0,,239.0,1.0,,9.0,8.0,22.0,32.0,424.0,,2.0,26.0,12.0,17.0,8.0,3.0,4.0,,,,,,,,7.0,,,,,,,3.0,9.0,9.0,2.0,,71.0,68.0,2.0,2.0,,2.0,4.0,8.0,,1.0,8.0,15.0,4.0,,12.0,1.0,64.0,60.0,1.0,14.0,8.0,,,77.0,11.0,13.0,,,4.0,4.0,,184.0,,,,,,,5.0,,,,,,,,,11.0,,16.0,11.0,1.0,10.0,122.0,84.0,58.0,1.0,,5.0,6.0,2.0,496.0,,,5.0,3.0,66.0,71.0,39.0,,,,,,172.0,172.0,4.0,29.0,22.0,56.8,,,,,0.0,,,,135.0,,2.0,2.0,,,,5.0,2.0,,3.0,121.0,416.0,11.0,210.0,33.0,18.0,32.0,8.0,31.0,23.0,2.0,171.0,6.0,333.0,,,17.0,24.0,53.0,1.0,512.0,,0.0,11.0,19.0,5.0,30.0,2.0,757.0,33.0,17.0,11.0,8.0,13.0,0.0
442296,30.0,2013-03-16 15:00:00,3,Arsenal,Away,150.0,5.0,1.0,1.0,,3.0,,244.0,9.0,1.0,3.0,10.0,19.0,34.0,393.0,,1.0,17.0,7.0,14.0,10.0,1.0,1.0,2.0,,,,1.0,,1.0,14.0,,,2.0,,,,4.0,5.0,7.0,9.0,,82.0,59.0,1.0,,1.0,4.0,5.0,5.0,,,7.0,12.0,1.0,1.0,5.0,,35.0,42.0,4.0,4.0,4.0,,1.0,73.0,8.0,2.0,,,1.0,,1.0,167.0,2.0,,2.0,2.0,,1.0,13.0,,,2.0,,,,,1.0,6.0,2.0,14.0,13.0,1.0,4.0,98.0,79.0,50.0,3.0,,5.0,8.0,6.0,451.0,,,2.0,3.0,79.0,56.0,27.0,,,,,,126.0,126.0,7.0,27.0,21.0,43.1,2.0,,,,0.0,,,,120.0,,,,,,2.0,5.0,,1.0,3.0,135.0,382.0,13.0,161.0,13.0,8.0,24.0,6.0,19.0,13.0,3.0,173.0,9.0,325.0,,1.0,20.0,21.0,54.0,1.0,467.0,2.0,0.0,16.0,13.0,6.0,20.0,1.0,631.0,25.0,10.0,13.0,8.0,10.0,0.0
442299,31.0,2013-03-30 15:00:00,3,Arsenal,Home,209.0,15.0,2.0,6.0,4.0,4.0,,390.0,2.0,,8.0,5.0,40.0,27.0,593.0,2.0,2.0,17.0,18.0,17.0,14.0,,2.0,4.0,,,,,,1.0,23.0,1.0,,,,,,4.0,1.0,19.0,7.0,,103.0,56.0,2.0,1.0,2.0,1.0,11.0,4.0,,,11.0,12.0,6.0,,6.0,,50.0,47.0,1.0,5.0,2.0,,,75.0,10.0,14.0,1.0,,5.0,1.0,,226.0,3.0,,2.0,3.0,,1.0,3.0,,,3.0,2.0,,,,1.0,7.0,,20.0,15.0,1.0,8.0,171.0,89.0,62.0,3.0,3.0,7.0,10.0,6.0,654.0,,,,1.0,59.0,96.0,49.0,,,,,1.0,140.0,140.0,7.0,15.0,20.0,70.1,,,,,0.0,,,,176.0,1.0,,1.0,,,4.0,9.0,1.0,,3.0,212.0,579.0,17.0,226.0,23.0,14.0,18.0,9.0,28.0,19.0,6.0,252.0,9.0,478.0,2.0,,20.0,45.0,42.0,3.0,676.0,4.0,0.0,26.0,11.0,2.0,18.0,0.0,870.0,58.0,11.0,5.0,11.0,11.0,0.0
