matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
441999,1.0,2012-08-18 15:00:00,3,Arsenal,Home,255.0,19.0,1.0,6.0,5.0,,,389.0,1.0,,2.0,2.0,23.0,31.0,638.0,1.0,1.0,22.0,14.0,12.0,18.0,,,,,2.0,,2.0,,,21.0,,,,,,,2.0,2.0,11.0,12.0,,88.0,65.0,2.0,2.0,,,10.0,4.0,,,7.0,12.0,6.0,,14.0,1.0,58.0,59.0,,6.0,4.0,,,85.0,12.0,8.0,,,3.0,,2.0,190.0,,,,,,,1.0,,,,1.0,,,,,5.0,,22.0,13.0,,2.0,211.0,79.0,67.0,,,6.0,12.0,3.0,696.0,,,1.0,2.0,83.0,93.0,35.0,,,,,,127.0,127.0,5.0,24.0,34.0,70.1,,,,,0.0,,,,215.0,1.0,1.0,2.0,,,,10.0,1.0,,3.0,162.0,631.0,18.0,264.0,29.0,7.0,37.0,7.0,25.0,18.0,1.0,202.0,1.0,465.0,1.0,,7.0,25.0,40.0,2.0,704.0,1.0,0.0,23.0,16.0,6.0,22.0,0.0,908.0,38.0,10.0,23.0,7.0,12.0,0.0
442015,2.0,2012-08-26 13:30:00,3,Arsenal,Away,168.0,20.0,4.0,4.0,,2.0,,260.0,4.0,1.0,8.0,4.0,30.0,35.0,424.0,,2.0,25.0,41.0,29.0,7.0,4.0,2.0,1.0,,,,2.0,,,10.0,,,,,,3.0,3.0,3.0,8.0,9.0,,77.0,55.0,,,,2.0,4.0,2.0,,,11.0,14.0,3.0,,19.0,,80.0,80.0,2.0,16.0,10.0,,1.0,71.0,9.0,10.0,,,5.0,,2.0,196.0,,,,,,,8.0,,,,3.0,,,,,19.0,,12.0,10.0,1.0,8.0,119.0,83.0,50.0,,,7.0,4.0,2.0,508.0,,,1.0,1.0,52.0,80.0,34.0,,,,,,168.0,168.0,1.0,22.0,23.0,66.7,,,,,0.0,,,,133.0,,1.0,1.0,,,1.0,11.0,,,3.0,117.0,414.0,11.0,192.0,33.0,31.0,22.0,11.0,28.0,17.0,1.0,161.0,8.0,361.0,3.0,1.0,20.0,36.0,62.0,1.0,525.0,,0.0,17.0,28.0,4.0,28.0,0.0,759.0,26.0,10.0,13.0,11.0,21.0,0.0
442020,3.0,2012-09-02 13:30:00,3,Arsenal,Away,172.0,11.0,2.0,3.0,1.0,,,253.0,9.0,,3.0,8.0,25.0,25.0,422.0,,2.0,14.0,10.0,14.0,7.0,1.0,1.0,3.0,,,,,,1.0,10.0,,,,,,,12.0,7.0,5.0,6.0,,73.0,56.0,2.0,2.0,,4.0,2.0,11.0,,,2.0,8.0,1.0,,15.0,2.0,53.0,67.0,,21.0,8.0,,1.0,62.0,7.0,12.0,1.0,,2.0,2.0,,169.0,2.0,,2.0,2.0,,1.0,14.0,,,2.0,2.0,,,,,17.0,,20.0,16.0,2.0,3.0,124.0,72.0,50.0,10.0,1.0,4.0,6.0,5.0,478.0,,,4.0,1.0,81.0,47.0,19.0,,,,,,135.0,135.0,3.0,27.0,20.0,47.0,,,,2.0,0.0,,,,139.0,2.0,2.0,4.0,,,3.0,4.0,,,3.0,87.0,404.0,10.0,192.0,19.0,36.0,19.0,2.0,13.0,11.0,6.0,130.0,9.0,326.0,3.0,,22.0,30.0,50.0,1.0,505.0,,0.0,11.0,32.0,6.0,20.0,2.0,730.0,12.0,9.0,9.0,2.0,26.0,0.0
442029,4.0,2012-09-15 15:00:00,3,Arsenal,Home,213.0,15.0,1.0,6.0,6.0,1.0,1.0,299.0,6.0,1.0,4.0,2.0,41.0,30.0,506.0,,2.0,20.0,6.0,10.0,14.0,2.0,4.0,1.0,1.0,,,1.0,,,16.0,,,,,1.0,1.0,5.0,5.0,15.0,8.0,,87.0,50.0,2.0,1.0,2.0,1.0,6.0,3.0,,,8.0,17.0,3.0,,15.0,1.0,39.0,48.0,,8.0,4.0,1.0,1.0,61.0,4.0,7.0,3.0,,3.0,2.0,1.0,182.0,2.0,,1.0,2.0,,,7.0,,,3.0,,,,,1.0,11.0,1.0,19.0,12.0,1.0,4.0,148.0,73.0,54.0,3.0,,7.0,11.0,9.0,557.0,,,2.0,,60.0,85.0,42.0,,,,,,125.0,125.0,1.0,21.0,23.0,50.0,1.0,,,1.0,0.0,,,,157.0,2.0,,2.0,,,1.0,8.0,1.0,1.0,3.0,139.0,491.0,18.0,236.0,23.0,19.0,22.0,4.0,25.0,22.0,2.0,169.0,2.0,363.0,1.0,1.0,16.0,42.0,47.0,,574.0,3.0,0.0,23.0,21.0,7.0,22.0,0.0,784.0,45.0,9.0,10.0,8.0,14.0,0.0
442041,5.0,2012-09-23 16:00:00,3,Arsenal,Away,245.0,22.0,1.0,2.0,1.0,1.0,,323.0,5.0,,3.0,5.0,33.0,33.0,566.0,1.0,2.0,22.0,17.0,17.0,7.0,,1.0,1.0,,,1.0,1.0,,,9.0,,,,,,,9.0,6.0,5.0,6.0,,116.0,55.0,1.0,1.0,,4.0,2.0,6.0,,,4.0,9.0,3.0,1.0,20.0,3.0,69.0,63.0,1.0,10.0,6.0,1.0,3.0,68.0,8.0,11.0,,,2.0,1.0,1.0,202.0,,,,,,,12.0,,,,,,,,,16.0,,25.0,20.0,3.0,3.0,166.0,86.0,58.0,9.0,,4.0,3.0,4.0,628.0,,,4.0,1.0,88.0,95.0,28.0,,,,,,147.0,147.0,6.0,23.0,23.0,58.8,,,1.0,,0.0,,,,166.0,4.0,1.0,5.0,,,1.0,5.0,,,3.0,144.0,552.0,8.0,267.0,32.0,27.0,30.0,4.0,17.0,13.0,2.0,180.0,9.0,400.0,,,19.0,34.0,57.0,1.0,650.0,1.0,0.0,11.0,23.0,4.0,24.0,0.0,880.0,24.0,6.0,12.0,4.0,19.0,0.0
442049,6.0,2012-09-29 12:45:00,3,Arsenal,Home,163.0,12.0,1.0,6.0,5.0,2.0,,259.0,3.0,,5.0,3.0,18.0,26.0,416.0,,1.0,17.0,16.0,15.0,13.0,,,,,,,,,,16.0,,,,,,,3.0,7.0,8.0,8.0,,69.0,62.0,1.0,1.0,,1.0,3.0,14.0,,,6.0,26.0,2.0,,14.0,,70.0,72.0,1.0,11.0,5.0,1.0,1.0,46.0,14.0,13.0,1.0,,4.0,1.0,,159.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,11.0,,19.0,11.0,1.0,5.0,116.0,60.0,41.0,5.0,,8.0,6.0,4.0,458.0,,,2.0,2.0,71.0,97.0,33.0,,,,,,130.0,130.0,7.0,25.0,25.0,51.4,,,,,0.0,,,,134.0,,1.0,1.0,,,,9.0,,,3.0,129.0,403.0,14.0,176.0,21.0,19.0,26.0,6.0,35.0,29.0,,163.0,7.0,337.0,,,8.0,19.0,37.0,4.0,478.0,2.0,0.0,16.0,30.0,2.0,21.0,2.0,703.0,34.0,3.0,14.0,6.0,23.0,0.0
442067,7.0,2012-10-06 17:30:00,3,Arsenal,Away,189.0,16.0,3.0,7.0,4.0,4.0,,350.0,3.0,1.0,4.0,9.0,24.0,39.0,532.0,,3.0,16.0,25.0,18.0,15.0,1.0,4.0,3.0,,,,,,1.0,17.0,,,,,,,8.0,1.0,12.0,9.0,,88.0,60.0,3.0,1.0,2.0,3.0,8.0,9.0,,1.0,16.0,16.0,3.0,,9.0,1.0,56.0,59.0,2.0,16.0,11.0,,1.0,87.0,8.0,12.0,1.0,,,,,199.0,3.0,,2.0,3.0,,1.0,5.0,,,3.0,2.0,,,,1.0,18.0,,9.0,7.0,,4.0,164.0,79.0,54.0,4.0,1.0,6.0,13.0,7.0,589.0,,,1.0,1.0,94.0,78.0,47.0,,,,,,136.0,136.0,1.0,25.0,24.0,68.7,,,3.0,1.0,0.0,,,,160.0,1.0,1.0,2.0,,,3.0,6.0,,1.0,3.0,156.0,516.0,19.0,205.0,27.0,27.0,14.0,15.0,34.0,19.0,6.0,203.0,9.0,440.0,2.0,1.0,23.0,27.0,59.0,1.0,611.0,,0.0,21.0,21.0,7.0,18.0,2.0,811.0,31.0,11.0,8.0,16.0,19.0,0.0
442072,8.0,2012-10-20 17:30:00,3,Arsenal,Away,238.0,19.0,3.0,4.0,1.0,,,354.0,1.0,,2.0,5.0,27.0,41.0,588.0,,3.0,23.0,14.0,13.0,10.0,3.0,2.0,,,,1.0,1.0,,,10.0,,,,,,1.0,3.0,4.0,7.0,7.0,,123.0,49.0,1.0,1.0,,2.0,3.0,5.0,,,10.0,11.0,5.0,,14.0,1.0,55.0,45.0,1.0,17.0,11.0,1.0,1.0,82.0,10.0,11.0,,,2.0,,1.0,187.0,,,,,,,7.0,,,,,,,,,14.0,,13.0,11.0,2.0,2.0,175.0,73.0,48.0,2.0,,6.0,7.0,5.0,656.0,,,,3.0,122.0,83.0,35.0,,,,,,155.0,155.0,2.0,30.0,15.0,72.0,,,,,0.0,,,,191.0,1.0,1.0,2.0,,1.0,,6.0,,,3.0,160.0,574.0,14.0,262.0,31.0,23.0,19.0,9.0,25.0,16.0,,201.0,2.0,439.0,,1.0,22.0,32.0,63.0,4.0,676.0,1.0,0.0,14.0,14.0,9.0,24.0,0.0,873.0,22.0,12.0,7.0,10.0,9.0,0.0
442079,9.0,2012-10-27 15:00:00,3,Arsenal,Home,189.0,9.0,2.0,10.0,8.0,2.0,1.0,349.0,2.0,,5.0,9.0,29.0,29.0,528.0,,1.0,25.0,7.0,20.0,13.0,1.0,2.0,,,,,3.0,1.0,,16.0,,,2.0,,,1.0,3.0,3.0,12.0,10.0,,83.0,58.0,2.0,3.0,1.0,3.0,4.0,17.0,,,5.0,19.0,8.0,,7.0,2.0,59.0,63.0,1.0,9.0,2.0,,,87.0,16.0,9.0,,,4.0,1.0,3.0,187.0,,,,,,,4.0,,,1.0,,,,,2.0,7.0,2.0,18.0,10.0,1.0,5.0,169.0,79.0,55.0,2.0,1.0,8.0,6.0,9.0,592.0,,,2.0,1.0,104.0,102.0,39.0,,,,,,127.0,127.0,6.0,20.0,26.0,66.5,2.0,,,1.0,0.0,,,,164.0,1.0,1.0,2.0,,,,9.0,,,3.0,176.0,520.0,14.0,201.0,22.0,14.0,27.0,4.0,32.0,28.0,3.0,217.0,11.0,434.0,,,14.0,29.0,45.0,1.0,603.0,1.0,0.0,22.0,21.0,7.0,26.0,1.0,817.0,35.0,6.0,13.0,5.0,18.0,0.0
442091,10.0,2012-11-03 12:45:00,3,Arsenal,Away,323.0,13.0,,2.0,2.0,1.0,,206.0,3.0,,6.0,8.0,10.0,39.0,527.0,,1.0,16.0,14.0,10.0,5.0,,,,,,,,,,7.0,,,,1.0,,,10.0,4.0,5.0,2.0,,73.0,57.0,1.0,1.0,,5.0,2.0,7.0,,1.0,1.0,7.0,5.0,,19.0,4.0,57.0,35.0,5.0,16.0,12.0,1.0,2.0,49.0,15.0,13.0,,,3.0,2.0,,178.0,,,,,,,5.0,,,1.0,,,,,1.0,18.0,1.0,12.0,9.0,1.0,6.0,173.0,77.0,54.0,6.0,1.0,2.0,3.0,2.0,583.0,,,2.0,2.0,58.0,78.0,22.0,,1.0,1.0,,,123.0,123.0,2.0,23.0,24.0,52.3,1.0,,,,0.0,,,,177.0,4.0,,4.0,1.0,,,3.0,,,2.0,81.0,514.0,5.0,336.0,21.0,29.0,5.0,1.0,15.0,14.0,,112.0,3.0,280.0,,,21.0,10.0,58.0,1.0,601.0,,1.0,7.0,10.0,3.0,17.0,2.0,769.0,13.0,10.0,2.0,1.0,9.0,0.0
