matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2561903,1,2025-08-17 16:30:00,3,Arsenal,Away,109.0,8.0,1.0,2.0,1.0,,,112.0,2.0,,9.0,5.0,3.0,20.0,219.0,,1.0,9.0,23.0,16.0,5.0,,3.0,,0.0,,,1.0,,,,,,5.0,0.0,,,,,10.0,15.0,7.0,5.0,4.0,32.0,50.0,,,1.0,,4.0,3.0,9.0,,,4.0,6.0,1.0,1.0,6.0,2.0,70.0,53.0,,30.0,13.0,,,0.513726,1.3073,0.0569,1.2134,0.7494,35.0,19.0,10.0,,,2.0,1.0,1.0,126.0,,,,,,,9.0,0.0,2.0,,13.0,,4.0,4.0,,0.0,9.0,69.0,58.0,29.0,3.0,0.0,1.0,4.0,3.0,272.0,8.0,,0.0,29.0,49.0,25.0,,129.0,129.0,4.0,14.0,21.0,38.9,,,,1.0,10.0,0.0,67.0,5.0,2.0,7.0,1.0,,3.0,,0.0,5.0,51.0,208.0,4.0,5.0,122.0,21.0,30.0,25.0,3.0,11.0,8.0,112430.48,,84.0,5.0,183.0,2.0,,19.0,5.0,49.0,2.0,294.0,,0.0,9.0,18.0,2.0,15.0,4.0,499.0,20.0,15.0,0.0,9.0,4.0,10.0,0.0
2561906,2,2025-08-23 17:30:00,3,Arsenal,Home,345.0,20.0,2.0,8.0,6.0,1.0,1.0,212.0,2.0,,1.0,6.0,13.0,24.0,549.0,,1.0,24.0,4.0,13.0,6.0,2.0,4.0,1.0,0.0,,,,,,,,,11.0,1.0,,,,2.0,4.0,2.0,1.0,13.0,5.0,79.0,38.0,1.0,1.0,2.0,,13.0,4.0,4.0,,,2.0,9.0,5.0,2.0,6.0,,34.0,47.0,,7.0,4.0,,,0.90332,2.8787,,2.7748,0.1446,52.0,8.0,11.0,3.0,,5.0,3.0,,133.0,4.0,1.0,2.0,2.0,2.0,,2.0,2.0,,,4.0,,5.0,5.0,,0.0,1.0,194.0,55.0,40.0,2.0,0.0,5.0,7.0,5.0,589.0,2.0,1.0,0.0,67.0,63.0,24.0,1.0,96.0,96.0,7.0,8.0,21.0,67.5,,,,,17.0,0.0,193.0,1.0,,1.0,,1.0,9.0,1.0,0.0,5.0,97.0,539.0,13.0,12.0,350.0,28.0,7.0,24.0,2.0,19.0,17.0,112876.65,1.0,127.0,2.0,268.0,1.0,,10.0,15.0,35.0,,599.0,1.0,0.0,18.0,12.0,3.0,28.0,0.0,780.0,34.0,12.0,0.0,12.0,2.0,8.0,0.0
2561919,3,2025-08-31 16:30:00,3,Arsenal,Away,184.0,11.0,2.0,3.0,1.0,,,122.0,5.0,1.0,7.0,6.0,7.0,25.0,303.0,,,14.0,10.0,9.0,4.0,1.0,3.0,,0.0,1.0,,1.0,,,,,,6.0,0.0,,,,,4.0,4.0,5.0,8.0,3.0,56.0,45.0,,,,1.0,6.0,7.0,7.0,,,8.0,7.0,2.0,0.0,6.0,,38.0,32.0,1.0,19.0,5.0,,1.0,0.44536,0.4853,0.0183,0.5561,0.2733,46.0,10.0,7.0,,,,,1.0,125.0,,,,,,,5.0,0.0,1.0,,5.0,,9.0,9.0,1.0,0.0,7.0,95.0,55.0,30.0,3.0,0.0,1.0,4.0,1.0,356.0,4.0,1.0,0.0,47.0,44.0,25.0,,115.0,115.0,2.0,11.0,21.0,47.0,,,,,18.0,0.0,95.0,2.0,,2.0,1.0,,3.0,1.0,0.0,4.0,64.0,292.0,6.0,5.0,197.0,23.0,19.0,8.0,8.0,17.0,9.0,114030.88,,103.0,5.0,191.0,2.0,1.0,22.0,7.0,50.0,,371.0,,0.0,11.0,14.0,,16.0,2.0,536.0,29.0,19.0,0.0,3.0,8.0,6.0,0.0
2561926,4,2025-09-13 12:30:00,3,Arsenal,Home,230.0,10.0,3.0,5.0,2.0,1.0,,190.0,6.0,,5.0,3.0,10.0,15.0,415.0,1.0,,9.0,9.0,9.0,8.0,2.0,4.0,,0.0,,,,,,,,,9.0,0.0,,,1.0,2.0,4.0,3.0,2.0,12.0,4.0,79.0,44.0,3.0,4.0,1.0,1.0,7.0,5.0,5.0,,,8.0,8.0,3.0,0.0,2.0,1.0,32.0,44.0,1.0,15.0,10.0,,,1.67156,1.8352,,2.3488,0.0627,48.0,8.0,11.0,1.0,,1.0,1.0,,146.0,2.0,,2.0,1.0,1.0,,6.0,1.0,,1.0,10.0,1.0,7.0,7.0,1.0,0.0,5.0,125.0,49.0,37.0,4.0,2.0,6.0,6.0,5.0,461.0,3.0,2.0,0.0,59.0,64.0,31.0,,108.0,108.0,7.0,13.0,19.0,54.2,1.0,,,,15.0,0.0,128.0,1.0,,1.0,,,6.0,1.0,0.0,5.0,100.0,400.0,7.0,13.0,246.0,17.0,15.0,21.0,8.0,20.0,12.0,117436.19,,135.0,3.0,252.0,,,11.0,10.0,30.0,2.0,478.0,4.0,0.0,16.0,13.0,5.0,12.0,1.0,645.0,38.0,11.0,0.0,11.0,8.0,11.0,0.0
2561936,5,2025-09-21 16:30:00,3,Arsenal,Home,245.0,18.0,1.0,5.0,4.0,1.0,1.0,277.0,1.0,,1.0,12.0,6.0,33.0,517.0,,2.0,17.0,17.0,15.0,6.0,1.0,3.0,,0.0,,,,,,,,1.0,8.0,0.0,,,,,8.0,4.0,1.0,11.0,1.0,76.0,50.0,2.0,1.0,1.0,,12.0,3.0,10.0,,,11.0,14.0,6.0,0.0,8.0,1.0,51.0,51.0,,18.0,13.0,,,0.96983,0.8884,,1.237,1.1089,61.0,11.0,10.0,,,1.0,1.0,,161.0,1.0,,1.0,1.0,,,1.0,1.0,,,13.0,,5.0,5.0,,0.0,1.0,175.0,57.0,41.0,2.0,0.0,3.0,5.0,3.0,568.0,,3.0,0.0,66.0,76.0,43.0,,142.0,142.0,2.0,21.0,24.0,66.8,,,1.0,,21.0,0.0,170.0,2.0,,2.0,1.0,,6.0,1.0,1.0,5.0,148.0,505.0,12.0,8.0,259.0,27.0,18.0,11.0,11.0,32.0,21.0,121460.73,,189.0,3.0,355.0,,,24.0,8.0,53.0,4.0,582.0,1.0,0.0,12.0,20.0,7.0,20.0,1.0,791.0,39.0,27.0,0.0,6.0,11.0,13.0,0.0
2561952,6,2025-09-28 16:30:00,3,Arsenal,Away,168.0,16.0,3.0,9.0,6.0,1.0,2.0,246.0,,2.0,4.0,7.0,11.0,22.0,405.0,,1.0,15.0,26.0,22.0,12.0,1.0,4.0,1.0,0.0,,,,,,1.0,,,12.0,0.0,,1.0,,2.0,4.0,7.0,1.0,18.0,2.0,77.0,48.0,3.0,3.0,1.0,1.0,4.0,6.0,3.0,,1.0,12.0,7.0,4.0,1.0,6.0,,49.0,54.0,1.0,29.0,18.0,,,1.6798,2.0437,,2.7305,0.9259,63.0,9.0,8.0,,,1.0,2.0,,169.0,2.0,1.0,2.0,,2.0,,3.0,0.0,1.0,1.0,18.0,1.0,10.0,10.0,1.0,0.0,6.0,127.0,70.0,38.0,7.0,0.0,6.0,9.0,7.0,481.0,3.0,1.0,0.0,56.0,72.0,49.0,1.0,137.0,137.0,2.0,19.0,19.0,63.4,1.0,,3.0,1.0,9.0,0.0,122.0,1.0,1.0,2.0,,1.0,7.0,1.0,1.0,5.0,127.0,395.0,4.0,15.0,186.0,30.0,29.0,17.0,10.0,23.0,13.0,114603.4,1.0,176.0,3.0,332.0,1.0,2.0,30.0,12.0,58.0,,495.0,,0.0,20.0,13.0,2.0,19.0,1.0,683.0,43.0,14.0,0.0,11.0,12.0,6.0,0.0
2561956,7,2025-10-04 15:00:00,3,Arsenal,Home,242.0,10.0,,3.0,3.0,1.0,2.0,259.0,3.0,1.0,5.0,5.0,3.0,10.0,498.0,,2.0,10.0,12.0,12.0,8.0,2.0,5.0,,0.0,,,,,,,,,12.0,1.0,,,1.0,3.0,10.0,4.0,,16.0,5.0,75.0,36.0,2.0,2.0,2.0,1.0,1.0,9.0,3.0,,,8.0,9.0,4.0,0.0,9.0,,45.0,54.0,1.0,27.0,16.0,,,2.00085,2.7741,,2.1969,,44.0,14.0,14.0,1.0,,5.0,4.0,,141.0,,,,,,,4.0,1.0,,1.0,16.0,1.0,7.0,7.0,,0.0,5.0,169.0,51.0,30.0,3.0,1.0,2.0,8.0,5.0,548.0,1.0,,0.0,64.0,64.0,49.0,1.0,122.0,122.0,4.0,13.0,13.0,67.9,1.0,,,,10.0,0.0,181.0,,,,1.0,,7.0,3.0,0.0,5.0,129.0,481.0,1.0,11.0,250.0,18.0,27.0,13.0,6.0,23.0,17.0,109318.73,,171.0,2.0,339.0,,1.0,17.0,3.0,27.0,1.0,566.0,1.0,0.0,21.0,23.0,5.0,16.0,0.0,760.0,46.0,10.0,0.0,5.0,8.0,14.0,0.0
2561968,8,2025-10-18 17:30:00,3,Arsenal,Away,207.0,18.0,1.0,5.0,4.0,1.0,,273.0,4.0,1.0,3.0,2.0,3.0,20.0,475.0,1.0,2.0,13.0,8.0,22.0,11.0,1.0,4.0,1.0,0.0,,,,,,,,,12.0,0.0,,,,,3.0,6.0,3.0,14.0,2.0,67.0,48.0,2.0,2.0,1.0,2.0,6.0,4.0,6.0,,1.0,10.0,13.0,3.0,0.0,16.0,,38.0,52.0,2.0,29.0,17.0,,3.0,1.05263,1.8679,,1.4233,,80.0,4.0,11.0,1.0,,1.0,1.0,,150.0,1.0,,,,1.0,,8.0,0.0,,,17.0,,1.0,1.0,1.0,0.0,3.0,172.0,71.0,49.0,6.0,0.0,5.0,8.0,5.0,524.0,2.0,,0.0,61.0,97.0,48.0,1.0,135.0,135.0,4.0,10.0,31.0,63.0,,,,,15.0,0.0,157.0,,,,,1.0,7.0,1.0,0.0,3.0,143.0,459.0,6.0,13.0,214.0,33.0,29.0,14.0,7.0,24.0,17.0,114080.82,1.0,195.0,1.0,356.0,,1.0,16.0,4.0,48.0,2.0,546.0,2.0,0.0,16.0,9.0,6.0,17.0,0.0,734.0,46.0,19.0,0.0,10.0,10.0,5.0,0.0
2561976,9,2025-10-26 14:00:00,3,Arsenal,Home,233.0,15.0,2.0,4.0,2.0,1.0,,220.0,8.0,2.0,3.0,6.0,5.0,18.0,449.0,,2.0,7.0,16.0,21.0,6.0,1.0,1.0,,0.0,,,,,,,,,2.0,0.0,1.0,,,6.0,2.0,5.0,2.0,7.0,3.0,75.0,45.0,2.0,2.0,,1.0,10.0,3.0,4.0,,,4.0,3.0,,0.0,10.0,,42.0,48.0,1.0,28.0,13.0,,1.0,0.947257,0.9168,,1.0192,0.4775,87.0,6.0,10.0,,,3.0,3.0,,152.0,,,,,,,9.0,0.0,,,13.0,1.0,6.0,6.0,,0.0,3.0,151.0,81.0,46.0,3.0,1.0,4.0,3.0,3.0,517.0,3.0,2.0,0.0,64.0,54.0,23.0,,146.0,146.0,3.0,16.0,18.0,59.7,1.0,,,,16.0,0.0,162.0,1.0,,1.0,2.0,,4.0,,0.0,5.0,88.0,433.0,10.0,7.0,252.0,28.0,28.0,11.0,4.0,10.0,6.0,118050.88,,147.0,6.0,298.0,1.0,2.0,27.0,6.0,53.0,2.0,540.0,,0.0,10.0,12.0,3.0,17.0,0.0,716.0,25.0,19.0,0.0,5.0,4.0,7.0,0.0
2561986,10,2025-11-01 15:00:00,3,Arsenal,Away,244.0,10.0,2.0,4.0,2.0,,,186.0,2.0,,4.0,3.0,12.0,13.0,426.0,,1.0,14.0,18.0,16.0,7.0,1.0,2.0,5.0,0.0,,,,,,,,1.0,9.0,0.0,,,,1.0,6.0,2.0,1.0,9.0,3.0,62.0,45.0,4.0,2.0,2.0,3.0,13.0,1.0,6.0,,,6.0,5.0,4.0,0.0,8.0,,49.0,47.0,3.0,28.0,19.0,,,1.3398,2.4222,,2.5808,,50.0,13.0,10.0,1.0,,1.0,,,150.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,19.0,,6.0,6.0,,0.0,4.0,152.0,58.0,30.0,1.0,1.0,1.0,9.0,8.0,478.0,,1.0,0.0,64.0,38.0,26.0,,118.0,118.0,2.0,21.0,16.0,53.6,,,,,18.0,0.0,130.0,,,,1.0,5.0,3.0,,0.0,5.0,78.0,414.0,13.0,10.0,258.0,26.0,28.0,11.0,5.0,14.0,9.0,114650.78,6.0,112.0,2.0,250.0,1.0,,23.0,12.0,43.0,1.0,494.0,,0.0,12.0,16.0,5.0,21.0,1.0,676.0,23.0,17.0,0.0,5.0,6.0,7.0,0.0
