matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562002,11,2025-11-08 17:30:00,3,Arsenal,Away,134.0,10.0,1.0,4.0,3.0,3.0,,330.0,1.0,,2.0,6.0,4.0,10.0,460.0,,1.0,18.0,21.0,31.0,7.0,,1.0,1.0,0.0,,1.0,1.0,,1.0,,,,13.0,0.0,1.0,,,,5.0,6.0,,12.0,5.0,79.0,38.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,,,2.0,10.0,9.0,0.0,7.0,1.0,50.0,60.0,1.0,25.0,19.0,,,1.03988,1.9143,0.0357,1.3769,0.8198,62.0,13.0,13.0,,,3.0,2.0,1.0,146.0,2.0,,1.0,2.0,,,3.0,2.0,,,19.0,1.0,3.0,3.0,,0.0,2.0,158.0,49.0,26.0,2.0,2.0,4.0,5.0,7.0,510.0,2.0,1.0,0.0,76.0,97.0,45.0,,114.0,114.0,6.0,11.0,19.0,64.8,1.0,2.0,1.0,,12.0,0.0,146.0,1.0,,1.0,,1.0,6.0,1.0,0.0,1.0,187.0,448.0,3.0,9.0,150.0,20.0,25.0,17.0,1.0,22.0,21.0,112204.94,1.0,224.0,7.0,401.0,,,24.0,4.0,36.0,,529.0,1.0,0.0,17.0,12.0,2.0,21.0,1.0,705.0,32.0,7.0,0.0,8.0,2.0,4.0,0.0
2562006,12,2025-11-23 16:30:00,3,Arsenal,Home,179.0,11.0,2.0,4.0,2.0,1.0,1.0,188.0,2.0,,1.0,10.0,4.0,20.0,363.0,,2.0,14.0,14.0,15.0,4.0,3.0,3.0,,0.0,1.0,1.0,2.0,,,,,,10.0,0.0,,,,2.0,7.0,,3.0,12.0,5.0,62.0,51.0,3.0,2.0,1.0,,9.0,2.0,4.0,,,4.0,5.0,4.0,0.0,9.0,,49.0,58.0,,17.0,7.0,1.0,,1.47366,1.9286,0.0611,3.1509,0.127,65.0,11.0,15.0,,,5.0,2.0,2.0,154.0,4.0,,3.0,4.0,,,6.0,4.0,2.0,1.0,7.0,,11.0,11.0,,0.0,2.0,129.0,58.0,37.0,1.0,4.0,3.0,8.0,8.0,428.0,,1.0,0.0,48.0,78.0,33.0,,138.0,138.0,6.0,14.0,27.0,57.4,,,,,22.0,0.0,103.0,,1.0,1.0,,,7.0,,0.0,4.0,85.0,348.0,9.0,11.0,197.0,28.0,17.0,17.0,4.0,15.0,11.0,112161.67,,140.0,3.0,266.0,2.0,,30.0,4.0,51.0,3.0,448.0,,0.0,17.0,23.0,3.0,18.0,1.0,639.0,27.0,12.0,0.0,5.0,4.0,16.0,0.0
2562017,13,2025-11-30 16:30:00,3,Arsenal,Away,175.0,14.0,,4.0,4.0,,,219.0,5.0,1.0,6.0,5.0,6.0,11.0,390.0,,,13.0,29.0,12.0,7.0,,,1.0,0.0,,,,,,,,,7.0,0.0,,,,,6.0,6.0,5.0,6.0,2.0,55.0,41.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,,,3.0,8.0,4.0,0.0,6.0,3.0,58.0,44.0,1.0,17.0,9.0,,,1.31741,1.2602,,2.1844,1.1528,54.0,13.0,12.0,1.0,1.0,,,,144.0,1.0,,1.0,1.0,,,7.0,1.0,,,9.0,,10.0,10.0,,0.0,6.0,136.0,48.0,27.0,3.0,0.0,3.0,5.0,4.0,441.0,2.0,1.0,0.0,52.0,69.0,26.0,,121.0,121.0,2.0,20.0,12.0,61.7,,,1.0,,7.0,0.0,128.0,1.0,2.0,3.0,,1.0,3.0,,0.0,4.0,110.0,371.0,2.0,8.0,196.0,23.0,17.0,12.0,3.0,15.0,12.0,110633.38,1.0,141.0,2.0,282.0,,1.0,24.0,6.0,40.0,3.0,463.0,2.0,0.0,8.0,15.0,1.0,15.0,6.0,620.0,23.0,17.0,0.0,5.0,3.0,9.0,0.0
2562026,14,2025-12-03 19:30:00,3,Arsenal,Home,218.0,9.0,,2.0,2.0,1.0,,240.0,3.0,2.0,5.0,6.0,5.0,25.0,456.0,,2.0,15.0,20.0,16.0,11.0,,,1.0,0.0,,,,,,,,,15.0,0.0,,,,,5.0,5.0,1.0,10.0,5.0,87.0,56.0,2.0,3.0,1.0,,4.0,4.0,5.0,,,4.0,8.0,3.0,0.0,10.0,1.0,51.0,57.0,,25.0,16.0,,,0.997379,1.7665,,1.2808,0.1405,71.0,7.0,8.0,1.0,,1.0,1.0,,164.0,2.0,,2.0,2.0,,1.0,5.0,2.0,2.0,,16.0,,6.0,6.0,,0.0,6.0,143.0,72.0,41.0,8.0,0.0,3.0,10.0,7.0,525.0,3.0,1.0,0.0,76.0,85.0,24.0,,139.0,139.0,7.0,19.0,21.0,61.9,,,,1.0,11.0,0.0,148.0,1.0,,1.0,,1.0,4.0,,1.0,4.0,136.0,445.0,4.0,13.0,235.0,26.0,25.0,16.0,3.0,15.0,12.0,118981.6,2.0,180.0,8.0,322.0,2.0,2.0,22.0,5.0,55.0,,542.0,4.0,0.0,15.0,26.0,3.0,17.0,0.0,733.0,28.0,17.0,0.0,7.0,4.0,14.0,0.0
2562036,15,2025-12-06 12:30:00,3,Arsenal,Away,171.0,10.0,1.0,4.0,3.0,,,209.0,6.0,1.0,4.0,3.0,4.0,18.0,376.0,1.0,,12.0,7.0,12.0,10.0,,3.0,2.0,0.0,,,,,,,,,11.0,0.0,,,,,3.0,13.0,2.0,9.0,6.0,49.0,51.0,3.0,3.0,1.0,5.0,10.0,1.0,10.0,,,3.0,8.0,5.0,0.0,8.0,2.0,40.0,48.0,5.0,24.0,9.0,,1.0,0.95495,1.9234,,2.0719,1.9933,59.0,8.0,10.0,,,,,,129.0,,,,,,,6.0,1.0,,,9.0,,11.0,11.0,2.0,0.0,4.0,143.0,45.0,27.0,3.0,0.0,4.0,6.0,9.0,424.0,7.0,1.0,0.0,39.0,76.0,30.0,,116.0,116.0,7.0,20.0,20.0,52.7,,,,,15.0,0.0,122.0,4.0,,4.0,1.0,2.0,5.0,1.0,1.0,5.0,116.0,360.0,10.0,10.0,189.0,18.0,24.0,13.0,3.0,16.0,13.0,113446.46,2.0,152.0,6.0,270.0,,1.0,21.0,4.0,42.0,3.0,443.0,2.0,0.0,15.0,20.0,,16.0,2.0,641.0,33.0,14.0,0.0,6.0,3.0,11.0,0.0
2562045,16,2025-12-13 20:00:00,3,Arsenal,Home,140.0,7.0,1.0,6.0,5.0,,,366.0,1.0,3.0,6.0,5.0,4.0,11.0,500.0,,2.0,17.0,15.0,21.0,11.0,1.0,3.0,1.0,0.0,1.0,,1.0,,,,,,12.0,0.0,,,,1.0,6.0,3.0,,12.0,4.0,59.0,45.0,3.0,3.0,,,3.0,3.0,4.0,,,8.0,14.0,7.0,0.0,3.0,1.0,33.0,51.0,,21.0,13.0,,,0.972222,1.3899,0.0517,0.2811,0.6249,81.0,7.0,15.0,,,6.0,3.0,1.0,144.0,,,,,,,1.0,0.0,,1.0,13.0,1.0,8.0,8.0,,0.0,6.0,181.0,50.0,37.0,,0.0,7.0,5.0,2.0,554.0,1.0,4.0,0.0,66.0,130.0,56.0,,127.0,127.0,2.0,13.0,22.0,69.2,,,,,13.0,0.0,188.0,1.0,,1.0,,1.0,11.0,,0.0,5.0,172.0,483.0,3.0,12.0,153.0,20.0,21.0,15.0,6.0,30.0,24.0,113395.55,1.0,219.0,3.0,449.0,,3.0,13.0,4.0,28.0,1.0,572.0,3.0,0.0,16.0,5.0,13.0,20.0,0.0,747.0,41.0,15.0,0.0,10.0,8.0,3.0,0.0
2562058,17,2025-12-20 20:00:00,3,Arsenal,Away,324.0,16.0,1.0,2.0,2.0,2.0,,251.0,3.0,2.0,11.0,4.0,14.0,23.0,573.0,3.0,,14.0,22.0,21.0,9.0,,1.0,2.0,0.0,,,,,,,,,11.0,1.0,,,2.0,,3.0,4.0,1.0,12.0,1.0,107.0,59.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,,1.0,3.0,7.0,2.0,0.0,14.0,,57.0,47.0,1.0,32.0,18.0,,,0.805425,2.0034,,0.8501,0.1796,61.0,5.0,3.0,1.0,,1.0,,,184.0,,,,,,,5.0,0.0,5.0,,18.0,2.0,7.0,7.0,,0.0,11.0,191.0,63.0,38.0,2.0,0.0,6.0,3.0,2.0,644.0,1.0,,0.0,87.0,54.0,22.0,1.0,136.0,136.0,4.0,26.0,17.0,65.4,2.0,,,,13.0,0.0,172.0,1.0,,1.0,,2.0,9.0,,0.0,3.0,125.0,567.0,3.0,9.0,348.0,29.0,32.0,21.0,3.0,12.0,9.0,120298.02,2.0,155.0,6.0,318.0,5.0,2.0,23.0,16.0,52.0,1.0,654.0,4.0,0.0,13.0,14.0,3.0,17.0,2.0,845.0,43.0,15.0,0.0,9.0,3.0,9.0,0.0
2562065,18,2025-12-27 15:00:00,3,Arsenal,Home,199.0,11.0,1.0,6.0,5.0,1.0,1.0,183.0,,2.0,2.0,6.0,5.0,16.0,376.0,1.0,,17.0,18.0,10.0,16.0,1.0,2.0,6.0,0.0,,,,,1.0,,,1.0,22.0,0.0,,,,,4.0,7.0,1.0,21.0,3.0,80.0,42.0,3.0,4.0,,,2.0,10.0,7.0,,,7.0,8.0,2.0,0.0,10.0,1.0,47.0,46.0,,16.0,9.0,,,0.901083,3.0769,,1.6852,1.4234,50.0,7.0,12.0,,,3.0,3.0,,149.0,1.0,,,1.0,,,4.0,1.0,1.0,,9.0,,9.0,9.0,,0.0,3.0,105.0,57.0,33.0,2.0,1.0,6.0,12.0,6.0,431.0,2.0,,0.0,55.0,73.0,30.0,,118.0,118.0,4.0,16.0,17.0,52.7,,,,,11.0,0.0,116.0,2.0,,2.0,1.0,6.0,8.0,2.0,0.0,3.0,98.0,364.0,2.0,18.0,218.0,27.0,16.0,16.0,6.0,19.0,13.0,117042.67,6.0,135.0,2.0,251.0,1.0,2.0,25.0,8.0,46.0,1.0,450.0,4.0,0.0,24.0,14.0,3.0,20.0,2.0,632.0,57.0,10.0,0.0,10.0,7.0,6.0,0.0
2562075,19,2025-12-30 20:15:00,3,Arsenal,Home,118.0,13.0,1.0,5.0,4.0,1.0,,189.0,2.0,1.0,7.0,5.0,1.0,17.0,302.0,,1.0,8.0,9.0,7.0,14.0,1.0,3.0,,0.0,,,,,,,,1.0,19.0,0.0,,,,,9.0,9.0,2.0,17.0,5.0,47.0,39.0,3.0,4.0,2.0,1.0,5.0,7.0,8.0,,1.0,3.0,6.0,2.0,1.0,6.0,1.0,44.0,38.0,1.0,17.0,7.0,,1.0,1.5294,3.0436,,2.7188,1.6411,51.0,18.0,9.0,1.0,,2.0,1.0,,103.0,3.0,,2.0,3.0,,,2.0,3.0,1.0,1.0,7.0,,8.0,8.0,,0.0,7.0,104.0,33.0,20.0,3.0,1.0,6.0,11.0,7.0,340.0,4.0,,0.0,53.0,42.0,27.0,,75.0,75.0,8.0,6.0,16.0,46.3,,,,,9.0,0.0,97.0,2.0,,2.0,,,8.0,1.0,1.0,5.0,101.0,295.0,5.0,17.0,123.0,25.0,17.0,9.0,3.0,12.0,9.0,110547.88,,133.0,4.0,240.0,1.0,1.0,11.0,2.0,28.0,4.0,351.0,,0.0,22.0,17.0,2.0,8.0,2.0,504.0,38.0,5.0,0.0,5.0,3.0,7.0,0.0
2562085,20,2026-01-03 17:30:00,3,Arsenal,Away,181.0,8.0,1.0,3.0,2.0,3.0,1.0,190.0,5.0,,4.0,9.0,7.0,18.0,368.0,1.0,2.0,12.0,17.0,21.0,7.0,1.0,1.0,1.0,0.0,,,,,,,,,9.0,0.0,,,,2.0,3.0,5.0,10.0,7.0,5.0,78.0,52.0,1.0,,2.0,2.0,7.0,4.0,8.0,,,5.0,4.0,9.0,1.0,6.0,,48.0,65.0,2.0,30.0,20.0,1.0,1.0,0.668198,1.1299,,1.7265,1.0977,60.0,8.0,12.0,,,4.0,3.0,,168.0,2.0,,2.0,2.0,,,8.0,2.0,1.0,,20.0,,7.0,7.0,1.0,0.0,4.0,114.0,65.0,35.0,7.0,2.0,3.0,7.0,5.0,439.0,5.0,1.0,0.0,64.0,62.0,28.0,,142.0,142.0,5.0,21.0,21.0,57.0,,,3.0,,18.0,0.0,102.0,,1.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,97.0,352.0,7.0,10.0,210.0,20.0,30.0,17.0,4.0,20.0,16.0,115704.75,1.0,137.0,12.0,272.0,1.0,,32.0,11.0,51.0,1.0,462.0,2.0,0.0,12.0,25.0,3.0,13.0,1.0,646.0,28.0,12.0,0.0,7.0,5.0,11.0,0.0
2562096,21,2026-01-08 20:00:00,3,Arsenal,Home,168.0,9.0,1.0,3.0,2.0,1.0,,231.0,7.0,,2.0,1.0,3.0,12.0,396.0,,2.0,13.0,5.0,6.0,6.0,1.0,2.0,,0.0,,,,,,,,,7.0,0.0,,,,,8.0,2.0,6.0,6.0,3.0,56.0,33.0,1.0,1.0,,1.0,4.0,4.0,10.0,,,3.0,6.0,5.0,0.0,2.0,,35.0,33.0,1.0,15.0,6.0,,2.0,0.714662,0.5739,,0.6784,,51.0,10.0,8.0,,,2.0,1.0,,108.0,,,,,,,8.0,0.0,,,6.0,,7.0,7.0,1.0,0.0,2.0,155.0,51.0,29.0,,0.0,1.0,6.0,4.0,441.0,3.0,1.0,0.0,53.0,71.0,31.0,,101.0,101.0,6.0,15.0,10.0,47.6,,,,,12.0,0.0,140.0,,,,2.0,,1.0,,0.0,5.0,122.0,379.0,4.0,7.0,182.0,24.0,15.0,16.0,3.0,15.0,12.0,112664.25,,158.0,2.0,292.0,,,10.0,5.0,34.0,2.0,459.0,2.0,0.0,9.0,11.0,5.0,15.0,2.0,593.0,24.0,11.0,0.0,8.0,3.0,6.0,0.0
2562111,22,2026-01-17 17:30:00,3,Arsenal,Away,217.0,17.0,4.0,11.0,7.0,1.0,1.0,210.0,5.0,2.0,6.0,1.0,8.0,15.0,416.0,,,10.0,17.0,18.0,7.0,4.0,6.0,3.0,0.0,,,,,,,,,7.0,0.0,,,,2.0,4.0,1.0,5.0,14.0,1.0,69.0,36.0,3.0,4.0,,4.0,4.0,8.0,4.0,,,9.0,14.0,2.0,0.0,5.0,,46.0,48.0,4.0,27.0,17.0,,,2.26173,2.0982,,0.8523,,50.0,14.0,8.0,,,2.0,1.0,,155.0,,,,,,,6.0,0.0,2.0,,17.0,,4.0,4.0,,0.0,6.0,134.0,58.0,32.0,4.0,0.0,3.0,8.0,3.0,478.0,3.0,,0.0,48.0,106.0,40.0,,117.0,117.0,2.0,14.0,13.0,60.0,,,,1.0,13.0,0.0,136.0,,,,,3.0,4.0,5.0,0.0,5.0,109.0,405.0,4.0,11.0,232.0,37.0,27.0,13.0,9.0,26.0,17.0,111322.91,3.0,146.0,3.0,288.0,2.0,2.0,20.0,9.0,46.0,,494.0,,0.0,15.0,16.0,1.0,10.0,1.0,658.0,36.0,12.0,0.0,6.0,9.0,7.0,0.0
2562116,23,2026-01-25 16:30:00,3,Arsenal,Home,147.0,6.0,2.0,4.0,3.0,,2.0,228.0,4.0,2.0,8.0,5.0,8.0,14.0,371.0,3.0,2.0,15.0,12.0,14.0,10.0,3.0,4.0,,0.0,,,,,,,,,9.0,0.0,,,,2.0,3.0,3.0,7.0,9.0,6.0,58.0,42.0,,,1.0,,3.0,6.0,4.0,,,9.0,11.0,3.0,0.0,8.0,,40.0,41.0,,20.0,13.0,1.0,2.0,1.40808,1.1937,,1.9047,0.4411,47.0,11.0,9.0,,,4.0,3.0,,132.0,,,,,,,5.0,0.0,1.0,,13.0,,11.0,11.0,3.0,0.0,8.0,133.0,48.0,30.0,2.0,0.0,4.0,9.0,4.0,426.0,2.0,,0.0,52.0,73.0,41.0,,127.0,127.0,4.0,11.0,18.0,56.1,,3.0,,,16.0,0.0,120.0,,,,1.0,,5.0,1.0,1.0,5.0,126.0,356.0,3.0,13.0,166.0,12.0,20.0,13.0,9.0,25.0,17.0,111397.56,,157.0,5.0,302.0,1.0,2.0,20.0,8.0,35.0,3.0,443.0,4.0,0.0,15.0,11.0,3.0,17.0,2.0,623.0,28.0,15.0,0.0,7.0,9.0,7.0,0.0
2562128,24,2026-01-31 15:00:00,3,Arsenal,Away,147.0,13.0,5.0,8.0,3.0,1.0,,174.0,1.0,1.0,7.0,6.0,5.0,23.0,313.0,,1.0,18.0,18.0,18.0,5.0,4.0,7.0,1.0,0.0,,,,,,,1.0,,8.0,0.0,,,,,,2.0,1.0,12.0,3.0,57.0,42.0,6.0,5.0,1.0,1.0,3.0,2.0,6.0,,,12.0,10.0,4.0,0.0,7.0,1.0,47.0,52.0,1.0,31.0,16.0,,,1.66602,2.1936,,1.5138,0.4179,57.0,7.0,10.0,1.0,,2.0,1.0,,166.0,3.0,,3.0,2.0,1.0,,1.0,2.0,1.0,,16.0,,6.0,6.0,,0.0,7.0,83.0,59.0,31.0,4.0,2.0,4.0,8.0,9.0,383.0,1.0,1.0,0.0,51.0,73.0,45.0,,136.0,136.0,3.0,18.0,12.0,50.5,,,,,11.0,0.0,89.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,5.0,92.0,303.0,3.0,12.0,170.0,23.0,31.0,19.0,11.0,26.0,15.0,111965.2,1.0,132.0,5.0,251.0,1.0,1.0,31.0,8.0,55.0,1.0,395.0,,0.0,15.0,14.0,1.0,23.0,1.0,602.0,28.0,13.0,0.0,10.0,12.0,7.0,0.0
2562136,25,2026-02-07 15:00:00,3,Arsenal,Home,143.0,15.0,,2.0,2.0,1.0,,184.0,4.0,1.0,7.0,5.0,4.0,22.0,325.0,,,9.0,16.0,17.0,7.0,1.0,4.0,2.0,0.0,,,,,,,,,11.0,0.0,,,,,2.0,4.0,1.0,10.0,6.0,46.0,52.0,1.0,,1.0,1.0,12.0,5.0,5.0,1.0,,5.0,9.0,5.0,0.0,8.0,1.0,45.0,46.0,1.0,22.0,13.0,,,0.836723,1.4922,,1.2315,0.5989,44.0,11.0,8.0,,,,,,127.0,3.0,,3.0,3.0,,1.0,4.0,3.0,1.0,,13.0,,12.0,12.0,2.0,0.0,7.0,115.0,45.0,25.0,2.0,1.0,4.0,7.0,5.0,375.0,2.0,1.0,0.0,66.0,66.0,35.0,,121.0,121.0,6.0,12.0,24.0,49.3,,,,,22.0,0.0,101.0,3.0,1.0,2.0,,2.0,6.0,,2.0,5.0,112.0,314.0,12.0,11.0,158.0,26.0,22.0,11.0,5.0,19.0,14.0,111906.79,3.0,145.0,7.0,250.0,2.0,1.0,18.0,4.0,41.0,3.0,389.0,,0.0,16.0,15.0,1.0,12.0,1.0,576.0,34.0,20.0,0.0,6.0,5.0,8.0,0.0
2562146,26,2026-02-12 20:00:00,3,Arsenal,Away,147.0,16.0,2.0,8.0,6.0,1.0,,245.0,8.0,2.0,5.0,11.0,5.0,29.0,384.0,1.0,1.0,18.0,7.0,21.0,5.0,1.0,2.0,,0.0,,,,,,,,1.0,4.0,0.0,,,,,5.0,9.0,3.0,6.0,1.0,86.0,42.0,1.0,1.0,,,5.0,3.0,6.0,,,4.0,14.0,5.0,0.0,6.0,2.0,35.0,58.0,,37.0,21.0,,2.0,1.3716,0.6003,,0.9457,1.8674,46.0,11.0,12.0,,,,,,147.0,1.0,,1.0,,1.0,,8.0,0.0,1.0,,21.0,,4.0,4.0,,0.0,6.0,104.0,56.0,38.0,6.0,1.0,2.0,5.0,2.0,429.0,5.0,1.0,0.0,96.0,73.0,29.0,,120.0,120.0,5.0,13.0,14.0,59.2,,2.0,,,10.0,0.0,115.0,2.0,,2.0,1.0,,2.0,1.0,0.0,4.0,138.0,363.0,5.0,7.0,166.0,28.0,37.0,8.0,4.0,23.0,19.0,112945.33,,176.0,3.0,309.0,2.0,2.0,22.0,6.0,48.0,,452.0,3.0,0.0,7.0,22.0,1.0,19.0,2.0,645.0,32.0,23.0,0.0,3.0,4.0,12.0,0.0
2562163,27,2026-02-22 16:30:00,3,Arsenal,Away,139.0,11.0,1.0,3.0,2.0,1.0,,242.0,4.0,1.0,9.0,5.0,7.0,17.0,378.0,1.0,2.0,14.0,12.0,20.0,11.0,,1.0,1.0,0.0,,,,,,,,1.0,18.0,0.0,,,,,6.0,3.0,3.0,13.0,7.0,61.0,61.0,4.0,3.0,3.0,,10.0,7.0,2.0,,,5.0,6.0,3.0,0.0,12.0,3.0,49.0,71.0,,15.0,6.0,1.0,,1.42071,2.0667,,2.0643,1.657,80.0,11.0,16.0,2.0,,1.0,1.0,,178.0,2.0,,2.0,2.0,,,4.0,4.0,3.0,,6.0,,8.0,8.0,1.0,0.0,9.0,120.0,71.0,39.0,2.0,2.0,4.0,9.0,7.0,456.0,1.0,3.0,0.0,61.0,65.0,25.0,,160.0,160.0,19.0,8.0,21.0,60.1,,,,1.0,23.0,0.0,121.0,2.0,2.0,4.0,3.0,1.0,6.0,1.0,0.0,4.0,137.0,361.0,10.0,13.0,158.0,21.0,15.0,16.0,5.0,15.0,10.0,117633.5,1.0,193.0,6.0,337.0,3.0,1.0,30.0,10.0,50.0,,480.0,3.0,0.0,20.0,31.0,5.0,16.0,1.0,701.0,45.0,17.0,0.0,4.0,5.0,21.0,0.0
2562166,28,2026-03-01 16:30:00,3,Arsenal,Home,143.0,13.0,2.0,2.0,,,,136.0,7.0,1.0,2.0,6.0,3.0,21.0,277.0,,,6.0,16.0,11.0,8.0,,2.0,1.0,0.0,,,,1.0,1.0,,,,10.0,0.0,,,,,4.0,6.0,4.0,7.0,5.0,54.0,41.0,2.0,,2.0,,3.0,4.0,3.0,,,5.0,4.0,2.0,2.0,12.0,3.0,49.0,48.0,,21.0,9.0,,1.0,1.51873,1.0886,,2.0828,1.0925,57.0,11.0,14.0,,1.0,4.0,1.0,,122.0,2.0,1.0,2.0,,2.0,,10.0,0.0,1.0,1.0,9.0,,5.0,5.0,,0.0,2.0,84.0,52.0,31.0,10.0,0.0,2.0,8.0,5.0,312.0,1.0,2.0,1.0,40.0,57.0,22.0,,111.0,111.0,6.0,11.0,20.0,41.1,,,,1.0,7.0,0.0,78.0,2.0,1.0,4.0,1.0,1.0,3.0,,0.0,3.0,72.0,257.0,3.0,10.0,152.0,26.0,21.0,15.0,4.0,11.0,7.0,112306.21,1.0,110.0,6.0,197.0,1.0,1.0,18.0,4.0,43.0,,338.0,1.0,0.0,12.0,17.0,3.0,8.0,1.0,500.0,30.0,16.0,0.0,7.0,5.0,9.0,0.0
2562177,29,2026-03-04 19:30:00,3,Arsenal,Away,142.0,9.0,,1.0,1.0,2.0,,85.0,8.0,1.0,6.0,9.0,3.0,25.0,226.0,,2.0,21.0,18.0,20.0,5.0,,1.0,,0.0,,,,,,,,,4.0,0.0,,,,1.0,7.0,6.0,5.0,6.0,1.0,48.0,38.0,,,,1.0,10.0,1.0,5.0,1.0,,3.0,1.0,1.0,0.0,14.0,1.0,58.0,55.0,1.0,50.0,29.0,,2.0,0.331731,0.4685,,0.1403,0.5554,60.0,12.0,14.0,,,2.0,2.0,,141.0,1.0,,,1.0,,,12.0,1.0,2.0,,29.0,,8.0,8.0,1.0,0.0,6.0,63.0,60.0,25.0,4.0,1.0,3.0,3.0,2.0,293.0,5.0,2.0,0.0,43.0,29.0,18.0,,145.0,145.0,4.0,11.0,15.0,40.1,,,,1.0,20.0,0.0,70.0,1.0,2.0,2.0,,,4.0,,0.0,4.0,41.0,207.0,10.0,6.0,164.0,23.0,50.0,14.0,3.0,7.0,4.0,119968.58,,92.0,12.0,165.0,2.0,1.0,30.0,4.0,61.0,,322.0,,0.0,7.0,16.0,5.0,24.0,1.0,535.0,18.0,15.0,0.0,5.0,3.0,6.0,0.0
2562185,30,2026-03-14 17:30:00,3,Arsenal,Home,179.0,9.0,1.0,4.0,3.0,3.0,,328.0,2.0,,1.0,5.0,5.0,14.0,503.0,,,11.0,17.0,21.0,14.0,2.0,7.0,1.0,0.0,,,1.0,,,,,,16.0,0.0,,,,,2.0,5.0,4.0,12.0,13.0,80.0,43.0,2.0,,2.0,,6.0,9.0,5.0,,,8.0,9.0,7.0,0.0,6.0,1.0,48.0,56.0,,29.0,17.0,,1.0,0.980336,2.6983,0.0563,2.2378,0.4285,61.0,11.0,12.0,,,2.0,,1.0,150.0,2.0,,,2.0,,1.0,3.0,1.0,,,17.0,,4.0,4.0,,0.0,1.0,184.0,49.0,25.0,3.0,0.0,6.0,12.0,7.0,561.0,3.0,2.0,0.0,58.0,107.0,34.0,,133.0,133.0,5.0,11.0,23.0,64.5,,,,2.0,20.0,0.0,167.0,1.0,2.0,3.0,3.0,1.0,9.0,,2.0,5.0,209.0,484.0,6.0,18.0,197.0,22.0,29.0,16.0,5.0,21.0,16.0,114894.63,1.0,249.0,9.0,405.0,,,18.0,6.0,36.0,2.0,581.0,1.0,0.0,25.0,16.0,1.0,15.0,0.0,774.0,40.0,15.0,0.0,7.0,8.0,12.0,0.0
