matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855273,11,2016-11-06 12:00:00,3,Arsenal,Home,102.0,18.0,2.0,4.0,2.0,1.0,,200.0,3.0,1.0,2.0,2.0,9.0,23.0,298.0,,,18.0,17.0,19.0,10.0,2.0,4.0,,,,,,,,,,,11.0,,,,,1.0,,6.0,7.0,3.0,7.0,8.0,47.0,67.0,,,,1.0,29.0,4.0,13.0,,,7.0,11.0,6.0,,11.0,2.0,55.0,61.0,1.0,17.0,13.0,,1.0,58.0,11.0,16.0,,,4.0,3.0,,199.0,,,,,,,10.0,,,,13.0,1.0,36.0,36.0,5.0,2.0,92.0,80.0,38.0,2.0,,6.0,6.0,2.0,391.0,,2.0,,91.0,54.0,45.0,1.0,1.0,1.0,,184.0,184.0,9.0,20.0,31.0,45.7,1.0,2.0,,,29.0,0.0,85.0,2.0,,2.0,1.0,,9.0,,3.0,132.0,281.0,14.0,12.0,132.0,43.0,17.0,8.0,6.0,26.0,20.0,,190.0,10.0,317.0,,1.0,19.0,10.0,58.0,7.0,423.0,2.0,0.0,15.0,23.0,4.0,20.0,1.0,644.0,29.0,11.0,4.0,7.0,17.0,0.0
855284,12,2016-11-19 12:30:00,3,Arsenal,Away,182.0,10.0,,1.0,1.0,4.0,,253.0,3.0,,2.0,11.0,22.0,23.0,434.0,,,21.0,12.0,24.0,2.0,,1.0,,,,,,,,,,,4.0,,,,,,,8.0,6.0,6.0,2.0,3.0,79.0,75.0,1.0,,1.0,5.0,21.0,1.0,10.0,,,4.0,7.0,4.0,,16.0,1.0,54.0,71.0,5.0,31.0,17.0,,,69.0,11.0,13.0,,,1.0,,,200.0,1.0,,1.0,1.0,,,6.0,1.0,2.0,2.0,17.0,,15.0,15.0,,2.0,147.0,91.0,57.0,10.0,,2.0,1.0,1.0,522.0,2.0,,,84.0,57.0,23.0,,,,,171.0,171.0,4.0,33.0,30.0,54.5,,,1.0,1.0,21.0,0.0,126.0,1.0,3.0,4.0,1.0,,3.0,,3.0,117.0,409.0,7.0,3.0,213.0,29.0,31.0,18.0,2.0,13.0,11.0,,164.0,13.0,352.0,2.0,,28.0,23.0,52.0,,552.0,2.0,0.0,5.0,23.0,,23.0,3.0,758.0,11.0,16.0,11.0,4.0,17.0,0.0
855292,13,2016-11-27 14:15:00,3,Arsenal,Home,144.0,17.0,,3.0,3.0,2.0,,241.0,4.0,1.0,5.0,7.0,16.0,22.0,382.0,1.0,,20.0,14.0,14.0,11.0,1.0,,,,,,,,,,,1.0,15.0,,,,,,1.0,9.0,7.0,2.0,13.0,3.0,64.0,70.0,3.0,1.0,3.0,7.0,25.0,6.0,13.0,,,3.0,15.0,2.0,,13.0,2.0,56.0,62.0,7.0,20.0,12.0,,,62.0,12.0,13.0,2.0,,5.0,4.0,,176.0,2.0,,2.0,2.0,,,7.0,3.0,,,12.0,1.0,20.0,20.0,1.0,5.0,108.0,62.0,41.0,10.0,1.0,6.0,8.0,3.0,441.0,1.0,,,76.0,73.0,38.0,1.0,1.0,1.0,,140.0,140.0,10.0,22.0,30.0,51.5,,,,,25.0,0.0,118.0,2.0,,2.0,,,7.0,,3.0,133.0,363.0,14.0,14.0,160.0,32.0,20.0,15.0,2.0,23.0,21.0,,183.0,6.0,329.0,,1.0,18.0,16.0,43.0,1.0,466.0,1.0,0.0,16.0,24.0,4.0,22.0,3.0,693.0,47.0,16.0,11.0,3.0,19.0,0.0
855311,14,2016-12-03 17:30:00,3,Arsenal,Away,152.0,18.0,1.0,4.0,3.0,7.0,1.0,236.0,3.0,,6.0,4.0,5.0,26.0,384.0,1.0,2.0,19.0,10.0,20.0,10.0,2.0,1.0,,,,,,,,,,,17.0,,,,,,1.0,5.0,6.0,4.0,14.0,5.0,72.0,66.0,5.0,3.0,2.0,3.0,18.0,3.0,4.0,,,2.0,6.0,1.0,,4.0,,36.0,61.0,3.0,20.0,10.0,,1.0,61.0,11.0,9.0,3.0,,2.0,2.0,,196.0,4.0,,2.0,4.0,,,7.0,5.0,1.0,1.0,10.0,,17.0,17.0,2.0,6.0,117.0,83.0,42.0,3.0,2.0,5.0,11.0,10.0,464.0,2.0,2.0,,56.0,80.0,30.0,,,,,143.0,143.0,8.0,23.0,26.0,49.5,,,,,18.0,0.0,98.0,2.0,,2.0,,,6.0,,3.0,129.0,374.0,8.0,17.0,173.0,29.0,20.0,24.0,2.0,11.0,9.0,,173.0,12.0,321.0,1.0,,21.0,6.0,56.0,2.0,483.0,4.0,0.0,19.0,17.0,3.0,24.0,3.0,681.0,36.0,16.0,16.0,2.0,11.0,0.0
855312,15,2016-12-10 15:00:00,3,Arsenal,Home,149.0,27.0,,3.0,3.0,,1.0,317.0,5.0,1.0,5.0,1.0,10.0,23.0,463.0,1.0,1.0,25.0,15.0,11.0,14.0,,3.0,,,,,,,,,,,18.0,,,,,,,3.0,7.0,5.0,17.0,4.0,66.0,49.0,1.0,,1.0,2.0,13.0,8.0,5.0,,,7.0,12.0,2.0,,7.0,2.0,44.0,41.0,2.0,16.0,7.0,,,60.0,9.0,6.0,,,1.0,1.0,,168.0,3.0,,2.0,3.0,,,9.0,3.0,,,7.0,,13.0,13.0,,5.0,148.0,57.0,40.0,7.0,2.0,6.0,11.0,6.0,515.0,2.0,1.0,,80.0,91.0,42.0,1.0,1.0,1.0,,116.0,116.0,9.0,14.0,21.0,64.4,,,3.0,,13.0,0.0,157.0,1.0,3.0,4.0,,,7.0,,3.0,182.0,444.0,10.0,17.0,158.0,42.0,16.0,18.0,2.0,17.0,15.0,,235.0,3.0,398.0,1.0,1.0,12.0,10.0,46.0,3.0,539.0,1.0,0.0,21.0,14.0,7.0,25.0,0.0,725.0,40.0,7.0,10.0,7.0,10.0,0.0
855328,16,2016-12-13 19:45:00,3,Arsenal,Away,182.0,30.0,1.0,1.0,,1.0,,239.0,3.0,,5.0,3.0,11.0,20.0,420.0,3.0,,21.0,23.0,21.0,5.0,1.0,1.0,,1.0,,,1.0,,,,,,5.0,,,,,,2.0,5.0,10.0,4.0,7.0,2.0,71.0,72.0,,2.0,,4.0,26.0,,11.0,,1.0,3.0,3.0,3.0,,16.0,1.0,65.0,58.0,4.0,24.0,11.0,,1.0,61.0,10.0,10.0,1.0,1.0,3.0,1.0,1.0,200.0,,,,,,,10.0,,,1.0,11.0,,14.0,14.0,1.0,5.0,128.0,76.0,47.0,8.0,,6.0,,3.0,507.0,5.0,1.0,,61.0,53.0,36.0,,,,,168.0,168.0,5.0,32.0,28.0,58.5,,3.0,,,26.0,0.0,131.0,2.0,,2.0,1.0,,6.0,,3.0,117.0,404.0,11.0,6.0,208.0,53.0,24.0,15.0,3.0,10.0,7.0,,172.0,13.0,332.0,,,16.0,13.0,45.0,2.0,530.0,7.0,0.0,9.0,19.0,4.0,22.0,1.0,737.0,30.0,21.0,8.0,3.0,11.0,0.0
855335,17,2016-12-18 16:00:00,3,Arsenal,Away,152.0,7.0,,2.0,2.0,2.0,,138.0,8.0,1.0,5.0,11.0,11.0,29.0,288.0,,,17.0,20.0,13.0,3.0,,1.0,,,,,,,,,,,5.0,,,,,,,10.0,9.0,5.0,3.0,3.0,56.0,47.0,1.0,,1.0,5.0,19.0,,9.0,,1.0,1.0,5.0,2.0,,12.0,2.0,60.0,48.0,5.0,27.0,13.0,,,41.0,13.0,9.0,,,1.0,1.0,,162.0,1.0,,1.0,1.0,,,14.0,1.0,1.0,1.0,13.0,,14.0,14.0,2.0,5.0,87.0,71.0,33.0,8.0,1.0,3.0,1.0,1.0,354.0,2.0,1.0,,45.0,38.0,14.0,,,,,138.0,138.0,,25.0,8.0,39.4,,3.0,,,19.0,0.0,83.0,2.0,1.0,3.0,3.0,,5.0,,3.0,47.0,269.0,10.0,4.0,189.0,17.0,27.0,18.0,,8.0,8.0,,76.0,5.0,207.0,1.0,1.0,34.0,11.0,71.0,1.0,388.0,,0.0,6.0,15.0,,18.0,2.0,565.0,10.0,10.0,11.0,1.0,10.0,0.0
855342,18,2016-12-26 15:00:00,3,Arsenal,Home,187.0,29.0,1.0,7.0,6.0,1.0,,551.0,1.0,1.0,6.0,5.0,35.0,29.0,731.0,,,15.0,15.0,18.0,20.0,,3.0,,,,,,,,,,,23.0,,,,,1.0,,6.0,3.0,,17.0,9.0,97.0,65.0,,2.0,,1.0,8.0,7.0,9.0,,,6.0,12.0,3.0,,12.0,1.0,52.0,51.0,1.0,23.0,13.0,,1.0,91.0,12.0,6.0,1.0,,,,,212.0,1.0,,1.0,1.0,,,5.0,1.0,,,13.0,1.0,11.0,11.0,,6.0,261.0,66.0,53.0,5.0,,6.0,15.0,11.0,793.0,1.0,,,91.0,98.0,51.0,,,,,124.0,124.0,6.0,27.0,26.0,75.6,1.0,,,1.0,8.0,0.0,243.0,1.0,,1.0,1.0,,8.0,,3.0,345.0,715.0,1.0,21.0,201.0,50.0,23.0,18.0,3.0,18.0,15.0,,400.0,4.0,630.0,1.0,1.0,10.0,36.0,48.0,,813.0,2.0,0.0,26.0,15.0,4.0,15.0,3.0,989.0,55.0,14.0,13.0,6.0,11.0,0.0
855352,19,2017-01-01 16:00:00,3,Arsenal,Home,204.0,27.0,,4.0,4.0,3.0,,341.0,4.0,,6.0,5.0,26.0,36.0,541.0,,2.0,18.0,23.0,15.0,15.0,,4.0,1.0,,,,1.0,,,,,,17.0,,,,,,,5.0,4.0,3.0,14.0,8.0,85.0,71.0,1.0,1.0,,,16.0,10.0,7.0,,,8.0,11.0,4.0,,17.0,3.0,59.0,57.0,,36.0,22.0,,,67.0,9.0,7.0,1.0,,4.0,1.0,1.0,194.0,1.0,,1.0,1.0,,1.0,8.0,2.0,1.0,,22.0,,9.0,9.0,,6.0,199.0,83.0,64.0,4.0,1.0,4.0,12.0,7.0,613.0,1.0,1.0,,99.0,72.0,47.0,,,,,140.0,140.0,7.0,33.0,22.0,64.1,,,,1.0,16.0,0.0,159.0,2.0,2.0,4.0,,1.0,5.0,1.0,3.0,175.0,522.0,3.0,16.0,226.0,46.0,36.0,13.0,4.0,20.0,16.0,2.0,231.0,8.0,431.0,1.0,,9.0,29.0,58.0,2.0,637.0,5.0,0.0,22.0,25.0,2.0,20.0,1.0,837.0,46.0,3.0,10.0,8.0,18.0,0.0
855362,20,2017-01-03 19:45:00,3,Arsenal,Away,195.0,34.0,1.0,4.0,3.0,3.0,,278.0,3.0,,6.0,5.0,15.0,29.0,469.0,1.0,,17.0,17.0,16.0,10.0,,1.0,,,,,,,,,,,13.0,,,,,,,3.0,6.0,7.0,9.0,5.0,65.0,67.0,1.0,,1.0,2.0,19.0,5.0,15.0,,1.0,7.0,10.0,7.0,,7.0,1.0,54.0,49.0,2.0,11.0,5.0,,1.0,73.0,12.0,9.0,1.0,,1.0,1.0,,217.0,3.0,,3.0,3.0,,,5.0,3.0,2.0,2.0,5.0,,12.0,12.0,,6.0,151.0,79.0,48.0,4.0,1.0,4.0,9.0,4.0,547.0,1.0,3.0,,73.0,64.0,54.0,1.0,1.0,1.0,,161.0,161.0,4.0,32.0,21.0,60.4,,,1.0,1.0,19.0,0.0,138.0,1.0,2.0,3.0,1.0,,5.0,1.0,3.0,164.0,453.0,11.0,13.0,225.0,59.0,11.0,12.0,6.0,24.0,18.0,,213.0,10.0,370.0,2.0,,25.0,15.0,60.0,3.0,571.0,1.0,0.0,14.0,17.0,5.0,21.0,3.0,762.0,35.0,17.0,7.0,7.0,13.0,0.0
855378,21,2017-01-14 15:00:00,3,Arsenal,Away,241.0,23.0,,1.0,1.0,1.0,1.0,267.0,6.0,,7.0,8.0,14.0,34.0,507.0,,,16.0,10.0,17.0,10.0,,,,,,,,,,,,,14.0,,,,,,,2.0,6.0,6.0,10.0,4.0,91.0,58.0,1.0,1.0,2.0,3.0,9.0,6.0,12.0,,,2.0,3.0,1.0,,9.0,2.0,42.0,53.0,3.0,20.0,12.0,,1.0,62.0,8.0,11.0,1.0,,1.0,1.0,,179.0,,,,,,,10.0,2.0,,,12.0,,21.0,21.0,,7.0,165.0,82.0,60.0,3.0,1.0,1.0,9.0,6.0,580.0,3.0,,,96.0,66.0,29.0,,,,,126.0,126.0,7.0,25.0,18.0,56.8,,,,1.0,9.0,0.0,170.0,1.0,2.0,3.0,5.0,,2.0,1.0,3.0,145.0,488.0,2.0,10.0,264.0,40.0,20.0,12.0,2.0,7.0,5.0,,196.0,4.0,348.0,,,18.0,16.0,56.0,,605.0,3.0,0.0,14.0,17.0,2.0,18.0,0.0,766.0,36.0,8.0,9.0,2.0,14.0,0.0
855383,22,2017-01-22 14:15:00,3,Arsenal,Home,207.0,32.0,1.0,5.0,4.0,3.0,,300.0,3.0,,5.0,4.0,10.0,36.0,502.0,1.0,1.0,20.0,13.0,17.0,17.0,1.0,4.0,,,,,,,,,,,17.0,1.0,,,,,2.0,5.0,7.0,6.0,15.0,9.0,75.0,61.0,,,1.0,,8.0,9.0,4.0,,2.0,10.0,12.0,3.0,1.0,18.0,4.0,53.0,54.0,,37.0,23.0,,,64.0,12.0,11.0,,,5.0,2.0,,200.0,1.0,1.0,1.0,,1.0,,6.0,,1.0,1.0,23.0,,7.0,7.0,,5.0,151.0,77.0,55.0,4.0,1.0,5.0,14.0,8.0,551.0,3.0,1.0,,76.0,79.0,43.0,1.0,1.0,1.0,1.0,134.0,134.0,3.0,27.0,20.0,69.8,,,,,8.0,0.0,152.0,3.0,3.0,6.0,1.0,,7.0,3.0,3.0,175.0,481.0,1.0,19.0,224.0,45.0,37.0,24.0,4.0,21.0,17.0,,218.0,4.0,375.0,1.0,,14.0,13.0,61.0,2.0,578.0,1.0,1.0,24.0,11.0,3.0,23.0,1.0,795.0,49.0,10.0,16.0,10.0,6.0,0.0
855393,23,2017-01-31 19:45:00,3,Arsenal,Home,226.0,22.0,1.0,5.0,4.0,3.0,1.0,282.0,5.0,1.0,7.0,1.0,18.0,29.0,503.0,1.0,,22.0,25.0,20.0,11.0,2.0,5.0,,,,,1.0,,,,,,12.0,,,1.0,,,1.0,8.0,6.0,4.0,14.0,6.0,78.0,64.0,,,,1.0,17.0,7.0,12.0,,1.0,9.0,12.0,3.0,,20.0,3.0,70.0,70.0,1.0,18.0,11.0,,1.0,77.0,12.0,15.0,,,7.0,4.0,1.0,192.0,1.0,,1.0,1.0,,,7.0,1.0,,1.0,11.0,1.0,8.0,8.0,1.0,7.0,181.0,81.0,52.0,5.0,1.0,5.0,9.0,5.0,575.0,2.0,,,88.0,61.0,51.0,,,,,160.0,160.0,3.0,26.0,26.0,73.5,1.0,,,,17.0,0.0,147.0,3.0,1.0,4.0,1.0,,8.0,,3.0,149.0,484.0,9.0,14.0,250.0,40.0,18.0,19.0,8.0,27.0,19.0,,199.0,5.0,375.0,,1.0,6.0,18.0,52.0,2.0,598.0,1.0,0.0,20.0,20.0,4.0,26.0,3.0,820.0,44.0,13.0,15.0,9.0,14.0,0.0
855402,24,2017-02-04 12:30:00,3,Arsenal,Away,191.0,16.0,3.0,6.0,3.0,2.0,,287.0,5.0,,12.0,1.0,12.0,21.0,472.0,,,15.0,17.0,11.0,5.0,1.0,5.0,,,,,,,,,,,4.0,,,,,,,5.0,8.0,5.0,6.0,3.0,70.0,71.0,3.0,2.0,1.0,4.0,16.0,2.0,17.0,,1.0,13.0,14.0,7.0,,14.0,1.0,60.0,65.0,4.0,22.0,15.0,1.0,,62.0,8.0,14.0,,,2.0,1.0,,172.0,1.0,,1.0,1.0,,,6.0,1.0,,,15.0,,11.0,11.0,1.0,12.0,165.0,71.0,46.0,10.0,,1.0,6.0,5.0,532.0,2.0,1.0,,98.0,71.0,48.0,,,,,154.0,154.0,9.0,25.0,24.0,58.3,,,,,16.0,0.0,154.0,2.0,1.0,3.0,,,2.0,,3.0,146.0,444.0,7.0,7.0,222.0,32.0,22.0,20.0,11.0,33.0,22.0,,182.0,7.0,372.0,,,13.0,13.0,50.0,3.0,561.0,,0.0,9.0,25.0,1.0,17.0,1.0,779.0,15.0,13.0,15.0,13.0,18.0,0.0
855413,25,2017-02-11 12:30:00,3,Arsenal,Home,166.0,24.0,1.0,1.0,,,,224.0,2.0,,6.0,2.0,11.0,21.0,389.0,1.0,1.0,17.0,13.0,12.0,9.0,1.0,2.0,1.0,,,,,,,,,,14.0,1.0,,,,,,3.0,7.0,2.0,15.0,2.0,59.0,71.0,1.0,2.0,2.0,3.0,12.0,2.0,11.0,,,3.0,5.0,,,10.0,2.0,48.0,56.0,3.0,26.0,16.0,,,57.0,12.0,7.0,2.0,,2.0,1.0,,173.0,,,,,,,8.0,1.0,1.0,2.0,16.0,,9.0,9.0,,6.0,127.0,79.0,50.0,8.0,,5.0,5.0,7.0,463.0,,,,71.0,39.0,29.0,,,,1.0,132.0,132.0,6.0,28.0,27.0,49.1,,,,,12.0,0.0,124.0,4.0,,4.0,1.0,1.0,8.0,,3.0,132.0,378.0,8.0,10.0,188.0,41.0,26.0,22.0,3.0,9.0,6.0,1.0,187.0,6.0,304.0,1.0,,18.0,11.0,57.0,4.0,483.0,6.0,0.0,17.0,21.0,1.0,19.0,3.0,665.0,41.0,9.0,17.0,3.0,17.0,0.0
855428,26,2017-05-10 19:45:00,3,Arsenal,Away,136.0,25.0,2.0,6.0,4.0,1.0,,280.0,3.0,,8.0,2.0,11.0,21.0,410.0,,,13.0,14.0,19.0,6.0,2.0,3.0,,,,,,,,,,,6.0,,,,,,2.0,5.0,8.0,6.0,9.0,2.0,61.0,67.0,2.0,,2.0,1.0,17.0,4.0,9.0,,,5.0,9.0,4.0,,5.0,2.0,38.0,52.0,1.0,23.0,13.0,,,63.0,5.0,8.0,1.0,1.0,1.0,,,174.0,2.0,,2.0,2.0,,,10.0,2.0,1.0,,13.0,,13.0,13.0,,8.0,127.0,56.0,38.0,5.0,,2.0,8.0,4.0,482.0,3.0,4.0,,61.0,67.0,34.0,,,,,141.0,141.0,3.0,28.0,27.0,53.0,,,,,17.0,0.0,142.0,2.0,1.0,3.0,1.0,,3.0,1.0,3.0,135.0,396.0,7.0,10.0,168.0,38.0,23.0,15.0,4.0,17.0,13.0,,178.0,4.0,353.0,1.0,,13.0,12.0,49.0,1.0,504.0,,0.0,11.0,16.0,,20.0,2.0,682.0,31.0,13.0,10.0,5.0,9.0,0.0
855433,27,2017-03-04 17:30:00,3,Arsenal,Away,120.0,20.0,,3.0,3.0,2.0,1.0,196.0,7.0,,4.0,10.0,8.0,36.0,313.0,,,18.0,22.0,24.0,3.0,1.0,1.0,,,,,,,,,,1.0,5.0,,,,,,1.0,6.0,11.0,7.0,5.0,2.0,57.0,54.0,1.0,,1.0,6.0,18.0,2.0,7.0,,,3.0,7.0,5.0,,10.0,3.0,56.0,57.0,6.0,38.0,29.0,,,59.0,15.0,8.0,,,3.0,1.0,,173.0,1.0,,1.0,1.0,,,12.0,1.0,,2.0,29.0,1.0,10.0,10.0,1.0,4.0,82.0,89.0,54.0,9.0,1.0,1.0,4.0,3.0,371.0,6.0,,,54.0,53.0,31.0,,,,,146.0,146.0,2.0,16.0,23.0,47.0,,,,,18.0,0.0,93.0,2.0,2.0,4.0,1.0,,2.0,,3.0,81.0,290.0,9.0,5.0,144.0,29.0,38.0,16.0,3.0,16.0,13.0,,121.0,12.0,277.0,,,31.0,11.0,68.0,3.0,405.0,1.0,0.0,7.0,15.0,1.0,22.0,2.0,605.0,10.0,18.0,10.0,3.0,9.0,0.0
855443,28,2017-04-26 19:45:00,3,Arsenal,Home,211.0,33.0,3.0,6.0,3.0,2.0,,393.0,3.0,,3.0,3.0,16.0,25.0,598.0,,,17.0,20.0,29.0,9.0,1.0,4.0,,,,,,,,,,,8.0,,,1.0,,,,,7.0,,4.0,8.0,85.0,65.0,,,,2.0,13.0,1.0,3.0,,,12.0,15.0,2.0,,11.0,3.0,48.0,57.0,2.0,16.0,12.0,,2.0,71.0,9.0,13.0,,,2.0,1.0,,211.0,,,,,,,4.0,,,,12.0,1.0,12.0,12.0,,3.0,193.0,69.0,52.0,1.0,,5.0,5.0,5.0,667.0,2.0,,,87.0,106.0,48.0,,,,,155.0,155.0,7.0,31.0,21.0,68.9,1.0,,,,13.0,0.0,203.0,3.0,,3.0,,,6.0,,3.0,223.0,578.0,6.0,10.0,230.0,55.0,16.0,13.0,11.0,29.0,18.0,,278.0,7.0,491.0,1.0,,8.0,16.0,42.0,8.0,692.0,1.0,0.0,12.0,10.0,2.0,20.0,2.0,874.0,32.0,11.0,8.0,12.0,8.0,0.0
855460,29,2017-03-18 12:30:00,3,Arsenal,Away,229.0,23.0,3.0,6.0,3.0,2.0,,436.0,7.0,1.0,4.0,2.0,14.0,31.0,659.0,,1.0,9.0,12.0,17.0,7.0,1.0,1.0,,,,,1.0,,,,,,9.0,,,1.0,,,,1.0,11.0,1.0,6.0,5.0,98.0,62.0,1.0,1.0,,,15.0,5.0,10.0,1.0,1.0,5.0,9.0,6.0,,12.0,3.0,41.0,41.0,,19.0,10.0,1.0,,88.0,6.0,5.0,,,2.0,,1.0,213.0,1.0,,1.0,1.0,,,7.0,1.0,,,10.0,1.0,10.0,10.0,,4.0,217.0,71.0,54.0,4.0,1.0,4.0,5.0,2.0,733.0,2.0,2.0,,109.0,118.0,43.0,,,,,143.0,143.0,4.0,29.0,23.0,76.7,1.0,,,,15.0,0.0,224.0,5.0,,4.0,,,4.0,1.0,3.0,192.0,642.0,10.0,9.0,248.0,43.0,19.0,12.0,4.0,19.0,15.0,,254.0,5.0,523.0,,1.0,15.0,14.0,61.0,1.0,752.0,1.0,0.0,11.0,10.0,2.0,11.0,0.0,915.0,27.0,18.0,10.0,5.0,8.0,0.0
855462,30,2017-04-02 16:00:00,3,Arsenal,Home,133.0,18.0,1.0,1.0,,5.0,,174.0,7.0,1.0,4.0,8.0,9.0,26.0,306.0,,,14.0,16.0,13.0,4.0,1.0,3.0,,,,,,,,,,,4.0,,,,,,1.0,6.0,9.0,5.0,6.0,2.0,52.0,73.0,1.0,,1.0,1.0,14.0,,14.0,,,3.0,5.0,3.0,1.0,16.0,3.0,62.0,64.0,1.0,21.0,9.0,,1.0,59.0,8.0,14.0,,,3.0,3.0,,181.0,2.0,1.0,2.0,,2.0,,8.0,,1.0,1.0,9.0,,20.0,20.0,3.0,4.0,95.0,71.0,37.0,8.0,1.0,4.0,3.0,3.0,374.0,3.0,,,75.0,47.0,33.0,,,,,156.0,156.0,5.0,31.0,32.0,44.4,,,1.0,,14.0,0.0,77.0,2.0,1.0,3.0,,,5.0,,3.0,87.0,283.0,10.0,7.0,155.0,38.0,21.0,23.0,2.0,13.0,11.0,,143.0,10.0,263.0,1.0,1.0,29.0,10.0,65.0,5.0,405.0,,0.0,8.0,24.0,1.0,17.0,3.0,611.0,17.0,12.0,14.0,3.0,19.0,0.0
855472,31,2017-04-05 19:45:00,3,Arsenal,Home,262.0,20.0,1.0,2.0,1.0,,,336.0,4.0,,4.0,2.0,18.0,23.0,596.0,1.0,3.0,17.0,13.0,15.0,14.0,1.0,4.0,,,,,,,,1.0,,,17.0,,,,,,,8.0,2.0,5.0,13.0,8.0,86.0,70.0,3.0,3.0,1.0,3.0,15.0,6.0,18.0,,1.0,5.0,7.0,1.0,,14.0,2.0,60.0,54.0,3.0,10.0,4.0,,,71.0,11.0,5.0,,,2.0,,,219.0,2.0,,1.0,2.0,,,6.0,3.0,2.0,,4.0,,13.0,13.0,2.0,4.0,192.0,75.0,57.0,,2.0,6.0,11.0,8.0,663.0,1.0,6.0,,85.0,57.0,47.0,,,,,129.0,129.0,3.0,33.0,30.0,65.8,,,,,15.0,0.0,183.0,,2.0,2.0,,,7.0,,3.0,147.0,583.0,8.0,17.0,282.0,42.0,10.0,20.0,3.0,11.0,8.0,,196.0,2.0,409.0,2.0,,10.0,19.0,44.0,2.0,680.0,2.0,0.0,21.0,18.0,5.0,18.0,2.0,858.0,37.0,9.0,16.0,5.0,13.0,0.0
855483,32,2017-04-10 20:00:00,3,Arsenal,Away,218.0,39.0,3.0,3.0,,1.0,,314.0,3.0,,6.0,3.0,17.0,30.0,529.0,,,19.0,21.0,21.0,8.0,1.0,1.0,,,,,,,,,,,10.0,,,,,,,7.0,13.0,4.0,8.0,3.0,79.0,65.0,,,,,11.0,2.0,11.0,,1.0,8.0,10.0,5.0,,16.0,2.0,63.0,68.0,,18.0,10.0,,1.0,74.0,10.0,11.0,,,1.0,1.0,,213.0,,,,,,,5.0,,2.0,,10.0,,10.0,10.0,1.0,6.0,167.0,78.0,53.0,5.0,,6.0,3.0,3.0,601.0,4.0,1.0,,92.0,72.0,62.0,1.0,1.0,1.0,,162.0,162.0,5.0,28.0,23.0,72.2,,,,,11.0,0.0,169.0,3.0,,3.0,3.0,,6.0,1.0,3.0,166.0,508.0,4.0,9.0,238.0,65.0,18.0,23.0,8.0,24.0,16.0,,220.0,7.0,414.0,2.0,,16.0,18.0,59.0,2.0,628.0,1.0,0.0,11.0,20.0,1.0,21.0,1.0,829.0,29.0,15.0,17.0,8.0,6.0,0.0
