matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059711,1,2019-08-11 14:00:00,3,Arsenal,Away,294.0,16.0,1.0,1.0,,1.0,,230.0,7.0,2.0,13.0,4.0,5.0,25.0,523.0,,1.0,28.0,21.0,14.0,5.0,2.0,1.0,2.0,,,,,,1.0,6.0,,,,,1.0,7.0,4.0,5.0,7.0,1.0,107.0,71.0,2.0,1.0,1.0,1.0,12.0,2.0,11.0,,,3.0,5.0,2.0,,13.0,1.0,65.0,48.0,1.0,22.0,11.0,,,65.0,7.0,11.0,1.0,,1.0,,,191.0,1.0,,1.0,1.0,,1.0,8.0,1.0,3.0,,11.0,,6.0,6.0,,13.0,151.0,66.0,44.0,5.0,,4.0,4.0,2.0,594.0,3.0,1.0,105.0,66.0,23.0,,,,,,149.0,149.0,6.0,27.0,25.0,61.9,,,,1.0,12.0,0.0,167.0,1.0,1.0,2.0,,2.0,2.0,4.0,,3.0,101.0,505.0,5.0,8.0,325.0,30.0,22.0,25.0,3.0,10.0,7.0,3.0,143.0,5.0,301.0,3.0,2.0,17.0,6.0,51.0,3.0,616.0,,0.0,8.0,11.0,2.0,30.0,3.0,819.0,24.0,15.0,12.0,3.0,6.0,0.0
1059712,2,2019-08-17 12:30:00,3,Arsenal,Home,263.0,13.0,3.0,5.0,3.0,2.0,,185.0,10.0,,9.0,3.0,2.0,24.0,443.0,1.0,1.0,17.0,20.0,21.0,12.0,,2.0,,,,,,,,12.0,,,,,1.0,7.0,13.0,5.0,8.0,7.0,75.0,53.0,2.0,2.0,,3.0,12.0,3.0,4.0,1.0,1.0,10.0,11.0,1.0,,10.0,,51.0,55.0,3.0,28.0,21.0,,,41.0,13.0,9.0,1.0,,2.0,2.0,,148.0,2.0,1.0,1.0,1.0,1.0,,13.0,1.0,,2.0,21.0,,9.0,9.0,2.0,9.0,159.0,43.0,22.0,7.0,1.0,3.0,11.0,9.0,497.0,4.0,5.0,73.0,51.0,31.0,,,,,,141.0,141.0,5.0,23.0,14.0,67.5,,,,1.0,12.0,0.0,147.0,4.0,,3.0,,3.0,,3.0,,3.0,118.0,417.0,4.0,15.0,298.0,32.0,28.0,20.0,4.0,17.0,14.0,,158.0,7.0,248.0,,,12.0,3.0,50.0,5.0,529.0,1.0,0.0,15.0,12.0,5.0,20.0,2.0,731.0,28.0,14.0,14.0,10.0,7.0,0.0
1059725,3,2019-08-24 17:30:00,3,Arsenal,Away,305.0,21.0,1.0,2.0,1.0,,,144.0,8.0,1.0,10.0,2.0,3.0,22.0,447.0,,,18.0,7.0,11.0,4.0,1.0,1.0,1.0,,1.0,,1.0,,,7.0,,,,,,3.0,17.0,8.0,4.0,5.0,83.0,62.0,1.0,2.0,,1.0,16.0,2.0,9.0,,1.0,4.0,6.0,4.0,,18.0,1.0,45.0,48.0,1.0,27.0,13.0,,2.0,39.0,5.0,7.0,,,2.0,,1.0,168.0,,,,,,,10.0,1.0,1.0,1.0,13.0,,7.0,7.0,1.0,10.0,120.0,45.0,31.0,6.0,,2.0,3.0,3.0,493.0,13.0,,58.0,46.0,19.0,1.0,1.0,1.0,,,129.0,129.0,1.0,39.0,12.0,48.0,,,,,16.0,0.0,145.0,2.0,,2.0,,1.0,1.0,4.0,,3.0,65.0,428.0,8.0,5.0,338.0,39.0,27.0,21.0,3.0,13.0,10.0,1.0,88.0,,191.0,1.0,1.0,11.0,4.0,47.0,4.0,516.0,1.0,0.0,9.0,16.0,4.0,20.0,1.0,738.0,11.0,18.0,14.0,4.0,7.0,0.0
1059732,4,2019-09-01 16:30:00,3,Arsenal,Home,150.0,20.0,2.0,9.0,7.0,3.0,,239.0,2.0,1.0,9.0,3.0,4.0,25.0,380.0,1.0,1.0,9.0,13.0,16.0,14.0,2.0,5.0,,,1.0,1.0,2.0,,,18.0,,,,,1.0,11.0,6.0,7.0,13.0,13.0,71.0,69.0,2.0,,2.0,,14.0,8.0,7.0,,2.0,11.0,13.0,1.0,,10.0,5.0,46.0,71.0,,11.0,6.0,1.0,,62.0,13.0,18.0,2.0,,4.0,1.0,2.0,145.0,2.0,,2.0,2.0,,,2.0,2.0,1.0,,6.0,,11.0,11.0,2.0,10.0,127.0,50.0,30.0,6.0,,6.0,12.0,8.0,429.0,1.0,1.0,86.0,64.0,43.0,1.0,1.0,1.0,,,128.0,128.0,10.0,22.0,26.0,54.8,,,1.0,,14.0,0.0,110.0,1.0,6.0,7.0,,,,10.0,1.0,2.0,151.0,357.0,6.0,18.0,165.0,36.0,11.0,17.0,10.0,25.0,15.0,,187.0,3.0,313.0,1.0,1.0,11.0,5.0,45.0,3.0,453.0,2.0,0.0,26.0,23.0,2.0,11.0,3.0,673.0,35.0,19.0,14.0,11.0,12.0,0.0
1059750,5,2019-09-15 16:30:00,3,Arsenal,Away,190.0,12.0,,,,1.0,,196.0,12.0,,8.0,1.0,5.0,16.0,386.0,,,13.0,8.0,4.0,4.0,,,1.0,,,,,,,7.0,,,,,,3.0,16.0,15.0,4.0,3.0,73.0,47.0,1.0,,1.0,,11.0,1.0,16.0,,1.0,1.0,1.0,1.0,,11.0,2.0,45.0,42.0,,16.0,9.0,1.0,1.0,52.0,4.0,12.0,2.0,,1.0,1.0,,140.0,2.0,,2.0,2.0,,,16.0,2.0,,,9.0,,11.0,11.0,3.0,8.0,119.0,61.0,39.0,7.0,,2.0,4.0,4.0,432.0,6.0,1.0,64.0,74.0,14.0,1.0,1.0,1.0,,,119.0,119.0,,24.0,15.0,47.6,,2.0,,1.0,11.0,0.0,134.0,3.0,5.0,8.0,,1.0,1.0,2.0,,3.0,83.0,361.0,3.0,6.0,214.0,30.0,16.0,19.0,,3.0,3.0,1.0,123.0,2.0,255.0,,,9.0,6.0,42.0,,466.0,,0.0,7.0,13.0,2.0,14.0,3.0,625.0,16.0,17.0,13.0,1.0,10.0,0.0
1059752,6,2019-09-22 16:30:00,3,Arsenal,Home,182.0,27.0,4.0,5.0,1.0,1.0,,219.0,8.0,1.0,10.0,,4.0,31.0,396.0,,,16.0,5.0,9.0,12.0,4.0,5.0,,1.0,,1.0,2.0,,,12.0,1.0,,1.0,,,9.0,8.0,6.0,14.0,7.0,56.0,54.0,2.0,2.0,1.0,,9.0,5.0,15.0,,,9.0,10.0,4.0,,14.0,3.0,53.0,47.0,,20.0,12.0,,,60.0,13.0,14.0,1.0,,4.0,,2.0,142.0,,,,,,,8.0,1.0,1.0,,12.0,1.0,8.0,8.0,1.0,10.0,130.0,52.0,32.0,4.0,1.0,9.0,7.0,6.0,438.0,2.0,4.0,50.0,71.0,38.0,,,,,1.0,122.0,122.0,7.0,20.0,16.0,58.1,1.0,,3.0,,9.0,0.0,137.0,2.0,5.0,7.0,1.0,,,10.0,,3.0,150.0,374.0,1.0,16.0,190.0,43.0,20.0,19.0,6.0,20.0,14.0,,198.0,2.0,295.0,1.0,1.0,7.0,4.0,49.0,2.0,465.0,1.0,1.0,21.0,12.0,1.0,16.0,5.0,662.0,45.0,12.0,13.0,9.0,6.0,0.0
1059768,7,2019-09-30 20:00:00,3,Arsenal,Away,129.0,23.0,2.0,4.0,2.0,1.0,,158.0,5.0,,1.0,2.0,4.0,29.0,283.0,,1.0,16.0,10.0,11.0,6.0,,,3.0,,,,1.0,,1.0,9.0,,,,,,7.0,4.0,12.0,7.0,3.0,59.0,52.0,3.0,3.0,1.0,2.0,17.0,2.0,8.0,,1.0,7.0,12.0,3.0,,7.0,3.0,45.0,54.0,2.0,14.0,8.0,,,41.0,13.0,17.0,1.0,,4.0,2.0,1.0,139.0,1.0,,1.0,1.0,,,11.0,1.0,,1.0,8.0,,8.0,8.0,,1.0,77.0,65.0,36.0,8.0,,3.0,4.0,5.0,330.0,6.0,,59.0,76.0,23.0,,,,,,134.0,134.0,5.0,24.0,20.0,45.2,,,1.0,,17.0,0.0,89.0,1.0,2.0,3.0,,3.0,3.0,3.0,,3.0,90.0,261.0,10.0,7.0,153.0,40.0,14.0,16.0,3.0,20.0,17.0,3.0,118.0,6.0,231.0,,,17.0,5.0,59.0,4.0,364.0,,0.0,10.0,19.0,5.0,19.0,2.0,563.0,23.0,15.0,8.0,7.0,11.0,0.0
1059772,8,2019-10-06 14:00:00,3,Arsenal,Home,184.0,13.0,2.0,2.0,,,,152.0,3.0,1.0,2.0,3.0,6.0,31.0,334.0,,1.0,26.0,26.0,14.0,8.0,1.0,3.0,,,,,,,,9.0,,,,1.0,,7.0,5.0,5.0,9.0,3.0,71.0,62.0,1.0,1.0,,2.0,27.0,4.0,14.0,,,14.0,11.0,3.0,1.0,9.0,,66.0,55.0,2.0,17.0,8.0,,,58.0,12.0,6.0,,,,,,165.0,1.0,1.0,1.0,,1.0,,11.0,,1.0,,8.0,1.0,8.0,8.0,1.0,2.0,98.0,78.0,31.0,5.0,,5.0,5.0,2.0,418.0,1.0,1.0,56.0,78.0,38.0,,,,,,166.0,166.0,6.0,25.0,25.0,52.5,1.0,,,,27.0,0.0,109.0,1.0,1.0,2.0,,2.0,,6.0,2.0,3.0,86.0,324.0,9.0,10.0,205.0,37.0,17.0,17.0,10.0,24.0,14.0,,138.0,4.0,262.0,1.0,1.0,19.0,7.0,78.0,,443.0,,0.0,12.0,23.0,6.0,28.0,1.0,653.0,37.0,18.0,12.0,14.0,13.0,0.0
1059789,9,2019-10-21 20:00:00,3,Arsenal,Away,279.0,22.0,3.0,6.0,3.0,1.0,,275.0,5.0,,5.0,2.0,6.0,44.0,548.0,,,22.0,28.0,15.0,6.0,1.0,1.0,2.0,,,1.0,1.0,,,7.0,,,,,,3.0,5.0,3.0,5.0,4.0,91.0,59.0,1.0,1.0,,,13.0,2.0,3.0,,,12.0,16.0,6.0,,12.0,,62.0,59.0,,12.0,7.0,,,58.0,12.0,8.0,,,1.0,,1.0,170.0,,,,,,,7.0,,,,7.0,,5.0,5.0,,5.0,178.0,59.0,40.0,7.0,,4.0,3.0,3.0,609.0,1.0,1.0,79.0,100.0,42.0,,,,,,150.0,150.0,4.0,29.0,20.0,68.6,,,,1.0,13.0,0.0,194.0,,1.0,1.0,,,2.0,4.0,,3.0,160.0,527.0,6.0,7.0,307.0,42.0,12.0,29.0,8.0,30.0,22.0,2.0,201.0,5.0,356.0,,,12.0,6.0,68.0,1.0,633.0,1.0,0.0,9.0,17.0,4.0,24.0,4.0,835.0,32.0,16.0,20.0,12.0,6.0,0.0
1059792,10,2019-10-27 16:30:00,3,Arsenal,Home,186.0,14.0,4.0,8.0,4.0,,,184.0,4.0,,5.0,1.0,6.0,23.0,362.0,1.0,1.0,22.0,25.0,17.0,7.0,3.0,6.0,1.0,,1.0,,1.0,,,8.0,,,,1.0,,8.0,8.0,2.0,10.0,5.0,61.0,67.0,,,1.0,,10.0,1.0,8.0,,1.0,12.0,11.0,6.0,2.0,8.0,1.0,65.0,54.0,,18.0,7.0,,,57.0,18.0,8.0,,,3.0,1.0,1.0,144.0,1.0,,1.0,,1.0,,4.0,,2.0,,7.0,1.0,6.0,6.0,,5.0,115.0,60.0,42.0,5.0,,5.0,6.0,6.0,426.0,4.0,2.0,66.0,74.0,34.0,1.0,1.0,1.0,,,135.0,135.0,4.0,31.0,25.0,56.2,1.0,2.0,,1.0,10.0,0.0,124.0,2.0,,2.0,,,1.0,8.0,,2.0,88.0,346.0,1.0,11.0,212.0,27.0,18.0,14.0,11.0,29.0,18.0,1.0,131.0,2.0,261.0,2.0,,16.0,6.0,50.0,1.0,444.0,1.0,0.0,15.0,21.0,2.0,22.0,2.0,639.0,27.0,15.0,8.0,12.0,10.0,0.0
