matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059803,11,2019-11-02 15:00:00,3,Arsenal,Home,216.0,8.0,2.0,8.0,6.0,,,257.0,5.0,,6.0,2.0,12.0,18.0,465.0,,,18.0,18.0,7.0,4.0,2.0,2.0,,,,,,,,7.0,,,,,1.0,3.0,15.0,9.0,9.0,1.0,89.0,58.0,1.0,,1.0,3.0,22.0,1.0,11.0,,,8.0,18.0,8.0,,17.0,3.0,57.0,48.0,3.0,20.0,12.0,,1.0,59.0,6.0,15.0,1.0,,1.0,1.0,,173.0,1.0,,1.0,1.0,,,5.0,1.0,,,12.0,,7.0,7.0,1.0,6.0,132.0,61.0,43.0,9.0,,4.0,3.0,4.0,512.0,12.0,2.0,71.0,94.0,38.0,,,,,,137.0,137.0,5.0,25.0,19.0,57.5,,2.0,,,22.0,0.0,145.0,5.0,2.0,7.0,,,,5.0,,3.0,129.0,444.0,13.0,7.0,241.0,27.0,20.0,15.0,5.0,32.0,27.0,,174.0,,330.0,,,14.0,13.0,42.0,2.0,539.0,,0.0,10.0,16.0,3.0,22.0,0.0,766.0,26.0,9.0,10.0,8.0,10.0,0.0
1059814,12,2019-11-09 17:30:00,3,Arsenal,Away,238.0,22.0,,2.0,2.0,,,165.0,10.0,1.0,9.0,,4.0,23.0,401.0,1.0,1.0,18.0,9.0,4.0,6.0,,,,,,,,,,8.0,,,,,,6.0,9.0,10.0,5.0,3.0,88.0,59.0,1.0,1.0,,1.0,17.0,3.0,9.0,,,4.0,11.0,1.0,,9.0,2.0,46.0,42.0,1.0,15.0,7.0,,1.0,45.0,10.0,10.0,,,,,,146.0,,,,,,,11.0,,2.0,,7.0,,7.0,7.0,2.0,9.0,124.0,51.0,28.0,5.0,,2.0,4.0,1.0,453.0,3.0,3.0,47.0,65.0,26.0,,,,,,132.0,132.0,3.0,32.0,14.0,49.8,,,,1.0,17.0,0.0,120.0,4.0,1.0,5.0,,1.0,,4.0,,2.0,91.0,379.0,8.0,6.0,271.0,39.0,15.0,20.0,4.0,16.0,12.0,,116.0,2.0,223.0,2.0,1.0,11.0,5.0,51.0,2.0,478.0,1.0,0.0,8.0,18.0,2.0,19.0,1.0,673.0,18.0,16.0,10.0,4.0,13.0,0.0
1059823,13,2019-11-23 15:00:00,3,Arsenal,Home,194.0,9.0,2.0,12.0,10.0,2.0,2.0,222.0,11.0,,2.0,2.0,4.0,17.0,404.0,,,22.0,9.0,15.0,5.0,4.0,3.0,1.0,,,,,,,7.0,,1.0,,,2.0,6.0,11.0,10.0,12.0,,70.0,54.0,,1.0,1.0,,19.0,4.0,13.0,1.0,,6.0,18.0,5.0,,8.0,3.0,52.0,79.0,,17.0,9.0,,1.0,58.0,13.0,19.0,2.0,1.0,6.0,4.0,,159.0,,,,,,,14.0,2.0,,1.0,9.0,1.0,15.0,15.0,1.0,2.0,126.0,59.0,33.0,8.0,,3.0,6.0,5.0,453.0,5.0,2.0,79.0,58.0,36.0,,1.0,1.0,1.0,,147.0,147.0,3.0,22.0,27.0,61.0,1.0,,1.0,1.0,19.0,0.0,132.0,2.0,2.0,4.0,,,1.0,3.0,,3.0,99.0,374.0,9.0,9.0,219.0,22.0,17.0,30.0,5.0,32.0,27.0,1.0,131.0,3.0,300.0,,,12.0,4.0,37.0,2.0,487.0,1.0,0.0,12.0,25.0,3.0,23.0,6.0,729.0,29.0,20.0,20.0,6.0,13.0,0.0
1059838,14,2019-12-01 14:00:00,3,Arsenal,Away,218.0,24.0,5.0,10.0,5.0,2.0,1.0,251.0,4.0,,3.0,1.0,2.0,34.0,459.0,,,25.0,11.0,15.0,4.0,4.0,7.0,,,,,,,,8.0,1.0,,,,,8.0,10.0,5.0,13.0,3.0,93.0,51.0,,,2.0,1.0,13.0,8.0,13.0,,1.0,12.0,19.0,4.0,,8.0,5.0,46.0,48.0,1.0,14.0,8.0,,,63.0,10.0,7.0,,,2.0,2.0,,178.0,,,,,,,7.0,,,,8.0,,9.0,9.0,2.0,3.0,140.0,63.0,41.0,7.0,2.0,1.0,7.0,7.0,524.0,2.0,3.0,94.0,81.0,45.0,,,,,1.0,143.0,143.0,7.0,21.0,19.0,60.1,,,1.0,1.0,13.0,0.0,130.0,5.0,1.0,6.0,,,,1.0,3.0,3.0,132.0,447.0,4.0,8.0,234.0,39.0,14.0,14.0,12.0,37.0,25.0,,179.0,7.0,344.0,,,7.0,2.0,55.0,,541.0,3.0,0.0,16.0,16.0,1.0,28.0,1.0,742.0,45.0,16.0,10.0,12.0,7.0,0.0
1059842,15,2019-12-05 20:15:00,3,Arsenal,Home,186.0,23.0,2.0,7.0,5.0,,,146.0,5.0,,12.0,1.0,5.0,22.0,325.0,1.0,1.0,20.0,23.0,11.0,8.0,1.0,4.0,1.0,,,,1.0,,,7.0,,,,,,6.0,15.0,5.0,9.0,3.0,56.0,56.0,1.0,1.0,,2.0,14.0,3.0,7.0,,1.0,9.0,11.0,3.0,,5.0,4.0,48.0,55.0,2.0,13.0,6.0,,1.0,47.0,10.0,10.0,1.0,,2.0,,1.0,133.0,1.0,1.0,1.0,,1.0,,6.0,,,1.0,6.0,,8.0,8.0,1.0,12.0,90.0,47.0,23.0,9.0,,4.0,6.0,5.0,369.0,6.0,2.0,52.0,51.0,30.0,,,,,,123.0,123.0,4.0,19.0,19.0,49.2,,,,,14.0,0.0,110.0,5.0,2.0,7.0,,,1.0,4.0,,3.0,82.0,310.0,8.0,10.0,200.0,39.0,13.0,21.0,8.0,22.0,14.0,1.0,114.0,1.0,211.0,,,11.0,6.0,45.0,7.0,389.0,2.0,0.0,12.0,19.0,1.0,21.0,3.0,606.0,26.0,23.0,15.0,9.0,9.0,0.0
1059861,16,2019-12-09 20:00:00,3,Arsenal,Away,395.0,18.0,,2.0,2.0,2.0,,191.0,7.0,1.0,7.0,,5.0,30.0,584.0,,,24.0,13.0,18.0,5.0,,1.0,,,,,,,,9.0,,,,,,4.0,6.0,5.0,7.0,3.0,118.0,62.0,3.0,1.0,2.0,2.0,13.0,4.0,7.0,,,3.0,5.0,1.0,,13.0,3.0,52.0,54.0,2.0,16.0,12.0,,1.0,38.0,6.0,12.0,1.0,,2.0,1.0,,207.0,3.0,,2.0,3.0,,,8.0,3.0,1.0,,12.0,,9.0,9.0,1.0,7.0,162.0,68.0,45.0,4.0,2.0,2.0,6.0,3.0,652.0,3.0,,68.0,70.0,18.0,,,,,,138.0,138.0,2.0,38.0,14.0,64.2,,,3.0,,13.0,0.0,188.0,1.0,2.0,3.0,,,,3.0,1.0,3.0,96.0,562.0,5.0,8.0,435.0,32.0,16.0,26.0,2.0,9.0,7.0,,126.0,4.0,249.0,1.0,1.0,15.0,5.0,54.0,,675.0,,0.0,10.0,12.0,4.0,26.0,0.0,864.0,21.0,11.0,12.0,3.0,7.0,0.0
1059862,17,2019-12-15 16:30:00,3,Arsenal,Home,276.0,11.0,,2.0,2.0,1.0,,145.0,8.0,,5.0,5.0,8.0,23.0,419.0,,,16.0,15.0,9.0,3.0,,,,,,,,,,6.0,,,,,,7.0,8.0,6.0,2.0,4.0,80.0,49.0,,1.0,,1.0,12.0,1.0,11.0,,,3.0,12.0,2.0,,9.0,4.0,55.0,58.0,1.0,10.0,3.0,,2.0,33.0,9.0,23.0,,,5.0,4.0,,144.0,,,,,,,9.0,,,1.0,3.0,,12.0,12.0,3.0,5.0,119.0,59.0,34.0,3.0,,3.0,,1.0,447.0,4.0,3.0,49.0,71.0,21.0,,,,,,124.0,124.0,2.0,26.0,16.0,42.4,,,,1.0,12.0,0.0,139.0,2.0,2.0,4.0,,,,4.0,,3.0,68.0,387.0,5.0,3.0,299.0,35.0,10.0,22.0,2.0,20.0,18.0,,90.0,5.0,203.0,,,12.0,8.0,49.0,2.0,482.0,,0.0,6.0,16.0,1.0,18.0,1.0,674.0,14.0,15.0,10.0,3.0,12.0,0.0
1059875,18,2019-12-21 12:30:00,3,Arsenal,Away,271.0,14.0,2.0,3.0,1.0,,,135.0,7.0,1.0,3.0,4.0,6.0,35.0,403.0,,,26.0,15.0,18.0,5.0,1.0,2.0,,,,,,,,4.0,,,,,,5.0,5.0,4.0,5.0,1.0,78.0,54.0,1.0,1.0,,3.0,13.0,,12.0,,,4.0,8.0,3.0,,6.0,,52.0,53.0,3.0,24.0,15.0,,,43.0,11.0,10.0,,,1.0,1.0,,156.0,,,,,,,11.0,,1.0,1.0,15.0,,6.0,6.0,,3.0,128.0,66.0,40.0,5.0,,4.0,2.0,2.0,462.0,4.0,4.0,52.0,64.0,19.0,,,,,,137.0,137.0,1.0,30.0,19.0,57.0,,,,,13.0,0.0,122.0,,,,,1.0,,4.0,,2.0,50.0,388.0,6.0,6.0,301.0,29.0,24.0,22.0,4.0,16.0,12.0,,81.0,7.0,199.0,1.0,1.0,19.0,8.0,64.0,1.0,484.0,,0.0,6.0,14.0,1.0,30.0,3.0,678.0,8.0,19.0,13.0,4.0,10.0,0.0
1059882,19,2019-12-26 15:00:00,3,Arsenal,Away,255.0,19.0,1.0,5.0,4.0,2.0,,270.0,3.0,,6.0,,5.0,26.0,520.0,,1.0,24.0,14.0,12.0,12.0,,1.0,1.0,,,,,,,16.0,,,,,,8.0,9.0,3.0,11.0,6.0,105.0,56.0,,,1.0,4.0,20.0,9.0,9.0,,,3.0,16.0,5.0,,8.0,3.0,51.0,35.0,4.0,19.0,10.0,,,60.0,13.0,5.0,,,,,,179.0,,,,,,,7.0,1.0,2.0,1.0,10.0,,13.0,13.0,,6.0,167.0,71.0,51.0,8.0,1.0,6.0,6.0,2.0,584.0,3.0,4.0,80.0,80.0,32.0,,,,,,133.0,133.0,8.0,20.0,21.0,60.5,,,1.0,1.0,20.0,0.0,148.0,2.0,1.0,3.0,,,1.0,6.0,1.0,3.0,129.0,510.0,9.0,12.0,280.0,35.0,19.0,16.0,3.0,24.0,21.0,1.0,163.0,2.0,343.0,2.0,,10.0,6.0,50.0,,599.0,4.0,0.0,17.0,10.0,3.0,24.0,4.0,796.0,38.0,15.0,8.0,3.0,6.0,0.0
1059892,20,2019-12-29 14:00:00,3,Arsenal,Home,215.0,10.0,2.0,3.0,1.0,1.0,,125.0,6.0,,6.0,3.0,7.0,16.0,337.0,,,15.0,15.0,17.0,3.0,2.0,3.0,,,,1.0,1.0,,,3.0,,,,,,7.0,10.0,3.0,6.0,1.0,62.0,60.0,1.0,,1.0,2.0,20.0,,15.0,,,2.0,6.0,,,9.0,1.0,60.0,60.0,2.0,20.0,11.0,1.0,,41.0,13.0,18.0,,,2.0,1.0,1.0,150.0,1.0,,,,1.0,,8.0,,,,11.0,,12.0,12.0,2.0,6.0,109.0,64.0,31.0,3.0,1.0,5.0,1.0,2.0,396.0,3.0,3.0,30.0,49.0,21.0,,,,,,132.0,132.0,4.0,25.0,23.0,42.1,,3.0,,2.0,20.0,0.0,106.0,2.0,,2.0,,1.0,,5.0,,3.0,53.0,315.0,12.0,6.0,247.0,27.0,20.0,18.0,2.0,9.0,7.0,,81.0,3.0,189.0,,,22.0,7.0,49.0,2.0,427.0,,0.0,7.0,16.0,,17.0,5.0,615.0,17.0,12.0,10.0,2.0,11.0,0.0
1059902,21,2020-01-01 20:00:00,3,Arsenal,Home,286.0,25.0,1.0,5.0,4.0,1.0,,154.0,4.0,1.0,8.0,3.0,10.0,43.0,435.0,,,20.0,9.0,7.0,7.0,1.0,2.0,2.0,,,,,,,8.0,,,1.0,,,4.0,5.0,5.0,8.0,2.0,104.0,61.0,,,2.0,1.0,21.0,1.0,19.0,,,1.0,12.0,2.0,1.0,6.0,1.0,51.0,54.0,1.0,18.0,8.0,,,45.0,11.0,15.0,,,,,,164.0,,,,,,,8.0,1.0,,,8.0,1.0,15.0,15.0,1.0,8.0,127.0,55.0,33.0,4.0,1.0,5.0,3.0,4.0,488.0,3.0,1.0,66.0,58.0,19.0,,,,,,118.0,118.0,5.0,30.0,15.0,48.8,1.0,,,3.0,21.0,0.0,118.0,2.0,2.0,4.0,,1.0,2.0,5.0,,3.0,80.0,415.0,13.0,8.0,314.0,35.0,18.0,19.0,1.0,15.0,14.0,2.0,109.0,3.0,214.0,,1.0,17.0,11.0,72.0,,513.0,,0.0,10.0,19.0,,20.0,2.0,715.0,29.0,17.0,13.0,1.0,10.0,0.0
1059915,22,2020-01-11 12:30:00,3,Arsenal,Away,235.0,26.0,1.0,1.0,,1.0,,147.0,7.0,1.0,8.0,6.0,4.0,38.0,381.0,,,24.0,13.0,11.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,,4.0,,,,,,16.0,4.0,2.0,6.0,1.0,86.0,64.0,1.0,1.0,1.0,,19.0,1.0,8.0,1.0,1.0,4.0,5.0,1.0,,12.0,,68.0,49.0,,19.0,13.0,,,51.0,22.0,14.0,,,1.0,,1.0,174.0,1.0,,1.0,1.0,,,10.0,1.0,,,13.0,1.0,9.0,9.0,,8.0,117.0,63.0,38.0,1.0,1.0,1.0,2.0,4.0,459.0,2.0,3.0,59.0,51.0,16.0,,,,,,175.0,175.0,5.0,22.0,29.0,57.3,,2.0,,,19.0,0.0,110.0,2.0,,1.0,,1.0,,2.0,,3.0,72.0,359.0,4.0,3.0,277.0,49.0,19.0,20.0,4.0,10.0,6.0,,107.0,4.0,220.0,,1.0,22.0,5.0,68.0,1.0,487.0,,1.0,7.0,17.0,,33.0,3.0,691.0,18.0,22.0,7.0,4.0,10.0,0.0
1059922,23,2020-01-18 15:00:00,3,Arsenal,Home,270.0,19.0,2.0,4.0,2.0,2.0,,191.0,6.0,1.0,7.0,4.0,1.0,20.0,457.0,,,21.0,28.0,22.0,6.0,2.0,1.0,1.0,,1.0,,1.0,,,8.0,,,,,1.0,4.0,9.0,3.0,7.0,4.0,90.0,74.0,,,1.0,2.0,17.0,2.0,9.0,1.0,1.0,4.0,10.0,3.0,,8.0,1.0,64.0,55.0,2.0,16.0,7.0,,,54.0,9.0,9.0,,,3.0,,1.0,186.0,,,,,,,7.0,1.0,,1.0,7.0,,12.0,12.0,,7.0,141.0,66.0,33.0,5.0,1.0,3.0,5.0,4.0,546.0,3.0,1.0,90.0,67.0,26.0,,,,,,161.0,161.0,5.0,35.0,27.0,61.0,,2.0,,,17.0,0.0,150.0,2.0,1.0,2.0,,,1.0,5.0,,1.0,101.0,437.0,10.0,8.0,314.0,40.0,16.0,24.0,4.0,17.0,13.0,1.0,143.0,4.0,270.0,,1.0,24.0,1.0,58.0,3.0,567.0,1.0,0.0,11.0,13.0,1.0,23.0,1.0,758.0,21.0,12.0,12.0,4.0,8.0,0.0
1059939,24,2020-01-21 20:15:00,3,Arsenal,Away,198.0,15.0,,,,1.0,,103.0,2.0,,5.0,2.0,5.0,27.0,301.0,,,21.0,21.0,13.0,,,,1.0,,,,,,1.0,2.0,,,,,,4.0,15.0,4.0,1.0,1.0,76.0,50.0,1.0,,1.0,2.0,14.0,,11.0,,,5.0,13.0,1.0,1.0,10.0,3.0,56.0,54.0,2.0,31.0,18.0,,,44.0,6.0,11.0,,1.0,,,,142.0,2.0,,,2.0,,1.0,9.0,2.0,,,18.0,,5.0,5.0,1.0,5.0,83.0,54.0,26.0,17.0,1.0,,2.0,2.0,359.0,6.0,,47.0,51.0,15.0,1.0,1.0,1.0,,,138.0,138.0,5.0,25.0,13.0,41.2,,,1.0,,14.0,0.0,84.0,4.0,2.0,6.0,,,1.0,,,3.0,50.0,285.0,4.0,2.0,233.0,32.0,31.0,17.0,4.0,18.0,14.0,1.0,85.0,5.0,170.0,,,14.0,6.0,58.0,1.0,385.0,,1.0,2.0,21.0,,23.0,1.0,579.0,16.0,14.0,9.0,5.0,12.0,0.0
1059943,25,2020-02-02 14:00:00,3,Arsenal,Away,207.0,13.0,1.0,4.0,3.0,,,169.0,8.0,,5.0,1.0,3.0,25.0,372.0,,1.0,17.0,22.0,18.0,10.0,1.0,3.0,,,,,,,,10.0,,,,,,8.0,11.0,4.0,9.0,4.0,68.0,55.0,2.0,2.0,,7.0,12.0,5.0,7.0,,,7.0,9.0,6.0,,11.0,1.0,60.0,54.0,7.0,23.0,14.0,,,50.0,11.0,8.0,,,1.0,1.0,,156.0,,,,,,,12.0,,1.0,,14.0,,8.0,8.0,1.0,5.0,129.0,69.0,40.0,5.0,,6.0,5.0,2.0,435.0,2.0,3.0,54.0,50.0,29.0,,,,,,146.0,146.0,,26.0,22.0,57.3,,,,1.0,12.0,0.0,109.0,1.0,1.0,2.0,,1.0,,6.0,,3.0,80.0,353.0,5.0,11.0,252.0,32.0,23.0,20.0,5.0,21.0,16.0,,100.0,3.0,231.0,1.0,,18.0,3.0,61.0,1.0,462.0,2.0,0.0,13.0,17.0,1.0,20.0,3.0,658.0,19.0,12.0,11.0,7.0,13.0,0.0
1059952,26,2020-02-16 16:30:00,3,Arsenal,Home,242.0,13.0,1.0,3.0,2.0,,,346.0,2.0,,5.0,1.0,3.0,24.0,585.0,4.0,1.0,11.0,16.0,16.0,8.0,1.0,2.0,,,,1.0,1.0,,,12.0,,1.0,,,,9.0,5.0,5.0,10.0,5.0,91.0,55.0,5.0,1.0,4.0,1.0,6.0,2.0,13.0,,,5.0,9.0,10.0,,7.0,1.0,61.0,49.0,1.0,15.0,9.0,,,65.0,15.0,9.0,,,3.0,1.0,1.0,145.0,4.0,,4.0,4.0,,,3.0,4.0,,,9.0,2.0,10.0,10.0,1.0,5.0,214.0,70.0,57.0,6.0,3.0,6.0,7.0,7.0,627.0,3.0,,95.0,80.0,36.0,,,,,,111.0,111.0,2.0,24.0,23.0,68.4,1.0,,,,6.0,0.0,193.0,1.0,1.0,2.0,,1.0,,6.0,1.0,3.0,172.0,570.0,2.0,13.0,259.0,25.0,15.0,23.0,4.0,24.0,20.0,,202.0,,408.0,,,5.0,4.0,39.0,1.0,643.0,5.0,0.0,15.0,12.0,3.0,12.0,2.0,816.0,36.0,12.0,12.0,5.0,7.0,0.0
1059962,27,2020-02-23 16:30:00,3,Arsenal,Home,225.0,22.0,2.0,3.0,2.0,,,201.0,6.0,1.0,3.0,4.0,6.0,28.0,423.0,,2.0,13.0,19.0,9.0,5.0,1.0,2.0,,,,,,,1.0,7.0,,1.0,,,,4.0,12.0,5.0,8.0,1.0,101.0,56.0,2.0,,2.0,4.0,23.0,,6.0,,,6.0,9.0,1.0,,9.0,1.0,57.0,41.0,4.0,16.0,7.0,1.0,,59.0,12.0,12.0,1.0,,2.0,2.0,,146.0,3.0,,3.0,3.0,,,9.0,3.0,1.0,,7.0,1.0,12.0,12.0,1.0,3.0,118.0,60.0,41.0,3.0,2.0,5.0,4.0,4.0,463.0,1.0,2.0,80.0,67.0,23.0,,,,,,117.0,117.0,4.0,28.0,19.0,51.3,1.0,,3.0,,23.0,0.0,126.0,3.0,,3.0,,,,5.0,,3.0,98.0,400.0,10.0,9.0,245.0,32.0,16.0,19.0,4.0,15.0,12.0,,127.0,6.0,261.0,1.0,1.0,12.0,7.0,47.0,2.0,491.0,,0.0,9.0,13.0,2.0,16.0,0.0,666.0,20.0,9.0,7.0,6.0,9.0,0.0
1059976,28,2020-06-17 20:15:00,3,Arsenal,Away,222.0,9.0,,1.0,1.0,,,58.0,7.0,,5.0,,2.0,7.0,279.0,,,9.0,6.0,2.0,2.0,,,,,,,,,,3.0,,,,,,4.0,15.0,5.0,2.0,1.0,54.0,41.0,,,,1.0,12.0,,13.0,,,2.0,3.0,2.0,,5.0,4.0,33.0,29.0,1.0,11.0,4.0,1.0,,21.0,7.0,9.0,,,1.0,1.0,,95.0,,,,,,,8.0,,,,4.0,,8.0,8.0,2.0,5.0,100.0,44.0,20.0,5.0,,2.0,,,312.0,3.0,2.0,35.0,17.0,9.0,1.0,1.0,1.0,,,87.0,87.0,3.0,18.0,14.0,32.9,,,,,12.0,0.0,84.0,6.0,3.0,9.0,,,,3.0,,5.0,26.0,262.0,7.0,2.0,237.0,26.0,11.0,5.0,2.0,8.0,6.0,,45.0,1.0,104.0,,,7.0,3.0,31.0,5.0,333.0,1.0,1.0,3.0,15.0,,10.0,1.0,466.0,9.0,11.0,3.0,2.0,10.0,0.0
1059982,29,2020-03-07 15:00:00,3,Arsenal,Home,258.0,18.0,,2.0,2.0,1.0,,274.0,9.0,1.0,5.0,6.0,3.0,39.0,530.0,,1.0,12.0,24.0,22.0,8.0,,1.0,,,,,,,,8.0,,1.0,,,,4.0,7.0,7.0,6.0,3.0,80.0,62.0,3.0,2.0,1.0,1.0,11.0,4.0,4.0,,2.0,6.0,11.0,5.0,,6.0,3.0,49.0,56.0,1.0,28.0,16.0,,1.0,67.0,11.0,8.0,,,1.0,,,185.0,1.0,,1.0,1.0,,,9.0,1.0,,,16.0,1.0,10.0,10.0,2.0,5.0,179.0,61.0,43.0,7.0,,3.0,6.0,2.0,598.0,1.0,,86.0,113.0,34.0,,,,,,133.0,133.0,4.0,33.0,18.0,68.9,1.0,,,1.0,11.0,0.0,177.0,3.0,3.0,6.0,,1.0,,3.0,1.0,3.0,148.0,509.0,4.0,9.0,286.0,34.0,28.0,17.0,4.0,20.0,16.0,,198.0,7.0,355.0,,1.0,20.0,3.0,65.0,2.0,621.0,1.0,0.0,9.0,13.0,3.0,14.0,1.0,799.0,26.0,9.0,12.0,6.0,7.0,0.0
1059994,30,2020-06-20 15:00:00,3,Arsenal,Away,237.0,8.0,,3.0,3.0,1.0,,189.0,3.0,1.0,6.0,1.0,5.0,21.0,423.0,,,18.0,7.0,11.0,6.0,1.0,2.0,1.0,,,,,,,10.0,,1.0,,,1.0,4.0,7.0,2.0,9.0,4.0,78.0,49.0,,,,2.0,18.0,4.0,6.0,,1.0,7.0,10.0,5.0,,10.0,1.0,43.0,39.0,2.0,25.0,12.0,,,46.0,8.0,13.0,1.0,,1.0,,,131.0,1.0,,,1.0,,,5.0,1.0,2.0,,12.0,1.0,4.0,4.0,1.0,6.0,139.0,48.0,36.0,10.0,,1.0,7.0,6.0,454.0,2.0,,58.0,65.0,28.0,,,,,,115.0,115.0,4.0,18.0,20.0,58.7,1.0,3.0,,,18.0,0.0,128.0,3.0,,3.0,,1.0,1.0,3.0,4.0,5.0,86.0,406.0,8.0,8.0,256.0,14.0,25.0,20.0,7.0,22.0,15.0,1.0,108.0,3.0,242.0,2.0,1.0,6.0,5.0,37.0,4.0,476.0,1.0,0.0,13.0,8.0,1.0,19.0,1.0,665.0,17.0,16.0,8.0,8.0,4.0,0.0
1060009,31,2020-06-25 18:00:00,3,Arsenal,Away,196.0,23.0,1.0,2.0,1.0,1.0,,110.0,5.0,,6.0,5.0,3.0,22.0,304.0,,1.0,21.0,13.0,16.0,5.0,,,,,,,1.0,,1.0,7.0,,1.0,,,2.0,11.0,8.0,4.0,6.0,4.0,68.0,44.0,1.0,1.0,2.0,2.0,17.0,2.0,9.0,,,6.0,6.0,,,13.0,1.0,53.0,44.0,2.0,19.0,11.0,,,33.0,14.0,10.0,1.0,,2.0,,1.0,131.0,,,,,,,10.0,1.0,1.0,,11.0,1.0,15.0,15.0,2.0,6.0,104.0,53.0,30.0,4.0,,3.0,2.0,5.0,370.0,2.0,2.0,62.0,29.0,13.0,,,,,,131.0,131.0,2.0,19.0,15.0,47.4,1.0,,,,17.0,0.0,95.0,2.0,1.0,3.0,,1.0,,3.0,2.0,4.0,52.0,282.0,9.0,5.0,241.0,43.0,19.0,12.0,2.0,8.0,6.0,,79.0,4.0,165.0,1.0,,10.0,3.0,47.0,1.0,398.0,1.0,0.0,10.0,10.0,2.0,22.0,2.0,566.0,17.0,10.0,8.0,6.0,2.0,0.0
1060013,32,2020-07-01 18:00:00,3,Arsenal,Home,189.0,14.0,1.0,4.0,4.0,,,215.0,2.0,,,3.0,4.0,21.0,400.0,,,14.0,7.0,19.0,5.0,1.0,3.0,,,1.0,1.0,2.0,,,8.0,,,,,,7.0,,8.0,8.0,5.0,97.0,51.0,2.0,1.0,3.0,1.0,19.0,1.0,9.0,,,6.0,12.0,6.0,,14.0,3.0,45.0,47.0,1.0,11.0,3.0,,,49.0,10.0,10.0,2.0,,4.0,,2.0,130.0,1.0,,1.0,1.0,,,6.0,3.0,,,3.0,,13.0,13.0,1.0,1.0,117.0,59.0,37.0,2.0,1.0,2.0,5.0,8.0,444.0,2.0,1.0,64.0,56.0,35.0,,,,,,121.0,121.0,6.0,13.0,29.0,51.6,,,,,19.0,0.0,124.0,,2.0,2.0,,2.0,,4.0,,5.0,102.0,384.0,8.0,7.0,208.0,25.0,11.0,12.0,3.0,18.0,18.0,,135.0,3.0,278.0,,,10.0,6.0,42.0,,468.0,2.0,0.0,13.0,12.0,,16.0,1.0,626.0,26.0,16.0,7.0,6.0,8.0,0.0
