season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,138891,165808,Hélder Costa,helder-costa,F,False,,,,6.0,6.0,12.0,2.0,,3.0,,,,,,,1.0,5.0,4.0,,,1.0,,,,,,,,71.0,1.0,,,,,,9.0,,6.8,,,1.0,,,2.0,3.0,,,,12.0,6.0,15.0,2,2.0,32.0,1.0,1.0,1.0,1.0
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,156027,141569,Léo Bonatini,leo-bonatini,F,True,,,,5.0,2.0,7.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,19.0,,,,,,,5.0,,6.6,,,,,,1.0,1.0,,,,6.0,3.0,8.0,0,,13.0,2.0,,1.0,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,2.0,21.0,8.0,29.0,3.0,,2.0,,1.0,1.0,,,,5.0,9.0,2.0,,,,,1.0,,,1.0,1.0,,90.0,2.0,,,,,,20.0,,7.0,,,,,1.0,2.0,1.0,,4.0,2.0,30.0,9.0,38.0,3,,59.0,3.0,1.0,1.0,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,606164,194634,Diogo Jota,diogo-jota,F,False,1.0,,3.0,19.0,7.0,25.0,5.0,,3.0,,,,,,,3.0,12.0,3.0,,,2.0,,,,,1.0,,,90.0,,,,,,,17.0,,6.5,,,1.0,,1.0,4.0,3.0,,6.0,,27.0,8.0,32.0,1,,51.0,2.0,1.0,2.0,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,804322,198847,Bright Enobakhare,bright-enobakhare,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,138891,165808,Hélder Costa,helder-costa,F,False,,,,6.0,4.0,10.0,3.0,,6.0,,,,,,,1.0,5.0,3.0,,,,,,,,1.0,,,45.0,,,,,,,9.0,,6.6,,,1.0,,,1.0,1.0,,,,10.0,5.0,14.0,1,1.0,24.0,,2.0,,1.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,156027,141569,Léo Bonatini,leo-bonatini,F,True,,,,11.0,1.0,12.0,,1.0,2.0,,,,3.0,,,2.0,6.0,1.0,,,,,,,,,,,45.0,,,,,,,10.0,,6.3,,,2.0,,,1.0,2.0,,,,17.0,2.0,17.0,2,,24.0,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,1.0,,,13.0,8.0,20.0,5.0,3.0,2.0,,,1.0,,,,3.0,9.0,5.0,,,1.0,,,,1.0,1.0,1.0,,90.0,1.0,,,,,,15.0,,7.1,,,1.0,,,,2.0,,,1.0,22.0,9.0,29.0,3,1.0,45.0,2.0,1.0,,1.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,286165,159533,Adama Traoré,adama-traore,F,True,2.0,,,13.0,3.0,14.0,,,2.0,,,,,,,2.0,3.0,8.0,,,,,,,,,2.0,,45.0,,,,,,,9.0,,7.5,,,,,,7.0,4.0,,1.0,,19.0,3.0,18.0,0,,33.0,,2.0,6.0,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,8.0,4.0,12.0,1.0,,2.0,,,,,,,2.0,5.0,2.0,,,,,,,,,1.0,,45.0,,,,,,,9.0,,6.4,,,,,,3.0,1.0,,,,12.0,5.0,16.0,0,,27.0,,1.0,1.0,
