season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,1.0,,3.0,20.0,13.0,32.0,5.0,2.0,3.0,,1.0,,,,,3.0,10.0,7.0,,,,,1.0,,1.0,1.0,,,90.0,2.0,,,,,,,19.0,,7.4,,,3.0,,3.0,3.0,1.0,,4.0,,28.0,14.0,41.0,5,,69.0,5.0,4.0,1.0,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,286165,159533,Adama Traoré,adama-traore,F,False,,,1.0,6.0,8.0,14.0,,1.0,2.0,,,2.0,,,,2.0,7.0,13.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,23.0,,6.9,,,1.0,,2.0,10.0,4.0,,6.0,,10.0,14.0,20.0,3,3.0,65.0,2.0,2.0,7.0,1.0
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,606164,194634,Diogo Jota,diogo-jota,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896986,1,39,Wolverhampton_Wanderers,Away,954076,449988,Fábio Silva,fabio-silva,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,4.0,5.0,8.0,13.0,2.0,1.0,3.0,,,,1.0,,,2.0,6.0,3.0,,,,,1.0,,,,,,90.0,1.0,,,,,,,11.0,,7.2,,,2.0,,1.0,1.0,1.0,,5.0,1.0,7.0,11.0,17.0,3,1.0,33.0,2.0,1.0,,
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,286165,159533,Adama Traoré,adama-traore,F,False,2.0,,2.0,10.0,11.0,19.0,1.0,3.0,5.0,,,,,,,3.0,5.0,17.0,,,,,,,,1.0,3.0,,90.0,,,,,,,,28.0,,7.3,,,,,,8.0,5.0,,3.0,,21.0,16.0,32.0,0,3.0,71.0,3.0,4.0,7.0,2.0
2020-21,8896925,2,39,Wolverhampton_Wanderers,Home,954076,449988,Fábio Silva,fabio-silva,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,1.0,,6.5,,,,,,,,,,,,1.0,1.0,0,,3.0,1.0,,,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,16.0,13.0,29.0,3.0,2.0,5.0,,,1.0,1.0,,,3.0,9.0,4.0,,,,,,,,1.0,,,90.0,1.0,,1.0,,,,,17.0,,6.2,,,,,,3.0,1.0,,,2.0,21.0,14.0,34.0,2,,54.0,6.0,1.0,1.0,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,286165,159533,Adama Traoré,adama-traore,F,False,,,,16.0,2.0,18.0,,2.0,1.0,,,,,,,2.0,5.0,10.0,,,1.0,,,,,,,,62.0,,,,,,,,19.0,,7.3,,,,,,10.0,8.0,,,,30.0,2.0,24.0,0,,48.0,1.0,,8.0,
2020-21,8896960,3,39,Wolverhampton_Wanderers,Away,954076,449988,Fábio Silva,fabio-silva,F,True,,,,11.0,6.0,17.0,2.0,1.0,3.0,,,2.0,,,,3.0,6.0,2.0,,,,,,,,1.0,1.0,,28.0,,,,,,,,6.0,,6.4,,,,,,1.0,,,,,12.0,6.0,18.0,2,,28.0,1.0,1.0,,
