season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,12.0,5.0,17.0,1.0,2.0,,,,,,,,2.0,5.0,6.0,,,1.0,,,,,,,3.0,,90.0,,,,,,,16.0,,7.1,,,3.0,,1.0,3.0,1.0,,,2.0,17.0,7.0,23.0,3,,41.0,4.0,2.0,2.0,
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,286165,159533,Adama Traoré,adama-traore,F,False,,,2.0,18.0,2.0,20.0,1.0,3.0,7.0,,1.0,4.0,,,,1.0,6.0,16.0,,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,17.0,,7.4,,,1.0,,,15.0,2.0,,2.0,1.0,25.0,4.0,27.0,6,2.0,62.0,3.0,,11.0,1.0
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,954076,449988,Fábio Silva,fabio-silva,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,39,Wolverhampton_Wanderers,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,1.0,15.0,6.0,21.0,3.0,1.0,1.0,,,4.0,,,,4.0,11.0,3.0,,,3.0,,,,,,,4.0,,90.0,,,,,,,13.0,,6.8,,,1.0,,,2.0,,,1.0,1.0,18.0,7.0,25.0,5,,46.0,4.0,1.0,1.0,
2021-22,9576150,2,39,Wolverhampton_Wanderers,Home,286165,159533,Adama Traoré,adama-traore,F,False,3.0,,2.0,26.0,3.0,26.0,,3.0,4.0,,1.0,2.0,,,,4.0,5.0,17.0,,,,,,,,,,4.0,,90.0,1.0,,,,,,16.0,,7.8,,,1.0,,,10.0,5.0,,3.0,1.0,35.0,4.0,34.0,4,1.0,66.0,1.0,4.0,9.0,
2021-22,9576150,2,39,Wolverhampton_Wanderers,Home,954076,449988,Fábio Silva,fabio-silva,F,True,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,10.0,1.0,,,,,,,,6.8,,,,,,,,,,,,,,1,,2.0,,1.0,,
2021-22,9576382,3,39,Wolverhampton_Wanderers,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,2.0,19.0,8.0,27.0,4.0,4.0,3.0,,,2.0,,,,,5.0,6.0,,,,,,,,,1.0,3.0,,90.0,1.0,,,,,,14.0,,7.2,,,1.0,,1.0,1.0,,,4.0,1.0,25.0,13.0,38.0,4,,50.0,2.0,2.0,,
2021-22,9576382,3,39,Wolverhampton_Wanderers,Home,286165,159533,Adama Traoré,adama-traore,F,False,1.0,,,14.0,9.0,22.0,,2.0,7.0,1.0,,1.0,,,,2.0,3.0,12.0,,,,,,,,,,4.0,,87.0,1.0,,,,,,17.0,,8.0,,,,,,9.0,5.0,,,2.0,21.0,10.0,26.0,2,1.0,54.0,6.0,1.0,8.0,1.0
2021-22,9576382,3,39,Wolverhampton_Wanderers,Home,954076,449988,Fábio Silva,fabio-silva,F,True,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,10.0,,,,,,,2.0,,6.4,,,,,,,,,,1.0,2.0,,2.0,0,,2.0,,,,
2021-22,9576166,4,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,1.0,12.0,10.0,22.0,1.0,,2.0,1.0,1.0,,1.0,,,1.0,6.0,2.0,,,2.0,,,,,,1.0,2.0,,90.0,,,,,,,14.0,,6.7,,,1.0,,1.0,1.0,,,1.0,1.0,19.0,10.0,29.0,1,1.0,45.0,5.0,1.0,,1.0
