playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,tacklesLost,leftFootGoals,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,foulWonPenalty,offsides,successfulCornersIntoBox,penaltyGoalsConceded,rightFootGoals,attemptsFromSetPieces,hitWoodwork,handballsConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throwInsToOppositionPlayer,redCards2ndYellow,headedGoals,otherGoals,clearancesOffTheLine,penaltiesTaken,setPiecesGoals,penaltiesConceded,penaltyGoals,penaltiesFaced
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2009-10,199.0,59.0,0.0,6.0,16.0,56.0,32.0,10.0,179.0,34.0,7.0,58.0,29.0,193.0,124.0,1127.0,5.0,1.0,5.0,49.0,73.0,14.0,73.0,2615.0,2.0,44.0,166.0,3.0,137.0,911.0,166.0,82.0,3.0,10.0,18.0,155.0,30.0,2.0,365.0,4.0,151.0,34.0,10.0,,,33.0,773.0,15.0,143.0,107.0,292.0,29.0,0.0,1106.0,16.0,42.0,456.0,46.0,51.0,,41.0,30.0,19.0,23.0,1791.0,10.0,6.0,1.0,234.0,3.0,14.0,33.0,1.0,7.0,14.0,2.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
54771,Fábio,Defender,Man Utd,1,Brazil,2009-10,16.0,2.0,0.0,,,7.0,1.0,1.0,15.0,5.0,,,1.0,16.0,8.0,82.0,,,4.0,,5.0,1.0,2.0,148.0,,4.0,11.0,,10.0,64.0,2.0,1.0,,5.0,1.0,12.0,1.0,0.0,27.0,,8.0,5.0,1.0,,,4.0,35.0,1.0,8.0,5.0,22.0,1.0,0.0,81.0,1.0,4.0,34.0,6.0,2.0,,3.0,4.0,,2.0,137.0,14.0,,,33.0,0.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
1807,Gary Neville,Defender,Man Utd,1,England,2009-10,31.0,19.0,0.0,,1.0,27.0,4.0,3.0,92.0,17.0,1.0,2.0,15.0,141.0,42.0,796.0,,,2.0,1.0,20.0,8.0,19.0,1355.0,,6.0,56.0,1.0,42.0,608.0,9.0,12.0,7.0,43.0,8.0,25.0,13.0,0.0,87.0,,46.0,17.0,8.0,,,,375.0,7.0,42.0,4.0,67.0,14.0,0.0,772.0,3.0,8.0,233.0,19.0,2.0,3.0,16.0,25.0,,47.0,1152.0,123.0,2.0,25.0,299.0,3.0,49.0,27.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,
3736,John O'Shea,Defender,Man Utd,1,Ireland,2009-10,39.0,5.0,0.0,,1.0,25.0,1.0,,112.0,15.0,1.0,1.0,12.0,153.0,14.0,622.0,1.0,1.0,3.0,2.0,27.0,4.0,5.0,1117.0,,17.0,39.0,4.0,29.0,442.0,13.0,4.0,5.0,31.0,12.0,22.0,3.0,0.0,78.0,0.0,59.0,15.0,4.0,,,,272.0,8.0,14.0,5.0,51.0,10.0,0.0,606.0,,7.0,208.0,21.0,1.0,1.0,12.0,9.0,,27.0,883.0,131.0,1.0,27.0,202.0,0.0,41.0,41.0,,,1.0,,,,,,,,,,,,,,,,,,,13.0,,1.0,,,,,,,
37642,Jonny Evans,Defender,Man Utd,1,Northern Ireland,2009-10,62.0,,0.0,1.0,1.0,36.0,7.0,2.0,109.0,18.0,,2.0,18.0,162.0,1.0,843.0,,,,,78.0,7.0,,1587.0,,30.0,103.0,3.0,55.0,620.0,17.0,4.0,8.0,144.0,12.0,32.0,15.0,0.0,165.0,,95.0,18.0,6.0,,1.0,1.0,225.0,9.0,1.0,4.0,87.0,48.0,0.0,827.0,6.0,1.0,251.0,30.0,4.0,8.0,20.0,47.0,,61.0,1137.0,2.0,2.0,42.0,456.0,2.0,53.0,49.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
14965,Nemanja Vidic,Defender,Man Utd,1,Serbia,2009-10,82.0,,1.0,3.0,3.0,53.0,9.0,1.0,150.0,24.0,,1.0,24.0,203.0,1.0,1209.0,1.0,0.0,,1.0,145.0,11.0,,2107.0,,38.0,187.0,4.0,80.0,916.0,25.0,3.0,13.0,224.0,15.0,44.0,25.0,0.0,269.0,1.0,124.0,24.0,16.0,,3.0,,287.0,11.0,1.0,8.0,124.0,107.0,0.0,1184.0,6.0,1.0,334.0,37.0,2.0,26.0,30.0,60.0,,90.0,1658.0,9.0,2.0,25.0,719.0,7.0,53.0,71.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,
79933,Oliver Gill,Defender,Man Utd,1,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14075,Patrice Evra,Defender,Man Utd,1,France,2009-10,197.0,19.0,0.0,10.0,8.0,102.0,21.0,6.0,277.0,38.0,3.0,10.0,37.0,327.0,94.0,1643.0,,,1.0,2.0,109.0,16.0,19.0,3288.0,1.0,41.0,267.0,7.0,199.0,1270.0,67.0,31.0,5.0,127.0,27.0,156.0,48.0,0.0,464.0,,187.0,38.0,27.0,,2.0,33.0,818.0,20.0,95.0,88.0,355.0,68.0,0.0,1605.0,13.0,32.0,617.0,75.0,49.0,16.0,40.0,73.0,1.0,46.0,2759.0,316.0,4.0,37.0,517.0,5.0,50.0,87.0,2.0,6.0,,2.0,,,,1.0,,,,,,,,,,,,,,37.0,,,,1.0,,,,,
54772,Rafael,Defender,Man Utd,1,Brazil,2009-10,39.0,6.0,0.0,1.0,2.0,48.0,2.0,1.0,55.0,8.0,1.0,1.0,8.0,82.0,23.0,368.0,1.0,0.0,,,14.0,2.0,6.0,683.0,,6.0,77.0,1.0,69.0,270.0,7.0,5.0,4.0,33.0,5.0,33.0,12.0,0.0,116.0,1.0,32.0,8.0,15.0,1.0,1.0,3.0,159.0,4.0,23.0,11.0,102.0,8.0,0.0,362.0,,2.0,149.0,33.0,9.0,1.0,16.0,19.0,,16.0,641.0,82.0,2.0,15.0,133.0,2.0,27.0,23.0,,,,1.0,,,,,,,,,,,,,,,,,,18.0,,,,,,,1.0,,
2034,Rio Ferdinand,Defender,Man Utd,1,England,2009-10,25.0,1.0,0.0,1.0,1.0,12.0,3.0,,82.0,13.0,,2.0,12.0,124.0,1.0,612.0,,,1.0,,43.0,6.0,1.0,1083.0,,20.0,47.0,2.0,24.0,434.0,7.0,1.0,13.0,68.0,10.0,5.0,9.0,0.0,72.0,,53.0,13.0,1.0,,2.0,,132.0,8.0,1.0,2.0,29.0,23.0,0.0,600.0,2.0,1.0,161.0,11.0,3.0,4.0,2.0,25.0,,54.0,752.0,2.0,,25.0,357.0,0.0,42.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
