playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,goals,awayGoals,cleanSheets,successfulLaunches,homeGoals,rightFootGoals,leftFootGoals,clearancesOffTheLine,unsuccessfulLaunches,lastPlayerTackle,handballsConceded,successfulCornersIntoBox,hitWoodwork,secondGoalAssists,redCards2ndYellow,headedGoals,foulWonPenalty,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesConceded,ownGoalScored,drops
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2014-15,126.0,23.0,2.1607,0.0,2.0,3.0,6.0,0.2914,95.0,4.0,,126.0,32.0,5.0,29.0,176.0,97.0,1675.0,3.0,1.0,3.0,,57.0,1.0,23.0,2.0,2583.0,2.0,,31.0,185.0,3.0,64.0,159.0,1419.0,56.0,21.0,,28.192,24.0,51.0,21.0,1.0,95.0,97.0,23.0,0.0,311.0,35.0,500.0,181.0,32.0,1.0,26.0,30.0,937.0,18.0,97.0,41.0,1.0,254.0,26.0,0.0,1661.0,1.0,19.0,368.0,69.0,42.0,7.0,726.0,38.0,57.0,,80.0,352.0,2483.0,244.0,6.0,1.0,585.0,26.0,0.2074,4.0,50.0,45.0,2.0,,,8.0,8.0,,,,,34.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Man Utd,1,England,2014-15,99.0,29.0,3.9643,0.0,14.0,7.0,8.0,3.8778,45.0,15.0,3.0,122.0,26.0,13.0,23.0,166.0,106.0,868.0,2.0,5.0,3.0,33.0,37.0,3.0,44.0,2.0,2068.0,2.0,1.0,19.0,127.0,3.0,48.0,109.0,645.0,62.0,8.0,1.0,22.5652,29.0,27.0,18.0,9.0,80.0,328.0,27.0,1.0,226.0,18.0,229.0,100.0,26.0,3.0,14.0,35.0,442.0,15.0,125.0,51.0,9.0,189.0,18.0,0.0,845.0,8.0,33.0,389.0,31.0,38.0,3.0,59.0,24.0,40.0,13.0,57.0,252.0,1483.0,101.0,6.0,5.0,304.0,10.0,2.9337,5.0,44.0,27.0,5.0,2.0,1.0,7.0,4.0,1.0,2.0,,1.0,19.0,,2.0,13.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2014-15,75.0,1.0,0.9304,1.0,5.0,6.0,1.0,1.5737,36.0,12.0,1.0,66.0,25.0,2.0,21.0,137.0,3.0,1200.0,,,4.0,,105.0,,1.0,2.0,1879.0,2.0,,35.0,132.0,4.0,21.0,62.0,952.0,30.0,,2.0,23.7201,5.0,156.0,23.0,5.0,40.0,298.0,11.0,2.0,207.0,12.0,327.0,131.0,25.0,,13.0,3.0,381.0,19.0,3.0,11.0,5.0,102.0,70.0,0.0,1173.0,6.0,5.0,157.0,23.0,16.0,16.0,474.0,24.0,58.0,,111.0,101.0,1568.0,3.0,3.0,,683.0,10.0,1.7784,1.0,71.0,39.0,,4.0,0.0,5.0,11.0,4.0,1.0,,,39.0,1.0,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
58877,Daley Blind,Defender,Man Utd,1,Netherlands,2014-15,109.0,1.0,1.9293,0.0,11.0,9.0,,1.9056,58.0,17.0,4.0,144.0,25.0,8.0,25.0,194.0,20.0,1583.0,1.0,8.0,,,70.0,6.0,1.0,1.0,2171.0,1.0,1.0,38.0,107.0,2.0,42.0,75.0,1287.0,21.0,12.0,2.0,26.1842,15.0,62.0,27.0,3.0,71.0,573.0,11.0,0.0,216.0,27.0,451.0,126.0,25.0,6.0,15.0,6.0,777.0,25.0,20.0,19.0,3.0,146.0,32.0,0.0,1547.0,8.0,6.0,261.0,43.0,7.0,2.0,385.0,25.0,81.0,,102.0,174.0,2016.0,69.0,3.0,8.0,613.0,19.0,1.0255,4.0,50.0,41.0,2.0,2.0,2.0,7.0,5.0,0.0,,2.0,,21.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,Man Utd,1,Northern Ireland,2014-15,31.0,,0.2363,0.0,1.0,,,,32.0,,1.0,53.0,14.0,,12.0,126.0,4.0,838.0,,1.0,2.0,,36.0,,,,1091.0,,,12.0,70.0,1.0,12.0,46.0,645.0,2.0,1.0,1.0,13.5327,1.0,70.0,7.0,,19.0,271.0,9.0,0.0,101.0,3.0,320.0,70.0,14.0,,10.0,3.0,266.0,6.0,4.0,6.0,,65.0,24.0,0.0,821.0,,,140.0,22.0,6.0,5.0,183.0,7.0,25.0,,67.0,64.0,1012.0,1.0,3.0,1.0,446.0,3.0,0.0386,1.0,73.0,42.0,,,,5.0,11.0,,,,1.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106760,Luke Shaw,Defender,Man Utd,1,England,2014-15,48.0,7.0,1.1562,1.0,,1.0,3.0,0.2784,23.0,3.0,2.0,50.0,16.0,1.0,15.0,74.0,36.0,541.0,1.0,,1.0,,46.0,,7.0,1.0,1126.0,1.0,,17.0,74.0,1.0,21.0,45.0,446.0,15.0,11.0,,14.4638,14.0,56.0,14.0,,31.0,232.0,15.0,0.0,122.0,9.0,142.0,42.0,16.0,,4.0,13.0,266.0,13.0,36.0,15.0,,76.0,29.0,0.0,533.0,2.0,10.0,144.0,19.0,11.0,2.0,31.0,12.0,12.0,,21.0,136.0,856.0,92.0,7.0,,208.0,6.0,0.145,1.0,24.0,23.0,,,,1.0,2.0,,,,,16.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
58893,Marcos Rojo,Defender,Man Utd,1,Argentina,2014-15,89.0,5.0,0.503,0.0,4.0,3.0,,0.6948,53.0,12.0,2.0,98.0,22.0,1.0,20.0,193.0,8.0,1324.0,1.0,3.0,2.0,,108.0,2.0,5.0,1.0,1764.0,1.0,,51.0,121.0,2.0,29.0,64.0,1013.0,17.0,8.0,2.0,23.0799,10.0,139.0,19.0,1.0,38.0,519.0,4.0,0.0,210.0,9.0,557.0,120.0,22.0,2.0,17.0,2.0,483.0,17.0,8.0,6.0,1.0,102.0,57.0,0.0,1304.0,9.0,3.0,230.0,36.0,7.0,8.0,155.0,24.0,56.0,,118.0,93.0,1727.0,59.0,3.0,3.0,653.0,12.0,1.1256,6.0,95.0,41.0,,,,5.0,20.0,,,,,54.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160817,Paddy McNair,Defender,Man Utd,1,Northern Ireland,2014-15,38.0,1.0,0.2185,0.0,1.0,2.0,1.0,0.1956,23.0,3.0,,44.0,16.0,,12.0,91.0,2.0,687.0,1.0,1.0,4.0,,30.0,2.0,1.0,,1026.0,,,13.0,48.0,1.0,21.0,31.0,545.0,2.0,,1.0,16.3211,5.0,71.0,14.0,,25.0,182.0,5.0,0.0,86.0,10.0,190.0,51.0,16.0,2.0,8.0,1.0,211.0,13.0,2.0,6.0,,56.0,17.0,0.0,673.0,1.0,2.0,111.0,15.0,4.0,4.0,233.0,8.0,26.0,,51.0,82.0,884.0,14.0,5.0,1.0,386.0,3.0,0.164,2.0,47.0,32.0,,,,,5.0,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2014-15,79.0,,0.5622,0.0,1.0,1.0,1.0,0.1751,52.0,2.0,1.0,97.0,22.0,1.0,22.0,171.0,3.0,1161.0,1.0,,,2.0,81.0,,1.0,1.0,1879.0,1.0,,31.0,143.0,3.0,11.0,93.0,877.0,7.0,4.0,1.0,18.2061,5.0,165.0,18.0,1.0,48.0,208.0,29.0,0.0,222.0,3.0,413.0,112.0,22.0,,11.0,4.0,410.0,15.0,4.0,9.0,1.0,141.0,50.0,0.0,1148.0,1.0,2.0,197.0,41.0,16.0,6.0,427.0,26.0,70.0,1.0,113.0,113.0,1560.0,10.0,3.0,,581.0,14.0,0.2698,3.0,74.0,30.0,,,,5.0,10.0,,,,,38.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
54772,Rafael,Defender,Man Utd,1,Brazil,2014-15,32.0,5.0,0.249,0.0,,,2.0,,21.0,2.0,,33.0,10.0,,6.0,53.0,21.0,334.0,,,4.0,,12.0,,5.0,,590.0,,,7.0,43.0,1.0,13.0,38.0,269.0,7.0,10.0,3.0,12.1988,5.0,31.0,11.0,,25.0,14.0,11.0,0.0,75.0,7.0,117.0,42.0,10.0,,6.0,8.0,151.0,10.0,21.0,11.0,,63.0,5.0,0.0,328.0,2.0,7.0,113.0,15.0,7.0,2.0,150.0,6.0,20.0,,12.0,53.0,555.0,50.0,1.0,,135.0,4.0,0.079,2.0,20.0,17.0,1.0,,,,2.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
