playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,offsides,iboxTarget,shotsOnTargetInBox,goalsConcededOutsideBox,successfulCornersIntoBox,penaltyGoalsConceded,successfulLaunches,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedGoalsFreekick,goalAssists,foulWonPenalty,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,penaltiesTaken,oboxTarget,tacklesLost,headedGoals,aerialDuelsWon,blocks,interceptions,penaltyGoals,unsuccessfulLaunches,leftFootGoals,clearancesOffTheLine,hitWoodwork,lastPlayerTackle,penaltiesConceded,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,redCards2ndYellow
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2015-16,42.0,0.8845,0.0,3.0,1.0,2.0,0.1223,27.0,3.0,1.0,49.0,14.0,7.0,8.0,69.0,26.0,584.0,,,1.0,6.0,26.0,855.0,8.0,67.0,12.0,49.0,493.0,27.0,7.3197,4.0,18.0,6.0,2.0,34.0,42.0,6.0,0.0,109.0,,173.0,57.0,14.0,,5.0,343.0,6.0,26.0,9.0,2.0,83.0,0.0,576.0,2.0,15.0,133.0,21.0,16.0,245.0,16.0,22.0,124.0,841.0,2.0,1.0,181.0,10.0,0.2383,1.0,2.0,,,,,,4.0,,,,82.0,,20.0,15.0,1.0,9.0,,3.0,,,4.0,1.0,9.0,,12.0,2.0,,1.0,6.0,,18.0,6.0,15.0,,12.0,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Man Utd,1,England,2015-16,60.0,1.3291,0.0,3.0,3.0,2.0,1.0957,20.0,4.0,1.0,90.0,18.0,9.0,11.0,126.0,62.0,566.0,1.0,0.0,2.0,7.0,18.0,1063.0,6.0,64.0,35.0,52.0,404.0,21.0,14.2851,8.0,18.0,18.0,1.0,54.0,81.0,20.0,0.0,124.0,1.0,207.0,72.0,18.0,1.0,23.0,294.0,16.0,66.0,31.0,1.0,106.0,0.0,545.0,1.0,12.0,250.0,14.0,12.0,143.0,15.0,36.0,135.0,930.0,3.0,2.0,157.0,10.0,0.8625,5.0,2.0,1.0,1.0,2.0,,2.0,3.0,1.0,1.0,4.0,110.0,2.0,36.0,26.0,1.0,10.0,0.0813,2.0,,6.0,2.0,1.0,11.0,,11.0,10.0,,1.0,6.0,,12.0,,26.0,,18.0,,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Man Utd,1,DR Congo,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171273,Cameron Borthwick-Jackson,Defender,Man Utd,1,England,2015-16,45.0,0.7413,0.0,,1.0,2.0,0.0541,8.0,1.0,,45.0,10.0,1.0,6.0,64.0,22.0,353.0,,,,4.0,33.0,692.0,23.0,29.0,14.0,19.0,277.0,6.0,5.1188,6.0,17.0,6.0,,22.0,128.0,2.0,0.0,74.0,,148.0,43.0,10.0,,3.0,189.0,4.0,22.0,8.0,,41.0,0.0,348.0,,5.0,123.0,6.0,9.0,25.0,8.0,12.0,52.0,564.0,1.0,,105.0,3.0,0.0148,0.0,,,,2.0,,,1.0,,,,80.0,1.0,19.0,21.0,1.0,5.0,,1.0,,,1.0,1.0,5.0,,20.0,4.0,,1.0,2.0,,10.0,4.0,11.0,,14.0,,,,,,,,,,,,,,,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2015-16,137.0,0.77,0.0,7.0,2.0,,1.0454,55.0,11.0,1.0,155.0,35.0,1.0,35.0,269.0,,1533.0,,,1.0,,194.0,3150.0,70.0,203.0,23.0,79.0,1160.0,38.0,29.9748,5.0,180.0,31.0,6.0,67.0,356.0,14.0,0.0,340.0,,500.0,194.0,35.0,,3.0,364.0,28.0,,12.0,6.0,146.0,0.0,1505.0,9.0,5.0,292.0,39.0,12.0,561.0,47.0,104.0,116.0,1998.0,,1.0,900.0,17.0,1.809,8.0,1.0,2.0,2.0,3.0,,2.0,14.0,,,,7.0,1.0,114.0,84.0,,,,1.0,,,17.0,,,,,16.0,,,16.0,,124.0,19.0,97.0,,64.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
58877,Daley Blind,Defender,Man Utd,1,Netherlands,2015-16,123.0,2.0772,0.0,2.0,2.0,1.0,0.6186,95.0,2.0,1.0,150.0,35.0,,35.0,330.0,30.0,2029.0,1.0,0.0,1.0,,89.0,3117.0,55.0,165.0,51.0,131.0,1528.0,10.0,32.7859,24.0,119.0,35.0,1.0,68.0,752.0,15.0,0.0,288.0,1.0,937.0,274.0,35.0,,5.0,770.0,31.0,92.0,14.0,1.0,199.0,0.0,1964.0,,11.0,466.0,67.0,21.0,229.0,27.0,171.0,111.0,2658.0,3.0,1.0,962.0,14.0,0.1437,2.0,,,,4.0,28.0,2.0,26.0,,,61.0,42.0,1.0,180.0,104.0,1.0,6.0,,1.0,,109.0,12.0,1.0,33.0,,8.0,30.0,,1.0,28.0,,34.0,20.0,80.0,,99.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
160816,Donald Love,Defender,Man Utd,1,Scotland,2015-16,3.0,0.0336,0.0,,,1.0,,4.0,,,5.0,1.0,,,7.0,1.0,26.0,,,,1.0,1.0,53.0,1.0,6.0,3.0,6.0,18.0,2.0,0.9755,,,1.0,,2.0,,,0.0,9.0,,8.0,6.0,1.0,,,7.0,1.0,1.0,1.0,,8.0,0.0,26.0,,,14.0,3.0,2.0,14.0,1.0,1.0,4.0,44.0,,,12.0,1.0,,0.0,,,,,,,,,,,4.0,,2.0,2.0,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
152015,Guillermo Varela,Defender,Man Utd,1,Uruguay,2015-16,28.0,0.0728,0.0,,,1.0,,13.0,1.0,,12.0,4.0,,3.0,31.0,6.0,146.0,,,,1.0,7.0,315.0,6.0,25.0,6.0,24.0,104.0,4.0,4.2605,1.0,6.0,4.0,,22.0,10.0,7.0,0.0,53.0,,52.0,26.0,4.0,,5.0,50.0,3.0,6.0,8.0,,46.0,0.0,141.0,1.0,1.0,58.0,10.0,4.0,59.0,5.0,11.0,25.0,269.0,,,66.0,3.0,0.0202,1.0,,,,1.0,,,5.0,,,,37.0,,19.0,14.0,1.0,1.0,,,,,1.0,,1.0,,8.0,3.0,,,3.0,,1.0,,13.0,,16.0,,,,,,,,,,,,,,,,,,,,,,
106760,Luke Shaw,Defender,Man Utd,1,England,2015-16,43.0,0.6596,0.0,,1.0,,0.1447,9.0,1.0,1.0,29.0,5.0,1.0,5.0,38.0,8.0,271.0,,,,,31.0,450.0,17.0,32.0,12.0,18.0,220.0,3.0,3.0502,3.0,19.0,3.0,,26.0,113.0,3.0,0.0,75.0,,92.0,40.0,5.0,,5.0,151.0,3.0,8.0,11.0,,44.0,0.0,267.0,,1.0,73.0,9.0,6.0,14.0,8.0,13.0,52.0,413.0,,,87.0,4.0,0.0576,1.0,1.0,,,,,,5.0,,,,46.0,,9.0,9.0,,5.0,,1.0,,,3.0,1.0,5.0,,11.0,8.0,,1.0,,,14.0,2.0,5.0,,6.0,,,,,,,,,,,,,,,,,,,,,,
58893,Marcos Rojo,Defender,Man Utd,1,Argentina,2015-16,73.0,0.7068,0.0,3.0,1.0,,0.1752,43.0,5.0,,122.0,16.0,2.0,15.0,188.0,42.0,700.0,,,2.0,1.0,54.0,1253.0,24.0,89.0,34.0,59.0,486.0,9.0,12.1996,9.0,32.0,11.0,1.0,49.0,205.0,12.0,0.0,162.0,,348.0,88.0,16.0,,6.0,322.0,11.0,42.0,14.0,1.0,108.0,0.0,693.0,4.0,7.0,290.0,32.0,4.0,38.0,20.0,26.0,109.0,1075.0,6.0,2.0,201.0,14.0,0.3947,3.0,1.0,1.0,1.0,,,1.0,8.0,,,,111.0,,66.0,69.0,1.0,11.0,,1.0,,,5.0,,11.0,,32.0,11.0,,,11.0,,30.0,5.0,28.0,,46.0,,,,,1.0,,,,,,,,,,,,,,,,,
