playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,throughBalls,oboxBlocked,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,goalAssists,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,shotsBlockedOutsideBox,goals,unsuccessfulLayoffs,rightFootGoals,headedGoals,secondGoalAssists,leftFootGoals,penaltiesTaken,setPiecesGoals,foulWonPenalty,penaltyGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,lastPlayerTackle,redCards2ndYellow
214590,Aaron Wan-Bissaka,Defender,Man Utd,1,DR Congo,2021-22,91.0,8.0,0.8772,57.0,0.0,3.0,1.0,3.0,0.1469,49.0,2.0,151.0,20.0,31.0,20.0,178.0,27.0,937.0,1.0,0.0,51.0,3.0,8.0,1.0,1794.0,1.0,32.0,117.0,6.0,1.0,55.0,98.0,742.0,29.0,9.0,1.0,31.0711,14.0,2.0,32.0,35.0,3.0,59.0,89.0,13.0,0.0,208.0,10.0,0.0,350.0,126.0,20.0,13.0,25.0,392.0,29.0,27.0,38.0,3.0,157.0,19.0,0.0,933.0,1.0,9.0,280.0,36.0,36.0,14.0,361.0,15.0,34.0,1.0,17.0,137.0,1449.0,158.0,1.0,20.0,375.0,13.0,0.327,2.0,27.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152590,Alex Telles,Defender,Man Utd,1,Brazil,2021-22,82.0,14.0,2.1677,29.0,0.0,3.0,3.0,,0.3344,48.0,7.0,121.0,21.0,17.0,18.0,184.0,53.0,935.0,1.0,0.0,54.0,4.0,30.0,,1660.0,,24.0,99.0,4.0,2.0,35.0,69.0,728.0,19.0,21.0,3.0,29.4915,22.0,7.0,43.0,26.0,2.0,58.0,291.0,9.0,0.0,181.0,13.0,0.0,417.0,99.0,21.0,21.0,10.0,459.0,22.0,97.0,20.0,2.0,127.0,30.0,0.0,921.0,4.0,10.0,342.0,27.0,12.0,4.0,52.0,23.0,26.0,,23.0,175.0,1445.0,117.0,2.0,25.0,322.0,10.0,0.3759,1.0,63.0,62.0,3.0,2.0,1.0,15.0,4.0,4.0,33.0,2.0,1.0,0.0831,4.0,1.0,51.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Man Utd,1,DR Congo,2021-22,18.0,,0.01,9.0,0.0,1.0,1.0,,0.1212,5.0,1.0,19.0,9.0,5.0,6.0,33.0,1.0,240.0,,0.0,25.0,1.0,,1.0,505.0,1.0,12.0,21.0,2.0,,2.0,8.0,197.0,6.0,,,7.9863,,1.0,12.0,10.0,1.0,6.0,59.0,3.0,0.0,39.0,1.0,0.0,80.0,29.0,9.0,2.0,,34.0,8.0,1.0,,1.0,14.0,13.0,0.0,235.0,,2.0,37.0,3.0,,4.0,92.0,3.0,5.0,,10.0,9.0,285.0,,1.0,4.0,173.0,2.0,0.1343,1.0,14.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232937,Brandon Williams,Defender,Man Utd,1,England,2021-22,104.0,3.0,1.3792,58.0,0.0,,1.0,,0.3061,55.0,4.0,126.0,26.0,35.0,23.0,170.0,11.0,934.0,,0.0,31.0,2.0,3.0,,2123.0,,17.0,133.0,4.0,,34.0,119.0,723.0,34.0,44.0,7.0,47.1368,20.0,5.0,45.0,52.0,,87.0,383.0,44.0,0.0,237.0,20.0,0.0,356.0,158.0,26.0,18.0,19.0,327.0,48.0,11.0,36.0,,206.0,14.0,0.0,913.0,3.0,7.0,312.0,37.0,20.0,6.0,36.0,23.0,44.0,1.0,41.0,159.0,1513.0,132.0,4.0,21.0,440.0,15.0,0.24,8.0,44.0,73.0,3.0,4.0,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216051,Diogo Dalot,Defender,Man Utd,1,Portugal,2021-22,77.0,13.0,1.2633,58.0,0.0,1.0,4.0,6.0,0.6967,55.0,12.0,133.0,24.0,28.0,19.0,190.0,42.0,961.0,1.0,0.0,46.0,5.0,15.0,3.0,1799.0,3.0,17.0,105.0,3.0,,30.0,76.0,700.0,27.0,23.0,2.0,29.1629,16.0,9.0,56.0,29.0,,60.0,54.0,4.0,0.0,182.0,11.0,0.0,360.0,151.0,24.0,14.0,8.0,424.0,26.0,43.0,16.0,,136.0,29.0,0.0,946.0,8.0,8.0,306.0,41.0,17.0,13.0,418.0,18.0,29.0,2.0,71.0,129.0,1470.0,148.0,1.0,29.0,362.0,13.0,0.5545,4.0,57.0,84.0,5.0,2.0,1.0,1.0,,,1.0,2.0,,,,1.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
197365,Eric Bailly,Defender,Man Utd,1,Cote d’Ivoire,2021-22,7.0,,0.0072,7.0,0.0,,,1.0,,5.0,,7.0,4.0,4.0,3.0,17.0,,85.0,,0.0,8.0,,,,217.0,,2.0,11.0,,,3.0,5.0,65.0,,,1.0,3.9596,,1.0,10.0,4.0,,5.0,17.0,,0.0,18.0,2.0,0.0,40.0,10.0,4.0,1.0,1.0,14.0,4.0,,2.0,,10.0,6.0,0.0,81.0,,,23.0,4.0,,2.0,21.0,2.0,3.0,,3.0,7.0,117.0,,2.0,4.0,54.0,2.0,,1.0,10.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
95658,Harry Maguire,Defender,Man Utd,1,England,2021-22,67.0,,0.6368,56.0,1.0,4.0,10.0,,1.1597,34.0,19.0,111.0,30.0,32.0,28.0,213.0,2.0,1563.0,1.0,1.0,103.0,6.0,,7.0,2514.0,7.0,28.0,132.0,6.0,,15.0,57.0,1230.0,45.0,,1.0,38.5037,4.0,4.0,100.0,41.0,3.0,39.0,541.0,19.0,0.0,199.0,7.0,0.0,567.0,148.0,30.0,13.0,1.0,475.0,35.0,2.0,6.0,3.0,96.0,75.0,0.0,1519.0,9.0,2.0,244.0,21.0,4.0,29.0,397.0,21.0,32.0,,120.0,58.0,1878.0,3.0,1.0,39.0,875.0,11.0,1.9483,7.0,102.0,80.0,2.0,,1.0,,,,,2.0,,,,,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
106760,Luke Shaw,Defender,Man Utd,1,England,2021-22,75.0,8.0,2.7379,33.0,0.0,1.0,1.0,2.0,0.096,21.0,5.0,118.0,20.0,19.0,19.0,147.0,45.0,924.0,3.0,0.0,35.0,3.0,29.0,,1602.0,,15.0,64.0,5.0,1.0,37.0,44.0,746.0,17.0,15.0,,24.19,36.0,1.0,17.0,24.0,,60.0,358.0,16.0,0.0,139.0,11.0,0.0,354.0,95.0,20.0,8.0,7.0,480.0,19.0,80.0,21.0,,104.0,20.0,0.0,910.0,4.0,12.0,283.0,13.0,7.0,11.0,71.0,32.0,9.0,,31.0,141.0,1364.0,138.0,4.0,8.0,326.0,11.0,0.1488,8.0,29.0,38.0,1.0,3.0,1.0,17.0,,,31.0,,2.0,,3.0,,55.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2021-22,1.0,,0.0088,2.0,0.0,,,,,5.0,,7.0,4.0,2.0,2.0,10.0,,81.0,,0.0,2.0,,,,161.0,,,10.0,1.0,,2.0,8.0,70.0,,,,2.5792,,,8.0,3.0,,1.0,16.0,2.0,0.0,11.0,,0.0,29.0,9.0,4.0,,,21.0,2.0,,,,9.0,2.0,0.0,81.0,,,11.0,5.0,1.0,4.0,30.0,,3.0,,1.0,6.0,106.0,,1.0,1.0,50.0,,,0.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90152,Raphaël Varane,Defender,Man Utd,1,France,2021-22,38.0,,0.2685,19.0,0.0,3.0,1.0,,0.0753,28.0,6.0,91.0,22.0,13.0,20.0,140.0,1.0,1151.0,,0.0,76.0,5.0,,,1829.0,,20.0,92.0,4.0,,15.0,36.0,931.0,15.0,,2.0,27.0524,3.0,6.0,78.0,22.0,3.0,18.0,388.0,7.0,0.0,130.0,9.0,1.0,335.0,78.0,22.0,9.0,1.0,321.0,18.0,1.0,1.0,3.0,54.0,56.0,0.0,1118.0,5.0,1.0,150.0,19.0,2.0,9.0,374.0,5.0,18.0,,80.0,54.0,1351.0,3.0,,22.0,690.0,1.0,0.7051,0.0,49.0,61.0,2.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
