playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulLaunches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,redCards2ndYellow,clearancesOffTheLine,foulWonPenalty,headedGoals,lastPlayerTackle,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,goalkeeperSmother,drops,setPiecesGoals,ownGoalScored,penaltiesConceded,penaltiesTaken,penaltyGoals
50004,Alexander Büttner,Defender,Man Utd,1,Netherlands,2013-14,31.0,3.0,,,16.0,,8.0,259.0,,,,1.0,3.0,,,11.0,3.0,29.0,,1.0,6.782,3.0,2.0,8.0,0.0,30.0,8.0,,,4.0,19.0,10.0,,250.0,2.0,71.0,12.0,,9.0,7.0,,4.0,59.0,412.0,38.0,,106.0,,12.0,16.0,,4.0,0.2327,0.0,,1.0,2.0,18.0,,1.0,5.0,30.0,19.0,,20.0,1.0,,4.0,497.0,38.0,7.0,225.0,6.0,5.0,21.0,7.0,20.0,108.0,69.0,1.0,,83.0,,4.0,127.0,4.0,2.0,49.0,9.0,0.0,2.0,5.0,2.0,7.0,,1.0,14.0,5.0,0.2188,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2013-14,168.0,3.0,6.0,1.9673,50.0,3.0,29.0,1054.0,2.0,5.0,1.0,1.0,9.0,2.0,2.0,56.0,5.0,98.0,,,18.7496,24.0,2.0,23.0,1.0,125.0,29.0,2.0,,33.0,85.0,59.0,,1048.0,7.0,348.0,36.0,,441.0,38.0,,23.0,246.0,1563.0,72.0,2.0,282.0,,19.0,21.0,1.0,17.0,2.8592,1.0,,9.0,13.0,136.0,3.0,50.0,20.0,155.0,85.0,,90.0,7.0,2.0,17.0,1940.0,132.0,42.0,876.0,54.0,6.0,23.0,22.0,112.0,70.0,300.0,21.0,1.0,297.0,2.0,14.0,634.0,17.0,2.0,210.0,34.0,0.0,24.0,28.0,7.0,39.0,3.0,1.0,13.0,16.0,1.934,6.0,2.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Man Utd,1,England,2013-14,66.0,1.0,6.0,1.3048,13.0,2.0,20.0,455.0,2.0,7.0,0.0,1.0,7.0,2.0,2.0,9.0,3.0,44.0,9.0,,10.1228,15.0,,19.0,0.0,51.0,20.0,2.0,,20.0,92.0,39.0,,440.0,10.0,258.0,9.0,,69.0,18.0,17.0,26.0,128.0,759.0,11.0,,97.0,2.0,13.0,18.0,,6.0,1.8441,0.0,,11.0,16.0,81.0,1.0,19.0,13.0,94.0,72.0,39.0,20.0,3.0,2.0,16.0,1030.0,55.0,36.0,335.0,36.0,,12.0,16.0,57.0,116.0,121.0,18.0,2.0,142.0,2.0,4.0,280.0,13.0,,101.0,11.0,0.0,29.0,13.0,1.0,10.0,8.0,1.0,6.0,6.0,0.7011,4.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2013-14,58.0,2.0,3.0,0.4212,43.0,,25.0,988.0,1.0,4.0,1.0,,4.0,2.0,2.0,29.0,6.0,71.0,,1.0,24.3763,11.0,2.0,16.0,0.0,105.0,25.0,,,5.0,15.0,9.0,,974.0,8.0,225.0,30.0,,362.0,19.0,,70.0,112.0,1497.0,107.0,,432.0,2.0,36.0,41.0,,10.0,0.8111,0.0,,2.0,11.0,135.0,,4.0,21.0,171.0,15.0,,93.0,8.0,,10.0,1938.0,135.0,26.0,747.0,30.0,14.0,180.0,25.0,29.0,133.0,193.0,8.0,0.0,381.0,,13.0,395.0,19.0,2.0,100.0,64.0,0.0,7.0,14.0,16.0,27.0,2.0,,32.0,4.0,1.2719,2.0,9.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
37642,Jonny Evans,Defender,Man Utd,1,Northern Ireland,2013-14,21.0,1.0,1.0,,19.0,,17.0,805.0,,,,,,1.0,1.0,16.0,5.0,32.0,,1.0,19.1263,3.0,1.0,11.0,0.0,100.0,17.0,,,,2.0,1.0,,777.0,5.0,114.0,17.0,,148.0,2.0,,81.0,33.0,1041.0,2.0,,472.0,,42.0,24.0,,,0.4748,0.0,,,6.0,59.0,,,17.0,101.0,2.0,,51.0,4.0,,,1377.0,67.0,12.0,623.0,15.0,,132.0,20.0,5.0,291.0,88.0,6.0,,333.0,,2.0,232.0,15.0,1.0,37.0,35.0,0.0,2.0,4.0,11.0,25.0,3.0,,24.0,1.0,1.0155,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
106611,Michael Keane,Defender,Man Utd,1,England,2013-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
14965,Nemanja Vidic,Defender,Man Utd,1,Serbia,2013-14,77.0,3.0,2.0,0.1258,30.0,,25.0,1042.0,,,,,2.0,2.0,2.0,44.0,6.0,39.0,,2.0,23.7235,5.0,3.0,13.0,0.0,129.0,25.0,,,,,1.0,,1011.0,11.0,161.0,22.0,,204.0,32.0,,129.0,91.0,1477.0,8.0,,635.0,1.0,48.0,38.0,,,0.5433,2.0,,2.0,13.0,103.0,,3.0,23.0,151.0,,,151.0,7.0,,,2082.0,146.0,13.0,762.0,32.0,,264.0,25.0,33.0,365.0,223.0,10.0,,382.0,,8.0,256.0,19.0,3.0,72.0,107.0,1.0,3.0,2.0,13.0,47.0,1.0,,40.0,8.0,2.1985,5.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,
14075,Patrice Evra,Defender,Man Utd,1,France,2013-14,159.0,3.0,9.0,1.2579,79.0,,33.0,1255.0,1.0,12.0,1.0,2.0,,7.0,7.0,58.0,6.0,135.0,,2.0,37.1481,35.0,1.0,31.0,0.0,124.0,33.0,,,22.0,102.0,47.0,,1225.0,7.0,427.0,54.0,,84.0,35.0,,32.0,198.0,2186.0,235.0,2.0,378.0,4.0,25.0,51.0,1.0,28.0,3.0714,0.0,,3.0,16.0,182.0,3.0,13.0,33.0,207.0,102.0,,126.0,10.0,1.0,28.0,2884.0,203.0,56.0,1016.0,65.0,41.0,181.0,36.0,101.0,447.0,362.0,22.0,0.0,526.0,1.0,25.0,698.0,30.0,1.0,236.0,68.0,0.0,15.0,26.0,5.0,50.0,4.0,2.0,24.0,10.0,1.6326,2.0,4.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2013-14,102.0,2.0,4.0,0.4509,61.0,2.0,26.0,1076.0,1.0,,1.0,1.0,,1.0,1.0,39.0,7.0,92.0,,3.0,29.2075,13.0,1.0,25.0,1.0,114.0,26.0,,,7.0,19.0,18.0,,1051.0,6.0,182.0,45.0,,380.0,29.0,,64.0,135.0,1549.0,57.0,,519.0,1.0,25.0,20.0,,7.0,1.6986,0.0,,,10.0,101.0,2.0,9.0,26.0,126.0,19.0,,93.0,8.0,2.0,7.0,2174.0,146.0,23.0,886.0,22.0,6.0,149.0,27.0,63.0,223.0,248.0,8.0,0.0,338.0,2.0,16.0,438.0,20.0,1.0,155.0,54.0,0.0,3.0,8.0,13.0,55.0,3.0,1.0,22.0,7.0,0.6325,5.0,7.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,
54772,Rafael,Defender,Man Utd,1,Brazil,2013-14,85.0,1.0,2.0,0.1333,42.0,,19.0,666.0,,1.0,,1.0,1.0,1.0,1.0,19.0,3.0,84.0,,2.0,18.142,16.0,,24.0,0.0,78.0,19.0,,,22.0,50.0,33.0,,652.0,4.0,254.0,36.0,,242.0,19.0,,15.0,109.0,1188.0,170.0,1.0,224.0,2.0,21.0,46.0,,10.0,1.4314,0.0,,3.0,6.0,120.0,1.0,4.0,18.0,141.0,50.0,,37.0,4.0,1.0,10.0,1418.0,102.0,32.0,510.0,24.0,16.0,76.0,19.0,66.0,30.0,187.0,6.0,,285.0,1.0,6.0,311.0,16.0,,150.0,18.0,0.0,5.0,19.0,6.0,35.0,9.0,1.0,22.0,9.0,0.2151,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
