playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,punches,successfulLaunches,catches,savesMade,drops,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throughBalls,offsides,unsuccessfulLayoffs,shotsOffTargetIncWoodwork,substituteOff,foulWonPenalty,rightFootGoals,secondGoalAssists,cornersTakenInclShortCorners,successfulCornersIntoBox,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesTaken,headedGoals,lastPlayerTackle,clearancesOffTheLine,ownGoalScored,setPiecesGoals,penaltyGoals
50004,Alexander Büttner,Defender,Man Utd,1,Netherlands,2012-13,0.0,0.0,1.0,26.0,1.0,2.0,4.0,1.0,11.0,4.0,26.0,5.0,1.0,1.0,4.0,30.0,17.0,170.0,2.0,1.0,1.0,12.0,3.0,1.0,382.0,6.0,30.0,1.0,24.0,135.0,14.0,5.0,1.0,16.0,6.0,20.0,77.0,6.0,0.0,56.0,1.0,57.0,18.0,5.0,4.0,2.0,1.0,74.0,5.0,17.0,9.0,44.0,6.0,166.0,3.0,72.0,7.0,7.0,1.0,9.0,8.0,7.0,5.0,27.0,294.0,23.0,1.0,12.0,67.0,1.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2012-13,0.0,0.0,6.0,198.0,39.0,10.0,2.0,13.0,57.0,7.0,156.0,30.0,5.0,39.0,24.0,170.0,124.0,1077.0,1.0,1.0,6.0,89.0,6.0,39.0,2210.0,59.0,150.0,3.0,120.0,884.0,69.0,6.0,37.0,20.0,30.0,139.0,70.0,21.0,0.0,348.0,0.0,314.0,155.0,30.0,12.0,,45.0,681.0,27.0,124.0,92.0,259.0,30.0,1074.0,33.0,440.0,45.0,42.0,2.0,466.0,37.0,24.0,23.0,227.0,1664.0,48.0,,17.0,265.0,2.0,14.0,27.0,,,,,,,,,,,,,,5.0,10.0,1.0,5.0,7.0,1.0,1.0,1.0,,,,,,,,,,,
18892,Ashley Young,Defender,Man Utd,1,England,2012-13,0.0,0.0,1.0,59.0,12.0,6.0,10.0,6.0,23.0,21.0,105.0,19.0,3.0,42.0,17.0,111.0,56.0,671.0,,,2.0,24.0,2.0,23.0,1372.0,13.0,84.0,2.0,73.0,533.0,58.0,,32.0,12.0,17.0,46.0,222.0,40.0,0.0,143.0,,170.0,81.0,19.0,4.0,,10.0,371.0,15.0,73.0,27.0,119.0,11.0,654.0,16.0,241.0,19.0,10.0,1.0,107.0,14.0,16.0,27.0,172.0,990.0,8.0,1.0,9.0,212.0,2.0,6.0,27.0,,2.0,,,,,,,,,,,,3.0,3.0,4.0,11.0,8.0,,,1.0,27.0,10.0,2.0,13.0,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2012-13,0.0,0.0,1.0,33.0,4.0,3.0,1.0,,15.0,5.0,53.0,15.0,,,10.0,69.0,10.0,453.0,,,5.0,47.0,5.0,4.0,1013.0,17.0,54.0,,24.0,357.0,13.0,6.0,2.0,82.0,10.0,16.0,62.0,8.0,0.0,87.0,,150.0,40.0,15.0,3.0,,2.0,144.0,10.0,10.0,8.0,40.0,30.0,448.0,3.0,98.0,12.0,1.0,10.0,204.0,6.0,16.0,27.0,37.0,683.0,41.0,,12.0,244.0,,16.0,13.0,,3.0,,,,,,,,,,,,,1.0,,4.0,1.0,,,,,,,,,,1.0,,,,
54771,Fábio,Defender,Man Utd,1,Brazil,2012-13,0.0,0.0,3.0,59.0,5.0,1.0,,4.0,49.0,2.0,82.0,21.0,,4.0,13.0,100.0,24.0,376.0,,,8.0,35.0,3.0,6.0,1133.0,14.0,89.0,4.0,68.0,267.0,5.0,29.0,8.0,55.0,18.0,45.0,87.0,9.0,0.0,148.0,,179.0,51.0,21.0,11.0,,5.0,158.0,14.0,24.0,13.0,113.0,21.0,365.0,5.0,178.0,38.0,10.0,6.0,73.0,23.0,33.0,9.0,37.0,743.0,89.0,,18.0,124.0,2.0,18.0,33.0,,3.0,,,,,,,,,,,,1.0,1.0,,2.0,4.0,,,,1.0,1.0,,,,,,2.0,,,
37642,Jonny Evans,Defender,Man Utd,1,Northern Ireland,2012-13,0.0,0.0,2.0,64.0,,,8.0,,41.0,10.0,77.0,23.0,1.0,2.0,21.0,120.0,,1124.0,3.0,1.0,2.0,92.0,7.0,,1903.0,39.0,118.0,2.0,65.0,921.0,18.0,,6.0,190.0,23.0,25.0,407.0,22.0,2.0,182.0,2.0,442.0,110.0,23.0,10.0,,,303.0,21.0,,4.0,90.0,53.0,1095.0,1.0,133.0,31.0,2.0,21.0,228.0,14.0,47.0,83.0,47.0,1488.0,1.0,,55.0,701.0,1.0,43.0,31.0,,17.0,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,,,,,,,2.0,,,2.0,,
14965,Nemanja Vidic,Defender,Man Utd,1,Serbia,2012-13,0.0,0.0,2.0,65.0,2.0,1.0,1.0,,27.0,10.0,66.0,19.0,,,18.0,99.0,,788.0,1.0,0.0,1.0,120.0,7.0,2.0,1619.0,40.0,119.0,1.0,39.0,607.0,17.0,,2.0,199.0,14.0,25.0,287.0,11.0,2.0,184.0,1.0,256.0,100.0,19.0,7.0,,1.0,175.0,13.0,,3.0,64.0,80.0,779.0,1.0,107.0,20.0,1.0,16.0,189.0,20.0,34.0,82.0,56.0,1114.0,,,37.0,516.0,,33.0,27.0,,5.0,,,,,,,,,,,,,,1.0,9.0,2.0,,,,,,,,,1.0,,,1.0,,
14075,Patrice Evra,Defender,Man Utd,1,France,2012-13,0.0,0.0,3.0,170.0,20.0,2.0,11.0,7.0,82.0,20.0,158.0,34.0,5.0,5.0,34.0,183.0,67.0,1421.0,4.0,2.0,,111.0,10.0,20.0,3060.0,42.0,210.0,3.0,141.0,1201.0,66.0,43.0,19.0,165.0,38.0,128.0,664.0,31.0,2.0,380.0,2.0,476.0,156.0,34.0,15.0,1.0,33.0,720.0,35.0,67.0,73.0,269.0,69.0,1396.0,13.0,410.0,67.0,28.0,13.0,90.0,34.0,51.0,37.0,191.0,2338.0,221.0,1.0,29.0,538.0,1.0,25.0,46.0,,8.0,,,,,,,,,,,,2.0,3.0,,9.0,,,,,,,,,,3.0,1.0,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2012-13,0.0,0.0,4.0,57.0,5.0,3.0,,,27.0,8.0,79.0,17.0,1.0,16.0,13.0,87.0,17.0,593.0,,,4.0,45.0,2.0,5.0,1205.0,17.0,83.0,3.0,55.0,472.0,20.0,13.0,7.0,59.0,17.0,40.0,106.0,21.0,0.0,140.0,,187.0,54.0,17.0,8.0,,7.0,220.0,14.0,17.0,20.0,95.0,28.0,584.0,4.0,152.0,19.0,7.0,8.0,203.0,14.0,31.0,34.0,97.0,875.0,37.0,,18.0,291.0,,8.0,23.0,,6.0,,,,,,,,,,,,3.0,,,8.0,1.0,,,,,,,,,,,,,,
54772,Rafael,Defender,Man Utd,1,Brazil,2012-13,1.0,1.0,6.0,126.0,20.0,4.0,5.0,1.0,87.0,17.0,164.0,28.0,3.0,10.0,27.0,188.0,61.0,1210.0,3.0,2.0,1.0,62.0,8.0,20.0,2317.0,25.0,170.0,3.0,133.0,991.0,38.0,33.0,22.0,127.0,30.0,101.0,90.0,28.0,4.0,296.0,1.0,434.0,103.0,28.0,25.0,1.0,12.0,567.0,27.0,61.0,44.0,234.0,37.0,1183.0,13.0,360.0,62.0,18.0,10.0,533.0,36.0,57.0,31.0,153.0,1979.0,202.0,2.0,50.0,475.0,1.0,24.0,61.0,,4.0,,,,,,,,,,,,2.0,2.0,,12.0,4.0,,1.0,1.0,,,,,,1.0,,3.0,,,
