playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,penaltyGoalsConceded,headedGoals,foulWonPenalty,rightFootGoals,penaltiesConceded,lastPlayerTackle,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,redCards2ndYellow,clearancesOffTheLine,ownGoalScored,setPiecesGoals,penaltyGoals
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2010-11,0.0,10.0,0.0,1.0,56.0,13.0,4.0,1.0,,20.0,3.0,5.0,43.0,2.0,17.0,8.0,53.0,47.0,380.0,1.0,1.0,0.0,2.0,15.0,20.0,3.0,21.0,741.0,1.0,16.0,43.0,,39.0,313.0,8.0,42.0,23.0,1.0,4.0,6.0,40.0,35.0,,4.0,0.0,99.0,1.0,71.0,51.0,10.0,5.0,,11.0,254.0,6.0,50.0,27.0,79.0,4.0,375.0,2.0,13.0,146.0,15.0,15.0,,,183.0,13.0,10.0,3.0,14.0,91.0,580.0,10.0,2.0,,1.0,94.0,,10.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2010-11,0.0,16.0,0.0,0.0,39.0,2.0,2.0,1.0,,23.0,7.0,3.0,82.0,,1.0,11.0,108.0,3.0,479.0,,1.0,,5.0,,65.0,5.0,2.0,1082.0,,16.0,87.0,,38.0,337.0,,23.0,4.0,7.0,104.0,12.0,23.0,111.0,10.0,11.0,0.0,126.0,,177.0,62.0,16.0,9.0,,1.0,104.0,12.0,3.0,8.0,61.0,49.0,470.0,6.0,3.0,130.0,14.0,4.0,10.0,,154.0,12.0,21.0,,34.0,37.0,702.0,2.0,,,22.0,269.0,,26.0,40.0,,3.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,
54771,Fábio,Defender,Man Utd,1,Brazil,2010-11,0.0,11.0,0.0,2.0,32.0,2.0,,1.0,2.0,27.0,1.0,1.0,40.0,,2.0,5.0,51.0,14.0,271.0,1.0,,1.0,6.0,,12.0,1.0,2.0,556.0,,8.0,41.0,,37.0,212.0,,10.0,,3.0,21.0,5.0,24.0,31.0,,4.0,0.0,73.0,0.0,107.0,34.0,11.0,5.0,,3.0,120.0,5.0,14.0,10.0,61.0,4.0,269.0,,5.0,93.0,22.0,6.0,,,107.0,9.0,13.0,,8.0,26.0,462.0,64.0,2.0,,8.0,102.0,,11.0,14.0,9.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
3736,John O'Shea,Defender,Man Utd,1,Ireland,2010-11,0.0,20.0,0.0,1.0,41.0,12.0,1.0,1.0,,35.0,7.0,2.0,132.0,3.0,5.0,18.0,167.0,30.0,822.0,,,,2.0,,31.0,7.0,12.0,1541.0,,12.0,63.0,1.0,44.0,627.0,,,16.0,5.0,49.0,14.0,29.0,,,4.0,,104.0,,,78.0,20.0,5.0,,2.0,371.0,13.0,30.0,,73.0,19.0,,6.0,6.0,,30.0,5.0,5.0,,,10.0,25.0,,28.0,,1156.0,113.0,4.0,1.0,25.0,296.0,,35.0,38.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,Man Utd,1,Northern Ireland,2010-11,1.0,13.0,1.0,2.0,44.0,,1.0,1.0,,21.0,2.0,1.0,69.0,,2.0,11.0,92.0,2.0,583.0,,,,2.0,,48.0,2.0,,1006.0,,24.0,56.0,2.0,32.0,449.0,,6.0,4.0,3.0,73.0,16.0,20.0,201.0,8.0,9.0,0.0,100.0,,231.0,41.0,13.0,5.0,,,180.0,14.0,2.0,6.0,52.0,24.0,575.0,1.0,1.0,114.0,16.0,2.0,8.0,,101.0,13.0,40.0,,42.0,50.0,792.0,18.0,2.0,,17.0,311.0,,23.0,23.0,5.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14965,Nemanja Vidic,Defender,Man Utd,1,Serbia,2010-11,0.0,35.0,1.0,6.0,102.0,1.0,4.0,7.0,,74.0,17.0,2.0,226.0,1.0,3.0,35.0,307.0,3.0,1635.0,5.0,,2.0,,,153.0,13.0,1.0,3117.0,,51.0,212.0,3.0,110.0,1170.0,,30.0,3.0,15.0,334.0,33.0,51.0,489.0,33.0,35.0,4.0,314.0,3.0,705.0,179.0,35.0,17.0,,1.0,368.0,30.0,3.0,6.0,161.0,102.0,1614.0,10.0,5.0,327.0,57.0,1.0,33.0,,328.0,39.0,91.0,,158.0,113.0,2285.0,10.0,2.0,1.0,88.0,961.0,1.0,81.0,107.0,,5.0,4.0,,1.0,1.0,7.0,,,,,,,,,,,,,1.0,2.0,,,
79933,Oliver Gill,Defender,Man Utd,1,England,2010-11,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14075,Patrice Evra,Defender,Man Utd,1,France,2010-11,0.0,35.0,0.0,1.0,169.0,17.0,5.0,4.0,2.0,80.0,9.0,5.0,190.0,1.0,4.0,34.0,214.0,78.0,1328.0,1.0,7.0,0.0,1.0,2.0,83.0,10.0,17.0,2961.0,1.0,31.0,189.0,3.0,137.0,1073.0,,50.0,33.0,8.0,94.0,33.0,138.0,514.0,7.0,31.0,2.0,358.0,1.0,592.0,147.0,35.0,19.0,,28.0,719.0,30.0,79.0,73.0,275.0,52.0,1304.0,5.0,29.0,445.0,61.0,26.0,7.0,,99.0,43.0,81.0,,41.0,123.0,2207.0,237.0,6.0,,26.0,412.0,1.0,24.0,60.0,44.0,5.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,
54772,Rafael,Defender,Man Utd,1,Brazil,2010-11,0.0,16.0,1.0,2.0,55.0,12.0,,4.0,3.0,58.0,7.0,2.0,86.0,1.0,1.0,15.0,106.0,30.0,522.0,,,,1.0,,31.0,4.0,12.0,1202.0,,12.0,112.0,1.0,93.0,386.0,,22.0,15.0,2.0,36.0,13.0,43.0,18.0,,21.0,0.0,167.0,,226.0,78.0,16.0,14.0,,11.0,245.0,12.0,30.0,16.0,136.0,19.0,513.0,3.0,1.0,194.0,44.0,14.0,,,255.0,19.0,32.0,,30.0,23.0,935.0,120.0,5.0,1.0,21.0,183.0,1.0,20.0,30.0,19.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
2034,Rio Ferdinand,Defender,Man Utd,1,England,2010-11,0.0,19.0,0.0,0.0,24.0,,,1.0,,25.0,1.0,2.0,111.0,,1.0,19.0,159.0,,908.0,,,,,,53.0,8.0,,1710.0,,13.0,77.0,1.0,37.0,639.0,,3.0,4.0,12.0,124.0,13.0,11.0,162.0,8.0,9.0,0.0,101.0,,373.0,82.0,19.0,5.0,,2.0,212.0,12.0,,5.0,48.0,40.0,874.0,,,168.0,20.0,3.0,8.0,,301.0,3.0,49.0,,110.0,72.0,1148.0,1.0,,,45.0,537.0,,48.0,49.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
1841,Wes Brown,Defender,Man Utd,1,England,2010-11,0.0,7.0,0.0,2.0,24.0,3.0,1.0,,,13.0,1.0,1.0,41.0,,,4.0,54.0,3.0,235.0,,,,3.0,1.0,16.0,,3.0,426.0,,6.0,28.0,,18.0,171.0,,,5.0,3.0,25.0,7.0,18.0,,,1.0,,52.0,,,18.0,7.0,4.0,,1.0,106.0,7.0,4.0,,36.0,10.0,,1.0,,,9.0,4.0,3.0,,,8.0,15.0,1.0,10.0,,375.0,40.0,1.0,,8.0,78.0,,13.0,13.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,
